Date,Close,STI
26/01/2011,29.31,0.004445212
25/01/2011,29.18,0.004120885
24/01/2011,29.06,-0.015027605
21/01/2011,29.5,0.056839422
20/01/2011,27.87,-0.01813383
19/01/2011,28.38,-0.030194902
18/01/2011,29.25,0.011346176
14/01/2011,28.92,0.019906367
13/01/2011,28.35,-0.019560526
12/01/2011,28.91,0.001038242
11/01/2011,28.88,0.014298413
10/01/2011,28.47,-0.011524486
07/01/2011,28.8,0.005221944
06/01/2011,28.65,-0.037675689
05/01/2011,29.75,0.002692698
04/01/2011,29.67,-0.019029117
03/01/2011,30.24,0.024436362
31/12/2010,29.51,0.004074709
30/12/2010,29.39,0.001361934
29/12/2010,29.35,-0.01050679
28/12/2010,29.66,0.012211821
27/12/2010,29.3,0.021038886
23/12/2010,28.69,-0.005561363
22/12/2010,28.85,0.034918025
21/12/2010,27.86,0.029504963
20/12/2010,27.05,0.000369754
17/12/2010,27.04,0.044619878
16/12/2010,25.86,-0.005783706
15/12/2010,26.01,-0.036985348
14/12/2010,26.99,-0.009587094
13/12/2010,27.25,-0.012037351
10/12/2010,27.58,0.02051354
09/12/2010,27.02,0.021321174
08/12/2010,26.45,0.036185626
07/12/2010,25.51,-0.003131118
06/12/2010,25.59,-0.005844552
03/12/2010,25.74,0.01408474
02/12/2010,25.38,0.055907632
01/12/2010,24,0.027028672
30/11/2010,23.36,-0.016557373
29/11/2010,23.75,0.007183635
26/11/2010,23.58,-0.017238182
24/11/2010,23.99,0.024901054
23/11/2010,23.4,-0.01862882
22/11/2010,23.84,-0.013333531
19/11/2010,24.16,0.003732121
18/11/2010,24.07,-0.00207512
17/11/2010,24.12,-0.029413885
16/11/2010,24.84,-0.017162664
15/11/2010,25.27,0.006351748
12/11/2010,25.11,-0.023613848
11/11/2010,25.71,-0.012753796
10/11/2010,26.04,0
09/11/2010,26.04,-0.011075156
08/11/2010,26.33,-0.005303043
05/11/2010,26.47,0.00226929
04/11/2010,26.41,0.04888483
03/11/2010,25.15,0.029865012
02/11/2010,24.41,-0.009784016
01/11/2010,24.65,-0.014498844
29/10/2010,25.01,-0.01310843
28/10/2010,25.34,-0.001577287
27/10/2010,25.38,-0.008630889
26/10/2010,25.6,0.003521819
25/10/2010,25.51,-0.026688879
22/10/2010,26.2,-0.014775794
21/10/2010,26.59,0.043819462
20/10/2010,25.45,0.028294376
19/10/2010,24.74,0.002428168
18/10/2010,24.68,0.012230075
15/10/2010,24.38,-0.048047672
14/10/2010,25.58,-0.043227231
13/10/2010,26.71,-0.024409496
12/10/2010,27.37,0.016206616
11/10/2010,26.93,0.003720242
08/10/2010,26.83,-0.002605622
07/10/2010,26.9,-0.027137712
06/10/2010,27.64,0.013843573
05/10/2010,27.26,0.042336347
04/10/2010,26.13,0.001148765
01/10/2010,26.1,0.010398707
30/09/2010,25.83,0.001162115
29/09/2010,25.8,-0.0061824
28/09/2010,25.96,0.005020285
27/09/2010,25.83,-0.00809721
24/09/2010,26.04,0.046373731
23/09/2010,24.86,-0.024241203
22/09/2010,25.47,-0.01442239
21/09/2010,25.84,-0.016884515
20/09/2010,26.28,0.012251302
17/09/2010,25.96,0.004633213
16/09/2010,25.84,-0.01612319
15/09/2010,26.26,0.013417874
14/09/2010,25.91,0.02342942
13/09/2010,25.31,0.031710463
10/09/2010,24.52,-0.010144132
09/09/2010,24.77,0.028666992
08/09/2010,24.07,0.028230229
07/09/2010,23.4,-0.032789823
03/09/2010,24.18,0.009557521
02/09/2010,23.95,0.012605209
01/09/2010,23.65,0.04940346
31/08/2010,22.51,0.005345224
30/08/2010,22.39,-0.012428034
27/08/2010,22.67,0.014216143
26/08/2010,22.35,-0.023436845
25/08/2010,22.88,-0.013026671
24/08/2010,23.18,-0.035596979
23/08/2010,24.02,0.000832986
20/08/2010,24,-0.009124908
19/08/2010,24.22,-0.018409192
18/08/2010,24.67,0.021717715
17/08/2010,24.14,-0.009072227
16/08/2010,24.36,-0.001230769
13/08/2010,24.39,0.003696862
12/08/2010,24.3,-0.00656278
11/08/2010,24.46,-0.060672718
10/08/2010,25.99,0.004241379
09/08/2010,25.88,0.001159869
06/08/2010,25.85,-0.018778095
05/08/2010,26.34,0.005711038
04/08/2010,26.19,-0.006849342
03/08/2010,26.37,-0.009811399
02/08/2010,26.63,0.02586679
30/07/2010,25.95,-0.000385282
29/07/2010,25.96,-0.001154957
28/07/2010,25.99,-0.010715755
27/07/2010,26.27,-0.004178544
26/07/2010,26.38,0.052131601
23/07/2010,25.04,0.018541442
22/07/2010,24.58,0.091979686
21/07/2010,22.42,-0.028579655
20/07/2010,23.07,-0.012920076
19/07/2010,23.37,0.002570696
16/07/2010,23.31,-0.077564637
15/07/2010,25.19,-0.010661503
14/07/2010,25.46,-0.027887167
13/07/2010,26.18,0.038945732
12/07/2010,25.18,-0.011058565
09/07/2010,25.46,0.031520663
08/07/2010,24.67,0.007731473
07/07/2010,24.48,0.079021987
06/07/2010,22.62,0.00798939
02/07/2010,22.44,-0.015915455
01/07/2010,22.8,-0.021692825
30/06/2010,23.3,-0.005990604
29/06/2010,23.44,-0.070811467
28/06/2010,25.16,-0.0138151
25/06/2010,25.51,0.045717665
24/06/2010,24.37,-0.036265054
23/06/2010,25.27,0.001187884
22/06/2010,25.24,-0.023880563
21/06/2010,25.85,-0.01344881
18/06/2010,26.2,-0.001525553
17/06/2010,26.24,-0.004562746
16/06/2010,26.36,-0.000379291
15/06/2010,26.37,0.026125189
14/06/2010,25.69,-0.007754983
11/06/2010,25.89,0.002320187
10/06/2010,25.83,0.043519526
09/06/2010,24.73,-0.015249092
08/06/2010,25.11,0.027454288
07/06/2010,24.43,-0.02426322
04/06/2010,25.03,-0.072051181
03/06/2010,26.9,-0.01329414
02/06/2010,27.26,0.04080671
01/06/2010,26.17,-0.029369581
28/05/2010,26.95,-0.024194729
27/05/2010,27.61,0.038771701
26/05/2010,26.56,0.00945723
25/05/2010,26.31,0.035199921
24/05/2010,25.4,-0.060717253
21/05/2010,26.99,0.02932541
20/05/2010,26.21,-0.049498476
19/05/2010,27.54,-0.017635872
18/05/2010,28.03,-0.063913995
17/05/2010,29.88,0.002010051
14/05/2010,29.82,-0.047479862
13/05/2010,31.27,-0.018378211
12/05/2010,31.85,0.044951388
11/05/2010,30.45,0.04534782
10/05/2010,29.1,0.058007774
07/05/2010,27.46,-0.020901662
06/05/2010,28.04,-0.047362612
05/05/2010,29.4,0.008539762
04/05/2010,29.15,-0.04330262
03/05/2010,30.44,0.027983172
30/04/2010,29.6,-0.003372684
29/04/2010,29.7,0.019721822
28/04/2010,29.12,0.04674898
27/04/2010,27.79,-0.020656005
26/04/2010,28.37,-0.037022045
23/04/2010,29.44,0.004084417
22/04/2010,29.32,-0.013550343
21/04/2010,29.72,-0.015690524
20/04/2010,30.19,0.041249932
19/04/2010,28.97,0.017058725
16/04/2010,28.48,-0.044299088
15/04/2010,29.77,-0.016986254
14/04/2010,30.28,0.042502181
13/04/2010,29.02,-0.014369046
12/04/2010,29.44,0.027200851
09/04/2010,28.65,0.003146306
08/04/2010,28.56,0.001050972
07/04/2010,28.53,-0.006289329
06/04/2010,28.71,0.034370079
05/04/2010,27.74,0.021130112
01/04/2010,27.16,0.013716619
31/03/2010,26.79,0.016939987
30/03/2010,26.34,0
29/03/2010,26.34,-0.006056037
26/03/2010,26.5,-0.002638027
25/03/2010,26.57,-0.025637666
24/03/2010,27.26,0.014410004
23/03/2010,26.87,-0.008154233
22/03/2010,27.09,-0.003316753
19/03/2010,27.18,-0.007331411
18/03/2010,27.38,-0.025600821
17/03/2010,28.09,0.025600821
16/03/2010,27.38,0.014346393
15/03/2010,26.99,0.004828236
12/03/2010,26.86,-0.008157257
11/03/2010,27.08,0.022028145
10/03/2010,26.49,0.025230696
09/03/2010,25.83,0.007382975
08/03/2010,25.64,0.022880683
05/03/2010,25.06,0.027509825
04/03/2010,24.38,0.009064751
03/03/2010,24.16,-0.011113512
02/03/2010,24.43,0.032871693
01/03/2010,23.64,-0.007165468
26/02/2010,23.81,0.012254537
25/02/2010,23.52,-0.010573158
24/02/2010,23.77,0.043419672
23/02/2010,22.76,-0.038358506
22/02/2010,23.65,0.026565401
19/02/2010,23.03,0.017963243
18/02/2010,22.62,0.000884564
17/02/2010,22.6,-0.003974393
16/02/2010,22.69,0.014203523
12/02/2010,22.37,-0.00490525
11/02/2010,22.48,-0.022433314
10/02/2010,22.99,0.01313504
09/02/2010,22.69,0.01286334
08/02/2010,22.4,-0.004009807
05/02/2010,22.49,0.022028313
04/02/2010,22,-0.056122524
03/02/2010,23.27,-0.042076042
02/02/2010,24.27,-0.009432098
01/02/2010,24.5,0.006962961
29/01/2010,24.33,-0.019536641
28/01/2010,24.81,0.004443554
27/01/2010,24.7,0.044709433
26/01/2010,23.62,-0.01596002
25/01/2010,24,-0.022658024
22/01/2010,24.55,0.000814996
21/01/2010,24.53,0.0463065
20/01/2010,23.42,0.002993374
19/01/2010,23.35,-0.001711596
15/01/2010,23.39,-0.013166468
14/01/2010,23.7,0.03959209
13/01/2010,22.78,0.014592344
12/01/2010,22.45,-0.035874363
11/01/2010,23.27,0.011236073
08/01/2010,23.01,0.019750477
07/01/2010,22.56,0.057471354
06/01/2010,21.3,0.027607655
05/01/2010,20.72,0.013605652
04/01/2010,20.44,0.007365611
31/12/2009,20.29,0.005436139
30/12/2009,20.18,-0.018655426
29/12/2009,20.56,0.0004865
28/12/2009,20.55,-0.009203262
24/12/2009,20.74,0.022429024
23/12/2009,20.28,-0.02771877
22/12/2009,20.85,-0.018061327
21/12/2009,21.23,0.010416761
18/12/2009,21.01,0.020678784
17/12/2009,20.58,-0.013034218
16/12/2009,20.85,-0.007168489
15/12/2009,21,-0.059166977
14/12/2009,22.28,-0.001345593
11/12/2009,22.31,0.017635546
10/12/2009,21.92,-0.012692827
09/12/2009,22.2,-0.01342302
08/12/2009,22.5,-0.005319161
07/12/2009,22.62,-0.007926065
04/12/2009,22.8,0.019934215
03/12/2009,22.35,-0.041197763
02/12/2009,23.29,0.003871805
01/12/2009,23.2,-0.018364813
30/11/2009,23.63,0.045009761
27/11/2009,22.59,-0.004857594
25/11/2009,22.7,-0.00614846
24/11/2009,22.84,-0.013481396
23/11/2009,23.15,0.049135796
20/11/2009,22.04,0.008200502
19/11/2009,21.86,-0.003652972
18/11/2009,21.94,0.003652972
17/11/2009,21.86,0.044430969
16/11/2009,20.91,0.041001351
13/11/2009,20.07,-0.008928631
12/11/2009,20.25,-0.039695434
11/11/2009,21.07,0.037722074
10/11/2009,20.29,-0.034394284
09/11/2009,21,0.052296303
06/11/2009,19.93,-0.016915826
05/11/2009,20.27,0.041809161
04/11/2009,19.44,-0.011253316
03/11/2009,19.66,-0.011128087
02/11/2009,19.88,0.039502443
30/10/2009,19.11,-0.02786558
29/10/2009,19.65,0.039444657
28/10/2009,18.89,-0.015756629
27/10/2009,19.19,-0.033814697
26/10/2009,19.85,-0.055842127
23/10/2009,20.99,-0.040154788
22/10/2009,21.85,0.051172863
21/10/2009,20.76,-0.002886005
20/10/2009,20.82,-0.01241066
19/10/2009,21.08,-0.02944826
16/10/2009,21.71,-0.024569025
15/10/2009,22.25,-0.009393941
14/10/2009,22.46,0.020239054
13/10/2009,22.01,-0.022462759
12/10/2009,22.51,0.000444346
09/10/2009,22.5,0.007584243
08/10/2009,22.33,0.000447928
07/10/2009,22.32,0.002691792
06/10/2009,22.26,0.017675511
05/10/2009,21.87,0.033475929
02/10/2009,21.15,-0.00377537
01/10/2009,21.23,-0.06031979
30/09/2009,22.55,0
29/09/2009,22.55,-0.001329493
28/09/2009,22.58,0.013824077
25/09/2009,22.27,-0.014266849
24/09/2009,22.59,-0.036509922
23/09/2009,23.43,-0.010613557
22/09/2009,23.68,0.022204157
21/09/2009,23.16,-0.023470247
18/09/2009,23.71,-0.002527381
17/09/2009,23.77,-0.013787559
16/09/2009,24.1,0.057646695
15/09/2009,22.75,0.027630991
14/09/2009,22.13,0.010904243
11/09/2009,21.89,0.022171809
10/09/2009,21.41,0.013164271
09/09/2009,21.13,0.022978512
08/09/2009,20.65,-0.005312739
04/09/2009,20.76,0.002411383
03/09/2009,20.71,0.026420323
02/09/2009,20.17,-0.074497442
01/09/2009,21.73,-0.072759354
31/08/2009,23.37,-0.013177661
28/08/2009,23.68,0.028701906
27/08/2009,23.01,0.038091408
26/08/2009,22.15,0.007704548
25/08/2009,21.98,0.0086818
24/08/2009,21.79,-0.038267104
21/08/2009,22.64,0.053527516
20/08/2009,21.46,0.040414342
19/08/2009,20.61,0.007304634
18/08/2009,20.46,0.019245598
17/08/2009,20.07,-0.047674397
14/08/2009,21.05,-0.010397069
13/08/2009,21.27,0.058569847
12/08/2009,20.06,-0.013369845
11/08/2009,20.33,-0.064753697
10/08/2009,21.69,-0.004140793
07/08/2009,21.78,0.042200354
06/08/2009,20.88,-0.028795948
05/08/2009,21.49,0.034078073
04/08/2009,20.77,0.043795437
03/08/2009,19.88,0.019299736
31/07/2009,19.5,0.0296665
30/07/2009,18.93,0.071713345
29/07/2009,17.62,0.016018649
28/07/2009,17.34,-0.034574144
27/07/2009,17.95,0.051439911
24/07/2009,17.05,0.007063008
23/07/2009,16.93,0.044693428
22/07/2009,16.19,0.064414996
21/07/2009,15.18,-0.05510683
20/07/2009,16.04,-0.012391732
17/07/2009,16.24,-0.037466618
16/07/2009,16.86,0.005352377
15/07/2009,16.77,0.048253635
14/07/2009,15.98,-0.016139394
13/07/2009,16.24,0.066181907
10/07/2009,15.2,-0.007863736
09/07/2009,15.32,0.018445846
08/07/2009,15.04,-0.025600348
07/07/2009,15.43,-0.010316017
06/07/2009,15.59,-0.03467098
02/07/2009,16.14,-0.011703244
01/07/2009,16.33,-0.00732157
30/06/2009,16.45,0.00609758
29/06/2009,16.35,0.027280055
26/06/2009,15.91,0.019676928
25/06/2009,15.6,0.0051414
24/06/2009,15.52,0.004520511
23/06/2009,15.45,0.030225691
22/06/2009,14.99,-0.081939609
19/06/2009,16.27,0.047837944
18/06/2009,15.51,0.012978768
17/06/2009,15.31,-0.034663291
16/06/2009,15.85,-0.029221849
15/06/2009,16.32,-0.022418388
12/06/2009,16.69,-0.005377963
11/06/2009,16.78,0.015615933
10/06/2009,16.52,-0.032164774
09/06/2009,17.06,-0.016855964
08/06/2009,17.35,0.022145427
05/06/2009,16.97,0.027480821
04/06/2009,16.51,0.050305546
03/06/2009,15.7,-0.015170961
02/06/2009,15.94,0.144163081
01/06/2009,13.8,0.046727076
29/05/2009,13.17,0.00075959
28/05/2009,13.16,-0.003792193
27/05/2009,13.21,-0.058083211
26/05/2009,14,0.020931836
22/05/2009,13.71,-0.061525233
21/05/2009,14.58,-0.036367644
20/05/2009,15.12,-0.010526413
19/05/2009,15.28,-0.046043939
18/05/2009,16,0.061210731
15/05/2009,15.05,0.001329787
14/05/2009,15.03,-0.00464654
13/05/2009,15.1,-0.070933592
12/05/2009,16.21,-0.132682791
11/05/2009,18.51,-0.115198511
08/05/2009,20.77,0.114658409
07/05/2009,18.52,-0.051050284
06/05/2009,19.49,0.13963368
05/05/2009,16.95,-0.018703058
04/05/2009,17.27,0.223577925
01/05/2009,13.81,-0.044609166
30/04/2009,14.44,-0.025975486
29/04/2009,14.82,0.077852126
28/04/2009,13.71,-0.062896035
27/04/2009,14.6,-0.089064063
24/04/2009,15.96,0.069395745
23/04/2009,14.89,-0.033677663
22/04/2009,15.4,-0.041964199
21/04/2009,16.06,0.087804174
20/04/2009,14.71,-0.20406398
17/04/2009,18.04,0.097752183
16/04/2009,16.36,0.042453316
15/04/2009,15.68,0.083076642
14/04/2009,14.43,-0.107022336
13/04/2009,16.06,0.127324048
09/04/2009,14.14,0.266687599
08/04/2009,10.83,-0.088318617
07/04/2009,11.83,-0.070963315
06/04/2009,12.7,-0.084514825
03/04/2009,13.82,0.075110367
02/04/2009,12.82,0.064434522
01/04/2009,12.02,0.023570115
31/03/2009,11.74,0.078836734
30/03/2009,10.85,-0.147943171
27/03/2009,12.58,-0.068356739
26/03/2009,13.47,0.037055279
25/03/2009,12.98,0.004633213
24/03/2009,12.92,-0.088107268
23/03/2009,14.11,0.157819106
20/03/2009,12.05,-0.049382757
19/03/2009,12.66,-0.113385104
18/03/2009,14.18,0.154503351
17/03/2009,12.15,0.056722779
16/03/2009,11.48,-0.061648897
13/03/2009,12.21,-0.067298836
12/03/2009,13.06,0.151856224
11/03/2009,11.22,-0.008873173
10/03/2009,11.32,0.115026238
09/03/2009,10.09,0.075099544
06/03/2009,9.36,-0.046956983
05/03/2009,9.81,-0.107193697
04/03/2009,10.92,0.00643089
03/03/2009,10.85,-0.020073667
02/03/2009,11.07,-0.083164783
27/02/2009,12.03,-0.073692258
26/02/2009,12.95,0.163200515
25/02/2009,11,0.163589021
24/02/2009,9.34,0.169978348
23/02/2009,7.88,0.069627591
20/02/2009,7.35,0.092592787
19/02/2009,6.7,-0.107447888
18/02/2009,7.46,0.04805317
17/02/2009,7.11,-0.204116994
13/02/2009,8.72,-0.059004314
12/02/2009,9.25,-0.085929711
11/02/2009,10.08,0.106684143
10/02/2009,9.06,-0.317047967
09/02/2009,12.44,0.028538423
06/02/2009,12.09,0.15153486
05/02/2009,10.39,0.041263221
04/02/2009,9.97,-0.005002512
03/02/2009,10.02,-0.176148183
02/02/2009,11.95,-0.025610652
30/01/2009,12.26,-0.085174454
29/01/2009,13.35,-0.126484147
28/01/2009,15.15,0.149212398
27/01/2009,13.05,-0.033901552
26/01/2009,13.5,-0.103358513
23/01/2009,14.97,0.099661651
22/01/2009,13.55,-0.115566559
21/01/2009,15.21,0.009247094
20/01/2009,15.07,-0.280021752
16/01/2009,19.94,-0.046542811
15/01/2009,20.89,-0.101427468
14/01/2009,23.12,-0.040268208
13/01/2009,24.07,0.016757828
12/01/2009,23.67,-0.076820206
09/01/2009,25.56,-0.060716673
08/01/2009,27.16,0.017831082
07/01/2009,26.68,-0.058947584
06/01/2009,28.3,0.014952219
05/01/2009,27.88,
