Date,Close,TEG
21/11/2013,56.34,0.000710227
20/11/2013,56.3,-0.011127908
19/11/2013,56.93,-0.002806527
18/11/2013,57.09,0.000350385
15/11/2013,57.07,0.004918331
14/11/2013,56.79,0.012046204
13/11/2013,56.11,0.007154386
12/11/2013,55.71,-0.020959915
11/11/2013,56.89,0.004404129
08/11/2013,56.64,-0.008438869
07/11/2013,57.12,-0.028987537
06/11/2013,58.8,0.004944175
05/11/2013,58.51,-0.01239931
04/11/2013,59.24,0.002196875
01/11/2013,59.11,0.007301162
31/10/2013,58.68,-0.004590674
30/10/2013,58.95,-0.003217887
29/10/2013,59.14,0.002709111
28/10/2013,58.98,-0.002540006
25/10/2013,59.13,0.010028129
24/10/2013,58.54,-0.002388672
23/10/2013,58.68,0.00546823
22/10/2013,58.36,0.016760652
21/10/2013,57.39,0
18/10/2013,57.39,0.000522876
17/10/2013,57.36,0.021498625
16/10/2013,56.14,0.010205084
15/10/2013,55.57,-0.016951071
14/10/2013,56.52,-0.005645745
11/10/2013,56.84,0.003348316
10/10/2013,56.65,0.018349139
09/10/2013,55.62,0.00794228
08/10/2013,55.18,0.0078232
07/10/2013,54.75,-0.010718606
04/10/2013,55.34,0.001084795
03/10/2013,55.28,-0.011153201
02/10/2013,55.9,0.00232829
01/10/2013,55.77,-0.002149383
30/09/2013,55.89,0.001253245
27/09/2013,55.82,-0.006606577
26/09/2013,56.19,0.008938208
25/09/2013,55.69,-0.013731825
24/09/2013,56.46,-0.003006457
23/09/2013,56.63,0.011365777
20/09/2013,55.99,-0.012424725
19/09/2013,56.69,0.004419701
18/09/2013,56.44,0.026026776
17/09/2013,54.99,0.011890747
16/09/2013,54.34,0.005536091
13/09/2013,54.04,0.003150776
12/09/2013,53.87,-0.008502824
11/09/2013,54.33,-0.011711021
10/09/2013,54.97,0.002185395
09/09/2013,54.85,0.002921309
06/09/2013,54.69,-0.001644286
05/09/2013,54.78,-0.00473503
04/09/2013,55.04,0.008209478
03/09/2013,54.59,-0.024071382
30/08/2013,55.92,-0.007837589
29/08/2013,56.36,-0.005308807
28/08/2013,56.66,-0.009135692
27/08/2013,57.18,-0.002445416
26/08/2013,57.32,-0.003656948
23/08/2013,57.53,0.005577843
22/08/2013,57.21,0.002274916
21/08/2013,57.08,-0.016333986
20/08/2013,58.02,0.003453042
19/08/2013,57.82,-0.015445648
16/08/2013,58.72,-0.007634272
15/08/2013,59.17,-0.024704979
14/08/2013,60.65,-0.011312523
13/08/2013,61.34,-0.005527571
12/08/2013,61.68,-0.008234486
09/08/2013,62.19,-0.002729829
08/08/2013,62.36,-0.004480007
07/08/2013,62.64,-0.006841169
06/08/2013,63.07,0.000951777
05/08/2013,63.01,-0.008533554
02/08/2013,63.55,0.003309957
01/08/2013,63.34,0.008561968
31/07/2013,62.8,-0.001909005
30/07/2013,62.92,0.002068253
29/07/2013,62.79,-0.000318471
26/07/2013,62.81,0.002710245
25/07/2013,62.64,0.008819106
24/07/2013,62.09,-0.013279133
23/07/2013,62.92,0.009742152
22/07/2013,62.31,-0.001603592
19/07/2013,62.41,0.000320513
18/07/2013,62.39,0.013230267
17/07/2013,61.57,0.004231777
16/07/2013,61.31,-0.001466873
15/07/2013,61.4,0.01642073
12/07/2013,60.4,0.002652521
11/07/2013,60.24,0.012696462
10/07/2013,59.48,0.007763752
09/07/2013,59.02,0.011931282
08/07/2013,58.32,0.017644464
05/07/2013,57.3,-0.005742642
03/07/2013,57.63,0
02/07/2013,57.63,-0.001560468
01/07/2013,57.72,-0.013935709
28/06/2013,58.53,0.001538856
27/06/2013,58.44,0.003943426
26/06/2013,58.21,0.014187089
25/06/2013,57.39,0.008574731
24/06/2013,56.9,-0.000175731
21/06/2013,56.91,0.022928224
20/06/2013,55.62,-0.01232929
19/06/2013,56.31,-0.027845245
18/06/2013,57.9,0.002940416
17/06/2013,57.73,0.004165949
14/06/2013,57.49,0.001566716
13/06/2013,57.4,0.01633478
12/06/2013,56.47,-0.00881529
11/06/2013,56.97,-0.004902829
10/06/2013,57.25,0.003674866
07/06/2013,57.04,0.004920924
06/06/2013,56.76,0.013301606
05/06/2013,56.01,-0.010832033
04/06/2013,56.62,-0.016291855
03/06/2013,57.55,0.000347584
31/05/2013,57.53,-0.011063207
30/05/2013,58.17,-0.001717623
29/05/2013,58.27,-0.022735964
28/05/2013,59.61,0.006732899
24/05/2013,59.21,-0.008911366
23/05/2013,59.74,-0.012476249
22/05/2013,60.49,-0.021748875
21/05/2013,61.82,0.004052198
20/05/2013,61.57,0
17/05/2013,61.57,0.013243061
16/05/2013,60.76,-0.009500481
15/05/2013,61.34,0.017265906
14/05/2013,60.29,0.010504473
13/05/2013,59.66,-0.003012555
10/05/2013,59.84,0.00033428
09/05/2013,59.82,-0.018221475
08/05/2013,60.92,-0.009150391
07/05/2013,61.48,0.006691171
06/05/2013,61.07,-0.022345489
03/05/2013,62.45,0.009815832
02/05/2013,61.84,0.012693417
01/05/2013,61.06,-0.008155322
30/04/2013,61.56,0.002602474
29/04/2013,61.4,0.013610114
26/04/2013,60.57,-0.005269237
25/04/2013,60.89,-0.00278803
24/04/2013,61.06,0.004760741
23/04/2013,60.77,0.004948872
22/04/2013,60.47,0
19/04/2013,60.47,0.016843557
18/04/2013,59.46,-0.000168166
17/04/2013,59.47,-0.0128646
16/04/2013,60.24,0.018429069
15/04/2013,59.14,-0.021909063
12/04/2013,60.45,0.00231865
11/04/2013,60.31,0.001493404
10/04/2013,60.22,0.014215475
09/04/2013,59.37,-0.007718159
08/04/2013,59.83,0.008055086
05/04/2013,59.35,0.004390416
04/04/2013,59.09,0.011574597
03/04/2013,58.41,0.001370567
02/04/2013,58.33,0.002746783
01/04/2013,58.17,0.000171925
28/03/2013,58.16,0.013327761
27/03/2013,57.39,0.007520805
26/03/2013,56.96,0.007224065
25/03/2013,56.55,-0.002649008
22/03/2013,56.7,0.000882223
21/03/2013,56.65,-0.008612409
20/03/2013,57.14,0.018546853
19/03/2013,56.09,0.004825315
18/03/2013,55.82,-0.003040875
15/03/2013,55.99,-0.005699036
14/03/2013,56.31,0.000532907
13/03/2013,56.28,0.003916687
12/03/2013,56.06,-0.004982217
11/03/2013,56.34,0.002488006
08/03/2013,56.2,0.001959213
07/03/2013,56.09,-0.008698022
06/03/2013,56.58,-0.009673807
05/03/2013,57.13,0.014634838
04/03/2013,56.3,0.003558723
01/03/2013,56.1,-0.008342997
28/02/2013,56.57,0.003364324
27/02/2013,56.38,0.012673083
26/02/2013,55.67,-0.004301853
25/02/2013,55.91,-0.012972194
22/02/2013,56.64,0.005133209
21/02/2013,56.35,-0.002127283
20/02/2013,56.47,-0.001769286
19/02/2013,56.57,0.00727405
15/02/2013,56.16,0.002853069
14/02/2013,56,0
13/02/2013,56,-0.003742986
12/02/2013,56.21,0.006067114
11/02/2013,55.87,0.002329541
08/02/2013,55.74,0.00125662
07/02/2013,55.67,0.00233792
06/02/2013,55.54,0.006140529
05/02/2013,55.2,0.001631765
04/02/2013,55.11,-0.006330852
01/02/2013,55.46,0.013981163
31/01/2013,54.69,-0.003468106
30/01/2013,54.88,0.002188983
29/01/2013,54.76,0.004392394
28/01/2013,54.52,-0.001649409
25/01/2013,54.61,0
24/01/2013,54.61,0.002199818
23/01/2013,54.49,-0.003297914
22/01/2013,54.67,0.006975065
18/01/2013,54.29,0.004245507
17/01/2013,54.06,0.01059982
16/01/2013,53.49,-0.007079016
15/01/2013,53.87,0.000928591
14/01/2013,53.82,-0.001856321
11/01/2013,53.92,0.0031578
10/01/2013,53.75,0.008782641
09/01/2013,53.28,-0.003559723
08/01/2013,53.47,-0.000187003
07/01/2013,53.48,-0.015032296
04/01/2013,54.29,0.009066581
03/01/2013,53.8,0.003910984
02/01/2013,53.59,0.02589692
31/12/2012,52.22,0.011750111
28/12/2012,51.61,-0.01194159
27/12/2012,52.23,-0.006678777
26/12/2012,52.58,-0.009652767
24/12/2012,53.09,-0.003196994
21/12/2012,53.26,-0.016018223
20/12/2012,54.12,0.008908745
19/12/2012,53.64,-0.014804119
18/12/2012,54.44,0.009597711
17/12/2012,53.92,0.019665396
14/12/2012,52.87,-0.009037908
13/12/2012,53.35,0.002063984
12/12/2012,53.24,-0.005992527
11/12/2012,53.56,0.001681772
10/12/2012,53.47,0.001871959
07/12/2012,53.37,0.001500094
06/12/2012,53.29,-0.004119856
05/12/2012,53.51,0.018103455
04/12/2012,52.55,-0.007771814
03/12/2012,52.96,-0.003957416
30/11/2012,53.17,0.007172549
29/11/2012,52.79,-0.000946701
28/11/2012,52.84,-0.009605498
27/11/2012,53.35,0.001125281
26/11/2012,53.29,0.013032577
23/11/2012,52.6,0.0003803
21/11/2012,52.58,-0.005500251
20/11/2012,52.87,0.002272298
19/11/2012,52.75,0.001897534
16/11/2012,52.65,0.023639037
15/11/2012,51.42,-0.006590448
14/11/2012,51.76,-0.007889967
13/11/2012,52.17,0.005188827
12/11/2012,51.9,-0.001924928
09/11/2012,52,0
08/11/2012,52,-0.005752652
07/11/2012,52.3,-0.036790936
06/11/2012,54.26,0.025762112
05/11/2012,52.88,-0.012590601
02/11/2012,53.55,-0.007441895
01/11/2012,53.95,-0.001666821
31/10/2012,54.04,0.008735303
26/10/2012,53.57,-0.005213194
25/10/2012,53.85,0.006146988
24/10/2012,53.52,-0.005218051
23/10/2012,53.8,-0.016590242
22/10/2012,54.7,-0.008736859
19/10/2012,55.18,-0.007762472
18/10/2012,55.61,-0.002873049
17/10/2012,55.77,0.017728395
16/10/2012,54.79,-0.002187786
15/10/2012,54.91,0.007861819
12/10/2012,54.48,-0.008590019
11/10/2012,54.95,-0.00616838
10/10/2012,55.29,-0.000542446
09/10/2012,55.32,-0.003608809
08/10/2012,55.52,0.005780363
05/10/2012,55.2,-0.000543331
04/10/2012,55.23,0.003082784
03/10/2012,55.06,0.000545009
02/10/2012,55.03,0.007478375
01/10/2012,54.62,0.045317621
28/09/2012,52.2,-0.001340098
27/09/2012,52.27,-0.011413478
26/09/2012,52.87,0.004549771
25/09/2012,52.63,-0.000379939
24/09/2012,52.65,0.003424661
21/09/2012,52.47,-0.00551175
20/09/2012,52.76,-0.002650011
19/09/2012,52.9,0
18/09/2012,52.9,-0.006782242
17/09/2012,53.26,-0.004122172
14/09/2012,53.48,-0.007080335
13/09/2012,53.86,0.009139297
12/09/2012,53.37,-0.016354202
11/09/2012,54.25,-0.000184315
10/09/2012,54.26,-0.000552741
07/09/2012,54.29,-0.008254656
06/09/2012,54.74,0.014351672
05/09/2012,53.96,-0.007017573
04/09/2012,54.34,0.00646176
31/08/2012,53.99,-0.003697545
30/08/2012,54.19,-0.007537493
29/08/2012,54.6,-0.012919841
28/08/2012,55.31,-0.000722935
27/08/2012,55.35,0.000542152
24/08/2012,55.32,0.002533938
23/08/2012,55.18,-0.012784904
22/08/2012,55.89,-0.007131426
21/08/2012,56.29,-0.007433663
20/08/2012,56.71,-0.001233589
17/08/2012,56.78,-0.00404254
16/08/2012,57.01,-0.00907986
15/08/2012,57.53,-0.013124001
14/08/2012,58.29,0.000858148
13/08/2012,58.24,-0.002743486
10/08/2012,58.4,-0.006825965
09/08/2012,58.8,-0.039188007
08/08/2012,61.15,0.000817996
07/08/2012,61.1,-0.003267977
06/08/2012,61.3,0.002286462
03/08/2012,61.16,0.015821029
02/08/2012,60.2,-0.00480571
01/08/2012,60.49,-0.000826241
31/07/2012,60.54,-0.009371215
30/07/2012,61.11,0.00508573
27/07/2012,60.8,0.014913284
26/07/2012,59.9,0.014800136
25/07/2012,59.02,-0.002538287
24/07/2012,59.17,-0.008079492
23/07/2012,59.65,-0.0066834
20/07/2012,60.05,0.005175736
19/07/2012,59.74,0.006718198
18/07/2012,59.34,0.007951992
17/07/2012,58.87,0.004596926
16/07/2012,58.6,0.000682827
13/07/2012,58.56,0.012717133
12/07/2012,57.82,0.002424244
11/07/2012,57.68,0.005737649
10/07/2012,57.35,0.002094607
09/07/2012,57.23,-0.005228314
06/07/2012,57.53,0.004355028
05/07/2012,57.28,-0.006785585
03/07/2012,57.67,-0.000866626
02/07/2012,57.72,0.014835773
29/06/2012,56.87,-0.000351617
28/06/2012,56.89,0.002992697
27/06/2012,56.72,0.009388077
26/06/2012,56.19,0.007682039
25/06/2012,55.76,-0.002328707
22/06/2012,55.89,0.001074114
21/06/2012,55.83,-0.018808219
20/06/2012,56.89,-0.00735555
19/06/2012,57.31,0.004547052
18/06/2012,57.05,0.008802874
15/06/2012,56.55,0.004963669
14/06/2012,56.27,0.005524384
13/06/2012,55.96,0.003401059
12/06/2012,55.77,0.005213495
11/06/2012,55.48,0
08/06/2012,55.48,0.011055844
07/06/2012,54.87,0.002372047
06/06/2012,54.74,0.013425489
05/06/2012,54.01,0.006687746
04/06/2012,53.65,-0.000186376
01/06/2012,53.66,-0.008166341
31/05/2012,54.1,0.011713437
30/05/2012,53.47,-0.014850839
29/05/2012,54.27,-0.008440417
25/05/2012,54.73,-0.000547995
24/05/2012,54.76,0.008804165
23/05/2012,54.28,-0.000184213
22/05/2012,54.29,0.011858579
21/05/2012,53.65,0.00823512
18/05/2012,53.21,-0.001314678
17/05/2012,53.28,-0.008782641
16/05/2012,53.75,0.000744463
15/05/2012,53.71,-0.003345728
14/05/2012,53.89,-0.000927386
11/05/2012,53.94,-0.004439519
10/05/2012,54.18,0.014313842
09/05/2012,53.41,-0.00317787
08/05/2012,53.58,0.005427168
07/05/2012,53.29,-0.005800372
04/05/2012,53.6,-0.002608535
03/05/2012,53.74,-0.012941575
02/05/2012,54.44,-0.008778403
01/05/2012,54.92,0.005111366
30/04/2012,54.64,0.004034482
27/04/2012,54.42,0.003681889
26/04/2012,54.22,0.006476107
25/04/2012,53.87,0.007079016
24/04/2012,53.49,0.009391504
23/04/2012,52.99,-0.00395518
20/04/2012,53.2,0.014388737
19/04/2012,52.44,-0.000571919
18/04/2012,52.47,-0.005890753
17/04/2012,52.78,0.010858284
16/04/2012,52.21,0.008849615
13/04/2012,51.75,-0.000193218
12/04/2012,51.76,0.010487569
11/04/2012,51.22,-0.001755584
10/04/2012,51.31,-0.014703302
09/04/2012,52.07,-0.002876596
05/04/2012,52.22,-0.013126794
04/04/2012,52.91,-0.007906668
03/04/2012,53.33,-0.00149897
02/04/2012,53.41,0.007894778
30/03/2012,52.99,0.002645504
29/03/2012,52.85,-0.000945627
28/03/2012,52.9,-0.007157687
27/03/2012,53.28,0.004137678
26/03/2012,53.06,0.006807893
23/03/2012,52.7,0.001899336
22/03/2012,52.6,-0.005687219
21/03/2012,52.9,-0.003396871
20/03/2012,53.08,0.006426029
19/03/2012,52.74,-0.004917733
16/03/2012,53,-0.002073321
15/03/2012,53.11,-0.000940999
14/03/2012,53.16,-0.018082327
13/03/2012,54.13,0.00129402
12/03/2012,54.06,0.009852296
09/03/2012,53.53,0.005432251
08/03/2012,53.24,0.016858056
07/03/2012,52.35,0.00536297
06/03/2012,52.07,-0.004407404
05/03/2012,52.3,0.004407404
02/03/2012,52.07,-0.003833626
01/03/2012,52.27,0.004602117
29/02/2012,52.03,-0.014880091
28/02/2012,52.81,-0.007733699
27/02/2012,53.22,-0.022113695
24/02/2012,54.41,0.002760653
23/02/2012,54.26,0.002953121
22/02/2012,54.1,0.001109673
21/02/2012,54.04,-0.009943002
17/02/2012,54.58,0.009572974
16/02/2012,54.06,0.004449396
15/02/2012,53.82,0.002604653
14/02/2012,53.68,0.003919744
13/02/2012,53.47,0.002059347
10/02/2012,53.36,0.002251408
09/02/2012,53.24,-0.001876525
08/02/2012,53.34,-0.001124227
07/02/2012,53.4,0.008462674
06/02/2012,52.95,0.004353182
03/02/2012,52.72,0.004372215
02/02/2012,52.49,0.000571701
01/02/2012,52.46,0.010539525
31/01/2012,51.91,0.009484248
30/01/2012,51.42,-0.010254516
27/01/2012,51.95,-0.014333738
26/01/2012,52.7,0.001329156
25/01/2012,52.63,0.023842698
24/01/2012,51.39,0.002142788
23/01/2012,51.28,0.003712029
20/01/2012,51.09,-0.002931694
19/01/2012,51.24,-0.010290354
18/01/2012,51.77,-0.007313351
17/01/2012,52.15,0.001535214
13/01/2012,52.07,-0.007462007
12/01/2012,52.46,-0.004943916
11/01/2012,52.72,-0.003975396
10/01/2012,52.93,-0.003394949
09/01/2012,53.11,-0.001505174
06/01/2012,53.19,-0.008797436
05/01/2012,53.66,0.003360093
04/01/2012,53.48,-0.001868112
03/01/2012,53.58,-0.011135973
30/12/2011,54.18,-0.003684603
29/12/2011,54.38,0.006086895
28/12/2011,54.05,-0.005719045
27/12/2011,54.36,0.009797657
23/12/2011,53.83,0.008394789
22/12/2011,53.38,0.003377748
21/12/2011,53.2,0.0048992
20/12/2011,52.94,0.029910205
19/12/2011,51.38,-0.00620879
16/12/2011,51.7,0.000773994
15/12/2011,51.66,0.025089517
14/12/2011,50.38,-0.00534496
13/12/2011,50.65,0.001185302
12/12/2011,50.59,-0.012766549
09/12/2011,51.24,0.017124717
08/12/2011,50.37,-0.0208259
07/12/2011,51.43,0.004482128
06/12/2011,51.2,0.007056086
05/12/2011,50.84,0.001574803
02/12/2011,50.76,-0.011945702
01/12/2011,51.37,-0.00233327
30/11/2011,51.49,0.036590654
29/11/2011,49.64,0.013793322
28/11/2011,48.96,-0.00265171
25/11/2011,49.09,0.007565725
23/11/2011,48.72,-0.015276802
22/11/2011,49.47,-0.020012675
21/11/2011,50.47,-0.020590981
18/11/2011,51.52,0.008772841
17/11/2011,51.07,-0.003128057
16/11/2011,51.23,-0.007196375
15/11/2011,51.6,0.005051497
14/11/2011,51.34,-0.017761085
11/11/2011,52.26,0.017566324
10/11/2011,51.35,0.004489126
09/11/2011,51.12,-0.032714097
08/11/2011,52.82,-0.000946163
07/11/2011,52.87,-0.001323127
04/11/2011,52.94,-0.009587441
03/11/2011,53.45,0.01622065
02/11/2011,52.59,0.023861051
01/11/2011,51.35,-0.029927421
31/10/2011,52.91,-0.013143261
28/10/2011,53.61,-0.001118568
27/10/2011,53.67,0.025475479
26/10/2011,52.32,0.004021838
25/10/2011,52.11,-0.004786072
24/10/2011,52.36,0.014427489
21/10/2011,51.61,0.022534509
20/10/2011,50.46,0.007159935
19/10/2011,50.1,0.002198023
18/10/2011,49.99,0.018167637
17/10/2011,49.09,-0.012550772
14/10/2011,49.71,0.01295827
13/10/2011,49.07,0.003879535
12/10/2011,48.88,0.008216973
11/10/2011,48.48,-0.025054778
10/10/2011,49.71,0.026293169
07/10/2011,48.42,-0.002063133
06/10/2011,48.52,0.021035869
05/10/2011,47.51,0.015698243
04/10/2011,46.77,-0.003415158
03/10/2011,46.93,-0.035377839
30/09/2011,48.62,-0.010231315
29/09/2011,49.12,0.016213798
28/09/2011,48.33,-0.018450708
27/09/2011,49.23,0.013085445
26/09/2011,48.59,0.015555639
23/09/2011,47.84,0.005239455
22/09/2011,47.59,-0.026336411
21/09/2011,48.86,-0.032618152
20/09/2011,50.48,0.018594957
19/09/2011,49.55,-0.008240424
16/09/2011,49.96,0.00985626
15/09/2011,49.47,0.016920188
14/09/2011,48.64,0.009087217
13/09/2011,48.2,0.011266549
12/09/2011,47.66,0.00927494
09/09/2011,47.22,-0.022614029
08/09/2011,48.3,-0.005368586
07/09/2011,48.56,0.01076615
06/09/2011,48.04,-0.008498341
02/09/2011,48.45,-0.013937508
01/09/2011,49.13,-0.01895218
31/08/2011,50.07,0.006612588
30/08/2011,49.74,-0.002810682
29/08/2011,49.88,0.00926492
26/08/2011,49.42,0.003648899
25/08/2011,49.24,-0.017514288
24/08/2011,50.11,0.020157909
23/08/2011,49.11,0.024738429
22/08/2011,47.91,0.001044168
19/08/2011,47.86,-0.007701152
18/08/2011,48.23,-0.020318811
17/08/2011,49.22,0.008364835
16/08/2011,48.81,-0.00551641
15/08/2011,49.08,0.04394252
12/08/2011,46.97,-0.000425713
11/08/2011,46.99,0.055120009
10/08/2011,44.47,-0.02575059
09/08/2011,45.63,0.039562652
08/08/2011,43.86,-0.081409762
05/08/2011,47.58,0.004212306
04/08/2011,47.38,-0.036269647
03/08/2011,49.13,-0.003657054
02/08/2011,49.31,-0.020076964
01/08/2011,50.31,0.001989654
29/07/2011,50.21,-0.00516489
28/07/2011,50.47,-0.009465659
27/07/2011,50.95,-0.009960047
26/07/2011,51.46,-0.008128553
25/07/2011,51.88,-0.003271436
22/07/2011,52.05,-0.009560302
21/07/2011,52.55,0.015920543
20/07/2011,51.72,0.006400953
19/07/2011,51.39,0.006442189
18/07/2011,51.06,-0.013036472
15/07/2011,51.73,0.00465027
14/07/2011,51.49,-0.006002535
13/07/2011,51.8,-0.004045859
12/07/2011,52.01,0.004045859
11/07/2011,51.8,-0.015135838
08/07/2011,52.59,-0.002089468
07/07/2011,52.7,0.004945797
06/07/2011,52.44,0.002673288
05/07/2011,52.3,-0.004959003
01/07/2011,52.56,0.013793322
30/06/2011,51.84,0.000771903
29/06/2011,51.8,0.005031944
28/06/2011,51.54,0.005252419
27/06/2011,51.27,0.008815808
24/06/2011,50.82,0.001969668
23/06/2011,50.72,-0.00824666
22/06/2011,51.14,-0.002928832
21/06/2011,51.29,0.005278089
20/06/2011,51.02,0.013417723
17/06/2011,50.34,0.008578606
16/06/2011,49.91,0.002407223
15/06/2011,49.79,-0.01297035
14/06/2011,50.44,0.007562225
13/06/2011,50.06,0.003201283
10/06/2011,49.9,-0.007387475
09/06/2011,50.27,-0.003574269
08/06/2011,50.45,0.002778882
07/06/2011,50.31,-0.000794755
06/06/2011,50.35,-0.009094566
03/06/2011,50.81,-0.011544987
02/06/2011,51.4,0.000583828
01/06/2011,51.37,-0.018706553
31/05/2011,52.34,0.007094268
27/05/2011,51.97,0.001540536
26/05/2011,51.89,-0.010924881
25/05/2011,52.46,-0.005323206
24/05/2011,52.74,-0.00170503
23/05/2011,52.83,-0.015774975
20/05/2011,53.67,-0.003905165
19/05/2011,53.88,0.005956831
18/05/2011,53.56,-0.000933097
17/05/2011,53.61,0.007677221
16/05/2011,53.2,-0.012886536
13/05/2011,53.89,0.002787329
12/05/2011,53.74,0.008784282
11/05/2011,53.27,-0.005989163
10/05/2011,53.59,0.011259267
09/05/2011,52.99,0.002645504
06/05/2011,52.85,0.01948858
05/05/2011,51.83,-0.017215421
04/05/2011,52.73,-0.002462356
03/05/2011,52.86,0.007214765
02/05/2011,52.48,0.002289204
29/04/2011,52.36,0.006130287
28/04/2011,52.04,0.007909755
27/04/2011,51.63,0.010905658
26/04/2011,51.07,0.012016297
25/04/2011,50.46,0.003175866
21/04/2011,50.3,-0.000596244
20/04/2011,50.33,0.012998883
19/04/2011,49.68,-0.007020388
18/04/2011,50.03,-0.01192146
15/04/2011,50.63,0.020150308
14/04/2011,49.62,0.002825431
13/04/2011,49.48,0.001820573
12/04/2011,49.39,-0.007664418
11/04/2011,49.77,-0.012975529
08/04/2011,50.42,0.000198354
07/04/2011,50.41,-0.008297163
06/04/2011,50.83,0.004337546
05/04/2011,50.61,-0.005124174
04/04/2011,50.87,-0.000982415
01/04/2011,50.92,0.008084437
31/03/2011,50.51,-0.003360019
30/03/2011,50.68,0.015109631
29/03/2011,49.92,0.008045096
28/03/2011,49.52,-0.002823152
25/03/2011,49.66,0.00060429
24/03/2011,49.63,0.005657724
23/03/2011,49.35,-0.004851435
22/03/2011,49.59,-0.005630419
21/03/2011,49.87,0.014949773
18/03/2011,49.13,0.007149453
17/03/2011,48.78,0.003696862
16/03/2011,48.6,-0.01308277
15/03/2011,49.24,-0.016316204
14/03/2011,50.05,-0.003589952
11/03/2011,50.23,0.001593943
10/03/2011,50.15,-0.015826245
09/03/2011,50.95,0.008871423
08/03/2011,50.5,0.011952334
07/03/2011,49.9,0.003613736
04/03/2011,49.72,-0.00881063
03/03/2011,50.16,0.016685481
02/03/2011,49.33,0.014086178
01/03/2011,48.64,-0.006761628
28/02/2011,48.97,0.009231782
25/02/2011,48.52,0.002063133
24/02/2011,48.42,-0.004327673
23/02/2011,48.63,-0.016721434
22/02/2011,49.45,0.002226947
18/02/2011,49.34,0.002638256
17/02/2011,49.21,0.00672854
16/02/2011,48.88,-0.0091641
15/02/2011,49.33,0.001623048
14/02/2011,49.25,0
11/02/2011,49.25,-0.003041057
10/02/2011,49.4,0.013450376
09/02/2011,48.74,0.001642711
08/02/2011,48.66,0.003705996
07/02/2011,48.48,0.005377469
04/02/2011,48.22,-0.00041468
03/02/2011,48.24,0.005612737
02/02/2011,47.97,-0.003745323
01/02/2011,48.15,0.011698483
31/01/2011,47.59,-0.002518364
28/01/2011,47.71,-0.018276729
27/01/2011,48.59,0.005986188
26/01/2011,48.3,0.00269514
