Date,Close,AMT
30/07/2010,46.24,0.015473775
29/07/2010,45.53,-0.003945643
28/07/2010,45.71,0.002190102
27/07/2010,45.61,-0.01501497
26/07/2010,46.3,-0.010100011
23/07/2010,46.77,0.008158053
22/07/2010,46.39,0.016737702
21/07/2010,45.62,-0.020825048
20/07/2010,46.58,0.054031441
19/07/2010,44.13,-0.001358696
16/07/2010,44.19,-0.030312105
15/07/2010,45.55,-0.005036691
14/07/2010,45.78,0.003939598
13/07/2010,45.6,0.00615928
12/07/2010,45.32,-0.015110328
09/07/2010,46.01,-0.008225155
08/07/2010,46.39,-0.010507227
07/07/2010,46.88,0.038487194
06/07/2010,45.11,0.031755849
02/07/2010,43.7,-0.008884897
01/07/2010,44.09,-0.00925619
30/06/2010,44.5,-0.000224694
29/06/2010,44.51,-0.018255182
28/06/2010,45.33,0.03023408
25/06/2010,43.98,0.010054929
24/06/2010,43.54,-0.026517134
23/06/2010,44.71,0.007633625
22/06/2010,44.37,-0.016762042
21/06/2010,45.12,0.00110877
18/06/2010,45.07,0.002221236
17/06/2010,44.97,0.006022099
16/06/2010,44.7,0.006959283
15/06/2010,44.39,0.016352851
14/06/2010,43.67,-0.012515808
11/06/2010,44.22,0.023568188
10/06/2010,43.19,0.02865391
09/06/2010,41.97,-0.006649276
08/06/2010,42.25,0.008318527
07/06/2010,41.9,0.009351465
04/06/2010,41.51,-0.023099015
03/06/2010,42.48,0.024545495
02/06/2010,41.45,0.039616449
01/06/2010,39.84,-0.017171008
28/05/2010,40.53,-0.011285694
27/05/2010,40.99,0.030718293
26/05/2010,39.75,0.003023434
25/05/2010,39.63,0.003032603
24/05/2010,39.51,-0.021780808
21/05/2010,40.38,0.033491737
20/05/2010,39.05,-0.036212154
19/05/2010,40.49,-0.015682752
18/05/2010,41.13,-0.009437457
17/05/2010,41.52,0.008222537
14/05/2010,41.18,-0.01374675
13/05/2010,41.75,0.000718821
12/05/2010,41.72,0.018140539
11/05/2010,40.97,0.002688502
10/05/2010,40.86,0.050186145
07/05/2010,38.86,-0.029663729
06/05/2010,40.03,-0.021011773
05/05/2010,40.88,-0.003174994
04/05/2010,41.01,-0.006562182
03/05/2010,41.28,0.011450972
30/04/2010,40.81,-0.005863686
29/04/2010,41.05,0.006353883
28/04/2010,40.79,-0.008543931
27/04/2010,41.14,-0.017349833
26/04/2010,41.86,-0.012109848
23/04/2010,42.37,0.004731497
22/04/2010,42.17,0.003563372
21/04/2010,42.02,-0.00380048
20/04/2010,42.18,0.015289357
19/04/2010,41.54,-0.010298259
16/04/2010,41.97,-0.001428572
15/04/2010,42.03,-0.001901593
14/04/2010,42.11,-0.000949442
13/04/2010,42.15,-0.004733737
12/04/2010,42.35,-0.006355206
09/04/2010,42.62,0.013939978
08/04/2010,42.03,0.004769864
07/04/2010,41.83,-0.023157935
06/04/2010,42.81,-0.011842702
05/04/2010,43.32,0.014415502
01/04/2010,42.7,0.002109953
31/03/2010,42.61,-0.003981736
30/03/2010,42.78,0.000233781
29/03/2010,42.77,0.026535554
26/03/2010,41.65,-0.019261088
25/03/2010,42.46,-0.046252348
24/03/2010,44.47,-0.002246182
23/03/2010,44.57,0.007205616
22/03/2010,44.25,-0.000903546
19/03/2010,44.29,0.006342037
18/03/2010,44.01,-0.005438491
17/03/2010,44.25,-0.000225963
16/03/2010,44.26,0.021005339
15/03/2010,43.34,-0.000922509
12/03/2010,43.38,-0.002762433
11/03/2010,43.5,0.009005949
10/03/2010,43.11,0.00511629
09/03/2010,42.89,0.010311786
08/03/2010,42.45,-0.022362917
05/03/2010,43.41,0.010420379
04/03/2010,42.96,-0.000465441
03/03/2010,42.98,0.004664188
02/03/2010,42.78,-0.003500179
01/03/2010,42.93,0.006309169
26/02/2010,42.66,-0.00327639
25/02/2010,42.8,0.004214476
24/02/2010,42.62,-0.004448093
23/02/2010,42.81,-0.022405372
22/02/2010,43.78,-0.003192705
19/02/2010,43.92,0.012140797
18/02/2010,43.39,-0.007347909
17/02/2010,43.71,0.008039552
16/02/2010,43.36,0.01721373
12/02/2010,42.62,0.002349073
11/02/2010,42.52,0.0221148
10/02/2010,41.59,0.003371872
09/02/2010,41.45,0.018997162
08/02/2010,40.67,0.014114386
05/02/2010,40.1,-0.022683418
04/02/2010,41.02,-0.042244678
03/02/2010,42.79,-0.005593116
02/02/2010,43.03,-0.001161305
01/02/2010,43.08,0.01473194
29/01/2010,42.45,0.003067125
28/01/2010,42.32,-0.008001925
27/01/2010,42.66,0.002816903
26/01/2010,42.54,-0.015395685
25/01/2010,43.2,0.02389432
22/01/2010,42.18,-0.04178881
21/01/2010,43.98,-0.007926664
20/01/2010,44.33,0.00316313
19/01/2010,44.19,0.004308885
15/01/2010,44,-0.013768415
14/01/2010,44.61,0.005619887
13/01/2010,44.36,0.020957487
12/01/2010,43.44,-0.01235431
11/01/2010,43.98,-0.009053932
08/01/2010,44.38,0.00203
07/01/2010,44.29,-0.002705751
06/01/2010,44.41,0.005192471
05/01/2010,44.18,0.016431223
04/01/2010,43.46,0.005769025
31/12/2009,43.21,-0.002311605
30/12/2009,43.31,0.00300613
29/12/2009,43.18,-0.00669362
28/12/2009,43.47,0.001150881
24/12/2009,43.42,0.011116372
23/12/2009,42.94,-0.002326123
22/12/2009,43.04,0.008868203
21/12/2009,42.66,0.012739026
18/12/2009,42.12,0.010981251
17/12/2009,41.66,0.001922153
16/12/2009,41.58,0.015267472
15/12/2009,40.95,0.003179653
14/12/2009,40.82,0.019293203
