Date,Close,FTI
05/11/2013,50.07,-0.009936489
04/11/2013,50.57,0.003168947
01/11/2013,50.41,-0.002773377
31/10/2013,50.55,-0.006899978
30/10/2013,50.9,-0.01191304
29/10/2013,51.51,-0.005807217
28/10/2013,51.81,0.013211772
25/10/2013,51.13,-0.014754684
24/10/2013,51.89,-0.017385097
23/10/2013,52.8,-0.089958419
22/10/2013,57.77,-0.004490508
21/10/2013,58.03,-0.022323497
18/10/2013,59.34,0.018539522
17/10/2013,58.25,-0.013301697
16/10/2013,59.03,0.020192336
15/10/2013,57.85,-0.00431221
14/10/2013,58.1,0.01299282
11/10/2013,57.35,0.004368727
10/10/2013,57.1,0.022671889
09/10/2013,55.82,-0.004825315
08/10/2013,56.09,-0.007813927
07/10/2013,56.53,-0.010207762
04/10/2013,57.11,0.01357447
03/10/2013,56.34,-0.011471051
02/10/2013,56.99,0.013781137
01/10/2013,56.21,0.014154138
30/09/2013,55.42,0.001625283
27/09/2013,55.33,0.000723197
26/09/2013,55.29,-0.001987533
25/09/2013,55.4,0.004160266
24/09/2013,55.17,-0.006323989
23/09/2013,55.52,-0.015193786
20/09/2013,56.37,-0.013742288
19/09/2013,57.15,-0.005931629
18/09/2013,57.49,0.022338454
17/09/2013,56.22,0.011809048
16/09/2013,55.56,0.021099364
13/09/2013,54.4,-0.013873899
12/09/2013,55.16,-0.006685362
11/09/2013,55.53,0.007592227
10/09/2013,55.11,-0.000544218
09/09/2013,55.14,0.007828898
06/09/2013,54.71,-0.006740166
05/09/2013,55.08,0.003091193
04/09/2013,54.91,0.011355433
03/09/2013,54.29,0.012231435
30/08/2013,53.63,-0.002978963
29/08/2013,53.79,-0.017324429
28/08/2013,54.73,0.007887778
27/08/2013,54.3,-0.008070477
26/08/2013,54.74,-0.006736484
23/08/2013,55.11,0.007101915
22/08/2013,54.72,0.038563035
21/08/2013,52.65,-0.006059477
20/08/2013,52.97,0.011200876
19/08/2013,52.38,-0.016472966
16/08/2013,53.25,0.000563539
15/08/2013,53.22,-0.010839202
14/08/2013,53.8,-0.010355122
13/08/2013,54.36,0.005349086
12/08/2013,54.07,0.002592594
09/08/2013,53.93,0
08/08/2013,53.93,0.006697699
07/08/2013,53.57,-0.001119403
06/08/2013,53.63,-0.018657602
05/08/2013,54.64,-0.008564973
02/08/2013,55.11,0.003453607
01/08/2013,54.92,0.02994125
31/07/2013,53.3,-0.003184418
30/07/2013,53.47,0.001310003
29/07/2013,53.4,-0.021306966
26/07/2013,54.55,-0.019784655
25/07/2013,55.64,-0.008411683
24/07/2013,56.11,-0.017490067
23/07/2013,57.1,-0.004717402
22/07/2013,57.37,-0.007813218
19/07/2013,57.82,0.01113055
18/07/2013,57.18,0.008959217
17/07/2013,56.67,0.00088269
16/07/2013,56.62,-0.02010733
15/07/2013,57.77,-0.009989749
12/07/2013,58.35,0.014326645
11/07/2013,57.52,-0.008482696
10/07/2013,58.01,-0.002582424
09/07/2013,58.16,0.023485467
08/07/2013,56.81,0.008307604
05/07/2013,56.34,0.008735237
03/07/2013,55.85,-0.009976922
02/07/2013,56.41,0.01051422
01/07/2013,55.82,0.002511212
28/06/2013,55.68,-0.010895883
27/06/2013,56.29,0.008026441
26/06/2013,55.84,0.001433692
25/06/2013,55.76,0.01190705
24/06/2013,55.1,0.001634729
21/06/2013,55.01,0.006382806
20/06/2013,54.66,-0.039811605
19/06/2013,56.88,-0.019154338
18/06/2013,57.98,0.002763387
17/06/2013,57.82,0.038791888
14/06/2013,55.62,-0.006272984
13/06/2013,55.97,0.025514819
12/06/2013,54.56,-0.008213973
11/06/2013,55.01,-0.015333574
10/06/2013,55.86,-0.006424005
07/06/2013,56.22,0.009471968
06/06/2013,55.69,0.014833847
05/06/2013,54.87,-0.014115327
04/06/2013,55.65,-0.016396732
03/06/2013,56.57,0.016217053
31/05/2013,55.66,-0.024140327
30/05/2013,57.02,0.001228394
29/05/2013,56.95,-0.009785156
28/05/2013,57.51,0.013479416
24/05/2013,56.74,-0.004747262
23/05/2013,57.01,-0.007862363
22/05/2013,57.46,-0.017082634
21/05/2013,58.45,-0.004778982
20/05/2013,58.73,0.020470311
17/05/2013,57.54,0.023919536
16/05/2013,56.18,-0.003198865
15/05/2013,56.36,-0.003365516
14/05/2013,56.55,0.008524292
13/05/2013,56.07,0.001249219
10/05/2013,56,-0.004987542
09/05/2013,56.28,0.000710985
08/05/2013,56.24,-0.006910633
07/05/2013,56.63,0.016917864
06/05/2013,55.68,0.004860933
03/05/2013,55.41,0.022632833
02/05/2013,54.17,0.007597553
01/05/2013,53.76,-0.009994531
30/04/2013,54.3,0.021970722
29/04/2013,53.12,0.00433922
26/04/2013,52.89,-0.009783709
25/04/2013,53.41,0.001874064
24/04/2013,53.31,0.030666149
23/04/2013,51.7,0.022297032
22/04/2013,50.56,0.026860705
19/04/2013,49.22,-0.005268503
18/04/2013,49.48,0.02000475
17/04/2013,48.5,-0.030459207
16/04/2013,50,0.011060947
15/04/2013,49.45,-0.065549133
12/04/2013,52.8,-0.041730672
11/04/2013,55.05,-0.003988403
10/04/2013,55.27,0.033296555
09/04/2013,53.46,0.01280138
08/04/2013,52.78,0.021061472
05/04/2013,51.68,-0.00231929
04/04/2013,51.8,-0.003084043
03/04/2013,51.96,-0.035170953
02/04/2013,53.82,-0.001670844
01/04/2013,53.91,-0.008864324
28/03/2013,54.39,0.005715882
27/03/2013,54.08,0.009101948
26/03/2013,53.59,0.019216869
25/03/2013,52.57,0.003429881
22/03/2013,52.39,0.008434016
21/03/2013,51.95,-0.010531452
20/03/2013,52.5,0.028987537
19/03/2013,51,-0.013438706
18/03/2013,51.69,-0.017261648
15/03/2013,52.59,0.003619396
14/03/2013,52.4,0.010358811
13/03/2013,51.86,0.004251214
12/03/2013,51.64,-0.001547988
11/03/2013,51.72,0.003292343
08/03/2013,51.55,0.013868764
07/03/2013,50.84,-0.002357565
06/03/2013,50.96,-0.007039528
05/03/2013,51.32,0.010184185
04/03/2013,50.8,-0.013685453
01/03/2013,51.5,-0.007929642
28/02/2013,51.91,-0.001347579
27/02/2013,51.98,0.020406888
26/02/2013,50.93,0.008478805
25/02/2013,50.5,-0.026767252
22/02/2013,51.87,0.017699577
21/02/2013,50.96,-0.009569451
20/02/2013,51.45,-0.030624403
19/02/2013,53.05,0.023844716
15/02/2013,51.8,0.005420067
14/02/2013,51.52,0.020789139
13/02/2013,50.46,0.048730713
12/02/2013,48.06,-0.005602256
11/02/2013,48.33,-0.005982483
08/02/2013,48.62,0.012625646
07/02/2013,48.01,-0.002496361
06/02/2013,48.13,0.000415628
05/02/2013,48.11,0.012970893
04/02/2013,47.49,-0.007342947
01/02/2013,47.84,0.01029529
31/01/2013,47.35,0.021345528
30/01/2013,46.35,-0.016264001
29/01/2013,47.11,0.005534284
28/01/2013,46.85,0.001067806
25/01/2013,46.8,0.006000875
24/01/2013,46.52,0.000214984
23/01/2013,46.51,-0.005360793
22/01/2013,46.76,0.016604155
18/01/2013,45.99,0.009393843
17/01/2013,45.56,-0.011782811
16/01/2013,46.1,0.002171554
15/01/2013,46,0.041728202
14/01/2013,44.12,-0.004071483
11/01/2013,44.3,-0.00293024
10/01/2013,44.43,0.016566815
09/01/2013,43.7,0.016845904
08/01/2013,42.97,-0.016617045
07/01/2013,43.69,0.001145082
04/01/2013,43.64,0.012219172
03/01/2013,43.11,-0.009005949
02/01/2013,43.5,0.015522146
31/12/2012,42.83,0.048311642
28/12/2012,40.81,-0.009025552
27/12/2012,41.18,0.000485791
26/12/2012,41.16,-0.007744472
24/12/2012,41.48,-0.005529525
21/12/2012,41.71,-0.014991357
20/12/2012,42.34,0.008777188
19/12/2012,41.97,-0.007359084
18/12/2012,42.28,0.037594789
17/12/2012,40.72,0.002951306
14/12/2012,40.6,-0.027452228
13/12/2012,41.73,-0.014511971
12/12/2012,42.34,0.005209578
11/12/2012,42.12,0.003805904
10/12/2012,41.96,-0.004517901
07/12/2012,42.15,0.016746803
06/12/2012,41.45,0
05/12/2012,41.45,0.00799326
04/12/2012,41.12,-0.000486263
03/12/2012,41.14,0.006829295
30/11/2012,40.86,-0.008286667
29/11/2012,41.2,-0.001939865
28/11/2012,41.28,0.010226532
27/11/2012,40.86,-0.009741918
26/11/2012,41.26,-0.011805944
23/11/2012,41.75,0.018127385
21/11/2012,41,0.002931121
20/11/2012,40.88,-0.011915035
19/11/2012,41.37,0.028688985
16/11/2012,40.2,0
15/11/2012,40.2,-0.01113184
14/11/2012,40.65,-0.002702372
13/11/2012,40.76,-0.007333203
12/11/2012,41.06,0.00512759
09/11/2012,40.85,0.020777398
08/11/2012,40.01,-0.01562338
07/11/2012,40.64,-0.019252453
06/11/2012,41.43,0.004596597
05/11/2012,41.24,0.017859802
02/11/2012,40.51,-0.012267082
01/11/2012,41.01,0.002685876
31/10/2012,40.9,0.011310669
26/10/2012,40.44,0.01344307
25/10/2012,39.9,0.005025136
24/10/2012,39.7,-0.082867623
23/10/2012,43.13,-0.02019807
22/10/2012,44.01,-0.008146685
19/10/2012,44.37,-0.030628226
18/10/2012,45.75,-0.002619517
17/10/2012,45.87,0.024273036
16/10/2012,44.77,0.010553595
15/10/2012,44.3,0.006340601
12/10/2012,44.02,-0.003628122
11/10/2012,44.18,0.021274965
10/10/2012,43.25,-0.013777485
09/10/2012,43.85,-0.001367366
08/10/2012,43.91,0.000455581
05/10/2012,43.89,-0.013802685
04/10/2012,44.5,-0.004708001
03/10/2012,44.71,-0.044403139
02/10/2012,46.74,-0.004056801
01/10/2012,46.93,0.013515169
28/09/2012,46.3,-0.008816313
27/09/2012,46.71,-0.006189327
26/09/2012,47,-0.025418867
25/09/2012,48.21,-0.00496587
24/09/2012,48.45,-0.006377966
21/09/2012,48.76,0.002875336
20/09/2012,48.62,0.004328565
19/09/2012,48.41,-0.002887791
18/09/2012,48.55,-0.002879475
17/09/2012,48.69,-0.025749015
14/09/2012,49.96,0.018586394
13/09/2012,49.04,-0.002443993
12/09/2012,49.16,0.010222947
11/09/2012,48.66,0.010743905
10/09/2012,48.14,-0.008274768
07/09/2012,48.54,0.024399083
06/09/2012,47.37,0.008692941
05/09/2012,46.96,-0.003613565
04/09/2012,47.13,0.006172202
31/08/2012,46.84,0.013108601
30/08/2012,46.23,-0.024360179
29/08/2012,47.37,0.001267427
28/08/2012,47.31,-0.002322391
27/08/2012,47.42,0.004438346
24/08/2012,47.21,-0.005913428
23/08/2012,47.49,0.004008867
22/08/2012,47.3,-0.009049836
21/08/2012,47.73,0.014987088
20/08/2012,47.02,-0.020002772
17/08/2012,47.97,0.003968674
16/08/2012,47.78,0.01094287
15/08/2012,47.26,-0.006958383
14/08/2012,47.59,-0.001679614
13/08/2012,47.67,-0.009187786
10/08/2012,48.11,0.008139458
09/08/2012,47.72,0.004620886
08/08/2012,47.5,0.000210548
07/08/2012,47.49,0.009520859
06/08/2012,47.04,-0.003395589
03/08/2012,47.2,0.034047676
02/08/2012,45.62,-0.009598678
01/08/2012,46.06,0.020619287
31/07/2012,45.12,-0.025384295
30/07/2012,46.28,-0.012241106
27/07/2012,46.85,0.03011819
26/07/2012,45.46,0.063102392
25/07/2012,42.68,0.058123652
24/07/2012,40.27,-0.01258499
23/07/2012,40.78,-0.031618418
20/07/2012,42.09,-0.00851673
19/07/2012,42.45,0.028918254
18/07/2012,41.24,0.002427775
17/07/2012,41.14,0.01567891
16/07/2012,40.5,0.00445435
13/07/2012,40.32,0.017008914
12/07/2012,39.64,-0.018991076
11/07/2012,40.4,0.010700612
10/07/2012,39.97,-0.024466808
09/07/2012,40.96,0.003178875
06/07/2012,40.83,-0.005130096
05/07/2012,41.04,-0.015234245
03/07/2012,41.67,0.03690997
02/07/2012,40.16,0.023429715
29/06/2012,39.23,0.037661898
28/06/2012,37.78,-0.009745896
27/06/2012,38.15,0.012396308
26/06/2012,37.68,-0.001061008
25/06/2012,37.72,-0.033371188
22/06/2012,39,0.009532469
21/06/2012,38.63,-0.054162588
20/06/2012,40.78,-0.011944079
19/06/2012,41.27,0.002183142
18/06/2012,41.18,-0.022807374
15/06/2012,42.13,0.015548693
14/06/2012,41.48,0.029356316
13/06/2012,40.28,-0.023553591
12/06/2012,41.24,0.024547133
11/06/2012,40.24,-0.010629194
08/06/2012,40.67,-0.002455797
07/06/2012,40.77,-0.000980633
06/06/2012,40.81,0.024306752
05/06/2012,39.83,0.029297727
04/06/2012,38.68,-0.000775294
01/06/2012,38.71,-0.038763561
31/05/2012,40.24,-0.022362401
30/05/2012,41.15,-0.021397619
29/05/2012,42.04,0.007640916
25/05/2012,41.72,-0.006450865
24/05/2012,41.99,-0.012543059
23/05/2012,42.52,0.016360768
22/05/2012,41.83,-0.013534577
21/05/2012,42.4,0.025075941
18/05/2012,41.35,-0.00674864
17/05/2012,41.63,-0.011701626
16/05/2012,42.12,-0.004973367
15/05/2012,42.33,-0.017330645
14/05/2012,43.07,-0.040273899
11/05/2012,44.84,0.002456181
10/05/2012,44.73,0.008982769
09/05/2012,44.33,-0.00584797
08/05/2012,44.59,0.009690217
07/05/2012,44.16,-0.002713706
04/05/2012,44.28,-0.024758709
03/05/2012,45.39,-0.039737467
02/05/2012,47.23,-0.001903755
01/05/2012,47.32,0.006785437
30/04/2012,47,-0.000212743
27/04/2012,47.01,0.001916321
26/04/2012,46.92,-0.00361664
25/04/2012,47.09,-0.011192177
24/04/2012,47.62,0.008223557
23/04/2012,47.23,-0.003592945
20/04/2012,47.4,0.001055409
19/04/2012,47.35,-0.01029529
18/04/2012,47.84,0.012197838
17/04/2012,47.26,0.01879594
16/04/2012,46.38,-0.015829208
13/04/2012,47.12,-0.023698288
12/04/2012,48.25,0.015876665
11/04/2012,47.49,0.012928017
10/04/2012,46.88,-0.025067137
09/04/2012,48.07,-0.014046916
05/04/2012,48.75,-0.011421703
04/04/2012,49.31,-0.024638202
03/04/2012,50.54,0.000395804
02/04/2012,50.52,0.001981376
30/03/2012,50.42,0.012975529
29/03/2012,49.77,0.026880055
28/03/2012,48.45,-0.012307848
27/03/2012,49.05,-0.010949014
26/03/2012,49.59,0.023256862
23/03/2012,48.45,0.003929278
22/03/2012,48.26,-0.02839533
21/03/2012,49.65,-0.027219322
20/03/2012,51.02,-0.020947236
19/03/2012,52.1,-0.004595948
16/03/2012,52.34,0.012303116
15/03/2012,51.7,0.01245637
14/03/2012,51.06,-0.014002563
13/03/2012,51.78,0.01930449
12/03/2012,50.79,-0.020462567
09/03/2012,51.84,0.006386088
08/03/2012,51.51,0.014470335
07/03/2012,50.77,0.010096097
06/03/2012,50.26,-0.011080446
05/03/2012,50.82,0.003943223
02/03/2012,50.62,-0.011197445
01/03/2012,51.19,0.014957964
29/02/2012,50.43,-0.017299429
28/02/2012,51.31,-0.002141537
27/02/2012,51.42,-0.016395391
24/02/2012,52.27,0.003257644
23/02/2012,52.1,0.006740517
22/02/2012,51.75,0.011857462
21/02/2012,51.14,-0.004682022
17/02/2012,51.38,0.000584055
16/02/2012,51.35,0.006447224
15/02/2012,51.02,-0.052497978
14/02/2012,53.77,-0.010912898
13/02/2012,54.36,0.006459375
10/02/2012,54.01,0.01605111
09/02/2012,53.15,-0.017346327
08/02/2012,54.08,-0.002769829
07/02/2012,54.23,-0.001658222
06/02/2012,54.32,0.016894489
03/02/2012,53.41,0.013192803
02/02/2012,52.71,0.003992021
01/02/2012,52.5,0.026832997
31/01/2012,51.11,-0.016878856
30/01/2012,51.98,-0.015273302
27/01/2012,52.78,-0.006797609
26/01/2012,53.14,-0.014571526
25/01/2012,53.92,0.032035903
24/01/2012,52.22,0.001149646
23/01/2012,52.16,-0.009540236
20/01/2012,52.66,-0.019556847
19/01/2012,53.7,0.022218952
18/01/2012,52.52,0.02662708
17/01/2012,51.14,-0.004487375
13/01/2012,51.37,-0.029159941
12/01/2012,52.89,0.017355256
11/01/2012,51.98,-0.01242727
10/01/2012,52.63,0.013197093
09/01/2012,51.94,0.007149098
06/01/2012,51.57,-0.002904446
05/01/2012,51.72,-0.008087855
04/01/2012,52.14,-0.003828489
03/01/2012,52.34,0.002103855
30/12/2011,52.23,0.001532861
29/12/2011,52.15,0.013125068
28/12/2011,51.47,-0.019433031
27/12/2011,52.48,0.011498785
23/12/2011,51.88,-0.010545587
22/12/2011,52.43,0.014988751
21/12/2011,51.65,0.013056797
20/12/2011,50.98,0.035743048
19/12/2011,49.19,-0.004462482
16/12/2011,49.41,0.036060361
15/12/2011,47.66,-0.001258126
14/12/2011,47.72,-0.031152597
13/12/2011,49.23,-0.010708255
12/12/2011,49.76,-0.041336332
09/12/2011,51.86,0.030940396
08/12/2011,50.28,-0.03151871
07/12/2011,51.89,-0.030929322
06/12/2011,53.52,-0.004660275
05/12/2011,53.77,0.011033305
02/12/2011,53.18,0.008877195
01/12/2011,52.71,0.00666225
30/11/2011,52.36,0.056574394
29/11/2011,49.48,0.017945017
28/11/2011,48.6,0.046970833
25/11/2011,46.37,0.015430057
23/11/2011,45.66,-0.035287654
22/11/2011,47.3,-0.01531552
21/11/2011,48.03,-0.016723834
18/11/2011,48.84,0.010083427
17/11/2011,48.35,-0.024314202
16/11/2011,49.54,0.016075227
15/11/2011,48.75,0.029349593
14/11/2011,47.34,-0.008414017
11/11/2011,47.74,0.029116923
10/11/2011,46.37,0.01981988
09/11/2011,45.46,-0.048727313
08/11/2011,47.73,0.019676928
07/11/2011,46.8,0.001710864
04/11/2011,46.72,-0.015925594
03/11/2011,47.47,0.039313408
02/11/2011,45.64,0.037504395
01/11/2011,43.96,-0.019374339
31/10/2011,44.82,-0.050043071
28/10/2011,47.12,-0.001060558
27/10/2011,47.17,0.060293428
26/10/2011,44.41,-0.012530931
25/10/2011,44.97,-0.01828849
24/10/2011,45.8,0.037144268
21/10/2011,44.13,0.035520339
20/10/2011,42.59,0.005887218
19/10/2011,42.34,-0.025878586
18/10/2011,43.45,0.038953775
17/10/2011,41.79,-0.044691026
14/10/2011,43.7,0.036350694
13/10/2011,42.14,-0.006858251
12/10/2011,42.43,0.003305008
11/10/2011,42.29,-0.002833532
10/10/2011,42.41,0.05550922
07/10/2011,40.12,-0.005964232
06/10/2011,40.36,0.039934546
05/10/2011,38.78,0.031964995
04/10/2011,37.56,0.043532445
03/10/2011,35.96,-0.044596841
30/09/2011,37.6,-0.029610443
29/09/2011,38.73,-0.009763695
28/09/2011,39.11,-0.03418277
27/09/2011,40.47,0.01393404
26/09/2011,39.91,0.030270657
23/09/2011,38.72,-0.039995207
22/09/2011,40.3,-0.020386313
21/09/2011,41.13,-0.047481028
20/09/2011,43.13,-0.000463607
19/09/2011,43.15,-0.001389532
16/09/2011,43.21,-0.018572126
15/09/2011,44.02,0.017184522
14/09/2011,43.27,0.008820856
13/09/2011,42.89,0.013378911
12/09/2011,42.32,0.007352102
09/09/2011,42.01,-0.039440417
08/09/2011,43.7,-0.001372056
07/09/2011,43.76,0.032279593
06/09/2011,42.37,0.000236044
02/09/2011,42.36,-0.029081961
01/09/2011,43.61,-0.019303427
31/08/2011,44.46,0.005865119
30/08/2011,44.2,0.016193762
29/08/2011,43.49,0.043469783
26/08/2011,41.64,0.018420298
25/08/2011,40.88,-0.0279806
24/08/2011,42.04,0.008120417
23/08/2011,41.7,0.066939483
22/08/2011,39,0.011346176
19/08/2011,38.56,-0.001295841
18/08/2011,38.61,-0.064441391
17/08/2011,41.18,0.004624567
16/08/2011,40.99,-0.036881575
15/08/2011,42.53,0.043735947
12/08/2011,40.71,0.004924905
11/08/2011,40.51,0.068182113
10/08/2011,37.84,-0.030963837
09/08/2011,39.03,0.054223808
08/08/2011,36.97,-0.077772181
05/08/2011,39.96,0.003007521
04/08/2011,39.84,-0.094990669
03/08/2011,43.81,0.001827736
02/08/2011,43.73,-0.031734406
01/08/2011,45.14,-0.010138945
29/07/2011,45.6,-0.007646132
28/07/2011,45.95,0.0295958
27/07/2011,44.61,-0.005811371
26/07/2011,44.87,-0.029859518
25/07/2011,46.23,0.001515316
22/07/2011,46.16,0.019469061
21/07/2011,45.27,0.015583574
20/07/2011,44.57,-0.012486227
19/07/2011,45.13,0.032427971
18/07/2011,43.69,-0.011379276
15/07/2011,44.19,0.027065872
14/07/2011,43.01,-0.020025989
13/07/2011,43.88,0.008467839
12/07/2011,43.51,-0.010744188
11/07/2011,43.98,-0.024481852
08/07/2011,45.07,-0.017594472
07/07/2011,45.87,0.020928179
06/07/2011,44.92,-0.003777363
05/07/2011,45.09,0.013396048
01/07/2011,44.49,-0.006720455
30/06/2011,44.79,0.016205621
29/06/2011,44.07,0.035804725
28/06/2011,42.52,0.051887619
27/06/2011,40.37,0.014974076
24/06/2011,39.77,-0.01546937
23/06/2011,40.39,-0.009609536
22/06/2011,40.78,-0.006355436
21/06/2011,41.04,0.022672238
20/06/2011,40.12,0.00224579
17/06/2011,40.03,-0.00870544
16/06/2011,40.38,0.003473087
15/06/2011,40.24,-0.030590909
14/06/2011,41.49,0.032829994
13/06/2011,40.15,-0.018263094
10/06/2011,40.89,-0.03413793
09/06/2011,42.31,0.015002067
08/06/2011,41.68,-0.005503064
07/06/2011,41.91,-0.004285721
06/06/2011,42.09,-0.03341042
03/06/2011,43.52,-0.003211749
02/06/2011,43.66,0.009203931
01/06/2011,43.26,-0.031177858
31/05/2011,44.63,0.012627
27/05/2011,44.07,-0.004527968
26/05/2011,44.27,0.0191568
25/05/2011,43.43,0.028493287
24/05/2011,42.21,0.020826606
23/05/2011,41.34,-0.022956532
20/05/2011,42.3,0.005452188
19/05/2011,42.07,0.001427212
18/05/2011,42.01,0.010047931
17/05/2011,41.59,-0.00407919
16/05/2011,41.76,-0.012138671
13/05/2011,42.27,0.013096984
12/05/2011,41.72,-0.008354267
11/05/2011,42.07,-0.038242011
10/05/2011,43.71,0.016376793
09/05/2011,43,0.02257857
06/05/2011,42.04,-0.014405728
05/05/2011,42.65,-0.018583578
04/05/2011,43.45,-0.031043617
03/05/2011,44.82,-0.037227859
02/05/2011,46.52,0.000860215
29/04/2011,46.48,0.01125066
28/04/2011,45.96,-0.01125066
27/04/2011,46.48,-0.033636169
26/04/2011,48.07,0.024853849
25/04/2011,46.89,-0.011028744
21/04/2011,47.41,0.009749971
20/04/2011,46.95,0.019355443
19/04/2011,46.05,0.008943238
18/04/2011,45.64,-0.001532567
15/04/2011,45.71,-0.009579869
14/04/2011,46.15,0.003255564
13/04/2011,46,0.016438726
12/04/2011,45.25,-0.040707071
11/04/2011,47.13,-0.018499582
08/04/2011,48.01,0.011100753
07/04/2011,47.48,-0.00671707
06/04/2011,47.8,-0.030695581
05/04/2011,49.29,-0.006471206
04/04/2011,49.61,0.01441503
01/04/2011,48.9,-0.658610775
31/03/2011,94.48,-0.013561312
30/03/2011,95.77,0.003137422
29/03/2011,95.47,0.020102243
28/03/2011,93.57,-0.012532025
25/03/2011,94.75,0.015957785
24/03/2011,93.25,0.000536337
23/03/2011,93.2,-0.008440672
22/03/2011,93.99,-0.003610879
21/03/2011,94.33,0.041117985
18/03/2011,90.53,-0.016324657
17/03/2011,92.02,0.043419911
16/03/2011,88.11,-0.02819925
15/03/2011,90.63,0.0008831
14/03/2011,90.55,-0.006823711
11/03/2011,91.17,0.026339246
10/03/2011,88.8,-0.035401927
09/03/2011,92,-0.015423916
08/03/2011,93.43,-0.011387342
07/03/2011,94.5,-0.013036349
04/03/2011,95.74,-0.01132068
03/03/2011,96.83,0.027749019
02/03/2011,94.18,0.024942166
01/03/2011,91.86,-0.023560877
28/02/2011,94.05,0.015105542
25/02/2011,92.64,0.034482389
24/02/2011,89.5,-0.018377579
23/02/2011,91.16,0.008371937
22/02/2011,90.4,-0.028677754
18/02/2011,93.03,0.008528146
17/02/2011,92.24,0.011777672
16/02/2011,91.16,0.03278251
15/02/2011,88.22,-0.037051576
14/02/2011,91.55,0.022870134
11/02/2011,89.48,-0.006572009
10/02/2011,90.07,0.0040049
09/02/2011,89.71,-0.022921114
08/02/2011,91.79,-0.034373532
07/02/2011,95,-0.00063138
04/02/2011,95.06,-0.001786747
03/02/2011,95.23,0.009071792
02/02/2011,94.37,-0.001799799
01/02/2011,94.54,0.005728243
31/01/2011,94,0.02324685
28/01/2011,91.84,-0.002066678
