Date,Close,EW
26/01/2011,84.82,0.015924282
25/01/2011,83.48,0.001438504
24/01/2011,83.36,0.008069902
21/01/2011,82.69,-0.009867709
20/01/2011,83.51,-0.003466622
19/01/2011,83.8,0.003825925
18/01/2011,83.48,0.02155308
14/01/2011,81.7,-0.001100985
13/01/2011,81.79,0.029782571
12/01/2011,79.39,-0.007404188
11/01/2011,79.98,0.016768974
10/01/2011,78.65,-0.005072934
07/01/2011,79.05,0.003040671
06/01/2011,78.81,-0.000126879
05/01/2011,78.82,-0.01822918
04/01/2011,80.27,0.012788539
03/01/2011,79.25,-0.01986448
31/12/2010,80.84,-0.000494682
30/12/2010,80.88,-0.012043896
29/12/2010,81.86,0.012291207
28/12/2010,80.86,-0.001235941
27/12/2010,80.96,-0.004436783
23/12/2010,81.32,-0.007229095
22/12/2010,81.91,-0.011531353
21/12/2010,82.86,-0.016992152
20/12/2010,84.28,-0.005561157
17/12/2010,84.75,0.039348155
16/12/2010,81.48,0.002703701
15/12/2010,81.26,0.039023834
14/12/2010,78.15,0.027239038
13/12/2010,76.05,0.064634954
10/12/2010,71.29,0.014980495
09/12/2010,70.23,0.0113125
08/12/2010,69.44,0.009259325
07/12/2010,68.8,0.003640339
06/12/2010,68.55,0.005558821
03/12/2010,68.17,0.009580735
02/12/2010,67.52,-0.000888231
01/12/2010,67.58,0.018217616
30/11/2010,66.36,-0.004210533
29/11/2010,66.64,0.01055976
26/11/2010,65.94,-0.00302847
24/11/2010,66.14,0.010487215
23/11/2010,65.45,-0.022510203
22/11/2010,66.94,0.000747217
19/11/2010,66.89,0.014304241
18/11/2010,65.94,0.013896536
17/11/2010,65.03,0.01066718
16/11/2010,64.34,-0.023046035
15/11/2010,65.84,0.014225861
12/11/2010,64.91,-0.011640505
11/11/2010,65.67,-0.007433851
10/11/2010,66.16,-0.004524212
09/11/2010,66.46,0.004524212
08/11/2010,66.16,0.008043142
05/11/2010,65.63,0.002899216
04/11/2010,65.44,0.017107607
03/11/2010,64.33,0.001400016
02/11/2010,64.24,0.000467108
01/11/2010,64.21,0.004683118
29/10/2010,63.91,-0.000312891
28/10/2010,63.93,0.001408782
27/10/2010,63.84,-0.009044191
26/10/2010,64.42,-0.00557277
25/10/2010,64.78,-0.022287596
22/10/2010,66.24,0.003629768
21/10/2010,66,-0.003176767
20/10/2010,66.21,0.012003487
19/10/2010,65.42,-0.02311805
18/10/2010,66.95,-0.007885186
15/10/2010,67.48,0.004009212
14/10/2010,67.21,0.002383436
13/10/2010,67.05,0.00358584
12/10/2010,66.81,-0.010422965
11/10/2010,67.51,-0.007526045
08/10/2010,68.02,0.005454425
07/10/2010,67.65,-0.001919812
06/10/2010,67.78,0.001180986
05/10/2010,67.7,0.017733868
04/10/2010,66.51,-0.008980752
01/10/2010,67.11,0.000894454
30/09/2010,67.05,-0.013186353
29/09/2010,67.94,-0.000294334
28/09/2010,67.96,-0.002351559
27/09/2010,68.12,0.003087557
24/09/2010,67.91,0.004723256
23/09/2010,67.59,0.124128023
22/09/2010,59.7,0.005879899
21/09/2010,59.35,0.08580203
20/09/2010,54.47,-0.024302973
17/09/2010,55.81,-0.04382054
16/09/2010,58.31,0.011383359
15/09/2010,57.65,0.011338979
14/09/2010,57,-0.007167236
13/09/2010,57.41,-0.027827285
10/09/2010,59.03,-0.012290752
09/09/2010,59.76,-0.003841341
08/09/2010,59.99,-0.015875974
07/09/2010,60.95,-0.000328084
03/09/2010,60.97,0.009061764
02/09/2010,60.42,0.024800199
01/09/2010,58.94,0.023518379
31/08/2010,57.57,-0.004333138
30/08/2010,57.82,-0.004830927
27/08/2010,58.1,0.010728603
26/08/2010,57.48,0.01014172
25/08/2010,56.9,-0.003858977
24/08/2010,57.12,-0.019761433
23/08/2010,58.26,0.001374098
20/08/2010,58.18,0.009324882
19/08/2010,57.64,-0.001906578
18/08/2010,57.75,0.001733103
17/08/2010,57.65,0.007137292
16/08/2010,57.24,-0.001222174
13/08/2010,57.31,-0.002265796
12/08/2010,57.44,-0.005209249
11/08/2010,57.74,-0.005009944
10/08/2010,58.03,-0.005499241
09/08/2010,58.35,0.000857265
06/08/2010,58.3,0.01190593
05/08/2010,57.61,0.001215806
04/08/2010,57.54,0.001391305
03/08/2010,57.46,-0.002780676
02/08/2010,57.62,-0.003119046
30/07/2010,57.8,0.009211849
29/07/2010,57.27,-0.010076527
28/07/2010,57.85,-0.015097216
27/07/2010,58.73,0.000681315
26/07/2010,58.69,0.007868669
23/07/2010,58.23,0.014879167
22/07/2010,57.37,0.068905722
21/07/2010,53.55,-0.037207627
20/07/2010,55.58,0.007041647
19/07/2010,55.19,0.008004409
16/07/2010,54.75,-0.021859781
15/07/2010,55.96,-0.000535954
14/07/2010,55.99,0.005911347
13/07/2010,55.66,-0.005911347
12/07/2010,55.99,-0.002675468
09/07/2010,56.14,0.00966537
08/07/2010,55.6,0.006495873
07/07/2010,55.24,-0.024321657
06/07/2010,56.6,0.021248902
02/07/2010,55.41,-0.003063341
01/07/2010,55.58,-0.007885346
30/06/2010,56.02,0.039877837
29/06/2010,53.83,-0.004633499
28/06/2010,54.08,0.014152936
25/06/2010,53.32,0.006019582
24/06/2010,53,0.016167732
23/06/2010,52.15,-0.049748478
22/06/2010,54.81,-0.004187535
21/06/2010,55.04,-0.00018167
18/06/2010,55.05,0.002910681
17/06/2010,54.89,-0.004181444
16/06/2010,55.12,0.011128456
15/06/2010,54.51,0.012181767
14/06/2010,53.85,0.000928936
11/06/2010,53.8,0.01611427
10/06/2010,52.94,0.007584413
09/06/2010,52.54,0.003431843
08/06/2010,52.36,0.017726861
07/06/2010,51.44,-0.019634895
04/06/2010,52.46,-0.025222493
03/06/2010,53.8,0.01065132
02/06/2010,53.23,0.021649155
01/06/2010,52.09,0.030405772
28/05/2010,50.53,-0.720380331
27/05/2010,103.85,0.019741002
26/05/2010,101.82,0.027077107
25/05/2010,99.1,-0.011537625
24/05/2010,100.25,0.018626262
21/05/2010,98.4,0.023027333
20/05/2010,96.16,-0.03555022
19/05/2010,99.64,-0.016029016
18/05/2010,101.25,-0.004237921
17/05/2010,101.68,0.010578971
14/05/2010,100.61,-0.012936536
13/05/2010,101.92,0.004326457
12/05/2010,101.48,0.016793757
11/05/2010,99.79,-0.011161053
10/05/2010,100.91,0.034684392
07/05/2010,97.47,-0.023924101
06/05/2010,99.83,-0.030580406
05/05/2010,102.93,-0.005135919
04/05/2010,103.46,-0.022554473
03/05/2010,105.82,0.026234152
30/04/2010,103.08,-0.023205567
29/04/2010,105.5,0.009428192
28/04/2010,104.51,0.016400136
27/04/2010,102.81,0.006244532
26/04/2010,102.17,-0.005563432
23/04/2010,102.74,0.01115799
22/04/2010,101.6,0.01287784
21/04/2010,100.3,-0.042455754
20/04/2010,104.65,0.010084119
19/04/2010,103.6,-0.007213304
16/04/2010,104.35,-0.009822231
15/04/2010,105.38,0.010013912
14/04/2010,104.33,-0.001915159
13/04/2010,104.53,0.02019685
12/04/2010,102.44,-0.015305927
09/04/2010,104.02,0.011603302
08/04/2010,102.82,-0.001749102
07/04/2010,103,0.00554935
06/04/2010,102.43,-0.007489215
05/04/2010,103.2,0.027606252
01/04/2010,100.39,0.015155607
31/03/2010,98.88,-0.012462473
30/03/2010,100.12,0.006211822
29/03/2010,99.5,0.013049601
26/03/2010,98.21,-0.007607685
25/03/2010,98.96,-0.010554453
24/03/2010,100.01,-0.005484383
23/03/2010,100.56,-0.006936902
22/03/2010,101.26,0.013521781
19/03/2010,99.9,0.007737566
18/03/2010,99.13,0.007086484
17/03/2010,98.43,-0.003043216
16/03/2010,98.73,-0.000506303
15/03/2010,98.78,0.009459461
12/03/2010,97.85,0.006562107
11/03/2010,97.21,0.000308658
10/03/2010,97.18,0.008577534
09/03/2010,96.35,-0.004452967
08/03/2010,96.78,-0.001548707
05/03/2010,96.93,0.011622005
04/03/2010,95.81,0.003659752
03/03/2010,95.46,0.003462934
02/03/2010,95.13,0.015893532
01/03/2010,93.63,0.019411803
26/02/2010,91.83,0.006226466
25/02/2010,91.26,0.002743185
24/02/2010,91.01,0.009383521
23/02/2010,90.16,-0.013331327
22/02/2010,91.37,0.009567346
19/02/2010,90.5,-0.001986975
18/02/2010,90.68,0.009640498
17/02/2010,89.81,0.019110294
16/02/2010,88.11,0.008891987
12/02/2010,87.33,0.011285242
11/02/2010,86.35,0.006273255
10/02/2010,85.81,-0.009741466
09/02/2010,86.65,-0.00460565
08/02/2010,87.05,-0.030211043
05/02/2010,89.72,0.000668971
04/02/2010,89.66,-0.030535047
03/02/2010,92.44,-0.006362236
02/02/2010,93.03,0.030560056
01/02/2010,90.23,0.006783457
29/01/2010,89.62,-0.010213233
28/01/2010,90.54,-0.011202753
27/01/2010,91.56,-0.001309758
26/01/2010,91.68,-0.001525886
25/01/2010,91.82,0.00985014
22/01/2010,90.92,-0.034059187
21/01/2010,94.07,0.00127646
20/01/2010,93.95,0.009625743
19/01/2010,93.05,0.015814888
15/01/2010,91.59,-0.00902131
14/01/2010,92.42,0.00335989
13/01/2010,92.11,0.003916028
12/01/2010,91.75,0.003493835
11/01/2010,91.43,0.021558516
08/01/2010,89.48,-0.004460311
07/01/2010,89.88,0.00905287
06/01/2010,89.07,0.010950045
05/01/2010,88.1,0.007176656
04/01/2010,87.47,0.007113385
31/12/2009,86.85,-0.007913339
30/12/2009,87.54,-0.002509984
29/12/2009,87.76,-0.000227868
28/12/2009,87.78,0.001938538
24/12/2009,87.61,0.001942303
23/12/2009,87.44,0.001831502
22/12/2009,87.28,0.010828351
21/12/2009,86.34,0.012235776
18/12/2009,85.29,0.004700914
17/12/2009,84.89,-0.004114506
16/12/2009,85.24,-0.006664743
15/12/2009,85.81,-0.002444278
14/12/2009,86.02,0.000930449
11/12/2009,85.94,0.000931316
10/12/2009,85.86,0.032914064
09/12/2009,83.08,0.000240761
08/12/2009,83.06,0.001445783
07/12/2009,82.94,-0.004691174
04/12/2009,83.33,0.009283327
03/12/2009,82.56,0
02/12/2009,82.56,0.003397237
01/12/2009,82.28,0
30/11/2009,82.28,-0.002912623
27/11/2009,82.52,-0.003024989
25/11/2009,82.77,0.006302287
24/11/2009,82.25,0.012109499
23/11/2009,81.26,0.000123069
20/11/2009,81.25,0.001478015
19/11/2009,81.13,-0.008224437
18/11/2009,81.8,0.007485157
17/11/2009,81.19,-0.00012316
16/11/2009,81.2,0.006920443
13/11/2009,80.64,0.001861851
12/11/2009,80.49,-0.003225009
11/11/2009,80.75,0.002107482
10/11/2009,80.58,0.002236304
09/11/2009,80.4,0.005362612
06/11/2009,79.97,0.002880222
05/11/2009,79.74,0.018606954
04/11/2009,78.27,0.008596961
03/11/2009,77.6,-0.002959534
02/11/2009,77.83,0.011501064
30/10/2009,76.94,-0.010472654
29/10/2009,77.75,0.009693129
28/10/2009,77,0.011100343
27/10/2009,76.15,-0.003146718
26/10/2009,76.39,0.005118457
23/10/2009,76,-0.000526177
22/10/2009,76.04,0.067172181
21/10/2009,71.1,-0.007426644
20/10/2009,71.63,-0.00667875
19/10/2009,72.11,0.007377026
16/10/2009,71.58,0.019467394
15/10/2009,70.2,0.008583744
14/10/2009,69.6,0
13/10/2009,69.6,-0.004873164
12/10/2009,69.94,-0.020379986
09/10/2009,71.38,0.020094068
08/10/2009,69.96,0.01309277
07/10/2009,69.05,0.000434562
06/10/2009,69.02,-0.000144875
05/10/2009,69.03,0.009168368
02/10/2009,68.4,-0.008588742
01/10/2009,68.99,-0.013247134
30/09/2009,69.91,0
29/09/2009,69.91,0.001288199
28/09/2009,69.82,0.010655248
25/09/2009,69.08,0.019588406
24/09/2009,67.74,0.005773945
23/09/2009,67.35,-0.005330977
22/09/2009,67.71,0.000886525
21/09/2009,67.65,0.005781648
18/09/2009,67.26,-0.001634109
17/09/2009,67.37,-0.001631443
16/09/2009,67.48,0.025819507
15/09/2009,65.76,-0.018979332
14/09/2009,67.02,0.015184837
11/09/2009,66.01,0.007450806
10/09/2009,65.52,0.009661911
09/09/2009,64.89,0.011313565
08/09/2009,64.16,0.008294906
04/09/2009,63.63,0.012652391
03/09/2009,62.83,0.003667388
02/09/2009,62.6,0.014805549
01/09/2009,61.68,-0.003237296
31/08/2009,61.88,-0.003870973
28/08/2009,62.12,-0.021341788
27/08/2009,63.46,0.006006024
26/08/2009,63.08,-0.009466779
25/08/2009,63.68,0.000785484
24/08/2009,63.63,-0.006578971
21/08/2009,64.05,0.005793487
20/08/2009,63.68,0.008516058
19/08/2009,63.14,0.003967315
18/08/2009,62.89,-0.009337727
17/08/2009,63.48,-0.011745496
14/08/2009,64.23,-0.006672381
13/08/2009,64.66,-0.002934138
12/08/2009,64.85,-0.007068253
11/08/2009,65.31,0.018232891
10/08/2009,64.13,0.00453232
07/08/2009,63.84,0.006285376
06/08/2009,63.44,-0.005815341
05/08/2009,63.81,-0.017399849
04/08/2009,64.93,-0.000154
03/08/2009,64.94,-0.007211385
31/07/2009,65.41,0.002295861
30/07/2009,65.26,-0.025865467
29/07/2009,66.97,0.016258073
28/07/2009,65.89,-0.0083126
27/07/2009,66.44,-0.012117734
24/07/2009,67.25,0.016038716
23/07/2009,66.18,0.011856044
22/07/2009,65.4,-0.009738361
21/07/2009,66.04,-0.030863426
20/07/2009,68.11,0.00161634
17/07/2009,68,0.005308181
16/07/2009,67.64,0.011449088
15/07/2009,66.87,0.008108153
14/07/2009,66.33,0.003019782
13/07/2009,66.13,0.003028929
10/07/2009,65.93,0.008071315
09/07/2009,65.4,-0.010495191
08/07/2009,66.09,0.012331739
07/07/2009,65.28,-0.012785562
06/07/2009,66.12,0
02/07/2009,66.12,-0.013818183
01/07/2009,67.04,-0.014659328
30/06/2009,68.03,0.013168793
29/06/2009,67.14,-0.001637027
26/06/2009,67.25,-0.00356242
25/06/2009,67.49,0.019903388
24/06/2009,66.16,0.015690778
23/06/2009,65.13,-0.007952328
22/06/2009,65.65,-0.025713769
19/06/2009,67.36,0.001783061
18/06/2009,67.24,0.020433403
17/06/2009,65.88,0.02754656
16/06/2009,64.09,0
15/06/2009,64.09,-0.031485362
12/06/2009,66.14,0.011404366
11/06/2009,65.39,0.021955118
10/06/2009,63.97,-0.00669941
09/06/2009,64.4,0.0234085
08/06/2009,62.91,-0.026818827
05/06/2009,64.62,-0.001855288
04/06/2009,64.74,-0.025920036
03/06/2009,66.44,-0.0001505
02/06/2009,66.45,0.014246982
01/06/2009,65.51,0.02582285
29/05/2009,63.84,0.005340047
28/05/2009,63.5,0.002207158
27/05/2009,63.36,-0.010050336
26/05/2009,64,0.017973052
22/05/2009,62.86,0.007985987
21/05/2009,62.36,-0.004480007
20/05/2009,62.64,-0.021479032
19/05/2009,64,0.019724505
18/05/2009,62.75,-0.000318674
15/05/2009,62.77,0.005431323
14/05/2009,62.43,-0.000800576
13/05/2009,62.48,-0.005108568
12/05/2009,62.8,-0.001909005
11/05/2009,62.92,-0.005547205
08/05/2009,63.27,-0.00347113
07/05/2009,63.49,0.008700522
06/05/2009,62.94,-0.012316593
05/05/2009,63.72,-0.001724814
04/05/2009,63.83,-0.004377059
01/05/2009,64.11,0.011452004
30/04/2009,63.38,-0.010515674
29/04/2009,64.05,-0.008859932
28/04/2009,64.62,0.112054351
27/04/2009,57.77,0.012015817
24/04/2009,57.08,0.008444807
23/04/2009,56.6,-0.011767941
22/04/2009,57.27,-0.019538963
21/04/2009,58.4,-0.01089929
20/04/2009,59.04,-0.011786632
17/04/2009,59.74,0.011278631
16/04/2009,59.07,0.00747667
15/04/2009,58.63,-0.006121427
14/04/2009,58.99,-0.008608375
13/04/2009,59.5,0.012344792
09/04/2009,58.77,0.006315631
08/04/2009,58.4,0.011712156
07/04/2009,57.72,-0.005184045
06/04/2009,58.02,-0.00172206
03/04/2009,58.12,-0.025145735
02/04/2009,59.6,-0.007688488
01/04/2009,60.06,-0.009445758
31/03/2009,60.63,-0.007067167
30/03/2009,61.06,-0.022829454
27/03/2009,62.47,-0.009717321
26/03/2009,63.08,0.025041437
25/03/2009,61.52,0.00505175
24/03/2009,61.21,-0.011209605
23/03/2009,61.9,0.016615466
20/03/2009,60.88,-0.008179336
19/03/2009,61.38,-0.006819315
18/03/2009,61.8,0.002430135
17/03/2009,61.65,0.017013334
16/03/2009,60.61,-0.012949939
13/03/2009,61.4,0.038686654
12/03/2009,59.07,0.04891714
11/03/2009,56.25,0.009466892
10/03/2009,55.72,0.021038135
09/03/2009,54.56,-0.006030169
06/03/2009,54.89,0.027520437
05/03/2009,53.4,-0.020756861
04/03/2009,54.52,0.026014102
03/03/2009,53.12,-0.00375799
02/03/2009,53.32,-0.042051546
27/02/2009,55.61,-0.040872344
26/02/2009,57.93,-0.029593996
25/02/2009,59.67,-0.007346836
24/02/2009,60.11,0.033150338
23/02/2009,58.15,-0.049485987
20/02/2009,61.1,-0.007825276
19/02/2009,61.58,0.001625224
18/02/2009,61.48,-0.004058118
17/02/2009,61.73,-0.019252961
13/02/2009,62.93,0.013438052
12/02/2009,62.09,0.006463102
11/02/2009,61.69,0.009609977
10/02/2009,61.1,-0.011391498
09/02/2009,61.8,0.011391498
06/02/2009,61.1,0.015836689
05/02/2009,60.14,0.002163963
04/02/2009,60.01,0.044466912
03/02/2009,57.4,0.0013947
02/02/2009,57.32,-0.002961417
30/01/2009,57.49,-0.001216862
29/01/2009,57.56,0.000521331
28/01/2009,57.53,-0.007619084
27/01/2009,57.97,0.015471843
26/01/2009,57.08,0.003861686
23/01/2009,56.86,0.00193645
22/01/2009,56.75,-0.002991117
21/01/2009,56.92,0.029235594
20/01/2009,55.28,-0.036238424
16/01/2009,57.32,0.012640618
15/01/2009,56.6,0.01908557
14/01/2009,55.53,0.009044924
13/01/2009,55.03,0.002547309
12/01/2009,54.89,-0.013930574
09/01/2009,55.66,0.003780042
08/01/2009,55.45,0.008694132
07/01/2009,54.97,0.003462418
06/01/2009,54.78,-0.002552417
05/01/2009,54.92,
