Date,Close,CHRW
06/11/2013,60.1,-0.013715823
05/11/2013,60.93,-0.013044372
04/11/2013,61.73,0.029425975
01/11/2013,59.94,0.003342249
31/10/2013,59.74,-0.008832655
30/10/2013,60.27,-0.010562897
29/10/2013,60.91,0.001807576
28/10/2013,60.8,0.000658111
25/10/2013,60.76,-0.005907467
24/10/2013,61.12,0.00360597
23/10/2013,60.9,0.002960042
22/10/2013,60.72,0.002638524
21/10/2013,60.56,0.005796158
18/10/2013,60.21,0.011694086
17/10/2013,59.51,0.008776428
16/10/2013,58.99,0.003736417
15/10/2013,58.77,-0.011672297
14/10/2013,59.46,0.009462727
11/10/2013,58.9,0.005960001
10/10/2013,58.55,0.009438079
09/10/2013,58,0.003800316
08/10/2013,57.78,-0.008787857
07/10/2013,58.29,-0.003254263
04/10/2013,58.48,0.012388321
03/10/2013,57.76,-0.023272782
02/10/2013,59.12,-0.012439226
01/10/2013,59.86,0.004520728
30/09/2013,59.59,-0.014328802
27/09/2013,60.45,-0.007744951
26/09/2013,60.92,-0.000820412
25/09/2013,60.97,-0.012064052
24/09/2013,61.71,0.001134982
23/09/2013,61.64,-0.007273935
20/09/2013,62.09,0.007598452
19/09/2013,61.62,-0.002916871
18/09/2013,61.8,0.023079836
17/09/2013,60.39,0.005979091
16/09/2013,60.03,0.015106027
13/09/2013,59.13,-0.008420393
12/09/2013,59.63,-0.006185759
11/09/2013,60,0.01308524
10/09/2013,59.22,0.013601026
09/09/2013,58.42,0.012401123
06/09/2013,57.7,-0.00259628
05/09/2013,57.85,0.005894608
04/09/2013,57.51,0.001043841
03/09/2013,57.45,0.010147043
30/08/2013,56.87,-0.009798854
29/08/2013,57.43,-0.000696258
28/08/2013,57.47,-0.002433091
27/08/2013,57.61,-0.020955765
26/08/2013,58.83,0.02809803
23/08/2013,57.2,0.004907125
22/08/2013,56.92,0.005637788
21/08/2013,56.6,0.002476562
20/08/2013,56.46,0.007823653
19/08/2013,56.02,-0.001961659
16/08/2013,56.13,0.004463895
15/08/2013,55.88,0.002867385
14/08/2013,55.72,-0.012838978
13/08/2013,56.44,-0.010925219
12/08/2013,57.06,0.004743092
09/08/2013,56.79,0.001057083
08/08/2013,56.73,0.007431032
07/08/2013,56.31,-0.056447808
06/08/2013,59.58,-0.001341832
05/08/2013,59.66,-0.000837731
02/08/2013,59.71,-0.022521237
01/08/2013,61.07,0.024029659
31/07/2013,59.62,0.007069546
30/07/2013,59.2,0.002029084
29/07/2013,59.08,-0.005233404
26/07/2013,59.39,0.003542215
25/07/2013,59.18,-0.001688334
24/07/2013,59.28,-0.010070579
23/07/2013,59.88,-0.010961744
22/07/2013,60.54,-0.000990589
19/07/2013,60.6,-0.001648805
18/07/2013,60.7,0.01076615
17/07/2013,60.05,-0.002993019
16/07/2013,60.23,0.004826505
15/07/2013,59.94,0.03583639
12/07/2013,57.83,-0.017993802
11/07/2013,58.88,0.012647579
10/07/2013,58.14,-0.004290747
09/07/2013,58.39,0.006529233
08/07/2013,58.01,0.010571106
05/07/2013,57.4,0.018107201
03/07/2013,56.37,-0.001595321
02/07/2013,56.46,-0.001062135
01/07/2013,56.52,0.003722419
28/06/2013,56.31,0.010353538
27/06/2013,55.73,0.011005975
26/06/2013,55.12,0.007648917
25/06/2013,54.7,0.006787149
24/06/2013,54.33,-0.008431135
21/06/2013,54.79,-0.011432844
20/06/2013,55.42,-0.019830931
19/06/2013,56.53,-0.014052576
18/06/2013,57.33,0.007528706
17/06/2013,56.9,0.007054703
14/06/2013,56.5,-0.003886244
13/06/2013,56.72,0.012418112
12/06/2013,56.02,-0.008531868
11/06/2013,56.5,-0.005471728
10/06/2013,56.81,-0.006141986
07/06/2013,57.16,0.014982214
06/06/2013,56.31,0.000888336
05/06/2013,56.26,-0.004256835
04/06/2013,56.5,-0.009512138
03/06/2013,57.04,0.005978565
31/05/2013,56.7,-0.013488862
30/05/2013,57.47,-0.003474035
29/05/2013,57.67,-0.003462008
28/05/2013,57.87,-0.014240611
24/05/2013,58.7,-0.013368504
23/05/2013,59.49,0.006408116
22/05/2013,59.11,-0.01277543
21/05/2013,59.87,0.02829019
20/05/2013,58.2,-0.002059733
17/05/2013,58.32,0.007745972
16/05/2013,57.87,0.003635423
15/05/2013,57.66,0.013795731
14/05/2013,56.87,0.014167051
13/05/2013,56.07,-0.016450358
10/05/2013,57,0.017699577
09/05/2013,56,-0.022250609
08/05/2013,57.26,-0.072410009
07/05/2013,61.56,0.019520016
06/05/2013,60.37,-0.001655081
03/05/2013,60.47,0.018358326
02/05/2013,59.37,0.007947958
01/05/2013,58.9,-0.008284771
30/04/2013,59.39,0.009303966
29/04/2013,58.84,0.006821309
26/04/2013,58.44,0.004115232
25/04/2013,58.2,0.009495108
24/04/2013,57.65,0.004171743
23/04/2013,57.41,0.006991813
22/04/2013,57.01,0.011999438
19/04/2013,56.33,0.001421212
18/04/2013,56.25,-0.005849525
17/04/2013,56.58,-0.010373719
16/04/2013,57.17,-0.00592956
15/04/2013,57.51,-0.025578598
12/04/2013,59,-0.026592419
11/04/2013,60.59,-0.001649077
10/04/2013,60.69,0.007110406
09/04/2013,60.26,0.007495663
08/04/2013,59.81,0.013974468
05/04/2013,58.98,0.008171649
04/04/2013,58.5,0.006172859
03/04/2013,58.14,-0.008563162
02/04/2013,58.64,0.000682361
01/04/2013,58.6,-0.014569121
28/03/2013,59.46,0.005227227
27/03/2013,59.15,0.002369669
26/03/2013,59.01,0.007484301
25/03/2013,58.57,0.008056956
22/03/2013,58.1,0.011424739
21/03/2013,57.44,-0.02152843
20/03/2013,58.69,-0.005945826
19/03/2013,59.04,-0.002537428
18/03/2013,59.19,-0.002531006
15/03/2013,59.34,0.002362073
14/03/2013,59.2,0.002198361
13/03/2013,59.07,0.029550338
12/03/2013,57.35,0.006121576
11/03/2013,57,0
08/03/2013,57,0.001228825
07/03/2013,56.93,-0.005255793
06/03/2013,57.23,-0.005402122
05/03/2013,57.54,0.008377012
04/03/2013,57.06,0
01/03/2013,57.06,0.000701262
28/02/2013,57.02,-0.002976974
27/02/2013,57.19,0.021384574
26/02/2013,55.98,-0.014013533
25/02/2013,56.77,-0.020917618
22/02/2013,57.97,0.007792922
21/02/2013,57.52,-0.016381089
20/02/2013,58.47,0.001711743
19/02/2013,58.37,0.010159364
15/02/2013,57.78,-0.005178675
14/02/2013,58.08,-0.012490538
13/02/2013,58.81,-0.005426501
12/02/2013,59.13,-0.003545205
11/02/2013,59.34,-0.006383358
08/02/2013,59.72,-0.003510242
07/02/2013,59.93,-0.009466151
06/02/2013,60.5,-0.102198497
05/02/2013,67.01,0.014732678
04/02/2013,66.03,-0.012940295
01/02/2013,66.89,0.011124589
31/01/2013,66.15,-0.014855101
30/01/2013,67.14,-0.01155055
29/01/2013,67.92,0.006054807
28/01/2013,67.51,0.004751308
25/01/2013,67.19,-0.000297619
24/01/2013,67.21,0.021962375
23/01/2013,65.75,-0.004855115
22/01/2013,66.07,0.008511983
18/01/2013,65.51,0.009663393
17/01/2013,64.88,0.002314637
16/01/2013,64.73,-0.009532668
15/01/2013,65.35,0.008451837
14/01/2013,64.8,0.004020417
11/01/2013,64.54,0.002482161
10/01/2013,64.38,0.002644064
09/01/2013,64.21,0.015696445
08/01/2013,63.21,0.000949668
07/01/2013,63.15,0.001743403
04/01/2013,63.04,0.011166171
03/01/2013,62.34,-0.013067915
02/01/2013,63.16,-0.000949517
31/12/2012,63.22,0.017069889
28/12/2012,62.15,-0.010404256
27/12/2012,62.8,-0.00302091
26/12/2012,62.99,-0.005225251
24/12/2012,63.32,-0.004412235
21/12/2012,63.6,-0.002512564
20/12/2012,63.76,0.002040977
19/12/2012,63.63,0.00125806
18/12/2012,63.55,0.021632783
17/12/2012,62.19,0.01083189
14/12/2012,61.52,-0.001948685
13/12/2012,61.64,-0.004370707
12/12/2012,61.91,-0.005637447
11/12/2012,62.26,0.00515299
10/12/2012,61.94,0.021871281
07/12/2012,60.6,-0.000659848
06/12/2012,60.64,-0.020726976
05/12/2012,61.91,0.014480038
04/12/2012,61.02,0.000327815
03/12/2012,61,-0.012058155
30/11/2012,61.74,-0.003718378
29/11/2012,61.97,0.003880361
28/11/2012,61.73,0.014686948
27/11/2012,60.83,-0.01062883
26/11/2012,61.48,0.008165977
23/11/2012,60.98,0.012541419
21/11/2012,60.22,0.002493974
20/11/2012,60.07,0.004337678
19/11/2012,59.81,0.010927233
16/11/2012,59.16,-0.006234749
15/11/2012,59.53,-0.005695158
14/11/2012,59.87,-0.025071411
13/11/2012,61.39,0.000162906
12/11/2012,61.38,-0.001627869
09/11/2012,61.48,-0.000325256
08/11/2012,61.5,-0.011639317
07/11/2012,62.22,-0.011187587
06/11/2012,62.92,0.014245939
05/11/2012,62.03,0.00890622
02/11/2012,61.48,-0.00146282
01/11/2012,61.57,0.020676811
31/10/2012,60.31,0.015035365
26/10/2012,59.41,0.005231638
25/10/2012,59.1,0.026576789
24/10/2012,57.55,-0.057891806
23/10/2012,60.98,0.01870451
22/10/2012,59.85,-0.014431701
19/10/2012,60.72,-0.011136702
18/10/2012,61.4,-0.004712008
17/10/2012,61.69,0.012888669
16/10/2012,60.9,0.008906541
15/10/2012,60.36,0.006982572
12/10/2012,59.94,0.017502971
11/10/2012,58.9,-0.001696353
10/10/2012,59,-0.006251604
09/10/2012,59.37,-0.010388833
08/10/2012,59.99,-0.005320046
05/10/2012,60.31,0.006821422
04/10/2012,59.9,0.00050096
03/10/2012,59.87,0.021440848
02/10/2012,58.6,-0.008496228
01/10/2012,59.1,0.008837583
28/09/2012,58.58,-0.011709934
27/09/2012,59.27,0.003549399
26/09/2012,59.06,0.000338696
25/09/2012,59.04,0.00799256
24/09/2012,58.57,0.01635289
21/09/2012,57.62,0.001215594
20/09/2012,57.55,0.002609832
19/09/2012,57.4,0.015449746
18/09/2012,56.52,-0.003884872
17/09/2012,56.74,-0.009297497
14/09/2012,57.27,0.000523972
13/09/2012,57.24,-0.003836099
12/09/2012,57.46,-0.000174019
11/09/2012,57.47,0.002264612
10/09/2012,57.34,-0.001916544
07/09/2012,57.45,0.006811659
06/09/2012,57.06,0.012166244
05/09/2012,56.37,-0.004601778
04/09/2012,56.63,0.000353232
31/08/2012,56.61,0.006557401
30/08/2012,56.24,-0.01342302
29/08/2012,57,0.015915455
28/08/2012,56.1,-0.007635658
27/08/2012,56.53,-0.011082882
24/08/2012,57.16,0.006141986
23/08/2012,56.81,-0.007889933
22/08/2012,57.26,-0.002616205
21/08/2012,57.41,-0.000522421
20/08/2012,57.44,0.006988149
17/08/2012,57.04,0.006507806
16/08/2012,56.67,0.01368059
15/08/2012,55.9,0.012239174
14/08/2012,55.22,0.01110819
13/08/2012,54.61,0.006982755
10/08/2012,54.23,0.007960794
09/08/2012,53.8,-0.001857011
08/08/2012,53.9,0.002972875
07/08/2012,53.74,0.00204899
06/08/2012,53.63,0.000559545
03/08/2012,53.6,0.008619128
02/08/2012,53.14,0.005472228
01/08/2012,52.85,0
31/07/2012,52.85,-0.007540092
30/07/2012,53.25,-0.001876173
27/07/2012,53.35,0.021025493
26/07/2012,52.24,0.000191443
25/07/2012,52.23,-0.074148999
24/07/2012,56.25,-0.005849525
23/07/2012,56.58,-0.006693701
20/07/2012,56.96,-0.04413112
19/07/2012,59.53,0.004883398
18/07/2012,59.24,0.02201642
17/07/2012,57.95,-0.016600022
16/07/2012,58.92,-0.023151512
13/07/2012,60.3,0.022642477
12/07/2012,58.95,-0.010965947
11/07/2012,59.6,-0.005187862
10/07/2012,59.91,-0.005493147
09/07/2012,60.24,-0.004472057
06/07/2012,60.51,-0.015252448
05/07/2012,61.44,-0.006812678
03/07/2012,61.86,0.016461948
02/07/2012,60.85,0.038872376
29/06/2012,58.53,0.032470949
28/06/2012,56.66,-0.003171809
27/06/2012,56.84,0.0102565
26/06/2012,56.26,-0.001420959
25/06/2012,56.34,-0.018116756
22/06/2012,57.37,-0.007986154
21/06/2012,57.83,-0.025270254
20/06/2012,59.31,-0.008394945
19/06/2012,59.81,0.01346595
18/06/2012,59.01,0.007655051
15/06/2012,58.56,0.009264091
14/06/2012,58.02,0.01266169
13/06/2012,57.29,-0.01093666
12/06/2012,57.92,0.008147744
11/06/2012,57.45,-0.008147744
08/06/2012,57.92,0.006061149
07/06/2012,57.57,-0.008130829
06/06/2012,58.04,0.024770148
05/06/2012,56.62,-0.001235549
04/06/2012,56.69,-0.00352175
01/06/2012,56.89,-0.023796173
31/05/2012,58.26,-0.013976706
30/05/2012,59.08,-0.028203788
29/05/2012,60.77,0.017931744
25/05/2012,59.69,-0.002175551
24/05/2012,59.82,-0.00832367
23/05/2012,60.32,0.007822292
22/05/2012,59.85,0.001170275
21/05/2012,59.78,0.015169682
18/05/2012,58.88,-0.012825015
17/05/2012,59.64,-0.016298382
16/05/2012,60.62,-0.002471375
15/05/2012,60.77,0.005279669
14/05/2012,60.45,-0.005937672
11/05/2012,60.81,0.00478036
10/05/2012,60.52,-0.002475453
09/05/2012,60.67,-0.010656712
08/05/2012,61.32,0.00752991
07/05/2012,60.86,0.003951273
04/05/2012,60.62,-0.013110643
03/05/2012,61.42,-0.014225911
02/05/2012,62.3,0.024371637
01/05/2012,60.8,0.017587976
30/04/2012,59.74,0.012125443
27/04/2012,59.02,-0.003551801
26/04/2012,59.23,-0.027969195
25/04/2012,60.91,-0.077678297
24/04/2012,65.83,0.004567608
23/04/2012,65.53,-0.014994601
20/04/2012,66.52,0.005728947
19/04/2012,66.14,-0.010827173
18/04/2012,66.86,0.01128086
17/04/2012,66.11,0.019860109
16/04/2012,64.81,0.010547639
13/04/2012,64.13,-0.006217959
12/04/2012,64.53,0.008247149
11/04/2012,64,0.010366042
10/04/2012,63.34,-0.010366042
09/04/2012,64,-0.017348638
05/04/2012,65.12,-0.006123718
04/04/2012,65.52,-0.002895681
03/04/2012,65.71,-0.003039054
02/04/2012,65.91,0.006392716
30/03/2012,65.49,0.01120933
29/03/2012,64.76,-0.005390018
28/03/2012,65.11,-0.003679293
27/03/2012,65.35,0.002451357
26/03/2012,65.19,0.011881939
23/03/2012,64.42,-0.00124108
22/03/2012,64.5,-0.007722046
21/03/2012,65,0.007722046
20/03/2012,64.5,-0.017215304
19/03/2012,65.62,-0.000761673
16/03/2012,65.67,0.00488476
15/03/2012,65.35,0
14/03/2012,65.35,-0.015939616
13/03/2012,66.4,0.006951819
12/03/2012,65.94,-0.006198523
09/03/2012,66.35,0.00893201
08/03/2012,65.76,0.01070183
07/03/2012,65.06,0.002462297
06/03/2012,64.9,-0.012555669
05/03/2012,65.72,-0.007579239
02/03/2012,66.22,-0.009468771
01/03/2012,66.85,0.010224116
29/02/2012,66.17,-0.011569508
28/02/2012,66.94,0.000149399
27/02/2012,66.93,-0.004174749
24/02/2012,67.21,-0.004305552
23/02/2012,67.5,0.018843088
22/02/2012,66.24,0.001813237
21/02/2012,66.12,0.000151252
17/02/2012,66.11,-0.001360442
16/02/2012,66.2,0.040224238
15/02/2012,63.59,-0.029288527
14/02/2012,65.48,0.011211052
13/02/2012,64.75,0.019493795
10/02/2012,63.5,-0.002359419
09/02/2012,63.65,0.000785855
08/02/2012,63.6,-0.007674875
07/02/2012,64.09,0.000780457
06/02/2012,64.04,-0.005916256
03/02/2012,64.42,0.006541061
02/02/2012,64,-0.000156238
01/02/2012,64.01,-0.07274565
31/01/2012,68.84,0.013307208
30/01/2012,67.93,-0.00864791
27/01/2012,68.52,-0.013769331
26/01/2012,69.47,0.019770959
25/01/2012,68.11,0.007072374
24/01/2012,67.63,-0.006191058
23/01/2012,68.05,0.005747566
20/01/2012,67.66,-0.017725506
19/01/2012,68.87,0.023209032
18/01/2012,67.29,0.012260919
17/01/2012,66.47,-0.003903909
13/01/2012,66.73,0.005861593
12/01/2012,66.34,-0.002709621
11/01/2012,66.52,-0.012697161
10/01/2012,67.37,-0.003112266
09/01/2012,67.58,-0.005901463
06/01/2012,67.98,0.002503868
05/01/2012,67.81,-0.013330601
04/01/2012,68.72,-0.016166634
03/01/2012,69.84,0.000859476
30/12/2011,69.78,-0.004290011
29/12/2011,70.08,0.007591528
28/12/2011,69.55,-0.016823893
27/12/2011,70.73,0.010088896
23/12/2011,70.02,0.009470583
22/12/2011,69.36,0.012622583
21/12/2011,68.49,0.003803398
20/12/2011,68.23,0.041750659
19/12/2011,65.44,-0.017420724
16/12/2011,66.59,-0.001500601
15/12/2011,66.69,0.005714301
14/12/2011,66.31,-0.005864238
13/12/2011,66.7,-0.01429021
12/12/2011,67.66,-0.011462286
09/12/2011,68.44,0.017540431
08/12/2011,67.25,-0.022932065
07/12/2011,68.81,0.003931567
06/12/2011,68.54,-0.013909236
05/12/2011,69.5,0.022113208
02/12/2011,67.98,0.00486619
01/12/2011,67.65,-0.012632365
30/11/2011,68.51,0.043404024
29/11/2011,65.6,-0.004107407
28/11/2011,65.87,0.034598045
25/11/2011,63.63,-0.001727252
23/11/2011,63.74,-0.015412464
22/11/2011,64.73,-0.014417428
21/11/2011,65.67,-0.005164045
18/11/2011,66.01,0.005468645
17/11/2011,65.65,-0.019309696
16/11/2011,66.93,-0.024207824
15/11/2011,68.57,0.00438469
14/11/2011,68.27,-0.007151749
11/11/2011,68.76,0.015683722
10/11/2011,67.69,0.007860626
09/11/2011,67.16,-0.048818525
08/11/2011,70.52,0.023966132
07/11/2011,68.85,0.001889947
04/11/2011,68.72,-0.003341327
03/11/2011,68.95,0.011377019
02/11/2011,68.17,0.017610518
01/11/2011,66.98,-0.035924983
31/10/2011,69.43,-0.013874212
28/10/2011,70.4,0.001990616
27/10/2011,70.26,0.02172591
26/10/2011,68.75,-0.085410096
25/10/2011,74.88,-0.019441199
24/10/2011,76.35,0.017839918
21/10/2011,75,0.018299757
20/10/2011,73.64,0.00271961
19/10/2011,73.44,-0.006920443
18/10/2011,73.95,0.022426757
17/10/2011,72.31,-0.016322974
14/10/2011,73.5,0.021036041
13/10/2011,71.97,-0.006371213
12/10/2011,72.43,-0.012621926
11/10/2011,73.35,0.003687773
10/10/2011,73.08,0.030707519
07/10/2011,70.87,-0.009269729
06/10/2011,71.53,0.013228451
05/10/2011,70.59,0.038999743
04/10/2011,67.89,0.024151442
03/10/2011,66.27,-0.032658387
30/09/2011,68.47,0.001461561
29/09/2011,68.37,0.012362188
28/09/2011,67.53,-0.022403748
27/09/2011,69.06,0.013264534
26/09/2011,68.15,0.031753432
23/09/2011,66.02,0.012651643
22/09/2011,65.19,-0.01929418
21/09/2011,66.46,-0.039533172
20/09/2011,69.14,-0.012933073
19/09/2011,70.04,-0.003989746
16/09/2011,70.32,0.004846766
15/09/2011,69.98,0.012799484
14/09/2011,69.09,0.016932239
13/09/2011,67.93,0.017523466
12/09/2011,66.75,0.003000752
09/09/2011,66.55,-0.008081457
08/09/2011,67.09,-0.013472704
07/09/2011,68,0.038985447
06/09/2011,65.4,-0.024021096
02/09/2011,66.99,-0.034622792
01/09/2011,69.35,-0.016446563
31/08/2011,70.5,-0.011003073
30/08/2011,71.28,0.011428696
29/08/2011,70.47,0.035826452
26/08/2011,67.99,0.02501992
25/08/2011,66.31,-0.017342339
24/08/2011,67.47,0.014330742
23/08/2011,66.51,0.03022208
22/08/2011,64.53,0.013416738
19/08/2011,63.67,-0.008912576
18/08/2011,64.24,-0.045047178
17/08/2011,67.2,-0.00415801
16/08/2011,67.48,-0.014856492
15/08/2011,68.49,0.001314925
12/08/2011,68.4,0.034506695
11/08/2011,66.08,0.048525369
10/08/2011,62.95,-0.032046509
09/08/2011,65,0.011449916
08/08/2011,64.26,-0.058480291
05/08/2011,68.13,-0.003077602
04/08/2011,68.34,-0.045342053
03/08/2011,71.51,0.015502002
02/08/2011,70.41,-0.018015969
01/08/2011,71.69,-0.008611164
29/07/2011,72.31,-0.005516494
28/07/2011,72.71,-0.015963229
27/07/2011,73.88,-0.082704607
26/07/2011,80.25,-0.01189163
25/07/2011,81.21,0.009651151
22/07/2011,80.43,0.007989058
21/07/2011,79.79,0.013882101
20/07/2011,78.69,-0.007722046
19/07/2011,79.3,0.015632269
18/07/2011,78.07,-0.006256804
15/07/2011,78.56,-0.004572017
14/07/2011,78.92,-0.008579412
13/07/2011,79.6,0.001131293
12/07/2011,79.51,-0.011753074
11/07/2011,80.45,-0.012721718
08/07/2011,81.48,-0.007580425
07/07/2011,82.1,0.011515502
06/07/2011,81.16,0.008538071
05/07/2011,80.47,-0.001862314
01/07/2011,80.62,0.022326275
30/06/2011,78.84,0.009558475
29/06/2011,78.09,0.001409624
28/06/2011,77.98,0.013296523
27/06/2011,76.95,0.01123901
24/06/2011,76.09,-0.017199121
23/06/2011,77.41,-0.002451456
22/06/2011,77.6,-0.004628447
21/06/2011,77.96,0.008501919
20/06/2011,77.3,0.005448191
17/06/2011,76.88,0.008490679
16/06/2011,76.23,-0.002751033
15/06/2011,76.44,-0.01222223
14/06/2011,77.38,0.016548687
13/06/2011,76.11,0.00368567
10/06/2011,75.83,-0.007750449
09/06/2011,76.42,0.001571504
08/06/2011,76.3,-0.006922251
07/06/2011,76.83,-0.001820547
06/06/2011,76.97,-0.010211425
03/06/2011,77.76,-0.014046968
02/06/2011,78.86,0.008148759
01/06/2011,78.22,-0.025247491
31/05/2011,80.22,0.003746726
27/05/2011,79.92,-0.000875493
26/05/2011,79.99,0.004636309
25/05/2011,79.62,0.00062818
24/05/2011,79.57,-0.005139466
23/05/2011,79.98,-0.007349768
20/05/2011,80.57,-0.002850594
19/05/2011,80.8,0.006954822
18/05/2011,80.24,0.012793351
17/05/2011,79.22,-0.007294712
16/05/2011,79.8,0.000376011
13/05/2011,79.77,-0.011343219
12/05/2011,80.68,0.003103472
11/05/2011,80.43,-0.006444439
10/05/2011,80.95,0.007937534
09/05/2011,80.31,0.009759837
06/05/2011,79.53,0.003400721
05/05/2011,79.26,0.005186274
04/05/2011,78.85,-0.006825102
03/05/2011,79.39,-0.009527463
02/05/2011,80.15,-0.000374228
29/04/2011,80.18,-0.009557573
28/04/2011,80.95,0.010680678
27/04/2011,80.09,0.010669781
26/04/2011,79.24,0.009255217
25/04/2011,78.51,0.006004489
21/04/2011,78.04,0.011988542
20/04/2011,77.11,0.012921931
19/04/2011,76.12,0.003157897
18/04/2011,75.88,-0.009965989
15/04/2011,76.64,0.016444493
14/04/2011,75.39,0.013622006
13/04/2011,74.37,0.001749546
12/04/2011,74.24,0.004454952
11/04/2011,73.91,-0.0049936
08/04/2011,74.28,-0.006574999
07/04/2011,74.77,-0.011304063
06/04/2011,75.62,0.002515725
05/04/2011,75.43,-0.00278017
04/04/2011,75.64,0.009831353
01/04/2011,74.9,0.010333582
31/03/2011,74.13,0.013855152
30/03/2011,73.11,0.00013679
29/03/2011,73.1,0.006174977
28/03/2011,72.65,0.001791004
25/03/2011,72.52,0.00442234
24/03/2011,72.2,0.010862104
23/03/2011,71.42,-0.001818564
22/03/2011,71.55,-0.029199155
21/03/2011,73.67,0.013804634
18/03/2011,72.66,0.012045836
17/03/2011,71.79,0.009798511
16/03/2011,71.09,-0.009241175
15/03/2011,71.75,-0.007912861
14/03/2011,72.32,-0.00592819
11/03/2011,72.75,0.000687522
10/03/2011,72.7,-0.012439502
09/03/2011,73.61,0.003674723
08/03/2011,73.34,0.015389147
07/03/2011,72.22,-0.008548239
04/03/2011,72.84,-0.013906155
03/03/2011,73.86,0.033733494
02/03/2011,71.41,0.007590703
01/03/2011,70.87,-0.021220955
28/02/2011,72.39,-0.002207811
25/02/2011,72.55,0.010252237
24/02/2011,71.81,0.015578169
23/02/2011,70.7,-0.014184635
22/02/2011,71.71,-0.044724563
18/02/2011,74.99,-0.000266667
17/02/2011,75.01,0.00120056
16/02/2011,74.92,0.011680337
15/02/2011,74.05,0.001892404
14/02/2011,73.91,-0.015572875
11/02/2011,75.07,0.006280504
10/02/2011,74.6,0.00915708
09/02/2011,73.92,0.004746093
08/02/2011,73.57,-0.007313142
07/02/2011,74.11,0.0006749
04/02/2011,74.06,-0.005117856
03/02/2011,74.44,0.009448039
02/02/2011,73.74,-0.058724255
01/02/2011,78.2,0.014296077
31/01/2011,77.09,0.013845571
28/01/2011,76.03,-0.022241926
27/01/2011,77.74,-0.004876181
26/01/2011,78.12,0.003719145
