Date,Close,HCN
28/03/2013,67.91,0.011105467
27/03/2013,67.16,0.003430535
26/03/2013,66.93,0.010966834
25/03/2013,66.2,0.001965677
22/03/2013,66.07,0.003183509
21/03/2013,65.86,0.000607533
20/03/2013,65.82,0.006401485
19/03/2013,65.4,-0.001680544
18/03/2013,65.51,-0.001982463
15/03/2013,65.64,0.00626578
14/03/2013,65.23,0.003686074
13/03/2013,64.99,-0.001844735
12/03/2013,65.11,-0.005055545
11/03/2013,65.44,0.001529286
08/03/2013,65.34,0.002758622
07/03/2013,65.16,-0.005204359
06/03/2013,65.5,-0.000915611
05/03/2013,65.56,0.001984885
04/03/2013,65.43,0.012456908
01/03/2013,64.62,0.007455766
28/02/2013,64.14,0.002028873
27/02/2013,64.01,0.010996027
26/02/2013,63.31,0.001897234
25/02/2013,63.19,-0.02206835
22/02/2013,64.6,0.008550382
21/02/2013,64.05,-0.00093633
20/02/2013,64.11,0.002655214
19/02/2013,63.94,0.01544554
15/02/2013,62.96,0.008133368
14/02/2013,62.45,-0.004632966
13/02/2013,62.74,0.000637755
12/02/2013,62.7,0.005437403
11/02/2013,62.36,0.000962618
08/02/2013,62.3,0.005633818
07/02/2013,61.95,-0.001774051
06/02/2013,62.06,0.001289907
05/02/2013,61.98,-0.003382463
04/02/2013,62.19,-0.004011881
01/02/2013,62.44,-0.006385718
31/01/2013,62.84,-0.002701631
30/01/2013,63.01,-0.00427588
29/01/2013,63.28,0.001423263
28/01/2013,63.19,0.0038053
25/01/2013,62.95,0.000794597
24/01/2013,62.9,-0.00015897
23/01/2013,62.91,-0.000953289
22/01/2013,62.97,0.015040284
18/01/2013,62.03,-0.000644641
17/01/2013,62.07,0.00873792
16/01/2013,61.53,-0.004540303
15/01/2013,61.81,-0.002101011
14/01/2013,61.94,0.00016146
11/01/2013,61.93,-0.000968367
10/01/2013,61.99,0.008098522
09/01/2013,61.49,-0.003085169
08/01/2013,61.68,0.00194742
07/01/2013,61.56,-0.002757727
04/01/2013,61.73,0.005360201
03/01/2013,61.4,0.004407091
02/01/2013,61.13,-0.002613953
31/12/2012,61.29,0.007533609
28/12/2012,60.83,0.001645278
27/12/2012,60.73,0.005117634
26/12/2012,60.42,-0.001323189
24/12/2012,60.5,0
21/12/2012,60.5,0.004140793
20/12/2012,60.25,0.018256935
19/12/2012,59.16,-0.001857638
18/12/2012,59.27,0.012563832
17/12/2012,58.53,0.004795351
14/12/2012,58.25,-0.008206577
13/12/2012,58.73,-0.013529718
12/12/2012,59.53,-0.00502682
11/12/2012,59.83,0.002175187
10/12/2012,59.7,-0.00083717
07/12/2012,59.75,0.002681416
06/12/2012,59.59,0.009272594
05/12/2012,59.04,-0.003719362
04/12/2012,59.26,-0.000337439
03/12/2012,59.28,0.006600684
30/11/2012,58.89,-0.002035624
29/11/2012,59.01,-0.000677622
28/11/2012,59.05,-0.004056115
27/11/2012,59.29,-0.010736557
26/11/2012,59.93,-0.005491319
23/11/2012,60.26,0.006492989
21/11/2012,59.87,-0.009641032
20/11/2012,60.45,0.00613957
19/11/2012,60.08,0.0086928
16/11/2012,59.56,0.013182547
15/11/2012,58.78,-0.000680272
14/11/2012,58.82,-0.009307115
13/11/2012,59.37,0.007269071
12/11/2012,58.94,0.00510292
09/11/2012,58.64,-0.000170518
08/11/2012,58.65,-0.010178205
07/11/2012,59.25,0.009837257
06/11/2012,58.67,0.005469164
05/11/2012,58.35,-0.012771566
02/11/2012,59.1,-0.004558124
01/11/2012,59.37,-0.001010101
31/10/2012,59.43,0.019883398
26/10/2012,58.26,-0.008375401
25/10/2012,58.75,-0.002549938
24/10/2012,58.9,-0.001696353
23/10/2012,59,-0.013969763
22/10/2012,59.83,0.001003345
19/10/2012,59.77,-0.012635247
18/10/2012,60.53,0.020361184
17/10/2012,59.31,-0.011066511
16/10/2012,59.97,0.004512417
15/10/2012,59.7,0.01111684
12/10/2012,59.04,-0.005910682
11/10/2012,59.39,-0.001850451
10/10/2012,59.5,-0.001511462
09/10/2012,59.59,-0.001006374
08/10/2012,59.65,0.000335345
05/10/2012,59.63,0.000838856
04/10/2012,59.58,0.001175582
03/10/2012,59.51,0.015239035
02/10/2012,58.61,0.018946485
01/10/2012,57.51,-0.003991329
28/09/2012,57.74,0.000866326
27/09/2012,57.69,0.000173355
26/09/2012,57.68,0.00958112
25/09/2012,57.13,-0.015630745
24/09/2012,58.03,0.005009944
21/09/2012,57.74,0.008173248
20/09/2012,57.27,0.000349284
19/09/2012,57.25,0.009829814
18/09/2012,56.69,-0.026459333
17/09/2012,58.21,-0.004969593
14/09/2012,58.5,-0.014593845
13/09/2012,59.36,0.015791142
12/09/2012,58.43,-0.000342231
11/09/2012,58.45,0.007728677
10/09/2012,58,-0.011315053
07/09/2012,58.66,-0.009163478
06/09/2012,59.2,0.005759799
05/09/2012,58.86,-0.002206195
04/09/2012,58.99,0.009367351
31/08/2012,58.44,0.002226982
30/08/2012,58.31,0.000686224
29/08/2012,58.27,0.000858443
28/08/2012,58.22,-0.002573121
27/08/2012,58.37,0.003948164
24/08/2012,58.14,0.015950408
23/08/2012,57.22,-0.015950408
22/08/2012,58.14,-0.027315296
21/08/2012,59.75,-0.002173369
20/08/2012,59.88,-0.001168322
17/08/2012,59.95,-0.003663008
16/08/2012,60.17,0.009350544
15/08/2012,59.61,0.001847033
14/08/2012,59.5,0
13/08/2012,59.5,-0.002685467
10/08/2012,59.66,-0.002176644
09/08/2012,59.79,0.011945965
08/08/2012,59.08,-0.002197989
07/08/2012,59.21,-0.023204447
06/08/2012,60.6,-0.009852296
03/08/2012,61.2,-0.016047026
02/08/2012,62.19,0.004350986
01/08/2012,61.92,-0.004993969
31/07/2012,62.23,-0.000160681
30/07/2012,62.24,0.006609196
27/07/2012,61.83,0.012695483
26/07/2012,61.05,0.002952758
25/07/2012,60.87,0.000328623
24/07/2012,60.85,0
23/07/2012,60.85,0.006264445
20/07/2012,60.47,-0.004619708
19/07/2012,60.75,-0.001644737
18/07/2012,60.85,-0.01127555
17/07/2012,61.54,0.009633514
16/07/2012,60.95,0.00559396
13/07/2012,60.61,0.017475688
12/07/2012,59.56,0.006907617
11/07/2012,59.15,0.008489015
10/07/2012,58.65,-0.013884409
09/07/2012,59.47,0.007765063
06/07/2012,59.01,0.008509241
05/07/2012,58.51,-0.011385967
03/07/2012,59.18,0.001860466
02/07/2012,59.07,0.013121088
29/06/2012,58.3,0.01555779
28/06/2012,57.4,0.014212012
27/06/2012,56.59,0.003363133
26/06/2012,56.4,0.000886918
25/06/2012,56.35,-0.002658398
22/06/2012,56.5,0.001416933
21/06/2012,56.42,-0.010227562
20/06/2012,57,-0.005249356
19/06/2012,57.3,-0.005569106
18/06/2012,57.62,0.014333404
15/06/2012,56.8,0.003704035
14/06/2012,56.59,0.013700063
13/06/2012,55.82,0.007372145
12/06/2012,55.41,0.00615498
11/06/2012,55.07,-0.016032047
08/06/2012,55.96,0.013674197
07/06/2012,55.2,-0.005600231
06/06/2012,55.51,0.017628807
05/06/2012,54.54,0.013289232
04/06/2012,53.82,-0.007773498
01/06/2012,54.24,-0.02242369
31/05/2012,55.47,0.013430329
30/05/2012,54.73,-0.021152375
29/05/2012,55.9,0.012239174
25/05/2012,55.22,-0.007397418
24/05/2012,55.63,0.003060584
23/05/2012,55.46,0.006512324
22/05/2012,55.1,0.003090069
21/05/2012,54.93,0.019114715
18/05/2012,53.89,-0.006104912
17/05/2012,54.22,-0.01573683
16/05/2012,55.08,-0.008856813
15/05/2012,55.57,-0.004667872
14/05/2012,55.83,-0.008027873
11/05/2012,56.28,0.000710985
10/05/2012,56.24,0.004455144
09/05/2012,55.99,0.001608723
08/05/2012,55.9,-0.013327607
07/05/2012,56.65,0.00779731
04/05/2012,56.21,-0.013605652
03/05/2012,56.98,0.001932368
02/05/2012,56.87,-0.010495111
01/05/2012,57.47,0.013488862
30/04/2012,56.7,-0.000352671
27/04/2012,56.72,0.001411433
26/04/2012,56.64,0.011542346
25/04/2012,55.99,0.016749604
24/04/2012,55.06,0.017219696
23/04/2012,54.12,-0.01102547
20/04/2012,54.72,0.014171582
19/04/2012,53.95,0.002598368
18/04/2012,53.81,-0.007221585
17/04/2012,54.2,0.006478505
16/04/2012,53.85,0.011768138
13/04/2012,53.22,-0.008606227
12/04/2012,53.68,0.011428696
11/04/2012,53.07,0.012705206
10/04/2012,52.4,-0.016278989
09/04/2012,53.26,-0.00374813
05/04/2012,53.46,-0.001682086
04/04/2012,53.55,-0.016115936
03/04/2012,54.42,-0.008963748
02/04/2012,54.91,-0.000910167
30/03/2012,54.96,0.010057687
29/03/2012,54.41,-0.008783222
28/03/2012,54.89,0.001458524
27/03/2012,54.81,0.006773481
26/03/2012,54.44,0.006634746
23/03/2012,54.08,0.007982963
22/03/2012,53.65,-0.012963144
21/03/2012,54.35,-0.00715009
20/03/2012,54.74,-0.004010944
19/03/2012,54.96,0.002732989
16/03/2012,54.81,0.00658981
15/03/2012,54.45,-0.002018164
14/03/2012,54.56,-0.011118314
13/03/2012,55.17,0.012402129
12/03/2012,54.49,0.002572585
09/03/2012,54.35,0.007757704
08/03/2012,53.93,-0.004993999
07/03/2012,54.2,0.002586368
06/03/2012,54.06,-0.019055175
05/03/2012,55.1,0.007651704
02/03/2012,54.68,-0.005107636
01/03/2012,54.96,0.00950647
29/02/2012,54.44,0.004049334
28/02/2012,54.22,-0.008996664
27/02/2012,54.71,0.007522281
24/02/2012,54.3,-0.001472212
23/02/2012,54.38,0.016501719
22/02/2012,53.49,-0.013001669
21/02/2012,54.19,-0.023165651
17/02/2012,55.46,-0.002880809
16/02/2012,55.62,-0.011085399
15/02/2012,56.24,-0.007087202
14/02/2012,56.64,-0.009663609
13/02/2012,57.19,0.013023767
10/02/2012,56.45,-0.011098502
09/02/2012,57.08,-0.004893404
08/02/2012,57.36,0.000872068
07/02/2012,57.31,0.007004056
06/02/2012,56.91,0.000351494
03/02/2012,56.89,-0.005958658
02/02/2012,57.23,0.00087405
01/02/2012,57.18,-0.000524521
31/01/2012,57.21,0.006840332
30/01/2012,56.82,-0.007539266
27/01/2012,57.25,-0.001396404
26/01/2012,57.33,0.012108598
25/01/2012,56.64,0.020873115
24/01/2012,55.47,0.005785588
23/01/2012,55.15,0.00090703
20/01/2012,55.1,-0.000725689
19/01/2012,55.14,-0.010463743
18/01/2012,55.72,0.000359002
17/01/2012,55.7,0.003056732
13/01/2012,55.53,0.005055075
12/01/2012,55.25,-0.00451468
11/01/2012,55.5,0.003248514
10/01/2012,55.32,0.01566802
09/01/2012,54.46,0.004232226
06/01/2012,54.23,-0.000184383
05/01/2012,54.24,0.008702953
04/01/2012,53.77,-0.024434025
03/01/2012,55.1,0.010398707
30/12/2011,54.53,-0.002015206
29/12/2011,54.64,0.011041702
28/12/2011,54.04,-0.009393199
27/12/2011,54.55,0.009578264
23/12/2011,54.03,0.006312683
22/12/2011,53.69,0.017473437
21/12/2011,52.76,0.003037208
20/12/2011,52.6,0.021911313
19/12/2011,51.46,-0.011207847
16/12/2011,52.04,0.016663823
15/12/2011,51.18,0.010014811
14/12/2011,50.67,0.00613681
13/12/2011,50.36,-0.000992359
12/12/2011,50.41,-0.006524986
09/12/2011,50.74,0.021917594
08/12/2011,49.64,-0.012213587
07/12/2011,50.25,0.00879478
06/12/2011,49.81,0.004023341
05/12/2011,49.61,0.00161388
02/12/2011,49.53,-0.00503475
01/12/2011,49.78,-0.007803942
30/11/2011,50.17,0.034265897
29/11/2011,48.48,-0.003911482
28/11/2011,48.67,0.017828001
25/11/2011,47.81,0.013688747
23/11/2011,47.16,-0.020982725
22/11/2011,48.16,0.000623118
21/11/2011,48.13,-0.020360601
18/11/2011,49.12,0.006535971
17/11/2011,48.8,-0.019079126
16/11/2011,49.74,-0.006213067
15/11/2011,50.05,0.002400481
14/11/2011,49.93,-0.023162473
11/11/2011,51.1,0.030802236
10/11/2011,49.55,-0.003022672
09/11/2011,49.7,-0.028562037
08/11/2011,51.14,0.017755448
07/11/2011,50.24,0.004788517
04/11/2011,50,-0.058080211
03/11/2011,52.99,0.014254732
02/11/2011,52.24,0.015821283
01/11/2011,51.42,-0.024398482
31/10/2011,52.69,-0.016003354
28/10/2011,53.54,0.014107259
27/10/2011,52.79,0.032537282
26/10/2011,51.1,0.012999986
25/10/2011,50.44,-0.008292249
24/10/2011,50.86,0.019055757
21/10/2011,49.9,0.031761627
20/10/2011,48.34,0.008726421
19/10/2011,47.92,-0.004995847
18/10/2011,48.16,0.022043508
17/10/2011,47.11,-0.021420391
14/10/2011,48.13,0.018876399
13/10/2011,47.23,-0.006331807
12/10/2011,47.53,0.004850795
11/10/2011,47.3,-0.018848726
10/10/2011,48.2,0.044763014
07/10/2011,46.09,-0.023797886
06/10/2011,47.2,0.014726549
05/10/2011,46.51,0.000430108
04/10/2011,46.49,0.031908301
03/10/2011,45.03,-0.038554269
30/09/2011,46.8,-0.038974134
29/09/2011,48.66,0.02602416
28/09/2011,47.41,-0.023555023
27/09/2011,48.54,0.011187189
26/09/2011,48,0.023183335
23/09/2011,46.9,0.002561914
22/09/2011,46.78,-0.027202521
21/09/2011,48.07,-0.052675738
20/09/2011,50.67,0.00613681
19/09/2011,50.36,-0.016346991
16/09/2011,51.19,0.022122174
15/09/2011,50.07,0.010439766
14/09/2011,49.55,0.00729191
13/09/2011,49.19,-0.000203273
12/09/2011,49.2,0.000609942
09/09/2011,49.17,-0.027679264
08/09/2011,50.55,-0.01414284
07/09/2011,51.27,0.033114952
06/09/2011,49.6,0.007284532
02/09/2011,49.24,-0.013114281
01/09/2011,49.89,-0.021220429
31/08/2011,50.96,0.005706992
30/08/2011,50.67,0.012511334
29/08/2011,50.04,0.028787717
26/08/2011,48.62,0.015337088
25/08/2011,47.88,-0.010801933
24/08/2011,48.4,0.015827069
23/08/2011,47.64,0.025942344
22/08/2011,46.42,0.012573328
19/08/2011,45.84,-0.005004907
18/08/2011,46.07,-0.039370975
17/08/2011,47.92,0.002925812
16/08/2011,47.78,0.001047011
15/08/2011,47.73,0.039530839
12/08/2011,45.88,0.015596143
11/08/2011,45.17,0.039973709
10/08/2011,43.4,-0.033978354
09/08/2011,44.9,0.088186394
08/08/2011,41.11,-0.105846897
05/08/2011,45.7,-0.034411998
04/08/2011,47.3,-0.023402656
03/08/2011,48.42,0.005591813
02/08/2011,48.15,-0.00331744
01/08/2011,48.31,-0.088493753
29/07/2011,52.78,0.003796512
28/07/2011,52.58,-0.006256538
27/07/2011,52.91,-0.021132156
26/07/2011,54.04,0
25/07/2011,54.04,-0.006639641
22/07/2011,54.4,0.002392566
21/07/2011,54.27,0.013355791
20/07/2011,53.55,0.004116772
19/07/2011,53.33,0.015876349
18/07/2011,52.49,-0.00152294
15/07/2011,52.57,0.012056409
14/07/2011,51.94,-0.004418411
13/07/2011,52.17,-0.010297574
12/07/2011,52.71,-0.001137657
11/07/2011,52.77,-0.013551873
08/07/2011,53.49,-0.005592856
07/07/2011,53.79,0.009151245
06/07/2011,53.3,0.007343974
05/07/2011,52.91,0.003028585
01/07/2011,52.75,0.006084826
30/06/2011,52.43,-0.007789533
29/06/2011,52.84,0.007598821
28/06/2011,52.44,0.004395611
27/06/2011,52.21,-0.001148545
24/06/2011,52.27,0.002490184
23/06/2011,52.14,-0.019749977
22/06/2011,53.18,-0.004502822
21/06/2011,53.42,0.008270724
20/06/2011,52.98,0.014831989
17/06/2011,52.2,0.009818156
16/06/2011,51.69,0.015008566
15/06/2011,50.92,-0.01152019
14/06/2011,51.51,0.020198745
13/06/2011,50.48,0.012558722
10/06/2011,49.85,-0.025352913
09/06/2011,51.13,-0.008568699
08/06/2011,51.57,0.002135301
07/06/2011,51.46,0.005065275
06/06/2011,51.2,-0.014542185
03/06/2011,51.95,0.006953862
02/06/2011,51.59,-0.010604553
01/06/2011,52.14,-0.019938
31/05/2011,53.19,0.016874038
27/05/2011,52.3,0.005368111
26/05/2011,52.02,0.004238111
25/05/2011,51.8,-0.00346888
24/05/2011,51.98,0.012583653
23/05/2011,51.33,-0.001557329
20/05/2011,51.41,-0.00581848
19/05/2011,51.71,0.004263572
18/05/2011,51.49,0.006820644
17/05/2011,51.14,0.006670615
16/05/2011,50.8,0.002957124
13/05/2011,50.65,-0.020711956
12/05/2011,51.71,0.007960434
11/05/2011,51.3,0
10/05/2011,51.3,0.002341921
09/05/2011,51.18,-0.001366787
06/05/2011,51.25,-0.026000502
05/05/2011,52.6,-0.014720024
04/05/2011,53.38,-0.00224551
03/05/2011,53.5,-0.010412887
02/05/2011,54.06,0.00537885
29/04/2011,53.77,-0.022253792
28/04/2011,54.98,0.00785177
27/04/2011,54.55,0.007544428
26/04/2011,54.14,0.012826647
25/04/2011,53.45,0.000187108
21/04/2011,53.44,0.002998503
20/04/2011,53.28,0.005080451
19/04/2011,53.01,0.006244698
18/04/2011,52.68,-0.003789319
15/04/2011,52.88,0.013517579
14/04/2011,52.17,0.008469733
13/04/2011,51.73,-0.001545297
12/04/2011,51.81,-0.003660538
11/04/2011,52,0.000962001
08/04/2011,51.95,-0.009197229
07/04/2011,52.43,-0.005895234
06/04/2011,52.74,-0.00113701
05/04/2011,52.8,0.007413778
04/04/2011,52.41,0.002101042
01/04/2011,52.3,-0.002673288
31/03/2011,52.44,0.00114482
30/03/2011,52.38,0.009977059
29/03/2011,51.86,0.004057585
28/03/2011,51.65,0.006604531
25/03/2011,51.31,0.010974047
24/03/2011,50.75,0.005928871
23/03/2011,50.45,-0.010254478
22/03/2011,50.97,-0.015187208
21/03/2011,51.75,0.001160093
18/03/2011,51.69,0.015401416
17/03/2011,50.9,0.004923693
16/03/2011,50.65,-0.021485201
15/03/2011,51.75,-0.006932437
14/03/2011,52.11,-0.000959049
11/03/2011,52.16,0.010019352
10/03/2011,51.64,-0.009827615
09/03/2011,52.15,0.003265152
08/03/2011,51.98,0.013558217
07/03/2011,51.28,-0.002920847
04/03/2011,51.43,0.001946283
03/03/2011,51.33,0.009002018
02/03/2011,50.87,0.000393236
01/03/2011,50.85,-0.026585441
28/02/2011,52.22,0.026388803
25/02/2011,50.86,0.021664367
24/02/2011,49.77,0.000200944
23/02/2011,49.76,-0.007607644
22/02/2011,50.14,-0.002191454
18/02/2011,50.25,0.014230123
17/02/2011,49.54,-0.008842501
16/02/2011,49.98,0.009650256
15/02/2011,49.5,0.006079046
14/02/2011,49.2,-0.003854351
11/02/2011,49.39,-0.00020245
10/02/2011,49.4,0
09/02/2011,49.4,0.007314133
08/02/2011,49.04,0.006546668
07/02/2011,48.72,0.008451045
04/02/2011,48.31,-0.021096533
03/02/2011,49.34,0.004672431
02/02/2011,49.11,-0.00972652
01/02/2011,49.59,0.010337581
31/01/2011,49.08,0.011887822
28/01/2011,48.5,-0.013719883
27/01/2011,49.17,0.012277625
26/01/2011,48.57,0.001442258
