Date,Close,SHW
25/11/2013,184.84,-0.014661523
22/11/2013,187.57,0.005292008
21/11/2013,186.58,0.010452118
20/11/2013,184.64,-0.005616779
19/11/2013,185.68,-0.000861326
18/11/2013,185.84,-0.005527099
15/11/2013,186.87,-0.000748903
14/11/2013,187.01,0.008754319
13/11/2013,185.38,0.004758309
12/11/2013,184.5,0.000704855
11/11/2013,184.37,-0.006164181
08/11/2013,185.51,0.024501267
07/11/2013,181.02,-0.02466297
06/11/2013,185.54,0.005295878
05/11/2013,184.56,-0.007879581
04/11/2013,186.02,0.007283746
01/11/2013,184.67,-0.017871514
31/10/2013,188,-0.00249688
30/10/2013,188.47,-0.031184789
29/10/2013,194.44,0.008366521
28/10/2013,192.82,-0.011601357
25/10/2013,195.07,0.042249852
24/10/2013,187,0.013134003
23/10/2013,184.56,-0.009812986
22/10/2013,186.38,0.017154564
21/10/2013,183.21,-0.007341578
18/10/2013,184.56,-0.002381211
17/10/2013,185,0.019430805
16/10/2013,181.44,0.007523824
15/10/2013,180.08,-5.55293E-05
14/10/2013,180.09,-0.000444124
11/10/2013,180.17,0.004896243
10/10/2013,179.29,0.022448771
09/10/2013,175.31,-0.006481715
08/10/2013,176.45,-0.027115568
07/10/2013,181.3,-0.028170877
04/10/2013,186.48,0.019275096
03/10/2013,182.92,-0.009629845
02/10/2013,184.69,0.000920885
01/10/2013,184.52,0.012762649
30/09/2013,182.18,0.009652318
27/09/2013,180.43,-0.011571652
26/09/2013,182.53,0.014735773
25/09/2013,179.86,-0.00077808
24/09/2013,180,-0.008298803
23/09/2013,181.5,0.007687878
20/09/2013,180.11,-0.008128553
19/09/2013,181.58,-0.002530115
18/09/2013,182.04,0.035562285
17/09/2013,175.68,-0.010306451
16/09/2013,177.5,0.014641882
13/09/2013,174.92,0.001659277
12/09/2013,174.63,-0.011274462
11/09/2013,176.61,0.007844515
10/09/2013,175.23,0.001827841
09/09/2013,174.91,0.012773476
06/09/2013,172.69,-0.009624048
05/09/2013,174.36,0.011594834
04/09/2013,172.35,0.00739601
03/09/2013,171.08,-0.007686075
30/08/2013,172.4,0.002032226
29/08/2013,172.05,0.015699461
28/08/2013,169.37,0.01289497
27/08/2013,167.2,-0.027431303
26/08/2013,171.85,-0.003891168
23/08/2013,172.52,0.003542088
22/08/2013,171.91,0.00466446
21/08/2013,171.11,-0.00466446
20/08/2013,171.91,0.025868337
19/08/2013,167.52,-0.006959964
16/08/2013,168.69,-0.001717654
15/08/2013,168.98,-0.006370951
14/08/2013,170.06,-0.033138785
13/08/2013,175.79,-0.011594169
12/08/2013,177.84,0.004339135
09/08/2013,177.07,-0.000451697
08/08/2013,177.15,0.00930081
07/08/2013,175.51,-0.009413702
06/08/2013,177.17,0.001920905
05/08/2013,176.83,-0.012476277
02/08/2013,179.05,0.014740899
01/08/2013,176.43,0.012892363
31/07/2013,174.17,-0.004639848
30/07/2013,174.98,0.003836358
29/07/2013,174.31,0.008526871
26/07/2013,172.83,-0.000636261
25/07/2013,172.94,0.00510146
24/07/2013,172.06,0.001512244
23/07/2013,171.8,0.00145624
22/07/2013,171.55,-0.007607249
19/07/2013,172.86,0.028875246
18/07/2013,167.94,-0.086917093
17/07/2013,183.19,0.002350049
16/07/2013,182.76,-0.008933494
15/07/2013,184.4,-0.015924589
12/07/2013,187.36,0.0025652
11/07/2013,186.88,0.010922014
10/07/2013,184.85,0.006186258
09/07/2013,183.71,0.007704746
08/07/2013,182.3,-0.000986896
05/07/2013,182.48,0.014573011
03/07/2013,179.84,0.001168387
02/07/2013,179.63,0.0058625
01/07/2013,178.58,0.011149392
28/06/2013,176.6,-0.014503599
27/06/2013,179.18,0.00598955
26/06/2013,178.11,0.013168124
25/06/2013,175.78,0.011212932
24/06/2013,173.82,0.004150819
21/06/2013,173.1,-0.01604619
20/06/2013,175.9,-0.032606417
19/06/2013,181.73,-0.014042796
18/06/2013,184.3,0.004513698
17/06/2013,183.47,0.002073331
14/06/2013,183.09,-0.007563221
13/06/2013,184.48,0.034522314
12/06/2013,178.22,-0.017906278
11/06/2013,181.44,-0.013303966
10/06/2013,183.87,0.003323077
07/06/2013,183.26,0.009705354
06/06/2013,181.49,0.014205888
05/06/2013,178.93,-0.0203033
04/06/2013,182.6,-0.025413641
03/06/2013,187.3,-0.006545536
31/05/2013,188.53,-0.012702097
30/05/2013,190.94,0.004987803
29/05/2013,189.99,-0.010002964
28/05/2013,191.9,0.014169746
24/05/2013,189.2,0.016627968
23/05/2013,186.08,-0.005626874
22/05/2013,187.13,-0.014957317
21/05/2013,189.95,0.006549434
20/05/2013,188.71,-0.01111913
17/05/2013,190.82,0.004411772
16/05/2013,189.98,-0.018668738
15/05/2013,193.56,0.000103332
14/05/2013,193.54,0.030639266
13/05/2013,187.7,-0.001597019
10/05/2013,188,-0.002125399
09/05/2013,188.4,-0.006454707
08/05/2013,189.62,0.001794669
07/05/2013,189.28,0.008009591
06/05/2013,187.77,-0.001117765
03/05/2013,187.98,0.020693544
02/05/2013,184.13,0.016592665
01/05/2013,181.1,-0.0110377
30/04/2013,183.11,0.002186869
29/04/2013,182.71,-0.00278742
26/04/2013,183.22,-0.00549736
25/04/2013,184.23,0.017522214
24/04/2013,181.03,-0.00231737
23/04/2013,181.45,0.004197278
22/04/2013,180.69,0.009173611
19/04/2013,179.04,0.02350922
18/04/2013,174.88,0.02307995
17/04/2013,170.89,-0.021076572
16/04/2013,174.53,0.034508291
15/04/2013,168.61,-0.012553576
12/04/2013,170.74,-0.001638577
11/04/2013,171.02,0.016210677
10/04/2013,168.27,0.011535946
09/04/2013,166.34,0.003070719
08/04/2013,165.83,6.03045E-05
05/04/2013,165.82,0.001206855
04/04/2013,165.62,0.00405361
03/04/2013,164.95,-0.017785724
02/04/2013,167.91,0.002026947
01/04/2013,167.57,-0.007846441
28/03/2013,168.89,-0.002306533
27/03/2013,169.28,-0.000767664
26/03/2013,169.41,0.007108614
25/03/2013,168.21,0.000237826
22/03/2013,168.17,-0.004390656
21/03/2013,168.91,-0.018825879
20/03/2013,172.12,0.015456982
19/03/2013,169.48,-0.002416243
18/03/2013,169.89,0.00714774
15/03/2013,168.68,-0.002309401
14/03/2013,169.07,-0.000177426
13/03/2013,169.1,0.008731086
12/03/2013,167.63,-0.000596374
11/03/2013,167.73,0.011090908
08/03/2013,165.88,0.006289329
07/03/2013,164.84,0.006512302
06/03/2013,163.77,-0.006633624
05/03/2013,164.86,-0.003149227
04/03/2013,165.38,0.017690939
01/03/2013,162.48,0.005492654
28/02/2013,161.59,0.002230346
27/02/2013,161.23,0.033360599
26/02/2013,155.94,0.010313357
25/02/2013,154.34,-0.022487254
22/02/2013,157.85,0.012366297
21/02/2013,155.91,-0.021698605
20/02/2013,159.33,-0.029498475
19/02/2013,164.1,-0.015719792
15/02/2013,166.7,0.018343584
14/02/2013,163.67,-0.010816829
13/02/2013,165.45,0.004725563
12/02/2013,164.67,0.001032901
11/02/2013,164.5,0.004447566
08/02/2013,163.77,0.005387878
07/02/2013,162.89,-0.000736422
06/02/2013,163.01,-0.000919766
05/02/2013,163.16,-0.000490196
04/02/2013,163.24,-0.003668831
01/02/2013,163.84,0.010430182
31/01/2013,162.14,-0.001047927
30/01/2013,162.31,-0.005223228
29/01/2013,163.16,-0.005683743
28/01/2013,164.09,-0.008616558
25/01/2013,165.51,-0.001690311
24/01/2013,165.79,0.005928632
23/01/2013,164.81,0.006757811
22/01/2013,163.7,-0.001952887
18/01/2013,164.02,0.007220248
17/01/2013,162.84,0.008634567
16/01/2013,161.44,0.002604976
15/01/2013,161.02,-0.000993172
14/01/2013,161.18,-0.000620232
11/01/2013,161.28,-0.006674107
10/01/2013,162.36,0.001170924
09/01/2013,162.17,0.007489281
08/01/2013,160.96,0.015464387
07/01/2013,158.49,-0.001954049
04/01/2013,158.8,0.023317614
03/01/2013,155.14,-0.009877574
02/01/2013,156.68,0.018422421
31/12/2012,153.82,0.018238385
28/12/2012,151.04,-0.011126954
27/12/2012,152.73,0.000851538
26/12/2012,152.6,-0.00045861
24/12/2012,152.67,0.007495104
21/12/2012,151.53,-0.005856243
20/12/2012,152.42,0.01647135
19/12/2012,149.93,-0.015224017
18/12/2012,152.23,-0.007851902
17/12/2012,153.43,0.034479315
14/12/2012,148.23,0.006497485
13/12/2012,147.27,-0.004065873
12/12/2012,147.87,-0.013501465
11/12/2012,149.88,0.000667423
10/12/2012,149.78,0.005624011
07/12/2012,148.94,-0.01519219
06/12/2012,151.22,0.008700616
05/12/2012,149.91,-0.008237607
04/12/2012,151.15,-0.006988425
03/12/2012,152.21,-0.002034589
30/11/2012,152.52,-0.007576783
29/11/2012,153.68,-0.018502929
28/11/2012,156.55,-0.003825315
27/11/2012,157.15,-0.005330977
26/11/2012,157.99,-0.003790516
23/11/2012,158.59,0.007277822
21/11/2012,157.44,-0.003360708
20/11/2012,157.97,0.006095644
19/11/2012,157.01,0.035261933
16/11/2012,151.57,0.017705468
15/11/2012,148.91,-0.004021184
14/11/2012,149.51,-0.016846134
13/11/2012,152.05,0.019860505
12/11/2012,149.06,0.056724415
09/11/2012,140.84,-0.007991273
08/11/2012,141.97,-0.013294346
07/11/2012,143.87,0.003830222
06/11/2012,143.32,-0.004733407
05/11/2012,144,0.013986242
02/11/2012,142,-0.011134959
01/11/2012,143.59,0.007058771
31/10/2012,142.58,0.020907179
26/10/2012,139.63,-0.002646356
25/10/2012,140,-0.080657903
24/10/2012,151.76,0.01573999
23/10/2012,149.39,-0.008066979
22/10/2012,150.6,0.000597788
19/10/2012,150.51,-0.016604453
18/10/2012,153.03,-0.007681329
17/10/2012,154.21,0.004093706
16/10/2012,153.58,0.013371987
15/10/2012,151.54,0.015427889
12/10/2012,149.22,-0.000468996
11/10/2012,149.29,-0.007607137
10/10/2012,150.43,0.003662886
09/10/2012,149.88,-0.015557561
08/10/2012,152.23,-0.022474316
05/10/2012,155.69,0.008579314
04/10/2012,154.36,0.010092217
03/10/2012,152.81,0.028071786
02/10/2012,148.58,0.002560821
01/10/2012,148.2,-0.004779384
28/09/2012,148.91,0.001209515
27/09/2012,148.73,0.016404923
26/09/2012,146.31,-0.010335307
25/09/2012,147.83,-0.010564308
24/09/2012,149.4,-0.004407941
21/09/2012,150.06,0.013215017
20/09/2012,148.09,-0.006461623
19/09/2012,149.05,0.024174464
18/09/2012,145.49,-0.003567757
17/09/2012,146.01,-0.001437224
14/09/2012,146.22,0.00363126
13/09/2012,145.69,0.011320615
12/09/2012,144.05,0.0153903
11/09/2012,141.85,-0.013305518
10/09/2012,143.75,0.00362395
07/09/2012,143.23,-0.006472064
06/09/2012,144.16,0.014885491
05/09/2012,142.03,-0.007784869
04/09/2012,143.14,0.000419258
31/08/2012,143.08,0.007576857
30/08/2012,142,-0.017660041
29/08/2012,144.53,0.014074926
28/08/2012,142.51,-0.000631335
27/08/2012,142.6,-0.000210357
24/08/2012,142.63,0.019969507
23/08/2012,139.81,0.003152091
22/08/2012,139.37,0.011328909
21/08/2012,137.8,-0.014910061
20/08/2012,139.87,-0.005703302
17/08/2012,140.67,0.011007974
16/08/2012,139.13,0.005477491
15/08/2012,138.37,-0.021378571
14/08/2012,141.36,0.002691792
13/08/2012,140.98,-0.003257563
10/08/2012,141.44,0.002194147
09/08/2012,141.13,0.002341008
08/08/2012,140.8,0.014450498
07/08/2012,138.78,0.024582732
06/08/2012,135.41,-0.004935735
03/08/2012,136.08,0.012645759
02/08/2012,134.37,0.006795381
01/08/2012,133.46,-0.006646528
31/07/2012,134.35,-0.008080403
30/07/2012,135.44,0.00147776
27/07/2012,135.24,0.01542447
26/07/2012,133.17,0.027096566
25/07/2012,129.61,-0.014781046
24/07/2012,131.54,0.002969282
23/07/2012,131.15,-0.003197323
20/07/2012,131.57,-0.006515175
19/07/2012,132.43,0.03676206
18/07/2012,127.65,-0.008347359
17/07/2012,128.72,0.011643031
16/07/2012,127.23,-0.022614322
13/07/2012,130.14,0.009961857
12/07/2012,128.85,0.005603564
11/07/2012,128.13,-0.013026469
10/07/2012,129.81,-0.002999887
09/07/2012,130.2,-0.019923098
06/07/2012,132.82,-0.001279109
05/07/2012,132.99,0.003766767
03/07/2012,132.49,0.001737489
02/07/2012,132.26,-0.000680246
29/06/2012,132.35,0.016762297
28/06/2012,130.15,0.005083973
27/06/2012,129.49,-0.006235826
26/06/2012,130.3,0.022821762
25/06/2012,127.36,-0.003996401
22/06/2012,127.87,0.011641758
21/06/2012,126.39,-0.032077488
20/06/2012,130.51,-0.010139214
19/06/2012,131.84,-0.003331822
18/06/2012,132.28,0.020931174
15/06/2012,129.54,0.001699761
14/06/2012,129.32,-0.005167572
13/06/2012,129.99,-0.022966789
12/06/2012,133.01,0.021275782
11/06/2012,130.21,-0.00924977
08/06/2012,131.42,0.010325534
07/06/2012,130.07,0.009579061
06/06/2012,128.83,0.004278331
05/06/2012,128.28,0.018965747
04/06/2012,125.87,0.010060768
01/06/2012,124.61,-0.039572518
31/05/2012,129.64,0.016645014
30/05/2012,127.5,-0.015332829
29/05/2012,129.47,0.024709991
25/05/2012,126.31,0.007788944
24/05/2012,125.33,0.00825226
23/05/2012,124.3,0.042398726
22/05/2012,119.14,0.002689529
21/05/2012,118.82,0.023416286
18/05/2012,116.07,0.00431705
17/05/2012,115.57,-0.021062422
16/05/2012,118.03,-0.003383239
15/05/2012,118.43,-0.017659579
14/05/2012,120.54,-0.01792369
11/05/2012,122.72,-0.002035086
10/05/2012,122.97,-0.008341142
09/05/2012,124,0.008259825
08/05/2012,122.98,0.011038091
07/05/2012,121.63,0.004284426
04/05/2012,121.11,-0.006501813
03/05/2012,121.9,0.00295761
02/05/2012,121.54,0.007847065
01/05/2012,120.59,0.002574004
30/04/2012,120.28,-0.005885539
27/04/2012,120.99,0.004473168
26/04/2012,120.45,0.001246106
25/04/2012,120.3,0.017948985
24/04/2012,118.16,0.001185537
23/04/2012,118.02,-0.003130158
20/04/2012,118.39,0.014120684
19/04/2012,116.73,-0.003591589
18/04/2012,117.15,-0.003748833
17/04/2012,117.59,0.00187266
16/04/2012,117.37,0.006410552
13/04/2012,116.62,0.008957855
12/04/2012,115.58,0.006597246
11/04/2012,114.82,0.05210955
10/04/2012,108.99,-0.025723726
09/04/2012,111.83,0.009523882
05/04/2012,110.77,0.00761218
04/04/2012,109.93,0.00483291
03/04/2012,109.4,-0.00374071
02/04/2012,109.81,0.010435833
30/03/2012,108.67,-0.004956867
29/03/2012,109.21,0.007813617
28/03/2012,108.36,-0.011378357
27/03/2012,109.6,0
26/03/2012,109.6,0.018416727
23/03/2012,107.6,0.003071627
22/03/2012,107.27,0.001866194
21/03/2012,107.07,-0.000933533
20/03/2012,107.17,-0.00372544
19/03/2012,107.57,0.008683123
16/03/2012,106.64,-0.011375414
15/03/2012,107.86,0.006231129
14/03/2012,107.19,-0.000466353
13/03/2012,107.24,0.002147025
12/03/2012,107.01,0.009200215
09/03/2012,106.03,0.005485166
08/03/2012,105.45,-0.006616281
07/03/2012,106.15,0.029153797
06/03/2012,103.1,0.00398465
05/03/2012,102.69,0.00243748
02/03/2012,102.44,-0.010873894
01/03/2012,103.56,0.003966915
29/02/2012,103.15,0.007590539
28/02/2012,102.37,-0.009334049
27/02/2012,103.33,0.02221335
24/02/2012,101.06,0.000990001
23/02/2012,100.96,0.009854258
22/02/2012,99.97,-0.00608329
21/02/2012,100.58,0.002588354
17/02/2012,100.32,0.005798277
16/02/2012,99.74,0.005227193
15/02/2012,99.22,-0.005828576
14/02/2012,99.8,0.006534328
13/02/2012,99.15,0.007897975
10/02/2012,98.37,-0.011421765
09/02/2012,99.5,0.005441916
08/02/2012,98.96,0.004862246
07/02/2012,98.48,0.00754259
06/02/2012,97.74,-0.00030689
03/02/2012,97.77,0.008938263
02/02/2012,96.9,-0.006377966
01/02/2012,97.52,-0.000102538
31/01/2012,97.53,0.007926337
30/01/2012,96.76,-0.004537026
27/01/2012,97.2,-0.008502843
26/01/2012,98.03,0.020300558
25/01/2012,96.06,0.006684796
24/01/2012,95.42,0.003674738
23/01/2012,95.07,-0.00545475
20/01/2012,95.59,-0.017422405
19/01/2012,97.27,0.011061259
18/01/2012,96.2,0.008665294
17/01/2012,95.37,0.002519686
13/01/2012,95.13,-0.01253542
12/01/2012,96.33,0.005308365
11/01/2012,95.82,0.013871597
10/01/2012,94.5,0.013637544
09/01/2012,93.22,0.007753646
06/01/2012,92.5,-0.001512369
05/01/2012,92.64,0.007693596
04/01/2012,91.93,0.010167911
03/01/2012,91,0.019194021
30/12/2011,89.27,-0.004136164
29/12/2011,89.64,0.004808508
28/12/2011,89.21,-0.009705023
27/12/2011,90.08,0.004450386
23/12/2011,89.68,0.013019264
22/12/2011,88.52,0.012161314
21/12/2011,87.45,0.006884709
20/12/2011,86.85,0.029800628
19/12/2011,84.3,-0.004025103
16/12/2011,84.64,0.00937748
15/12/2011,83.85,0.003703929
14/12/2011,83.54,-0.003107448
13/12/2011,83.8,-0.01339438
12/12/2011,84.93,-0.016697218
09/12/2011,86.36,0.009540503
08/12/2011,85.54,-0.008150004
07/12/2011,86.24,-0.000695491
06/12/2011,86.3,0.008144315
05/12/2011,85.6,-0.003149242
02/12/2011,85.87,-0.001512772
01/12/2011,86,-0.009604888
30/11/2011,86.83,0.030044928
29/11/2011,84.26,0.007504949
28/11/2011,83.63,-0.000119567
25/11/2011,83.64,0.005995941
23/11/2011,83.14,-0.018707725
22/11/2011,84.71,0.008178793
21/11/2011,84.02,-0.001189485
18/11/2011,84.12,0.001665676
17/11/2011,83.98,-0.008536926
16/11/2011,84.7,-0.015464226
15/11/2011,86.02,0.000348817
14/11/2011,85.99,-0.006837832
11/11/2011,86.58,0.008117869
10/11/2011,85.88,0.010888125
09/11/2011,84.95,-0.02062169
08/11/2011,86.72,0.004044144
07/11/2011,86.37,0.001042572
04/11/2011,86.28,0.004763297
03/11/2011,85.87,0.027508966
02/11/2011,83.54,0.023128718
01/11/2011,81.63,-0.013143672
31/10/2011,82.71,-0.018329354
28/10/2011,84.24,0.01410663
27/10/2011,83.06,0.014674934
26/10/2011,81.85,-0.015757902
25/10/2011,83.15,0.019062072
24/10/2011,81.58,-0.005013155
21/10/2011,81.99,0.030588726
20/10/2011,79.52,0.027926584
19/10/2011,77.33,-0.027926584
18/10/2011,79.52,0.023024613
17/10/2011,77.71,-0.02954256
14/10/2011,80.04,0.00626647
13/10/2011,79.54,-0.007515065
12/10/2011,80.14,0.006384199
11/10/2011,79.63,-0.001756588
10/10/2011,79.77,0.001631015
07/10/2011,79.64,-0.001756367
06/10/2011,79.78,0.007801726
05/10/2011,79.16,0.042449771
04/10/2011,75.87,0.02698534
03/10/2011,73.85,-0.006344086
30/09/2011,74.32,-0.026292844
29/09/2011,76.3,-0.001309758
28/09/2011,76.4,0.002752476
27/09/2011,76.19,-0.00118056
26/09/2011,76.28,0.066393063
23/09/2011,71.38,0.019665343
22/09/2011,69.99,-0.020365574
21/09/2011,71.43,-0.038450432
20/09/2011,74.23,-0.005910024
19/09/2011,74.67,-0.009330913
16/09/2011,75.37,-0.004368843
15/09/2011,75.7,-0.008025831
14/09/2011,76.31,0.030738898
13/09/2011,74,0.008686265
12/09/2011,73.36,0.006839036
09/09/2011,72.86,-0.015525302
08/09/2011,74,-0.004449546
07/09/2011,74.33,0.026032134
06/09/2011,72.42,-0.002620149
02/09/2011,72.61,-0.020042937
01/09/2011,74.08,-0.022160832
31/08/2011,75.74,0.007421184
30/08/2011,75.18,-0.002922037
29/08/2011,75.4,0.023211614
26/08/2011,73.67,0.016284999
25/08/2011,72.48,-0.018319036
24/08/2011,73.82,0.015425874
23/08/2011,72.69,0.025356611
22/08/2011,70.87,0.018513773
19/08/2011,69.57,-0.020768883
18/08/2011,71.03,-0.034863124
17/08/2011,73.55,-0.016718739
16/08/2011,74.79,-0.005732967
15/08/2011,75.22,-0.007153296
12/08/2011,75.76,0.031510283
11/08/2011,73.41,0.040022015
10/08/2011,70.53,-0.037020648
09/08/2011,73.19,0.03192942
08/08/2011,70.89,-0.055424965
05/08/2011,74.93,0.009520689
04/08/2011,74.22,-0.017363866
03/08/2011,75.52,0.017633372
02/08/2011,74.2,-0.03339828
01/08/2011,76.72,-0.00584835
29/07/2011,77.17,-0.000518202
28/07/2011,77.21,-0.005553776
27/07/2011,77.64,-0.016605312
26/07/2011,78.94,-0.01096074
25/07/2011,79.81,0.002132331
22/07/2011,79.64,-0.016932675
21/07/2011,81,-0.046200099
20/07/2011,84.83,-0.002825193
19/07/2011,85.07,0.019706241
18/07/2011,83.41,0.002520858
15/07/2011,83.2,0.000962001
14/07/2011,83.12,-0.006116961
13/07/2011,83.63,-0.001553259
12/07/2011,83.76,-0.005358112
11/07/2011,84.21,-0.010395841
08/07/2011,85.09,-0.010172552
07/07/2011,85.96,0.007355979
06/07/2011,85.33,0.006112632
05/07/2011,84.81,-0.010322672
01/07/2011,85.69,0.021468152
30/06/2011,83.87,0.014532172
29/06/2011,82.66,-0.010230576
28/06/2011,83.51,0.007572607
27/06/2011,82.88,-0.014969443
24/06/2011,84.13,-0.007342525
23/06/2011,84.75,0.020865138
22/06/2011,83,-0.004447925
21/06/2011,83.37,0.00565347
20/06/2011,82.9,0.004836769
17/06/2011,82.5,0.005957102
16/06/2011,82.01,0.008449202
15/06/2011,81.32,-0.015617692
14/06/2011,82.6,0.014880138
13/06/2011,81.38,-0.002332005
10/06/2011,81.57,-0.008544974
09/06/2011,82.27,0.00243398
08/06/2011,82.07,-0.012833106
07/06/2011,83.13,0.004702487
06/06/2011,82.74,-0.014756431
03/06/2011,83.97,-0.016418015
02/06/2011,85.36,-0.00816712
01/06/2011,86.06,-0.02047225
31/05/2011,87.84,0.024080892
27/05/2011,85.75,0.020857411
26/05/2011,83.98,0.00023818
25/05/2011,83.96,0.003340495
24/05/2011,83.68,-0.019408893
23/05/2011,85.32,-0.005493556
20/05/2011,85.79,-0.008357565
19/05/2011,86.51,0.00544771
18/05/2011,86.04,0.005127021
17/05/2011,85.6,-0.003382125
16/05/2011,85.89,-0.00360277
13/05/2011,86.2,0.000928505
12/05/2011,86.12,0.015799966
11/05/2011,84.77,-0.009509904
10/05/2011,85.58,0.017563957
09/05/2011,84.09,0.000832788
06/05/2011,84.02,0.005849017
05/05/2011,83.53,0.00239722
04/05/2011,83.33,0.001080627
03/05/2011,83.24,0.003248905
02/05/2011,82.97,0.008229503
29/04/2011,82.29,-0.0053327
28/04/2011,82.73,0.008009752
27/04/2011,82.07,-0.007163267
26/04/2011,82.66,-0.006271125
25/04/2011,83.18,-0.006112562
21/04/2011,83.69,-0.02489951
20/04/2011,85.8,0.008662117
19/04/2011,85.06,0.008975025
18/04/2011,84.3,-0.016470961
15/04/2011,85.7,0.016470961
14/04/2011,84.3,0.004756252
13/04/2011,83.9,0.000238407
12/04/2011,83.88,-0.009256029
11/04/2011,84.66,-0.0037727
08/04/2011,84.98,-0.00375852
07/04/2011,85.3,-0.002341921
06/04/2011,85.5,0.00363232
05/04/2011,85.19,-0.004100047
04/04/2011,85.54,0.001755105
01/04/2011,85.39,0.016531254
31/03/2011,83.99,-0.002378405
30/03/2011,84.19,0.003808168
29/03/2011,83.87,0.002387491
28/03/2011,83.67,-0.002148998
25/03/2011,83.85,0.001790511
24/03/2011,83.7,0.00839837
23/03/2011,83,0.006163534
22/03/2011,82.49,0.003643434
21/03/2011,82.19,0.016438054
18/03/2011,80.85,0.001237624
17/03/2011,80.75,0.001115173
16/03/2011,80.66,-0.020006804
15/03/2011,82.29,0.004994833
14/03/2011,81.88,-0.010690092
11/03/2011,82.76,0.013135679
10/03/2011,81.68,-0.00207913
09/03/2011,81.85,0.005635888
08/03/2011,81.39,0.017225781
07/03/2011,80,-0.011434378
04/03/2011,80.92,-0.010204797
03/03/2011,81.75,0.02389171
02/03/2011,79.82,-0.007737465
01/03/2011,80.44,-0.020670027
28/02/2011,82.12,0.00512759
25/02/2011,81.7,0.007124462
24/02/2011,81.12,-0.018685284
23/02/2011,82.65,-0.016797036
22/02/2011,84.05,-0.011592276
18/02/2011,85.03,-0.00105789
17/02/2011,85.12,0.006482432
16/02/2011,84.57,0.000236518
15/02/2011,84.55,-0.008596885
14/02/2011,85.28,-0.006428635
11/02/2011,85.83,0.005725318
10/02/2011,85.34,0.010365228
09/02/2011,84.46,0.003439486
08/02/2011,84.17,0.002378971
07/02/2011,83.97,-0.001665874
04/02/2011,84.11,0.002023208
03/02/2011,83.94,0.001311319
02/02/2011,83.83,-0.009970409
01/02/2011,84.67,-0.000708383
31/01/2011,84.73,0.003191681
28/01/2011,84.46,-0.014574776
27/01/2011,85.7,0.009732152
