Date,Close,DNR
28/01/2013,18.36,-0.007596347
25/01/2013,18.5,0.015799838
24/01/2013,18.21,-0.000548998
23/01/2013,18.22,-0.017410668
22/01/2013,18.54,0.019058568
18/01/2013,18.19,0.010500235
17/01/2013,18,0.011173301
16/01/2013,17.8,0.00224972
15/01/2013,17.76,0.050819248
14/01/2013,16.88,0.0155227
11/01/2013,16.62,-0.010772097
10/01/2013,16.8,0.012578782
09/01/2013,16.59,-0.007207238
08/01/2013,16.71,0.002996706
07/01/2013,16.66,-0.006580939
04/01/2013,16.77,0.016231195
03/01/2013,16.5,0
02/01/2013,16.5,0.018349139
31/12/2012,16.2,0.037740328
28/12/2012,15.6,-0.020305266
27/12/2012,15.92,-0.009377999
26/12/2012,16.07,0.000622471
24/12/2012,16.06,-0.012991213
21/12/2012,16.27,-0.006738157
20/12/2012,16.38,0.00796817
19/12/2012,16.25,-0.008578484
18/12/2012,16.39,0.020339684
17/12/2012,16.06,0.011271253
14/12/2012,15.88,0.00126024
13/12/2012,15.86,-0.008788506
12/12/2012,16,0
11/12/2012,16,0.005012542
10/12/2012,15.92,0.008832865
07/12/2012,15.78,0.019840651
06/12/2012,15.47,-0.006443321
05/12/2012,15.57,0.022735633
04/12/2012,15.22,-0.009807205
03/12/2012,15.37,-0.003896109
30/11/2012,15.43,0.00584987
29/11/2012,15.34,0.004573677
28/11/2012,15.27,0.014512128
27/11/2012,15.05,-0.019085805
26/11/2012,15.34,-0.025741447
23/11/2012,15.74,0.015365219
21/11/2012,15.5,0.00972455
20/11/2012,15.35,-0.00972455
19/11/2012,15.5,0.046212843
16/11/2012,14.8,0.032970019
15/11/2012,14.32,-0.00695897
14/11/2012,14.42,-0.008974862
13/11/2012,14.55,-0.012973893
12/11/2012,14.74,-0.014815086
09/11/2012,14.96,0.012105057
08/11/2012,14.78,-0.014775286
07/11/2012,15,-0.021108963
06/11/2012,15.32,-0.014901474
05/11/2012,15.55,0.001287001
02/11/2012,15.53,-0.008974419
01/11/2012,15.67,0.021936363
31/10/2012,15.33,0.006544526
26/10/2012,15.23,-0.003277617
25/10/2012,15.28,0.003277617
24/10/2012,15.23,-0.013694378
23/10/2012,15.44,-0.029986298
22/10/2012,15.91,-0.018680493
19/10/2012,16.21,-0.02377436
18/10/2012,16.6,-0.00839837
17/10/2012,16.74,-0.00119403
16/10/2012,16.76,0.033366759
15/10/2012,16.21,0.001234568
12/10/2012,16.19,0.001236094
11/10/2012,16.17,0.007448824
10/10/2012,16.05,-0.0324883
09/10/2012,16.58,0.015193243
08/10/2012,16.33,-0.001835424
05/10/2012,16.36,-0.002442004
04/10/2012,16.4,0.020327155
03/10/2012,16.07,-0.022154752
02/10/2012,16.43,0.001218027
01/10/2012,16.41,0.015351852
28/09/2012,16.16,-0.023242637
27/09/2012,16.54,0.030696087
26/09/2012,16.04,-0.028880655
25/09/2012,16.51,-0.017412628
24/09/2012,16.8,-0.032789823
21/09/2012,17.36,0.001152738
20/09/2012,17.34,0.036410364
19/09/2012,16.72,-0.007151401
18/09/2012,16.84,-0.025792755
17/09/2012,17.28,-0.02118602
14/09/2012,17.65,0.03165732
13/09/2012,17.1,0.033296774
12/09/2012,16.54,-0.008428707
11/09/2012,16.68,0.045378724
10/09/2012,15.94,-0.018645661
07/09/2012,16.24,0.027467395
06/09/2012,15.8,0.024993291
05/09/2012,15.41,0
04/09/2012,15.41,-0.005178005
31/08/2012,15.49,0.027488642
30/08/2012,15.07,-0.015800197
29/08/2012,15.31,-0.019405525
28/08/2012,15.61,0.017447939
27/08/2012,15.34,-0.014239723
24/08/2012,15.56,0.012285961
23/08/2012,15.37,-0.015494177
22/08/2012,15.61,-0.008928631
21/08/2012,15.75,-0.003802286
20/08/2012,15.81,0.001899336
17/08/2012,15.78,0.003173598
16/08/2012,15.73,0.013440202
15/08/2012,15.52,0.006464147
14/08/2012,15.42,0.005853675
13/08/2012,15.33,-0.032095181
10/08/2012,15.83,0.007609422
09/08/2012,15.71,-0.027003211
08/08/2012,16.14,0.018762276
07/08/2012,15.84,0.015908703
06/08/2012,15.59,0
03/08/2012,15.59,0.052002502
02/08/2012,14.8,-0.039740329
01/08/2012,15.4,0.018349139
31/07/2012,15.12,-0.024821653
30/07/2012,15.5,-0.019169916
27/07/2012,15.8,0.020461072
26/07/2012,15.48,0.056474653
25/07/2012,14.63,0.014458083
24/07/2012,14.42,-0.029383733
23/07/2012,14.85,-0.046703654
20/07/2012,15.56,0.003218542
19/07/2012,15.51,0.052277864
18/07/2012,14.72,-0.006770507
17/07/2012,14.82,0.003379523
16/07/2012,14.77,0.037245684
13/07/2012,14.23,0.035041125
12/07/2012,13.74,-0.016600886
11/07/2012,13.97,0.004304167
10/07/2012,13.91,-0.055919529
09/07/2012,14.71,0.004087199
06/07/2012,14.65,-0.028929027
05/07/2012,15.08,-0.043471003
03/07/2012,15.75,0.050792167
02/07/2012,14.97,-0.009308578
29/06/2012,15.11,0.065642152
28/06/2012,14.15,0.000706964
27/06/2012,14.14,0.029424441
26/06/2012,13.73,0.019860896
25/06/2012,13.46,-0.028562908
22/06/2012,13.85,0.0108894
21/06/2012,13.7,-0.071131702
20/06/2012,14.71,-0.020189111
19/06/2012,15.01,0.044966703
18/06/2012,14.35,-0.017956284
15/06/2012,14.61,0.002741606
14/06/2012,14.57,0.024315196
13/06/2012,14.22,-0.029108084
12/06/2012,14.64,0.006166515
11/06/2012,14.55,-0.030459207
08/06/2012,15,-0.006644543
07/06/2012,15.1,-0.022266801
06/06/2012,15.44,0.045718462
05/06/2012,14.75,0.024709562
04/06/2012,14.39,-0.003468613
01/06/2012,14.44,-0.046016237
31/05/2012,15.12,0.010638398
30/05/2012,14.96,-0.062196208
29/05/2012,15.92,0.022872662
25/05/2012,15.56,0.022750412
24/05/2012,15.21,-0.024676577
23/05/2012,15.59,0.002569044
22/05/2012,15.55,-0.012144604
21/05/2012,15.74,0.044827252
18/05/2012,15.05,-0.022339957
17/05/2012,15.39,-0.019305619
16/05/2012,15.69,-0.033221482
15/05/2012,16.22,-0.036323606
14/05/2012,16.82,-0.024083396
11/05/2012,17.23,-0.010966921
10/05/2012,17.42,0.017371601
09/05/2012,17.12,-0.005824128
08/05/2012,17.22,0.000580889
07/05/2012,17.21,-0.00925397
04/05/2012,17.37,-0.031172827
03/05/2012,17.92,-0.071593653
02/05/2012,19.25,-0.012903405
01/05/2012,19.5,0.023872436
30/04/2012,19.04,0.018553408
27/04/2012,18.69,-0.006400022
26/04/2012,18.81,0.011764842
25/04/2012,18.59,0.027817447
24/04/2012,18.08,0.006659292
23/04/2012,17.96,0.009510561
20/04/2012,17.79,-0.011735256
19/04/2012,18,-0.006644543
18/04/2012,18.12,-0.004405293
17/04/2012,18.2,0.011049836
16/04/2012,18,0.005012542
13/04/2012,17.91,-0.030247013
12/04/2012,18.46,0.046004233
11/04/2012,17.63,-0.009596461
10/04/2012,17.8,-0.024418527
09/04/2012,18.24,-0.013613061
05/04/2012,18.49,0.011969675
04/04/2012,18.27,-0.029128273
03/04/2012,18.81,-0.004773279
02/04/2012,18.9,0.036093333
30/03/2012,18.23,0.002196596
29/03/2012,18.19,0.003303968
28/03/2012,18.13,-0.013695092
27/03/2012,18.38,-0.000543922
26/03/2012,18.39,0.003813679
23/03/2012,18.32,0.006022466
22/03/2012,18.21,-0.017959666
21/03/2012,18.54,-0.022400937
20/03/2012,18.96,-0.032687735
19/03/2012,19.59,-0.001020408
16/03/2012,19.61,0.022693083
15/03/2012,19.17,0.005230137
14/03/2012,19.07,-0.00835514
13/03/2012,19.23,0.022082916
12/03/2012,18.81,-0.020000667
09/03/2012,19.19,0.003131527
08/03/2012,19.13,0.015275514
07/03/2012,18.84,0.004255326
06/03/2012,18.76,-0.043802623
05/03/2012,19.6,-0.009647193
02/03/2012,19.79,-0.029377268
01/03/2012,20.38,0.02333191
29/02/2012,19.91,-0.026271647
28/02/2012,20.44,-0.014570437
27/02/2012,20.74,-0.008163311
24/02/2012,20.91,0.009128096
23/02/2012,20.72,0.053531114
22/02/2012,19.64,-0.01566084
21/02/2012,19.95,0.019742479
17/02/2012,19.56,0.004098366
16/02/2012,19.48,0.018130515
15/02/2012,19.13,-0.017103293
14/02/2012,19.46,0.009811594
13/02/2012,19.27,0.006246767
10/02/2012,19.15,-0.005208345
09/02/2012,19.25,-0.010336009
08/02/2012,19.45,-0.019348872
07/02/2012,19.83,0.032285663
06/02/2012,19.2,0.027456846
03/02/2012,18.68,0.004829631
02/02/2012,18.59,-0.020234982
01/02/2012,18.97,0.005815507
31/01/2012,18.86,0.005849525
30/01/2012,18.75,0.009646377
27/01/2012,18.57,-0.002151695
26/01/2012,18.61,-0.025989264
25/01/2012,19.1,0.042240976
24/01/2012,18.31,0.00712527
23/01/2012,18.18,0.026757449
20/01/2012,17.7,0.001696353
19/01/2012,17.67,-0.00451723
18/01/2012,17.75,-0.003935906
17/01/2012,17.82,0.042998885
13/01/2012,17.07,-0.03227946
12/01/2012,17.63,-0.026309942
11/01/2012,18.1,0.001105583
10/01/2012,18.08,0.039486235
09/01/2012,17.38,0.006349228
06/01/2012,17.27,-0.002891011
05/01/2012,17.32,0.032270327
04/01/2012,16.77,0.029040153
03/01/2012,16.29,0.075856679
30/12/2011,15.1,-0.005284028
29/12/2011,15.18,0.011928571
28/12/2011,15,-0.028911343
27/12/2011,15.44,-0.000647459
23/12/2011,15.45,-0.004520511
22/12/2011,15.52,0.006464147
21/12/2011,15.42,0.015028052
20/12/2011,15.19,0.056190753
19/12/2011,14.36,-0.039595616
16/12/2011,14.94,0.031273793
15/12/2011,14.48,0.011111225
14/12/2011,14.32,-0.068806634
13/12/2011,15.34,-0.018088348
12/12/2011,15.62,-0.051165245
09/12/2011,16.44,0.024631787
08/12/2011,16.04,-0.041520005
07/12/2011,16.72,-0.008338345
06/12/2011,16.86,-0.00296121
05/12/2011,16.91,0.01669687
02/12/2011,16.63,-0.004200426
01/12/2011,16.7,-0.011904903
30/11/2011,16.9,0.055975682
29/11/2011,15.98,0.041526247
28/11/2011,15.33,0.068154531
25/11/2011,14.32,-0.007652211
23/11/2011,14.43,-0.040073274
22/11/2011,15.02,-0.034677992
21/11/2011,15.55,-0.020369896
18/11/2011,15.87,-0.005028295
17/11/2011,15.95,-0.066104692
16/11/2011,17.04,0.012994867
15/11/2011,16.82,-0.021177262
14/11/2011,17.18,-0.007538453
11/11/2011,17.31,0.025747473
10/11/2011,16.87,0.021570639
09/11/2011,16.51,-0.055373391
08/11/2011,17.45,0.006323677
07/11/2011,17.34,-0.002304148
04/11/2011,17.38,0.015072749
03/11/2011,17.12,0.067033844
02/11/2011,16.01,0.04994636
01/11/2011,15.23,-0.030393545
31/10/2011,15.7,-0.070689944
28/10/2011,16.85,0.001782002
27/10/2011,16.82,0.07465692
26/10/2011,15.61,0.018100042
25/10/2011,15.33,-0.065027638
24/10/2011,16.36,0.027891489
21/10/2011,15.91,0.077061612
20/10/2011,14.73,-0.005416398
19/10/2011,14.81,-0.008069983
18/10/2011,14.93,0.048723187
17/10/2011,14.22,-0.005610113
14/10/2011,14.3,0.059794547
13/10/2011,13.47,-0.017660503
12/10/2011,13.71,0.042464481
11/10/2011,13.14,0.023095715
10/10/2011,12.84,0.091268514
07/10/2011,11.72,-0.016920877
06/10/2011,11.92,0.066778164
05/10/2011,11.15,-0.01953881
04/10/2011,11.37,0.045891993
03/10/2011,10.86,-0.057260721
30/09/2011,11.5,-0.043392601
29/09/2011,12.01,0.015100958
28/09/2011,11.83,-0.076459992
27/09/2011,12.77,0.04320672
26/09/2011,12.23,0.029877741
23/09/2011,11.87,0.005914677
22/09/2011,11.8,-0.096080299
21/09/2011,12.99,-0.056858993
20/09/2011,13.75,-0.026553408
19/09/2011,14.12,-0.025176155
16/09/2011,14.48,-0.010989122
15/09/2011,14.64,0.029108084
14/09/2011,14.22,0.018453327
13/09/2011,13.96,-0.018453327
12/09/2011,14.22,0.009184098
09/09/2011,14.09,-0.048485951
08/09/2011,14.79,-0.037815451
07/09/2011,15.36,0.068713893
06/09/2011,14.34,-0.040319776
02/09/2011,14.93,-0.050924841
01/09/2011,15.71,-0.015161377
31/08/2011,15.95,0.003768849
30/08/2011,15.89,0.034574507
29/08/2011,15.35,0.057656718
26/08/2011,14.49,0.019512814
25/08/2011,14.21,-0.022269535
24/08/2011,14.53,-0.010270546
23/08/2011,14.68,0.045288129
22/08/2011,14.03,-0.030879647
19/08/2011,14.47,-0.031295071
18/08/2011,14.93,-0.061057923
17/08/2011,15.87,0.001892148
16/08/2011,15.84,-0.010050336
15/08/2011,16,0.029815085
12/08/2011,15.53,-0.015969678
11/08/2011,15.78,0.07430298
10/08/2011,14.65,-0.050576314
09/08/2011,15.41,0.056738607
08/08/2011,14.56,-0.096183924
05/08/2011,16.03,-0.021599112
04/08/2011,16.38,-0.100955222
03/08/2011,18.12,-0.010431058
02/08/2011,18.31,-0.042240976
01/08/2011,19.1,-0.011452494
29/07/2011,19.32,-0.011834458
28/07/2011,19.55,-0.012706651
27/07/2011,19.8,-0.04541748
26/07/2011,20.72,-0.00241022
25/07/2011,20.77,0.001927711
22/07/2011,20.73,-0.005772022
21/07/2011,20.85,0.032661933
20/07/2011,20.18,0.018505154
19/07/2011,19.81,0.031276582
18/07/2011,19.2,-0.016016876
15/07/2011,19.51,0.048303353
14/07/2011,18.59,-0.024968096
13/07/2011,19.06,0.011609629
12/07/2011,18.84,-0.011609629
11/07/2011,19.06,-0.04111576
08/07/2011,19.86,-0.027317318
07/07/2011,20.41,0.02681392
06/07/2011,19.87,-0.017955595
05/07/2011,20.23,0.008937497
01/07/2011,20.05,0.00249688
30/06/2011,20,0.015621381
29/06/2011,19.69,0.020524066
28/06/2011,19.29,0.028393075
27/06/2011,18.75,0.002670229
24/06/2011,18.7,-0.02273426
23/06/2011,19.13,-0.014015283
22/06/2011,19.4,-0.009746166
21/06/2011,19.59,0.040099098
20/06/2011,18.82,0.002660284
17/06/2011,18.77,-0.009016237
16/06/2011,18.94,-0.009981696
15/06/2011,19.13,-0.020181798
14/06/2011,19.52,0.022274943
13/06/2011,19.09,-0.047067511
10/06/2011,20.01,-0.022239612
09/06/2011,20.46,0.013779746
08/06/2011,20.18,0.006961739
07/06/2011,20.04,0.002498128
06/06/2011,19.99,-0.046906498
03/06/2011,20.95,0.002389487
02/06/2011,20.9,-0.0104713
01/06/2011,21.12,-0.039002158
31/05/2011,21.96,0.014679163
27/05/2011,21.64,0.003239994
26/05/2011,21.57,0.007912538
25/05/2011,21.4,0.042966036
24/05/2011,20.5,0.010296732
23/05/2011,20.29,-0.032964691
20/05/2011,20.97,-0.006180196
19/05/2011,21.1,0.010481277
18/05/2011,20.88,0.020320002
17/05/2011,20.46,0.008343607
16/05/2011,20.29,-0.012246051
13/05/2011,20.54,-0.012578782
12/05/2011,20.8,0.020398959
11/05/2011,20.38,-0.042273345
10/05/2011,21.26,-0.0018797
09/05/2011,21.3,0.006594466
06/05/2011,21.16,0.020048404
05/05/2011,20.74,-0.007206373
04/05/2011,20.89,-0.026920162
03/05/2011,21.46,-0.032549286
02/05/2011,22.17,-0.017881567
29/04/2011,22.57,0.035629473
28/04/2011,21.78,-0.012320484
27/04/2011,22.05,-0.019313423
26/04/2011,22.48,-0.004881305
25/04/2011,22.59,-0.011881328
21/04/2011,22.86,-0.0216365
20/04/2011,23.36,0.029100859
19/04/2011,22.69,0.029065315
18/04/2011,22.04,-0.015308719
15/04/2011,22.38,0.001341382
14/04/2011,22.35,-0.00178811
13/04/2011,22.39,-0.001338987
12/04/2011,22.42,-0.039357944
11/04/2011,23.32,-0.050993078
08/04/2011,24.54,-0.003254681
07/04/2011,24.62,0.011438033
06/04/2011,24.34,-0.021138999
05/04/2011,24.86,0.012140983
04/04/2011,24.56,0.006126219
01/04/2011,24.41,0.000409752
31/03/2011,24.4,-0.006535971
30/03/2011,24.56,0.015593258
29/03/2011,24.18,0.017101564
28/03/2011,23.77,-0.016687913
25/03/2011,24.17,0.006225378
24/03/2011,24.02,0.004590035
23/03/2011,23.91,-0.005422328
22/03/2011,24.04,0.002916061
21/03/2011,23.97,0.038269976
18/03/2011,23.07,0.000433557
17/03/2011,23.06,0.042974497
16/03/2011,22.09,-0.025476238
15/03/2011,22.66,-0.013152316
14/03/2011,22.96,0.004364913
11/03/2011,22.86,0.02794593
10/03/2011,22.23,-0.045292419
09/03/2011,23.26,0
08/03/2011,23.26,-0.023790417
07/03/2011,23.82,-0.012515808
04/03/2011,24.12,-0.007846416
03/03/2011,24.31,0.006603408
02/03/2011,24.15,0.010824419
01/03/2011,23.89,-0.014131573
28/02/2011,24.23,-0.003707522
25/02/2011,24.32,0.040702073
24/02/2011,23.35,-0.008953375
23/02/2011,23.56,0.032351322
22/02/2011,22.81,0.001755156
18/02/2011,22.77,-0.012655635
17/02/2011,23.06,0.003475242
16/02/2011,22.98,0.039952051
15/02/2011,22.08,-0.019731582
14/02/2011,22.52,0.052415734
11/02/2011,21.37,0.00234247
10/02/2011,21.32,0.024211959
09/02/2011,20.81,-0.009088797
08/02/2011,21,-0.026781023
07/02/2011,21.57,0.032032885
04/02/2011,20.89,0.016896371
03/02/2011,20.54,-0.005825259
02/02/2011,20.66,-0.007234177
01/02/2011,20.81,0.022352729
31/01/2011,20.35,0.054531429
28/01/2011,19.27,0.035387902
27/01/2011,18.6,-0.010695289
26/01/2011,18.8,0.011771136
