Date,Close,APH
30/12/2013,88.71,0.004972324
27/12/2013,88.27,-0.00181098
26/12/2013,88.43,0.002717701
24/12/2013,88.19,0.003407545
23/12/2013,87.89,0.001024532
20/12/2013,87.8,0.008808614
19/12/2013,87.03,-0.002066116
18/12/2013,87.21,0.010257682
17/12/2013,86.32,0.003132798
16/12/2013,86.05,0.010396683
13/12/2013,85.16,0.00117495
12/12/2013,85.06,0.001294042
11/12/2013,84.95,-0.017850325
10/12/2013,86.48,-0.001271162
09/12/2013,86.59,0.005558787
06/12/2013,86.11,0.012621413
05/12/2013,85.03,-0.001527705
04/12/2013,85.16,-0.002111438
03/12/2013,85.34,0.003403959
02/12/2013,85.05,0.000588062
29/11/2013,85,-0.00011764
27/11/2013,85.01,0.00011764
26/11/2013,85,-0.000588062
25/11/2013,85.05,-0.000705219
22/11/2013,85.11,0.001410935
21/11/2013,84.99,0.00094173
20/11/2013,84.91,0.003184904
19/11/2013,84.64,-0.001652698
18/11/2013,84.78,0.008053099
15/11/2013,84.1,0.016545156
14/11/2013,82.72,0.012529815
13/11/2013,81.69,0.003924941
12/11/2013,81.37,0.003447006
11/11/2013,81.09,-0.003078252
08/11/2013,81.34,0.013241948
07/11/2013,80.27,-0.007570623
06/11/2013,80.88,0.01344307
05/11/2013,79.8,-0.006121576
04/11/2013,80.29,0.004493829
01/11/2013,79.93,-0.004493829
31/10/2013,80.29,-0.001617821
30/10/2013,80.42,-0.006445238
29/10/2013,80.94,0.002597886
28/10/2013,80.73,-0.006666691
25/10/2013,81.27,-0.000246063
24/10/2013,81.29,-0.003315938
23/10/2013,81.56,-0.005258343
22/10/2013,81.99,-0.004259728
21/10/2013,82.34,0.000121455
18/10/2013,82.33,0.014806021
17/10/2013,81.12,0.025848976
16/10/2013,79.05,0.020447997
15/10/2013,77.45,0.004529286
14/10/2013,77.1,0.000648719
11/10/2013,77.05,0.011355601
10/10/2013,76.18,0.00645291
09/10/2013,75.69,0.011427177
08/10/2013,74.83,-0.013011336
07/10/2013,75.81,-0.008929803
04/10/2013,76.49,0.003142598
03/10/2013,76.25,-0.016905474
02/10/2013,77.55,-0.000902236
01/10/2013,77.62,0.003096777
30/09/2013,77.38,-0.002065583
27/09/2013,77.54,-0.005658451
26/09/2013,77.98,0.002439495
25/09/2013,77.79,0.00593091
24/09/2013,77.33,-0.000904802
23/09/2013,77.4,0.008303109
20/09/2013,76.76,-0.024705322
19/09/2013,78.68,0.004330665
18/09/2013,78.34,0.002812222
17/09/2013,78.12,0.000512164
16/09/2013,78.08,0.010169361
13/09/2013,77.29,-0.005676702
12/09/2013,77.73,-0.004876806
11/09/2013,78.11,0.001152886
10/09/2013,78.02,0.023603741
09/09/2013,76.2,0.013875346
06/09/2013,75.15,-0.006366914
05/09/2013,75.63,-0.009605969
04/09/2013,76.36,0.013315074
03/09/2013,75.35,-0.005558511
30/08/2013,75.77,-0.007625596
29/08/2013,76.35,0.003411181
28/08/2013,76.09,0.012164635
27/08/2013,75.17,-0.024572552
26/08/2013,77.04,-0.009816664
23/08/2013,77.8,-0.000257036
22/08/2013,77.82,0.029339089
21/08/2013,75.57,0.000529451
20/08/2013,75.53,0.018844527
19/08/2013,74.12,-0.008998785
16/08/2013,74.79,-0.004003208
15/08/2013,75.09,-0.022517246
14/08/2013,76.8,-0.007652933
13/08/2013,77.39,-0.001291322
12/08/2013,77.49,-0.001031859
09/08/2013,77.57,0.00141908
08/08/2013,77.46,0.000129107
07/08/2013,77.45,-0.016645711
06/08/2013,78.75,-0.007842185
05/08/2013,79.37,0.003534019
02/08/2013,79.09,-0.009813868
01/08/2013,79.87,0.016537649
31/07/2013,78.56,0.007538527
30/07/2013,77.97,0.007725029
29/07/2013,77.37,-0.001807852
26/07/2013,77.51,-0.000257998
25/07/2013,77.53,-0.004889356
24/07/2013,77.91,-0.000128345
23/07/2013,77.92,-0.007543346
22/07/2013,78.51,0.022281816
19/07/2013,76.78,0.005616158
18/07/2013,76.35,-0.102251562
17/07/2013,84.57,0.003435005
16/07/2013,84.28,-0.007565048
15/07/2013,84.92,-0.005402244
12/07/2013,85.38,0.002932381
11/07/2013,85.13,0.028597207
10/07/2013,82.73,0.011916483
09/07/2013,81.75,0.015657103
08/07/2013,80.48,0.002861944
05/07/2013,80.25,0.016965534
03/07/2013,78.9,0.005464842
02/07/2013,78.47,-0.000382239
01/07/2013,78.5,0.007159325
28/06/2013,77.94,-0.018810926
27/06/2013,79.42,0.024214258
26/06/2013,77.52,0.01468417
25/06/2013,76.39,0.01889716
24/06/2013,74.96,-0.01889716
21/06/2013,76.39,0.010263248
20/06/2013,75.61,-0.034575838
19/06/2013,78.27,-0.012821502
18/06/2013,79.28,0.003538038
17/06/2013,79,0.03608639
14/06/2013,76.2,-0.010963305
13/06/2013,77.04,0.012407917
12/06/2013,76.09,-0.008636536
11/06/2013,76.75,-0.013845081
10/06/2013,77.82,0.001285843
07/06/2013,77.72,0.005806843
06/06/2013,77.27,0.006882697
05/06/2013,76.74,-0.01268954
04/06/2013,77.72,-0.012530531
03/06/2013,78.7,0.010217203
31/05/2013,77.9,-0.007035526
30/05/2013,78.45,0.002808273
29/05/2013,78.23,-0.005354424
28/05/2013,78.65,0.003949301
24/05/2013,78.34,0.004349502
23/05/2013,78,0.004626068
22/05/2013,77.64,-0.042366396
21/05/2013,81,-0.011416069
20/05/2013,81.93,-0.01646327
17/05/2013,83.29,0.022707551
16/05/2013,81.42,0.000737191
15/05/2013,81.36,0.006659292
14/05/2013,80.82,0.012199828
13/05/2013,79.84,-0.005620448
10/05/2013,80.29,0.025736251
09/05/2013,78.25,0.003456446
08/05/2013,77.98,0.001154809
07/05/2013,77.89,0.009416387
06/05/2013,77.16,0
03/05/2013,77.16,0.01791483
02/05/2013,75.79,0.003436429
01/05/2013,75.53,0.000132406
30/04/2013,75.52,0.008243631
29/04/2013,74.9,0.008042939
26/04/2013,74.3,-0.013236372
25/04/2013,75.29,0.012294689
24/04/2013,74.37,0.005257848
23/04/2013,73.98,0.002436055
22/04/2013,73.8,0.013917539
19/04/2013,72.78,0.00758572
18/04/2013,72.23,-0.000415254
17/04/2013,72.26,-0.017150726
16/04/2013,73.51,0.027724002
15/04/2013,71.5,-0.027451893
12/04/2013,73.49,-0.017267392
11/04/2013,74.77,0.005498572
10/04/2013,74.36,0.018458722
09/04/2013,73,-0.000547795
08/04/2013,73.04,0.013646914
05/04/2013,72.05,-0.016244851
04/04/2013,73.23,-0.00122825
03/04/2013,73.32,-0.005305052
02/04/2013,73.71,0.002580997
01/04/2013,73.52,-0.015253046
28/03/2013,74.65,0.020298397
27/03/2013,73.15,-0.000546672
26/03/2013,73.19,0.008093878
25/03/2013,72.6,-0.008503686
22/03/2013,73.22,0.006439702
21/03/2013,72.75,-0.005619917
20/03/2013,73.16,0.01113337
19/03/2013,72.35,-0.00165723
18/03/2013,72.47,0.001104515
15/03/2013,72.39,-0.01181008
14/03/2013,73.25,0.004789609
13/03/2013,72.9,0.003297612
12/03/2013,72.66,-0.006447652
11/03/2013,73.13,-0.001503041
08/03/2013,73.24,0.009879334
07/03/2013,72.52,-0.003716197
06/03/2013,72.79,0.002889181
05/03/2013,72.58,0.008440036
04/03/2013,71.97,0.003619158
01/03/2013,71.71,0.011924108
28/02/2013,70.86,0.002543452
27/02/2013,70.68,0.008382517
26/02/2013,70.09,0.013212888
25/02/2013,69.17,-0.023291758
22/02/2013,70.8,0.021702736
21/02/2013,69.28,-0.003026593
20/02/2013,69.49,-0.019946523
19/02/2013,70.89,0.006652066
15/02/2013,70.42,0.00455452
14/02/2013,70.1,-0.000142643
13/02/2013,70.11,-0.004127826
12/02/2013,70.4,-0.000142035
11/02/2013,70.41,-0.000425985
08/02/2013,70.44,0.013578426
07/02/2013,69.49,-0.000863061
06/02/2013,69.55,0.009534889
05/02/2013,68.89,0.020383432
04/02/2013,67.5,-0.014268095
01/02/2013,68.47,0.013231596
31/01/2013,67.57,-0.003250594
30/01/2013,67.79,0.000147525
29/01/2013,67.78,0.006809797
28/01/2013,67.32,-0.005628811
25/01/2013,67.7,-0.00073828
24/01/2013,67.75,0.001329296
23/01/2013,67.66,-0.002214513
22/01/2013,67.81,0.003545579
18/01/2013,67.57,-0.003840477
17/01/2013,67.83,-0.006319369
16/01/2013,68.26,-0.00131762
15/01/2013,68.35,0.002490296
14/01/2013,68.18,-0.002782865
11/01/2013,68.37,0.007634746
10/01/2013,67.85,0.005023651
09/01/2013,67.51,0.012220718
08/01/2013,66.69,-0.005085264
07/01/2013,67.03,0.001343585
04/01/2013,66.94,-0.00402535
03/01/2013,67.21,-0.012861438
02/01/2013,68.08,0.050922283
31/12/2012,64.7,0.017304976
28/12/2012,63.59,-0.015758186
27/12/2012,64.6,0.001239158
26/12/2012,64.52,-0.002940496
24/12/2012,64.71,-0.003701994
21/12/2012,64.95,-0.000923361
20/12/2012,65.01,0.002464193
19/12/2012,64.85,0.002470281
18/12/2012,64.69,0.014480596
17/12/2012,63.76,0.019319682
14/12/2012,62.54,-0.001118658
13/12/2012,62.61,-0.004462159
12/12/2012,62.89,0.001272872
11/12/2012,62.81,0.014594117
10/12/2012,61.9,0.004371415
07/12/2012,61.63,0.008473246
06/12/2012,61.11,0.002293579
05/12/2012,60.97,0.000164029
04/12/2012,60.96,-0.001475289
03/12/2012,61.05,-0.014150029
30/11/2012,61.92,-0.001291156
29/11/2012,62,0.007122076
28/11/2012,61.56,0.008155322
27/11/2012,61.06,-0.011884552
26/11/2012,61.79,0.004379214
23/11/2012,61.52,0.012595243
21/11/2012,60.75,0.005446906
20/11/2012,60.42,-0.001323189
19/11/2012,60.5,0.023074088
16/11/2012,59.12,0.006788892
15/11/2012,58.72,-0.008647786
14/11/2012,59.23,-0.02336165
13/11/2012,60.63,-0.012457135
12/11/2012,61.39,0.005717568
09/11/2012,61.04,0.011368439
08/11/2012,60.35,-0.009072227
07/11/2012,60.9,-0.019512814
06/11/2012,62.1,0.005652013
05/11/2012,61.75,0.015010887
02/11/2012,60.83,-0.003610112
01/11/2012,61.05,0.015184316
31/10/2012,60.13,0
26/10/2012,60.13,0.000499044
25/10/2012,60.1,0.002999502
24/10/2012,59.92,-0.017863525
23/10/2012,61,-0.009138445
22/10/2012,61.56,0.00733679
19/10/2012,61.11,-0.010742291
18/10/2012,61.77,0.003892949
17/10/2012,61.53,0.022350972
16/10/2012,60.17,0.019636445
15/10/2012,59,0.007314824
12/10/2012,58.57,0.001195866
11/10/2012,58.5,0.002567396
10/10/2012,58.35,-0.002567396
09/10/2012,58.5,0.003081667
08/10/2012,58.32,-0.007516264
05/10/2012,58.76,0.013880782
04/10/2012,57.95,-0.004820116
03/10/2012,58.23,0.00447505
02/10/2012,57.97,0.003456026
01/10/2012,57.77,-0.019031865
28/09/2012,58.88,-0.006770507
27/09/2012,59.28,0.001350439
26/09/2012,59.2,-0.016418529
25/09/2012,60.18,-0.008768358
24/09/2012,60.71,-0.019250187
21/09/2012,61.89,0
20/09/2012,61.89,-0.008366903
19/09/2012,62.41,-0.003359197
18/09/2012,62.62,-0.007477562
17/09/2012,63.09,-0.001425517
14/09/2012,63.18,0.011941866
13/09/2012,62.43,0.018755602
12/09/2012,61.27,-0.002445188
11/09/2012,61.42,-0.001789346
10/09/2012,61.53,-0.008093278
07/09/2012,62.03,0.004524163
06/09/2012,61.75,0.022436051
05/09/2012,60.38,-0.016100233
04/09/2012,61.36,0.008017715
31/08/2012,60.87,0.009076719
30/08/2012,60.32,-0.007926065
29/08/2012,60.8,0.000329001
28/08/2012,60.78,-0.013887977
27/08/2012,61.63,-0.000486657
24/08/2012,61.66,0.011581567
23/08/2012,60.95,-0.000164055
22/08/2012,60.96,-0.015948263
21/08/2012,61.94,-0.003545532
20/08/2012,62.16,-0.0036933
17/08/2012,62.39,0.000962155
16/08/2012,62.33,0.009996858
15/08/2012,61.71,-0.002751033
14/08/2012,61.88,0.001131862
13/08/2012,61.81,0.012535777
10/08/2012,61.04,0.002788944
09/08/2012,60.87,-0.001641497
08/08/2012,60.97,-0.006376217
07/08/2012,61.36,0.016762923
06/08/2012,60.34,0.009156811
03/08/2012,59.79,0.029361464
02/08/2012,58.06,-0.011984393
01/08/2012,58.76,-0.002040123
31/07/2012,58.88,-0.013495481
30/07/2012,59.68,-0.005180926
27/07/2012,59.99,0.001000667
26/07/2012,59.93,0.021419151
25/07/2012,58.66,0.01650089
24/07/2012,57.7,-0.00690849
23/07/2012,58.1,-0.001375989
20/07/2012,58.18,-0.014165268
19/07/2012,59.01,0.001186944
18/07/2012,58.94,0.137660318
17/07/2012,51.36,-0.006984895
16/07/2012,51.72,-0.006936444
13/07/2012,52.08,0.011781884
12/07/2012,51.47,-0.006970019
11/07/2012,51.83,-0.012463012
10/07/2012,52.48,-0.01456566
09/07/2012,53.25,-0.005057611
06/07/2012,53.52,-0.029638617
05/07/2012,55.13,-0.001087745
03/07/2012,55.19,0.0091009
02/07/2012,54.69,-0.004196704
29/06/2012,54.92,0.031255434
28/06/2012,53.23,-0.00972152
27/06/2012,53.75,0.005409956
26/06/2012,53.46,-0.001121705
25/06/2012,53.52,-0.029275772
22/06/2012,55.11,0.005640994
21/06/2012,54.8,-0.034612977
20/06/2012,56.73,-0.010520876
19/06/2012,57.33,0.01564592
18/06/2012,56.44,0.012838978
15/06/2012,55.72,0.023791188
14/06/2012,54.41,-0.00932962
13/06/2012,54.92,0.004196704
12/06/2012,54.69,0.012696831
11/06/2012,54,-0.015800439
08/06/2012,54.86,0.005666773
07/06/2012,54.55,0.007359739
06/06/2012,54.15,0.016384653
05/06/2012,53.27,0.019907758
04/06/2012,52.22,0.011943891
01/06/2012,51.6,-0.030348736
31/05/2012,53.19,-0.001502912
30/05/2012,53.27,-0.014906182
29/05/2012,54.07,0.015845238
25/05/2012,53.22,-0.000751315
24/05/2012,53.26,-0.003373949
23/05/2012,53.44,0.008645045
22/05/2012,52.98,0.009863509
21/05/2012,52.46,0.024506774
18/05/2012,51.19,-0.02068706
17/05/2012,52.26,-0.008194424
16/05/2012,52.69,-0.009256702
15/05/2012,53.18,-0.005251325
14/05/2012,53.46,-0.010790802
11/05/2012,54.04,-0.003325331
10/05/2012,54.22,-0.009727525
09/05/2012,54.75,0.00402636
08/05/2012,54.53,-0.00512165
07/05/2012,54.81,-0.009804
04/05/2012,55.35,-0.024097552
03/05/2012,56.7,-0.021978907
02/05/2012,57.96,0.001035733
01/05/2012,57.9,-0.004136511
30/04/2012,58.14,-0.009245058
27/04/2012,58.68,0.003243154
26/04/2012,58.49,0.020206196
25/04/2012,57.32,0.014055045
24/04/2012,56.52,-0.004237294
23/04/2012,56.76,-0.016078641
20/04/2012,57.68,0.000867228
19/04/2012,57.63,-0.007950267
18/04/2012,58.09,-0.031517349
17/04/2012,59.95,0.0147877
16/04/2012,59.07,0.004751409
13/04/2012,58.79,-0.005428342
12/04/2012,59.11,0.025183344
11/04/2012,57.64,0.008537381
10/04/2012,57.15,-0.02351829
09/04/2012,58.51,-0.0139174
05/04/2012,59.33,-0.00521141
04/04/2012,59.64,-0.017617208
03/04/2012,60.7,-0.010325422
02/04/2012,61.33,0.025765257
30/03/2012,59.77,0.01211932
29/03/2012,59.05,0.007479212
28/03/2012,58.61,-0.007648546
27/03/2012,59.06,0.019318491
26/03/2012,57.93,0.019699059
23/03/2012,56.8,-0.000879894
22/03/2012,56.85,-0.000351741
21/03/2012,56.87,0.004405682
20/03/2012,56.62,-0.017160288
19/03/2012,57.6,-0.002254401
16/03/2012,57.73,0
15/03/2012,57.73,0.007127366
14/03/2012,57.32,-0.011793408
13/03/2012,58,0.022492449
12/03/2012,56.71,-0.002113793
09/03/2012,56.83,0.008482115
08/03/2012,56.35,0.006051994
07/03/2012,56.01,0.016562035
06/03/2012,55.09,-0.01262643
05/03/2012,55.79,-0.00785578
02/03/2012,56.23,-0.003904868
01/03/2012,56.45,0.008718141
29/02/2012,55.96,-0.009780464
28/02/2012,56.51,0.006569043
27/02/2012,56.14,-0.002845964
24/02/2012,56.3,0.003736992
23/02/2012,56.09,-0.001425263
22/02/2012,56.17,-0.004263641
21/02/2012,56.41,0.001774308
17/02/2012,56.31,-0.000710101
16/02/2012,56.35,0.026615489
15/02/2012,54.87,-0.003456749
14/02/2012,55.06,-0.001633246
13/02/2012,55.15,0.006001655
10/02/2012,54.82,-0.008717818
09/02/2012,55.3,0.011640728
08/02/2012,54.66,-0.003834571
07/02/2012,54.87,0.000364564
06/02/2012,54.85,-0.004002917
03/02/2012,55.07,0.01518646
02/02/2012,54.24,-0.01027155
01/02/2012,54.8,0.006774722
31/01/2012,54.43,0.004419083
30/01/2012,54.19,-0.004051571
27/01/2012,54.41,-0.005498548
26/01/2012,54.71,0.000182799
25/01/2012,54.7,-0.000913659
24/01/2012,54.75,-0.006009305
23/01/2012,55.08,-0.005070637
20/01/2012,55.36,0.008526129
19/01/2012,54.89,0.024528662
18/01/2012,53.56,0.103992271
17/01/2012,48.27,0.002489111
13/01/2012,48.15,-0.00124533
12/01/2012,48.21,0.007913411
11/01/2012,47.83,-0.0031312
10/01/2012,47.98,0.020211214
09/01/2012,47.02,0.016944105
06/01/2012,46.23,0.000432713
05/01/2012,46.21,0.008475548
04/01/2012,45.82,-0.003050776
03/01/2012,45.96,0.012479637
30/12/2011,45.39,-0.009865256
29/12/2011,45.84,0.013396489
28/12/2011,45.23,-0.013178315
27/12/2011,45.83,0.002840601
23/12/2011,45.7,0.015213611
22/12/2011,45.01,0.021559335
21/12/2011,44.05,0.008663985
20/12/2011,43.67,0.060896585
19/12/2011,41.09,-0.012816038
16/12/2011,41.62,-0.000960615
15/12/2011,41.66,-0.003354904
14/12/2011,41.8,-0.01825344
13/12/2011,42.57,-0.024136702
12/12/2011,43.61,-0.030709119
09/12/2011,44.97,0.023170534
08/12/2011,43.94,-0.030702692
07/12/2011,45.31,-0.004184567
06/12/2011,45.5,-0.007226573
05/12/2011,45.83,0.016722062
02/12/2011,45.07,-0.003764815
01/12/2011,45.24,-0.001987414
30/11/2011,45.33,0.058833815
29/11/2011,42.74,-0.003503449
28/11/2011,42.89,0.031019416
25/11/2011,41.58,-0.003121626
23/11/2011,41.71,-0.035331042
22/11/2011,43.21,-0.009214532
21/11/2011,43.61,-0.031153761
18/11/2011,44.99,-0.015001384
17/11/2011,45.67,-0.030406655
16/11/2011,47.08,-0.007195798
15/11/2011,47.42,0.01679997
14/11/2011,46.63,-0.004706898
11/11/2011,46.85,0.032099915
10/11/2011,45.37,-0.001541681
09/11/2011,45.44,-0.051678343
08/11/2011,47.85,-0.000835596
07/11/2011,47.89,0.000835596
04/11/2011,47.85,-0.007495351
03/11/2011,48.21,0.017788478
02/11/2011,47.36,0.017250987
01/11/2011,46.55,-0.019992159
31/10/2011,47.49,-0.036796214
28/10/2011,49.27,-0.013707129
27/10/2011,49.95,0.05451221
26/10/2011,47.3,0.0252636
25/10/2011,46.12,-0.01634445
24/10/2011,46.88,0.027244928
21/10/2011,45.62,0.078162991
20/10/2011,42.19,0.006897399
19/10/2011,41.9,-0.051173956
18/10/2011,44.1,0.030155352
17/10/2011,42.79,-0.031288497
14/10/2011,44.15,0.021058228
13/10/2011,43.23,-0.000693722
12/10/2011,43.26,0.009756175
11/10/2011,42.84,-0.026717388
10/10/2011,44,0.037277149
07/10/2011,42.39,-0.004237294
06/10/2011,42.57,0.018492703
05/10/2011,41.79,0.018109876
04/10/2011,41.04,0.030680289
03/10/2011,39.8,-0.024079605
30/09/2011,40.77,-0.057893978
29/09/2011,43.2,0.016336419
28/09/2011,42.5,-0.028987537
27/09/2011,43.75,0.02148633
26/09/2011,42.82,0.025784989
23/09/2011,41.73,-0.007163354
22/09/2011,42.03,-0.011355693
21/09/2011,42.51,-0.008432938
20/09/2011,42.87,-0.01228716
19/09/2011,43.4,-0.023905521
16/09/2011,44.45,-0.014960645
15/09/2011,45.12,0.006002019
14/09/2011,44.85,0.026891237
13/09/2011,43.66,0.006203351
12/09/2011,43.39,0.009494109
09/09/2011,42.98,-0.030701151
08/09/2011,44.32,-0.017002647
07/09/2011,45.08,0.039131986
06/09/2011,43.35,0.010201804
02/09/2011,42.91,-0.065834
01/09/2011,45.83,-0.024783081
31/08/2011,46.98,0.01263806
30/08/2011,46.39,0.005620421
29/08/2011,46.13,0.036199053
26/08/2011,44.49,0.027804891
25/08/2011,43.27,-0.019680269
24/08/2011,44.13,-0.000453104
23/08/2011,44.15,0.041624506
22/08/2011,42.35,0.005208345
19/08/2011,42.13,-0.007566837
18/08/2011,42.45,-0.076175495
17/08/2011,45.81,-0.016454149
16/08/2011,46.57,-0.013860975
15/08/2011,47.22,0.015365219
12/08/2011,46.5,0.009290334
11/08/2011,46.07,0.078542495
10/08/2011,42.59,-0.034613515
09/08/2011,44.09,0.068523164
08/08/2011,41.17,-0.05228867
05/08/2011,43.38,-0.004140793
04/08/2011,43.56,-0.076221047
03/08/2011,47.01,0.010693002
02/08/2011,46.51,-0.039419162
01/08/2011,48.38,-0.010486371
29/07/2011,48.89,-0.003878743
28/07/2011,49.08,-0.002035417
27/07/2011,49.18,-0.033589723
26/07/2011,50.86,0.000983574
25/07/2011,50.81,-0.004320509
22/07/2011,51.03,0.009252945
21/07/2011,50.56,0.008142235
20/07/2011,50.15,-0.030052345
19/07/2011,51.68,0.030052345
18/07/2011,50.15,-0.012287115
15/07/2011,50.77,0.007512886
14/07/2011,50.39,-0.018287797
13/07/2011,51.32,0.003709131
12/07/2011,51.13,-0.029864468
11/07/2011,52.68,-0.028445032
08/07/2011,54.2,-0.024602608
07/07/2011,55.55,0.022206956
06/07/2011,54.33,-0.001838912
05/07/2011,54.43,-0.007869013
01/07/2011,54.86,0.015985641
30/06/2011,53.99,0.033907939
29/06/2011,52.19,0.009820046
28/06/2011,51.68,0.014029848
27/06/2011,50.96,0.00255428
24/06/2011,50.83,-0.013289232
23/06/2011,51.51,0.006036432
22/06/2011,51.2,0.006466173
21/06/2011,50.87,0.014653728
20/06/2011,50.13,-0.000598265
17/06/2011,50.16,0.002994911
16/06/2011,50.01,-0.014097325
15/06/2011,50.72,-0.011370442
14/06/2011,51.3,0.012356733
13/06/2011,50.67,-0.01352564
10/06/2011,51.36,-0.000194685
09/06/2011,51.37,0.008209585
08/06/2011,50.95,-0.020398959
07/06/2011,52,-0.002305034
06/06/2011,52.12,-0.007454875
03/06/2011,52.51,-0.012866781
02/06/2011,53.19,0.000564175
01/06/2011,53.16,-0.016788307
31/05/2011,54.06,0.003149609
27/05/2011,53.89,0.00763718
26/05/2011,53.48,0.006754247
25/05/2011,53.12,0.007179324
24/05/2011,52.74,-0.016361437
23/05/2011,53.61,-0.019213597
20/05/2011,54.65,-0.004564134
19/05/2011,54.9,-0.005811858
18/05/2011,55.22,0.011291324
17/05/2011,54.6,-0.00820798
16/05/2011,55.05,0.00018167
13/05/2011,55.04,-0.00344609
12/05/2011,55.23,-0.005777232
11/05/2011,55.55,-0.025241297
10/05/2011,56.97,0.01913934
09/05/2011,55.89,0.004483106
06/05/2011,55.64,0.00938974
05/05/2011,55.12,0.004363643
04/05/2011,54.88,-0.011594333
03/05/2011,55.52,-0.00878693
02/05/2011,56.01,0.001786991
29/04/2011,55.91,-0.001786991
28/04/2011,56.01,-0.001248997
27/04/2011,56.08,0.008596041
26/04/2011,55.6,0.015771196
25/04/2011,54.73,-0.001278189
21/04/2011,54.8,-0.002187387
20/04/2011,54.92,0.06274358
19/04/2011,51.58,-0.003869974
18/04/2011,51.78,-0.023853817
15/04/2011,53.03,0.010997456
14/04/2011,52.45,-0.005324219
13/04/2011,52.73,0.012595586
12/04/2011,52.07,-0.00268508
11/04/2011,52.21,-0.007442072
08/04/2011,52.6,0.000951022
07/04/2011,52.55,-0.000380518
06/04/2011,52.57,0.006680052
05/04/2011,52.22,-0.001339585
04/04/2011,52.29,-0.002292265
01/04/2011,52.41,-0.037082901
31/03/2011,54.39,-0.015869006
30/03/2011,55.26,0.007082568
29/03/2011,54.87,0.016538414
28/03/2011,53.97,-0.007751977
25/03/2011,54.39,0.002393006
24/03/2011,54.26,-0.005696974
23/03/2011,54.57,-0.009120822
22/03/2011,55.07,-0.019777703
21/03/2011,56.17,0.018144754
18/03/2011,55.16,0.006365394
17/03/2011,54.81,0.00585546
16/03/2011,54.49,-0.023039568
15/03/2011,55.76,-0.009992945
14/03/2011,56.32,0.00071048
11/03/2011,56.28,-0.002838895
10/03/2011,56.44,-0.022598842
09/03/2011,57.73,-0.00587221
08/03/2011,58.07,0.004314443
07/03/2011,57.82,-0.011179066
04/03/2011,58.47,-0.002220894
03/03/2011,58.6,0.028209883
02/03/2011,56.97,0.01236328
01/03/2011,56.27,-0.021275528
28/02/2011,57.48,0.011020841
25/02/2011,56.85,0.002465658
24/02/2011,56.71,0.004772435
23/02/2011,56.44,-0.002300682
22/02/2011,56.57,-0.014391263
18/02/2011,57.39,-0.001218981
17/02/2011,57.46,-0.000174019
16/02/2011,57.47,-0.000695773
15/02/2011,57.51,-0.010550993
14/02/2011,58.12,-0.006858737
11/02/2011,58.52,0.008753167
10/02/2011,58.01,0.010571106
09/02/2011,57.4,0.00664222
08/02/2011,57.02,-0.009773202
07/02/2011,57.58,0.001042572
04/02/2011,57.52,0.013124696
03/02/2011,56.77,-0.006671373
02/02/2011,57.15,0.004559811
01/02/2011,56.89,0.027623604
31/01/2011,55.34,0.005799219
28/01/2011,55.02,-0.031311262
27/01/2011,56.77,0.02569276
