Date,Close,CNP
31/10/2013,24.6,0.004889985
30/10/2013,24.48,-0.012987196
29/10/2013,24.8,-0.001611604
28/10/2013,24.84,-0.001207001
25/10/2013,24.87,0.010103137
24/10/2013,24.62,-0.002434078
23/10/2013,24.68,-0.001214821
22/10/2013,24.71,0.004461577
21/10/2013,24.6,0
18/10/2013,24.6,-0.003246756
17/10/2013,24.68,0.01346135
16/10/2013,24.35,0.01281274
15/10/2013,24.04,-0.015273775
14/10/2013,24.41,-0.002046246
11/10/2013,24.46,0.004918043
10/10/2013,24.34,0.016988186
09/10/2013,23.93,0.003348685
08/10/2013,23.85,-0.000838223
07/10/2013,23.87,-0.010833439
04/10/2013,24.13,0.010833439
03/10/2013,23.87,-0.022370444
02/10/2013,24.41,0.00905356
01/10/2013,24.19,0.009136276
30/09/2013,23.97,0.001670147
27/09/2013,23.93,-0.006663915
26/09/2013,24.09,0.003742986
25/09/2013,24,-0.001249219
24/09/2013,24.03,-0.009113568
23/09/2013,24.25,0.013701688
20/09/2013,23.92,-0.012050842
19/09/2013,24.21,-0.004122017
18/09/2013,24.31,0.03431299
17/09/2013,23.49,0.026748791
16/09/2013,22.87,-0.000874126
13/09/2013,22.89,0.000874126
12/09/2013,22.87,0.00043735
11/09/2013,22.86,-0.010876766
10/09/2013,23.11,0.003902021
09/09/2013,23.02,0.009164367
06/09/2013,22.81,0.002194427
05/09/2013,22.76,-0.007441488
04/09/2013,22.93,0.007441488
03/09/2013,22.76,-0.007441488
30/08/2013,22.93,-0.005219673
29/08/2013,23.05,-0.006486509
28/08/2013,23.2,0.006920443
27/08/2013,23.04,0.002172497
26/08/2013,22.99,-0.007799
23/08/2013,23.17,0.006929434
22/08/2013,23.01,0.000434688
21/08/2013,23,-0.013388237
20/08/2013,23.31,0.016436356
19/08/2013,22.93,-0.010843741
16/08/2013,23.18,-0.004734246
15/08/2013,23.29,-0.011101737
14/08/2013,23.55,-0.020177229
13/08/2013,24.03,-0.003323642
12/08/2013,24.11,-0.005789925
09/08/2013,24.25,-0.006166515
08/08/2013,24.4,-0.005313726
07/08/2013,24.53,-0.003662262
06/08/2013,24.62,0.001626017
05/08/2013,24.58,-0.021333069
02/08/2013,25.11,-0.001989259
01/08/2013,25.16,0.013605652
31/07/2013,24.82,-0.00040282
30/07/2013,24.83,0.006464669
29/07/2013,24.67,-0.006061849
26/07/2013,24.82,0.00444176
25/07/2013,24.71,0.010577804
24/07/2013,24.45,-0.01340666
23/07/2013,24.78,0.008103772
22/07/2013,24.58,-0.002438035
19/07/2013,24.64,-0.004050228
18/07/2013,24.74,0.011382237
17/07/2013,24.46,-0.002042067
16/07/2013,24.51,-0.005289941
15/07/2013,24.64,0.009788006
12/07/2013,24.4,0.003695344
11/07/2013,24.31,0.011168679
10/07/2013,24.04,0.007515693
09/07/2013,23.86,0.007572607
08/07/2013,23.68,0.014462183
05/07/2013,23.34,-0.000856531
03/07/2013,23.36,-0.003845337
02/07/2013,23.45,0.007705518
01/07/2013,23.27,-0.009409821
28/06/2013,23.49,0
27/06/2013,23.49,0.008121438
26/06/2013,23.3,0.009920288
25/06/2013,23.07,0.019698601
24/06/2013,22.62,-0.006170139
21/06/2013,22.76,0.011933843
20/06/2013,22.49,-0.026328857
19/06/2013,23.09,-0.0248088
18/06/2013,23.67,0.005507322
17/06/2013,23.54,-0.007195798
14/06/2013,23.71,0.003803089
13/06/2013,23.62,0.023560739
12/06/2013,23.07,-0.002164972
11/06/2013,23.12,-0.009042042
10/06/2013,23.33,-0.002568495
07/06/2013,23.39,0.0103138
06/06/2013,23.15,0.013043663
05/06/2013,22.85,-0.011314307
04/06/2013,23.11,-0.003886854
03/06/2013,23.2,0.000862441
31/05/2013,23.18,-0.000862441
30/05/2013,23.2,0.006920443
29/05/2013,23.04,-0.016785417
28/05/2013,23.43,-0.005533106
24/05/2013,23.56,-0.012653058
23/05/2013,23.86,0.005042027
22/05/2013,23.74,-0.026191478
21/05/2013,24.37,0.004111848
20/05/2013,24.27,-0.001235331
17/05/2013,24.3,0.00826451
16/05/2013,24.1,-0.012781044
15/05/2013,24.41,0.011537005
14/05/2013,24.13,0.002074259
13/05/2013,24.08,-0.005384151
10/05/2013,24.21,0.004968954
09/05/2013,24.09,-0.005381921
08/05/2013,24.22,-0.006584386
07/05/2013,24.38,0.008237279
06/05/2013,24.18,-0.006595242
03/05/2013,24.34,0.008250872
02/05/2013,24.14,-0.008250872
01/05/2013,24.34,-0.013872111
30/04/2013,24.68,0.006504088
29/04/2013,24.52,0.010660208
26/04/2013,24.26,-0.002470154
25/04/2013,24.32,0.005359732
24/04/2013,24.19,0
23/04/2013,24.19,0.007052508
22/04/2013,24.02,-0.004983399
19/04/2013,24.14,0.016708826
18/04/2013,23.74,0.007186672
17/04/2013,23.57,-0.0118095
16/04/2013,23.85,0.014358355
15/04/2013,23.51,-0.021460954
12/04/2013,24.02,-0.008704718
11/04/2013,24.23,0.005379694
10/04/2013,24.1,0.00666114
09/04/2013,23.94,-0.005415552
08/04/2013,24.07,0.008343811
05/04/2013,23.87,-0.00292826
04/04/2013,23.94,0.00881063
03/04/2013,23.73,-0.009645703
02/04/2013,23.96,0.006700193
01/04/2013,23.8,-0.006700193
28/03/2013,23.96,0.01217735
27/03/2013,23.67,-0.003374107
26/03/2013,23.75,0.014419249
25/03/2013,23.41,-0.000853971
22/03/2013,23.43,-0.000426712
21/03/2013,23.44,0.013745921
20/03/2013,23.12,0.006509027
19/03/2013,22.97,-0.006076408
18/03/2013,23.11,-0.012897857
15/03/2013,23.41,0.069420131
14/03/2013,21.84,-0.001372684
13/03/2013,21.87,0.004582959
12/03/2013,21.77,-0.003668046
11/03/2013,21.85,0.001373941
08/03/2013,21.82,0.00874574
07/03/2013,21.63,-0.003691744
06/03/2013,21.71,-0.006885499
05/03/2013,21.86,0.009653028
04/03/2013,21.65,0.005558143
01/03/2013,21.53,0.004655502
28/02/2013,21.43,0.009376534
27/02/2013,21.23,0.025281575
26/02/2013,20.7,0.00873368
25/02/2013,20.52,-0.018349139
22/02/2013,20.9,0.011065785
21/02/2013,20.67,-0.001450327
20/02/2013,20.7,0.009221128
19/02/2013,20.51,0.004887595
15/02/2013,20.41,-0.000979432
14/02/2013,20.43,-0.016986577
13/02/2013,20.78,-0.012909574
12/02/2013,21.05,0.006194921
11/02/2013,20.92,0.000478126
08/02/2013,20.91,0.001914792
07/02/2013,20.87,0.004321735
06/02/2013,20.78,0.005307612
05/02/2013,20.67,0.006796143
04/02/2013,20.53,-0.00146021
01/02/2013,20.56,0.005853675
31/01/2013,20.44,-0.003418807
30/01/2013,20.51,-0.000974659
29/01/2013,20.53,0.013732437
28/01/2013,20.25,-0.003942834
25/01/2013,20.33,0.004436783
24/01/2013,20.24,0.003960401
23/01/2013,20.16,-0.001486989
22/01/2013,20.19,0.008455658
18/01/2013,20.02,0.005509656
17/01/2013,19.91,-0.000502134
16/01/2013,19.92,-0.00700353
15/01/2013,20.06,0.009013581
14/01/2013,19.88,-0.008016075
11/01/2013,20.04,0.012553517
10/01/2013,19.79,0.006082127
09/01/2013,19.67,0.010219813
08/01/2013,19.47,-0.006654747
07/01/2013,19.6,-0.011161963
04/01/2013,19.82,0.007088637
03/01/2013,19.68,0.003053437
02/01/2013,19.62,0.019038393
31/12/2012,19.25,0.013072082
28/12/2012,19,-0.002628122
27/12/2012,19.05,-0.004190682
26/12/2012,19.13,-0.013499686
24/12/2012,19.39,-0.003603608
21/12/2012,19.46,-0.010733556
20/12/2012,19.67,-0.002538717
19/12/2012,19.72,-0.009086383
18/12/2012,19.9,0.00301963
17/12/2012,19.84,0.008605469
14/12/2012,19.67,-0.00810131
13/12/2012,19.83,-0.001008065
12/12/2012,19.85,-0.001510194
11/12/2012,19.88,-0.002010051
10/12/2012,19.92,0.00402415
07/12/2012,19.84,-0.001007557
06/12/2012,19.86,-0.003016594
05/12/2012,19.92,0.014665244
04/12/2012,19.63,-0.006600684
03/12/2012,19.76,0.001519372
30/11/2012,19.73,-0.001519372
29/11/2012,19.76,0.001012658
28/11/2012,19.74,0.00609758
27/11/2012,19.62,0.00306279
26/11/2012,19.56,0.015456258
23/11/2012,19.26,-0.00207469
21/11/2012,19.3,-0.003103986
20/11/2012,19.36,-0.001032525
19/11/2012,19.38,-0.010267031
16/11/2012,19.58,0.023250854
15/11/2012,19.13,-0.01864373
14/11/2012,19.49,-0.023828757
13/11/2012,19.96,-0.009970172
12/11/2012,20.16,0.000496155
09/11/2012,20.15,-0.011840296
08/11/2012,20.39,-0.011701742
07/11/2012,20.63,-0.040375943
06/11/2012,21.48,0.0051342
05/11/2012,21.37,-0.007923602
02/11/2012,21.54,-0.00924221
01/11/2012,21.74,0.003225066
31/10/2012,21.67,0.009272204
26/10/2012,21.47,0.004200706
25/10/2012,21.38,0.012235447
24/10/2012,21.12,0.003795071
23/10/2012,21.04,-0.009460809
22/10/2012,21.24,-0.007971906
19/10/2012,21.41,-0.012993222
18/10/2012,21.69,-0.002762433
17/10/2012,21.75,0.014355421
16/10/2012,21.44,0.001867414
15/10/2012,21.4,0.01269709
12/10/2012,21.13,-0.002363509
11/10/2012,21.18,-0.005180139
10/10/2012,21.29,-0.003282535
09/10/2012,21.36,-0.002338089
08/10/2012,21.41,0
05/10/2012,21.41,-0.004659841
04/10/2012,21.51,-0.000464792
03/10/2012,21.52,0.014981554
02/10/2012,21.2,0.002361276
01/10/2012,21.15,-0.007067167
28/09/2012,21.3,0
27/09/2012,21.3,-0.007017573
26/09/2012,21.45,0.00139958
25/09/2012,21.42,0.006087586
24/09/2012,21.29,0.00801702
21/09/2012,21.12,0.011907738
20/09/2012,20.87,0.007213304
19/09/2012,20.72,-0.004334223
18/09/2012,20.81,0.000480654
17/09/2012,20.8,-0.010521379
14/09/2012,21.02,-0.003798675
13/09/2012,21.1,0.01913934
12/09/2012,20.7,-0.009615459
11/09/2012,20.9,-0.001434377
10/09/2012,20.93,-0.00095511
07/09/2012,20.95,-0.001907487
06/09/2012,20.99,0.016815193
05/09/2012,20.64,0.000484614
04/09/2012,20.63,0.011701742
31/08/2012,20.39,-0.006355436
30/08/2012,20.52,-0.00291971
29/08/2012,20.58,-0.000971345
28/08/2012,20.6,0.006819315
27/08/2012,20.46,0.006866138
24/08/2012,20.32,0.003944778
23/08/2012,20.24,-0.006893183
22/08/2012,20.38,-0.002450381
21/08/2012,20.43,0
20/08/2012,20.43,0.009343564
17/08/2012,20.24,-0.008853968
16/08/2012,20.42,-0.004397759
15/08/2012,20.51,-0.001948369
14/08/2012,20.55,-0.011130045
13/08/2012,20.78,-0.014333738
10/08/2012,21.08,0.003326209
09/08/2012,21.01,-0.004748347
08/08/2012,21.11,0.003321474
07/08/2012,21.04,-0.000950119
06/08/2012,21.06,-0.0047371
03/08/2012,21.16,0.015718352
02/08/2012,20.83,-0.003354904
01/08/2012,20.9,-0.007626348
31/07/2012,21.06,-0.006153866
30/07/2012,21.19,0
27/07/2012,21.19,0.014258797
26/07/2012,20.89,0.015436872
25/07/2012,20.57,0.000972763
24/07/2012,20.55,-0.020231904
23/07/2012,20.97,-0.008547061
20/07/2012,21.15,0.010934266
19/07/2012,20.92,-0.001433007
18/07/2012,20.95,0.00718566
17/07/2012,20.8,0.004819286
16/07/2012,20.7,-0.013912434
13/07/2012,20.99,0.017299807
12/07/2012,20.63,0.005346307
11/07/2012,20.52,0.002439621
10/07/2012,20.47,-0.004387041
09/07/2012,20.56,-0.000486263
06/07/2012,20.57,0.005361943
05/07/2012,20.46,-0.009243559
03/07/2012,20.65,-0.005312739
02/07/2012,20.76,0.004344685
29/06/2012,20.67,0.002421895
28/06/2012,20.62,0.004861458
27/06/2012,20.52,0.011271866
26/06/2012,20.29,0.000492975
25/06/2012,20.28,-0.002954212
22/06/2012,20.34,0.007897376
21/06/2012,20.18,-0.019627715
20/06/2012,20.58,-0.000485791
19/06/2012,20.59,-0.005811154
18/06/2012,20.71,0.004355197
15/06/2012,20.62,0.010236502
14/06/2012,20.41,0.005404091
13/06/2012,20.3,0
12/06/2012,20.3,0.006920443
11/06/2012,20.16,-0.011834458
08/06/2012,20.4,0.003929278
07/06/2012,20.32,0.008401334
06/06/2012,20.15,0.010978154
05/06/2012,19.93,0.007554808
04/06/2012,19.78,-0.009559821
01/06/2012,19.97,-0.012935504
31/05/2012,20.23,0.010434877
30/05/2012,20.02,-0.010929071
29/05/2012,20.24,0.002968829
25/05/2012,20.18,0.007460865
24/05/2012,20.03,0.008020093
23/05/2012,19.87,-0.005520717
22/05/2012,19.98,0.006024115
21/05/2012,19.86,0.012158204
18/05/2012,19.62,-0.010646488
17/05/2012,19.83,-0.009535831
16/05/2012,20.02,0.009535831
15/05/2012,19.83,-0.012528352
14/05/2012,20.08,-0.00793655
11/05/2012,20.24,-0.000493949
10/05/2012,20.25,0.023989156
09/05/2012,19.77,-0.006051456
08/05/2012,19.89,0
07/05/2012,19.89,-0.008012061
04/05/2012,20.05,0.016595805
03/05/2012,19.72,-0.016595805
02/05/2012,20.05,-0.018285659
01/05/2012,20.42,0.010337281
30/04/2012,20.21,0.007948378
27/04/2012,20.05,0.010025147
26/04/2012,19.85,0.006570658
25/04/2012,19.72,0.009681604
24/04/2012,19.53,0.012883456
23/04/2012,19.28,-0.012883456
20/04/2012,19.53,0.010293452
19/04/2012,19.33,0.000517464
18/04/2012,19.32,-0.008247469
17/04/2012,19.48,0.008247469
16/04/2012,19.32,0.007794272
13/04/2012,19.17,-0.004683849
12/04/2012,19.26,0.009913987
11/04/2012,19.07,0.000524521
10/04/2012,19.06,-0.018711565
09/04/2012,19.42,-0.006671824
05/04/2012,19.55,-0.004083722
04/04/2012,19.63,-0.009632521
03/04/2012,19.82,-0.002519528
02/04/2012,19.87,0.007577707
30/03/2012,19.72,0.01894093
29/03/2012,19.35,0.009345862
28/03/2012,19.17,-0.01911709
27/03/2012,19.54,0.002562133
26/03/2012,19.49,0.009278417
23/03/2012,19.31,0.000518001
22/03/2012,19.3,0.008847312
21/03/2012,19.13,-0.001044932
20/03/2012,19.15,0.011026628
19/03/2012,18.94,-0.006840332
16/03/2012,19.07,-0.007834984
15/03/2012,19.22,0.004171018
14/03/2012,19.14,-0.017094433
13/03/2012,19.47,0.005149342
12/03/2012,19.37,0.005695071
09/03/2012,19.26,-0.008273056
08/03/2012,19.42,0.006716636
07/03/2012,19.29,0.006762054
06/03/2012,19.16,-0.007798324
05/03/2012,19.31,-0.011328648
02/03/2012,19.53,0.008742663
01/03/2012,19.36,-0.006692432
29/02/2012,19.49,0.051050284
28/02/2012,18.52,-0.005385043
27/02/2012,18.62,-0.009620598
24/02/2012,18.8,-0.001594473
23/02/2012,18.83,0.002126529
22/02/2012,18.79,-0.008479118
21/02/2012,18.95,-0.001581862
17/02/2012,18.98,0.006872879
16/02/2012,18.85,0.000530645
15/02/2012,18.84,0.011209085
14/02/2012,18.63,-0.012270093
13/02/2012,18.86,-0.002647605
10/02/2012,18.91,0.003708614
09/02/2012,18.84,-0.002650412
08/02/2012,18.89,0.001059322
07/02/2012,18.87,0.005313509
06/02/2012,18.77,-0.00584331
03/02/2012,18.88,0.016017427
02/02/2012,18.58,-0.005367699
01/02/2012,18.68,0.011305639
31/01/2012,18.47,0.007063327
30/01/2012,18.34,0.006015878
27/01/2012,18.23,-0.013620478
26/01/2012,18.48,-0.012903405
25/01/2012,18.72,0.007506738
24/01/2012,18.58,-0.008574543
23/01/2012,18.74,-0.003728367
20/01/2012,18.81,0.020408872
19/01/2012,18.43,-0.027296316
18/01/2012,18.94,-0.009981696
17/01/2012,19.13,0.002093146
13/01/2012,19.09,-0.003660135
12/01/2012,19.16,-0.008316056
11/01/2012,19.32,-0.011834458
10/01/2012,19.55,-0.007643349
09/01/2012,19.7,0.008154989
06/01/2012,19.54,-0.013218291
05/01/2012,19.8,0.000505178
04/01/2012,19.79,-0.005040333
03/01/2012,19.89,-0.010005086
30/12/2011,20.09,-0.006944472
29/12/2011,20.23,0.002970299
28/12/2011,20.17,-0.006917024
27/12/2011,20.31,0.004441162
23/12/2011,20.22,0.014947961
22/12/2011,19.92,0.00806456
21/12/2011,19.76,0.012220111
20/12/2011,19.52,0.021751246
19/12/2011,19.1,-0.006263068
16/12/2011,19.22,0.006263068
15/12/2011,19.1,0.017961391
14/12/2011,18.76,-0.023183335
13/12/2011,19.2,-0.01242252
12/12/2011,19.44,-0.019863143
09/12/2011,19.83,0.02089248
08/12/2011,19.42,-0.019378475
07/12/2011,19.8,0.006079046
06/12/2011,19.68,-0.005573868
05/12/2011,19.79,0.008117751
02/12/2011,19.63,-0.008622929
01/12/2011,19.8,-0.005037794
30/11/2011,19.9,0.034768328
29/11/2011,19.22,0.01309262
28/11/2011,18.97,0.020234982
25/11/2011,18.59,-0.004829631
23/11/2011,18.68,-0.011708489
22/11/2011,18.9,-0.005803234
21/11/2011,19.01,-0.018243925
18/11/2011,19.36,0
17/11/2011,19.36,0.004659599
16/11/2011,19.27,-0.016980084
15/11/2011,19.6,0.018018506
14/11/2011,19.25,-0.028170877
11/11/2011,19.8,0.012706651
10/11/2011,19.55,-0.001533351
09/11/2011,19.58,-0.029687715
08/11/2011,20.17,-0.00888456
07/11/2011,20.35,0.001967536
04/11/2011,20.31,0.00049249
03/11/2011,20.3,0.010896591
02/11/2011,20.08,-0.007442356
01/11/2011,20.23,-0.029707566
31/10/2011,20.84,-0.021363262
28/10/2011,21.29,0.001880584
27/10/2011,21.25,0.01088253
26/10/2011,21.02,0.005246852
25/10/2011,20.91,-0.016129382
24/10/2011,21.25,0.00094162
21/10/2011,21.23,0.01375407
20/10/2011,20.94,0.012977832
19/10/2011,20.67,-0.002898553
18/10/2011,20.73,0.010669354
17/10/2011,20.51,0.00783166
14/10/2011,20.35,0.013854749
13/10/2011,20.07,0.009511962
12/10/2011,19.88,-0.008514953
11/10/2011,20.05,-0.022195732
10/10/2011,20.5,0.028198752
07/10/2011,19.93,-0.009985105
06/10/2011,20.13,0.021085118
05/10/2011,19.71,0.00712834
04/10/2011,19.57,0.020129712
03/10/2011,19.18,-0.022681385
30/09/2011,19.62,-0.017180817
29/09/2011,19.96,0.042995363
28/09/2011,19.12,-0.005736652
27/09/2011,19.23,-0.000519886
26/09/2011,19.24,0.014132661
23/09/2011,18.97,0.013800644
22/09/2011,18.71,-0.034150942
21/09/2011,19.36,-0.039002158
20/09/2011,20.13,0.007980092
19/09/2011,19.97,0.002005013
16/09/2011,19.93,0.002511933
15/09/2011,19.88,-0.001507917
14/09/2011,19.91,0.004026176
13/09/2011,19.83,0.014732296
12/09/2011,19.54,0.001024066
09/09/2011,19.52,-0.024792568
08/09/2011,20.01,0.020192508
07/09/2011,19.61,0.019568081
06/09/2011,19.23,-0.01137551
02/09/2011,19.45,-0.01732969
01/09/2011,19.79,-0.011055389
31/08/2011,20.01,0.006517947
30/08/2011,19.88,0.002518259
29/08/2011,19.83,0.014220656
26/08/2011,19.55,0.015983841
25/08/2011,19.24,-0.017006336
24/08/2011,19.57,0.018566805
23/08/2011,19.21,0.029048781
22/08/2011,18.66,-0.003744321
19/08/2011,18.73,-0.006386397
18/08/2011,18.85,-0.030819885
17/08/2011,19.44,0.00464038
16/08/2011,19.35,-0.009771227
15/08/2011,19.54,0.043940123
12/08/2011,18.7,-0.02273426
11/08/2011,19.13,0.048189195
10/08/2011,18.23,-0.006560986
09/08/2011,18.35,0.062397309
08/08/2011,17.24,-0.072698295
05/08/2011,18.54,0.00486619
04/08/2011,18.45,-0.046076458
03/08/2011,19.32,0.001554002
02/08/2011,19.29,-0.013899838
01/08/2011,19.56,-0.001021972
29/07/2011,19.58,-0.010668123
28/07/2011,19.79,-0.013052394
27/07/2011,20.05,0
26/07/2011,20.05,-0.002490661
25/07/2011,20.1,-0.007928684
22/07/2011,20.26,-0.00098668
21/07/2011,20.28,0.007920833
20/07/2011,20.12,0.020588224
19/07/2011,19.71,0.015853055
18/07/2011,19.4,0.000515597
15/07/2011,19.39,0.004134373
14/07/2011,19.31,-0.00464997
13/07/2011,19.4,-0.002574004
12/07/2011,19.45,0.008260243
11/07/2011,19.29,-0.023566664
08/07/2011,19.75,-0.002528446
07/07/2011,19.8,-0.000504923
06/07/2011,19.81,0.003033369
05/07/2011,19.75,-0.002023268
01/07/2011,19.79,0.02248434
30/06/2011,19.35,0.000516929
29/06/2011,19.34,0.005184045
28/06/2011,19.24,0.006256538
27/06/2011,19.12,0.008930976
24/06/2011,18.95,0.010076988
23/06/2011,18.76,-0.013764114
22/06/2011,19.02,0.001052078
21/06/2011,19,0.008987636
20/06/2011,18.83,0.004791066
17/06/2011,18.74,0.004278081
16/06/2011,18.66,0.00915215
15/06/2011,18.49,-0.018752224
14/06/2011,18.84,0.006389798
13/06/2011,18.72,-0.007450806
10/06/2011,18.86,0.002123143
09/06/2011,18.82,-0.004241788
08/06/2011,18.9,-0.010002716
07/06/2011,19.09,0
06/06/2011,19.09,0
03/06/2011,19.09,-0.013527782
02/06/2011,19.35,0.005700974
01/06/2011,19.24,-0.004666848
31/05/2011,19.33,0.013017627
27/05/2011,19.08,0.003149609
26/05/2011,19.02,0.002632273
25/05/2011,18.97,0.011665032
24/05/2011,18.75,0.001067236
23/05/2011,18.73,-0.01220498
20/05/2011,18.96,-0.002107482
19/05/2011,19,0.001053186
18/05/2011,18.98,0.018612609
17/05/2011,18.63,-0.003215437
16/05/2011,18.69,-0.002137895
13/05/2011,18.73,-0.009035406
12/05/2011,18.9,-0.011049836
11/05/2011,19.11,-0.007818648
10/05/2011,19.26,0.018339524
09/05/2011,18.91,0.010098412
06/05/2011,18.72,0.00643089
05/05/2011,18.6,0.005931535
04/05/2011,18.49,-0.008616101
03/05/2011,18.65,0.003222344
02/05/2011,18.59,-0.000537779
29/04/2011,18.6,0.007555352
28/04/2011,18.46,0.006521762
27/04/2011,18.34,0.003824096
26/04/2011,18.27,0.000547495
25/04/2011,18.26,-0.001094691
21/04/2011,18.28,0.009343294
20/04/2011,18.11,0.016704175
19/04/2011,17.81,-0.000561325
18/04/2011,17.82,-0.003361348
15/04/2011,17.88,0.013513719
14/04/2011,17.64,0.018307147
13/04/2011,17.32,0.005209853
12/04/2011,17.23,-0.005209853
11/04/2011,17.32,-0.010338978
08/04/2011,17.5,0.000571592
07/04/2011,17.49,-0.012500163
06/04/2011,17.71,0.001695395
05/04/2011,17.68,-0.012925159
04/04/2011,17.91,0.0089737
01/04/2011,17.75,0.010761928
31/03/2011,17.56,-0.006810469
30/03/2011,17.68,0.022305758
29/03/2011,17.29,0.006964625
28/03/2011,17.17,0.002332363
25/03/2011,17.13,-0.002332363
24/03/2011,17.17,0.012306045
23/03/2011,16.96,0.0041359
22/03/2011,16.89,-0.012356733
21/03/2011,17.1,0.025467767
18/03/2011,16.67,0.092315269
17/03/2011,15.2,-0.007863736
16/03/2011,15.32,-0.016828876
15/03/2011,15.58,-0.010852325
14/03/2011,15.75,-0.021978907
11/03/2011,16.1,0.00498133
10/03/2011,16.02,-0.013639393
09/03/2011,16.24,0.008658063
08/03/2011,16.1,0.01754431
07/03/2011,15.82,-0.003785493
04/03/2011,15.88,-0.002515725
03/03/2011,15.92,0.010101096
02/03/2011,15.76,0.007643349
01/03/2011,15.64,-0.013968481
28/02/2011,15.86,0.011414201
25/02/2011,15.68,0.01348335
24/02/2011,15.47,-0.00451468
23/02/2011,15.54,-0.01532597
22/02/2011,15.78,-0.007575794
18/02/2011,15.9,-0.000628733
17/02/2011,15.91,-0.000628338
16/02/2011,15.92,-0.002509412
15/02/2011,15.96,0.005025136
14/02/2011,15.88,-0.019333312
11/02/2011,16.19,0.003712876
10/02/2011,16.13,0.00186162
09/02/2011,16.1,-0.008658063
08/02/2011,16.24,-0.006138755
07/02/2011,16.34,0.012315427
04/02/2011,16.14,-0.00123839
03/02/2011,16.16,0.005584873
02/02/2011,16.07,-0.011138729
01/02/2011,16.25,0.006172859
31/01/2011,16.15,0.007458083
28/01/2011,16.03,-0.007458083
27/01/2011,16.15,0.002479852
26/01/2011,16.11,-0.002479852
