Date,Close,CPB
13/06/2013,44.54,0.006306327
12/06/2013,44.26,0.004755982
11/06/2013,44.05,0.002500285
10/06/2013,43.94,-0.016477068
07/06/2013,44.67,0.033693148
06/06/2013,43.19,0.006504088
05/06/2013,42.91,-0.014345457
04/06/2013,43.53,0.009231545
03/06/2013,43.13,0.007447091
31/05/2013,42.81,-0.031047682
30/05/2013,44.16,-0.011258844
29/05/2013,44.66,-0.026296952
28/05/2013,45.85,0.004590674
24/05/2013,45.64,-0.002625822
23/05/2013,45.76,-0.003272611
22/05/2013,45.91,-0.003044804
21/05/2013,46.05,0.005880448
20/05/2013,45.78,-0.0396155
17/05/2013,47.63,-0.004608303
16/05/2013,47.85,-0.006042314
15/05/2013,48.14,0.010440688
14/05/2013,47.64,0.026157791
13/05/2013,46.41,0.002588998
10/05/2013,46.29,0.004981061
09/05/2013,46.06,-0.009937433
08/05/2013,46.52,-0.001718213
07/05/2013,46.6,0.006674586
06/05/2013,46.29,-0.011811584
03/05/2013,46.84,0.007070195
02/05/2013,46.51,0.007770382
01/05/2013,46.15,-0.005617992
30/04/2013,46.41,0.000646621
29/04/2013,46.38,0.003888534
26/04/2013,46.2,0
25/04/2013,46.2,0.003252035
24/04/2013,46.05,-0.014658594
23/04/2013,46.73,0.006655956
22/04/2013,46.42,-0.000861326
19/04/2013,46.46,0.010602718
18/04/2013,45.97,0.001959718
17/04/2013,45.88,-0.014067974
16/04/2013,46.53,0.027673626
15/04/2013,45.26,-0.005288686
12/04/2013,45.5,0.002861232
11/04/2013,45.37,-0.003080988
10/04/2013,45.51,0.013048952
09/04/2013,44.92,-0.005992694
08/04/2013,45.19,0.009337551
05/04/2013,44.77,-0.010001195
04/04/2013,45.22,-0.005733202
03/04/2013,45.48,-0.011368728
02/04/2013,46,0.005449605
01/04/2013,45.75,0.008561132
28/03/2013,45.36,0.011976191
27/03/2013,44.82,0.011669791
26/03/2013,44.3,0.015927527
25/03/2013,43.6,0.005750447
22/03/2013,43.35,0.015107783
21/03/2013,42.7,-0.005837728
20/03/2013,42.95,0.017853422
19/03/2013,42.19,0.009286887
18/03/2013,41.8,0.004555817
15/03/2013,41.61,-0.006467863
14/03/2013,41.88,0.000955566
13/03/2013,41.84,0.007677581
12/03/2013,41.52,0.000481812
11/03/2013,41.5,0.002895755
08/03/2013,41.38,-0.000724725
07/03/2013,41.41,0
06/03/2013,41.41,-0.006738894
05/03/2013,41.69,-0.001917087
04/03/2013,41.77,-0.008106864
01/03/2013,42.11,0.022818331
28/02/2013,41.16,0.013206355
27/02/2013,40.62,0.005925943
26/02/2013,40.38,0.009955284
25/02/2013,39.98,-0.003744855
22/02/2013,40.13,0.01152895
21/02/2013,39.67,-0.008534188
20/02/2013,40.01,0.000249969
19/02/2013,40,0.015113638
15/02/2013,39.4,0.017409554
14/02/2013,38.72,0.014044444
13/02/2013,38.18,-0.002093146
12/02/2013,38.26,0.003665885
11/02/2013,38.12,0.004996723
08/02/2013,37.93,0.014606554
07/02/2013,37.38,0.007788411
06/02/2013,37.09,0.005949179
05/02/2013,36.87,0.008717026
04/02/2013,36.55,-0.006544883
01/02/2013,36.79,0.002176872
31/01/2013,36.71,0.004641647
30/01/2013,36.54,0.010454015
29/01/2013,36.16,-0.002485846
28/01/2013,36.25,-0.00769446
25/01/2013,36.53,0.003015767
24/01/2013,36.42,0.001648805
23/01/2013,36.36,-0.002197803
22/01/2013,36.44,0.004124851
18/01/2013,36.29,0.004695493
17/01/2013,36.12,0.011415967
16/01/2013,35.71,0.001401149
15/01/2013,35.66,0.003652202
14/01/2013,35.53,0.008763307
11/01/2013,35.22,-0.002552107
10/01/2013,35.31,0.002836077
09/01/2013,35.21,0.006267827
08/01/2013,34.99,-0.01447039
07/01/2013,35.5,-0.005057611
04/01/2013,35.68,-0.008650814
03/01/2013,35.99,0.001946879
02/01/2013,35.92,0.029093988
31/12/2012,34.89,0.009503311
28/12/2012,34.56,-0.008929917
27/12/2012,34.87,-0.004863405
26/12/2012,35.04,-0.009090972
24/12/2012,35.36,-0.003951459
21/12/2012,35.5,-0.010926009
20/12/2012,35.89,-0.002504523
19/12/2012,35.98,-0.007476153
18/12/2012,36.25,0.002485846
17/12/2012,36.16,0.016169853
14/12/2012,35.58,-0.006722714
13/12/2012,35.82,-0.001394895
12/12/2012,35.87,-0.015491319
11/12/2012,36.43,-0.005474966
10/12/2012,36.63,0
07/12/2012,36.63,0.005474966
06/12/2012,36.43,-0.006839036
05/12/2012,36.68,0.003550461
04/12/2012,36.55,-0.002459354
03/12/2012,36.64,-0.002997686
30/11/2012,36.75,0.005457039
29/11/2012,36.55,0.000547345
28/11/2012,36.53,-0.0019144
27/11/2012,36.6,0.003558236
26/11/2012,36.47,-0.00628675
23/11/2012,36.7,0.006835297
21/11/2012,36.45,0.006606135
20/11/2012,36.21,-0.020230324
19/11/2012,36.95,0.008425108
16/11/2012,36.64,0.010701159
15/11/2012,36.25,-0.003579792
14/11/2012,36.38,-0.00548247
13/11/2012,36.58,0.02239209
12/11/2012,35.77,0.008140396
09/11/2012,35.48,0.000563857
08/11/2012,35.46,0.007075167
07/11/2012,35.21,-0.002552831
06/11/2012,35.3,0.007678127
05/11/2012,35.03,-0.005693155
02/11/2012,35.23,0.000283889
01/11/2012,35.22,-0.001418641
31/10/2012,35.27,0.015716854
26/10/2012,34.72,-0.000863682
25/10/2012,34.75,0.004614949
24/10/2012,34.59,-0.003175064
23/10/2012,34.7,-0.008894048
22/10/2012,35.01,-0.005980368
19/10/2012,35.22,-0.006791198
18/10/2012,35.46,0.007643349
17/10/2012,35.19,0.00541389
16/10/2012,35,0.004868977
15/10/2012,34.83,0.004315932
12/10/2012,34.68,-0.005750447
11/10/2012,34.88,-0.003434462
10/10/2012,35,-0.002853069
09/10/2012,35.1,-0.006248245
08/10/2012,35.32,0
05/10/2012,35.32,0.005678607
04/10/2012,35.12,-0.006810469
03/10/2012,35.36,0.005103498
02/10/2012,35.18,0.003987473
01/10/2012,35.04,0.006298332
28/09/2012,34.82,0.002012362
27/09/2012,34.75,-0.003160468
26/09/2012,34.86,0.000860956
25/09/2012,34.83,-0.010282867
24/09/2012,35.19,0.002560821
21/09/2012,35.1,-0.001138952
20/09/2012,35.14,0
19/09/2012,35.14,0.006280352
18/09/2012,34.92,0.008628181
17/09/2012,34.62,0.002024
14/09/2012,34.55,-0.003467209
13/09/2012,34.67,0.000865676
12/09/2012,34.64,0.001444461
11/09/2012,34.59,-0.003463207
10/09/2012,34.71,-0.009462436
07/09/2012,35.04,-0.003987473
06/09/2012,35.18,0.013449909
05/09/2012,34.71,-0.011742939
04/09/2012,35.12,-0.000569314
31/08/2012,35.14,0.001423893
30/08/2012,35.09,-0.007382203
29/08/2012,35.35,-0.003670765
28/08/2012,35.48,0.002822469
27/08/2012,35.38,0.011084382
24/08/2012,34.99,0.008322619
23/08/2012,34.7,0.001441961
22/08/2012,34.65,-0.004606976
21/08/2012,34.81,-0.001435338
20/08/2012,34.86,0.001722653
17/08/2012,34.8,0
16/08/2012,34.8,0.004608303
15/08/2012,34.64,0.002891011
14/08/2012,34.54,0.005516054
13/08/2012,34.35,0.030744366
10/08/2012,33.31,0.004513322
09/08/2012,33.16,-0.003011143
08/08/2012,33.26,0.015147215
07/08/2012,32.76,-0.000305204
06/08/2012,32.77,-0.000610128
03/08/2012,32.79,0.009807005
02/08/2012,32.47,-0.014978119
01/08/2012,32.96,-0.004540647
31/07/2012,33.11,-0.004820738
30/07/2012,33.27,0.004518761
27/07/2012,33.12,0.011234367
26/07/2012,32.75,0.004897469
25/07/2012,32.59,0.002150208
24/07/2012,32.52,-0.01009646
23/07/2012,32.85,-0.010296881
20/07/2012,33.19,-0.011682026
19/07/2012,33.58,0.009575178
18/07/2012,33.26,0.005728947
17/07/2012,33.07,-0.000906755
16/07/2012,33.1,-0.00752449
13/07/2012,33.35,0.01754431
12/07/2012,32.77,-0.00274265
11/07/2012,32.86,0.007637123
10/07/2012,32.61,-0.003367522
09/07/2012,32.72,-0.008217974
06/07/2012,32.99,-0.00604414
05/07/2012,33.19,-0.007205075
03/07/2012,33.43,0.001197246
02/07/2012,33.39,0.000299536
29/06/2012,33.38,0.026101634
28/06/2012,32.52,0.003696862
27/06/2012,32.4,0.004950505
26/06/2012,32.24,0.007472015
25/06/2012,32,-0.001873244
22/06/2012,32.06,-0.001869742
21/06/2012,32.12,-0.007135132
20/06/2012,32.35,-0.003086422
19/06/2012,32.45,0.014589736
18/06/2012,31.98,0.006273546
15/06/2012,31.78,0.002835987
14/06/2012,31.69,0.009193281
13/06/2012,31.4,-0.003179653
12/06/2012,31.5,-0.002536463
11/06/2012,31.58,-0.004423388
08/06/2012,31.72,0.004423388
07/06/2012,31.58,-0.006313152
06/06/2012,31.78,0.009484738
05/06/2012,31.48,-0.002221165
04/06/2012,31.55,0.006997484
01/06/2012,31.33,-0.011740576
31/05/2012,31.7,-0.006602759
30/05/2012,31.91,-0.015856076
29/05/2012,32.42,-0.004923087
25/05/2012,32.58,0.000614062
24/05/2012,32.56,0.004309025
23/05/2012,32.42,-0.007681709
22/05/2012,32.67,-0.002445736
21/05/2012,32.75,-0.019652938
18/05/2012,33.4,-0.011904903
17/05/2012,33.8,-0.010594566
16/05/2012,34.16,-0.002923124
15/05/2012,34.26,-0.005240187
14/05/2012,34.44,0.001162115
11/05/2012,34.4,-0.000871713
10/05/2012,34.43,0.011685789
09/05/2012,34.03,0.002059127
08/05/2012,33.96,-0.003527341
07/05/2012,34.08,0.007658358
04/05/2012,33.82,0.005336508
03/05/2012,33.64,0.001189768
02/05/2012,33.6,-0.000595061
01/05/2012,33.62,-0.006226855
30/04/2012,33.83,-0.000591017
27/04/2012,33.85,-0.001476015
26/04/2012,33.9,0.007699179
25/04/2012,33.64,0.000594707
24/04/2012,33.62,0.011066361
23/04/2012,33.25,-0.017293216
20/04/2012,33.83,0.000591366
19/04/2012,33.81,0.004149384
18/04/2012,33.67,-0.000593824
17/04/2012,33.69,0.012544967
16/04/2012,33.27,0.007845544
13/04/2012,33.01,-0.003930466
12/04/2012,33.14,0
11/04/2012,33.14,0.003930466
10/04/2012,33.01,-0.006943424
09/04/2012,33.24,-0.009282893
05/04/2012,33.55,-0.003273325
04/04/2012,33.66,-0.009167593
03/04/2012,33.97,0.004129799
02/04/2012,33.83,-0.000591017
30/03/2012,33.85,0.019991715
29/03/2012,33.18,0.004228336
28/03/2012,33.04,-0.000302618
27/03/2012,33.05,0.004548909
26/03/2012,32.9,0.000608088
23/03/2012,32.88,0.002131223
22/03/2012,32.81,-0.000609385
21/03/2012,32.83,-0.003951974
20/03/2012,32.96,-0.004540647
19/03/2012,33.11,0.009406836
16/03/2012,32.8,-0.007290433
15/03/2012,33.04,0.005158561
14/03/2012,32.87,-0.00091227
13/03/2012,32.9,0.002434572
12/03/2012,32.82,-0.000304646
09/03/2012,32.83,0.001219141
08/03/2012,32.79,-0.001523694
07/03/2012,32.84,0.005190059
06/03/2012,32.67,-0.011261723
05/03/2012,33.04,-0.004529677
02/03/2012,33.19,0.000904295
01/03/2012,33.16,-0.004813487
29/02/2012,33.32,0.005115101
28/02/2012,33.15,-0.011099559
27/02/2012,33.52,-0.005652254
24/02/2012,33.71,0.005055773
23/02/2012,33.54,0.012903405
22/02/2012,33.11,0.001813785
21/02/2012,33.05,0.004548909
17/02/2012,32.9,0.025863511
16/02/2012,32.06,0.006885786
15/02/2012,31.84,0.000942655
14/02/2012,31.81,0.005674668
13/02/2012,31.63,-0.001263823
10/02/2012,31.67,-0.012551153
09/02/2012,32.07,0.006255885
08/02/2012,31.87,0
07/02/2012,31.87,0.000627746
06/02/2012,31.85,-0.001568628
03/02/2012,31.9,0.001882649
02/02/2012,31.84,0.004091272
01/02/2012,31.71,0.000315408
31/01/2012,31.7,0.004109378
30/01/2012,31.57,0.004126335
27/01/2012,31.44,-0.007288893
26/01/2012,31.67,-0.001577536
25/01/2012,31.72,0.003473871
24/01/2012,31.61,-0.003473871
23/01/2012,31.72,-0.000945329
20/01/2012,31.75,-0.015935347
19/01/2012,32.26,0.007779719
18/01/2012,32.01,-0.000312354
17/01/2012,32.02,-0.014263808
13/01/2012,32.48,-0.003074088
12/01/2012,32.58,0.009560597
11/01/2012,32.27,-0.004020417
10/01/2012,32.4,0.017749182
09/01/2012,31.83,0.012010258
06/01/2012,31.45,-0.011381723
05/01/2012,31.81,-0.028511383
04/01/2012,32.73,-0.007609229
03/01/2012,32.98,-0.007852653
30/12/2011,33.24,-0.007492917
29/12/2011,33.49,0.009601034
28/12/2011,33.17,-0.002408914
27/12/2011,33.25,0.002710437
23/12/2011,33.16,-0.000301523
22/12/2011,33.17,-0.006610601
21/12/2011,33.39,0.013872358
20/12/2011,32.93,0.012836362
19/12/2011,32.51,-0.006438777
16/12/2011,32.72,0.001223242
15/12/2011,32.68,0.012315427
14/12/2011,32.28,-0.000309741
13/12/2011,32.29,-0.005559001
12/12/2011,32.47,-0.011330698
09/12/2011,32.84,0.007334996
08/12/2011,32.6,-0.008856372
07/12/2011,32.89,-0.001822601
06/12/2011,32.95,0.009452731
05/12/2011,32.64,0.003068428
02/12/2011,32.54,0.000307361
01/12/2011,32.53,-0.002149548
30/11/2011,32.6,0.018576386
29/11/2011,32,0.009419222
28/11/2011,31.7,-0.004720701
25/11/2011,31.85,0.019018006
23/11/2011,31.25,-0.018703985
22/11/2011,31.84,-0.054100281
21/11/2011,33.61,-0.001189414
18/11/2011,33.65,0.0071578
17/11/2011,33.41,0.001497679
16/11/2011,33.36,-0.011919092
15/11/2011,33.76,0.005346018
14/11/2011,33.58,-0.006234249
11/11/2011,33.79,0.005638834
10/11/2011,33.6,0.008068175
09/11/2011,33.33,-0.022546194
08/11/2011,34.09,0.001174054
07/11/2011,34.05,0.026787316
04/11/2011,33.15,-0.00451468
03/11/2011,33.3,0.017265308
02/11/2011,32.73,-0.003355196
01/11/2011,32.84,-0.012407483
31/10/2011,33.25,-0.006594748
28/10/2011,33.47,-0.002983296
27/10/2011,33.57,0.002385924
26/10/2011,33.49,0.00508907
25/10/2011,33.32,-0.010449416
24/10/2011,33.67,-0.006217637
21/10/2011,33.88,0.017868254
20/10/2011,33.28,-0.006290271
19/10/2011,33.49,-0.004468948
18/10/2011,33.64,0.016484713
17/10/2011,33.09,-0.012015765
14/10/2011,33.49,0.01020417
13/10/2011,33.15,-0.003312757
12/10/2011,33.26,-0.006592772
11/10/2011,33.48,0.006592772
10/10/2011,33.26,0.015147215
07/10/2011,32.76,0.003669729
06/10/2011,32.64,-0.005804201
05/10/2011,32.83,-0.003344993
04/10/2011,32.94,0.008536637
03/10/2011,32.66,0.00891902
30/09/2011,32.37,0.003094062
29/09/2011,32.27,0.011218566
28/09/2011,31.91,-0.014312628
27/09/2011,32.37,0.018394907
26/09/2011,31.78,0.016497836
23/09/2011,31.26,0.014500012
22/09/2011,30.81,0.004554334
21/09/2011,30.67,-0.018094193
20/09/2011,31.23,0.003207187
19/09/2011,31.13,-0.007361211
16/09/2011,31.36,-0.000956175
15/09/2011,31.39,0.004790046
14/09/2011,31.24,0.011914486
13/09/2011,30.87,0.005522184
12/09/2011,30.7,-0.004874096
09/09/2011,30.85,-0.019580147
08/09/2011,31.46,-0.006021251
07/09/2011,31.65,0.014640618
06/09/2011,31.19,-0.008619367
02/09/2011,31.46,-0.012634407
01/09/2011,31.86,-0.000313824
31/08/2011,31.87,0.005348448
30/08/2011,31.7,-0.000315408
29/08/2011,31.71,0.025228865
26/08/2011,30.92,0.006814889
25/08/2011,30.71,-0.019668537
24/08/2011,31.32,0.015120121
23/08/2011,30.85,0.019971199
22/08/2011,30.24,0.006968669
19/08/2011,30.03,-0.013232082
18/08/2011,30.43,-0.028508571
17/08/2011,31.31,0.009950331
16/08/2011,31,-0.001933613
15/08/2011,31.06,0.011983949
12/08/2011,30.69,0.01510206
11/08/2011,30.23,0.015333634
10/08/2011,29.77,-0.031087159
09/08/2011,30.71,0.000651466
08/08/2011,30.69,-0.038355612
05/08/2011,31.89,-0.00219264
04/08/2011,31.96,-0.03050614
03/08/2011,32.95,0.00975915
02/08/2011,32.63,-0.010062594
01/08/2011,32.96,-0.002726861
29/07/2011,33.05,-0.000604961
28/07/2011,33.07,-0.005127443
27/07/2011,33.24,-0.010474434
26/07/2011,33.59,0.001787843
25/07/2011,33.53,-0.008316056
22/07/2011,33.81,-0.003837643
21/07/2011,33.94,0.005021425
20/07/2011,33.77,-0.004726744
19/07/2011,33.93,0.010666768
18/07/2011,33.57,-0.010372
15/07/2011,33.92,-0.004118864
14/07/2011,34.06,-0.005562889
13/07/2011,34.25,-0.009878058
12/07/2011,34.59,0.013094906
11/07/2011,34.14,-0.000878349
08/07/2011,34.17,0.002637364
07/07/2011,34.08,-0.014853921
06/07/2011,34.59,0.004055625
05/07/2011,34.45,-0.005788728
01/07/2011,34.65,0.002890175
30/06/2011,34.55,-0.003755602
29/06/2011,34.68,0.027479075
28/06/2011,33.74,-0.00826451
27/06/2011,34.02,0.003533573
24/06/2011,33.9,0.023579663
23/06/2011,33.11,-0.025936765
22/06/2011,33.98,-0.007038152
21/06/2011,34.22,-0.000292184
20/06/2011,34.23,0.001754386
17/06/2011,34.17,0.002930834
16/06/2011,34.07,0.009140562
15/06/2011,33.76,-0.008553363
14/06/2011,34.05,0.003825222
13/06/2011,33.92,0.006210282
10/06/2011,33.71,-0.009741774
09/06/2011,34.04,0.010632114
08/06/2011,33.68,-0.00148346
07/06/2011,33.73,0.00207746
06/06/2011,33.66,-0.000594001
03/06/2011,33.68,-0.012686407
02/06/2011,34.11,-0.009628083
01/06/2011,34.44,-0.008960892
31/05/2011,34.75,0.003170488
27/05/2011,34.64,0.002601533
26/05/2011,34.55,-0.002312808
25/05/2011,34.63,-0.016325724
24/05/2011,35.2,0.007127614
23/05/2011,34.95,-0.008263332
20/05/2011,35.24,-0.002833666
19/05/2011,35.34,0.001699236
18/05/2011,35.28,0.005115101
17/05/2011,35.1,-0.001992316
16/05/2011,35.17,-0.000568505
13/05/2011,35.19,0.024451096
12/05/2011,34.34,0.019703622
11/05/2011,33.67,-0.002669437
10/05/2011,33.76,0.010421413
09/05/2011,33.41,-0.006265872
06/05/2011,33.62,0.005667428
05/05/2011,33.43,-0.006856488
04/05/2011,33.66,-0.002670229
03/05/2011,33.75,-0.001480385
02/05/2011,33.8,0.006232399
29/04/2011,33.59,0.00597195
28/04/2011,33.39,0.00510435
27/04/2011,33.22,0.003920982
26/04/2011,33.09,0.009717659
25/04/2011,32.77,-0.003655197
21/04/2011,32.89,-0.013289232
20/04/2011,33.33,0
19/04/2011,33.33,0.002102419
18/04/2011,33.26,-0.017288061
15/04/2011,33.84,0.001478634
14/04/2011,33.79,0.002963843
13/04/2011,33.69,-0.001186592
12/04/2011,33.73,0.011929757
11/04/2011,33.33,0.001801802
08/04/2011,33.27,-0.00389981
07/04/2011,33.4,-0.005970167
06/04/2011,33.6,0.011373963
05/04/2011,33.22,0.004525577
04/04/2011,33.07,-0.004525577
01/04/2011,33.22,0.003316753
31/03/2011,33.11,-0.004820738
30/03/2011,33.27,0.001503986
29/03/2011,33.22,-0.006301596
28/03/2011,33.43,-0.003881181
25/03/2011,33.56,0.000894321
24/03/2011,33.53,0.004783268
23/03/2011,33.37,-0.004783268
22/03/2011,33.53,-0.005650573
21/03/2011,33.72,0.006545694
18/03/2011,33.5,0.001792651
17/03/2011,33.44,0.001196888
16/03/2011,33.4,-0.00388466
15/03/2011,33.53,-0.009498439
14/03/2011,33.85,-0.012623094
11/03/2011,34.28,-0.001748762
10/03/2011,34.34,0.004085211
09/03/2011,34.2,0.011764842
08/03/2011,33.8,0.011605546
07/03/2011,33.41,-0.004181607
04/03/2011,33.55,-0.006832048
03/03/2011,33.78,0.008920666
02/03/2011,33.48,-0.002386636
01/03/2011,33.56,-0.002975307
28/02/2011,33.66,0.002379537
25/02/2011,33.58,0.002385213
24/02/2011,33.5,-0.010984228
23/02/2011,33.87,0.013375144
22/02/2011,33.42,-0.004776128
18/02/2011,33.58,-0.039701653
17/02/2011,34.94,0.012093438
16/02/2011,34.52,-0.000289645
15/02/2011,34.53,0.001449066
14/02/2011,34.48,0.001451168
11/02/2011,34.43,0.004074511
10/02/2011,34.29,-0.0066851
09/02/2011,34.52,0.005228011
08/02/2011,34.34,0.003208403
07/02/2011,34.23,-0.005535338
04/02/2011,34.42,-0.00145159
03/02/2011,34.47,0.002614381
02/02/2011,34.38,0.002329646
01/02/2011,34.3,0.004675637
31/01/2011,34.14,-0.00903928
28/01/2011,34.45,-0.006942464
27/01/2011,34.69,-0.010609419
26/01/2011,35.06,0.001427145
