Date,Close,IRM
15/10/2013,25.39,-0.003538435
14/10/2013,25.48,0.007089435
11/10/2013,25.3,-0.021892978
10/10/2013,25.86,0.006595562
09/10/2013,25.69,-0.006595562
08/10/2013,25.86,-0.012680285
07/10/2013,26.19,0.003442344
04/10/2013,26.1,0.003838776
03/10/2013,26,-0.022438667
02/10/2013,26.59,-0.014560646
01/10/2013,26.98,-0.001481482
30/09/2013,27.02,-0.025576842
27/09/2013,27.72,-0.006114027
26/09/2013,27.89,-0.005007164
25/09/2013,28.03,-0.031603754
24/09/2013,28.93,0.018137923
23/09/2013,28.41,-0.00945882
20/09/2013,28.68,-0.011785232
19/09/2013,29.02,0.029727666
18/09/2013,28.17,0.034305585
17/09/2013,27.22,0.012569482
16/09/2013,26.88,0.01084731
13/09/2013,26.59,0.000376152
12/09/2013,26.58,0.02630226
11/09/2013,25.89,0.001546193
10/09/2013,25.85,-0.002318394
09/09/2013,25.91,0.002705316
06/09/2013,25.84,0.003877477
05/09/2013,25.74,-0.021522737
04/09/2013,26.3,0.019582119
03/09/2013,25.79,-0.000387672
30/08/2013,25.8,-0.021852508
29/08/2013,26.37,-0.007179324
28/08/2013,26.56,-0.002256488
27/08/2013,26.62,-0.013803614
26/08/2013,26.99,-0.000740741
23/08/2013,27.01,0.010794819
22/08/2013,26.72,-0.006713938
21/08/2013,26.9,-0.002969564
20/08/2013,26.98,0.008935279
19/08/2013,26.74,-0.002241316
16/08/2013,26.8,-0.009654735
15/08/2013,27.06,-0.023736736
14/08/2013,27.71,-0.000721501
13/08/2013,27.73,-0.00790234
12/08/2013,27.95,-0.008904778
09/08/2013,28.2,0.007832009
08/08/2013,27.98,-0.005346653
07/08/2013,28.13,-0.004964549
06/08/2013,28.27,-0.008102916
05/08/2013,28.5,0.00881063
02/08/2013,28.25,0.01210841
01/08/2013,27.91,0.003949027
31/07/2013,27.8,0.000719683
30/07/2013,27.78,-0.00466871
29/07/2013,27.91,0.002152081
26/07/2013,27.85,-0.019556179
25/07/2013,28.4,0.008486614
24/07/2013,28.16,-0.009190591
23/07/2013,28.42,-0.002810965
22/07/2013,28.5,-0.009081446
19/07/2013,28.76,-0.006930035
18/07/2013,28.96,0.003112574
17/07/2013,28.87,0.005209249
16/07/2013,28.72,0.011909072
15/07/2013,28.38,0.005299429
12/07/2013,28.23,-0.020337307
11/07/2013,28.81,0.051640456
10/07/2013,27.36,0
09/07/2013,27.36,0.010286645
08/07/2013,27.08,0.008529627
05/07/2013,26.85,-0.005571045
03/07/2013,27,-0.004803261
02/07/2013,27.13,0.008142162
01/07/2013,26.91,0.01121088
28/06/2013,26.61,-0.005247388
27/06/2013,26.75,0.006751714
26/06/2013,26.57,0.00793505
25/06/2013,26.36,0.003420106
24/06/2013,26.27,-0.021465708
21/06/2013,26.84,-0.026834913
20/06/2013,27.57,-0.036328781
19/06/2013,28.59,-0.008359505
18/06/2013,28.83,-0.012752198
17/06/2013,29.2,0.00928959
14/06/2013,28.93,0.001383605
13/06/2013,28.89,0.0003462
12/06/2013,28.88,-0.009305599
11/06/2013,29.15,0.022550826
10/06/2013,28.5,-0.015666117
07/06/2013,28.95,-0.17248636
06/06/2013,34.4,0.009052478
05/06/2013,34.09,-0.011955238
04/06/2013,34.5,-0.022640314
03/06/2013,35.29,-0.01546495
31/05/2013,35.84,-0.013854475
30/05/2013,36.34,0
29/05/2013,36.34,-0.020697907
28/05/2013,37.1,0.010295404
24/05/2013,36.72,-0.008406829
23/05/2013,37.03,-0.019257081
22/05/2013,37.75,-0.020711187
21/05/2013,38.54,0.008337724
20/05/2013,38.22,-0.01917654
17/05/2013,38.96,0.014478019
16/05/2013,38.4,-0.018065007
15/05/2013,39.1,-0.005610828
14/05/2013,39.32,-0.00076268
13/05/2013,39.35,-0.004816843
10/05/2013,39.54,0.002025317
09/05/2013,39.46,0.004826632
08/05/2013,39.27,0.009209582
07/05/2013,38.91,0.006187181
06/05/2013,38.67,0.000517331
03/05/2013,38.65,0.008574822
02/05/2013,38.32,0.018436129
01/05/2013,37.62,-0.006359322
30/04/2013,37.86,0.017855238
29/04/2013,37.19,-0.006966802
26/04/2013,37.45,-0.002400321
25/04/2013,37.54,0.00856078
24/04/2013,37.22,-0.003754362
23/04/2013,37.36,0.014831066
22/04/2013,36.81,0.003810565
19/04/2013,36.67,0.004646721
18/04/2013,36.5,0.001645188
17/04/2013,36.44,-0.014439701
16/04/2013,36.97,0.019667392
15/04/2013,36.25,-0.02586938
12/04/2013,37.2,-0.015471101
11/04/2013,37.78,0.016546948
10/04/2013,37.16,0.017646718
09/04/2013,36.51,0.001919123
08/04/2013,36.44,0.008543527
05/04/2013,36.13,-0.008543527
04/04/2013,36.44,0.009374207
03/04/2013,36.1,-0.004698088
02/04/2013,36.27,0.006916614
01/04/2013,36.02,-0.008018846
28/03/2013,36.31,0.018344039
27/03/2013,35.65,-0.001121391
26/03/2013,35.69,0.000840925
25/03/2013,35.66,0.003089456
22/03/2013,35.55,-0.003369843
21/03/2013,35.67,-0.016956626
20/03/2013,36.28,-0.00082656
19/03/2013,36.31,-0.002750277
18/03/2013,36.41,0.000824289
15/03/2013,36.38,-0.004935573
14/03/2013,36.56,0.004385972
13/03/2013,36.4,0.000549602
12/03/2013,36.38,0.016630095
11/03/2013,35.78,0.025475479
08/03/2013,34.88,0.004597709
07/03/2013,34.72,-0.002588812
06/03/2013,34.81,-0.009719916
05/03/2013,35.15,0.015481961
04/03/2013,34.61,-0.000577701
01/03/2013,34.63,0.003761034
28/02/2013,34.5,-0.013817146
27/02/2013,34.98,0.011211847
26/02/2013,34.59,0.015440948
25/02/2013,34.06,-0.013704836
22/02/2013,34.53,0.002900234
21/02/2013,34.43,-0.006946482
20/02/2013,34.67,-0.008329791
19/02/2013,34.96,0.007176721
15/02/2013,34.71,0.004330886
14/02/2013,34.56,0.001447807
13/02/2013,34.51,0.001159757
12/02/2013,34.47,0.012846892
11/02/2013,34.03,-0.006444076
08/02/2013,34.25,-0.011322519
07/02/2013,34.64,0.00404976
06/02/2013,34.5,0.007272759
05/02/2013,34.25,0.008503203
04/02/2013,33.96,-0.016065776
01/02/2013,34.51,0.008731138
31/01/2013,34.21,-0.006119792
30/01/2013,34.42,0.004951226
29/01/2013,34.25,0.002923979
28/01/2013,34.15,-0.00409118
25/01/2013,34.29,0.000583431
24/01/2013,34.27,-0.005819045
23/01/2013,34.47,0.004069773
22/01/2013,34.33,0.003793963
18/01/2013,34.2,0.009695977
17/01/2013,33.87,0.013075966
16/01/2013,33.43,-0.005667428
15/01/2013,33.62,0.018916643
14/01/2013,32.99,0.004557201
11/01/2013,32.84,-0.007885998
10/01/2013,33.1,0.017985548
09/01/2013,32.51,-0.002764554
08/01/2013,32.6,-0.012195273
07/01/2013,33,-0.006042314
04/01/2013,33.2,0.01609265
03/01/2013,32.67,0.018224443
02/01/2013,32.08,0.032633975
31/12/2012,31.05,0.011987832
28/12/2012,30.68,-0.00811561
27/12/2012,30.93,-0.002260618
26/12/2012,31,-0.004827041
24/12/2012,31.15,-0.008948606
21/12/2012,31.43,0.006063526
20/12/2012,31.24,0.004170014
19/12/2012,31.11,-0.004810014
18/12/2012,31.26,0.009643276
17/12/2012,30.96,0.000646204
14/12/2012,30.94,0.007461511
13/12/2012,30.71,-0.017431042
12/12/2012,31.25,0.001921846
11/12/2012,31.19,-0.000641026
10/12/2012,31.21,-0.004156681
07/12/2012,31.34,0.004477142
06/12/2012,31.2,-0.008298803
05/12/2012,31.46,-0.000317813
04/12/2012,31.47,-0.005387432
03/12/2012,31.64,0.001265022
30/11/2012,31.6,0.003487085
29/11/2012,31.49,-0.003487085
28/11/2012,31.6,-0.00976232
27/11/2012,31.91,-0.003128914
26/11/2012,32.01,-0.018263934
23/11/2012,32.6,0.000306796
21/11/2012,32.59,-0.01552779
20/11/2012,33.1,-0.00632437
19/11/2012,33.31,0.018788431
16/11/2012,32.69,0.002450231
15/11/2012,32.61,-0.017930886
14/11/2012,33.2,-0.011678528
13/11/2012,33.59,-0.010954958
12/11/2012,33.96,-0.007042283
09/11/2012,34.2,0.003808412
08/11/2012,34.07,-0.005561261
07/11/2012,34.26,-0.015926209
06/11/2012,34.81,0.000287315
05/11/2012,34.8,0.001150086
02/11/2012,34.76,-0.012578782
01/11/2012,35.2,0.017192401
31/10/2012,34.6,0.017787318
26/10/2012,33.99,0.009162174
25/10/2012,33.68,0.007749666
24/10/2012,33.42,-0.000897263
23/10/2012,33.45,-0.007149271
22/10/2012,33.69,-0.011509645
19/10/2012,34.08,0.008841791
18/10/2012,33.78,-0.109525896
17/10/2012,37.69,0.032630642
16/10/2012,36.48,0.014635081
15/10/2012,35.95,0.019947283
12/10/2012,35.24,-0.020225409
11/10/2012,35.96,0.045805191
10/10/2012,34.35,-0.01244049
09/10/2012,34.78,-0.003730812
08/10/2012,34.91,-0.000858984
05/10/2012,34.94,0.009489647
04/10/2012,34.61,0.00463366
03/10/2012,34.45,0.010504911
02/10/2012,34.09,0.011803029
01/10/2012,33.69,-0.012389539
28/09/2012,34.11,0.014469468
27/09/2012,33.62,0.000297486
26/09/2012,33.61,-0.001486547
25/09/2012,33.66,-0.012107043
24/09/2012,34.07,0.005297246
21/09/2012,33.89,0.002659183
20/09/2012,33.8,0.004447746
19/09/2012,33.65,0.011356966
18/09/2012,33.27,0.000300616
17/09/2012,33.26,-0.001201923
14/09/2012,33.3,0.011173301
13/09/2012,32.93,-0.004544774
12/09/2012,33.08,0.01369676
11/09/2012,32.63,-0.00793655
10/09/2012,32.89,-0.003035825
07/09/2012,32.99,-0.000303076
06/09/2012,33,0.015883046
05/09/2012,32.48,-0.002460026
04/09/2012,32.56,-0.007343974
31/08/2012,32.8,-0.004562746
30/08/2012,32.95,-0.001516301
29/08/2012,33,0.026406201
28/08/2012,32.14,-0.001243781
27/08/2012,32.18,-0.011432227
24/08/2012,32.55,0.000922084
23/08/2012,32.52,-0.010400828
22/08/2012,32.86,-0.004251449
21/08/2012,33,-0.006343474
20/08/2012,33.21,-0.009589525
17/08/2012,33.53,0.005082983
16/08/2012,33.36,-0.000898876
15/08/2012,33.39,-0.000598802
14/08/2012,33.41,-0.005373147
13/08/2012,33.59,-0.002972654
10/08/2012,33.69,0.01104324
09/08/2012,33.32,-0.00060006
08/08/2012,33.34,0.004810593
07/08/2012,33.18,0.013044323
06/08/2012,32.75,-0.002135124
03/08/2012,32.82,0.025614732
02/08/2012,31.99,-0.007784564
01/08/2012,32.24,0.000930954
31/07/2012,32.21,-0.005881459
30/07/2012,32.4,-0.011049836
27/07/2012,32.76,0.014141029
26/07/2012,32.3,0.032088315
25/07/2012,31.28,0.001920001
24/07/2012,31.22,-0.008928631
23/07/2012,31.5,-0.005698021
20/07/2012,31.68,-0.017832476
19/07/2012,32.25,0.007469689
18/07/2012,32.01,0.003442344
17/07/2012,31.9,0.012618464
16/07/2012,31.5,-0.008534902
13/07/2012,31.77,0.016503072
12/07/2012,31.25,0.00128082
11/07/2012,31.21,-0.010518025
10/07/2012,31.54,-0.021641114
09/07/2012,32.23,0
06/07/2012,32.23,-0.016615767
05/07/2012,32.77,0.01166373
03/07/2012,32.39,-0.004927635
02/07/2012,32.55,-0.012517336
29/06/2012,32.96,0.019608471
28/06/2012,32.32,-0.007398307
27/06/2012,32.56,0.002767955
26/06/2012,32.47,-0.006752635
25/06/2012,32.69,-0.002749353
22/06/2012,32.78,0.007655833
21/06/2012,32.53,-0.014647805
20/06/2012,33.01,-0.00573933
19/06/2012,33.2,0.003621006
18/06/2012,33.08,-0.003018415
15/06/2012,33.18,0.011823694
14/06/2012,32.79,-0.001828154
13/06/2012,32.85,0.007026148
12/06/2012,32.62,0.002762857
11/06/2012,32.53,-0.005823771
08/06/2012,32.72,0.019130482
07/06/2012,32.1,-0.006830204
06/06/2012,32.32,0.129297088
05/06/2012,28.4,0.035481235
04/06/2012,27.41,-0.004368409
01/06/2012,27.53,-0.029350711
31/05/2012,28.35,-0.013314843
30/05/2012,28.73,-0.024072689
29/05/2012,29.43,0.004427046
25/05/2012,29.3,0.004446732
24/05/2012,29.17,0.004466594
23/05/2012,29.04,0.015267472
22/05/2012,28.6,-0.003490405
21/05/2012,28.7,0.005940958
18/05/2012,28.53,-0.021498748
17/05/2012,29.15,-0.025403568
16/05/2012,29.9,-0.009983444
15/05/2012,30.2,-0.014137996
14/05/2012,30.63,-0.010069924
11/05/2012,30.94,0.003561603
10/05/2012,30.83,-0.00517633
09/05/2012,30.99,-0.011230665
08/05/2012,31.34,-0.013941924
07/05/2012,31.78,0.016497836
04/05/2012,31.26,0.010936101
03/05/2012,30.92,-0.005804595
02/05/2012,31.1,0.020137088
01/05/2012,30.48,0.003615452
30/04/2012,30.37,-0.01048159
27/04/2012,30.69,0.018083675
26/04/2012,30.14,-0.00099486
25/04/2012,30.17,0.008655181
24/04/2012,29.91,-0.001670286
23/04/2012,29.96,-0.006653384
20/04/2012,30.16,0.020432799
19/04/2012,29.55,0.011230338
18/04/2012,29.22,-0.012245051
17/04/2012,29.58,0.002030458
16/04/2012,29.52,-0.004394126
13/04/2012,29.65,0.003378382
12/04/2012,29.55,0.022588229
11/04/2012,28.89,0.011488377
10/04/2012,28.56,-0.011142177
09/04/2012,28.88,0.000692761
05/04/2012,28.86,0.002775852
04/04/2012,28.78,-0.001388889
03/04/2012,28.82,-0.002772005
02/04/2012,28.9,0.003466208
30/03/2012,28.8,0.002433514
29/03/2012,28.73,0.004535155
28/03/2012,28.6,-0.018361853
27/03/2012,29.13,0.007926976
26/03/2012,28.9,0.013586692
23/03/2012,28.51,-0.00489854
22/03/2012,28.65,-0.01730147
21/03/2012,29.15,-0.001713796
20/03/2012,29.2,-0.004442174
19/03/2012,29.33,0.004784698
16/03/2012,29.19,0.002744427
15/03/2012,29.11,0.003785928
14/03/2012,29,-0.002410885
13/03/2012,29.07,0.0062112
12/03/2012,28.89,0.003814813
09/03/2012,28.78,-0.002082611
08/03/2012,28.84,-0.001039681
07/03/2012,28.87,0
06/03/2012,28.87,-0.019890916
05/03/2012,29.45,-0.032077592
02/03/2012,30.41,-0.014041047
01/03/2012,30.84,-0.00678626
29/02/2012,31.05,0.00290276
28/02/2012,30.96,-0.01982796
27/02/2012,31.58,0.004443041
24/02/2012,31.44,0.038584783
23/02/2012,30.25,-0.018667645
22/02/2012,30.82,0.007163821
21/02/2012,30.6,-0.010726578
17/02/2012,30.93,0.016297623
16/02/2012,30.43,0.003291642
15/02/2012,30.33,-0.007554643
14/02/2012,30.56,-0.006848225
13/02/2012,30.77,0.009797596
10/02/2012,30.47,-0.011745649
09/02/2012,30.83,-0.001296597
08/02/2012,30.87,-0.000647668
07/02/2012,30.89,0.009105754
06/02/2012,30.61,-0.007809997
03/02/2012,30.85,0.003246756
02/02/2012,30.75,-0.003246756
01/02/2012,30.85,0.00097292
31/01/2012,30.82,-0.003886015
30/01/2012,30.94,-0.003870973
27/01/2012,31.06,-0.005458354
26/01/2012,31.23,-0.017143277
25/01/2012,31.77,0.008217493
24/01/2012,31.51,-0.00158554
23/01/2012,31.56,-0.011342277
20/01/2012,31.92,-0.002815581
19/01/2012,32.01,0.002815581
18/01/2012,31.92,0.006916092
17/01/2012,31.7,0.004743092
13/01/2012,31.55,0.000951324
12/01/2012,31.52,-0.001901744
11/01/2012,31.58,-0.015708774
10/01/2012,32.08,0.0198338
09/01/2012,31.45,-0.005390849
06/01/2012,31.62,0.014012968
05/01/2012,31.18,0.000962618
04/01/2012,31.15,0.004504512
03/01/2012,31.01,0.006795043
30/12/2011,30.8,-0.007117468
29/12/2011,31.02,0.010695289
28/12/2011,30.69,0.001630524
27/12/2011,30.64,-0.002933031
23/12/2011,30.73,-0.000325362
22/12/2011,30.74,0.003258393
21/12/2011,30.64,-0.010389704
20/12/2011,30.96,0.030499167
19/12/2011,30.03,-0.004319661
16/12/2011,30.16,0.017391743
15/12/2011,29.64,0.013587166
14/12/2011,29.24,-0.007156275
13/12/2011,29.45,-0.001696353
12/12/2011,29.5,-0.01413689
09/12/2011,29.92,0.01991627
08/12/2011,29.33,-0.014890292
07/12/2011,29.77,-0.013678278
06/12/2011,30.18,0.0003314
05/12/2011,30.17,0.008989573
02/12/2011,29.9,0.010084119
01/12/2011,29.6,-0.025680918
30/11/2011,30.37,0.024667917
29/11/2011,29.63,0.009835589
28/11/2011,29.34,0.026594556
25/11/2011,28.57,0
23/11/2011,28.57,-0.011138298
22/11/2011,28.89,-0.008959398
21/11/2011,29.15,-0.015319449
18/11/2011,29.6,-0.002362073
17/11/2011,29.67,-0.007052926
16/11/2011,29.88,-0.009658693
15/11/2011,30.17,0.006984895
14/11/2011,29.96,-0.008640798
11/11/2011,30.22,0.020054148
10/11/2011,29.62,0.007455134
09/11/2011,29.4,-0.029492754
08/11/2011,30.28,-0.001320132
07/11/2011,30.32,0.002972752
04/11/2011,30.23,-0.007907784
03/11/2011,30.47,0.008238636
02/11/2011,30.22,0.008307076
01/11/2011,29.97,-0.031529705
31/10/2011,30.93,-0.009332328
28/10/2011,31.22,-0.017463533
27/10/2011,31.77,-0.027934777
26/10/2011,32.67,0.007990208
25/10/2011,32.41,-0.024082859
24/10/2011,33.2,0.013036413
21/10/2011,32.77,0.018479121
20/10/2011,32.17,0.01031098
19/10/2011,31.84,-0.017435062
18/10/2011,32.4,0.020895817
17/10/2011,31.73,-0.006909575
14/10/2011,31.95,0.020873623
13/10/2011,31.29,0.005769247
12/10/2011,31.11,0.029687387
11/10/2011,30.2,-0.00758704
10/10/2011,30.43,0.027654603
07/10/2011,29.6,0.00474095
06/10/2011,29.46,-0.013151429
05/10/2011,29.85,-0.015292851
04/10/2011,30.31,-0.001318826
03/10/2011,30.35,-0.040993314
30/09/2011,31.62,-0.021586948
29/09/2011,32.31,0.005586607
28/09/2011,32.13,-0.012679929
27/09/2011,32.54,0.020177621
26/09/2011,31.89,0.039659819
23/09/2011,30.65,-0.010386332
22/09/2011,30.97,-0.038326148
21/09/2011,32.18,-0.048819759
20/09/2011,33.79,-0.000887443
19/09/2011,33.82,0.004148154
16/09/2011,33.68,-0.006215796
15/09/2011,33.89,0.015762408
14/09/2011,33.36,0.03012551
13/09/2011,32.37,0.019969462
12/09/2011,31.73,0.00759257
09/09/2011,31.49,-0.028488388
08/09/2011,32.4,-0.008298803
07/09/2011,32.67,0.03615227
06/09/2011,31.51,-0.000317309
02/09/2011,31.52,-0.032155104
01/09/2011,32.55,0.000307267
31/08/2011,32.54,0.001230012
30/08/2011,32.5,0.003081667
29/08/2011,32.4,0.02595112
26/08/2011,31.57,0.012109772
25/08/2011,31.19,-0.025950823
24/08/2011,32.01,0.009416265
23/08/2011,31.71,0.044165115
22/08/2011,30.34,0.008274083
19/08/2011,30.09,-0.004311066
18/08/2011,30.22,-0.05504205
17/08/2011,31.93,-0.002189896
16/08/2011,32,-0.001561281
15/08/2011,32.05,0.029446484
12/08/2011,31.12,0.015870778
11/08/2011,30.63,0.066128641
10/08/2011,28.67,-0.022418597
09/08/2011,29.32,0.048926599
08/08/2011,27.92,-0.089038929
05/08/2011,30.52,0.001639613
04/08/2011,30.47,-0.025596732
03/08/2011,31.26,0.013851083
02/08/2011,30.83,-0.018956391
01/08/2011,31.42,-0.006661404
29/07/2011,31.63,-0.001895136
28/07/2011,31.69,-0.054349522
27/07/2011,33.46,-0.026542402
26/07/2011,34.36,-0.007827261
25/07/2011,34.63,-0.001442793
22/07/2011,34.68,-0.002304148
21/07/2011,34.76,0.007797873
20/07/2011,34.49,-0.004050931
19/07/2011,34.63,0.014836636
18/07/2011,34.12,-0.011655144
15/07/2011,34.52,-0.016947124
14/07/2011,35.11,-0.006529477
13/07/2011,35.34,0.003401364
12/07/2011,35.22,0.003697913
11/07/2011,35.09,-0.008513105
08/07/2011,35.39,-0.000282526
07/07/2011,35.4,0.011363759
06/07/2011,35,0.010627703
05/07/2011,34.63,0.006954534
01/07/2011,34.39,0.008761738
30/06/2011,34.09,0.01299103
29/06/2011,33.65,0.005662361
28/06/2011,33.46,0.012631747
27/06/2011,33.04,0.006376217
24/06/2011,32.83,-0.010001599
23/06/2011,33.16,0.004533784
22/06/2011,33.01,-0.009947331
21/06/2011,33.34,0.014806132
20/06/2011,32.85,0.009174376
17/06/2011,32.55,0.012676008
16/06/2011,32.14,-0.003726712
15/06/2011,32.26,-0.008949296
14/06/2011,32.55,0.009259325
13/06/2011,32.25,0.010598603
10/06/2011,31.91,-0.01616448
09/06/2011,32.43,0.009605031
08/06/2011,32.12,-0.002487563
07/06/2011,32.2,0.004045439
06/06/2011,32.07,-0.017923842
03/06/2011,32.65,-0.01700618
02/06/2011,33.21,0.001205182
01/06/2011,33.17,-0.025008746
31/05/2011,34.01,0.000882483
27/05/2011,33.98,0.007977587
26/05/2011,33.71,0.018865659
25/05/2011,33.08,0.006977125
24/05/2011,32.85,-0.001216915
23/05/2011,32.89,-0.003338901
20/05/2011,33,0.003642991
19/05/2011,32.88,-0.009082715
18/05/2011,33.18,0.00725956
17/05/2011,32.94,0.008536637
16/05/2011,32.66,0.007067167
13/05/2011,32.43,-0.016817397
12/05/2011,32.98,0.010362787
11/05/2011,32.64,0.001226242
10/05/2011,32.6,0.012345836
09/05/2011,32.2,0.016912398
06/05/2011,31.66,-0.002523661
05/05/2011,31.74,-0.011278315
04/05/2011,32.1,-0.002799815
03/05/2011,32.19,-0.000310607
02/05/2011,32.2,0.010929071
29/04/2011,31.85,0.005667521
28/04/2011,31.67,0
27/04/2011,31.67,-0.004410845
26/04/2011,31.81,0.002202991
25/04/2011,31.74,-0.00157406
21/04/2011,31.79,-0.037355787
20/04/2011,33,-0.055979268
19/04/2011,34.9,0.029071815
18/04/2011,33.9,-0.018413497
15/04/2011,34.53,-0.002314146
14/04/2011,34.61,0.048847953
13/04/2011,32.96,0.003951974
12/04/2011,32.83,-0.004558586
11/04/2011,32.98,-0.011755976
08/04/2011,33.37,0.005107417
07/04/2011,33.2,-0.0095924
06/04/2011,33.52,0.023239314
05/04/2011,32.75,0.009510733
04/04/2011,32.44,0.028452756
01/04/2011,31.53,0.009560302
31/03/2011,31.23,-0.000960154
30/03/2011,31.26,-0.005105308
29/03/2011,31.42,0.017983786
28/03/2011,30.86,-0.004203725
25/03/2011,30.99,-0.005149673
24/03/2011,31.15,0.008058061
23/03/2011,30.9,0.045688184
22/03/2011,29.52,0.022958007
21/03/2011,28.85,0.005561363
18/03/2011,28.69,0.006644543
17/03/2011,28.5,0.009164675
16/03/2011,28.24,-0.005649733
15/03/2011,28.4,-0.000703978
14/03/2011,28.42,0.000703978
11/03/2011,28.4,0.026401819
10/03/2011,27.66,0.050418387
09/03/2011,26.3,-0.001140034
08/03/2011,26.33,0.025775614
07/03/2011,25.66,0.017692618
04/03/2011,25.21,-0.014960909
03/03/2011,25.59,0.005485907
02/03/2011,25.45,-0.002746715
01/03/2011,25.52,-0.01863408
28/02/2011,26,-0.002305034
25/02/2011,26.06,0.03078365
24/02/2011,25.27,-0.02770909
23/02/2011,25.98,-0.015279136
22/02/2011,26.38,-0.028033979
18/02/2011,27.13,0.00591499
17/02/2011,26.97,0.011185799
16/02/2011,26.67,-0.004862549
15/02/2011,26.8,0.005612737
14/02/2011,26.65,-0.00112507
11/02/2011,26.68,0.000374883
10/02/2011,26.67,0.00526317
09/02/2011,26.53,-0.001130156
08/02/2011,26.56,0.010217686
07/02/2011,26.29,0.02425528
04/02/2011,25.66,0.022065513
03/02/2011,25.1,0.004792341
02/02/2011,24.98,0.01492264
01/02/2011,24.61,0.008979652
31/01/2011,24.39,-0.01343942
28/01/2011,24.72,-0.034198164
27/01/2011,25.58,0.010611222
