Date,Close,BIIB
04/04/2014,288.27,-0.046065793
03/04/2014,301.86,-0.025640753
02/04/2014,309.7,-0.000290562
01/04/2014,309.79,0.012734473
31/03/2014,305.87,0.039172328
28/03/2014,294.12,-0.051809957
27/03/2014,309.76,0.012441486
26/03/2014,305.93,-0.018941493
25/03/2014,311.78,-0.002626607
24/03/2014,312.6,-0.018792244
21/03/2014,318.53,-0.085723385
20/03/2014,347.04,-0.008521678
19/03/2014,350.01,-0.005498981
18/03/2014,351.94,0.01817867
17/03/2014,345.6,0.038672252
14/03/2014,332.49,0.001324224
13/03/2014,332.05,-0.022335652
12/03/2014,339.55,0.010539814
11/03/2014,335.99,-0.005964498
10/03/2014,338,0.027748312
07/03/2014,328.75,-0.035675389
06/03/2014,340.69,0.004972866
05/03/2014,339,-0.012167562
04/03/2014,343.15,0.013998145
03/03/2014,338.38,-0.006774096
28/02/2014,340.68,-0.009290978
27/02/2014,343.86,0.001892093
26/02/2014,343.21,-0.008962947
25/02/2014,346.3,0.001936613
24/02/2014,345.63,-0.004272894
21/02/2014,347.11,0.035182896
20/02/2014,335.11,0.020074217
19/02/2014,328.45,-0.019686209
18/02/2014,334.98,0.020173464
14/02/2014,328.29,-0.001004704
13/02/2014,328.62,0.017125913
12/02/2014,323.04,0.010017817
11/02/2014,319.82,0.005832749
10/02/2014,317.96,0.007640132
07/02/2014,315.54,0.04714197
06/02/2014,301.01,0.003594373
05/02/2014,299.93,-0.027134914
04/02/2014,308.18,0.025602397
03/02/2014,300.39,-0.039970738
31/01/2014,312.64,-0.01787913
30/01/2014,318.28,0.041112661
29/01/2014,305.46,-0.000621819
28/01/2014,305.65,0.025749936
27/01/2014,297.88,-0.019020325
24/01/2014,303.6,-0.036734601
23/01/2014,314.96,0.014132929
22/01/2014,310.54,0.000128816
21/01/2014,310.5,0.042836906
17/01/2014,297.48,0.011767228
16/01/2014,294,-0.009209166
15/01/2014,296.72,-0.002524446
14/01/2014,297.47,0.047501789
13/01/2014,283.67,-0.053668235
10/01/2014,299.31,0.032461343
09/01/2014,289.75,-0.000896923
08/01/2014,290.01,0.05854066
07/01/2014,273.52,-0.005287255
06/01/2014,274.97,-0.008798507
03/01/2014,277.4,-0.010506973
02/01/2014,280.33,0.002714772
31/12/2013,279.57,0
30/12/2013,279.57,0.008621672
27/12/2013,277.17,-0.014932866
26/12/2013,281.34,0.002455561
24/12/2013,280.65,-0.003414794
23/12/2013,281.61,-0.006124455
20/12/2013,283.34,0.021872248
19/12/2013,277.21,-0.012297367
18/12/2013,280.64,0.033073738
17/12/2013,271.51,-0.007668215
16/12/2013,273.6,-0.006266872
13/12/2013,275.32,-0.009219321
12/12/2013,277.87,-0.00061161
11/12/2013,278.04,-0.025530884
10/12/2013,285.23,-0.003325111
09/12/2013,286.18,-0.016358582
06/12/2013,290.9,0.020771126
05/12/2013,284.92,-0.003153803
04/12/2013,285.82,-0.006764557
03/12/2013,287.76,-0.024306037
02/12/2013,294.84,0.013212667
29/11/2013,290.97,-0.0097812
27/11/2013,293.83,0.015882879
26/11/2013,289.2,-0.022835476
25/11/2013,295.88,0.035291711
22/11/2013,285.62,0.123528273
21/11/2013,252.43,0.025314761
20/11/2013,246.12,0.002685221
19/11/2013,245.46,0.017217363
18/11/2013,241.27,-0.015708852
15/11/2013,245.09,0.031121081
14/11/2013,237.58,0.006248965
13/11/2013,236.1,0.002035106
12/11/2013,235.62,0.00352884
11/11/2013,234.79,-0.00805977
08/11/2013,236.69,0.023511385
07/11/2013,231.19,-0.031045566
06/11/2013,238.48,-0.023128647
05/11/2013,244.06,0.016483549
04/11/2013,240.07,-0.012542334
01/11/2013,243.1,-0.004473729
31/10/2013,244.19,-0.019305462
30/10/2013,248.95,-0.021616449
29/10/2013,254.39,-0.000157227
28/10/2013,254.43,0.008565447
25/10/2013,252.26,0.012124261
24/10/2013,249.22,-0.007594872
23/10/2013,251.12,0.00207287
22/10/2013,250.6,0.030508575
21/10/2013,243.07,-0.007500496
18/10/2013,244.9,-0.008943149
17/10/2013,247.1,0.02424957
16/10/2013,241.18,0.019722193
15/10/2013,236.47,-0.009972522
14/10/2013,238.84,0.017059784
11/10/2013,234.8,0.002686741
10/10/2013,234.17,0.045071163
09/10/2013,223.85,-0.007343974
08/10/2013,225.5,-0.048008526
07/10/2013,236.59,-0.015559458
04/10/2013,240.3,0.027251022
03/10/2013,233.84,-0.051628938
02/10/2013,246.23,0.005334432
01/10/2013,244.92,0.01713104
30/09/2013,240.76,-0.01672266
27/09/2013,244.82,0.007256063
26/09/2013,243.05,0.006356303
25/09/2013,241.51,-0.00837032
24/09/2013,243.54,0.003578704
23/09/2013,242.67,-0.022250307
20/09/2013,248.13,0.000604705
19/09/2013,247.98,0.006594809
18/09/2013,246.35,0.025906054
17/09/2013,240.05,0.002001585
16/09/2013,239.57,0.02049494
13/09/2013,234.71,0.002559619
12/09/2013,234.11,-0.009184129
11/09/2013,236.27,0.032607844
10/09/2013,228.69,-0.000743088
09/09/2013,228.86,0.016210381
06/09/2013,225.18,-0.011128891
05/09/2013,227.7,-0.012612269
04/09/2013,230.59,0.038910254
03/09/2013,221.79,0.04034493
30/08/2013,213.02,-0.005197249
29/08/2013,214.13,0.020857683
28/08/2013,209.71,0.009871654
27/08/2013,207.65,-0.022334794
26/08/2013,212.34,0.004531302
23/08/2013,211.38,-0.00047297
22/08/2013,211.48,0.01620781
21/08/2013,208.08,0.007380107
20/08/2013,206.55,-0.001548063
19/08/2013,206.87,-9.66744E-05
16/08/2013,206.89,0.001741571
15/08/2013,206.53,-0.023873876
14/08/2013,211.52,0.00127729
13/08/2013,211.25,0.020855015
12/08/2013,206.89,-0.026048606
09/08/2013,212.35,-0.021154456
08/08/2013,216.89,-0.004003226
07/08/2013,217.76,-0.018472703
06/08/2013,221.82,-0.025591641
05/08/2013,227.57,-0.00083456
02/08/2013,227.76,0.033756219
01/08/2013,220.2,0.009445009
31/07/2013,218.13,0.005516494
30/07/2013,216.93,0.004481516
29/07/2013,215.96,-0.033109425
26/07/2013,223.23,-0.018859692
25/07/2013,227.48,0.003831844
24/07/2013,226.61,0.017629446
23/07/2013,222.65,-0.039712914
22/07/2013,231.67,0.006061412
19/07/2013,230.27,0.03154279
18/07/2013,223.12,-0.008835005
17/07/2013,225.1,0.010045849
16/07/2013,222.85,-0.006619283
15/07/2013,224.33,-0.008920112
12/07/2013,226.34,0.013522135
11/07/2013,223.3,0.016253179
10/07/2013,219.7,0.002004739
09/07/2013,219.26,0.005442128
08/07/2013,218.07,-0.016283449
05/07/2013,221.65,0.018900711
03/07/2013,217.5,0.003915702
02/07/2013,216.65,-0.005661304
01/07/2013,217.88,0.012376624
28/06/2013,215.2,0.030143081
27/06/2013,208.81,0.001821494
26/06/2013,208.43,0.045544944
25/06/2013,199.15,-0.006556416
24/06/2013,200.46,0.006958204
21/06/2013,199.07,-0.002558637
20/06/2013,199.58,-0.020923962
19/06/2013,203.8,-0.033770696
18/06/2013,210.8,0.014574383
17/06/2013,207.75,-0.02020367
14/06/2013,211.99,0.011433576
13/06/2013,209.58,0.014563014
12/06/2013,206.55,-0.076763778
11/06/2013,223.03,0.00377342
10/06/2013,222.19,-0.012656415
07/06/2013,225.02,0.017167226
06/06/2013,221.19,0.032578865
05/06/2013,214.1,-0.026001834
04/06/2013,219.74,-0.034221576
03/06/2013,227.39,-0.043458912
31/05/2013,237.49,-0.005877678
30/05/2013,238.89,-0.000418515
29/05/2013,238.99,-0.007794142
28/05/2013,240.86,0.023609582
24/05/2013,235.24,0.011200049
23/05/2013,232.62,-0.001932617
22/05/2013,233.07,0.007493575
21/05/2013,231.33,0.02694518
20/05/2013,225.18,-0.007388924
17/05/2013,226.85,-0.005012762
16/05/2013,227.99,0.003779228
15/05/2013,227.13,-0.011860874
14/05/2013,229.84,0.031378243
13/05/2013,222.74,0.043680675
10/05/2013,213.22,0.018651428
09/05/2013,209.28,-0.006809712
08/05/2013,210.71,-0.008694474
07/05/2013,212.55,-0.014850371
06/05/2013,215.73,-0.014358938
03/05/2013,218.85,0.007107676
02/05/2013,217.3,0.013762004
01/05/2013,214.33,-0.021235161
30/04/2013,218.93,-0.021151419
29/04/2013,223.61,0.045845173
26/04/2013,213.59,-0.011220118
25/04/2013,216,0.046528834
24/04/2013,206.18,-0.031415196
23/04/2013,212.76,-0.011403058
22/04/2013,215.2,0.057032684
19/04/2013,203.27,0.022940324
18/04/2013,198.66,-0.026917253
17/04/2013,204.08,0.009601019
16/04/2013,202.13,0.016863301
15/04/2013,198.75,-0.040719348
12/04/2013,207.01,0.033150579
11/04/2013,200.26,0.009633793
10/04/2013,198.34,0.0264121
09/04/2013,193.17,-0.004957408
08/04/2013,194.13,0.00423292
05/04/2013,193.31,-0.012185554
04/04/2013,195.68,-0.000306576
03/04/2013,195.74,-0.012438919
02/04/2013,198.19,0.027728398
01/04/2013,192.77,0.000778432
28/03/2013,192.62,0.052983348
27/03/2013,182.68,0.03107791
26/03/2013,177.09,0.004924863
25/03/2013,176.22,-0.010050336
22/03/2013,178,0.008179428
21/03/2013,176.55,-0.008741068
20/03/2013,178.1,0.014079563
19/03/2013,175.61,0.000512631
18/03/2013,175.52,-0.007153025
15/03/2013,176.78,0
14/03/2013,176.78,0.003570117
13/03/2013,176.15,0.000567859
12/03/2013,176.05,0.010908472
11/03/2013,174.14,0.010158231
08/03/2013,172.38,0.005293018
07/03/2013,171.47,-0.005699015
06/03/2013,172.45,0.006632559
05/03/2013,171.31,0.007911665
04/03/2013,169.96,0.007441126
01/03/2013,168.7,0.014088103
28/02/2013,166.34,0.001684718
27/02/2013,166.06,0.024814564
26/02/2013,161.99,0.003896711
25/02/2013,161.36,-0.018664589
22/02/2013,164.4,0.011009286
21/02/2013,162.6,-0.013257365
20/02/2013,164.77,-0.012304878
19/02/2013,166.81,-0.011503629
15/02/2013,168.74,0.024901536
14/02/2013,164.59,-0.00798794
13/02/2013,165.91,0.002776438
12/02/2013,165.45,0.009046539
11/02/2013,163.96,-0.002923266
08/02/2013,164.44,0.025498702
07/02/2013,160.3,-0.004233074
06/02/2013,160.98,0.02274396
05/02/2013,157.36,0.010412436
04/02/2013,155.73,-0.010031072
01/02/2013,157.3,0.007786114
31/01/2013,156.08,0.006427584
30/01/2013,155.08,0.007508126
29/01/2013,153.92,0.025864362
28/01/2013,149.99,0.025593078
25/01/2013,146.2,-0.001435358
24/01/2013,146.41,0.019727499
23/01/2013,143.55,-0.009084352
22/01/2013,144.86,0.004011903
18/01/2013,144.28,0.003888894
17/01/2013,143.72,0.006281866
16/01/2013,142.82,-0.001329462
15/01/2013,143.01,-0.006065061
14/01/2013,143.88,0.000625717
11/01/2013,143.79,-0.000834202
10/01/2013,143.91,-0.001180597
