Date,Close,BIIB
09/01/2013,144.08,-0.002149271
08/01/2013,144.39,-0.013961232
07/01/2013,146.42,0.00335215
04/01/2013,145.93,-0.013138825
03/01/2013,147.86,-0.014369414
02/01/2013,150,0.024497632
31/12/2012,146.37,0.002188634
28/12/2012,146.05,-0.011640307
27/12/2012,147.76,-0.004524131
26/12/2012,148.43,-0.004302528
24/12/2012,149.07,-0.00561912
21/12/2012,149.91,-0.008634485
20/12/2012,151.21,-0.000661113
19/12/2012,151.31,-0.013848546
18/12/2012,153.42,0.005031539
17/12/2012,152.65,0.009213622
14/12/2012,151.25,-0.002047489
13/12/2012,151.56,-0.005198919
12/12/2012,152.35,-0.012199649
11/12/2012,154.22,0.007027619
10/12/2012,153.14,0.012154011
07/12/2012,151.29,-0.002904101
06/12/2012,151.73,0.007807371
05/12/2012,150.55,-0.008663789
04/12/2012,151.86,0.008663789
03/12/2012,150.55,0.009745104
30/11/2012,149.09,-0.008083146
29/11/2012,150.3,0.005604498
28/11/2012,149.46,0.010627664
27/11/2012,147.88,-0.008283155
26/11/2012,149.11,-0.005083963
23/11/2012,149.87,0.016889679
21/11/2012,147.36,-0.005346702
20/11/2012,148.15,0.031681201
19/11/2012,143.53,0.016083502
16/11/2012,141.24,0.023714261
15/11/2012,137.93,0.011887971
14/11/2012,136.3,-0.012540263
13/11/2012,138.02,-0.01052262
12/11/2012,139.48,0.010305283
09/11/2012,138.05,0.017832819
08/11/2012,135.61,-0.020003587
07/11/2012,138.35,-0.013996281
06/11/2012,140.3,0.005001797
05/11/2012,139.6,0.008560895
02/11/2012,138.41,-0.004469442
01/11/2012,139.03,0.00591547
31/10/2012,138.21,-0.033580732
26/10/2012,142.93,-0.010439961
25/10/2012,144.43,0.016545458
24/10/2012,142.06,0
23/10/2012,142.06,-0.022551067
22/10/2012,145.3,-0.002405913
19/10/2012,145.65,-0.026491167
18/10/2012,149.56,-0.027825359
17/10/2012,153.78,0.003452435
16/10/2012,153.25,0.02537637
15/10/2012,149.41,0.014901999
12/10/2012,147.2,0.000679579
11/10/2012,147.1,-0.001290805
10/10/2012,147.29,-0.014089962
09/10/2012,149.38,-0.012242335
08/10/2012,151.22,-0.008625568
05/10/2012,152.53,-0.000262209
04/10/2012,152.57,-0.00242218
03/10/2012,152.94,0.019877169
02/10/2012,149.93,-6.66956E-05
01/10/2012,149.94,0.004880504
28/09/2012,149.21,-0.010002751
27/09/2012,150.71,-0.00601993
26/09/2012,151.62,-0.007948802
25/09/2012,152.83,-0.010220445
24/09/2012,154.4,-0.001100431
21/09/2012,154.57,-0.009593481
20/09/2012,156.06,0.006557401
19/09/2012,155.04,-0.004889985
18/09/2012,155.8,0.008961731
17/09/2012,154.41,0.001101571
14/09/2012,154.24,0.011345235
13/09/2012,152.5,0.00157501
12/09/2012,152.26,0.002038067
11/09/2012,151.95,0.002306046
10/09/2012,151.6,-0.005919123
07/09/2012,152.5,0.002034856
06/09/2012,152.19,0.036944575
05/09/2012,146.67,-0.002723499
04/09/2012,147.07,0.00326909
31/08/2012,146.59,0.004375477
30/08/2012,145.95,0.000411184
29/08/2012,145.89,-0.003694585
28/08/2012,146.43,-0.006534636
27/08/2012,147.39,0.002445487
24/08/2012,147.03,0.012868957
23/08/2012,145.15,0.001585824
22/08/2012,144.92,0.006576921
21/08/2012,143.97,-0.004988578
20/08/2012,144.69,-0.002760717
17/08/2012,145.09,-0.011989319
16/08/2012,146.84,-0.000204283
15/08/2012,146.87,0.009371755
14/08/2012,145.5,0.006619801
13/08/2012,144.54,-0.006688527
10/08/2012,145.51,0.01677101
09/08/2012,143.09,-0.013604708
08/08/2012,145.05,-0.007760228
07/08/2012,146.18,0.004937604
06/08/2012,145.46,0.002753685
03/08/2012,145.06,0.008724005
02/08/2012,143.8,-0.003332411
01/08/2012,144.28,-0.010685704
31/07/2012,145.83,-0.009893977
30/07/2012,147.28,-0.014760167
27/07/2012,149.47,0.011574048
26/07/2012,147.75,0.029535114
25/07/2012,143.45,0.028065321
24/07/2012,139.48,0.00179398
23/07/2012,139.23,-0.021177596
20/07/2012,142.21,-0.010701274
19/07/2012,143.74,-0.00845173
18/07/2012,144.96,-0.006532151
17/07/2012,145.91,0.004740159
16/07/2012,145.22,0.00420937
13/07/2012,144.61,0.013786599
12/07/2012,142.63,0.004426807
11/07/2012,142,-0.012248622
10/07/2012,143.75,0.004112794
09/07/2012,143.16,0.004901627
06/07/2012,142.46,-0.011585027
05/07/2012,144.12,-0.010422873
03/07/2012,145.63,0.000137344
02/07/2012,145.61,0.008483102
29/06/2012,144.38,0.030020884
28/06/2012,140.11,-0.021535058
27/06/2012,143.16,0.008347118
26/06/2012,141.97,-0.000422535
25/06/2012,142.03,0.00204391
22/06/2012,141.74,0.018082645
21/06/2012,139.2,-0.025883381
20/06/2012,142.85,-0.001678674
19/06/2012,143.09,0.007928475
18/06/2012,141.96,0.013831479
15/06/2012,140.01,0.009688955
14/06/2012,138.66,0.032544649
13/06/2012,134.22,0.000521668
12/06/2012,134.15,0.014188895
11/06/2012,132.26,-0.009481597
08/06/2012,133.52,0.001349022
07/06/2012,133.34,-0.005758102
06/06/2012,134.11,0.012606155
05/06/2012,132.43,0.01246122
04/06/2012,130.79,0.031534144
01/06/2012,126.73,-0.031228264
31/05/2012,130.75,-0.0006881
30/05/2012,130.84,-0.005335785
29/05/2012,131.54,-0.000152033
25/05/2012,131.56,-0.000683865
24/05/2012,131.65,0.001140034
23/05/2012,131.5,-0.006291951
22/05/2012,132.33,0.000529121
21/05/2012,132.26,0.005154651
18/05/2012,131.58,-0.009831434
17/05/2012,132.88,-0.02907354
16/05/2012,136.8,-0.001752849
15/05/2012,137.04,0.001241284
14/05/2012,136.87,0.001169676
11/05/2012,136.71,0.017711333
10/05/2012,134.31,0.013492447
09/05/2012,132.51,-0.00316456
08/05/2012,132.93,0.00316456
07/05/2012,132.51,0.011689825
04/05/2012,130.97,-0.024809929
03/05/2012,134.26,-0.006681043
02/05/2012,135.16,0.024946048
01/05/2012,131.83,-0.01640121
30/04/2012,134.01,0.006363011
27/04/2012,133.16,0.017881974
26/04/2012,130.8,0.011611496
25/04/2012,129.29,0.012060995
24/04/2012,127.74,0.014906227
23/04/2012,125.85,-0.010905751
20/04/2012,127.23,0.010111469
19/04/2012,125.95,-0.004673461
18/04/2012,126.54,-0.014747679
17/04/2012,128.42,0.020771793
16/04/2012,125.78,0.003504304
13/04/2012,125.34,-0.001275714
12/04/2012,125.5,0.00375205
11/04/2012,125.03,7.9984E-05
10/04/2012,125.02,-0.012637771
09/04/2012,126.61,-0.015750825
05/04/2012,128.62,0.006239296
04/04/2012,127.82,-0.007637789
03/04/2012,128.8,0.009125361
02/04/2012,127.63,0.012853546
30/03/2012,126,-0.003802286
29/03/2012,126.48,0.006265635
28/03/2012,125.69,-0.004287082
27/03/2012,126.23,0.003412295
26/03/2012,125.8,0.039233432
23/03/2012,120.96,0.002068938
22/03/2012,120.71,0.006399357
21/03/2012,119.94,0.005517947
20/03/2012,119.28,-0.005768041
19/03/2012,119.97,-0.000583309
16/03/2012,120.04,-0.008378663
15/03/2012,121.05,0.002647036
14/03/2012,120.73,-0.01193872
13/03/2012,122.18,0.013596683
12/03/2012,120.53,-0.000663515
09/03/2012,120.61,0.001576568
08/03/2012,120.42,0.028811697
07/03/2012,117,-0.000256377
06/03/2012,117.03,-0.011807315
05/03/2012,118.42,-0.003961069
02/03/2012,118.89,0.001515152
01/03/2012,118.71,0.019049815
29/02/2012,116.47,-0.001801416
28/02/2012,116.68,0.00240261
27/02/2012,116.4,8.59143E-05
24/02/2012,116.39,-0.002659918
23/02/2012,116.7,0.001629433
22/02/2012,116.51,0.007235797
21/02/2012,115.67,-0.006720687
17/02/2012,116.45,-0.023089049
16/02/2012,119.17,0.005722476
15/02/2012,118.49,-0.010160044
14/02/2012,119.7,-0.00250313
13/02/2012,120,0.015621381
10/02/2012,118.14,0.003051884
09/02/2012,117.78,-0.015334364
08/02/2012,119.6,-0.016255127
07/02/2012,121.56,-0.00435051
06/02/2012,122.09,0.001721524
03/02/2012,121.88,0.005099953
02/02/2012,121.26,0
01/02/2012,121.26,0.027676195
31/01/2012,117.95,0.011683073
30/01/2012,116.58,-0.016841429
27/01/2012,118.56,0.006006532
26/01/2012,117.85,-0.004233707
25/01/2012,118.35,0.011216024
24/01/2012,117.03,0.006171272
23/01/2012,116.31,-0.015611322
20/01/2012,118.14,0.011578539
19/01/2012,116.78,-0.003163342
18/01/2012,117.15,0.002136296
17/01/2012,116.9,0.00747009
13/01/2012,116.03,-0.002324281
12/01/2012,116.3,0.005085999
11/01/2012,115.71,0.007198956
10/01/2012,114.88,8.70511E-05
09/01/2012,114.87,-0.005469476
06/01/2012,115.5,0.002080084
05/01/2012,115.26,0.013451159
04/01/2012,113.72,0.00193645
03/01/2012,113.5,0.030868029
30/12/2011,110.05,-0.005346879
29/12/2011,110.64,0.003984791
28/12/2011,110.2,-0.01011204
27/12/2011,111.32,0.004772419
23/12/2011,110.79,0.000903016
22/12/2011,110.69,-0.007201399
21/12/2011,111.49,0.006840095
20/12/2011,110.73,0.006705353
19/12/2011,109.99,-0.002723808
16/12/2011,110.29,0.005090457
15/12/2011,109.73,0.000911743
14/12/2011,109.63,-0.004187153
13/12/2011,110.09,-0.002721337
12/12/2011,110.39,-0.022925693
09/12/2011,112.95,0.029104722
08/12/2011,109.71,-0.018513194
07/12/2011,111.76,-0.003394376
06/12/2011,112.14,0.003125979
05/12/2011,111.79,-0.012887349
02/12/2011,113.24,-0.028210124
01/12/2011,116.48,0.013222333
30/11/2011,114.95,0.040296542
29/11/2011,110.41,-0.005779841
28/11/2011,111.05,0.016799487
25/11/2011,109.2,-0.006662736
23/11/2011,109.93,-0.031959037
22/11/2011,113.5,0.050690647
21/11/2011,107.89,0.002226966
18/11/2011,107.65,-0.018225836
17/11/2011,109.63,-0.006002201
16/11/2011,110.29,-0.024893836
15/11/2011,113.07,-0.007664898
14/11/2011,113.94,0.004926985
11/11/2011,113.38,0.011532107
10/11/2011,112.08,0.007522873
09/11/2011,111.24,-0.023806418
08/11/2011,113.92,-0.000789716
07/11/2011,114.01,0.004571437
04/11/2011,113.49,-0.004922221
03/11/2011,114.05,0.005451042
02/11/2011,113.43,-0.004661603
01/11/2011,113.96,-0.020841324
31/10/2011,116.36,-0.020078946
28/10/2011,118.72,0.008288976
27/10/2011,117.74,0.006988863
26/10/2011,116.92,0.089876798
25/10/2011,106.87,-0.024494038
24/10/2011,109.52,0.006228267
21/10/2011,108.84,0.06814664
20/10/2011,101.67,-0.004024545
19/10/2011,102.08,-0.005470901
18/10/2011,102.64,0.011858815
17/10/2011,101.43,-0.01613648
14/10/2011,103.08,0.017221561
13/10/2011,101.32,0.025591161
12/10/2011,98.76,-0.001618778
11/10/2011,98.92,-0.017635728
10/10/2011,100.68,0.006676989
07/10/2011,100.01,0.006017469
06/10/2011,99.41,0.007066454
05/10/2011,98.71,0.074100179
04/10/2011,91.66,0.029899249
03/10/2011,88.96,-0.046024267
30/09/2011,93.15,-0.013965367
29/09/2011,94.46,-0.006121391
28/09/2011,95.04,-0.017005261
27/09/2011,96.67,0.009771388
26/09/2011,95.73,0.019301343
23/09/2011,93.9,-0.006792639
22/09/2011,94.54,-0.025275497
21/09/2011,96.96,-0.03346829
20/09/2011,100.26,0.007810193
19/09/2011,99.48,-0.014074195
16/09/2011,100.89,0.014878701
15/09/2011,99.4,0.015818622
14/09/2011,97.84,0.034522039
13/09/2011,94.52,0.027131577
12/09/2011,91.99,0.019207088
09/09/2011,90.24,-0.014412483
08/09/2011,91.55,-0.015714222
07/09/2011,93,0.011789656
06/09/2011,91.91,0.00359693
02/09/2011,91.58,-0.021924308
01/09/2011,93.61,-0.006282966
31/08/2011,94.2,0.006389798
30/08/2011,93.6,-0.003093501
29/08/2011,93.89,0.017188091
26/08/2011,92.29,0.017709252
25/08/2011,90.67,-0.015105366
24/08/2011,92.05,0.00883851
23/08/2011,91.24,0.020260865
22/08/2011,89.41,-0.007132539
19/08/2011,90.05,0.017814599
18/08/2011,88.46,-0.017592476
17/08/2011,90.03,-0.011814856
16/08/2011,91.1,-0.006237368
15/08/2011,91.67,0.00755547
12/08/2011,90.98,0.028654617
11/08/2011,88.41,0.03898095
10/08/2011,85.03,-0.050452061
09/08/2011,89.43,0.016119382
08/08/2011,88,-0.057196292
05/08/2011,93.18,0.006784067
04/08/2011,92.55,-0.065146116
03/08/2011,98.78,-0.008969574
02/08/2011,99.67,-0.031892914
01/08/2011,102.9,0.010060152
29/07/2011,101.87,-0.002744831
28/07/2011,102.15,0.00333399
27/07/2011,101.81,-0.030852019
26/07/2011,105,0.009665609
25/07/2011,103.99,-0.014984771
22/07/2011,105.56,-0.000568236
21/07/2011,105.62,0.011905469
20/07/2011,104.37,-0.02684725
19/07/2011,107.21,0.032805369
18/07/2011,103.75,-0.00240674
15/07/2011,104,0.00781895
14/07/2011,103.19,-0.020336432
13/07/2011,105.31,0.012036829
12/07/2011,104.05,-0.013175673
11/07/2011,105.43,-0.018419842
08/07/2011,107.39,0.008134307
07/07/2011,106.52,-0.012779429
06/07/2011,107.89,-0.000185357
05/07/2011,107.91,-0.005452627
01/07/2011,108.5,0.014669282
30/06/2011,106.92,-0.019083488
29/06/2011,108.98,0.005428545
28/06/2011,108.39,0.035114385
27/06/2011,104.65,0.011823082
24/06/2011,103.42,0.026950526
23/06/2011,100.67,0.01199175
22/06/2011,99.47,0.008277859
21/06/2011,98.65,0.000506971
20/06/2011,98.6,0.039829418
17/06/2011,94.75,0.012959604
16/06/2011,93.53,-0.002456085
15/06/2011,93.76,-0.011874609
14/06/2011,94.88,0.033218526
13/06/2011,91.78,0.006229869
10/06/2011,91.21,-0.027147073
09/06/2011,93.72,0.009864974
08/06/2011,92.8,-0.005373468
07/06/2011,93.3,0.001501663
06/06/2011,93.16,-0.013222628
03/06/2011,94.4,-0.008123693
02/06/2011,95.17,0.02113166
01/06/2011,93.18,-0.016497633
31/05/2011,94.73,0.016175728
27/05/2011,93.21,-0.000750711
26/05/2011,93.28,-0.004172245
25/05/2011,93.67,-0.012518729
24/05/2011,94.85,-0.004838041
23/05/2011,95.31,-0.01870962
20/05/2011,97.11,0.00402415
19/05/2011,96.72,-0.010695289
18/05/2011,97.76,0.001945426
17/05/2011,97.57,0.014764607
16/05/2011,96.14,-0.004876793
13/05/2011,96.61,-0.016731209
12/05/2011,98.24,0.016938248
11/05/2011,96.59,-0.007734788
10/05/2011,97.34,-0.007777362
09/05/2011,98.1,0.020389956
06/05/2011,96.12,0.006785349
05/05/2011,95.47,-0.010523671
04/05/2011,96.48,-0.0155297
03/05/2011,97.99,-0.006915516
02/05/2011,98.67,0.010391292
29/04/2011,97.65,-0.013427117
28/04/2011,98.97,-0.005240363
27/04/2011,99.49,-0.022952968
26/04/2011,101.8,0.015043831
25/04/2011,100.28,0.005800596
21/04/2011,99.7,0.141212342
20/04/2011,86.57,0.030255591
19/04/2011,83.99,0.016567006
18/04/2011,82.61,-0.004227825
15/04/2011,82.96,0.009324924
14/04/2011,82.19,0.015078435
13/04/2011,80.96,0.034813443
12/04/2011,78.19,-0.004593603
11/04/2011,78.55,0.069311191
08/04/2011,73.29,0.003553858
07/04/2011,73.03,-0.00777471
06/04/2011,73.6,0.004766778
05/04/2011,73.25,-0.000273
04/04/2011,73.27,0.004239902
01/04/2011,72.96,-0.006965814
31/03/2011,73.47,0.021600895
30/03/2011,71.9,0.011188928
29/03/2011,71.1,0.007907412
28/03/2011,70.54,-0.009312894
25/03/2011,71.2,-0.000982663
24/03/2011,71.27,0.016980739
23/03/2011,70.07,0.004433963
22/03/2011,69.76,0.002152544
21/03/2011,69.61,0.001149921
18/03/2011,69.53,0.004035169
17/03/2011,69.25,0.007973946
16/03/2011,68.7,-0.01244049
15/03/2011,69.56,-0.01554842
14/03/2011,70.65,-0.004941768
11/03/2011,71,0.005649733
10/03/2011,70.6,-0.016018328
09/03/2011,71.74,0.001953398
08/03/2011,71.6,0.005040616
07/03/2011,71.24,0.001264134
04/03/2011,71.15,-0.003787618
03/03/2011,71.42,0.0200827
02/03/2011,70,-0.002568128
01/03/2011,70.18,0.025690546
28/02/2011,68.4,0.009105658
25/02/2011,67.78,0.00770146
24/02/2011,67.26,0.007461608
23/02/2011,66.76,-0.004930903
22/02/2011,67.09,-0.008164522
18/02/2011,67.64,-0.000147831
17/02/2011,67.65,0.004295985
16/02/2011,67.36,0.004016368
15/02/2011,67.09,-0.00267937
14/02/2011,67.27,0.021638711
11/02/2011,65.83,-0.005906871
10/02/2011,66.22,0.00332779
09/02/2011,66,-0.002270149
08/02/2011,66.15,0.013698844
07/02/2011,65.25,-0.010367527
04/02/2011,65.93,0.005322802
03/02/2011,65.58,-0.008654119
02/02/2011,66.15,0.010027431
01/02/2011,65.49,0.000305437
31/01/2011,65.47,0.00597474
28/01/2011,65.08,-0.030417719
27/01/2011,67.09,-0.006092596
