Date,Close,MMM
04/04/2014,135.86,-0.002058824
03/04/2014,136.14,0.001028882
02/04/2014,136,-0.003889485
01/04/2014,136.53,0.006392615
31/03/2014,135.66,0.010820531
28/03/2014,134.2,0.010185828
27/03/2014,132.84,-0.001880195
26/03/2014,133.09,-0.00726187
25/03/2014,134.06,0.012308771
24/03/2014,132.42,-0.005272288
21/03/2014,133.12,0.005196773
20/03/2014,132.43,0.009102695
19/03/2014,131.23,-0.011440819
18/03/2014,132.74,0.00354704
17/03/2014,132.27,0.018619386
14/03/2014,129.83,-0.007519986
13/03/2014,130.81,-0.013364919
12/03/2014,132.57,0.000452694
11/03/2014,132.51,-0.007892701
10/03/2014,133.56,-0.004109544
07/03/2014,134.11,0.000223722
06/03/2014,134.08,0.001716867
05/03/2014,133.85,0.008779556
04/03/2014,132.68,0.003548647
03/03/2014,132.21,-0.018881208
28/02/2014,134.73,0.002898876
27/02/2014,134.34,0.011077958
26/02/2014,132.86,-0.000526732
25/02/2014,132.93,0.005506746
24/02/2014,132.2,0.004776898
21/02/2014,131.57,7.60081E-05
20/02/2014,131.56,0.00763013
19/02/2014,130.56,-0.009452731
18/02/2014,131.8,-0.002424978
14/02/2014,132.12,0.015099806
13/02/2014,130.14,-0.002302557
12/02/2014,130.44,-0.004131289
11/02/2014,130.98,0.009820548
10/02/2014,129.7,-0.004845604
07/02/2014,130.33,0.011032786
06/02/2014,128.9,0.012019188
05/02/2014,127.36,0.005037794
04/02/2014,126.72,0.022505139
03/02/2014,123.9,-0.03403875
31/01/2014,128.19,0.001092726
30/01/2014,128.05,-0.017034868
29/01/2014,130.25,0.003383838
28/01/2014,129.81,0.006569564
27/01/2014,128.96,-0.009723049
24/01/2014,130.22,-0.033898992
23/01/2014,134.71,-0.013053764
22/01/2014,136.48,-0.003729847
21/01/2014,136.99,-0.002333213
17/01/2014,137.31,-0.006171291
16/01/2014,138.16,-0.002024585
15/01/2014,138.44,0.007467861
14/01/2014,137.41,0.020067563
13/01/2014,134.68,-0.011075946
10/01/2014,136.18,-0.001980707
09/01/2014,136.45,-0.001318295
08/01/2014,136.63,-0.007437689
07/01/2014,137.65,0.000145307
06/01/2014,137.63,-0.005940325
03/01/2014,138.45,0.002313979
02/01/2014,138.13,-0.015231274
31/12/2013,140.25,0.005935584
30/12/2013,139.42,0.000502206
27/12/2013,139.35,0.007635824
26/12/2013,138.29,0.009444999
24/12/2013,136.99,0.001387925
23/12/2013,136.8,0.000584966
20/12/2013,136.72,0.002269982
19/12/2013,136.41,0.004481841
18/12/2013,135.8,0.033013215
17/12/2013,131.39,0.02879952
16/12/2013,127.66,0.009681685
13/12/2013,126.43,-0.001185724
12/12/2013,126.58,-0.001499902
11/12/2013,126.77,-0.006134024
10/12/2013,127.55,-0.007965059
09/12/2013,128.57,-0.000311066
06/12/2013,128.61,0.013936962
05/12/2013,126.83,0.002921554
04/12/2013,126.46,-0.001106457
03/12/2013,126.6,-0.008494624
02/12/2013,127.68,-0.044649248
29/11/2013,133.51,7.49036E-05
27/11/2013,133.5,0.010163837
26/11/2013,132.15,0.006986132
25/11/2013,131.23,0.001601526
22/11/2013,131.02,0.005126843
21/11/2013,130.35,0.00901636
20/11/2013,129.18,-0.006712211
19/11/2013,130.05,-0.000614959
18/11/2013,130.13,0.002154013
15/11/2013,129.85,0.000462178
14/11/2013,129.79,0.009288711
13/11/2013,128.59,0.001790232
12/11/2013,128.36,0.003199254
11/11/2013,127.95,-0.000312573
08/11/2013,127.99,0.012421543
07/11/2013,126.41,-0.005679592
06/11/2013,127.13,0.00797635
05/11/2013,126.12,-0.001584535
04/11/2013,126.32,0.003330429
01/11/2013,125.9,0.000397219
31/10/2013,125.85,0.008458397
30/10/2013,124.79,-0.003918908
29/10/2013,125.28,0.0028777
28/10/2013,124.92,0.004010593
25/10/2013,124.42,0.007502758
24/10/2013,123.49,0.00235113
23/10/2013,123.2,-0.004858309
22/10/2013,123.8,0.004452547
21/10/2013,123.25,0.003332117
18/10/2013,122.84,0.001792553
17/10/2013,122.62,0.013795587
16/10/2013,120.94,0.009303938
15/10/2013,119.82,-0.013100262
14/10/2013,121.4,0.005617064
11/10/2013,120.72,0.011497252
10/10/2013,119.34,0.014942661
09/10/2013,117.57,0.003493379
08/10/2013,117.16,-0.01297453
07/10/2013,118.69,-0.005964149
04/10/2013,119.4,0.007144388
03/10/2013,118.55,-0.005467942
02/10/2013,119.2,-0.003517297
01/10/2013,119.62,0.001757102
30/09/2013,119.41,-0.006760448
27/09/2013,120.22,-0.003653275
26/09/2013,120.66,0.003819651
25/09/2013,120.2,-0.004979263
24/09/2013,120.8,-0.002562938
23/09/2013,121.11,0.009124151
20/09/2013,120.01,-0.012915156
19/09/2013,121.57,0.002305856
18/09/2013,121.29,0.011276133
17/09/2013,119.93,0.005853838
16/09/2013,119.23,0.005297914
13/09/2013,118.6,0.003378382
12/09/2013,118.2,-0.004305439
11/09/2013,118.71,0.009479546
10/09/2013,117.59,0.007254758
09/09/2013,116.74,0.014669346
06/09/2013,115.04,0.00147884
05/09/2013,114.87,0.002789645
04/09/2013,114.55,0.01167858
03/09/2013,113.22,-0.003174606
30/08/2013,113.58,0.002291759
29/08/2013,113.32,0.002827856
28/08/2013,113,0.00239224
27/08/2013,112.73,-0.014093424
26/08/2013,114.33,-0.000612075
23/08/2013,114.4,-0.002357359
22/08/2013,114.67,0.010960695
21/08/2013,113.42,-0.017479907
20/08/2013,115.42,-0.001644808
19/08/2013,115.61,-0.002505293
16/08/2013,115.9,0.000431499
15/08/2013,115.85,-0.015162838
14/08/2013,117.62,-0.008887443
13/08/2013,118.67,0.002446742
12/08/2013,118.38,0.000591491
09/08/2013,118.31,-0.003122497
08/08/2013,118.68,0.007187888
07/08/2013,117.83,0.002804574
06/08/2013,117.5,-0.003568095
05/08/2013,117.92,-0.002879162
02/08/2013,118.26,-0.001267588
01/08/2013,118.41,0.008310767
31/07/2013,117.43,0.005036934
30/07/2013,116.84,0.001970444
29/07/2013,116.61,-0.002569374
26/07/2013,116.91,0.003084043
25/07/2013,116.55,0.001889386
24/07/2013,116.33,-0.003603917
23/07/2013,116.75,0.004033821
22/07/2013,116.28,0.000774293
19/07/2013,116.19,0.006129427
18/07/2013,115.48,0.007300571
17/07/2013,114.64,0.002620318
16/07/2013,114.34,-0.004450463
15/07/2013,114.85,-0.00252185
12/07/2013,115.14,0.005311982
11/07/2013,114.53,0.009650891
10/07/2013,113.43,0.00070553
09/07/2013,113.35,0.010821464
08/07/2013,112.13,0.005275642
05/07/2013,111.54,0.018915447
03/07/2013,109.45,0.006600079
02/07/2013,108.73,-0.005320137
01/07/2013,109.31,-0.000365865
28/06/2013,109.35,-0.00810606
27/06/2013,110.24,0.005092772
26/06/2013,109.68,0.013216051
25/06/2013,108.24,0.006860136
24/06/2013,107.5,-0.019255282
21/06/2013,109.59,0.007418635
20/06/2013,108.78,-0.025324703
19/06/2013,111.57,-0.0124701
18/06/2013,112.97,0.00942732
17/06/2013,111.91,0.007894542
14/06/2013,111.03,-0.001529947
13/06/2013,111.2,0.019707308
12/06/2013,109.03,-0.010855295
11/06/2013,110.22,-0.005338654
10/06/2013,110.81,-0.002703679
07/06/2013,111.11,0.022204935
06/06/2013,108.67,0.000736445
05/06/2013,108.59,-0.013082845
04/06/2013,110.02,-0.005348333
03/06/2013,110.61,0.003078597
31/05/2013,110.27,-0.010374941
30/05/2013,111.42,0.002606157
29/05/2013,111.13,-0.004130753
28/05/2013,111.59,0.011899536
24/05/2013,110.27,-0.001268806
23/05/2013,110.41,-0.003435808
22/05/2013,110.79,-0.010951635
21/05/2013,112.01,0.002592412
20/05/2013,111.72,0.002958184
17/05/2013,111.39,0.002876924
16/05/2013,111.07,-0.003863958
15/05/2013,111.5,0.008194922
14/05/2013,110.59,0.000814148
13/05/2013,110.5,0.000181012
10/05/2013,110.48,0.005081681
09/05/2013,109.92,0.015771462
08/05/2013,108.2,0.001757551
07/05/2013,108.01,0.001575168
06/05/2013,107.84,9.27343E-05
03/05/2013,107.83,0.016739531
02/05/2013,106.04,0.014150956
01/05/2013,104.55,-0.001529198
30/04/2013,104.71,0.008439678
29/04/2013,103.83,0.000385319
26/04/2013,103.79,-0.010447212
25/04/2013,104.88,-0.028109959
24/04/2013,107.87,0.004459731
23/04/2013,107.39,0.014916548
22/04/2013,105.8,0.000851024
19/04/2013,105.71,0.00692964
18/04/2013,104.98,-0.004751506
17/04/2013,105.48,-0.006331827
16/04/2013,106.15,0.003680812
15/04/2013,105.76,-0.01799149
12/04/2013,107.68,-0.005279501
11/04/2013,108.25,0.005186638
10/04/2013,107.69,0.016289445
09/04/2013,105.95,0.001889467
08/04/2013,105.75,-0.000283648
05/04/2013,105.78,-0.000378072
04/04/2013,105.82,0.001323877
03/04/2013,105.68,-0.007917101
02/04/2013,106.52,0.008201017
01/04/2013,105.65,-0.00622761
28/03/2013,106.31,0.009640906
27/03/2013,105.29,-0.007380806
26/03/2013,106.07,0.008521165
25/03/2013,105.17,-0.011815441
22/03/2013,106.42,0.014004771
21/03/2013,104.94,-0.006837633
20/03/2013,105.66,0.004553224
19/03/2013,105.18,-0.00218434
18/03/2013,105.41,-0.009348069
15/03/2013,106.4,0.003577821
14/03/2013,106.02,0.00881063
13/03/2013,105.09,-0.000380554
12/03/2013,105.13,-0.006447353
11/03/2013,105.81,0.000945537
08/03/2013,105.71,0.011129722
07/03/2013,104.54,-0.001147228
06/03/2013,104.66,0.002008513
05/03/2013,104.45,0.011264741
04/03/2013,103.28,-0.004733165
01/03/2013,103.77,-0.002213988
28/02/2013,104,0.004143187
27/02/2013,103.57,0.012240293
26/02/2013,102.31,0.005488596
25/02/2013,101.75,-0.017439187
22/02/2013,103.54,0.007951172
21/02/2013,102.72,-0.0041774
20/02/2013,103.15,-0.009935933
19/02/2013,104.18,0.009160664
15/02/2013,103.23,0.004368727
14/02/2013,102.78,-0.000778059
13/02/2013,102.86,-0.005816224
12/02/2013,103.46,0.008152219
11/02/2013,102.62,-0.000389712
08/02/2013,102.66,0.004295204
07/02/2013,102.22,-0.004587388
06/02/2013,102.69,0.01175447
05/02/2013,101.49,0.007119579
04/02/2013,100.77,-0.007809065
01/02/2013,101.56,0.009994641
31/01/2013,100.55,-0.002483239
30/01/2013,100.8,-0.009969975
29/01/2013,101.81,0.011459179
28/01/2013,100.65,0.000596303
25/01/2013,100.59,0.00918812
24/01/2013,99.67,0.001807592
23/01/2013,99.49,0.001609496
22/01/2013,99.33,0.005957507
18/01/2013,98.74,0.006706661
17/01/2013,98.08,0.004905979
16/01/2013,97.6,0.003181284
15/01/2013,97.29,0.002160828
14/01/2013,97.08,0.008274768
11/01/2013,96.28,-0.006315701
10/01/2013,96.89,0.004966384
09/01/2013,96.41,0.009483683
08/01/2013,95.5,0.000104718
07/01/2013,95.49,0.001257466
04/01/2013,95.37,0.007366903
03/01/2013,94.67,-0.001161256
02/01/2013,94.78,0.020573129
31/12/2012,92.85,0.011590879
28/12/2012,91.78,-0.009326605
27/12/2012,92.64,-0.004630884
26/12/2012,93.07,-0.001288522
24/12/2012,93.19,0.000966236
21/12/2012,93.1,-0.011002621
20/12/2012,94.13,0.011862282
19/12/2012,93.02,-0.008883239
18/12/2012,93.85,0.008775741
17/12/2012,93.03,0.008094588
14/12/2012,92.28,-0.002381211
13/12/2012,92.5,-0.006680339
12/12/2012,93.12,-0.005995735
11/12/2012,93.68,0.019510185
10/12/2012,91.87,0.003926278
07/12/2012,91.51,0.006138351
06/12/2012,90.95,0.002091245
05/12/2012,90.76,0.007076544
04/12/2012,90.12,-0.001995345
03/12/2012,90.3,-0.007172445
30/11/2012,90.95,0.003303968
29/11/2012,90.65,-0.003084043
28/11/2012,90.93,0.006841783
27/11/2012,90.31,0.002439026
26/11/2012,90.09,-0.002106781
23/11/2012,90.28,0.014953967
21/11/2012,88.94,-0.000899079
20/11/2012,89.02,-0.006159379
19/11/2012,89.57,0.01201789
16/11/2012,88.5,0.005438491
15/11/2012,88.02,0.008099058
14/11/2012,87.31,-0.020069839
13/11/2012,89.08,-0.001121957
12/11/2012,89.18,0.004157543
09/11/2012,88.81,0.002931892
08/11/2012,88.55,-0.009329579
07/11/2012,89.38,-0.016422917
06/11/2012,90.86,0.01396454
05/11/2012,89.6,0.007056086
02/11/2012,88.97,-0.003142186
01/11/2012,89.25,0.018660423
31/10/2012,87.6,-0.004896668
26/10/2012,88.03,0.002502276
25/10/2012,87.81,-0.006583452
24/10/2012,88.39,-0.00383921
23/10/2012,88.73,-0.041934865
22/10/2012,92.53,-0.004421207
19/10/2012,92.94,-0.019182174
18/10/2012,94.74,-0.000738591
17/10/2012,94.81,0.006136287
16/10/2012,94.23,0.015399727
15/10/2012,92.79,0.000431174
12/10/2012,92.75,-0.000862162
11/10/2012,92.83,-0.004835859
10/10/2012,93.28,-0.007050558
09/10/2012,93.94,-0.015107783
08/10/2012,95.37,0.004308313
05/10/2012,94.96,0.005596931
04/10/2012,94.43,0.006907206
03/10/2012,93.78,0.002562461
02/10/2012,93.54,0.002676231
01/10/2012,93.29,0.009369516
28/09/2012,92.42,-0.004318728
27/09/2012,92.82,0.002480989
26/09/2012,92.59,-0.002588719
25/09/2012,92.83,-0.009648445
24/09/2012,93.73,0.005563297
21/09/2012,93.21,-0.003961673
20/09/2012,93.58,-0.00053416
19/09/2012,93.63,0.002138352
18/09/2012,93.43,-0.003739121
17/09/2012,93.78,-0.00213038
14/09/2012,93.98,0.020641455
13/09/2012,92.06,0.013671127
12/09/2012,90.81,-0.003956484
11/09/2012,91.17,0.005499354
10/09/2012,90.67,-0.023435592
07/09/2012,92.82,-0.004943589
06/09/2012,93.28,0.016538236
05/09/2012,91.75,0.000763234
04/09/2012,91.68,-0.009984889
31/08/2012,92.6,0.009112669
30/08/2012,91.76,-0.007275128
29/08/2012,92.43,0.00140746
28/08/2012,92.3,-0.003137003
27/08/2012,92.59,-0.002588719
24/08/2012,92.83,0.009198701
23/08/2012,91.98,-0.007581537
22/08/2012,92.68,-0.005702313
21/08/2012,93.21,-0.007268872
20/08/2012,93.89,-0.003720836
17/08/2012,94.24,0.005319727
16/08/2012,93.74,0.012884009
15/08/2012,92.54,0.002596842
14/08/2012,92.3,-0.001082837
13/08/2012,92.4,0.001191185
10/08/2012,92.29,0.007613698
09/08/2012,91.59,-0.000436634
08/08/2012,91.63,-0.00076365
07/08/2012,91.7,0.003167498
06/08/2012,91.41,-0.003167498
03/08/2012,91.7,0.017824215
02/08/2012,90.08,-0.012356733
01/08/2012,91.2,-0.000328893
31/07/2012,91.23,-0.000547915
30/07/2012,91.28,-0.004699719
27/07/2012,91.71,0.012287593
26/07/2012,90.59,0.020520403
25/07/2012,88.75,0.005763053
24/07/2012,88.24,-0.01261278
23/07/2012,89.36,-0.007025398
20/07/2012,89.99,-0.009291074
19/07/2012,90.83,-0.000440286
18/07/2012,90.87,0.021018288
17/07/2012,88.98,0.009939092
16/07/2012,88.1,0.005805697
13/07/2012,87.59,0.013563426
12/07/2012,86.41,-0.016527405
11/07/2012,87.85,-0.004542881
10/07/2012,88.25,-0.008013135
09/07/2012,88.96,-0.000337173
06/07/2012,88.99,-0.006496439
05/07/2012,89.57,-0.001450327
03/07/2012,89.7,0.00469327
02/07/2012,89.28,-0.003577821
29/06/2012,89.6,0.02760981
28/06/2012,87.16,0
27/06/2012,87.16,0.011307378
26/06/2012,86.18,0.003836545
25/06/2012,85.85,-0.011350597
22/06/2012,86.83,0.001152339
21/06/2012,86.73,-0.009295987
20/06/2012,87.54,-0.003193433
19/06/2012,87.82,0.005824261
18/06/2012,87.31,-0.00148784
15/06/2012,87.44,0.006655217
14/06/2012,86.86,0.008439844
13/06/2012,86.13,-0.006942062
12/06/2012,86.73,0.01803318
11/06/2012,85.18,-0.009580632
08/06/2012,86,0.00583092
07/06/2012,85.5,0.010227562
06/06/2012,84.63,0.025369316
05/06/2012,82.51,-0.001332284
04/06/2012,82.62,-0.002779962
01/06/2012,82.85,-0.018654134
31/05/2012,84.41,-0.000473765
30/05/2012,84.45,-0.015043179
29/05/2012,85.73,0.011143157
25/05/2012,84.78,-0.002356269
24/05/2012,84.98,0.002120392
23/05/2012,84.8,0.007932321
22/05/2012,84.13,-0.003914828
21/05/2012,84.46,0.011311664
18/05/2012,83.51,-0.009889863
17/05/2012,84.34,-0.011904201
16/05/2012,85.35,-0.00502543
15/05/2012,85.78,-0.000582717
14/05/2012,85.83,-0.010431249
11/05/2012,86.73,-0.004601412
10/05/2012,87.13,-0.001605505
09/05/2012,87.27,-0.003317511
08/05/2012,87.56,-0.005126172
07/05/2012,88.01,-0.007471169
04/05/2012,88.67,-0.008087206
03/05/2012,89.39,-0.001453245
02/05/2012,89.52,-0.000893256
01/05/2012,89.6,0.002682165
30/04/2012,89.36,0
27/04/2012,89.36,0.000447728
26/04/2012,89.32,0.005838777
25/04/2012,88.8,0.003497099
24/04/2012,88.49,0.015488295
23/04/2012,87.13,-0.00400894
20/04/2012,87.48,0.007803574
19/04/2012,86.8,-0.003794635
18/04/2012,87.13,-0.003665945
17/04/2012,87.45,0.012079526
16/04/2012,86.4,0.008251543
13/04/2012,85.69,-0.013561494
12/04/2012,86.86,0.017537178
11/04/2012,85.35,0.009062617
10/04/2012,84.58,-0.02047933
09/04/2012,86.33,-0.010829599
05/04/2012,87.27,-0.006510217
04/04/2012,87.84,-0.010757053
03/04/2012,88.79,-0.004943275
02/04/2012,89.23,0.000224165
30/03/2012,89.21,0.004944386
29/03/2012,88.77,0.003611334
28/03/2012,88.45,-0.007770747
27/03/2012,89.14,0.000224391
26/03/2012,89.12,0.007433304
23/03/2012,88.46,-0.001242727
22/03/2012,88.57,-0.003831422
21/03/2012,88.91,-0.004936619
20/03/2012,89.35,-0.004355359
19/03/2012,89.74,0.002007809
16/03/2012,89.56,-0.004900879
15/03/2012,90,0.012635043
14/03/2012,88.87,0.001351199
13/03/2012,88.75,0.013727597
12/03/2012,87.54,0.00848921
09/03/2012,86.8,0.001037404
08/03/2012,86.71,0.01440378
07/03/2012,85.47,0.006102589
06/03/2012,84.95,-0.024534688
05/03/2012,87.06,-0.005269803
02/03/2012,87.52,0.000342838
01/03/2012,87.49,-0.001256497
29/02/2012,87.6,-0.001938759
28/02/2012,87.77,-0.003412196
27/02/2012,88.07,-0.00147501
24/02/2012,88.2,0.003407158
23/02/2012,87.9,0.001593989
22/02/2012,87.76,0.001824818
21/02/2012,87.6,0.000456725
17/02/2012,87.56,-0.001027339
16/02/2012,87.65,0.007328557
15/02/2012,87.01,-0.011200117
14/02/2012,87.99,-0.000454494
13/02/2012,88.03,0.010161645
10/02/2012,87.14,-0.010048041
09/02/2012,88.02,0.000568214
08/02/2012,87.97,0.000909815
07/02/2012,87.89,0.00376176
06/02/2012,87.56,-0.001939643
03/02/2012,87.73,0.003425443
02/02/2012,87.43,0.000915437
01/02/2012,87.35,0.007353819
31/01/2012,86.71,-0.007239331
30/01/2012,87.34,-0.001372998
27/01/2012,87.46,-0.001371115
26/01/2012,87.58,0.012639488
25/01/2012,86.48,0.006380162
24/01/2012,85.93,0.003730913
23/01/2012,85.61,-0.000467126
20/01/2012,85.65,-0.001749782
19/01/2012,85.8,0.00854456
18/01/2012,85.07,0.009923295
17/01/2012,84.23,0.007507632
13/01/2012,83.6,-0.008101069
12/01/2012,84.28,0.006069641
11/01/2012,83.77,-0.006306917
10/01/2012,84.3,0.005113884
09/01/2012,83.87,0.005979449
06/01/2012,83.37,-0.005144475
05/01/2012,83.8,-0.004524356
04/01/2012,84.18,0.008230499
03/01/2012,83.49,0.021305733
30/12/2011,81.73,-0.00463868
29/12/2011,82.11,0.011760518
28/12/2011,81.15,-0.013828771
27/12/2011,82.28,0.000972763
23/12/2011,82.2,0.015076586
22/12/2011,80.97,0.012052081
21/12/2011,80,-0.003867512
20/12/2011,80.31,0.031495679
19/12/2011,77.82,-0.01340246
16/12/2011,78.87,0.000126799
15/12/2011,78.86,0.004448123
14/12/2011,78.51,-0.0113983
13/12/2011,79.41,-0.014750267
12/12/2011,80.59,-0.01978073
09/12/2011,82.2,0.021395136
08/12/2011,80.46,-0.023703904
07/12/2011,82.39,0.003160713
06/12/2011,82.13,0.014718774
05/12/2011,80.93,0.014562458
