Date,Close,GOOGL
04/04/2014,545.25,-0.047020078
03/04/2014,571.5,-0.686211549
02/04/2014,1135.1,0.000185023
01/04/2014,1134.89,0.018120884
31/03/2014,1114.51,-0.005047758
28/03/2014,1120.15,0.005254148
27/03/2014,1114.28,-0.015751021
26/03/2014,1131.97,-0.02335647
25/03/2014,1158.72,0.000682019
24/03/2014,1157.93,-0.021453468
21/03/2014,1183.04,-0.011864688
20/03/2014,1197.16,-0.001744276
19/03/2014,1199.25,-0.009964779
18/03/2014,1211.26,0.015944682
17/03/2014,1192.1,0.016322406
14/03/2014,1172.8,-0.013769027
13/03/2014,1189.06,-0.015223382
12/03/2014,1207.3,0.006073238
11/03/2014,1199.99,-0.009603816
10/03/2014,1211.57,-0.002654183
07/03/2014,1214.79,-0.003959913
06/03/2014,1219.61,0.001107524
05/03/2014,1218.26,0.002753611
04/03/2014,1214.91,0.010109285
03/03/2014,1202.69,-0.010718198
28/02/2014,1215.65,-0.002924195
27/02/2014,1219.21,-0.000787085
26/02/2014,1220.17,0.000139335
25/02/2014,1220,0.006158268
24/02/2014,1212.51,0.007217678
21/02/2014,1203.79,-0.000265792
20/02/2014,1204.11,0.001471047
19/02/2014,1202.34,-0.00707771
18/02/2014,1210.88,0.006695196
14/02/2014,1202.8,0.002413952
13/02/2014,1199.9,0.011070301
12/02/2014,1186.69,-0.002936637
11/02/2014,1190.18,0.014599664
10/02/2014,1172.93,-0.003837698
07/02/2014,1177.44,0.014957068
06/02/2014,1159.96,0.014554174
05/02/2014,1143.2,0.004418424
04/02/2014,1138.16,0.00416449
03/02/2014,1133.43,-0.041087701
31/01/2014,1180.97,0.03935993
30/01/2014,1135.39,0.025394821
29/01/2014,1106.92,-0.014431197
28/01/2014,1123.01,0.019584844
27/01/2014,1101.23,-0.020314758
24/01/2014,1123.83,-0.031763714
23/01/2014,1160.1,-0.004232046
22/01/2014,1165.02,0.00113367
21/01/2014,1163.7,0.011381878
17/01/2014,1150.53,-0.004933358
16/01/2014,1156.22,0.006594842
15/01/2014,1148.62,-0.000678845
14/01/2014,1149.4,0.023254201
13/01/2014,1122.98,-0.006391046
10/01/2014,1130.18,-5.30875E-05
09/01/2014,1130.24,-0.009676629
08/01/2014,1141.23,0.002078866
07/01/2014,1138.86,0.019094801
06/01/2014,1117.32,0.011087626
03/01/2014,1105,-0.007321548
02/01/2014,1113.12,-0.00679553
31/12/2013,1120.71,0.010089003
30/12/2013,1109.46,-0.008025682
27/12/2013,1118.4,0.00084084
26/12/2013,1117.46,0.005041952
24/12/2013,1111.84,-0.002927786
23/12/2013,1115.1,0.01307043
20/12/2013,1100.62,0.013169878
19/12/2013,1086.22,0.001354234
18/12/2013,1084.75,0.013821747
17/12/2013,1069.86,-0.002912025
16/12/2013,1072.98,0.011425911
13/12/2013,1060.79,-0.008607351
12/12/2013,1069.96,-0.006827364
11/12/2013,1077.29,-0.006817945
10/12/2013,1084.66,0.00602924
09/12/2013,1078.14,0.007700188
06/12/2013,1069.87,0.011780826
05/12/2013,1057.34,-0.000794131
04/12/2013,1058.18,0.004660335
03/12/2013,1053.26,-0.001157638
02/12/2013,1054.48,-0.004834286
29/11/2013,1059.59,-0.003316534
27/11/2013,1063.11,0.004430793
26/11/2013,1058.41,0.01186134
25/11/2013,1045.93,0.01351437
22/11/2013,1031.89,-0.0021104
21/11/2013,1034.07,0.011437699
20/11/2013,1022.31,-0.002822943
19/11/2013,1025.2,-0.00617481
18/11/2013,1031.55,-0.001946628
15/11/2013,1033.56,-0.001614471
14/11/2013,1035.23,0.002669635
13/11/2013,1032.47,0.020242834
12/11/2013,1011.78,0.001176837
11/11/2013,1010.59,-0.005368558
08/11/2013,1016.03,0.007984311
07/11/2013,1007.95,-0.014576513
06/11/2013,1022.75,0.001203364
05/11/2013,1021.52,-0.004483239
04/11/2013,1026.11,-0.000905925
01/11/2013,1027.04,-0.003440872
31/10/2013,1030.58,0.000155264
30/10/2013,1030.42,-0.005632291
29/10/2013,1036.24,0.020710165
28/10/2013,1015,-0.000197025
25/10/2013,1015.2,-0.010143417
24/10/2013,1025.55,-0.005697744
23/10/2013,1031.41,0.023951184
22/10/2013,1007,0.003681047
21/10/2013,1003.3,-0.00805083
18/10/2013,1011.41,0.129239689
17/10/2013,888.79,-0.010342488
16/10/2013,898.03,0.018000082
15/10/2013,882.01,0.00671174
14/10/2013,876.11,0.004713698
11/10/2013,871.99,0.004309782
10/10/2013,868.24,0.014361363
09/10/2013,855.86,0.002562109
08/10/2013,853.67,-0.01403993
07/10/2013,865.74,-0.007606087
04/10/2013,872.35,-0.004278106
03/10/2013,876.09,-0.013491656
02/10/2013,887.99,0.001115499
01/10/2013,887,0.012581636
30/09/2013,875.91,-0.000547851
27/09/2013,876.39,-0.002028999
26/09/2013,878.17,0.001070981
25/09/2013,877.23,-0.010895367
24/09/2013,886.84,0.000383457
23/09/2013,886.5,-0.018563237
20/09/2013,903.11,0.00524009
19/09/2013,898.39,-0.005472592
18/09/2013,903.32,0.019235769
17/09/2013,886.11,-0.00186034
16/09/2013,887.76,-0.001474536
13/09/2013,889.07,-0.004477795
12/09/2013,893.06,-0.003498676
11/09/2013,896.19,0.008426481
10/09/2013,888.67,0.000697915
09/09/2013,888.05,0.009583527
06/09/2013,879.58,2.27384E-05
05/09/2013,879.56,0.00905676
04/09/2013,871.63,0.01299087
03/09/2013,860.38,0.015791528
30/08/2013,846.9,-0.010021643
29/08/2013,855.43,0.008075256
28/08/2013,848.55,-0.001883794
27/08/2013,850.15,-0.018922349
26/08/2013,866.39,-0.004399408
23/08/2013,870.21,-0.004013951
22/08/2013,873.71,0.005025713
21/08/2013,869.33,0.004507862
20/08/2013,865.42,-0.000265732
19/08/2013,865.65,0.010147774
16/08/2013,856.91,-0.003204067
15/08/2013,859.66,-0.011737835
14/08/2013,869.81,-0.013066557
13/08/2013,881.25,-0.004822396
12/08/2013,885.51,-0.005518281
09/08/2013,890.41,-0.002523738
08/08/2013,892.66,0.002254236
07/08/2013,890.65,-0.006624838
06/08/2013,896.57,-0.009358572
05/08/2013,905,-0.001733304
02/08/2013,906.57,0.002595554
01/08/2013,904.22,0.018382522
31/07/2013,887.75,-0.003564465
30/07/2013,890.92,0.009756505
29/07/2013,882.27,-0.003484915
26/07/2013,885.35,-0.002650801
25/07/2013,887.7,-0.016977957
24/07/2013,902.9,-0.000996292
23/07/2013,903.8,-0.007605438
22/07/2013,910.7,0.015603703
19/07/2013,896.6,-0.015581741
18/07/2013,910.68,-0.008604767
17/07/2013,918.55,-0.001153327
16/07/2013,919.61,-0.005508879
15/07/2013,924.69,0.001829312
12/07/2013,923,0.002994729
11/07/2013,920.24,0.015606237
10/07/2013,905.99,0.000828167
09/07/2013,905.24,0.000165716
08/07/2013,905.09,0.012899244
05/07/2013,893.49,0.007932982
03/07/2013,886.43,0.004658692
02/07/2013,882.31,-0.006293131
01/07/2013,887.88,0.008494325
28/06/2013,880.37,0.003755467
27/06/2013,877.07,0.003906969
26/06/2013,873.65,0.008564009
25/06/2013,866.2,-0.004135974
24/06/2013,869.79,-0.012726364
21/06/2013,880.93,-0.004315649
20/06/2013,884.74,-0.017856217
19/06/2013,900.68,6.66186E-05
18/06/2013,900.62,0.016084337
17/06/2013,886.25,0.012729478
14/06/2013,875.04,-0.002237393
13/06/2013,877,0.005740505
12/06/2013,871.98,-0.008939487
11/06/2013,879.81,-0.011762648
10/06/2013,890.22,0.011853581
07/06/2013,879.73,0.017301807
06/06/2013,864.64,0.005729744
05/06/2013,859.7,0.000698162
04/06/2013,859.1,-0.009880027
03/06/2013,867.63,-0.004129172
31/05/2013,871.22,0.000528135
30/05/2013,870.76,0.0028176
29/05/2013,868.31,-0.014815255
28/05/2013,881.27,0.009062008
24/05/2013,873.32,-0.010785306
23/05/2013,882.79,-0.007482218
22/05/2013,889.42,-0.019539809
21/05/2013,906.97,-0.001718535
20/05/2013,908.53,-0.000715186
17/05/2013,909.18,0.00585755
16/05/2013,903.87,-0.013210725
15/05/2013,915.89,0.031938555
14/05/2013,887.1,0.010846573
13/05/2013,877.53,-0.003072094
10/05/2013,880.23,0.009990321
09/05/2013,871.48,-0.002464029
08/05/2013,873.63,0.018950684
07/05/2013,857.23,-0.005026832
06/05/2013,861.55,0.018544757
03/05/2013,845.72,0.019232625
02/05/2013,829.61,0.011127118
01/05/2013,820.43,-0.005033445
30/04/2013,824.57,0.006704697
29/04/2013,819.06,0.021772187
26/04/2013,801.42,-0.009537365
25/04/2013,809.1,-0.005361943
24/04/2013,813.45,0.006846173
23/04/2013,807.9,0.00968907
22/04/2013,800.11,0.000300004
19/04/2013,799.87,0.043384545
18/04/2013,765.91,-0.021505927
17/04/2013,782.56,-0.013719099
16/04/2013,793.37,0.014524473
15/04/2013,781.93,-0.010331012
12/04/2013,790.05,-0.00043026
11/04/2013,790.39,0.000265727
10/04/2013,790.18,0.015984216
09/04/2013,777.65,0.003607089
08/04/2013,774.85,-0.010527089
05/04/2013,783.05,-0.01523361
04/04/2013,795.07,-0.01390169
03/04/2013,806.2,-0.008448458
02/04/2013,813.04,0.014682186
01/04/2013,801.19,0.008775395
28/03/2013,794.19,-0.010608485
