Date,Close,GOOGL
27/03/2013,802.66,-0.012086236
26/03/2013,812.42,0.003427743
25/03/2013,809.64,-0.000827186
22/03/2013,810.31,-0.001171704
21/03/2013,811.26,-0.004243627
20/03/2013,814.71,0.004169671
19/03/2013,811.32,0.004360427
18/03/2013,807.79,-0.008026725
15/03/2013,814.3,-0.008851779
14/03/2013,821.54,-0.004578446
13/03/2013,825.31,-0.002782956
12/03/2013,827.61,-0.008674104
11/03/2013,834.82,0.003960781
08/03/2013,831.52,-0.001297984
07/03/2013,832.6,0.001466364
06/03/2013,831.38,-0.008646864
05/03/2013,838.6,0.020601897
04/03/2013,821.5,0.018812491
01/03/2013,806.19,0.006208843
28/02/2013,801.2,0.001773914
27/02/2013,799.78,0.012139201
26/02/2013,790.13,-0.000809665
25/02/2013,790.77,-0.011242008
22/02/2013,799.71,0.005240603
21/02/2013,795.53,0.003866528
20/02/2013,792.46,-0.017995746
19/02/2013,806.85,0.017453279
15/02/2013,792.89,0.006414861
14/02/2013,787.82,0.006315757
13/02/2013,782.86,0.002762927
12/02/2013,780.7,-0.002200728
11/02/2013,782.42,-0.003763264
08/02/2013,785.37,0.014647672
07/02/2013,773.95,0.004896002
06/02/2013,770.17,0.005768583
05/02/2013,765.74,0.008814559
04/02/2013,759.02,-0.021608796
01/02/2013,775.6,0.026005684
31/01/2013,755.69,0.002464361
30/01/2013,753.83,0.000199004
29/01/2013,753.68,0.003921808
28/01/2013,750.73,-0.00390854
25/01/2013,753.67,-0.000716237
24/01/2013,754.21,0.016995682
23/01/2013,741.5,0.053503209
22/01/2013,702.87,-0.002330573
18/01/2013,704.51,-0.009619873
17/01/2013,711.32,-0.005425843
16/01/2013,715.19,-0.013526857
15/01/2013,724.93,0.002320155
14/01/2013,723.25,-0.022881729
11/01/2013,739.99,-0.002011516
10/01/2013,741.48,0.004541776
09/01/2013,738.12,0.006551518
08/01/2013,733.3,-0.00197541
07/01/2013,734.75,-0.004372868
04/01/2013,737.97,0.019567686
03/01/2013,723.67,0.000580544
02/01/2013,723.25,0.02218694
31/12/2012,707.38,0.010473383
28/12/2012,700.01,-0.008931297
27/12/2012,706.29,-0.003646235
26/12/2012,708.87,-0.000888344
24/12/2012,709.5,-0.008602777
21/12/2012,715.63,-0.009360356
20/12/2012,722.36,0.003119651
19/12/2012,720.11,-0.001332242
18/12/2012,721.07,0.000402261
17/12/2012,720.78,0.026457537
14/12/2012,701.96,-0.001053636
13/12/2012,702.7,0.007341527
12/12/2012,697.56,0.000975302
11/12/2012,696.88,0.01658144
10/12/2012,685.42,0.001766901
07/12/2012,684.21,-0.010063051
06/12/2012,691.13,0.004800763
05/12/2012,687.82,-0.004656062
04/12/2012,691.03,-0.006088255
03/12/2012,695.25,-0.004477555
30/11/2012,698.37,0.009322065
29/11/2012,691.89,0.011951638
28/11/2012,683.67,0.019138492
27/11/2012,670.71,0.01435611
26/11/2012,661.15,-0.010262519
23/11/2012,667.97,0.003148806
21/11/2012,665.87,-0.006138479
20/11/2012,669.97,0.00263044
19/11/2012,668.21,0.031978032
16/11/2012,647.18,-0.000123606
15/11/2012,647.26,-0.008139696
14/11/2012,652.55,-0.00991164
13/11/2012,659.05,-0.010340105
12/11/2012,665.9,0.004319271
09/11/2012,663.03,0.01633099
08/11/2012,652.29,-0.022480691
07/11/2012,667.12,-0.021649077
06/11/2012,681.72,-0.001817276
05/11/2012,682.96,-0.007236259
02/11/2012,687.92,0.000479822
01/11/2012,687.59,0.010658853
31/10/2012,680.3,0.007598989
26/10/2012,675.15,-0.003858355
25/10/2012,677.76,0.000678937
24/10/2012,677.3,-0.004493065
23/10/2012,680.35,0.002472371
22/10/2012,678.67,-0.004586692
19/10/2012,681.79,-0.019190153
18/10/2012,695,-0.0834547
17/10/2012,755.49,0.014385093
16/10/2012,744.7,0.005007818
15/10/2012,740.98,-0.005074957
12/10/2012,744.75,-0.008996004
11/10/2012,751.48,0.009251156
10/10/2012,744.56,0.000631445
09/10/2012,744.09,-0.018310286
08/10/2012,757.84,-0.012861619
05/10/2012,767.65,-0.000520935
04/10/2012,768.05,0.007252327
03/10/2012,762.5,0.007252465
02/10/2012,756.99,-0.006307757
01/10/2012,761.78,0.009602522
28/09/2012,754.5,-0.002647255
27/09/2012,756.5,0.004026602
26/09/2012,753.46,0.005723352
25/09/2012,749.16,-0.000293619
24/09/2012,749.38,0.020750793
21/09/2012,733.99,0.008029535
20/09/2012,728.12,0.000851871
19/09/2012,727.5,0.012754534
18/09/2012,718.28,0.011622665
17/09/2012,709.98,0.000422636
14/09/2012,709.68,0.005142271
13/09/2012,706.04,0.021705746
12/09/2012,690.88,-0.001894337
11/09/2012,692.19,-0.012319246
10/09/2012,700.77,-0.007647949
07/09/2012,706.15,0.009604855
06/09/2012,699.4,0.027071763
05/09/2012,680.72,-0.00046998
04/09/2012,681.04,-0.005929175
31/08/2012,685.09,0.004989877
30/08/2012,681.68,-0.009243033
29/08/2012,688.01,0.015762892
28/08/2012,677.25,0.011927626
27/08/2012,669.22,-0.013963205
24/08/2012,678.63,0.002700252
23/08/2012,676.8,-0.000561308
22/08/2012,677.18,0.011391015
21/08/2012,669.51,-0.00896627
20/08/2012,675.54,-0.002365675
17/08/2012,677.14,0.0063259
16/08/2012,672.87,0.007952832
15/08/2012,667.54,-0.001676396
14/08/2012,668.66,0.013020723
13/08/2012,660.01,0.027666683
10/08/2012,642,-0.000545023
09/08/2012,642.35,0.000186831
08/08/2012,642.23,0.002634924
07/08/2012,640.54,-0.003553177
06/08/2012,642.82,0.002320602
03/08/2012,641.33,0.019810424
02/08/2012,628.75,-0.006231044
01/08/2012,632.68,-0.000458263
31/07/2012,632.97,0.001059063
30/07/2012,632.3,-0.00419804
27/07/2012,634.96,0.034609966
26/07/2012,613.36,0.008793605
25/07/2012,607.99,0.00069104
24/07/2012,607.57,-0.012983798
23/07/2012,615.51,0.007648876
20/07/2012,610.82,0.029506742
19/07/2012,593.06,0.020957984
18/07/2012,580.76,0.006963371
17/07/2012,576.73,0.003143319
16/07/2012,574.92,-0.002779131
13/07/2012,576.52,0.010531919
12/07/2012,570.48,-0.001243792
11/07/2012,571.19,-0.018232947
10/07/2012,581.7,-0.007382003
09/07/2012,586.01,5.1195E-05
06/07/2012,585.98,-0.016820771
05/07/2012,595.92,0.013668639
03/07/2012,587.83,0.01259967
02/07/2012,580.47,0.000689334
29/06/2012,580.07,0.02754504
28/06/2012,564.31,-0.00880379
27/06/2012,569.3,0.008148337
26/06/2012,564.68,0.007073196
25/06/2012,560.7,-0.019043484
22/06/2012,571.48,0.011032143
21/06/2012,565.21,-0.021528415
20/06/2012,577.51,-0.006936803
19/06/2012,581.53,0.018536083
18/06/2012,570.85,0.01116838
15/06/2012,564.51,0.009719184
14/06/2012,559.05,-0.003642406
13/06/2012,561.09,-0.007121386
12/06/2012,565.1,-0.005998607
11/06/2012,568.5,-0.020802352
08/06/2012,580.45,0.003831951
07/06/2012,578.23,-0.004038666
06/06/2012,580.57,0.017654979
05/06/2012,570.41,-0.014238709
04/06/2012,578.59,0.013239927
01/06/2012,570.98,-0.017155581
31/05/2012,580.86,-0.012608264
30/05/2012,588.23,-0.010333518
29/05/2012,594.34,0.004739146
25/05/2012,591.53,-0.020298725
24/05/2012,603.66,-0.009562194
23/05/2012,609.46,0.014311219
22/05/2012,600.8,-0.021911965
21/05/2012,614.11,0.022577965
18/05/2012,600.4,-0.037030673
17/05/2012,623.05,-0.00939319
16/05/2012,628.93,0.028742987
15/05/2012,611.11,0.011702778
14/05/2012,604,-0.002034353
11/05/2012,605.23,-0.013832478
10/05/2012,613.66,0.007376486
09/05/2012,609.15,-0.005957757
08/05/2012,612.79,0.008587823
07/05/2012,607.55,0.017567615
04/05/2012,596.97,-0.023262831
03/05/2012,611.02,0.006172656
02/05/2012,607.26,0.00467117
01/05/2012,604.43,-0.000694628
30/04/2012,604.85,-0.016609254
27/04/2012,614.98,-0.000796457
26/04/2012,615.47,0.009386368
25/04/2012,609.72,0.01395575
24/04/2012,601.27,0.006122451
23/04/2012,597.6,0.002580301
20/04/2012,596.06,-0.005420974
19/04/2012,599.3,-0.01350756
18/04/2012,607.45,-0.003483923
17/04/2012,609.57,0.0057583
16/04/2012,606.07,-0.030115954
13/04/2012,624.6,-0.041413558
12/04/2012,651.01,0.023389335
11/04/2012,635.96,0.014412438
10/04/2012,626.86,-0.006329034
09/04/2012,630.84,-0.002343331
05/04/2012,632.32,-0.004465596
04/04/2012,635.15,-0.011692378
03/04/2012,642.62,-0.006669069
02/04/2012,646.92,0.008818837
30/03/2012,641.24,-0.01111941
29/03/2012,648.41,-0.011271656
28/03/2012,655.76,0.013417662
27/03/2012,647.02,-0.003563856
26/03/2012,649.33,0.010434177
23/03/2012,642.59,-0.005370015
22/03/2012,646.05,0.009439974
21/03/2012,639.98,0.010192712
20/03/2012,633.49,-0.000773194
19/03/2012,633.98,0.014201761
16/03/2012,625.04,0.006275248
15/03/2012,621.13,0.00830967
14/03/2012,615.99,-0.002901677
13/03/2012,617.78,0.020656046
12/03/2012,605.15,0.008130126
09/03/2012,600.25,-0.011413172
08/03/2012,607.14,0.000560159
07/03/2012,606.8,0.003036907
06/03/2012,604.96,-0.015239671
05/03/2012,614.25,-0.011331566
02/03/2012,621.25,-0.001849395
01/03/2012,622.4,0.006690066
29/02/2012,618.25,-0.00022642
28/02/2012,618.39,0.014792157
27/02/2012,609.31,-0.00096784
24/02/2012,609.9,0.006233522
23/02/2012,606.11,-0.003014705
22/02/2012,607.94,-0.009918735
21/02/2012,614,0.015361689
17/02/2012,604.64,-0.003104464
16/02/2012,606.52,0.001584054
15/02/2012,605.56,-0.006911787
14/02/2012,609.76,-0.003993589
13/02/2012,612.2,0.010327566
10/02/2012,605.91,-0.00911808
09/02/2012,611.46,0.002636515
08/02/2012,609.85,0.005063219
07/02/2012,606.77,-0.003816233
06/02/2012,609.09,0.021171835
03/02/2012,596.33,0.018994341
02/02/2012,585.11,0.007341749
01/02/2012,580.83,0.001240374
31/01/2012,580.11,0.004180348
30/01/2012,577.69,-0.003956228
27/01/2012,579.98,0.020696161
26/01/2012,568.1,-0.002443764
25/01/2012,569.49,-0.019889044
24/01/2012,580.93,-0.007870074
23/01/2012,585.52,-0.000802383
20/01/2012,585.99,-0.087493351
19/01/2012,639.57,0.010467844
18/01/2012,632.91,0.006864925
17/01/2012,628.58,0.005727658
13/01/2012,624.99,-0.007412578
12/01/2012,629.64,0.005861756
11/01/2012,625.96,0.004515259
10/01/2012,623.14,0.001091843
09/01/2012,622.46,-0.043323762
06/01/2012,650.02,-0.013735577
05/01/2012,659.01,-0.013968538
04/01/2012,668.28,0.004303855
03/01/2012,665.41,0.029758699
30/12/2011,645.9,0.00543353
29/12/2011,642.4,0.004211846
28/12/2011,639.7,-0.000859409
27/12/2011,640.25,0.011167158
23/12/2011,633.14,0.005448051
22/12/2011,629.7,0.006180726
21/12/2011,625.82,-0.007244159
20/12/2011,630.37,0.013640205
19/12/2011,621.83,-0.006619728
16/12/2011,625.96,0.010309204
15/12/2011,619.54,0.002375548
14/12/2011,618.07,-0.012157422
13/12/2011,625.63,0.000383687
12/12/2011,625.39,-0.003240718
09/12/2011,627.42,0.018288044
08/12/2011,616.05,-0.011844197
07/12/2011,623.39,-0.000609385
06/12/2011,623.77,-0.003009399
05/12/2011,625.65,0.008491155
02/12/2011,620.36,0.01067969
01/12/2011,613.77,0.023707794
30/11/2011,599.39,0.027845361
29/11/2011,582.93,-0.008982914
28/11/2011,588.19,0.043770397
25/11/2011,563,-0.012549697
23/11/2011,570.11,-0.017198779
22/11/2011,580,-0.001619378
21/11/2011,580.94,-0.023712223
18/11/2011,594.88,-0.0100189
17/11/2011,600.87,-0.017487289
16/11/2011,611.47,-0.008289747
15/11/2011,616.56,0.005790706
14/11/2011,613,0.007614562
11/11/2011,608.35,0.022054524
10/11/2011,595.08,-0.009815886
09/11/2011,600.95,-0.018775947
08/11/2011,612.34,0.006570186
07/11/2011,608.33,0.020241959
04/11/2011,596.14,-0.002278745
03/11/2011,597.5,0.021450176
02/11/2011,584.82,0.010606303
01/11/2011,578.65,-0.023889328
31/10/2011,592.64,-0.012575829
28/10/2011,600.14,0.002452433
27/10/2011,598.67,0.020861868
26/10/2011,586.31,0.005387069
25/10/2011,583.16,-0.022483526
24/10/2011,596.42,0.009992416
21/10/2011,590.49,0.011616946
20/10/2011,583.67,0.005101482
19/10/2011,580.7,-0.016752298
18/10/2011,590.51,0.013811903
17/10/2011,582.41,-0.015791281
14/10/2011,591.68,0.056834364
13/10/2011,558.99,0.018944304
12/10/2011,548.5,0.009746523
11/10/2011,543.18,0.011126139
10/10/2011,537.17,0.041914735
07/10/2011,515.12,0.000796248
06/10/2011,514.71,0.019639442
05/10/2011,504.7,0.005563297
04/10/2011,501.9,0.01279318
03/10/2011,495.52,-0.038636851
30/09/2011,515.04,-0.023904298
29/09/2011,527.5,-0.002537063
28/09/2011,528.84,-0.019660241
27/09/2011,539.34,0.013909469
26/09/2011,531.89,0.012067481
23/09/2011,525.51,0.009271982
22/09/2011,520.66,-0.034989322
21/09/2011,539.2,-0.013685597
20/09/2011,546.63,-7.3173E-05
19/09/2011,546.67,-1.82924E-05
16/09/2011,546.68,0.007564944
15/09/2011,542.56,0.019523619
14/09/2011,532.07,0.004804124
13/09/2011,529.52,-0.00113246
12/09/2011,530.12,0.009990889
09/09/2011,524.85,-0.01907947
08/09/2011,534.96,0.001739961
07/09/2011,534.03,0.022439661
06/09/2011,522.18,-0.005081098
02/09/2011,524.84,-0.014489443
01/09/2011,532.5,-0.015762441
31/08/2011,540.96,0.000480743
30/08/2011,540.7,0.003000613
29/08/2011,539.08,0.022929124
26/08/2011,526.86,0.013029127
25/08/2011,520.04,-0.006230072
24/08/2011,523.29,0.008578801
23/08/2011,518.82,0.040615618
22/08/2011,498.17,0.014660203
19/08/2011,490.92,-0.028039596
18/08/2011,504.88,-0.054482033
17/08/2011,533.15,-0.01091276
16/08/2011,539,-0.03326251
15/08/2011,557.23,-0.011668286
12/08/2011,563.77,0.002913227
11/08/2011,562.13,0.023616484
10/08/2011,549.01,-0.043484337
09/08/2011,573.41,0.048945388
08/08/2011,546.02,-0.058715955
05/08/2011,579.04,0.002628486
04/08/2011,577.52,-0.040134683
03/08/2011,601.17,0.014695674
02/08/2011,592.4,-0.023967724
01/08/2011,606.77,0.005088985
29/07/2011,603.69,-0.011937934
28/07/2011,610.94,0.006107591
27/07/2011,607.22,-0.024884593
26/07/2011,622.52,0.005702794
25/07/2011,618.98,0.001212405
22/07/2011,618.23,0.01834824
21/07/2011,606.99,0.019362849
20/07/2011,595.35,-0.012021182
19/07/2011,602.55,0.012710089
18/07/2011,594.94,-0.00449454
15/07/2011,597.62,0.122080097
14/07/2011,528.94,-0.017466711
13/07/2011,538.26,0.007927149
12/07/2011,534.01,0.012682849
11/07/2011,527.28,-0.008892975
08/07/2011,531.99,-0.027092581
07/07/2011,546.6,0.020777856
06/07/2011,535.36,0.005469203
05/07/2011,532.44,0.021662594
01/07/2011,521.03,0.028520246
30/06/2011,506.38,0.017551125
29/06/2011,497.57,0.007909486
28/06/2011,493.65,0.022224275
27/06/2011,482.8,0.016540349
24/06/2011,474.88,-0.011182192
23/06/2011,480.22,-0.014040325
22/06/2011,487.01,-0.012224517
21/06/2011,493,0.017226638
20/06/2011,484.58,-0.000907591
17/06/2011,485.02,-0.031157698
16/06/2011,500.37,-0.005142937
15/06/2011,502.95,-0.010718767
14/06/2011,508.37,0.007185896
13/06/2011,504.73,-0.009425847
10/06/2011,509.51,-0.014071015
09/06/2011,516.73,-0.004710888
08/06/2011,519.17,0.000269698
07/06/2011,519.03,-0.003903513
06/06/2011,521.06,-0.003869218
03/06/2011,523.08,-0.009475498
02/06/2011,528.06,0.004669446
01/06/2011,525.6,-0.006485771
31/05/2011,529.02,0.015468154
27/05/2011,520.9,0.005331909
26/05/2011,518.13,-0.002967819
25/05/2011,519.67,0.002716948
24/05/2011,518.26,-0.000250808
23/05/2011,518.39,-0.01082108
20/05/2011,524.03,-0.013683786
19/05/2011,531.25,0.002714269
18/05/2011,529.81,-0.001226103
17/05/2011,530.46,0.02295883
16/05/2011,518.42,-0.021241865
13/05/2011,529.55,-0.010332611
12/05/2011,535.05,-0.000747314
11/05/2011,535.45,-0.013375458
10/05/2011,542.66,0.009219385
09/05/2011,537.68,0.00443625
06/05/2011,535.3,0.001926008
05/05/2011,534.27,-0.002840964
04/05/2011,535.79,0.003552468
03/05/2011,533.89,-0.008709086
02/05/2011,538.56,-0.010234142
29/04/2011,544.1,0.011330257
28/04/2011,537.97,0.000390433
27/04/2011,537.76,0.009228708
26/04/2011,532.82,0.01469016
25/04/2011,525.05,-9.52245E-05
21/04/2011,525.1,-0.001199052
20/04/2011,525.73,0.008020974
19/04/2011,521.53,-0.010130098
18/04/2011,526.84,-0.007299993
15/04/2011,530.7,-0.086258943
14/04/2011,578.51,0.003862179
13/04/2011,576.28,0.00988769
12/04/2011,570.61,-0.011777345
11/04/2011,577.37,-0.001367338
08/04/2011,578.16,-0.003177457
07/04/2011,580,0.010085168
06/04/2011,574.18,0.008904342
05/04/2011,569.09,-0.032143988
04/04/2011,587.68,-0.006986158
01/04/2011,591.8,0.008552862
31/03/2011,586.76,0.008420382
30/03/2011,581.84,0.000189073
29/03/2011,581.73,0.011010491
28/03/2011,575.36,-0.007583795
25/03/2011,579.74,-0.012257682
24/03/2011,586.89,0.008092085
23/03/2011,582.16,0.008348619
22/03/2011,577.32,0.001421366
21/03/2011,576.5,0.027147488
18/03/2011,561.06,-0.000534559
17/03/2011,561.36,0.007617654
16/03/2011,557.1,-0.022119376
15/03/2011,569.56,-0.000754684
14/03/2011,569.99,-0.011720724
11/03/2011,576.71,-0.006205671
10/03/2011,580.3,-0.019572835
09/03/2011,591.77,-0.000912101
08/03/2011,592.31,0.001098001
07/03/2011,591.66,-0.015030309
04/03/2011,600.62,-0.01477493
03/03/2011,609.56,0.01449193
02/03/2011,600.79,4.99355E-05
01/03/2011,600.76,-0.020821731
28/02/2011,613.4,0.005492723
25/02/2011,610.04,0.002001871
24/02/2011,608.82,-0.004097896
23/02/2011,611.32,0.001817393
22/02/2011,610.21,-0.032043635
18/02/2011,630.08,0.007679232
17/02/2011,625.26,0.001664693
16/02/2011,624.22,0.000112146
15/02/2011,624.15,-0.006388267
14/02/2011,628.15,0.005827662
11/02/2011,624.5,0.012990335
10/02/2011,616.44,-9.73283E-05
09/02/2011,616.5,-0.003044833
