Date,Close,AMP
21/11/2013,106.79,0.012437737
20/11/2013,105.47,0.002563252
19/11/2013,105.2,-0.000475172
18/11/2013,105.25,-0.00208808
15/11/2013,105.47,0.002373156
14/11/2013,105.22,0.010125218
13/11/2013,104.16,0.012462123
12/11/2013,102.87,-0.009385198
11/11/2013,103.84,0.006957894
08/11/2013,103.12,0.026432391
07/11/2013,100.43,-0.017568553
06/11/2013,102.21,0.009239303
05/11/2013,101.27,0.000296282
04/11/2013,101.24,0.001779536
01/11/2013,101.06,0.005158742
31/10/2013,100.54,-0.002483486
30/10/2013,100.79,0.013987639
29/10/2013,99.39,0.004841159
28/10/2013,98.91,-0.006550132
25/10/2013,99.56,0.000301371
24/10/2013,99.53,0.007968973
23/10/2013,98.74,-0.010277169
22/10/2013,99.76,0.006839697
21/10/2013,99.08,-0.006739451
18/10/2013,99.75,0.016373926
17/10/2013,98.13,0.017061051
16/10/2013,96.47,0.029454112
15/10/2013,93.67,-0.009245058
14/10/2013,94.54,0.002541836
11/10/2013,94.3,0.01012532
10/10/2013,93.35,0.031337566
09/10/2013,90.47,0.006876691
08/10/2013,89.85,-0.022450596
07/10/2013,91.89,-0.010823788
04/10/2013,92.89,0.014421502
03/10/2013,91.56,-0.006531702
02/10/2013,92.16,-0.00021699
01/10/2013,92.18,0.012004946
30/09/2013,91.08,-0.003835411
27/09/2013,91.43,-0.001748443
26/09/2013,91.59,0.004705891
25/09/2013,91.16,0.001756698
24/09/2013,91,-0.003838776
23/09/2013,91.35,-0.009478744
20/09/2013,92.22,-0.012928428
19/09/2013,93.42,-0.005763705
18/09/2013,93.96,0.00672756
17/09/2013,93.33,0.008284517
16/09/2013,92.56,0.019197797
13/09/2013,90.8,0.004525644
12/09/2013,90.39,-0.006286208
11/09/2013,90.96,0.002642009
10/09/2013,90.72,0.020265697
09/09/2013,88.9,0.014845306
06/09/2013,87.59,-0.002280763
05/09/2013,87.79,0.003423098
04/09/2013,87.49,0.004697265
03/09/2013,87.08,0.010737273
30/08/2013,86.15,-0.011081725
29/08/2013,87.11,0.011197808
28/08/2013,86.14,0.008276552
27/08/2013,85.43,-0.03304278
26/08/2013,88.3,-0.008233284
23/08/2013,89.03,0
22/08/2013,89.03,0.01790619
21/08/2013,87.45,-0.006610464
20/08/2013,88.03,0.009473335
19/08/2013,87.2,-0.01174271
16/08/2013,88.23,0.004885541
15/08/2013,87.8,-0.021409268
14/08/2013,89.7,-0.00633441
13/08/2013,90.27,0.010691716
12/08/2013,89.31,-0.008584701
09/08/2013,90.08,0.001777778
08/08/2013,89.92,0.004234933
07/08/2013,89.54,-0.003567451
06/08/2013,89.86,-0.014253597
05/08/2013,91.15,-0.000658039
02/08/2013,91.21,0.002524838
01/08/2013,90.98,0.022003332
31/07/2013,89,0.000337135
30/07/2013,88.97,0.015404088
29/07/2013,87.61,-0.006485033
26/07/2013,88.18,0.006599182
25/07/2013,87.6,0.015646891
24/07/2013,86.24,-0.004973696
23/07/2013,86.67,-0.007929709
22/07/2013,87.36,0.012092046
19/07/2013,86.31,-0.006121879
18/07/2013,86.84,0.012164895
17/07/2013,85.79,0.004556349
16/07/2013,85.4,-0.010831061
15/07/2013,86.33,-0.003122653
12/07/2013,86.6,0.001617936
11/07/2013,86.46,0.022220538
10/07/2013,84.56,-0.004248295
09/07/2013,84.92,0.01590538
08/07/2013,83.58,0.005759555
05/07/2013,83.1,0.024115162
03/07/2013,81.12,-0.008592173
02/07/2013,81.82,0.00465516
01/07/2013,81.44,0.006899978
28/06/2013,80.88,-0.009965021
27/06/2013,81.69,0.016788445
26/06/2013,80.33,0.013409562
25/06/2013,79.26,0.023101021
24/06/2013,77.45,-0.021838554
21/06/2013,79.16,0.001264063
20/06/2013,79.06,-0.030763993
19/06/2013,81.53,-0.022557347
18/06/2013,83.39,0.009034573
17/06/2013,82.64,0.009483354
14/06/2013,81.86,-0.013709648
13/06/2013,82.99,0.022913861
12/06/2013,81.11,-0.01723443
11/06/2013,82.52,-0.007485246
10/06/2013,83.14,0.000842308
07/06/2013,83.07,0.024987588
06/06/2013,81.02,0.016050111
05/06/2013,79.73,-0.030266037
04/06/2013,82.18,0.014092507
03/06/2013,81.03,-0.006028932
31/05/2013,81.52,-0.029253869
30/05/2013,83.94,0.021920666
29/05/2013,82.12,-0.004859096
28/05/2013,82.52,0.028517173
24/05/2013,80.2,-0.002366275
23/05/2013,80.39,-0.00521093
22/05/2013,80.81,-0.00887033
21/05/2013,81.53,-0.002205343
20/05/2013,81.71,0.000244798
17/05/2013,81.69,0.015171429
16/05/2013,80.46,-0.013333531
15/05/2013,81.54,0.008374433
14/05/2013,80.86,0.022638701
13/05/2013,79.05,0.010810916
10/05/2013,78.2,0.021456168
09/05/2013,76.54,-0.005862063
08/05/2013,76.99,-0.004665034
07/05/2013,77.35,0.009221443
06/05/2013,76.64,0.011020841
03/05/2013,75.8,0.029996893
02/05/2013,73.56,0.008190054
01/05/2013,72.96,-0.021290383
30/04/2013,74.53,0.004707157
29/04/2013,74.18,0.009481312
26/04/2013,73.48,-0.006781526
25/04/2013,73.98,0.018141396
24/04/2013,72.65,-0.013534966
23/04/2013,73.64,0.017258338
22/04/2013,72.38,0.002767019
19/04/2013,72.18,0.036398432
18/04/2013,69.6,-0.02413176
17/04/2013,71.3,-0.025479085
16/04/2013,73.14,0.016681989
15/04/2013,71.93,-0.038188194
12/04/2013,74.73,-0.007332877
11/04/2013,75.28,0.010818136
10/04/2013,74.47,0.022543051
09/04/2013,72.81,0.006614328
08/04/2013,72.33,0.011821291
05/04/2013,71.48,-0.007248429
04/04/2013,72,0.002642377
03/04/2013,71.81,-0.022308829
02/04/2013,73.43,0.00765554
01/04/2013,72.87,-0.010647111
28/03/2013,73.65,0.008180005
27/03/2013,73.05,-0.008722967
26/03/2013,73.69,0.002989945
25/03/2013,73.47,-0.002446983
22/03/2013,73.65,0.000135787
21/03/2013,73.64,-0.016698476
20/03/2013,74.88,0.012227227
19/03/2013,73.97,-0.00270015
18/03/2013,74.17,-0.002154883
15/03/2013,74.33,-0.00174743
14/03/2013,74.46,0.015019564
13/03/2013,73.35,0.019688114
12/03/2013,71.92,-0.00402415
11/03/2013,72.21,0.001663202
08/03/2013,72.09,0.018904155
07/03/2013,70.74,0.00325664
06/03/2013,70.51,0.003409579
05/03/2013,70.27,0.020124296
04/03/2013,68.87,0.011537185
01/03/2013,68.08,-0.008046273
28/02/2013,68.63,0.007605712
27/02/2013,68.11,0.022119212
26/02/2013,66.62,0.005569368
25/02/2013,66.25,-0.025042298
22/02/2013,67.93,0.010060745
21/02/2013,67.25,-0.010355122
20/02/2013,67.95,-0.015769052
19/02/2013,69.03,0.003773589
15/02/2013,68.77,-0.003918443
14/02/2013,69.04,0.016797298
13/02/2013,67.89,0.00590931
12/02/2013,67.49,0.014927878
11/02/2013,66.49,0
08/02/2013,66.49,0.005429059
07/02/2013,66.13,-0.007232215
06/02/2013,66.61,0.004966524
05/02/2013,66.28,0.014743029
04/02/2013,65.31,-0.027783759
01/02/2013,67.15,0.012437412
31/01/2013,66.32,-0.00810937
30/01/2013,66.86,-0.007895758
29/01/2013,67.39,0.00894327
28/01/2013,66.79,-0.008794869
25/01/2013,67.38,0.007448269
24/01/2013,66.88,0.006751207
23/01/2013,66.43,-0.001504212
22/01/2013,66.53,0.009514532
18/01/2013,65.9,0.007616183
17/01/2013,65.4,0.017740535
16/01/2013,64.25,-0.009757686
15/01/2013,64.88,-0.006452626
14/01/2013,65.3,0.003528423
11/01/2013,65.07,0.001076344
10/01/2013,65,0.011294311
09/01/2013,64.27,0.004522425
08/01/2013,63.98,-0.019655512
07/01/2013,65.25,-0.010670833
04/01/2013,65.95,0.011897639
03/01/2013,65.17,-0.00168647
02/01/2013,65.28,0.041441314
31/12/2012,62.63,0.007050181
28/12/2012,62.19,-0.006091715
27/12/2012,62.57,0.001599489
26/12/2012,62.47,-0.006700727
24/12/2012,62.89,0.003504304
21/12/2012,62.67,-0.01331451
20/12/2012,63.51,0.00949224
19/12/2012,62.91,-0.009649683
18/12/2012,63.52,0.016348273
17/12/2012,62.49,0.02053261
14/12/2012,61.22,-0.002610116
13/12/2012,61.38,-0.00843613
12/12/2012,61.9,0.006320416
11/12/2012,61.51,0.003583066
10/12/2012,61.29,-0.017146975
07/12/2012,62.35,0.009183985
06/12/2012,61.78,0.010740543
05/12/2012,61.12,0.008379249
04/12/2012,60.61,-0.00805197
03/12/2012,61.1,0.007062524
30/11/2012,60.67,-0.012937215
29/11/2012,61.46,0.012607617
28/11/2012,60.69,0.008937497
27/11/2012,60.15,-0.005801923
26/11/2012,60.5,-0.008230499
23/11/2012,61,0.013699975
21/11/2012,60.17,0.006670026
20/11/2012,59.77,0.00050205
19/11/2012,59.74,0.023028447
16/11/2012,58.38,0.005496407
15/11/2012,58.06,0.008301673
14/11/2012,57.58,-0.016705805
13/11/2012,58.55,0.002736448
12/11/2012,58.39,0.005839934
09/11/2012,58.05,0.000689299
08/11/2012,58.01,-0.010119287
07/11/2012,58.6,-0.03108188
06/11/2012,60.45,0.005474012
05/11/2012,60.12,0
02/11/2012,60.12,0.007345609
01/11/2012,59.68,0.022194897
31/10/2012,58.37,-0.015807247
26/10/2012,59.3,0.005071862
25/10/2012,59,0.033258859
24/10/2012,57.07,-0.000875733
23/10/2012,57.12,-0.019933063
22/10/2012,58.27,0.008098605
19/10/2012,57.8,-0.019191816
18/10/2012,58.92,-0.001187346
17/10/2012,58.99,0.01882328
16/10/2012,57.89,0.029805853
15/10/2012,56.19,0.004101655
12/10/2012,55.96,-0.015427206
11/10/2012,56.83,0.000880204
10/10/2012,56.78,-0.009116473
09/10/2012,57.3,-0.006783225
08/10/2012,57.69,-0.002423824
05/10/2012,57.83,0.001038062
04/10/2012,57.77,0.022583017
03/10/2012,56.48,0.000885661
02/10/2012,56.43,-0.004420483
01/10/2012,56.68,-0.000176414
28/09/2012,56.69,-0.004400254
27/09/2012,56.94,0.015218839
26/09/2012,56.08,0.003035988
25/09/2012,55.91,-0.026475249
24/09/2012,57.41,-0.003304064
21/09/2012,57.6,0.002607563
20/09/2012,57.45,-0.006246767
19/09/2012,57.81,-0.006551748
18/09/2012,58.19,-0.002574446
17/09/2012,58.34,-0.014633577
14/09/2012,59.2,0.018411703
13/09/2012,58.12,0.025441344
12/09/2012,56.66,0.009041813
11/09/2012,56.15,0.004820147
10/09/2012,55.88,-0.010502989
07/09/2012,56.47,0.008179277
06/09/2012,56.01,0.029533807
05/09/2012,54.38,-0.004220577
04/09/2012,54.61,-0.005478465
31/08/2012,54.91,0.006577769
30/08/2012,54.55,0.001834863
29/08/2012,54.45,-0.000367242
28/08/2012,54.47,0.005892118
27/08/2012,54.15,-0.018842595
24/08/2012,55.18,0.014236415
23/08/2012,54.4,-0.007690937
22/08/2012,54.82,-0.00091166
21/08/2012,54.87,-0.002366434
20/08/2012,55,-0.005439723
17/08/2012,55.3,0.006531228
16/08/2012,54.94,0.010061367
15/08/2012,54.39,0.000919709
14/08/2012,54.34,0.000368121
13/08/2012,54.32,-0.003308218
10/08/2012,54.5,0.002388171
09/08/2012,54.37,-0.002388171
08/08/2012,54.5,0.004597709
07/08/2012,54.25,0.025577797
06/08/2012,52.88,0.004738896
03/08/2012,52.63,0.035193114
02/08/2012,50.81,-0.009987354
01/08/2012,51.32,-0.007764014
31/07/2012,51.72,-0.009812489
30/07/2012,52.23,-0.005727393
27/07/2012,52.53,0.034275792
26/07/2012,50.76,0.056324385
25/07/2012,47.98,-0.010160792
24/07/2012,48.47,-0.014135235
23/07/2012,49.16,-0.022924792
20/07/2012,50.3,-0.031506373
19/07/2012,51.91,-0.004612732
18/07/2012,52.15,0.017213461
17/07/2012,51.26,0.01335448
16/07/2012,50.58,-0.010423932
13/07/2012,51.11,0.029787746
12/07/2012,49.61,-0.01679032
11/07/2012,50.45,0.004370289
10/07/2012,50.23,-0.003180285
09/07/2012,50.39,-0.011248269
06/07/2012,50.96,-0.009180649
05/07/2012,51.43,-0.017539237
03/07/2012,52.34,0.006709505
02/07/2012,51.99,-0.005179868
29/06/2012,52.26,0.028334906
28/06/2012,50.8,0.001970444
27/06/2012,50.7,0.01811175
26/06/2012,49.79,0.007054348
25/06/2012,49.44,-0.027530165
22/06/2012,50.82,0.023694488
21/06/2012,49.63,-0.02997148
20/06/2012,51.14,0.008641059
19/06/2012,50.7,0.02092752
18/06/2012,49.65,-0.002012073
15/06/2012,49.75,0.03747751
14/06/2012,47.92,0.014291962
13/06/2012,47.24,-0.022811495
12/06/2012,48.33,0.015850175
11/06/2012,47.57,-0.019979853
08/06/2012,48.53,0.005579103
07/06/2012,48.26,-0.002276727
06/06/2012,48.37,0.03792323
05/06/2012,46.57,0.024123739
04/06/2012,45.46,-0.007669589
01/06/2012,45.81,-0.045030546
31/05/2012,47.92,0
30/05/2012,47.92,-0.00996686
29/05/2012,48.4,0.012892672
25/05/2012,47.78,-0.002508363
24/05/2012,47.9,0.012182465
23/05/2012,47.32,0.000211349
22/05/2012,47.31,-0.004008021
21/05/2012,47.5,0.023214758
18/05/2012,46.41,-0.016878939
17/05/2012,47.2,-0.013677225
16/05/2012,47.85,-0.027415919
15/05/2012,49.18,-0.009712743
14/05/2012,49.66,-0.01617932
11/05/2012,50.47,-0.006123476
10/05/2012,50.78,0.003551
09/05/2012,50.6,-0.017824387
08/05/2012,51.51,-0.010813004
07/05/2012,52.07,0.001345249
04/05/2012,52,-0.015267472
03/05/2012,52.8,-0.011486804
02/05/2012,53.41,-0.015789313
01/05/2012,54.26,0.000921914
30/04/2012,54.21,0.002400962
27/04/2012,54.08,-0.003138561
26/04/2012,54.25,0.012053924
25/04/2012,53.6,0.021688733
24/04/2012,52.45,-0.007408145
23/04/2012,52.84,-0.011478158
20/04/2012,53.45,-0.002055883
19/04/2012,53.56,-0.007440511
18/04/2012,53.96,-0.022176296
17/04/2012,55.17,0.028124269
16/04/2012,53.64,0.009553318
13/04/2012,53.13,-0.029670265
12/04/2012,54.73,0.016209602
11/04/2012,53.85,0.011768138
10/04/2012,53.22,-0.023032222
09/04/2012,54.46,-0.019456928
05/04/2012,55.53,-0.009677495
04/04/2012,56.07,-0.015748357
03/04/2012,56.96,-0.013947227
02/04/2012,57.76,0.010967122
30/03/2012,57.13,0.012328441
29/03/2012,56.43,-0.024333805
28/03/2012,57.82,0.002077563
27/03/2012,57.7,-0.009486919
26/03/2012,58.25,0.019939976
23/03/2012,57.1,0.010740485
22/03/2012,56.49,-0.015806441
21/03/2012,57.39,0.002093146
20/03/2012,57.27,-0.014216606
19/03/2012,58.09,0.006389798
16/03/2012,57.72,-0.005184045
15/03/2012,58.02,0.022132122
14/03/2012,56.75,-0.014866911
13/03/2012,57.6,0.030853042
12/03/2012,55.85,-0.004109717
09/03/2012,56.08,0.013644736
08/03/2012,55.32,0.014016795
07/03/2012,54.55,0.006990463
06/03/2012,54.17,-0.024976232
05/03/2012,55.54,-0.005386977
02/03/2012,55.84,-0.005892348
01/03/2012,56.17,0.00732604
29/02/2012,55.76,-0.007504055
28/02/2012,56.18,-0.000355935
27/02/2012,56.2,-0.003729691
24/02/2012,56.41,-0.00159419
23/02/2012,56.5,0.01175018
22/02/2012,55.84,-0.006248347
21/02/2012,56.19,-0.006209547
17/02/2012,56.54,0.014788688
16/02/2012,55.71,0.015375179
15/02/2012,54.86,-0.008350021
14/02/2012,55.32,0.005074313
13/02/2012,55.04,0.015563804
10/02/2012,54.19,0.001662204
09/02/2012,54.1,-0.00956593
08/02/2012,54.62,-0.005477465
07/02/2012,54.92,0.01080102
06/02/2012,54.33,0.012595091
03/02/2012,53.65,0.062887198
02/02/2012,50.38,-0.083730893
01/02/2012,54.78,0.022709367
31/01/2012,53.55,0.005054771
30/01/2012,53.28,-0.00729316
27/01/2012,53.67,-0.018643826
26/01/2012,54.68,0.007342177
25/01/2012,54.28,0.000921574
24/01/2012,54.23,-0.009543108
23/01/2012,54.75,0.001279357
20/01/2012,54.68,0.019016543
19/01/2012,53.65,0.021668299
18/01/2012,52.5,0.017485314
17/01/2012,51.59,0.003689683
13/01/2012,51.4,-0.009873277
12/01/2012,51.91,0.003087018
11/01/2012,51.75,-0.002894358
10/01/2012,51.9,0.015534293
09/01/2012,51.1,0.000195714
06/01/2012,51.09,-0.002931694
05/01/2012,51.24,0.008427291
04/01/2012,50.81,-0.012517277
03/01/2012,51.45,0.035813502
30/12/2011,49.64,-0.017968142
29/12/2011,50.54,0.021398677
28/12/2011,49.47,-0.0112564
27/12/2011,50.03,-0.01152636
23/12/2011,50.61,0.011126679
22/12/2011,50.05,0.013274531
21/12/2011,49.39,0.007927676
20/12/2011,49,0.054951966
19/12/2011,46.38,-0.003658672
16/12/2011,46.55,0.030093854
15/12/2011,45.17,0.004882389
14/12/2011,44.95,-0.002666076
13/12/2011,45.07,-0.01322479
12/12/2011,45.67,-0.030831374
09/12/2011,47.1,0.032803977
08/12/2011,45.58,-0.056097445
07/12/2011,48.21,0.026696278
06/12/2011,46.94,-0.00063891
05/12/2011,46.97,0.021302581
02/12/2011,45.98,0.01093385
01/12/2011,45.48,-0.009410289
30/11/2011,45.91,0.068277441
29/11/2011,42.88,-0.00349203
28/11/2011,43.03,0.035963185
25/11/2011,41.51,0.004829761
23/11/2011,41.31,-0.033796648
22/11/2011,42.73,-0.008157603
21/11/2011,43.08,-0.025892156
18/11/2011,44.21,0.000905182
17/11/2011,44.17,-0.026364351
16/11/2011,45.35,-0.033180969
15/11/2011,46.88,0.002135384
14/11/2011,46.78,-0.009361771
11/11/2011,47.22,0.034909815
10/11/2011,45.6,0.00549754
09/11/2011,45.35,-0.064262849
08/11/2011,48.36,0.030015896
07/11/2011,46.93,0.014379473
04/11/2011,46.26,-0.012032805
03/11/2011,46.82,0.036098723
02/11/2011,45.16,0.02397874
01/11/2011,44.09,-0.057082808
31/10/2011,46.68,-0.043184241
28/10/2011,48.74,0.004317885
27/10/2011,48.53,0.124243173
26/10/2011,42.86,0.019079604
25/10/2011,42.05,-0.061114115
24/10/2011,44.7,0.028132527
21/10/2011,43.46,0.041339846
20/10/2011,41.7,0.019371066
19/10/2011,40.9,-0.042834638
18/10/2011,42.69,0.04210141
17/10/2011,40.93,-0.046542226
14/10/2011,42.88,0.031267351
13/10/2011,41.56,-0.032199752
12/10/2011,42.92,0.03509132
11/10/2011,41.44,0.008725213
10/10/2011,41.08,0.05042246
07/10/2011,39.06,-0.041374837
06/10/2011,40.71,0.041630886
05/10/2011,39.05,0.022531058
04/10/2011,38.18,0.02224668
03/10/2011,37.34,-0.052684934
30/09/2011,39.36,-0.043501329
29/09/2011,41.11,0.027621978
28/09/2011,39.99,-0.033201131
27/09/2011,41.34,0.005822433
26/09/2011,41.1,0.032895262
23/09/2011,39.77,-0.001758573
22/09/2011,39.84,-0.044910013
21/09/2011,41.67,-0.04366891
20/09/2011,43.53,-0.006183462
19/09/2011,43.8,-0.028583019
16/09/2011,45.07,0.002221236
15/09/2011,44.97,0.026361783
14/09/2011,43.8,0.0202959
13/09/2011,42.92,0.021192222
12/09/2011,42.02,0.006925401
09/09/2011,41.73,-0.026951986
08/09/2011,42.87,-0.022374362
07/09/2011,43.84,0.055576368
06/09/2011,41.47,-0.02147029
02/09/2011,42.37,-0.037067019
01/09/2011,43.97,-0.038590715
31/08/2011,45.7,0.016325092
30/08/2011,44.96,-0.012817855
29/08/2011,45.54,0.046980209
26/08/2011,43.45,0.029427626
25/08/2011,42.19,-0.022730914
24/08/2011,43.16,0.014939587
23/08/2011,42.52,0.071650613
22/08/2011,39.58,0.013737179
19/08/2011,39.04,-0.04825333
18/08/2011,40.97,-0.07271225
17/08/2011,44.06,-0.023773266
16/08/2011,45.12,-0.003981425
15/08/2011,45.3,0.024356025
12/08/2011,44.21,-0.000904364
11/08/2011,44.25,0.071659863
10/08/2011,41.19,-0.077967611
09/08/2011,44.53,0.074332565
08/08/2011,41.34,-0.13213952
05/08/2011,47.18,-0.01556288
04/08/2011,47.92,-0.054023287
03/08/2011,50.58,-0.008465451
02/08/2011,51.01,-0.032403992
01/08/2011,52.69,-0.026408502
29/07/2011,54.1,0.005932535
28/07/2011,53.78,0.041961543
27/07/2011,51.57,-0.048633176
26/07/2011,54.14,0.000739098
25/07/2011,54.1,-0.023384332
22/07/2011,55.38,0.001264794
21/07/2011,55.31,0.02304418
20/07/2011,54.05,0.01191155
19/07/2011,53.41,0.00487989
18/07/2011,53.15,-0.016791439
15/07/2011,54.05,-0.012867825
14/07/2011,54.75,-0.020250195
13/07/2011,55.87,0.003765807
12/07/2011,55.66,0.012656108
11/07/2011,54.96,-0.056248247
08/07/2011,58.14,-0.018405428
07/07/2011,59.22,0.012061643
06/07/2011,58.51,0.017934607
05/07/2011,57.47,-0.01588157
01/07/2011,58.39,0.012234149
30/06/2011,57.68,0.008531435
29/06/2011,57.19,0.018886803
28/06/2011,56.12,0.00553919
27/06/2011,55.81,0.007373471
24/06/2011,55.4,-0.013090835
23/06/2011,56.13,0.000356379
22/06/2011,56.11,-0.021684411
21/06/2011,57.34,0.013873258
20/06/2011,56.55,-0.001943292
17/06/2011,56.66,0.01207401
16/06/2011,55.98,0.003937718
15/06/2011,55.76,-0.021643563
14/06/2011,56.98,0.017170083
13/06/2011,56.01,-0.000535475
10/06/2011,56.04,-0.022060367
09/06/2011,57.29,0.027428066
08/06/2011,55.74,-0.012480105
07/06/2011,56.44,-0.008468646
06/06/2011,56.92,-0.022753913
03/06/2011,58.23,-0.012967252
02/06/2011,58.99,0.002886005
01/06/2011,58.82,-0.040155332
31/05/2011,61.23,0.014144973
27/05/2011,60.37,0
26/05/2011,60.37,-0.004297527
25/05/2011,60.63,0.002477088
24/05/2011,60.48,-0.008725053
23/05/2011,61.01,-0.018834783
20/05/2011,62.17,-0.020064367
19/05/2011,63.43,0.008549767
18/05/2011,62.89,0.022349994
17/05/2011,61.5,-0.007613222
16/05/2011,61.97,-0.006914878
13/05/2011,62.4,-0.015267472
12/05/2011,63.36,0.013506204
11/05/2011,62.51,-0.00828426
10/05/2011,63.03,0.017767574
09/05/2011,61.92,0.01169604
06/05/2011,61.2,0.018803127
05/05/2011,60.06,-0.007134
04/05/2011,60.49,-0.01996793
03/05/2011,61.71,-0.000324044
02/05/2011,61.73,-0.005331623
29/04/2011,62.06,-0.001770909
28/04/2011,62.17,0.018343181
27/04/2011,61.04,0.002624673
26/04/2011,60.88,-0.028180002
25/04/2011,62.62,-0.014270101
21/04/2011,63.52,0.019393391
20/04/2011,62.3,0.017650851
19/04/2011,61.21,-0.002121584
18/04/2011,61.34,-0.004392036
15/04/2011,61.61,0.00308868
14/04/2011,61.42,-0.006814889
13/04/2011,61.84,-0.003390107
12/04/2011,62.05,-0.005785007
11/04/2011,62.41,-0.008297479
08/04/2011,62.93,-0.002222223
07/04/2011,63.07,0.024882895
06/04/2011,61.52,-0.008094588
05/04/2011,62.02,-0.009627802
04/04/2011,62.62,0.00223821
01/04/2011,62.48,0.022662025
31/03/2011,61.08,-0.005225355
30/03/2011,61.4,0.003262646
29/03/2011,61.2,0.004257416
28/03/2011,60.94,0.001313629
25/03/2011,60.86,0.009907611
24/03/2011,60.26,0.008666721
23/03/2011,59.74,0.0040255
22/03/2011,59.5,-0.027844026
21/03/2011,61.18,-0.000653595
18/03/2011,61.22,0.022966726
17/03/2011,59.83,0.020260696
16/03/2011,58.63,-0.02226437
15/03/2011,59.95,-0.026501427
14/03/2011,61.56,-0.010021096
11/03/2011,62.18,0.007749474
10/03/2011,61.7,-0.008231828
09/03/2011,62.21,-0.020366655
08/03/2011,63.49,0.012680468
07/03/2011,62.69,-0.009209338
04/03/2011,63.27,-0.0114718
03/03/2011,64,0.034979719
02/03/2011,61.8,-0.015095838
01/03/2011,62.74,-0.009202032
28/02/2011,63.32,-0.003153582
25/02/2011,63.52,0.003469488
24/02/2011,63.3,-0.000157965
23/02/2011,63.31,0.002847202
22/02/2011,63.13,-0.02502868
18/02/2011,64.73,0.006820674
17/02/2011,64.29,-0.001088224
16/02/2011,64.36,0.015028461
15/02/2011,63.4,-0.013940237
14/02/2011,64.29,0.006554331
11/02/2011,63.87,0.031491152
10/02/2011,61.89,0.011048041
09/02/2011,61.21,0.017635397
08/02/2011,60.14,0.024235451
07/02/2011,58.7,0.010618356
04/02/2011,58.08,-0.001720283
03/02/2011,58.18,-0.071144788
02/02/2011,62.47,-0.007177637
01/02/2011,62.92,0.020390849
31/01/2011,61.65,0.021975302
28/01/2011,60.31,-0.035508616
27/01/2011,62.49,0.022985797
26/01/2011,61.07,-0.000654772
