Date,Close,HOG
08/10/2010,31.69,0.018471863
07/10/2010,31.11,0.003864739
06/10/2010,30.99,-0.034879883
05/10/2010,32.09,0.08686974
04/10/2010,29.42,0.029317499
01/10/2010,28.57,0.004560611
30/09/2010,28.44,0.003522371
29/09/2010,28.34,-0.010180885
28/09/2010,28.63,0.014424173
27/09/2010,28.22,-0.009873141
24/09/2010,28.5,0.042285053
23/09/2010,27.32,-0.014895825
22/09/2010,27.73,-0.022112171
21/09/2010,28.35,-0.005277057
20/09/2010,28.5,0.007749246
17/09/2010,28.28,-0.005290085
16/09/2010,28.43,-0.014318387
15/09/2010,28.84,0.048668812
14/09/2010,27.47,0.006574165
13/09/2010,27.29,0.02523325
10/09/2010,26.61,0.003765065
09/09/2010,26.51,0.008333382
08/09/2010,26.29,-0.007956094
07/09/2010,26.5,-0.023495394
03/09/2010,27.13,0.037173418
02/09/2010,26.14,0.020093412
01/09/2010,25.62,0.05166314
31/08/2010,24.33,-0.004510978
30/08/2010,24.44,-0.022654691
27/08/2010,25,0.040405415
26/08/2010,24.01,-0.007055435
25/08/2010,24.18,0.004144225
24/08/2010,24.08,-0.033084496
23/08/2010,24.89,-0.012774625
20/08/2010,25.21,-0.007902056
19/08/2010,25.41,-0.044639962
18/08/2010,26.57,0.003015456
17/08/2010,26.49,0.021752432
16/08/2010,25.92,0.013595082
13/08/2010,25.57,-0.00429269
12/08/2010,25.68,-0.016222836
11/08/2010,26.1,-0.054792911
10/08/2010,27.57,-0.024011188
09/08/2010,28.24,0.008534902
06/08/2010,28,-0.021551797
05/08/2010,28.61,0.027282472
04/08/2010,27.84,0.016295852
03/08/2010,27.39,-0.029498542
02/08/2010,28.21,0.035357218
30/07/2010,27.23,0.008112139
29/07/2010,27.01,-0.013240355
28/07/2010,27.37,-0.027389099
27/07/2010,28.13,-0.026312692
26/07/2010,28.88,0.018169612
23/07/2010,28.36,0.016353013
22/07/2010,27.9,0.044712468
21/07/2010,26.68,-0.005606443
20/07/2010,26.83,0.127850313
19/07/2010,23.61,0.002544531
16/07/2010,23.55,-0.060149924
15/07/2010,25.01,-0.009550411
14/07/2010,25.25,0.00595831
13/07/2010,25.1,0.051083629
