Date,Close,EMN
27/01/2011,92.87,-0.010923218
26/01/2011,93.89,0.038654253
25/01/2011,90.33,-0.01668718
24/01/2011,91.85,0.014033779
21/01/2011,90.57,-0.000110406
20/01/2011,90.58,-0.016967185
19/01/2011,92.13,-0.021688632
18/01/2011,94.15,0.014873743
14/01/2011,92.76,0.005188079
13/01/2011,92.28,-0.006696213
12/01/2011,92.9,0.047843357
11/01/2011,88.56,0.003279989
10/01/2011,88.27,0.011851991
07/01/2011,87.23,-0.000229253
06/01/2011,87.25,-0.00274694
05/01/2011,87.49,0.007342008
04/01/2011,86.85,0.017422043
03/01/2011,85.35,0.014991723
31/12/2010,84.08,0.001547343
30/12/2010,83.95,-0.000476361
29/12/2010,83.99,0.008849615
28/12/2010,83.25,0.005540848
27/12/2010,82.79,0.004721844
23/12/2010,82.4,0.00364742
22/12/2010,82.1,0.002439026
21/12/2010,81.9,0.013769581
20/12/2010,80.78,0.006582648
17/12/2010,80.25,-0.001867414
16/12/2010,80.4,0.001244555
15/12/2010,80.3,-0.014219714
14/12/2010,81.45,0.004799714
13/12/2010,81.06,-0.0013561
10/12/2010,81.17,-0.002952395
09/12/2010,81.41,-0.008561696
08/12/2010,82.11,-0.004374779
07/12/2010,82.47,0.003887746
06/12/2010,82.15,0.001096157
03/12/2010,82.06,0.013371971
02/12/2010,80.97,-0.002959677
01/12/2010,81.21,0.042768435
30/11/2010,77.81,-0.018589789
29/11/2010,79.27,-0.003023053
26/11/2010,79.51,0.000377382
24/11/2010,79.48,0.021878258
23/11/2010,77.76,-0.020745256
22/11/2010,79.39,0.003659541
19/11/2010,79.1,0.00177148
18/11/2010,78.96,0.024227295
17/11/2010,77.07,0.008731404
16/11/2010,76.4,-0.013520747
15/11/2010,77.44,0.00064587
12/11/2010,77.39,-0.024380555
11/11/2010,79.3,0.011414201
10/11/2010,78.4,-0.004962158
09/11/2010,78.79,-0.012110656
08/11/2010,79.75,0.000376246
05/11/2010,79.72,-0.01221808
04/11/2010,80.7,0.014227121
03/11/2010,79.56,-0.001507159
02/11/2010,79.68,0.006421174
01/11/2010,79.17,0.007607492
29/10/2010,78.57,-0.006090616
28/10/2010,79.05,-0.015689057
27/10/2010,80.3,-0.014833399
26/10/2010,81.5,-0.013285588
25/10/2010,82.59,0.049516908
22/10/2010,78.6,-0.009748764
21/10/2010,79.37,0.003786927
20/10/2010,79.07,0.024322756
19/10/2010,77.17,-0.021790147
18/10/2010,78.87,0.004702303
15/10/2010,78.5,0.005492765
14/10/2010,78.07,-0.007656028
13/10/2010,78.67,0.010221119
12/10/2010,77.87,-0.006272823
11/10/2010,78.36,0.005759279
08/10/2010,77.91,0.014610125
07/10/2010,76.78,0.009947726
06/10/2010,76.02,-0.001971221
05/10/2010,76.17,0.027822094
04/10/2010,74.08,-0.006592691
01/10/2010,74.57,0.007673188
30/09/2010,74,0.006371607
29/09/2010,73.53,0.000816327
28/09/2010,73.47,0.013842474
27/09/2010,72.46,-0.003856754
24/09/2010,72.74,0.023366849
23/09/2010,71.06,-0.003932589
22/09/2010,71.34,0.002526317
21/09/2010,71.16,-0.002666481
20/09/2010,71.35,0.018102602
17/09/2010,70.07,0.009607875
16/09/2010,69.4,0.03623957
15/09/2010,66.93,-0.002089553
14/09/2010,67.07,-0.006390748
13/09/2010,67.5,0.035435294
10/09/2010,65.15,-0.005663136
09/09/2010,65.52,0.007045518
08/09/2010,65.06,0.006940723
07/09/2010,64.61,-0.020072688
03/09/2010,65.92,0.027217795
02/09/2010,64.15,-0.001557633
01/09/2010,64.25,0.042931871
31/08/2010,61.55,0.022675963
30/08/2010,60.17,-0.015665256
27/08/2010,61.12,0.024009763
26/08/2010,59.67,0.0101062
25/08/2010,59.07,0.001863933
24/08/2010,58.96,-0.0233017
23/08/2010,60.35,-0.009728826
20/08/2010,60.94,0.005099953
19/08/2010,60.63,-0.02620806
18/08/2010,62.24,-0.001926164
17/08/2010,62.36,0.028959239
16/08/2010,60.58,0.007455921
13/08/2010,60.13,-0.00861075
12/08/2010,60.65,-0.004441893
11/08/2010,60.92,-0.036426267
10/08/2010,63.18,-0.01398844
09/08/2010,64.07,0.006105694
06/08/2010,63.68,0
05/08/2010,63.68,-0.004230986
04/08/2010,63.95,0.006117186
03/08/2010,63.56,-0.003768849
02/08/2010,63.8,0.018349139
30/07/2010,62.64,0.047067511
29/07/2010,59.76,0.002345453
28/07/2010,59.62,0.000335514
27/07/2010,59.6,-0.004352928
26/07/2010,59.86,0.014979662
23/07/2010,58.97,0.024548482
22/07/2010,57.54,0.032859342
21/07/2010,55.68,0.030822172
20/07/2010,53.99,0.00911719
19/07/2010,53.5,-0.013183739
16/07/2010,54.21,-0.033021868
15/07/2010,56.03,-0.005517501
14/07/2010,56.34,-0.011646505
13/07/2010,57,0.027389228
12/07/2010,55.46,-0.015387672
09/07/2010,56.32,0.001421464
08/07/2010,56.24,0.037500998
07/07/2010,54.17,0.048024351
06/07/2010,51.63,-0.008294001
02/07/2010,52.06,-0.018837965
01/07/2010,53.05,-0.005826537
30/06/2010,53.36,-0.02972618
29/06/2010,54.97,-0.037315764
28/06/2010,57.06,-0.015994778
25/06/2010,57.98,-0.001723247
24/06/2010,58.08,-0.032356511
23/06/2010,59.99,-0.015219483
22/06/2010,60.91,-0.023526679
21/06/2010,62.36,-0.00495882
18/06/2010,62.67,0.019659028
17/06/2010,61.45,-0.009877823
16/06/2010,62.06,0.001612643
15/06/2010,61.96,0.025665487
14/06/2010,60.39,-0.005284901
11/06/2010,60.71,0.018117341
10/06/2010,59.62,0.025309207
09/06/2010,58.13,0.000860511
08/06/2010,58.08,0.022109004
07/06/2010,56.81,-0.00649182
04/06/2010,57.18,-0.053127917
03/06/2010,60.3,-0.005787532
02/06/2010,60.65,0.039517542
01/06/2010,58.3,-0.035221435
28/05/2010,60.39,-0.021460403
27/05/2010,61.7,0.050866873
26/05/2010,58.64,-0.007983057
25/05/2010,59.11,0.004578219
24/05/2010,58.84,-0.012162312
21/05/2010,59.56,0.023958329
20/05/2010,58.15,-0.052917083
19/05/2010,61.31,-0.019223595
18/05/2010,62.5,-0.012086661
17/05/2010,63.26,0.007616666
14/05/2010,62.78,-0.032440359
13/05/2010,64.85,-0.02497465
12/05/2010,66.49,0.02899196
11/05/2010,64.59,-0.013074092
10/05/2010,65.44,0.059660463
07/05/2010,61.65,-0.017685348
06/05/2010,62.75,-0.038760908
05/05/2010,65.23,-0.002908536
04/05/2010,65.42,-0.030855033
03/05/2010,67.47,0.008185179
30/04/2010,66.92,-0.024794659
29/04/2010,68.6,0.007168489
28/04/2010,68.11,0.01033067
27/04/2010,67.41,-0.021862803
26/04/2010,68.9,-0.031712413
23/04/2010,71.12,0.057886529
22/04/2010,67.12,0.006427046
21/04/2010,66.69,0.002402043
20/04/2010,66.53,0.01468722
19/04/2010,65.56,0.003973718
16/04/2010,65.3,-0.02136283
15/04/2010,66.71,0.004808424
14/04/2010,66.39,0.008318886
13/04/2010,65.84,-0.00273017
12/04/2010,66.02,-0.013241241
09/04/2010,66.9,0.016275224
08/04/2010,65.82,-0.000455685
07/04/2010,65.85,0.001215621
06/04/2010,65.77,-0.006667702
05/04/2010,66.21,0.018905884
01/04/2010,64.97,0.020055083
31/03/2010,63.68,-0.010466393
30/03/2010,64.35,0.005610113
29/03/2010,63.99,0.009736258
26/03/2010,63.37,0.006649803
25/03/2010,62.95,-0.006807594
24/03/2010,63.38,0.008238323
23/03/2010,62.86,0.004464293
22/03/2010,62.58,0.022135163
19/03/2010,61.21,-0.018613469
18/03/2010,62.36,-0.012113632
17/03/2010,63.12,0.014361185
16/03/2010,62.22,0.010664182
15/03/2010,61.56,-0.005992406
12/03/2010,61.93,0.001939551
11/03/2010,61.81,0.003728021
10/03/2010,61.58,0.002438827
09/03/2010,61.43,-0.00519566
08/03/2010,61.75,0
05/03/2010,61.75,0.007966874
04/03/2010,61.26,0.003433901
03/03/2010,61.05,0.008554091
02/03/2010,60.53,0.007795047
01/03/2010,60.06,0.008527767
26/02/2010,59.55,0.002690434
25/02/2010,59.39,-0.00302623
24/02/2010,59.57,0.009445171
23/02/2010,59.01,-0.021127546
22/02/2010,60.27,0.004156627
19/02/2010,60.02,0.002669338
18/02/2010,59.86,0.009399196
17/02/2010,59.3,-0.000505774
16/02/2010,59.33,0.022844498
12/02/2010,57.99,0.002590004
11/02/2010,57.84,0.008507734
10/02/2010,57.35,-0.008853456
09/02/2010,57.86,0.022194008
08/02/2010,56.59,-0.01838448
05/02/2010,57.64,0.00277971
04/02/2010,57.48,-0.031003597
03/02/2010,59.29,-0.005382688
02/02/2010,59.61,-0.006021092
01/02/2010,59.97,0.059072966
29/01/2010,56.53,-0.007928858
28/01/2010,56.98,-0.01877663
27/01/2010,58.06,0.006219785
26/01/2010,57.7,-0.007080593
25/01/2010,58.11,0.012119262
22/01/2010,57.41,-0.023072649
21/01/2010,58.75,-0.036434511
20/01/2010,60.93,-0.014339499
19/01/2010,61.81,0.022744988
15/01/2010,60.42,-0.004623522
14/01/2010,60.7,-0.014393444
13/01/2010,61.58,0.02183457
12/01/2010,60.25,-0.010566385
11/01/2010,60.89,0.000492813
08/01/2010,60.86,0.002632446
07/01/2010,60.7,0.002474228
06/01/2010,60.55,-0.006748441
05/01/2010,60.96,-0.012876064
04/01/2010,61.75,0.024757392
31/12/2009,60.24,-0.016300682
30/12/2009,61.23,-0.001305696
29/12/2009,61.31,-0.001303994
28/12/2009,61.39,0.007849591
24/12/2009,60.91,-0.002459622
23/12/2009,61.06,0.012193264
22/12/2009,60.32,0.006486509
21/12/2009,59.93,0.02039683
18/12/2009,58.72,-0.015210704
17/12/2009,59.62,-0.024848057
16/12/2009,61.12,0.022000722
15/12/2009,59.79,0.003686331
14/12/2009,59.57,0.005217549
11/12/2009,59.26,-0.002022927
10/12/2009,59.38,0.002529299
09/12/2009,59.23,0.008988443
08/12/2009,58.7,-0.013032257
07/12/2009,59.47,-0.004362423
04/12/2009,59.73,-0.006009032
03/12/2009,60.09,-0.016995707
02/12/2009,61.12,0.006730716
01/12/2009,60.71,0.009765864
30/11/2009,60.12,0.010534334
27/11/2009,59.49,-0.027848642
25/11/2009,61.17,0.015818422
24/11/2009,60.21,0.014554837
23/11/2009,59.34,0.009822264
20/11/2009,58.76,0.000510682
19/11/2009,58.73,-0.014369278
18/11/2009,59.58,-0.001677009
17/11/2009,59.68,-0.003178589
16/11/2009,59.87,0.018714194
13/11/2009,58.76,0.002385416
12/11/2009,58.62,-0.011533371
11/11/2009,59.3,0.020615774
10/11/2009,58.09,-0.020952985
09/11/2009,59.32,0.048882886
06/11/2009,56.49,-0.000530926
05/11/2009,56.52,0.030174703
04/11/2009,54.84,-0.005818198
03/11/2009,55.16,0.022736586
02/11/2009,53.92,0.026497839
30/10/2009,52.51,-0.053936912
29/10/2009,55.42,0.047104469
28/10/2009,52.87,-0.050886554
27/10/2009,55.63,0.011753141
26/10/2009,54.98,-0.002905923
23/10/2009,55.14,-0.0188634
22/10/2009,56.19,0.023225457
21/10/2009,54.9,-0.022513333
20/10/2009,56.15,-0.004087805
19/10/2009,56.38,0.013032408
16/10/2009,55.65,-0.011434822
15/10/2009,56.29,0.002490218
14/10/2009,56.15,0.040896203
13/10/2009,53.9,-0.015646891
12/10/2009,54.75,0.021041751
09/10/2009,53.61,0.010877827
08/10/2009,53.03,0.010044622
07/10/2009,52.5,-0.003802286
06/10/2009,52.7,0.002469841
05/10/2009,52.57,0.045931405
02/10/2009,50.21,-0.018939213
01/10/2009,51.17,-0.045275615
30/09/2009,53.54,-0.027812825
29/09/2009,55.05,0.004004374
28/09/2009,54.83,0.034134273
25/09/2009,52.99,-0.013495987
24/09/2009,53.71,-0.025550512
23/09/2009,55.1,0.000907853
22/09/2009,55.05,0.009674256
21/09/2009,54.52,0.000183436
18/09/2009,54.51,-0.011672575
17/09/2009,55.15,0.00090703
16/09/2009,55.1,0.007468839
15/09/2009,54.69,0.032710591
14/09/2009,52.93,0.000377929
11/09/2009,52.91,0.010449416
10/09/2009,52.36,0.004210533
09/09/2009,52.14,0.012350601
08/09/2009,51.5,0.024372276
04/09/2009,50.26,-0.000795545
03/09/2009,50.3,0.008184495
02/09/2009,49.89,-0.008184495
01/09/2009,50.3,-0.036310841
31/08/2009,52.16,-0.025552635
28/08/2009,53.51,0.003369528
27/08/2009,53.33,-0.007844642
26/08/2009,53.75,-0.01018056
25/08/2009,54.3,0.00813614
24/08/2009,53.86,-0.021308668
21/08/2009,55.02,0.019453724
20/08/2009,53.96,0.033352126
19/08/2009,52.19,0.004031876
18/08/2009,51.98,0.011804685
17/08/2009,51.37,-0.052149459
14/08/2009,54.12,-0.012121361
13/08/2009,54.78,0.027201233
12/08/2009,53.31,0.018936373
11/08/2009,52.31,-0.003625612
10/08/2009,52.5,-0.004371384
07/08/2009,52.73,0.031400056
06/08/2009,51.1,-0.005269847
05/08/2009,51.37,0.001948559
04/08/2009,51.27,0.003125613
03/08/2009,51.11,0.028780393
31/07/2009,49.66,0.014400411
30/07/2009,48.95,0.028386864
29/07/2009,47.58,-0.016260521
28/07/2009,48.36,0.007055435
27/07/2009,48.02,-0.00083264
24/07/2009,48.06,0.061795719
23/07/2009,45.18,0.068708336
22/07/2009,42.18,0.011924778
21/07/2009,41.68,0.003364579
20/07/2009,41.54,0.034034378
17/07/2009,40.15,-0.004721092
16/07/2009,40.34,0.035835275
15/07/2009,38.92,0.054652639
14/07/2009,36.85,0.001901399
13/07/2009,36.78,0.030363911
10/07/2009,35.68,-0.003357586
09/07/2009,35.8,0.013781683
08/07/2009,35.31,0.002836077
07/07/2009,35.21,-0.021355125
06/07/2009,35.97,-0.02036394
02/07/2009,36.71,-0.028201144
01/07/2009,37.76,-0.003700771
30/06/2009,37.9,-0.023211369
29/06/2009,38.79,0.036224433
26/06/2009,37.41,-0.005066002
25/06/2009,37.6,0.029143995
24/06/2009,36.52,0.006042314
23/06/2009,36.3,0.006910878
22/06/2009,36.05,-0.061326016
19/06/2009,38.33,0.005493801
18/06/2009,38.12,0.004206105
17/06/2009,37.96,-0.002893597
16/06/2009,38.07,-0.037633307
15/06/2009,39.53,-0.027938959
12/06/2009,40.65,-0.022620446
11/06/2009,41.58,0.008210623
10/06/2009,41.24,-0.014922058
09/06/2009,41.86,0.009360443
08/06/2009,41.47,-0.037159642
05/06/2009,43.04,-0.045199018
04/06/2009,45.03,0.057354381
03/06/2009,42.52,-0.023475802
02/06/2009,43.53,0.006684363
01/06/2009,43.24,0.042519395
29/05/2009,41.44,0.017527226
28/05/2009,40.72,0.010367903
27/05/2009,40.3,-0.038456917
26/05/2009,41.88,0.028089014
22/05/2009,40.72,0.010367903
21/05/2009,40.3,-0.038695666
20/05/2009,41.89,0.011524737
19/05/2009,41.41,0.029158013
18/05/2009,40.22,0.056252047
15/05/2009,38.02,-0.02749849
14/05/2009,39.08,0.017813818
13/05/2009,38.39,-0.050289926
12/05/2009,40.37,-0.008141158
11/05/2009,40.7,-0.050777191
08/05/2009,42.82,0.051268712
07/05/2009,40.68,-0.032409124
06/05/2009,42.02,0.01510639
05/05/2009,41.39,-0.020801706
04/05/2009,42.26,0.0599741
01/05/2009,39.8,0.00301963
30/04/2009,39.68,-0.037105419
29/04/2009,41.18,0.046473762
28/04/2009,39.31,0.016673466
27/04/2009,38.66,-0.034573855
24/04/2009,40.02,0.189543978
23/04/2009,33.11,0.007883607
22/04/2009,32.85,0.0202959
21/04/2009,32.19,0.062821037
20/04/2009,30.23,-0.067779212
17/04/2009,32.35,-0.004318329
16/04/2009,32.49,0.033487717
15/04/2009,31.42,0.025464712
14/04/2009,30.63,-0.005210041
13/04/2009,30.79,-0.007442196
09/04/2009,31.02,0.064237685
08/04/2009,29.09,0.00828448
07/04/2009,28.85,-0.033069316
06/04/2009,29.82,-0.008348688
03/04/2009,30.07,0.027648423
02/04/2009,29.25,0.031252544
01/04/2009,28.35,0.056225143
31/03/2009,26.8,0.017313191
30/03/2009,26.34,-0.036164239
27/03/2009,27.31,-0.007660078
26/03/2009,27.52,0.041549003
25/03/2009,26.4,0.010662706
24/03/2009,26.12,0
23/03/2009,26.12,0.078002931
20/03/2009,24.16,-0.026951407
19/03/2009,24.82,0.021173429
18/03/2009,24.3,0.036459098
17/03/2009,23.43,0.030331615
16/03/2009,22.73,-0.02733952
13/03/2009,23.36,0.022949697
12/03/2009,22.83,0.06048775
11/03/2009,21.49,0.036005784
10/03/2009,20.73,0.096130584
09/03/2009,18.83,0.030738468
06/03/2009,18.26,0.014341117
05/03/2009,18,-0.076446505
04/03/2009,19.43,0.027127381
03/03/2009,18.91,-0.009997452
02/03/2009,19.1,-0.072685869
27/02/2009,20.54,-0.036332868
26/02/2009,21.3,-0.015374167
25/02/2009,21.63,-0.046961225
24/02/2009,22.67,0.055317819
23/02/2009,21.45,-0.064975489
20/02/2009,22.89,-0.025448861
19/02/2009,23.48,-0.00721412
18/02/2009,23.65,0.001692764
17/02/2009,23.61,-0.048769995
13/02/2009,24.79,-0.003623922
12/02/2009,24.88,-0.002408672
11/02/2009,24.94,0.005226143
10/02/2009,24.81,-0.052984729
09/02/2009,26.16,-0.007236748
06/02/2009,26.35,0.024199376
05/02/2009,25.72,0.027993154
04/02/2009,25.01,-0.016260521
03/02/2009,25.42,0.004336691
02/02/2009,25.31,-0.024972035
30/01/2009,25.95,-0.052179222
29/01/2009,27.34,-0.049939049
28/01/2009,28.74,0.056544578
27/01/2009,27.16,-0.017518696
26/01/2009,27.64,-0.0239511
23/01/2009,28.31,-0.009492073
22/01/2009,28.58,-0.025562705
21/01/2009,29.32,0.060816489
20/01/2009,27.59,-0.090388536
16/01/2009,30.2,0.008980603
15/01/2009,29.93,0.015488525
14/01/2009,29.47,-0.049969038
13/01/2009,30.98,-0.003222691
12/01/2009,31.08,-0.036022852
09/01/2009,32.22,-0.024223168
08/01/2009,33.01,0.026087102
07/01/2009,32.16,-0.046180745
06/01/2009,33.68,0.01948795
05/01/2009,33.03,
