Date,Close,RRC
16/12/2013,80.17,0.006005273
13/12/2013,79.69,-0.007376417
12/12/2013,80.28,0.00324392
11/12/2013,80.02,-0.018080988
10/12/2013,81.48,-0.00733679
09/12/2013,82.08,0.037487324
06/12/2013,79.06,-0.00429131
05/12/2013,79.4,0.035901292
04/12/2013,76.6,0.002090957
03/12/2013,76.44,-0.004568304
02/12/2013,76.79,-0.011137126
29/11/2013,77.65,-0.007058098
27/11/2013,78.2,-0.003574168
26/11/2013,78.48,-0.012284078
25/11/2013,79.45,0.007961121
22/11/2013,78.82,-0.003546103
21/11/2013,79.1,0.019789985
20/11/2013,77.55,0.026128201
19/11/2013,75.55,0.023435957
18/11/2013,73.8,-0.011451792
15/11/2013,74.65,0.007529954
14/11/2013,74.09,-0.009804658
13/11/2013,74.82,0.002676661
12/11/2013,74.62,-0.003077543
11/11/2013,74.85,-0.012348295
08/11/2013,75.78,0.024715706
07/11/2013,73.93,-0.005261395
06/11/2013,74.32,-0.00817425
05/11/2013,74.93,-0.021912176
04/11/2013,76.59,0.015924532
01/11/2013,75.38,-0.004368264
31/10/2013,75.71,-0.022076528
30/10/2013,77.4,0.036310224
29/10/2013,74.64,0.01389567
28/10/2013,73.61,-0.015100732
25/10/2013,74.73,0.020686197
24/10/2013,73.2,-0.0130295
23/10/2013,74.16,-0.012595638
22/10/2013,75.1,-0.023295125
21/10/2013,76.87,-0.012539755
18/10/2013,77.84,-0.008952611
17/10/2013,78.54,-0.032198209
16/10/2013,81.11,0.027371577
15/10/2013,78.92,-0.005181686
14/10/2013,79.33,0.005435139
11/10/2013,78.9,0.011728844
10/10/2013,77.98,0.03896427
09/10/2013,75,0.01572296
08/10/2013,73.83,-0.02316189
07/10/2013,75.56,-0.013147705
04/10/2013,76.56,0.017657594
03/10/2013,75.22,-0.006493099
02/10/2013,75.71,-0.003164977
01/10/2013,75.95,0.000790306
30/09/2013,75.89,-0.01853839
27/09/2013,77.31,-0.010038694
26/09/2013,78.09,0.030291559
25/09/2013,75.76,-0.02244939
24/09/2013,77.48,-0.009121924
23/09/2013,78.19,-0.006247231
20/09/2013,78.68,-0.001904642
19/09/2013,78.83,-0.010850472
18/09/2013,79.69,0.007052038
17/09/2013,79.13,0.00646595
16/09/2013,78.62,-0.000254356
13/09/2013,78.64,-0.004440786
12/09/2013,78.99,-0.008822845
11/09/2013,79.69,0.016575315
10/09/2013,78.38,-0.000127575
09/09/2013,78.39,0.024405627
06/09/2013,76.5,0.000523013
05/09/2013,76.46,0.001439697
04/09/2013,76.35,-0.002485448
03/09/2013,76.54,0.020592069
30/08/2013,74.98,-0.007837968
29/08/2013,75.57,-0.015103052
28/08/2013,76.72,0.007457351
27/08/2013,76.15,-0.014212378
26/08/2013,77.24,0.002333118
23/08/2013,77.06,-0.002850851
22/08/2013,77.28,0.017359961
21/08/2013,75.95,-0.00878291
20/08/2013,76.62,0.012476359
19/08/2013,75.67,-0.025958544
16/08/2013,77.66,-0.005393618
15/08/2013,78.08,-0.003069056
14/08/2013,78.32,-0.009024529
13/08/2013,79.03,0.00291453
12/08/2013,78.8,-0.008844025
09/08/2013,79.5,-0.00539423
08/08/2013,79.93,0.008796237
07/08/2013,79.23,-0.028493374
06/08/2013,81.52,-0.003184326
05/08/2013,81.78,0.005148963
02/08/2013,81.36,0.010502351
01/08/2013,80.51,0.017668526
31/07/2013,79.1,-0.009562227
30/07/2013,79.86,0.005902686
29/07/2013,79.39,-0.013387751
26/07/2013,80.46,-0.011492249
25/07/2013,81.39,0.067861397
24/07/2013,76.05,-0.008380303
23/07/2013,76.69,-0.016681062
22/07/2013,77.98,-0.007282981
19/07/2013,78.55,0.013457428
18/07/2013,77.5,0.023499776
17/07/2013,75.7,-0.017286968
16/07/2013,77.02,-0.007888822
15/07/2013,77.63,0.004259995
12/07/2013,77.3,-0.005547328
11/07/2013,77.73,-0.017345161
10/07/2013,79.09,-0.011190159
09/07/2013,79.98,0.013341922
08/07/2013,78.92,0.016609555
05/07/2013,77.62,0.001934361
03/07/2013,77.47,-0.010145852
02/07/2013,78.26,0.015063046
01/07/2013,77.09,-0.002979084
28/06/2013,77.32,-0.020735416
27/06/2013,78.94,-0.004928297
26/06/2013,79.33,-0.004402246
25/06/2013,79.68,0.012756725
24/06/2013,78.67,0.017567933
21/06/2013,77.3,-0.002842012
20/06/2013,77.52,-0.021945254
19/06/2013,79.24,-0.002772529
18/06/2013,79.46,0.026654642
17/06/2013,77.37,0.053083976
14/06/2013,73.37,-0.019169053
13/06/2013,74.79,0.017534844
12/06/2013,73.49,-0.016464609
11/06/2013,74.71,-0.020927916
10/06/2013,76.29,0.001705478
07/06/2013,76.16,0.025802735
06/06/2013,74.22,0.014384832
05/06/2013,73.16,-0.016672701
04/06/2013,74.39,-0.003087044
03/06/2013,74.62,-0.00747667
31/05/2013,75.18,-0.013738657
30/05/2013,76.22,-0.007580745
29/05/2013,76.8,-0.010620486
28/05/2013,77.62,0.007111026
24/05/2013,77.07,-0.012379268
23/05/2013,78.03,0.009917011
22/05/2013,77.26,-0.017322561
21/05/2013,78.61,0.015770569
20/05/2013,77.38,0.011437608
17/05/2013,76.5,0.021671038
16/05/2013,74.86,-0.011554681
15/05/2013,75.73,-0.003032503
14/05/2013,75.96,0.008859562
13/05/2013,75.29,-0.011751637
10/05/2013,76.18,0.002892075
09/05/2013,75.96,0.021826791
08/05/2013,74.32,-0.014427181
07/05/2013,75.4,0.016582354
06/05/2013,74.16,-0.003634165
03/05/2013,74.43,0.026410465
02/05/2013,72.49,0.008868009
01/05/2013,71.85,-0.022976866
30/04/2013,73.52,-0.008802278
29/04/2013,74.17,0.002294663
26/04/2013,74,-0.045696581
25/04/2013,77.46,0.029743431
24/04/2013,75.19,-0.008475749
23/04/2013,75.83,0.006748289
22/04/2013,75.32,-0.003048985
19/04/2013,75.55,0.013324648
18/04/2013,74.55,0.037864155
17/04/2013,71.78,-0.042814992
16/04/2013,74.92,0.012490929
15/04/2013,73.99,-0.064378014
12/04/2013,78.91,-0.017337118
11/04/2013,80.29,0.005369979
10/04/2013,79.86,-0.002875901
09/04/2013,80.09,-0.006843802
08/04/2013,80.64,0.019029117
05/04/2013,79.12,0.033544236
04/04/2013,76.51,0.000261438
03/04/2013,76.49,-0.033552861
02/04/2013,79.1,-0.015554754
01/04/2013,80.34,-0.008675231
28/03/2013,81.04,-0.012751521
27/03/2013,82.08,-0.004618946
26/03/2013,82.46,0.015890812
25/03/2013,81.16,0.004940722
22/03/2013,80.76,-0.012061685
21/03/2013,81.74,0.010824214
20/03/2013,80.86,0.003096553
19/03/2013,80.61,-0.019532591
18/03/2013,82.2,0.002436055
15/03/2013,82,-0.000853294
14/03/2013,82.07,0.0286758
13/03/2013,79.75,0.005658613
12/03/2013,79.3,-0.000252175
11/03/2013,79.32,0.006069821
08/03/2013,78.84,0
07/03/2013,78.84,0.015466532
06/03/2013,77.63,-0.011526767
05/03/2013,78.53,0.016433802
04/03/2013,77.25,-0.001810658
01/03/2013,77.39,0.007652933
28/02/2013,76.8,0.034305728
27/02/2013,74.21,0.039161424
26/02/2013,71.36,0.012550401
25/02/2013,70.47,-0.017443121
22/02/2013,71.71,0.021994401
21/02/2013,70.15,-0.001424502
20/02/2013,70.25,-0.031388313
19/02/2013,72.49,0.029823701
15/02/2013,70.36,-0.01928415
14/02/2013,71.73,0.0058725
13/02/2013,71.31,0.003934247
12/02/2013,71.03,0.004939676
11/02/2013,70.68,-0.020584638
08/02/2013,72.15,0.016067408
07/02/2013,71,0.003527341
06/02/2013,70.75,0.017681909
05/02/2013,69.51,0.031567724
04/02/2013,67.35,-0.006216716
01/02/2013,67.77,0.0088929
31/01/2013,67.17,-0.01946103
30/01/2013,68.49,0.006738965
29/01/2013,68.03,0.010045882
28/01/2013,67.35,-0.019846296
25/01/2013,68.7,0.002769479
24/01/2013,68.51,0.007619084
23/01/2013,67.99,-0.008348639
22/01/2013,68.56,0.004238843
18/01/2013,68.27,0.011935602
17/01/2013,67.46,0.008485351
16/01/2013,66.89,0.014455906
15/01/2013,65.93,0.017905444
14/01/2013,64.76,0.005729787
11/01/2013,64.39,0.008735042
10/01/2013,63.83,0.004238958
09/01/2013,63.56,-0.00955147
08/01/2013,64.17,-0.01607702
07/01/2013,65.21,0.001074032
04/01/2013,65.14,0.027074938
03/01/2013,63.4,0.02152335
02/01/2013,62.05,-0.012492155
31/12/2012,62.83,0.012975753
28/12/2012,62.02,-0.015201509
27/12/2012,62.97,0.001907487
26/12/2012,62.85,-0.007766106
24/12/2012,63.34,-0.005981444
21/12/2012,63.72,0.005350131
20/12/2012,63.38,0.000947119
19/12/2012,63.32,-0.017998764
18/12/2012,64.47,0.014845182
17/12/2012,63.52,0.022286819
14/12/2012,62.12,-0.022916343
13/12/2012,63.56,-0.035243215
12/12/2012,65.84,0.017311807
11/12/2012,64.71,0.01510344
10/12/2012,63.74,-0.014639726
07/12/2012,64.68,0.001547269
06/12/2012,64.58,-0.000464432
05/12/2012,64.61,0.021906681
04/12/2012,63.21,-0.012889207
03/12/2012,64.03,0.000156189
30/11/2012,64.02,-0.025446666
29/11/2012,65.67,-0.026447823
28/11/2012,67.43,0.009087586
27/11/2012,66.82,-0.010717578
26/11/2012,67.54,-0.031910626
23/11/2012,69.73,0.013572256
21/11/2012,68.79,0.009347227
20/11/2012,68.15,0.006624978
19/11/2012,67.7,0.009051178
16/11/2012,67.09,-0.003570901
15/11/2012,67.33,-0.004149999
14/11/2012,67.61,-0.005898852
13/11/2012,68.01,0.020800037
12/11/2012,66.61,0.004664819
09/11/2012,66.3,0.008330226
08/11/2012,65.75,-0.007575794
07/11/2012,66.25,-0.012301385
06/11/2012,67.07,0.00793358
05/11/2012,66.54,0.021878721
02/11/2012,65.1,-0.005667473
01/11/2012,65.47,0.001681572
31/10/2012,65.36,-0.011258296
26/10/2012,66.1,-0.005281038
25/10/2012,66.45,-0.003755168
24/10/2012,66.7,-0.016357242
23/10/2012,67.8,-0.01435081
22/10/2012,68.78,-0.000726691
19/10/2012,68.83,-0.023973013
18/10/2012,70.5,-0.000992415
17/10/2012,70.57,-0.008887693
16/10/2012,71.2,0.007330171
15/10/2012,70.68,-0.014746423
12/10/2012,71.73,-0.02137865
11/10/2012,73.28,0.042085074
10/10/2012,70.26,0.005852561
09/10/2012,69.85,-0.005425484
08/10/2012,70.23,0.017234377
05/10/2012,69.03,-0.022063932
04/10/2012,70.57,0.022933498
03/10/2012,68.97,-0.014966462
02/10/2012,70.01,-0.005555174
01/10/2012,70.4,0.007556891
28/09/2012,69.87,-0.003001074
27/09/2012,70.08,0.033812987
26/09/2012,67.75,0.009938523
25/09/2012,67.08,-0.015384919
24/09/2012,68.12,-0.020918834
21/09/2012,69.56,0.004899851
20/09/2012,69.22,0.003618211
19/09/2012,68.97,0
18/09/2012,68.97,-0.006791443
17/09/2012,69.44,-0.009459724
14/09/2012,70.1,-0.008522779
13/09/2012,70.7,-0.000706964
12/09/2012,70.75,0.002547412
11/09/2012,70.57,0.040780665
10/09/2012,67.75,0.005031085
07/09/2012,67.41,0.023565818
06/09/2012,65.84,0.008541846
05/09/2012,65.28,-0.001989441
04/09/2012,65.41,0.003369069
31/08/2012,65.19,0.009865966
30/08/2012,64.55,-0.013387905
29/08/2012,65.42,-0.007462153
28/08/2012,65.91,-0.005447131
27/08/2012,66.27,0
24/08/2012,66.27,0.009247394
23/08/2012,65.66,-0.020202707
22/08/2012,67,-0.001938419
21/08/2012,67.13,-0.012141103
20/08/2012,67.95,-0.024854124
17/08/2012,69.66,0.01082496
16/08/2012,68.91,0.033646379
15/08/2012,66.63,0.006172394
14/08/2012,66.22,-0.005722045
13/08/2012,66.6,0.007082076
10/08/2012,66.13,-0.000151206
09/08/2012,66.14,0.015541986
08/08/2012,65.12,-0.00138111
07/08/2012,65.21,0.032099983
06/08/2012,63.15,-0.000474947
03/08/2012,63.18,0.032494414
02/08/2012,61.16,-0.038490961
01/08/2012,63.56,0.015219064
31/07/2012,62.6,-0.02663882
30/07/2012,64.29,0.025202153
27/07/2012,62.69,0.024545072
26/07/2012,61.17,0.010517763
25/07/2012,60.53,-0.00165071
24/07/2012,60.63,-0.014247355
23/07/2012,61.5,-0.007451841
20/07/2012,61.96,0.005827145
19/07/2012,61.6,-0.019133955
18/07/2012,62.79,0.004629268
17/07/2012,62.5,0.039822494
16/07/2012,60.06,0.018654436
13/07/2012,58.95,0.024904679
12/07/2012,57.5,-0.021676404
11/07/2012,58.76,-0.01670784
10/07/2012,59.75,-0.030330329
09/07/2012,61.59,0.012909731
06/07/2012,60.8,-0.013558976
05/07/2012,61.63,-0.01705318
03/07/2012,62.69,0.029132988
02/07/2012,60.89,-0.015966452
29/06/2012,61.87,0.008114293
28/06/2012,61.37,-0.02032328
27/06/2012,62.63,0.048079894
26/06/2012,59.69,0.02717097
25/06/2012,58.09,-0.019434638
22/06/2012,59.23,0.039781397
21/06/2012,56.92,-0.041468307
20/06/2012,59.33,-0.015387492
19/06/2012,60.25,0.025211419
18/06/2012,58.75,0.030064462
15/06/2012,57.01,-0.003851545
14/06/2012,57.23,0.035209896
13/06/2012,55.25,-0.016692481
12/06/2012,56.18,0.013620282
11/06/2012,55.42,-0.021068446
08/06/2012,56.6,-0.000883002
07/06/2012,56.65,-0.033672046
06/06/2012,58.59,0.049866012
05/06/2012,55.74,0.02011484
04/06/2012,54.63,0.001098901
01/06/2012,54.57,-0.051256644
31/05/2012,57.44,-0.021358029
30/05/2012,58.68,-0.036312866
29/05/2012,60.85,-0.002625966
25/05/2012,61.01,-0.018834783
24/05/2012,62.17,-0.034464366
23/05/2012,64.35,0.008113635
22/05/2012,63.83,0.011185623
21/05/2012,63.12,0.02665112
18/05/2012,61.46,-0.01773954
17/05/2012,62.56,-0.027122445
16/05/2012,64.28,0.002492213
15/05/2012,64.12,-0.029807092
14/05/2012,66.06,-0.014726036
11/05/2012,67.04,-0.002681366
10/05/2012,67.22,-0.009033753
09/05/2012,67.83,0.044156951
08/05/2012,64.9,0.020863282
07/05/2012,63.56,-0.0018862
04/05/2012,63.68,-0.015426874
03/05/2012,64.67,-0.006934306
02/05/2012,65.12,-0.048263525
01/05/2012,68.34,0.024890174
30/04/2012,66.66,0.042129229
27/04/2012,63.91,0.020071792
26/04/2012,62.64,0.040396372
25/04/2012,60.16,0.027297398
24/04/2012,58.54,0.008061102
23/04/2012,58.07,0.006565331
20/04/2012,57.69,-0.015309493
19/04/2012,58.58,0.032795513
18/04/2012,56.69,0.001942262
17/04/2012,56.58,0.023787225
16/04/2012,55.25,-0.01098022
13/04/2012,55.86,-0.007845975
12/04/2012,56.3,0.02299778
11/04/2012,55.02,-0.031663498
10/04/2012,56.79,0.005296623
09/04/2012,56.49,-0.020326615
05/04/2012,57.65,0.000694083
04/04/2012,57.61,-0.009501669
03/04/2012,58.16,-0.009752836
02/04/2012,58.73,0.010096774
30/03/2012,58.14,0.020504628
29/03/2012,56.96,-0.010131091
28/03/2012,57.54,-0.017742262
27/03/2012,58.57,-0.011880656
26/03/2012,59.27,0.004057487
23/03/2012,59.03,0.002204699
22/03/2012,58.9,-0.058525146
21/03/2012,62.45,-0.000160115
20/03/2012,62.46,-0.015883434
19/03/2012,63.46,0.01828786
16/03/2012,62.31,0.027992064
15/03/2012,60.59,-0.004117604
14/03/2012,60.84,-0.019209446
13/03/2012,62.02,-0.000483598
12/03/2012,62.05,-0.023256862
09/03/2012,63.51,-0.012206724
08/03/2012,64.29,0.014729191
07/03/2012,63.35,0.012548811
06/03/2012,62.56,-0.014598799
05/03/2012,63.48,0.011566318
02/03/2012,62.75,-0.029055833
01/03/2012,64.6,0.014343869
29/02/2012,63.68,-0.000627944
28/02/2012,63.72,-0.005945879
27/02/2012,64.1,-0.028300874
24/02/2012,65.94,-0.001969548
23/02/2012,66.07,-0.000453961
22/02/2012,66.1,0.028075787
21/02/2012,64.27,-0.022310334
17/02/2012,65.72,0.03641273
16/02/2012,63.37,0.004111328
15/02/2012,63.11,-0.002215892
14/02/2012,63.25,-0.000632211
13/02/2012,63.29,0.007453845
10/02/2012,62.82,-0.008401413
09/02/2012,63.35,0.026715178
08/02/2012,61.68,-0.008877469
07/02/2012,62.23,0.023082949
06/02/2012,60.81,0.026832707
03/02/2012,59.2,0.013948176
02/02/2012,58.38,-0.002566078
01/02/2012,58.53,0.01740673
31/01/2012,57.52,-0.004163781
30/01/2012,57.76,0.00572968
27/01/2012,57.43,0.026644717
26/01/2012,55.92,-0.068086404
25/01/2012,59.86,0.045454604
24/01/2012,57.2,-0.030983546
23/01/2012,59,0.088183096
20/01/2012,54.02,-0.000740192
19/01/2012,54.06,-0.041842561
18/01/2012,56.37,0.033186093
17/01/2012,54.53,0.00680838
13/01/2012,54.16,-0.003685961
12/01/2012,54.36,0
11/01/2012,54.36,-0.065159189
10/01/2012,58.02,-0.010799796
09/01/2012,58.65,-0.035014885
06/01/2012,60.74,-0.010644496
05/01/2012,61.39,0.003263178
04/01/2012,61.19,0.000163439
03/01/2012,61.18,-0.012345836
30/12/2011,61.94,-0.008840369
29/12/2011,62.49,0.01094138
28/12/2011,61.81,-0.020814072
27/12/2011,63.11,0.00779452
23/12/2011,62.62,-0.013797697
22/12/2011,63.49,0.016516177
21/12/2011,62.45,-0.000960307
20/12/2011,62.51,0.050190921
19/12/2011,59.45,-0.012536729
16/12/2011,60.2,0.008172842
15/12/2011,59.71,-0.00083703
14/12/2011,59.76,-0.035991067
13/12/2011,61.95,-0.046828135
12/12/2011,64.92,-0.048261902
09/12/2011,68.13,0.002645504
08/12/2011,67.95,-0.001323627
07/12/2011,68.04,-0.038915416
06/12/2011,70.74,0.0015562
05/12/2011,70.63,0.001416832
02/12/2011,70.53,-0.012679798
01/12/2011,71.43,-0.003912259
30/11/2011,71.71,0.044629261
29/11/2011,68.58,0.025100978
28/11/2011,66.88,0.045580607
25/11/2011,63.9,-0.010120756
23/11/2011,64.55,-0.036804641
22/11/2011,66.97,-0.010398192
21/11/2011,67.67,-0.030417829
18/11/2011,69.76,0.018227034
17/11/2011,68.5,-0.026364705
16/11/2011,70.33,-0.012996369
15/11/2011,71.25,0.006335818
14/11/2011,70.8,-0.029503949
11/11/2011,72.92,0.024010591
10/11/2011,71.19,0.050709409
09/11/2011,67.67,-0.049725641
08/11/2011,71.12,0.002252253
07/11/2011,70.96,-0.014271965
04/11/2011,71.98,0.010193484
03/11/2011,71.25,0.015559013
02/11/2011,70.15,0.020595529
01/11/2011,68.72,-0.001744694
31/10/2011,68.84,-0.062093277
28/10/2011,73.25,0.029087923
27/10/2011,71.15,0.016009409
26/10/2011,70.02,-0.00498612
25/10/2011,70.37,-0.050298057
24/10/2011,74,0.000270307
21/10/2011,73.98,0.018416727
20/10/2011,72.63,0.018762276
19/10/2011,71.28,-0.042840159
18/10/2011,74.4,0.019818756
17/10/2011,72.94,0.0066025
14/10/2011,72.46,0.057077236
13/10/2011,68.44,0.084093371
12/10/2011,62.92,-0.000158919
11/10/2011,62.93,-0.005862332
10/10/2011,63.3,0.053874156
07/10/2011,59.98,-0.012097256
06/10/2011,60.71,0.008768358
05/10/2011,60.18,0.059213189
04/10/2011,56.72,0.017787733
03/10/2011,55.72,-0.048003611
30/09/2011,58.46,-0.0239998
29/09/2011,59.88,0.009564634
28/09/2011,59.31,-0.066843652
27/09/2011,63.41,0.055277015
26/09/2011,60,0.024805119
23/09/2011,58.53,-0.121629304
22/09/2011,66.1,-0.02775055
21/09/2011,67.96,0.046225768
20/09/2011,64.89,-0.014382133
19/09/2011,65.83,0.036981084
16/09/2011,63.44,0.002683294
15/09/2011,63.27,0.016252748
14/09/2011,62.25,-0.017832028
13/09/2011,63.37,0.00903549
12/09/2011,62.8,0
09/09/2011,62.8,-0.040414268
08/09/2011,65.39,-0.0092854
07/09/2011,66,0.032491887
06/09/2011,63.89,0.004234968
02/09/2011,63.62,-0.023917897
01/09/2011,65.16,0.006157655
31/08/2011,64.76,-0.008303907
30/08/2011,65.3,0.039355485
29/08/2011,62.78,0.049300011
26/08/2011,59.76,0.024562936
25/08/2011,58.31,-0.034884319
24/08/2011,60.38,0.019736382
23/08/2011,59.2,0.046680904
22/08/2011,56.5,-0.016674366
19/08/2011,57.45,-0.010389704
18/08/2011,58.05,-0.077375668
17/08/2011,62.72,0.005435665
16/08/2011,62.38,-0.002241794
15/08/2011,62.52,0.040475499
12/08/2011,60.04,0.00250146
11/08/2011,59.89,0.080098367
10/08/2011,55.28,-0.021829459
09/08/2011,56.5,0.084921848
08/08/2011,51.9,-0.096010583
05/08/2011,57.13,-0.040310749
04/08/2011,59.48,-0.079473512
03/08/2011,64.4,-0.002791132
02/08/2011,64.58,-0.026737518
01/08/2011,66.33,0.0177965
29/07/2011,65.16,-0.002146253
28/07/2011,65.3,0.015432405
27/07/2011,64.3,-0.004499969
26/07/2011,64.59,0.012463162
25/07/2011,63.79,-0.009982925
22/07/2011,64.43,0.021651301
21/07/2011,63.05,0.001587302
20/07/2011,62.95,-0.009014056
19/07/2011,63.52,0.040480953
18/07/2011,61,-0.012705823
15/07/2011,61.78,0.114429971
14/07/2011,55.1,-0.016201975
13/07/2011,56,0.020202707
12/07/2011,54.88,0.018389632
11/07/2011,53.88,-0.04126733
08/07/2011,56.15,-0.016427111
07/07/2011,57.08,0.005445775
06/07/2011,56.77,0.003882815
05/07/2011,56.55,0.002656044
01/07/2011,56.4,0.016086138
30/06/2011,55.5,0.01050544
29/06/2011,54.92,0.020232436
28/06/2011,53.82,0.033248246
27/06/2011,52.06,-0.004216989
24/06/2011,52.28,-0.009139439
23/06/2011,52.76,-0.016168805
22/06/2011,53.62,0.002801384
21/06/2011,53.47,0.024421469
20/06/2011,52.18,0.003263272
17/06/2011,52.01,-0.002112744
16/06/2011,52.12,0.01235537
15/06/2011,51.48,-0.012930799
14/06/2011,52.15,0.016433429
13/06/2011,51.3,-0.028441579
10/06/2011,52.78,-0.023592182
09/06/2011,54.04,0.003522109
08/06/2011,53.85,0.016665492
07/06/2011,52.96,0.009104767
06/06/2011,52.48,-0.036483328
03/06/2011,54.43,0.008487136
02/06/2011,53.97,0.010055951
01/06/2011,53.43,-0.045549712
31/05/2011,55.92,0.007358913
27/05/2011,55.51,-0.001440144
26/05/2011,55.59,0.010488342
25/05/2011,55.01,0.027085949
24/05/2011,53.54,0.00355506
23/05/2011,53.35,-0.016544666
20/05/2011,54.24,0.033558309
19/05/2011,52.45,0.001908398
18/05/2011,52.35,0.010754857
17/05/2011,51.79,0.003675408
16/05/2011,51.6,-0.008875227
13/05/2011,52.06,-0.001343699
12/05/2011,52.13,0.005771467
11/05/2011,51.83,-0.047843399
10/05/2011,54.37,0.010353208
09/05/2011,53.81,0.034023316
06/05/2011,52.01,-0.00134499
05/05/2011,52.08,-0.026152713
04/05/2011,53.46,-0.017246603
03/05/2011,54.39,-0.035401927
02/05/2011,56.35,-0.00177305
29/04/2011,56.45,0.02747771
28/04/2011,54.92,0.018747103
27/04/2011,53.9,0.012884129
26/04/2011,53.21,0.001881114
25/04/2011,53.11,-0.020500159
21/04/2011,54.21,0.023517321
20/04/2011,52.95,0.007202457
19/04/2011,52.57,0
18/04/2011,52.57,-0.01285219
15/04/2011,53.25,0.008676026
14/04/2011,52.79,-0.019509154
13/04/2011,53.83,-0.003708515
12/04/2011,54.03,-0.042220239
11/04/2011,56.36,-0.01706436
08/04/2011,57.33,-0.007472448
07/04/2011,57.76,0.006949298
06/04/2011,57.36,-0.025644637
05/04/2011,58.85,0.00545239
04/04/2011,58.53,0.008234735
01/04/2011,58.05,-0.007038052
31/03/2011,58.46,0.015688625
30/03/2011,57.55,0.0281957
29/03/2011,55.95,0.015671761
28/03/2011,55.08,-0.029340208
25/03/2011,56.72,0.030793697
24/03/2011,55,0.024478999
23/03/2011,53.67,0.001118568
22/03/2011,53.61,0.015603287
21/03/2011,52.78,0.008562511
18/03/2011,52.33,-0.027889503
17/03/2011,53.81,0.033254528
16/03/2011,52.05,0.037385702
15/03/2011,50.14,0.004397369
14/03/2011,49.92,0.028857926
11/03/2011,48.5,0.0284419
10/03/2011,47.14,-0.049860363
09/03/2011,49.55,0.010753883
08/03/2011,49.02,-0.022989518
07/03/2011,50.16,-0.008338345
04/03/2011,50.58,0
03/03/2011,50.58,0.014337163
02/03/2011,49.86,-0.009580912
01/03/2011,50.34,-0.075724237
28/02/2011,54.3,0.000368392
25/02/2011,54.28,0.041182843
24/02/2011,52.09,-0.003066899
23/02/2011,52.25,0.071182553
22/02/2011,48.66,0.007218759
18/02/2011,48.31,-0.007835092
17/02/2011,48.69,-0.010013367
16/02/2011,49.18,0.00919218
15/02/2011,48.73,-0.008988825
14/02/2011,49.17,0.007963289
11/02/2011,48.78,-0.002047922
10/02/2011,48.88,0.021506205
09/02/2011,47.84,-0.03673338
08/02/2011,49.63,0.012163134
07/02/2011,49.03,-0.000611683
04/02/2011,49.06,-0.01235709
03/02/2011,49.67,0.011134845
02/02/2011,49.12,-0.001220753
01/02/2011,49.18,-0.013932583
31/01/2011,49.87,0.045327148
28/01/2011,47.66,-0.005440482
27/01/2011,47.92,0.000417449
