Date,Close,FSLR
24/08/2011,95.79,0.015359023
23/08/2011,94.33,0.072877373
22/08/2011,87.7,-0.011112485
19/08/2011,88.68,-0.066418519
18/08/2011,94.77,-0.04830265
17/08/2011,99.46,-0.04904867
16/08/2011,104.46,-0.015577823
15/08/2011,106.1,0.018741927
12/08/2011,104.13,0.010522856
11/08/2011,103.04,0.026353541
10/08/2011,100.36,0.006598045
09/08/2011,99.7,-0.001803788
08/08/2011,99.88,-0.05407776
05/08/2011,105.43,-0.023528292
04/08/2011,107.94,-0.065528165
03/08/2011,115.25,0.001823788
02/08/2011,115.04,-0.020221831
01/08/2011,117.39,-0.007130155
29/07/2011,118.23,0.004917765
28/07/2011,117.65,0.008964841
27/07/2011,116.6,-0.030989941
26/07/2011,120.27,-0.002740069
25/07/2011,120.6,-0.028769555
22/07/2011,124.12,-0.008663619
21/07/2011,125.2,0.014805549
20/07/2011,123.36,-0.004690668
19/07/2011,123.94,0.016350468
18/07/2011,121.93,-0.021982473
15/07/2011,124.64,0.011701703
14/07/2011,123.19,-0.016024823
13/07/2011,125.18,0.009713101
12/07/2011,123.97,-0.023596153
11/07/2011,126.93,-0.043701324
08/07/2011,132.6,-0.002034129
07/07/2011,132.87,0.010136244
06/07/2011,131.53,-0.004248546
05/07/2011,132.09,-0.007316646
01/07/2011,133.06,0.005954866
30/06/2011,132.27,0.021782358
29/06/2011,129.42,0.03787407
28/06/2011,124.61,0.065753715
27/06/2011,116.68,0.001028983
24/06/2011,116.56,-0.049296622
23/06/2011,122.45,-0.004074985
22/06/2011,122.95,-0.013732041
21/06/2011,124.65,-0.002963915
20/06/2011,125.02,0.028148024
17/06/2011,121.55,0.0226318
16/06/2011,118.83,0.017573354
15/06/2011,116.76,-0.021520783
14/06/2011,119.3,0.025382289
13/06/2011,116.31,-0.00668383
10/06/2011,117.09,0.026218244
09/06/2011,114.06,-0.002889037
08/06/2011,114.39,-0.029883817
07/06/2011,117.86,0.010490949
06/06/2011,116.63,-0.01725573
03/06/2011,118.66,-0.015719387
02/06/2011,120.54,0.006909497
01/06/2011,119.71,-0.037223514
31/05/2011,124.25,0.023451934
27/05/2011,121.37,0.028498147
26/05/2011,117.96,-0.022299524
25/05/2011,120.62,-0.026748967
24/05/2011,123.89,-0.001693617
23/05/2011,124.1,-0.018205549
20/05/2011,126.38,-0.015623478
19/05/2011,128.37,-0.006754422
18/05/2011,129.24,0.020480666
17/05/2011,126.62,0.010639243
16/05/2011,125.28,-0.002949032
13/05/2011,125.65,-0.049831821
12/05/2011,132.07,0.060634087
11/05/2011,124.3,-0.033308724
10/05/2011,128.51,-0.011835373
09/05/2011,130.04,0.000615385
06/05/2011,129.96,0.015899819
05/05/2011,127.91,0.012587689
04/05/2011,126.31,-0.06401388
03/05/2011,134.66,-0.021088992
02/05/2011,137.53,-0.014724192
29/04/2011,139.57,0.008490481
28/04/2011,138.39,-0.001444148
27/04/2011,138.59,0.015268582
26/04/2011,136.49,0.013127032
25/04/2011,134.71,-0.018461158
21/04/2011,137.22,-0.009068218
20/04/2011,138.47,0.030875477
19/04/2011,134.26,-0.019764655
18/04/2011,136.94,-0.005098707
15/04/2011,137.64,-0.023408838
14/04/2011,140.9,-0.026819519
13/04/2011,144.73,0.007490152
12/04/2011,143.65,-0.005207441
11/04/2011,144.4,-0.020019865
08/04/2011,147.32,-0.009996031
07/04/2011,148.8,-0.012024193
06/04/2011,150.6,-0.015875963
05/04/2011,153.01,-0.021018008
04/04/2011,156.26,-0.026149409
01/04/2011,160.4,-0.002739387
31/03/2011,160.84,0.034471996
30/03/2011,155.39,-0.004430611
29/03/2011,156.08,0.018102382
28/03/2011,153.28,0.018701981
25/03/2011,150.44,0.001729759
24/03/2011,150.18,0.002199781
23/03/2011,149.85,0.005688488
22/03/2011,149,-0.007888269
21/03/2011,150.18,0.00346852
18/03/2011,149.66,-0.028586548
17/03/2011,154,-0.00698851
16/03/2011,155.08,-0.024396891
15/03/2011,158.91,0.07851785
14/03/2011,146.91,0.050036601
11/03/2011,139.74,-0.002215949
10/03/2011,140.05,-0.018745023
09/03/2011,142.7,-0.003288211
08/03/2011,143.17,0.00433992
07/03/2011,142.55,-0.027810315
04/03/2011,146.57,0.004513137
03/03/2011,145.91,0.00185217
02/03/2011,145.64,-0.011808608
01/03/2011,147.37,-0.000135704
28/02/2011,147.39,-0.054977388
25/02/2011,155.72,-0.055944674
24/02/2011,164.68,0.010131304
23/02/2011,163.02,-0.006603105
22/02/2011,164.1,-0.024796648
18/02/2011,168.22,-0.015220635
17/02/2011,170.8,0.010594566
16/02/2011,169,0.016345887
15/02/2011,166.26,-0.008921948
14/02/2011,167.75,0.009824556
11/02/2011,166.11,0.053415256
