Date,Close,PG
04/04/2014,79.77,-0.00412836
03/04/2014,80.1,-0.000374462
02/04/2014,80.13,-0.002617313
01/04/2014,80.34,-0.003231021
31/03/2014,80.6,0.010476524
28/03/2014,79.76,0.001380089
27/03/2014,79.65,0.001885015
26/03/2014,79.5,-0.003891788
25/03/2014,79.81,0.006410681
24/03/2014,79.3,0.018068948
21/03/2014,77.88,-0.005633818
20/03/2014,78.32,-0.005856159
19/03/2014,78.78,-0.012488336
18/03/2014,79.77,-0.000877138
17/03/2014,79.84,0.010829976
14/03/2014,78.98,-0.002655372
13/03/2014,79.19,-0.000631194
12/03/2014,79.24,0.003666481
11/03/2014,78.95,0.005334023
10/03/2014,78.53,0.001911925
07/03/2014,78.38,0.004091031
06/03/2014,78.06,0.003079294
05/03/2014,77.82,-0.008063012
04/03/2014,78.45,0.012441641
03/03/2014,77.48,-0.015114928
28/02/2014,78.66,0.005993005
27/02/2014,78.19,0.00422942
26/02/2014,77.86,-0.003333764
25/02/2014,78.12,0.003333764
24/02/2014,77.86,-0.001411795
21/02/2014,77.97,0.000641478
20/02/2014,77.92,-0.00281943
19/02/2014,78.14,0.002177952
18/02/2014,77.97,-0.018174231
14/02/2014,79.4,0.020356937
13/02/2014,77.8,0.003992535
12/02/2014,77.49,-0.017271587
11/02/2014,78.84,0.010327114
10/02/2014,78.03,0.009270055
07/02/2014,77.31,0.005317437
06/02/2014,76.9,0.005868944
05/02/2014,76.45,0.004720082
04/02/2014,76.09,0.00513869
03/02/2014,75.7,-0.012079979
31/01/2014,76.62,-0.003257544
30/01/2014,76.87,-0.009967075
29/01/2014,77.64,-0.018756531
28/01/2014,79.11,0.008122903
27/01/2014,78.47,-0.009007356
24/01/2014,79.18,0.011942716
23/01/2014,78.24,-0.012573989
22/01/2014,79.23,-0.011919092
21/01/2014,80.18,0.003748599
17/01/2014,79.88,-0.00847674
16/01/2014,80.56,-0.002850947
15/01/2014,80.79,-0.000989732
14/01/2014,80.87,0.0106913
