Date,Close,AA
18/03/2013,8.56,-0.008144315
15/03/2013,8.63,0.009313222
14/03/2013,8.55,0.001170275
13/03/2013,8.54,-0.009324077
12/03/2013,8.62,-0.005783706
11/03/2013,8.67,0.006944472
08/03/2013,8.61,-0.003478264
07/03/2013,8.64,0.00813485
06/03/2013,8.57,0.026006194
05/03/2013,8.35,0
04/03/2013,8.35,-0.01072077
01/03/2013,8.44,-0.009434032
28/02/2013,8.52,-0.002344667
27/02/2013,8.54,0.015339534
26/02/2013,8.41,-0.001188354
25/02/2013,8.42,-0.025792755
22/02/2013,8.64,-0.00231214
21/02/2013,8.66,-0.011481182
20/02/2013,8.76,-0.033673215
19/02/2013,9.06,-0.028293509
15/02/2013,9.32,0.003224076
14/02/2013,9.29,0.020664139
13/02/2013,9.1,0.007722046
12/02/2013,9.03,0.017877571
11/02/2013,8.87,-0.007860793
08/02/2013,8.94,0.004484312
07/02/2013,8.9,-0.00671895
06/02/2013,8.96,0.002234638
05/02/2013,8.94,0.008988825
04/02/2013,8.86,-0.015677813
01/02/2013,9,0.017937701
31/01/2013,8.84,0.004535155
30/01/2013,8.8,-0.009049836
29/01/2013,8.88,-0.00224972
28/01/2013,8.9,-0.014501091
25/01/2013,9.03,-0.001106807
24/01/2013,9.04,-0.012094705
23/01/2013,9.15,-0.005449605
22/01/2013,9.2,0.021978907
18/01/2013,9,0.006688988
17/01/2013,8.94,0.006734032
16/01/2013,8.88,-0.00449439
15/01/2013,8.92,0
14/01/2013,8.92,-0.002239643
11/01/2013,8.94,-0.003350087
10/01/2013,8.97,-0.012188517
09/01/2013,9.08,-0.002200221
08/01/2013,9.1,0
07/01/2013,9.1,-0.017429635
04/01/2013,9.26,0.020731785
03/01/2013,9.07,0.008859416
02/01/2013,8.99,0.03509132
31/12/2012,8.68,0.020955365
28/12/2012,8.5,-0.014018921
27/12/2012,8.62,-0.012680285
26/12/2012,8.73,0.012680285
24/12/2012,8.62,0.005817352
21/12/2012,8.57,-0.015055293
20/12/2012,8.7,0.006920443
19/12/2012,8.64,-0.030771659
18/12/2012,8.91,0.018120541
17/12/2012,8.75,0.001143511
14/12/2012,8.74,0.017311454
13/12/2012,8.59,-0.006960585
12/12/2012,8.65,-0.003462208
11/12/2012,8.68,0.012753796
10/12/2012,8.57,0.008201569
07/12/2012,8.5,-0.008201569
06/12/2012,8.57,0
05/12/2012,8.57,0.017657904
04/12/2012,8.42,0.001188354
03/12/2012,8.41,0
30/11/2012,8.41,0.001189768
29/11/2012,8.4,0
28/11/2012,8.4,0.014388737
27/11/2012,8.28,-0.00361664
26/11/2012,8.31,-0.00480193
23/11/2012,8.35,0.00962703
21/11/2012,8.27,0.002421309
20/11/2012,8.25,-0.010850016
19/11/2012,8.34,0.019371066
16/11/2012,8.18,0.016020059
15/11/2012,8.05,-0.009888832
14/11/2012,8.13,-0.021898685
13/11/2012,8.31,-0.014337163
12/11/2012,8.43,0
09/11/2012,8.43,0.004756252
08/11/2012,8.39,-0.010669929
07/11/2012,8.48,-0.03019974
06/11/2012,8.74,0.014985871
05/11/2012,8.61,-0.004635003
02/11/2012,8.65,-0.011494379
01/11/2012,8.75,0.020785968
31/10/2012,8.57,-0.009291588
26/10/2012,8.65,-0.009206049
25/10/2012,8.73,0.003442344
24/10/2012,8.7,-0.009153382
23/10/2012,8.78,-0.035798006
22/10/2012,9.1,0.009939342
19/10/2012,9.01,-0.021954779
18/10/2012,9.21,0.003262646
17/10/2012,9.18,0.026491615
16/10/2012,8.94,0.015783868
15/10/2012,8.8,0.012578782
12/10/2012,8.69,-0.009163867
11/10/2012,8.77,0.006865016
10/10/2012,8.71,-0.047093904
09/10/2012,9.13,0.001095891
08/10/2012,9.12,0.003294896
05/10/2012,9.09,0.002202644
04/10/2012,9.07,0.032495856
03/10/2012,8.78,-0.007941051
02/10/2012,8.85,-0.006756782
01/10/2012,8.91,0.005627477
28/09/2012,8.86,-0.014566084
27/09/2012,8.99,0.011185799
26/09/2012,8.89,0.005640173
25/09/2012,8.84,-0.024582243
24/09/2012,9.06,-0.007696575
21/09/2012,9.13,-0.013057857
20/09/2012,9.25,-0.023505356
19/09/2012,9.47,-0.002109705
18/09/2012,9.49,-0.009438979
17/09/2012,9.58,-0.026778119
14/09/2012,9.84,0.021572485
13/09/2012,9.63,0.029506883
12/09/2012,9.35,0.002141328
11/09/2012,9.33,0.030470257
10/09/2012,9.05,-0.005509656
07/09/2012,9.1,0.038078509
06/09/2012,8.76,0.027779564
05/09/2012,8.52,0.011806513
04/09/2012,8.42,-0.016490362
31/08/2012,8.56,0.014117882
30/08/2012,8.44,-0.011778699
29/08/2012,8.54,0.004694844
28/08/2012,8.5,0.002355714
27/08/2012,8.48,-0.017534055
24/08/2012,8.63,0
23/08/2012,8.63,-0.027430291
22/08/2012,8.87,0.005652926
21/08/2012,8.82,0.002270149
20/08/2012,8.8,0.005698021
17/08/2012,8.75,-0.002283106
16/08/2012,8.77,0.004571437
15/08/2012,8.73,0.004592431
14/08/2012,8.69,-0.015982075
13/08/2012,8.83,-0.016844868
10/08/2012,8.98,0.013453118
09/08/2012,8.86,0.006795043
08/08/2012,8.8,0.022989518
07/08/2012,8.6,0.01169604
06/08/2012,8.5,0.015412279
03/08/2012,8.37,0.022961734
02/08/2012,8.18,-0.030104621
01/08/2012,8.43,-0.004733737
31/07/2012,8.47,0.002364067
30/07/2012,8.45,0
27/07/2012,8.45,0.031252544
26/07/2012,8.19,0.020975476
25/07/2012,8.02,0
24/07/2012,8.02,-0.014851758
23/07/2012,8.14,-0.014634408
20/07/2012,8.26,-0.014423327
19/07/2012,8.38,0.005984458
18/07/2012,8.33,0.006020488
17/07/2012,8.28,-0.006020488
16/07/2012,8.33,-0.010746372
13/07/2012,8.42,0.014354313
12/07/2012,8.3,-0.006006024
11/07/2012,8.35,-0.005970167
10/07/2012,8.4,-0.041964199
09/07/2012,8.76,0.003430535
06/07/2012,8.73,-0.021530577
05/07/2012,8.92,0.00224467
03/07/2012,8.9,0.030806772
02/07/2012,8.63,-0.013809195
29/06/2012,8.75,0.027811758
28/06/2012,8.51,-0.002347419
27/06/2012,8.53,0.016548841
26/06/2012,8.39,0
25/06/2012,8.39,-0.027044564
22/06/2012,8.62,0.008153802
21/06/2012,8.55,-0.042364664
20/06/2012,8.92,0.00224467
19/06/2012,8.9,0.023878337
18/06/2012,8.69,-0.014848931
15/06/2012,8.82,0.019462549
14/06/2012,8.65,0.019848871
13/06/2012,8.48,-0.004705891
12/06/2012,8.52,0.023754086
11/06/2012,8.32,-0.023754086
08/06/2012,8.52,-0.003514942
07/06/2012,8.55,-0.0104713
06/06/2012,8.64,0.022236141
05/06/2012,8.45,0.007125921
04/06/2012,8.39,0.010785006
01/06/2012,8.3,-0.029675768
31/05/2012,8.55,-0.003502631
30/05/2012,8.58,-0.035493136
29/05/2012,8.89,0.029682544
25/05/2012,8.63,0
24/05/2012,8.63,0.002320187
23/05/2012,8.61,0.014035318
22/05/2012,8.49,-0.012873203
21/05/2012,8.6,0.019965431
18/05/2012,8.43,-0.008269391
17/05/2012,8.5,0.001177163
16/05/2012,8.49,-0.025582791
15/05/2012,8.71,-0.023824156
14/05/2012,8.92,-0.015573173
11/05/2012,9.06,-0.004405293
10/05/2012,9.1,-0.005479466
09/05/2012,9.15,-0.006535971
08/05/2012,9.21,-0.012945165
07/05/2012,9.33,-0.004278081
04/05/2012,9.37,-0.022164496
03/05/2012,9.58,-0.015536304
02/05/2012,9.73,-0.024366688
01/05/2012,9.97,0.024366688
30/04/2012,9.73,-0.002053389
27/04/2012,9.75,-0.011218884
26/04/2012,9.86,0.004065046
25/04/2012,9.82,0.016427474
24/04/2012,9.66,0.003110422
23/04/2012,9.63,-0.00724266
20/04/2012,9.7,-0.006166515
19/04/2012,9.76,-0.019280151
18/04/2012,9.95,-0.004012041
17/04/2012,9.99,0.013098424
16/04/2012,9.86,0.001014713
13/04/2012,9.85,-0.031970755
12/04/2012,10.17,0.026907453
11/04/2012,9.9,0.060372128
10/04/2012,9.32,-0.02960047
09/04/2012,9.6,-0.003120127
05/04/2012,9.63,-0.018519048
04/04/2012,9.81,-0.025164891
03/04/2012,10.06,-0.010875045
02/04/2012,10.17,0.014859114
30/03/2012,10.02,-0.000997506
29/03/2012,10.03,0.020141668
28/03/2012,9.83,-0.023128231
27/03/2012,10.06,-0.01577942
26/03/2012,10.22,0.010821552
23/03/2012,10.11,0.00994044
22/03/2012,10.01,-0.025642431
21/03/2012,10.27,-0.016417559
20/03/2012,10.44,-0.015209419
19/03/2012,10.6,0.005676458
16/03/2012,10.54,0.018191023
15/03/2012,10.35,0.00678626
14/03/2012,10.28,-0.002914038
13/03/2012,10.31,0.043614445
12/03/2012,9.87,0.00609758
09/03/2012,9.81,0.004085808
08/03/2012,9.77,0.022775312
07/03/2012,9.55,0.008412247
06/03/2012,9.47,-0.041370946
05/03/2012,9.87,-0.036801766
02/03/2012,10.24,-0.002925404
01/03/2012,10.27,0.009784814
29/02/2012,10.17,-0.019474812
28/02/2012,10.37,0.004833262
27/02/2012,10.32,-0.010602509
24/02/2012,10.43,-0.00287219
23/02/2012,10.46,0.007677581
22/02/2012,10.38,-0.002886005
21/02/2012,10.41,0.025293177
17/02/2012,10.15,-0.012726555
16/02/2012,10.28,0.017664836
15/02/2012,10.1,-0.010832208
14/02/2012,10.21,-0.011684651
13/02/2012,10.33,0.003879733
10/02/2012,10.29,-0.033447934
09/02/2012,10.64,-0.002815581
08/02/2012,10.67,0
07/02/2012,10.67,-0.006539024
06/02/2012,10.74,-0.001860466
03/02/2012,10.76,0.032108518
02/02/2012,10.42,0.021339316
01/02/2012,10.2,0.003929278
31/01/2012,10.16,-0.015625318
30/01/2012,10.32,-0.010602509
27/01/2012,10.43,0.006734032
26/01/2012,10.36,-0.011516442
25/01/2012,10.48,0.020241655
24/01/2012,10.27,0.001949318
23/01/2012,10.25,0.007835496
20/01/2012,10.17,-0.000982801
19/01/2012,10.18,0.015841915
18/01/2012,10.02,0.026290695
17/01/2012,9.76,-0.004089985
13/01/2012,9.8,-0.013178092
12/01/2012,9.93,0.030677252
11/01/2012,9.63,0.019927246
10/01/2012,9.44,0.001059884
09/01/2012,9.43,0.029049918
06/01/2012,9.16,-0.021599112
05/01/2012,9.36,-0.009569451
04/01/2012,9.45,0.023555693
03/01/2012,9.23,0.064899728
30/12/2011,8.65,0.002314816
29/12/2011,8.63,0.012828164
28/12/2011,8.52,-0.031198371
27/12/2011,8.79,-0.007932053
23/12/2011,8.86,-0.005627477
22/12/2011,8.91,0.006756782
21/12/2011,8.85,-0.003384098
20/12/2011,8.88,0.040212196
19/12/2011,8.53,-0.032298078
16/12/2011,8.81,0.003411032
15/12/2011,8.78,-0.018059182
14/12/2011,8.94,-0.011123585
13/12/2011,9.04,-0.033717169
12/12/2011,9.35,-0.030544765
09/12/2011,9.64,0.017792201
08/12/2011,9.47,-0.04440585
07/12/2011,9.9,-0.002018164
06/12/2011,9.92,-0.008032172
05/12/2011,10,0.009040745
02/12/2011,9.91,0.010142075
01/12/2011,9.81,-0.021180822
30/11/2011,10.02,0.073494004
29/11/2011,9.31,-0.015983292
28/11/2011,9.46,0.055418851
25/11/2011,8.95,0.007851975
23/11/2011,8.88,-0.041902492
22/11/2011,9.26,-0.022424859
21/11/2011,9.47,-0.022965519
18/11/2011,9.69,0.007250161
17/11/2011,9.62,-0.035736319
16/11/2011,9.97,-0.038371653
15/11/2011,10.36,-0.001928641
14/11/2011,10.38,-0.020973123
11/11/2011,10.6,0.033576296
10/11/2011,10.25,0.004889985
09/11/2011,10.2,-0.055304845
08/11/2011,10.78,0.002786811
07/11/2011,10.75,-0.016605548
04/11/2011,10.93,0.005504601
03/11/2011,10.87,0.01576296
02/11/2011,10.7,0.028437935
01/11/2011,10.4,-0.034029749
31/10/2011,10.76,-0.072579986
28/10/2011,11.57,0.020079243
27/10/2011,11.34,0.090384061
26/10/2011,10.36,0.021464239
25/10/2011,10.14,-0.042477428
24/10/2011,10.58,0.033640846
21/10/2011,10.23,0.027752029
20/10/2011,9.95,0.018256085
19/10/2011,9.77,-0.037171532
18/10/2011,10.14,0.056810406
17/10/2011,9.58,-0.068575248
14/10/2011,10.26,0.015717416
13/10/2011,10.1,0.004962789
12/10/2011,10.05,-0.024571261
11/10/2011,10.3,0.020599061
10/10/2011,10.09,0.038388552
07/10/2011,9.71,-0.017356229
06/10/2011,9.88,0.052999416
05/10/2011,9.37,0.027043292
04/10/2011,9.12,0.024418527
03/10/2011,8.9,-0.072581929
30/09/2011,9.57,-0.049933959
29/09/2011,10.06,0.008986581
28/09/2011,9.97,-0.049888095
27/09/2011,10.48,0.0028667
26/09/2011,10.45,0.037041272
23/09/2011,10.07,-0.003964326
22/09/2011,10.11,-0.069717963
21/09/2011,10.84,-0.037125133
20/09/2011,11.25,-0.028911343
19/09/2011,11.58,-0.033124047
16/09/2011,11.97,-0.000835073
15/09/2011,11.98,0.02108893
14/09/2011,11.73,0.008561696
13/09/2011,11.63,0.00690253
12/09/2011,11.55,-0.002594035
09/09/2011,11.58,-0.038124058
08/09/2011,12.03,-0.018122407
07/09/2011,12.25,0.039972016
06/09/2011,11.77,-0.022680519
02/09/2011,12.04,-0.036693884
01/09/2011,12.49,-0.024516847
31/08/2011,12.8,0.034979719
30/08/2011,12.36,-0.004842624
29/08/2011,12.42,0.046136683
26/08/2011,11.86,0.023028736
25/08/2011,11.59,-0.023871551
24/08/2011,11.87,0.016136231
23/08/2011,11.68,0.039289209
22/08/2011,11.23,0.001782532
19/08/2011,11.21,-0.026409986
18/08/2011,11.51,-0.063125708
17/08/2011,12.26,0
16/08/2011,12.26,-0.024175231
15/08/2011,12.56,0.024175231
12/08/2011,12.26,0.000815994
11/08/2011,12.25,0.054520839
10/08/2011,11.6,-0.053704179
09/08/2011,12.24,0.077255202
08/08/2011,11.33,-0.121209541
05/08/2011,12.79,-0.011659673
04/08/2011,12.94,-0.097135126
03/08/2011,14.26,0.007037327
02/08/2011,14.16,-0.040821995
01/08/2011,14.75,0.001356852
29/07/2011,14.73,-0.006765926
28/07/2011,14.83,-0.006720455
27/07/2011,14.93,-0.036176257
26/07/2011,15.48,-0.010922049
25/07/2011,15.65,-0.011435957
22/07/2011,15.83,0.003797473
21/07/2011,15.77,0.016624424
20/07/2011,15.51,0.004523433
19/07/2011,15.44,0.017641751
18/07/2011,15.17,-0.020229075
15/07/2011,15.48,0.001292825
14/07/2011,15.46,-0.024913457
13/07/2011,15.85,0.008872048
12/07/2011,15.71,-0.01265039
11/07/2011,15.91,-0.029113236
08/07/2011,16.38,-0.006693058
07/07/2011,16.49,0.015276802
06/07/2011,16.24,-0.009194058
05/07/2011,16.39,0.004892976
01/07/2011,16.31,0.0279782
30/06/2011,15.86,0.002525254
29/06/2011,15.82,0.010804045
28/06/2011,15.65,0.023926133
27/06/2011,15.28,0.003277617
24/06/2011,15.23,-0.003277617
23/06/2011,15.28,-0.000654236
22/06/2011,15.29,-0.005218538
21/06/2011,15.37,0.039142642
20/06/2011,14.78,0.004067802
17/06/2011,14.72,-0.004744163
16/06/2011,14.79,-0.011428696
15/06/2011,14.96,-0.029636677
14/06/2011,15.41,0.020321906
13/06/2011,15.1,-0.01185004
10/06/2011,15.28,-0.01429524
09/06/2011,15.5,0.005823375
08/06/2011,15.41,-0.018006917
07/06/2011,15.69,0.005111832
06/06/2011,15.61,-0.019664446
03/06/2011,15.92,-0.017435062
02/06/2011,16.2,0.006813281
01/06/2011,16.09,-0.043775986
31/05/2011,16.81,0.019826423
27/05/2011,16.48,0.006697133
26/05/2011,16.37,0.002446484
25/05/2011,16.33,0.01356371
24/05/2011,16.11,0.008102257
23/05/2011,15.98,-0.017370164
20/05/2011,16.26,-0.024902593
19/05/2011,16.67,-0.001199041
18/05/2011,16.69,0.01448426
17/05/2011,16.45,-0.028170877
16/05/2011,16.92,-0.010582109
13/05/2011,17.1,-0.00291971
12/05/2011,17.15,0.00584797
11/05/2011,17.05,-0.027192882
10/05/2011,17.52,-0.000570613
09/05/2011,17.53,0.021915525
06/05/2011,17.15,0.008196767
05/05/2011,17.01,-0.026683718
04/05/2011,17.47,-0.011383162
03/05/2011,17.67,0.025796787
02/05/2011,17.22,0.012858155
29/04/2011,17,-0.005280153
28/04/2011,17.09,-0.005252419
27/04/2011,17.18,0.008769422
26/04/2011,17.03,0.008254764
25/04/2011,16.89,-0.004725348
21/04/2011,16.97,0.019637644
20/04/2011,16.64,0.012092046
19/04/2011,16.44,0.019036497
18/04/2011,16.13,-0.023890876
15/04/2011,16.52,-0.001814334
14/04/2011,16.55,0
13/04/2011,16.55,-0.009022618
12/04/2011,16.7,-0.062102923
11/04/2011,17.77,-0.008405765
08/04/2011,17.92,-0.011098893
07/04/2011,18.12,-0.000551724
06/04/2011,18.13,0.00442234
05/04/2011,18.05,0.027522097
04/04/2011,17.56,0.005138464
01/04/2011,17.47,-0.010817071
31/03/2011,17.66,0.001133145
30/03/2011,17.64,0.008539762
29/03/2011,17.49,0.014397024
28/03/2011,17.24,0.008738768
25/03/2011,17.09,-0.001169591
24/03/2011,17.11,0.009395254
23/03/2011,16.95,0.029942357
22/03/2011,16.45,-0.006060625
21/03/2011,16.55,0.026945905
18/03/2011,16.11,0.00622667
17/03/2011,16.01,0.022103836
16/03/2011,15.66,-0.023975912
15/03/2011,16.04,-0.004975135
14/03/2011,16.12,0.00559877
11/03/2011,16.03,0.014452027
10/03/2011,15.8,-0.031155168
09/03/2011,16.3,-0.011589029
08/03/2011,16.49,0.014661228
07/03/2011,16.25,-0.020104241
04/03/2011,16.58,-0.003011143
03/03/2011,16.63,0.027432382
02/03/2011,16.18,-0.00308547
01/03/2011,16.23,-0.037489275
28/02/2011,16.85,0.01014026
25/02/2011,16.68,0.007824295
24/02/2011,16.55,0.006668712
23/02/2011,16.44,-0.0060643
22/02/2011,16.54,-0.043768074
18/02/2011,17.28,-0.013793322
17/02/2011,17.52,-0.003987473
16/02/2011,17.59,0.010860353
15/02/2011,17.4,-0.010860353
14/02/2011,17.59,0.012585978
11/02/2011,17.37,0.01449721
10/02/2011,17.12,-0.002333723
09/02/2011,17.16,-0.013889112
08/02/2011,17.4,0.004608303
07/02/2011,17.32,0.01044699
04/02/2011,17.14,-0.004075697
03/02/2011,17.21,0
02/02/2011,17.21,-0.006371293
01/02/2011,17.32,0.044268072
31/01/2011,16.57,0.026912939
28/01/2011,16.13,-0.020859652
27/01/2011,16.47,-0.007862151
26/01/2011,16.6,0.021925361
25/01/2011,16.24,-0.011631597
24/01/2011,16.43,0.039732104
21/01/2011,15.79,-0.011961112
