Date,Close,NEM
21/12/2011,62.88,0.004303138
20/12/2011,62.61,0.025231809
19/12/2011,61.05,-0.018340204
16/12/2011,62.18,0.006777499
15/12/2011,61.76,0.002269413
14/12/2011,61.62,-0.024526356
13/12/2011,63.15,-0.033019664
12/12/2011,65.27,-0.025264183
09/12/2011,66.94,0.013233276
08/12/2011,66.06,-0.02467046
07/12/2011,67.71,0.008304957
06/12/2011,67.15,0.012135889
05/12/2011,66.34,-0.010347247
02/12/2011,67.03,-0.026208803
01/12/2011,68.81,-0.001016777
30/11/2011,68.88,0.053526975
29/11/2011,65.29,0.000766107
28/11/2011,65.24,0.022789917
25/11/2011,63.77,-0.006876101
23/11/2011,64.21,-0.024308889
22/11/2011,65.79,0.007628966
21/11/2011,65.29,-0.002600384
18/11/2011,65.46,-0.011845241
17/11/2011,66.24,-0.026076125
16/11/2011,67.99,-0.023978479
15/11/2011,69.64,0.002300174
14/11/2011,69.48,-0.014431914
11/11/2011,70.49,0.023831159
10/11/2011,68.83,-0.006516568
09/11/2011,69.28,-0.033078465
08/11/2011,71.61,-0.007235317
07/11/2011,72.13,0.038871405
04/11/2011,69.38,0.000720929
03/11/2011,69.33,0.03987288
02/11/2011,66.62,0.014971924
01/11/2011,65.63,-0.018119173
31/10/2011,66.83,-0.024535668
28/10/2011,68.49,0.036124329
27/10/2011,66.06,0.004095569
26/10/2011,65.79,0.014545154
25/10/2011,64.84,0.015856076
24/10/2011,63.82,0.018822224
21/10/2011,62.63,0.015933386
20/10/2011,61.64,-0.010971391
19/10/2011,62.32,-0.049767741
18/10/2011,65.5,-0.01063032
17/10/2011,66.2,-0.009920418
14/10/2011,66.86,0.047631697
13/10/2011,63.75,-0.005007052
12/10/2011,64.07,-0.005758323
11/10/2011,64.44,-0.012797954
10/10/2011,65.27,0.033970234
07/10/2011,63.09,-0.015257866
06/10/2011,64.06,0.0165267
05/10/2011,63.01,0.027839919
04/10/2011,61.28,-0.031957758
03/10/2011,63.27,0.005070523
30/09/2011,62.95,0.006854255
29/09/2011,62.52,0.015961645
28/09/2011,61.53,-0.030727333
27/09/2011,63.45,-0.014706147
26/09/2011,64.39,0.02404831
23/09/2011,62.86,-0.037162746
22/09/2011,65.24,-0.036717938
21/09/2011,67.68,-0.032274934
20/09/2011,69.9,0.053328343
19/09/2011,66.27,0.008334013
16/09/2011,65.72,0.021999195
15/09/2011,64.29,0.001868286
14/09/2011,64.17,-0.001557148
13/09/2011,64.27,0.003116724
12/09/2011,64.07,-0.018403056
09/09/2011,65.26,-0.006110621
08/09/2011,65.66,0.028579994
07/09/2011,63.81,-0.010910333
06/09/2011,64.51,0.000620251
02/09/2011,64.47,0.031513558
01/09/2011,62.47,-0.002398274
31/08/2011,62.62,-0.008111376
30/08/2011,63.13,0.015645274
29/08/2011,62.15,-0.00032175
26/08/2011,62.17,0.02178948
25/08/2011,60.83,0.009414555
24/08/2011,60.26,-0.016295316
23/08/2011,61.25,-0.025946182
22/08/2011,62.86,0.045233024
19/08/2011,60.08,0.02801871
18/08/2011,58.42,-0.010895579
17/08/2011,59.06,0.005773492
16/08/2011,58.72,-0.005095985
15/08/2011,59.02,0.027135445
12/08/2011,57.44,-0.014861169
11/08/2011,58.3,0.043649029
10/08/2011,55.81,0.007373471
09/08/2011,55.4,0.023191033
08/08/2011,54.13,-0.0051594
05/08/2011,54.41,-0.000551217
04/08/2011,54.44,-0.04805514
03/08/2011,57.12,0.017483889
02/08/2011,56.13,0.014355172
01/08/2011,55.33,-0.005047784
29/07/2011,55.61,-0.037413928
28/07/2011,57.73,0.007127366
27/07/2011,57.32,-0.018323762
26/07/2011,58.38,-0.000513743
25/07/2011,58.41,-0.004270955
22/07/2011,58.66,0.002560384
21/07/2011,58.51,0.008409901
20/07/2011,58.02,0.004664429
19/07/2011,57.75,-0.005870183
18/07/2011,58.09,0.012297721
15/07/2011,57.38,0.011040154
14/07/2011,56.75,-0.000352361
13/07/2011,56.77,0.02587351
12/07/2011,55.32,0.019531514
11/07/2011,54.25,-0.009357008
08/07/2011,54.76,-0.003827581
07/07/2011,54.97,0.00766987
06/07/2011,54.55,0.003305181
05/07/2011,54.37,0.011654928
01/07/2011,53.74,-0.004270733
30/06/2011,53.97,0.008372921
29/06/2011,53.52,0.014302088
28/06/2011,52.76,0.008374621
27/06/2011,52.32,0.000956114
24/06/2011,52.27,-0.032191015
23/06/2011,53.98,-0.002035718
22/06/2011,54.09,0.014712995
21/06/2011,53.3,0.028160156
20/06/2011,51.82,0.00444832
17/06/2011,51.59,-0.001936484
16/06/2011,51.69,-0.011923218
15/06/2011,52.31,0
14/06/2011,52.31,0.007868767
13/06/2011,51.9,-0.003846159
10/06/2011,52.1,-0.01561639
09/06/2011,52.92,0.011020442
08/06/2011,52.34,-0.0113983
07/06/2011,52.94,-0.009400332
06/06/2011,53.44,-0.024217839
03/06/2011,54.75,-0.007098037
02/06/2011,55.14,-0.009565997
01/06/2011,55.67,-0.016037407
31/05/2011,56.57,0.003186972
27/05/2011,56.39,0.009980478
26/05/2011,55.83,0.003948318
25/05/2011,55.61,0.007218945
24/05/2011,55.21,0.017172508
23/05/2011,54.27,0.003507156
20/05/2011,54.08,0.000369891
19/05/2011,54.06,0.004821074
18/05/2011,53.8,0.005031223
17/05/2011,53.53,0.011083048
16/05/2011,52.94,0.003026866
13/05/2011,52.78,-0.009053249
12/05/2011,53.26,-0.002812414
11/05/2011,53.41,-0.02295122
10/05/2011,54.65,-0.000548797
09/05/2011,54.68,0.01771264
06/05/2011,53.72,-0.017895506
05/05/2011,54.69,-0.031320055
04/05/2011,56.43,0.003728367
03/05/2011,56.22,-0.023729033
02/05/2011,57.57,-0.017903732
29/04/2011,58.61,-0.003066442
28/04/2011,58.79,-0.002717855
27/04/2011,58.95,0.018836173
26/04/2011,57.85,0.001037703
25/04/2011,57.79,-0.02461242
21/04/2011,59.23,0.006436337
20/04/2011,58.85,0.003745323
19/04/2011,58.63,0.013047395
18/04/2011,57.87,0.002075766
15/04/2011,57.75,0.003816799
14/04/2011,57.53,0.021256839
13/04/2011,56.32,-0.016203243
12/04/2011,57.24,0.005079265
11/04/2011,56.95,-0.018096892
08/04/2011,57.99,-0.00515997
07/04/2011,58.29,0.032075261
06/04/2011,56.45,-0.009345038
05/04/2011,56.98,0.042849613
04/04/2011,54.59,0.004038185
01/04/2011,54.37,-0.003854984
31/03/2011,54.58,0.008463712
30/03/2011,54.12,0.011709083
29/03/2011,53.49,0.0041214
28/03/2011,53.27,-0.01286971
25/03/2011,53.96,-0.010324575
24/03/2011,54.52,-0.005669883
23/03/2011,54.83,0.030743162
22/03/2011,53.17,0.028036546
21/03/2011,51.7,0.015791341
18/03/2011,50.89,0.001376463
17/03/2011,50.82,0.008497235
16/03/2011,50.39,-0.033372206
15/03/2011,52.1,-0.004404872
14/03/2011,52.33,0.004021068
11/03/2011,52.12,0.012161138
10/03/2011,51.49,-0.020948205
09/03/2011,52.58,-0.007956094
08/03/2011,53,-0.012748579
07/03/2011,53.68,-0.010931095
04/03/2011,54.27,0.01242252
03/03/2011,53.6,-0.020862937
02/03/2011,54.73,-0.024545538
01/03/2011,56.09,0.014727278
28/02/2011,55.27,0.014763779
25/02/2011,54.46,-0.005493513
24/02/2011,54.76,-0.076440114
23/02/2011,59.11,0.016202282
22/02/2011,58.16,-0.005828921
18/02/2011,58.5,-0.007832494
17/02/2011,58.96,0.016933613
16/02/2011,57.97,-0.001206793
15/02/2011,58.04,0.01475337
14/02/2011,57.19,0.005435272
11/02/2011,56.88,-0.001756544
10/02/2011,56.98,-0.015671573
09/02/2011,57.88,-0.006715479
08/02/2011,58.27,0.019407991
07/02/2011,57.15,0.003154577
04/02/2011,56.97,-0.006299233
03/02/2011,57.33,0.029741969
02/02/2011,55.65,-0.015335536
01/02/2011,56.51,0.02581251
31/01/2011,55.07,0.001271918
