Date,Close,NE
08/02/2011,37.85,-0.000528262
07/02/2011,37.87,0.007155192
04/02/2011,37.6,-0.010318917
03/02/2011,37.99,-0.003678407
02/02/2011,38.13,0.006050262
01/02/2011,37.9,-0.009192448
31/01/2011,38.25,0.024078422
28/01/2011,37.34,0.001071811
27/01/2011,37.3,-0.015165915
26/01/2011,37.87,0.021621021
25/01/2011,37.06,-0.015263384
24/01/2011,37.63,-0.00026571
21/01/2011,37.64,0.001861455
20/01/2011,37.57,-0.00451468
19/01/2011,37.74,-0.00870603
18/01/2011,38.07,-0.00052521
14/01/2011,38.09,0.001050696
13/01/2011,38.05,-0.00210029
12/01/2011,38.13,0.059428773
11/01/2011,35.93,-0.000556483
10/01/2011,35.95,-0.022281213
07/01/2011,36.76,0.015903818
06/01/2011,36.18,-0.019162919
05/01/2011,36.88,0.03111913
04/01/2011,35.75,0.003081667
03/01/2011,35.64,-0.003640951
31/12/2010,35.77,0.012943343
30/12/2010,35.31,-0.000849257
29/12/2010,35.34,0.022029213
28/12/2010,34.57,0.002606808
27/12/2010,34.48,-0.012680285
23/12/2010,34.92,0.011520865
22/12/2010,34.52,-0.004335893
21/12/2010,34.67,-0.005178378
20/12/2010,34.85,-0.007147993
17/12/2010,35.1,-0.000569638
16/12/2010,35.12,-0.002275314
15/12/2010,35.2,0.003700018
14/12/2010,35.07,0.003141513
13/12/2010,34.96,0.008329791
10/12/2010,34.67,-0.00546528
09/12/2010,34.86,-0.011409137
08/12/2010,35.26,0.02207975
07/12/2010,34.49,0.018730428
06/12/2010,33.85,0.007710596
03/12/2010,33.59,-0.019458161
02/12/2010,34.25,-0.012476587
01/12/2010,34.68,0.022158341
30/11/2010,33.92,-0.024750135
29/11/2010,34.77,0.010989122
26/11/2010,34.39,-0.010989122
24/11/2010,34.77,-0.002585094
23/11/2010,34.86,-0.038271412
22/11/2010,36.22,0.002487907
19/11/2010,36.13,0.014497048
18/11/2010,35.61,-0.028514043
17/11/2010,36.64,0.004924771
16/11/2010,36.46,-0.009553778
15/11/2010,36.81,-0.002442004
12/11/2010,36.9,-0.019324273
11/11/2010,37.62,-0.010050336
10/11/2010,38,0.019665795
09/11/2010,37.26,-0.006687199
08/11/2010,37.51,0.031688501
05/11/2010,36.34,-0.000275141
04/11/2010,36.35,0.042428052
03/11/2010,34.84,0.010966921
02/11/2010,34.46,0.008158553
01/11/2010,34.18,-0.010187834
29/10/2010,34.53,0.006100237
28/10/2010,34.32,-0.003200003
27/10/2010,34.43,-0.009251295
26/10/2010,34.75,0.014493007
25/10/2010,34.25,0.002338499
22/10/2010,34.17,-0.007870613
21/10/2010,34.44,-0.016129382
20/10/2010,35,0.007744195
19/10/2010,34.73,-0.030623317
18/10/2010,35.81,-0.002510111
15/10/2010,35.9,0.006988149
14/10/2010,35.65,0.005625894
13/10/2010,35.45,0.022536969
12/10/2010,34.66,0.032847528
11/10/2010,33.54,-0.017144966
08/10/2010,34.12,0.017741447
07/10/2010,33.52,-0.002086128
06/10/2010,33.59,-0.005048266
05/10/2010,33.76,0.018535658
04/10/2010,33.14,-0.010804427
01/10/2010,33.5,-0.008619462
30/09/2010,33.79,-0.03432565
29/09/2010,34.97,0.037883318
28/09/2010,33.67,0.010749581
27/09/2010,33.31,-0.0272448
24/09/2010,34.23,0.000876808
23/09/2010,34.2,-0.025690546
22/09/2010,35.09,-0.004832987
21/09/2010,35.26,-0.003114826
20/09/2010,35.37,0.008232836
17/09/2010,35.08,0.016961741
16/09/2010,34.49,-0.016391453
15/09/2010,35.06,-0.008237513
14/09/2010,35.35,0.004536441
13/09/2010,35.19,0.009421911
10/09/2010,34.86,0.013283476
09/09/2010,34.4,-0.001452433
08/09/2010,34.45,0.019048195
07/09/2010,33.8,0.033085725
03/09/2010,32.7,-0.009738361
02/09/2010,33.02,-0.009344454
01/09/2010,33.33,0.068607193
31/08/2010,31.12,-0.008001323
30/08/2010,31.37,-0.01518536
27/08/2010,31.85,0.037100513
26/08/2010,30.69,-0.003902444
25/08/2010,30.81,-0.01801271
24/08/2010,31.37,-0.002228945
23/08/2010,31.44,-0.001906578
20/08/2010,31.5,-0.021357596
19/08/2010,32.18,-0.020302143
18/08/2010,32.84,-0.014210368
17/08/2010,33.31,0.023080284
16/08/2010,32.55,-0.00153492
13/08/2010,32.6,0.00153492
12/08/2010,32.55,-0.003373719
11/08/2010,32.66,-0.03282933
10/08/2010,33.75,-0.005024394
09/08/2010,33.92,-0.014923466
06/08/2010,34.43,-0.002610589
05/08/2010,34.52,-0.040590218
04/08/2010,35.95,0.03943214
03/08/2010,34.56,0.017513582
02/08/2010,33.96,0.043943272
30/07/2010,32.5,0.014567126
29/07/2010,32.03,-0.002494544
28/07/2010,32.11,-0.032779777
27/07/2010,33.18,0.012739026
26/07/2010,32.76,0.029427553
23/07/2010,31.81,-0.004078437
22/07/2010,31.94,0.003449901
21/07/2010,31.83,-0.007199906
20/07/2010,32.06,0.043998171
19/07/2010,30.68,0.010485024
16/07/2010,30.36,-0.03908135
15/07/2010,31.57,-0.009457826
14/07/2010,31.87,-0.006879327
13/07/2010,32.09,-0.004042923
12/07/2010,32.22,0.017217517
09/07/2010,31.67,-0.035363486
08/07/2010,32.81,0.005194817
07/07/2010,32.64,0.023246049
06/07/2010,31.89,-0.013703111
02/07/2010,32.33,-0.007088949
01/07/2010,32.56,0.052004785
30/06/2010,30.91,0.034225124
29/06/2010,29.87,-0.004342749
28/06/2010,30,0.024292693
25/06/2010,29.28,0.028405096
24/06/2010,28.46,-0.034194317
23/06/2010,29.45,-0.021498981
22/06/2010,30.09,-0.041021376
21/06/2010,31.35,-0.006676229
18/06/2010,31.56,0.015969678
17/06/2010,31.06,-0.007058098
16/06/2010,31.28,0.008991711
15/06/2010,31,0.032789823
14/06/2010,30,0.007360354
11/06/2010,29.78,0.011143117
10/06/2010,29.45,0.065603038
09/06/2010,27.58,0.008740041
08/06/2010,27.34,-0.014164028
07/06/2010,27.73,0.006149413
04/06/2010,27.56,-0.006149413
03/06/2010,27.73,-0.014677192
02/06/2010,28.14,0.039874801
01/06/2010,27.04,-0.072389463
28/05/2010,29.07,-0.033821282
27/05/2010,30.07,-0.026580728
26/05/2010,30.88,-0.00516797
25/05/2010,31.04,-0.006742681
24/05/2010,31.25,-0.03675614
21/05/2010,32.42,0.034199411
20/05/2010,31.33,-0.051021952
19/05/2010,32.97,-0.02515856
18/05/2010,33.81,-0.010298752
17/05/2010,34.16,-0.013953715
14/05/2010,34.64,-0.028740063
13/05/2010,35.65,-0.027391393
12/05/2010,36.64,0.007946336
11/05/2010,36.35,-0.011760015
10/05/2010,36.78,0.027565141
07/05/2010,35.78,-0.032447169
06/05/2010,36.96,-0.034045841
05/05/2010,38.24,-0.000522876
04/05/2010,38.26,-0.03214884
03/05/2010,39.51,0.000506329
30/04/2010,39.49,-0.038986936
29/04/2010,41.06,-0.028096457
28/04/2010,42.23,0.009278049
27/04/2010,41.84,-0.038908118
26/04/2010,43.5,-0.002984049
23/04/2010,43.63,0.02224889
22/04/2010,42.67,0.025636343
21/04/2010,41.59,-0.007664708
20/04/2010,41.91,0.041160078
19/04/2010,40.22,-0.003970229
16/04/2010,40.38,-0.040049036
15/04/2010,42.03,0.012931215
14/04/2010,41.49,0.000964553
13/04/2010,41.45,-0.002650285
12/04/2010,41.56,-0.001923078
09/04/2010,41.64,0.000961076
08/04/2010,41.6,-0.011947573
07/04/2010,42.1,-0.016490362
06/04/2010,42.8,-0.006752849
05/04/2010,43.09,0.015671002
01/04/2010,42.42,0.014245255
31/03/2010,41.82,0.021022884
30/03/2010,40.95,0.008583744
29/03/2010,40.6,0.025191505
26/03/2010,39.59,0.001769688
25/03/2010,39.52,-0.015815568
24/03/2010,40.15,-0.004968954
23/03/2010,40.35,-0.013049551
22/03/2010,40.88,-0.010705698
19/03/2010,41.32,-0.026037539
18/03/2010,42.41,-0.03042148
17/03/2010,43.72,0.006194812
16/03/2010,43.45,0.012272934
15/03/2010,42.92,-0.01342302
12/03/2010,43.5,0.000689893
11/03/2010,43.47,-0.00915967
10/03/2010,43.87,0.001596898
09/03/2010,43.8,-0.006599182
08/03/2010,44.09,-0.003622372
05/03/2010,44.25,0.012736128
04/03/2010,43.69,-0.010700159
03/03/2010,44.16,0.005221944
02/03/2010,43.93,0.015831465
01/03/2010,43.24,0.022924981
26/02/2010,42.26,-0.001891254
25/02/2010,42.34,-0.002359048
24/02/2010,42.44,0.007568626
23/02/2010,42.12,-0.018349139
22/02/2010,42.9,0.003034904
19/02/2010,42.77,0.003513296
18/02/2010,42.62,0.019427287
17/02/2010,41.8,0.004075278
16/02/2010,41.63,0.022838699
12/02/2010,40.69,-0.010512259
11/02/2010,41.12,0.033130348
10/02/2010,39.78,-0.014722661
09/02/2010,40.37,0.036064935
08/02/2010,38.94,-0.02008457
05/02/2010,39.73,-0.010515871
04/02/2010,40.15,-0.052637347
03/02/2010,42.32,-0.00682918
02/02/2010,42.61,0.017041833
01/02/2010,41.89,0.038199511
29/01/2010,40.32,-0.026916232
28/01/2010,41.42,-0.01841937
27/01/2010,42.19,0.000711322
26/01/2010,42.16,0.00023722
25/01/2010,42.15,0.013374931
22/01/2010,41.59,-0.040292881
21/01/2010,43.3,-0.015354948
20/01/2010,43.97,-0.009957086
19/01/2010,44.41,0.015430304
15/01/2010,43.73,-0.023057079
14/01/2010,44.75,0.00695148
13/01/2010,44.44,0.012453461
12/01/2010,43.89,-0.006132898
11/01/2010,44.16,-0.015950018
08/01/2010,44.87,0.018217079
07/01/2010,44.06,-0.002040586
06/01/2010,44.15,0.012994598
05/01/2010,43.58,0.031704287
04/01/2010,42.22,0.03666595
31/12/2009,40.7,-0.00685605
30/12/2009,40.98,-0.005354114
29/12/2009,41.2,-0.007014178
28/12/2009,41.49,0.004347833
24/12/2009,41.31,0.001211094
23/12/2009,41.26,0.014402788
22/12/2009,40.67,-0.021406801
21/12/2009,41.55,0.011132738
18/12/2009,41.09,0.002436648
17/12/2009,40.99,-0.026244434
16/12/2009,42.08,0.014361185
15/12/2009,41.48,0.011395444
14/12/2009,41.01,0.014986154
11/12/2009,40.4,-0.002472189
10/12/2009,40.5,0.005198675
09/12/2009,40.29,0.019296426
08/12/2009,39.52,-0.028683847
07/12/2009,40.67,0.017862048
04/12/2009,39.95,0.004264399
03/12/2009,39.78,-0.033130348
02/12/2009,41.12,-0.020460456
01/12/2009,41.97,0.015850476
30/11/2009,41.31,0.002423656
27/11/2009,41.21,-0.022553739
25/11/2009,42.15,0.012173441
24/11/2009,41.64,0.017686712
23/11/2009,40.91,0.021995203
20/11/2009,40.02,-0.0411218
19/11/2009,41.7,-0.057318273
18/11/2009,44.16,-0.013495481
17/11/2009,44.76,-0.000446728
16/11/2009,44.78,0.034070977
13/11/2009,43.28,0.011386204
12/11/2009,42.79,-0.021958585
11/11/2009,43.74,0.018925097
10/11/2009,42.92,-0.020980597
09/11/2009,43.83,0.034586249
06/11/2009,42.34,-0.008934929
05/11/2009,42.72,0.009880109
04/11/2009,42.3,0.004264399
03/11/2009,42.12,0.024514566
02/11/2009,41.1,0.008797711
30/10/2009,40.74,-0.039937951
29/10/2009,42.4,0.042641652
28/10/2009,40.63,-0.055529938
27/10/2009,42.95,-0.004877492
26/10/2009,43.16,-0.014947961
23/10/2009,43.81,-0.006597681
22/10/2009,44.1,0.034136156
21/10/2009,42.62,0.002113917
20/10/2009,42.53,-0.015399278
19/10/2009,43.19,0.015164177
16/10/2009,42.54,0.005421345
15/10/2009,42.31,0.014522336
14/10/2009,41.7,0.014493007
13/10/2009,41.1,0.003656311
12/10/2009,40.95,0.012532416
09/10/2009,40.44,0.006947919
08/10/2009,40.16,0.040137468
07/10/2009,38.58,0.010946161
06/10/2009,38.16,0.030329539
05/10/2009,37.02,0.023781359
02/10/2009,36.15,-0.021888699
01/10/2009,36.95,-0.026967326
30/09/2009,37.96,0.005282632
29/09/2009,37.76,-0.001058761
28/09/2009,37.8,0.022472856
25/09/2009,36.96,-0.004858309
24/09/2009,37.14,-0.027355311
23/09/2009,38.17,-0.029429073
22/09/2009,39.31,0.038905322
21/09/2009,37.81,-0.007903097
18/09/2009,38.11,-0.003666845
17/09/2009,38.25,-0.029368417
16/09/2009,39.39,0.041202874
15/09/2009,37.8,0.01653812
14/09/2009,37.18,0.007559431
11/09/2009,36.9,-0.001895222
10/09/2009,36.97,0.027977689
09/09/2009,35.95,-0.020102563
08/09/2009,36.68,0.033544379
04/09/2009,35.47,0.025122646
03/09/2009,34.59,0.024584206
02/09/2009,33.75,-0.015873349
01/09/2009,34.29,-0.021351071
31/08/2009,35.03,-0.0239752
28/08/2009,35.88,0.008396355
27/08/2009,35.58,-0.013123181
26/08/2009,36.05,0.002499654
25/08/2009,35.96,-0.028510703
24/08/2009,37,0.024625047
21/08/2009,36.1,0.037250356
20/08/2009,34.78,0.011567509
19/08/2009,34.38,0.020867767
18/08/2009,33.67,0.025264502
17/08/2009,32.83,-0.0484565
14/08/2009,34.46,-0.022949946
13/08/2009,35.26,0.034919144
12/08/2009,34.05,0.02950594
11/08/2009,33.06,-0.031266504
10/08/2009,34.11,-0.009628083
07/08/2009,34.44,0.002325582
06/08/2009,34.36,-0.020452967
05/08/2009,35.07,0.007728677
04/08/2009,34.8,-0.020760023
03/08/2009,35.53,0.048143033
31/07/2009,33.86,-0.000590493
30/07/2009,33.88,0.023291587
29/07/2009,33.1,-0.008423636
28/07/2009,33.38,-0.015458096
27/07/2009,33.9,-0.003533573
24/07/2009,34.02,0.022292497
23/07/2009,33.27,0.041110083
22/07/2009,31.93,-0.019231362
21/07/2009,32.55,0.019544596
20/07/2009,31.92,0.020893448
17/07/2009,31.26,0.000960154
16/07/2009,31.23,0.017768195
15/07/2009,30.68,0.029102583
14/07/2009,29.8,0.012493831
13/07/2009,29.43,0.001019888
10/07/2009,29.4,-0.010489015
09/07/2009,29.71,0.038076972
08/07/2009,28.6,0.016214666
07/07/2009,28.14,-0.015165165
06/07/2009,28.57,-0.018037256
02/07/2009,29.09,-0.039762651
01/07/2009,30.27,0.000660939
30/06/2009,30.25,-0.03220314
29/06/2009,31.24,-0.004471422
26/06/2009,31.38,-0.018314374
25/06/2009,31.96,0.039896786
24/06/2009,30.71,-0.004224214
23/06/2009,30.84,-0.00097229
22/06/2009,30.87,-0.080864677
19/06/2009,33.47,0.002992222
18/06/2009,33.37,0.004806257
17/06/2009,33.21,-0.032002731
16/06/2009,34.29,-0.031010237
15/06/2009,35.37,-0.023747449
12/06/2009,36.22,-0.018871065
11/06/2009,36.91,0.018043136
10/06/2009,36.25,0.001104058
09/06/2009,36.21,0.024319857
08/06/2009,35.34,0.000849257
05/06/2009,35.31,-0.027100415
04/06/2009,36.28,0.027666988
03/06/2009,35.29,-0.046507135
02/06/2009,36.97,-0.001621622
01/06/2009,37.03,0.074544304
29/05/2009,34.37,0.053178598
28/05/2009,32.59,0.043587398
27/05/2009,31.2,-0.004477142
26/05/2009,31.34,0.009618542
22/05/2009,31.04,0.059397122
21/05/2009,29.25,-0.022981748
20/05/2009,29.93,0.004688555
19/05/2009,29.79,0.013518286
18/05/2009,29.39,0.051311203
15/05/2009,27.92,-0.04173848
14/05/2009,29.11,0.016975984
13/05/2009,28.62,-0.05373615
12/05/2009,30.2,0.012327326
11/05/2009,29.83,-0.035241585
08/05/2009,30.9,0.057272641
07/05/2009,29.18,-0.049149119
06/05/2009,30.65,0.027453353
05/05/2009,29.82,-0.012993686
04/05/2009,30.21,0.060024835
01/05/2009,28.45,0.040163161
30/04/2009,27.33,-0.023147507
29/04/2009,27.97,0.029019084
28/04/2009,27.17,-0.026871624
27/04/2009,27.91,-0.037620889
24/04/2009,28.98,0.039413969
23/04/2009,27.86,0.030244608
22/04/2009,27.03,0.016036145
21/04/2009,26.6,0.039882586
20/04/2009,25.56,-0.075699596
17/04/2009,27.57,-0.003259101
16/04/2009,27.66,0.026004029
15/04/2009,26.95,-0.007025357
14/04/2009,27.14,0.040223426
13/04/2009,26.07,-0.002298852
09/04/2009,26.13,0.04181113
08/04/2009,25.06,0.013255868
07/04/2009,24.73,-0.023577516
06/04/2009,25.32,-0.030340717
03/04/2009,26.1,0.019342963
02/04/2009,25.6,0.057893978
01/04/2009,24.16,0.002901556
31/03/2009,24.09,-0.00785615
30/03/2009,24.28,-0.021593832
27/03/2009,24.81,-0.012417544
26/03/2009,25.12,-0.020099199
25/03/2009,25.63,-0.02922161
24/03/2009,26.39,-0.034267785
23/03/2009,27.31,0.081202907
20/03/2009,25.18,-0.057114286
19/03/2009,26.66,0.059898142
18/03/2009,25.11,0.014036725
17/03/2009,24.76,0.023290123
16/03/2009,24.19,-0.007413543
13/03/2009,24.37,-0.013045436
12/03/2009,24.69,0.070904087
11/03/2009,23,-0.021931647
10/03/2009,23.51,0.041247436
09/03/2009,22.56,-0.001328904
06/03/2009,22.59,-0.017552008
05/03/2009,22.99,-0.035046322
04/03/2009,23.81,0.053927234
03/03/2009,22.56,0.015635789
02/03/2009,22.21,-0.101797218
27/02/2009,24.59,-0.02251804
26/02/2009,25.15,0.026593026
25/02/2009,24.49,-0.019410233
24/02/2009,24.97,0.062804609
23/02/2009,23.45,-0.062404049
20/02/2009,24.96,-0.000800961
19/02/2009,24.98,0.03296331
18/02/2009,24.17,0
17/02/2009,24.17,-0.096550618
13/02/2009,26.62,0.00489551
12/02/2009,26.49,-0.000754717
11/02/2009,26.51,-0.006766943
10/02/2009,26.69,-0.050056111
09/02/2009,28.06,-0.014857012
06/02/2009,28.48,0.014857012
05/02/2009,28.06,0.031863666
04/02/2009,27.18,0.029875261
03/02/2009,26.38,-0.015422536
02/02/2009,26.79,-0.013348363
30/01/2009,27.15,-0.009895628
29/01/2009,27.42,-0.014482512
28/01/2009,27.82,0.023641763
27/01/2009,27.17,0.006276557
26/01/2009,27,0.080166172
23/01/2009,24.92,0.07540527
22/01/2009,23.11,-0.008187936
21/01/2009,23.3,0.11301972
20/01/2009,20.81,-0.03772253
16/01/2009,21.61,0.007897834
15/01/2009,21.44,0.018832948
14/01/2009,21.04,-0.062189043
13/01/2009,22.39,0.02578745
12/01/2009,21.82,-0.046999028
09/01/2009,22.87,-0.071700178
08/01/2009,24.57,0.024723138
07/01/2009,23.97,-0.060698241
06/01/2009,25.47,0.029484207
05/01/2009,24.73,
