Date,Close,WLP
04/04/2014,97.59,-0.01676613
03/04/2014,99.24,0.009313694
02/04/2014,98.32,-0.007801063
01/04/2014,99.09,-0.004631502
31/03/2014,99.55,0.001608526
28/03/2014,99.39,0.017149946
27/03/2014,97.7,-0.022368222
26/03/2014,99.91,0.00220441
25/03/2014,99.69,-0.012758072
24/03/2014,100.97,0.011955906
21/03/2014,99.77,0.000601564
20/03/2014,99.71,0.0066412
19/03/2014,99.05,0.013620865
18/03/2014,97.71,0.026549314
17/03/2014,95.15,0.019098724
14/03/2014,93.35,0.000857357
13/03/2014,93.27,-0.003745523
12/03/2014,93.62,0.006644543
11/03/2014,93,0.008205617
10/03/2014,92.24,0.007727089
07/03/2014,91.53,0.00010926
06/03/2014,91.52,-0.000436967
05/03/2014,91.56,0.008225083
04/03/2014,90.81,0.015201402
03/03/2014,89.44,-0.012775822
28/02/2014,90.59,0.014566333
27/02/2014,89.28,0.001457154
26/02/2014,89.15,-0.005927434
25/02/2014,89.68,-0.013842201
24/02/2014,90.93,0.026522616
21/02/2014,88.55,0.009531446
20/02/2014,87.71,0.002397125
19/02/2014,87.5,-0.000228545
18/02/2014,87.52,-0.003194162
14/02/2014,87.8,0.02876982
13/02/2014,85.31,0.012503112
12/02/2014,84.25,-0.016830857
11/02/2014,85.68,0.01268516
10/02/2014,84.6,-0.00094518
07/02/2014,84.68,-0.022189396
06/02/2014,86.58,0.010799617
05/02/2014,85.65,0.003508776
04/02/2014,85.35,-0.003158451
03/02/2014,85.62,-0.004428396
31/01/2014,86,-0.02025852
30/01/2014,87.76,0.027611065
29/01/2014,85.37,0.012612886
28/01/2014,84.3,-0.006974436
27/01/2014,84.89,0.007567732
24/01/2014,84.25,-0.01811388
23/01/2014,85.79,-0.003723099
22/01/2014,86.11,-0.009362607
21/01/2014,86.92,0.016588745
17/01/2014,85.49,-0.000818474
16/01/2014,85.56,-0.029822025
15/01/2014,88.15,-0.035658374
14/01/2014,91.35,0.005598566
13/01/2014,90.84,-0.012580158
10/01/2014,91.99,-0.010919618
09/01/2014,93,0.008422466
08/01/2014,92.22,0.012438786
07/01/2014,91.08,0.019960743
06/01/2014,89.28,-0.015007785
03/01/2014,90.63,0
02/01/2014,90.63,-0.019233464
31/12/2013,92.39,0.00946122
30/12/2013,91.52,-0.00707717
27/12/2013,92.17,0.000217014
26/12/2013,92.15,0.008281621
24/12/2013,91.39,0.002629562
23/12/2013,91.15,0.017262795
20/12/2013,89.59,0.009420278
19/12/2013,88.75,-0.003037635
18/12/2013,89.02,0.024218113
17/12/2013,86.89,-0.009164917
16/12/2013,87.69,-0.000683995
13/12/2013,87.75,-0.010655281
12/12/2013,88.69,-0.006518342
11/12/2013,89.27,-0.019853145
10/12/2013,91.06,0.000878928
09/12/2013,90.98,0.003192605
06/12/2013,90.69,0.010084864
05/12/2013,89.78,-0.019959862
04/12/2013,91.59,-0.010534987
03/12/2013,92.56,-0.014586273
02/12/2013,93.92,0.011135019
29/11/2013,92.88,-0.007935698
27/11/2013,93.62,-0.000427168
26/11/2013,93.66,0.000533988
25/11/2013,93.61,0.006215194
22/11/2013,93.03,0.010264257
21/11/2013,92.08,-0.007357748
20/11/2013,92.76,0.008226935
19/11/2013,92,0.01754431
18/11/2013,90.4,0.003324103
15/11/2013,90.1,0.006793277
14/11/2013,89.49,0.016562826
13/11/2013,88.02,0.005925268
12/11/2013,87.5,-0.00501597
11/11/2013,87.94,0.007533422
08/11/2013,87.28,0.009439462
07/11/2013,86.46,-0.01424002
06/11/2013,87.7,0.003312207
05/11/2013,87.41,0.00688787
04/11/2013,86.81,0.016844215
01/11/2013,85.36,0.006582064
31/10/2013,84.8,0.003070748
30/10/2013,84.54,0
29/10/2013,84.54,-0.00011828
28/10/2013,84.55,0.005336508
25/10/2013,84.1,0.005963047
24/10/2013,83.6,-0.02223891
23/10/2013,85.48,-0.033928848
22/10/2013,88.43,0.009430281
21/10/2013,87.6,0.01402483
18/10/2013,86.38,-0.025262817
17/10/2013,88.59,-0.012005754
16/10/2013,89.66,0.019028891
15/10/2013,87.97,-0.007925766
14/10/2013,88.67,0.00033839
11/10/2013,88.64,0.002371944
10/10/2013,88.43,0.032993394
09/10/2013,85.56,0.002223133
08/10/2013,85.37,-0.01060307
07/10/2013,86.28,-0.010721182
04/10/2013,87.21,0.00840583
03/10/2013,86.48,-0.001386642
02/10/2013,86.6,0.005674267
01/10/2013,86.11,0.029462419
30/09/2013,83.61,-0.004058253
27/09/2013,83.95,-0.001904082
26/09/2013,84.11,0.005723159
25/09/2013,83.63,-0.007860927
24/09/2013,84.29,0.013617028
23/09/2013,83.15,0.009910644
20/09/2013,82.33,-0.002426302
19/09/2013,82.53,-0.022287048
18/09/2013,84.39,-0.044951388
17/09/2013,88.27,-0.009359035
16/09/2013,89.1,0.00011224
13/09/2013,89.09,0.007096622
12/09/2013,88.46,-0.009002987
11/09/2013,89.26,0.016491959
10/09/2013,87.8,0.012492283
09/09/2013,86.71,-0.006666691
06/09/2013,87.29,-0.006622541
05/09/2013,87.87,0.005592026
04/09/2013,87.38,0.012668602
03/09/2013,86.28,0.013300861
30/08/2013,85.14,-0.00375147
29/08/2013,85.46,0.007399176
28/08/2013,84.83,-0.002825193
27/08/2013,85.07,-0.017478888
26/08/2013,86.57,-0.000115507
23/08/2013,86.58,0.004398664
22/08/2013,86.2,0.00511748
21/08/2013,85.76,-0.00302713
20/08/2013,86.02,0.002327748
19/08/2013,85.82,-0.002676443
16/08/2013,86.05,0.007348257
15/08/2013,85.42,-0.01406591
14/08/2013,86.63,-0.004146994
13/08/2013,86.99,0.000229938
12/08/2013,86.97,-0.004817628
09/08/2013,87.39,-0.003997036
08/08/2013,87.74,0.006861875
07/08/2013,87.14,-0.003551181
06/08/2013,87.45,-0.002398494
05/08/2013,87.66,0.018188599
02/08/2013,86.08,-0.003363297
01/08/2013,86.37,0.009422509
31/07/2013,85.56,0.007037327
30/07/2013,84.96,-0.006803545
29/07/2013,85.54,0.008806491
26/07/2013,84.79,-0.013006218
25/07/2013,85.9,-0.017769015
24/07/2013,87.44,-0.000800229
23/07/2013,87.51,0.005844954
22/07/2013,87,0.002301497
19/07/2013,86.8,0.004271784
18/07/2013,86.43,0.023412049
17/07/2013,84.43,-0.010837661
16/07/2013,85.35,-0.003858977
15/07/2013,85.68,0.003273325
12/07/2013,85.4,-0.000117089
11/07/2013,85.41,0.007757444
10/07/2013,84.75,0.007818092
09/07/2013,84.09,0.011963296
08/07/2013,83.09,0.013693034
05/07/2013,81.96,0.010671674
03/07/2013,81.09,-0.003569894
02/07/2013,81.38,-0.003312277
01/07/2013,81.65,-0.002324302
28/06/2013,81.84,0.00171212
27/06/2013,81.7,0.018405806
26/06/2013,80.21,0.003997507
25/06/2013,79.89,-0.001125915
24/06/2013,79.98,0.007278235
21/06/2013,79.4,0.02447853
20/06/2013,77.48,-0.013333531
19/06/2013,78.52,-0.01416311
18/06/2013,79.64,0.010984265
17/06/2013,78.77,0.007774206
14/06/2013,78.16,-0.009803376
13/06/2013,78.93,0.010955524
12/06/2013,78.07,-0.003962933
11/06/2013,78.38,-0.014942661
10/06/2013,79.56,0.027653881
07/06/2013,77.39,0.012351454
06/06/2013,76.44,0.009992195
05/06/2013,75.68,-0.022989518
04/06/2013,77.44,-0.000774493
03/06/2013,77.5,0.006862201
31/05/2013,76.97,-0.030830712
30/05/2013,79.38,0.017537621
29/05/2013,78,-0.009188426
28/05/2013,78.72,0.022351605
24/05/2013,76.98,-0.012906736
23/05/2013,77.98,0.002182426
22/05/2013,77.81,-0.003720099
21/05/2013,78.1,0.007841161
20/05/2013,77.49,-0.004121062
17/05/2013,77.81,0.01254462
16/05/2013,76.84,-0.012801623
15/05/2013,77.83,-0.002181866
14/05/2013,78,0.025843916
13/05/2013,76.01,0.001579987
10/05/2013,75.89,0.006610283
09/05/2013,75.39,0.004520082
08/05/2013,75.05,0.004540606
07/05/2013,74.71,0.016192501
06/05/2013,73.51,-0.004208246
03/05/2013,73.82,0.00543332
02/05/2013,73.42,0.015787273
01/05/2013,72.27,-0.008953845
30/04/2013,72.92,0.000274311
29/04/2013,72.9,0.000411607
26/04/2013,72.87,-0.012003964
25/04/2013,73.75,0.005711193
24/04/2013,73.33,0.056092089
23/04/2013,69.33,0.015700279
22/04/2013,68.25,-0.006717315
19/04/2013,68.71,0.022519165
18/04/2013,67.18,-0.027165609
17/04/2013,69.03,-0.016237155
16/04/2013,70.16,0.02716145
15/04/2013,68.28,-0.021873835
12/04/2013,69.79,-0.003861285
11/04/2013,70.06,0.00860097
10/04/2013,69.46,0.014209315
09/04/2013,68.48,0.011160175
08/04/2013,67.72,-0.003979078
05/04/2013,67.99,-0.007327114
04/04/2013,68.49,0.004976591
03/04/2013,68.15,-0.004538475
02/04/2013,68.46,0.015011319
01/04/2013,67.44,0.018104781
28/03/2013,66.23,0.009405409
27/03/2013,65.61,0.013039995
26/03/2013,64.76,0.010087771
25/03/2013,64.11,0.001248634
22/03/2013,64.03,0.006266666
21/03/2013,63.63,-0.006110477
20/03/2013,64.02,-0.004519606
19/03/2013,64.31,-0.003724977
18/03/2013,64.55,-0.006639413
15/03/2013,64.98,-0.003073143
14/03/2013,65.18,0.005229977
13/03/2013,64.84,0.010854503
12/03/2013,64.14,0.010185781
11/03/2013,63.49,0.00727161
08/03/2013,63.03,0.005249356
07/03/2013,62.7,0.002874942
06/03/2013,62.52,0.004006737
05/03/2013,62.27,0.007252832
04/03/2013,61.82,-0.000970089
01/03/2013,61.88,-0.004836379
28/02/2013,62.18,-0.004492947
27/02/2013,62.46,0.010137668
26/02/2013,61.83,0.006002127
25/02/2013,61.46,-0.007456673
22/02/2013,61.92,-0.012677695
21/02/2013,62.71,0.002075186
20/02/2013,62.58,-0.003031514
19/02/2013,62.77,0.001115805
15/02/2013,62.7,-0.009365891
14/02/2013,63.29,0.004592612
13/02/2013,63,-0.046671519
12/02/2013,66.01,0
11/02/2013,66.01,-0.004081947
08/02/2013,66.28,0.008789267
07/02/2013,65.7,0.004423774
06/02/2013,65.41,-0.006552404
05/02/2013,65.84,0.015613359
04/02/2013,64.82,-0.00768407
01/02/2013,65.32,0.00768407
31/01/2013,64.82,-0.008755144
30/01/2013,65.39,-0.008527538
29/01/2013,65.95,-0.001666541
28/01/2013,66.06,-0.001663768
25/01/2013,66.17,0.007280481
24/01/2013,65.69,0.013178248
23/01/2013,64.83,0.016015269
22/01/2013,63.8,0.016594612
18/01/2013,62.75,0.005272841
17/01/2013,62.42,0.009173638
16/01/2013,61.85,-0.018581345
15/01/2013,63.01,0.009087348
14/01/2013,62.44,0.01111212
11/01/2013,61.75,-0.007903904
10/01/2013,62.24,0.003057368
09/01/2013,62.05,0.032429963
08/01/2013,60.07,0.005508736
07/01/2013,59.74,0.007561155
04/01/2013,59.29,0.006090359
03/01/2013,58.93,-0.033211229
02/01/2013,60.92,0
31/12/2012,60.92,0.017051982
28/12/2012,59.89,-0.009803186
27/12/2012,60.48,-0.01101713
26/12/2012,61.15,0.001309115
24/12/2012,61.07,-0.003922215
21/12/2012,61.31,-0.003256801
20/12/2012,61.51,0.025355326
19/12/2012,59.97,-0.009955284
18/12/2012,60.57,0.008955284
17/12/2012,60.03,0.025988638
14/12/2012,58.49,-0.00902057
13/12/2012,59.02,-0.00372062
12/12/2012,59.24,0.005925692
11/12/2012,58.89,0.011614136
10/12/2012,58.21,0.007414466
07/12/2012,57.78,0.020280415
06/12/2012,56.62,0.009226467
05/12/2012,56.1,0.007514797
04/12/2012,55.68,-0.007158227
03/12/2012,56.08,0.003214863
30/11/2012,55.9,0.004662013
29/11/2012,55.64,0.015759768
28/11/2012,54.77,-0.003644983
27/11/2012,54.97,-0.007250349
26/11/2012,55.37,-0.012384615
23/11/2012,56.06,0.008779058
21/11/2012,55.57,-0.000899362
20/11/2012,55.62,-0.005736839
19/11/2012,55.94,0.014222942
16/11/2012,55.15,0.00929053
15/11/2012,54.64,0.005689655
14/11/2012,54.33,-0.02130646
13/11/2012,55.5,-0.006286505
12/11/2012,55.85,-0.005535234
09/11/2012,56.16,0.002674513
08/11/2012,56.01,-0.032323207
07/11/2012,57.85,-0.056293736
06/11/2012,61.2,0.00573537
05/11/2012,60.85,-0.004754497
02/11/2012,61.14,-0.00960372
01/11/2012,61.73,0.006990193
31/10/2012,61.3,0.000163145
26/10/2012,61.29,-0.015220501
25/10/2012,62.23,0.010500056
24/10/2012,61.58,-0.004698267
23/10/2012,61.87,-0.018575394
22/10/2012,63.03,0.019383867
19/10/2012,61.82,-0.017796061
18/10/2012,62.93,0.019090978
17/10/2012,61.74,-0.004524895
16/10/2012,62.02,-0.005787798
15/10/2012,62.38,0.008856028
12/10/2012,61.83,-0.015407142
11/10/2012,62.79,0.020108455
10/10/2012,61.54,-0.007769544
09/10/2012,62.02,0.004362938
08/10/2012,61.75,0.008620042
05/10/2012,61.22,-0.015237773
04/10/2012,62.16,0.033535489
03/10/2012,60.11,-0.005805772
02/10/2012,60.46,0.041883866
01/10/2012,57.98,-0.000517286
28/09/2012,58.01,-0.00103377
