Date,Close,WLP
27/09/2012,58.07,0.007432408
26/09/2012,57.64,-0.014468044
25/09/2012,58.48,-0.000170984
24/09/2012,58.49,-0.013078743
21/09/2012,59.26,0.005075294
20/09/2012,58.96,-0.001186541
19/09/2012,59.03,0.002034934
18/09/2012,58.91,0.001698947
17/09/2012,58.81,0.00785255
14/09/2012,58.35,0.00274584
13/09/2012,58.19,-0.000343643
12/09/2012,58.21,-0.007530414
11/09/2012,58.65,-0.013548048
10/09/2012,59.45,-0.014030629
07/09/2012,60.29,0.00949928
06/09/2012,59.72,0.009590382
05/09/2012,59.15,-0.004049272
04/09/2012,59.39,-0.008049683
31/08/2012,59.87,-0.009806444
30/08/2012,60.46,-0.021921375
29/08/2012,61.8,0.074033292
28/08/2012,57.39,-0.013327761
27/08/2012,58.16,0.008634141
24/08/2012,57.66,-0.001213277
23/08/2012,57.73,-0.014445651
22/08/2012,58.57,0.022445694
21/08/2012,57.27,-0.001918884
20/08/2012,57.38,0.002093511
17/08/2012,57.26,-0.010078278
16/08/2012,57.84,0.000691802
15/08/2012,57.8,0.015693435
14/08/2012,56.9,0.000175762
13/08/2012,56.89,-0.017770502
10/08/2012,57.91,0.019529827
09/08/2012,56.79,-0.011380671
08/08/2012,57.44,0.020757122
07/08/2012,56.26,0.029217588
06/08/2012,54.64,-0.007293978
03/08/2012,55.04,0.039089908
02/08/2012,52.93,-0.021309218
01/08/2012,54.07,0.014530807
31/07/2012,53.29,-0.03557651
30/07/2012,55.22,0.00181258
27/07/2012,55.12,0.031889164
26/07/2012,53.39,-0.011545752
25/07/2012,54.01,-0.1285663
24/07/2012,61.42,-0.006329649
23/07/2012,61.81,-0.002101011
20/07/2012,61.94,-0.012195273
19/07/2012,62.7,-0.007942854
18/07/2012,63.2,0.00412241
17/07/2012,62.94,0.015531495
16/07/2012,61.97,-0.006273647
13/07/2012,62.36,0.020903297
12/07/2012,61.07,-0.01155894
11/07/2012,61.78,0.010413371
10/07/2012,61.14,-0.013161292
09/07/2012,61.95,0.033484172
06/07/2012,59.91,-0.022120413
05/07/2012,61.25,-0.000489676
03/07/2012,61.28,-0.01586564
02/07/2012,62.26,-0.024277273
29/06/2012,63.79,-0.032542003
28/06/2012,65.9,-0.053044416
27/06/2012,69.49,0.005628127
26/06/2012,69.1,0.002173127
25/06/2012,68.95,-0.011679175
22/06/2012,69.76,0.004309732
21/06/2012,69.46,-0.019955052
20/06/2012,70.86,-0.014291962
19/06/2012,71.88,0.007540882
18/06/2012,71.34,0.008021998
15/06/2012,70.77,0.013801172
14/06/2012,69.8,0.015302738
13/06/2012,68.74,-0.010563733
12/06/2012,69.47,0.006643583
11/06/2012,69.01,-0.000869061
08/06/2012,69.07,0.026406111
07/06/2012,67.27,0
06/06/2012,67.27,0.016487184
05/06/2012,66.17,0.010940696
04/06/2012,65.45,-0.013807973
01/06/2012,66.36,-0.015402174
31/05/2012,67.39,-0.009599129
30/05/2012,68.04,-0.011689204
29/05/2012,68.84,0.013748937
25/05/2012,67.9,0.001178898
24/05/2012,67.82,0.01620251
23/05/2012,66.73,-0.005678437
22/05/2012,67.11,0.003134097
21/05/2012,66.9,0.027581685
18/05/2012,65.08,-0.020832503
17/05/2012,66.45,0.018070494
16/05/2012,65.26,-0.005501236
15/05/2012,65.62,-0.006985602
14/05/2012,66.08,-0.000453892
11/05/2012,66.11,0.002574784
10/05/2012,65.94,0.00258143
09/05/2012,65.77,-0.016736161
08/05/2012,66.88,0.004195391
07/05/2012,66.6,0.005118181
04/05/2012,66.26,-0.01557384
03/05/2012,67.3,-0.021898149
02/05/2012,68.79,0.005539373
01/05/2012,68.41,0.008661876
30/04/2012,67.82,-0.01187262
27/04/2012,68.63,-0.01043639
26/04/2012,69.35,-0.015027116
25/04/2012,70.4,-0.005100606
24/04/2012,70.76,0.002405378
23/04/2012,70.59,-0.001274156
20/04/2012,70.68,0.000849257
19/04/2012,70.62,0.020746148
18/04/2012,69.17,-0.011356408
17/04/2012,69.96,0.017737865
16/04/2012,68.73,-0.00753736
13/04/2012,69.25,-0.010772097
12/04/2012,70,0.006593115
11/04/2012,69.54,0.003890215
10/04/2012,69.27,-0.018026239
09/04/2012,70.53,-0.025891867
05/04/2012,72.38,0.00359862
04/04/2012,72.12,-0.007184336
03/04/2012,72.64,-0.004258541
02/04/2012,72.95,-0.011584457
30/03/2012,73.8,0.029984367
29/03/2012,71.62,0.022879123
28/03/2012,70,0.023414858
27/03/2012,68.38,-0.003649373
26/03/2012,68.63,0.028824699
23/03/2012,66.68,0.004358615
22/03/2012,66.39,0.000602682
21/03/2012,66.35,-0.00765712
20/03/2012,66.86,-0.012042069
19/03/2012,67.67,0.005037048
16/03/2012,67.33,0.005809207
15/03/2012,66.94,-0.004174127
14/03/2012,67.22,0.032814617
13/03/2012,65.05,0.016116884
12/03/2012,64.01,-0.013500089
09/03/2012,64.88,0.007270509
08/03/2012,64.41,0.008888947
07/03/2012,63.84,-0.007801569
06/03/2012,64.34,-0.013124561
05/03/2012,65.19,-0.009009758
02/03/2012,65.78,-0.006817692
01/03/2012,66.23,0.009100624
29/02/2012,65.63,0.001372265
28/02/2012,65.54,-0.003807208
27/02/2012,65.79,-0.00485217
24/02/2012,66.11,-0.001662511
23/02/2012,66.22,0.001813785
22/02/2012,66.1,-0.004377696
21/02/2012,66.39,0.005134412
17/02/2012,66.05,-0.002721502
16/02/2012,66.23,0.016441229
15/02/2012,65.15,-0.008254403
14/02/2012,65.69,0.015803935
13/02/2012,64.66,0.007606961
10/02/2012,64.17,-0.007452293
09/02/2012,64.65,-0.002780354
08/02/2012,64.83,-0.002618811
07/02/2012,65,0.009739584
06/02/2012,64.37,-0.010815927
03/02/2012,65.07,-0.00138217
02/02/2012,65.16,-0.014776718
01/02/2012,66.13,0.027751877
31/01/2012,64.32,-0.001708738
30/01/2012,64.43,-0.015248659
27/01/2012,65.42,0.017268391
26/01/2012,64.3,-0.027609116
25/01/2012,66.1,-0.048718121
24/01/2012,69.4,-0.025325013
23/01/2012,71.18,-0.008394006
20/01/2012,71.78,-0.002087538
19/01/2012,71.93,-0.003331023
18/01/2012,72.17,-0.007866992
17/01/2012,72.74,0.011476102
13/01/2012,71.91,0.001391595
12/01/2012,71.81,-0.010527871
11/01/2012,72.57,0.004973073
10/01/2012,72.21,0.01436666
09/01/2012,71.18,0.006342069
06/01/2012,70.73,0.031890091
05/01/2012,68.51,0.007766176
04/01/2012,67.98,0.005457643
03/01/2012,67.61,0.020320436
30/12/2011,66.25,-0.009314971
29/12/2011,66.87,0.005247782
28/12/2011,66.52,-0.020975109
27/12/2011,67.93,-0.001764966
23/12/2011,68.05,0.018839095
22/12/2011,66.78,0.016609169
21/12/2011,65.68,0.003202443
20/12/2011,65.47,0.028349819
19/12/2011,63.64,-0.02037554
16/12/2011,64.95,0.006952519
15/12/2011,64.5,0.015310407
14/12/2011,63.52,-0.017478597
13/12/2011,64.64,-0.011535927
12/12/2011,65.39,-0.016832606
09/12/2011,66.5,0.006335818
08/12/2011,66.08,-0.036113591
07/12/2011,68.51,0.004388538
06/12/2011,68.21,-0.004388538
05/12/2011,68.51,-0.005821585
02/12/2011,68.91,-0.016836141
01/12/2011,70.08,-0.006684232
30/11/2011,70.55,0.045379968
29/11/2011,67.42,0.020226924
28/11/2011,66.07,0.036530223
25/11/2011,63.7,-0.008285829
23/11/2011,64.23,-0.039980912
22/11/2011,66.85,-0.002390558
21/11/2011,67.01,-0.022283811
18/11/2011,68.52,0.00380173
17/11/2011,68.26,0.001759531
16/11/2011,68.14,-0.027502095
15/11/2011,70.04,-0.003705291
14/11/2011,70.3,-0.006380738
11/11/2011,70.75,0.031297415
10/11/2011,68.57,0.023759695
09/11/2011,66.96,-0.02754427
08/11/2011,68.83,0.010662483
07/11/2011,68.1,0.010035503
04/11/2011,67.42,-0.006210282
03/11/2011,67.84,-0.002208644
02/11/2011,67.99,0.017807267
01/11/2011,66.79,-0.031102809
31/10/2011,68.9,0.003198142
28/10/2011,68.68,-0.027288782
27/10/2011,70.58,0.014269649
26/10/2011,69.58,0.03778455
25/10/2011,67,-0.021410932
24/10/2011,68.45,0.026648505
21/10/2011,66.65,0.021229
20/10/2011,65.25,0.005378422
19/10/2011,64.9,0.01302748
18/10/2011,64.06,-0.023907979
17/10/2011,65.61,-0.022008727
14/10/2011,67.07,0.015324819
13/10/2011,66.05,-0.014280588
12/10/2011,67,0.000149265
11/10/2011,66.99,-0.008028589
10/10/2011,67.53,0.026104092
07/10/2011,65.79,0.012696155
06/10/2011,64.96,0.015670168
05/10/2011,63.95,0.014490724
04/10/2011,63.03,0.011328402
03/10/2011,62.32,-0.046403309
30/09/2011,65.28,-0.001377727
29/09/2011,65.37,0.008294978
28/09/2011,64.83,-0.033819282
27/09/2011,67.06,0.018815939
26/09/2011,65.81,0.027107774
23/09/2011,64.05,0.006578971
22/09/2011,63.63,-0.023453743
21/09/2011,65.14,-0.032026906
20/09/2011,67.26,0.002381662
19/09/2011,67.1,-0.008902136
16/09/2011,67.7,0.005183277
15/09/2011,67.35,0.013001752
14/09/2011,66.48,0.008914466
13/09/2011,65.89,0.038838331
12/09/2011,63.38,0.025083191
09/09/2011,61.81,-0.021922632
08/09/2011,63.18,-0.015080399
07/09/2011,64.14,0.035548015
06/09/2011,61.9,-0.004674035
02/09/2011,62.19,-0.020845691
01/09/2011,63.5,0.003154577
31/08/2011,63.3,0.008248778
30/08/2011,62.78,0.005750815
29/08/2011,62.42,0.032400066
26/08/2011,60.43,0.014165723
25/08/2011,59.58,-0.019282512
24/08/2011,60.74,0.020962338
23/08/2011,59.48,0.032638523
22/08/2011,57.57,-0.008991933
19/08/2011,58.09,-0.014356767
18/08/2011,58.93,-0.04739124
17/08/2011,61.79,-0.004198973
16/08/2011,62.05,-0.003860388
15/08/2011,62.29,0.031142975
12/08/2011,60.38,-0.005450505
11/08/2011,60.71,0.058506129
10/08/2011,57.26,-0.050900273
09/08/2011,60.25,0.055275881
08/08/2011,57.01,-0.083100917
05/08/2011,61.95,-0.004991557
04/08/2011,62.26,-0.038905608
03/08/2011,64.73,0.012279629
02/08/2011,63.94,-0.023188549
01/08/2011,65.44,-0.031734372
29/07/2011,67.55,-0.012358551
28/07/2011,68.39,-0.004522584
27/07/2011,68.7,-0.068352201
26/07/2011,73.56,-0.003392824
25/07/2011,73.81,-0.008096118
22/07/2011,74.41,-0.003220183
21/07/2011,74.65,0.013486381
20/07/2011,73.65,0.001494667
19/07/2011,73.54,-0.009608302
18/07/2011,74.25,-0.008716113
15/07/2011,74.9,-0.021920857
14/07/2011,76.56,-0.001566171
13/07/2011,76.68,0.009565689
12/07/2011,75.95,0.009791028
11/07/2011,75.21,-0.036424626
08/07/2011,78,-0.003455561
07/07/2011,78.27,-0.021487177
06/07/2011,79.97,-0.003121296
05/07/2011,80.22,-0.007080335
01/07/2011,80.79,0.025320982
30/06/2011,78.77,-0.00557034
29/06/2011,79.21,0.001516109
28/06/2011,79.09,0.016830692
27/06/2011,77.77,0.005673774
24/06/2011,77.33,-0.005030646
23/06/2011,77.72,-0.001157333
22/06/2011,77.81,-0.018337455
21/06/2011,79.25,0.00709133
20/06/2011,78.69,0.031629823
17/06/2011,76.24,-0.000393417
16/06/2011,76.27,0.001180715
15/06/2011,76.18,-0.020270964
14/06/2011,77.74,0.02092752
13/06/2011,76.13,-0.002754642
10/06/2011,76.34,-0.018301504
09/06/2011,77.75,0.029101029
08/06/2011,75.52,-0.008701439
07/06/2011,76.18,0.009761323
06/06/2011,75.44,-0.01630328
03/06/2011,76.68,-0.017067909
02/06/2011,78,0.010698046
01/06/2011,77.17,-0.012875162
31/05/2011,78.17,0.00757628
27/05/2011,77.58,0.002064517
26/05/2011,77.42,0.00882206
25/05/2011,76.74,-0.010370847
24/05/2011,77.54,-0.020424504
23/05/2011,79.14,-0.01741135
20/05/2011,80.53,-0.015402929
19/05/2011,81.78,0.005640726
18/05/2011,81.32,0.016615385
17/05/2011,79.98,-0.00970519
16/05/2011,80.76,0.006335031
13/05/2011,80.25,0.003120127
12/05/2011,80,0.00740233
11/05/2011,79.41,-0.005149795
10/05/2011,79.82,0.000250595
09/05/2011,79.8,0.02332763
06/05/2011,77.96,0.006046979
05/05/2011,77.49,0.003749439
04/05/2011,77.2,0
03/05/2011,77.2,0.000259101
02/05/2011,77.18,0.005065933
29/04/2011,76.79,0.003130301
28/04/2011,76.55,0.013281805
27/04/2011,75.54,0.03461392
26/04/2011,72.97,0.010469857
25/04/2011,72.21,-0.000830565
21/04/2011,72.27,0.04066634
20/04/2011,69.39,0.005926157
19/04/2011,68.98,0.013426938
18/04/2011,68.06,-0.01964128
15/04/2011,69.41,-0.001439678
14/04/2011,69.51,0.005192569
13/04/2011,69.15,-0.008495983
12/04/2011,69.74,0.007050896
11/04/2011,69.25,0.004341541
08/04/2011,68.95,-0.001738879
07/04/2011,69.07,0.003190258
06/04/2011,68.85,-0.009108716
05/04/2011,69.48,-0.016132836
04/04/2011,70.61,-0.001980759
01/04/2011,70.75,0.013661803
31/03/2011,69.79,0.002008033
30/03/2011,69.65,0.004316553
29/03/2011,69.35,0.00563952
28/03/2011,68.96,-0.005495314
25/03/2011,69.34,0.008254337
24/03/2011,68.77,0.025478147
23/03/2011,67.04,-0.006393598
22/03/2011,67.47,0.005648053
21/03/2011,67.09,0.006579955
18/03/2011,66.65,0.009951831
17/03/2011,65.99,-0.007097048
16/03/2011,66.46,-0.014193112
15/03/2011,67.41,0.006548617
14/03/2011,66.97,-0.014968786
11/03/2011,67.98,-0.006890007
10/03/2011,68.45,-0.013783316
09/03/2011,69.4,0.015537959
08/03/2011,68.33,0.00616561
07/03/2011,67.91,-0.001177336
04/03/2011,67.99,-0.011843109
03/03/2011,68.8,0.029350975
02/03/2011,66.81,0.012501104
01/03/2011,65.98,-0.007399052
28/02/2011,66.47,-0.000751936
25/02/2011,66.52,0.006485205
24/02/2011,66.09,0.017707683
23/02/2011,64.93,-0.005529119
22/02/2011,65.29,-0.031806133
18/02/2011,67.4,0.002822972
17/02/2011,67.21,0.012576899
16/02/2011,66.37,0.00649991
15/02/2011,65.94,0
14/02/2011,65.94,0.010519191
11/02/2011,65.25,-0.001684404
10/02/2011,65.36,0.001684404
09/02/2011,65.25,-0.000459664
08/02/2011,65.28,0.018085353
07/02/2011,64.11,-0.014863256
04/02/2011,65.07,0.010505272
03/02/2011,64.39,-0.001396757
02/02/2011,64.48,0.011385914
01/02/2011,63.75,0.025901186
31/01/2011,62.12,-0.008655287
28/01/2011,62.66,-0.026769037
27/01/2011,64.36,0.028526085
26/01/2011,62.55,0.013682306
