Date,Close,PCAR
09/01/2014,59,0.000508604
08/01/2014,58.97,-0.002540437
07/01/2014,59.12,-0.000676361
06/01/2014,59.16,0.008999127
03/01/2014,58.63,0.002048831
02/01/2014,58.51,-0.011216977
31/12/2013,59.17,0.005592761
30/12/2013,58.84,0.006308094
27/12/2013,58.47,-0.004266582
26/12/2013,58.72,0.009926489
24/12/2013,58.14,0.005346223
23/12/2013,57.83,0.003637943
20/12/2013,57.62,0.005743641
19/12/2013,57.29,-0.007650881
18/12/2013,57.73,-0.002076485
17/12/2013,57.85,0.009378325
16/12/2013,57.31,0.020270369
13/12/2013,56.16,0.002139038
12/12/2013,56.04,-0.001070091
11/12/2013,56.1,-0.017668304
10/12/2013,57.1,0.004036155
09/12/2013,56.87,-0.001405729
06/12/2013,56.95,0.023990489
05/12/2013,55.6,0.001259786
04/12/2013,55.53,-0.01377112
03/12/2013,56.3,-0.014634838
02/12/2013,57.13,-0.003145756
29/11/2013,57.31,0.000523606
27/11/2013,57.28,0.005777833
26/11/2013,56.95,0.003870519
25/11/2013,56.73,0.001587722
22/11/2013,56.64,0.00584331
21/11/2013,56.31,0.019003799
20/11/2013,55.25,-0.005595177
19/11/2013,55.56,-0.014650968
18/11/2013,56.38,-0.010936782
15/11/2013,57,0
14/11/2013,57,0.007218977
13/11/2013,56.59,-0.003880075
12/11/2013,56.81,-0.003338901
11/11/2013,57,0.002810965
08/11/2013,56.84,0.014174582
07/11/2013,56.04,-0.015053857
06/11/2013,56.89,-0.006308064
05/11/2013,57.25,0.011948833
04/11/2013,56.57,0.006206244
01/11/2013,56.22,0.011089364
31/10/2013,55.6,0.000539714
30/10/2013,55.57,-0.018895393
29/10/2013,56.63,-0.027518281
28/10/2013,58.21,-0.005823929
25/10/2013,58.55,0.001367288
24/10/2013,58.47,0.004628447
23/10/2013,58.2,-0.003601753
22/10/2013,58.41,0.012923416
21/10/2013,57.66,0.00173581
18/10/2013,57.56,0.002086957
17/10/2013,57.44,0.008567235
16/10/2013,56.95,0.01753654
15/10/2013,55.96,-0.011018416
14/10/2013,56.58,0.006738809
11/10/2013,56.2,0.008757093
10/10/2013,55.71,0.02674102
09/10/2013,54.24,0.00313914
08/10/2013,54.07,-0.015598078
07/10/2013,54.92,-0.010865735
04/10/2013,55.52,0.002886005
03/10/2013,55.36,-0.006481838
02/10/2013,55.72,-0.000358873
01/10/2013,55.74,0.001436266
30/09/2013,55.66,-0.002512113
27/09/2013,55.8,-0.011404258
26/09/2013,56.44,0.000531679
25/09/2013,56.41,-0.006361569
24/09/2013,56.77,-0.009641586
23/09/2013,57.32,-0.005740644
20/09/2013,57.65,-0.006914461
19/09/2013,58.05,0.00622086
18/09/2013,57.69,0.012559035
17/09/2013,56.97,0
16/09/2013,56.97,0.012185581
13/09/2013,56.28,0.005344748
12/09/2013,55.98,-0.001606426
11/09/2013,56.07,0.001606426
10/09/2013,55.98,0.015300451
09/09/2013,55.13,0.016275389
06/09/2013,54.24,-0.006615239
05/09/2013,54.6,0.009384557
04/09/2013,54.09,0.009846805
03/09/2013,53.56,-0.000933097
30/08/2013,53.61,-0.007248429
29/08/2013,54,0.000741015
28/08/2013,53.96,0.007440511
27/08/2013,53.56,-0.023070138
26/08/2013,54.81,-0.007271437
23/08/2013,55.21,-0.000543232
22/08/2013,55.24,0.018453068
21/08/2013,54.23,-0.011003229
20/08/2013,54.83,0.007689529
19/08/2013,54.41,-0.006046743
16/08/2013,54.74,-0.001825151
15/08/2013,54.84,-0.016995528
14/08/2013,55.78,-0.010876456
13/08/2013,56.39,0.000532151
12/08/2013,56.36,0.007658778
09/08/2013,55.93,-0.001429337
08/08/2013,56.01,0.005550099
07/08/2013,55.7,-0.007690282
06/08/2013,56.13,-0.004444057
05/08/2013,56.38,-0.009883596
02/08/2013,56.94,0.002109705
01/08/2013,56.82,0.009726843
31/07/2013,56.27,-0.001598154
30/07/2013,56.36,0.005515538
29/07/2013,56.05,-0.000891663
26/07/2013,56.1,-0.000534616
25/07/2013,56.13,-0.001246328
24/07/2013,56.2,-0.018510886
23/07/2013,57.25,-0.009734129
22/07/2013,57.81,0.003118506
19/07/2013,57.63,0.001562907
18/07/2013,57.54,0.010131091
17/07/2013,56.96,0.003693611
16/07/2013,56.75,-0.007198697
15/07/2013,57.16,0.008962366
12/07/2013,56.65,-0.002996389
11/07/2013,56.82,0.036745778
10/07/2013,54.77,-0.003463049
09/07/2013,54.96,0.006754932
08/07/2013,54.59,0.004038185
05/07/2013,54.37,0.016691782
03/07/2013,53.47,-0.00856616
02/07/2013,53.93,-0.005916083
01/07/2013,54.25,0.010935147
28/06/2013,53.66,0.000559232
27/06/2013,53.63,0.018822314
26/06/2013,52.63,0.01435294
25/06/2013,51.88,0.01436639
24/06/2013,51.14,-0.023002851
21/06/2013,52.33,0.002295773
20/06/2013,52.21,-0.030371098
19/06/2013,53.82,-0.012739026
18/06/2013,54.51,0.011996084
17/06/2013,53.86,0.011953822
14/06/2013,53.22,-0.012696212
13/06/2013,53.9,0.023464239
12/06/2013,52.65,-0.01302028
11/06/2013,53.34,-0.013962807
10/06/2013,54.09,-0.004795288
07/06/2013,54.35,0.018758095
06/06/2013,53.34,0.010554188
05/06/2013,52.78,-0.019698601
04/06/2013,53.83,0.002045561
03/06/2013,53.72,0.002236304
31/05/2013,53.6,-0.010578182
30/05/2013,54.17,0.003698913
29/05/2013,53.97,0
28/05/2013,53.97,0.011554359
24/05/2013,53.35,-0.011369054
23/05/2013,53.96,-0.002960772
22/05/2013,54.12,-0.009379379
21/05/2013,54.63,0.001282169
20/05/2013,54.56,0.000366636
17/05/2013,54.54,0.03299153
16/05/2013,52.77,-0.008115549
15/05/2013,53.2,0.005466039
14/05/2013,52.91,0.00911341
13/05/2013,52.43,-0.003427269
10/05/2013,52.61,-0.001519468
09/05/2013,52.69,-0.009444725
08/05/2013,53.19,0.013628831
07/05/2013,52.47,0.009574949
06/05/2013,51.97,-0.010908155
03/05/2013,52.54,0.031908344
02/05/2013,50.89,0.027087894
01/05/2013,49.53,-0.00503475
30/04/2013,49.78,-0.001003915
29/04/2013,49.83,0.006240584
26/04/2013,49.52,-0.006039881
25/04/2013,49.82,0.016800314
24/04/2013,48.99,0.004705891
23/04/2013,48.76,-0.005725987
22/04/2013,49.04,0.017277271
19/04/2013,48.2,0.017158822
18/04/2013,47.38,-0.004002112
17/04/2013,47.57,-0.022449498
16/04/2013,48.65,0.013242486
15/04/2013,48.01,-0.045203135
12/04/2013,50.23,-0.006350488
11/04/2013,50.55,0.007944431
10/04/2013,50.15,0.023198216
09/04/2013,49,0.01625383
08/04/2013,48.21,0.000414938
05/04/2013,48.19,-0.00414165
04/04/2013,48.39,-0.004741788
03/04/2013,48.62,-0.032577489
02/04/2013,50.23,0.006391074
01/04/2013,49.91,-0.012939366
28/03/2013,50.56,0.008541119
27/03/2013,50.13,-0.000398883
26/03/2013,50.15,0.014056456
25/03/2013,49.45,-0.011860628
22/03/2013,50.04,0.008630259
21/03/2013,49.61,-0.007830579
20/03/2013,50,0.0010005
19/03/2013,49.95,-0.007380107
18/03/2013,50.32,-0.012638399
15/03/2013,50.96,-0.00235202
14/03/2013,51.08,0.007269901
13/03/2013,50.71,0.010108103
12/03/2013,50.2,-0.013258332
11/03/2013,50.87,0.008092416
08/03/2013,50.46,0.021230519
07/03/2013,49.4,0.018799082
06/03/2013,48.48,0.002478316
05/03/2013,48.36,0.031935487
04/03/2013,46.84,-0.002771561
01/03/2013,46.97,-0.010167425
28/02/2013,47.45,0.00021077
27/02/2013,47.44,0.01829449
26/02/2013,46.58,0.008191466
25/02/2013,46.2,-0.014184635
22/02/2013,46.86,0.003634424
21/02/2013,46.69,-0.01340303
20/02/2013,47.32,-0.023805676
19/02/2013,48.46,0.00766446
15/02/2013,48.09,-0.001662165
14/02/2013,48.17,0.002702423
13/02/2013,48.04,0.002292384
12/02/2013,47.93,0.002925201
11/02/2013,47.79,0.006086702
08/02/2013,47.5,0.007183635
07/02/2013,47.16,-0.013688747
06/02/2013,47.81,0.004402061
05/02/2013,47.6,0.013323661
04/02/2013,46.97,-0.012272689
01/02/2013,47.55,0.010358406
31/01/2013,47.06,-0.022897755
30/01/2013,48.15,-0.008273056
29/01/2013,48.55,0.007857774
28/01/2013,48.17,-0.001244813
25/01/2013,48.23,0.009583407
24/01/2013,47.77,0.033634503
23/01/2013,46.19,-0.006043619
22/01/2013,46.47,0.002154245
18/01/2013,46.37,-0.001723767
17/01/2013,46.45,0.015403277
16/01/2013,45.74,-0.007839761
15/01/2013,46.1,-0.001950374
14/01/2013,46.19,0.003469967
11/01/2013,46.03,0.000434594
10/01/2013,46.01,0.008293369
09/01/2013,45.63,-0.005681833
08/01/2013,45.89,-0.008678727
07/01/2013,46.29,-0.010957248
04/01/2013,46.8,0.010093503
03/01/2013,46.33,-0.004522458
02/01/2013,46.54,0.028993857
31/12/2012,45.21,0.017403384
28/12/2012,44.43,-0.004267272
27/12/2012,44.62,-0.003356083
26/12/2012,44.77,0.002236137
24/12/2012,44.67,-0.003798463
21/12/2012,44.84,-0.003117348
20/12/2012,44.98,0.00088968
19/12/2012,44.94,-0.00088968
18/12/2012,44.98,0.015007561
17/12/2012,44.31,0.009068301
14/12/2012,43.91,0.000227764
13/12/2012,43.9,-0.016715998
12/12/2012,44.64,-0.013572352
11/12/2012,45.25,0.016488787
10/12/2012,44.51,0.01516724
07/12/2012,43.84,0.012624981
06/12/2012,43.29,-0.01717665
05/12/2012,44.04,0.013947865
04/12/2012,43.43,-0.001150616
03/12/2012,43.48,-0.010524005
30/11/2012,43.94,-0.005447131
29/11/2012,44.18,0.000905797
28/11/2012,44.14,0.022220591
27/11/2012,43.17,-0.002313745
26/11/2012,43.27,0.005097323
23/11/2012,43.05,0.011682376
21/11/2012,42.55,0.004475334
20/11/2012,42.36,0.000708466
19/11/2012,42.33,0.011643235
16/11/2012,41.84,0.001435064
15/11/2012,41.78,0.005039003
14/11/2012,41.57,-0.028925677
13/11/2012,42.79,-0.005825485
12/11/2012,43.04,0.000697269
09/11/2012,43.01,-0.004639303
08/11/2012,43.21,-0.009214532
07/11/2012,43.61,-0.034039125
06/11/2012,45.12,0.001552623
05/11/2012,45.05,0.000888297
02/11/2012,45.01,-0.006863749
01/11/2012,45.32,0.043980478
31/10/2012,43.37,0.000691962
26/10/2012,43.34,0.013005292
25/10/2012,42.78,0.077999448
24/10/2012,39.57,-0.023477602
23/10/2012,40.51,-0.014459264
22/10/2012,41.1,0.016930842
19/10/2012,40.41,-0.010584714
18/10/2012,40.84,-0.001712539
17/10/2012,40.91,0.001712539
16/10/2012,40.84,0.013806925
15/10/2012,40.28,0.003232627
12/10/2012,40.15,0.006246116
11/10/2012,39.9,-0.002003005
10/10/2012,39.98,-0.022506205
09/10/2012,40.89,-0.012878322
08/10/2012,41.42,0.00072455
05/10/2012,41.39,-0.005781755
04/10/2012,41.63,0.015248995
03/10/2012,41,0.004644917
02/10/2012,40.81,0.005159083
01/10/2012,40.6,0.014388737
28/09/2012,40.02,-0.003243111
27/09/2012,40.15,0.006246116
26/09/2012,39.9,-0.016159457
25/09/2012,40.55,-0.021228075
24/09/2012,41.42,-0.001447527
21/09/2012,41.48,-0.0115054
20/09/2012,41.96,-0.007597377
19/09/2012,42.28,0.003554085
18/09/2012,42.13,-0.010624583
17/09/2012,42.58,-0.010977571
14/09/2012,43.05,0.028987537
13/09/2012,41.82,0.009128096
12/09/2012,41.44,-0.00649431
11/09/2012,41.71,0.004324851
10/09/2012,41.53,-0.004324851
07/09/2012,41.71,0.016924969
06/09/2012,41.01,0.044629119
05/09/2012,39.22,0.001786398
04/09/2012,39.15,-0.019226497
31/08/2012,39.91,0.013368846
30/08/2012,39.38,-0.007841194
29/08/2012,39.69,0.00151286
28/08/2012,39.63,-0.005285026
27/08/2012,39.84,-0.010735342
24/08/2012,40.27,0.005977602
23/08/2012,40.03,-0.012166506
22/08/2012,40.52,-0.015914156
21/08/2012,41.17,-0.001698823
20/08/2012,41.24,-0.015399727
17/08/2012,41.88,0.003827756
16/08/2012,41.72,0.015215847
15/08/2012,41.09,-0.000243339
14/08/2012,41.1,-0.003158025
13/08/2012,41.23,-0.002664408
10/08/2012,41.34,0.012903405
09/08/2012,40.81,0.006638008
08/08/2012,40.54,0
07/08/2012,40.54,0.012410187
06/08/2012,40.04,0.008024115
03/08/2012,39.72,0.029380067
02/08/2012,38.57,-0.033650894
01/08/2012,39.89,-0.003003757
31/07/2012,40.01,-0.010937221
30/07/2012,40.45,-0.008615438
27/07/2012,40.8,0.054652905
26/07/2012,38.63,0.024899727
25/07/2012,37.68,-0.007930256
24/07/2012,37.98,0.005544569
23/07/2012,37.77,0.014668886
20/07/2012,37.22,-0.013874289
19/07/2012,37.74,0.003450567
18/07/2012,37.61,0.02776833
17/07/2012,36.58,-0.003275112
16/07/2012,36.7,-0.014069496
13/07/2012,37.22,0.029999523
12/07/2012,36.12,0.00583092
11/07/2012,35.91,-0.010250817
10/07/2012,36.28,-0.030671423
09/07/2012,37.41,-0.009312293
06/07/2012,37.76,-0.016025563
05/07/2012,38.37,-0.011402041
03/07/2012,38.81,0.012966987
02/07/2012,38.31,-0.022710653
29/06/2012,39.19,0.040088658
28/06/2012,37.65,-0.000531067
27/06/2012,37.67,0.001062417
26/06/2012,37.63,0.003994147
25/06/2012,37.48,-0.025551239
22/06/2012,38.45,0.001561687
21/06/2012,38.39,-0.041082445
20/06/2012,40,-0.007223845
19/06/2012,40.29,0.021829997
18/06/2012,39.42,0.000507485
15/06/2012,39.4,0.009947793
14/06/2012,39.01,0.008753918
13/06/2012,38.67,-0.019716424
12/06/2012,39.44,0.037720824
11/06/2012,37.98,-0.016710572
08/06/2012,38.62,0.021990415
07/06/2012,37.78,-0.001586882
06/06/2012,37.84,0.032772205
05/06/2012,36.62,0.019021938
04/06/2012,35.93,-0.015465649
01/06/2012,36.49,-0.029167609
31/05/2012,37.57,-0.007160885
30/05/2012,37.84,-0.031476132
29/05/2012,39.05,0.018088348
25/05/2012,38.35,-0.003903713
24/05/2012,38.5,-0.010336009
23/05/2012,38.9,0.006965074
22/05/2012,38.63,0.003111229
21/05/2012,38.51,0.02417989
18/05/2012,37.59,-0.008213055
17/05/2012,37.9,-0.025271633
16/05/2012,38.87,-0.002056027
15/05/2012,38.95,-0.011233205
14/05/2012,39.39,0.000761905
11/05/2012,39.36,-0.002283975
10/05/2012,39.45,-0.025773978
09/05/2012,40.48,-0.015443376
08/05/2012,41.11,0.001460565
07/05/2012,41.05,-0.000730549
04/05/2012,41.08,-0.02191011
03/05/2012,41.99,-0.025162997
02/05/2012,43.06,0.014267579
01/05/2012,42.45,-0.011709736
30/04/2012,42.95,-0.017997717
27/04/2012,43.73,0.014047439
26/04/2012,43.12,0.012602267
25/04/2012,42.58,0.008253791
24/04/2012,42.23,0.006652436
23/04/2012,41.95,-0.00641561
20/04/2012,42.22,-0.0068453
19/04/2012,42.51,-0.004225358
18/04/2012,42.69,-0.019715355
17/04/2012,43.54,0.011085564
16/04/2012,43.06,0.007225297
13/04/2012,42.75,-0.012552466
12/04/2012,43.29,0.019594749
11/04/2012,42.45,-0.027418074
10/04/2012,43.63,-0.021540341
09/04/2012,44.58,-0.030486125
05/04/2012,45.96,0.001088495
04/04/2012,45.91,-0.015989969
03/04/2012,46.65,-0.01044897
02/04/2012,47.14,0.006597874
30/03/2012,46.83,-0.000426985
29/03/2012,46.85,0.005135898
28/03/2012,46.61,-0.015751709
27/03/2012,47.35,-0.003794271
26/03/2012,47.53,0.022984625
23/03/2012,46.45,0.00496386
22/03/2012,46.22,-0.012470598
21/03/2012,46.8,-0.002134473
20/03/2012,46.9,-0.009337929
19/03/2012,47.34,-0.000633513
16/03/2012,47.37,-0.00798995
15/03/2012,47.75,0.008412247
14/03/2012,47.35,0.00486928
13/03/2012,47.12,0.026450311
12/03/2012,45.89,0.00087203
09/03/2012,45.85,0.012730637
08/03/2012,45.27,0.014238283
07/03/2012,44.63,0.011039878
06/03/2012,44.14,-0.019518286
05/03/2012,45.01,0.0022242
02/03/2012,44.91,-0.024632871
01/03/2012,46.03,0.000434594
29/02/2012,46.01,-0.010808579
28/02/2012,46.51,0.005389686
27/02/2012,46.26,0.009120584
24/02/2012,45.84,-0.001090156
23/02/2012,45.89,0.002836881
22/02/2012,45.76,-0.009569451
21/02/2012,46.2,0.000432994
17/02/2012,46.18,-0.007120539
16/02/2012,46.51,0.047780139
15/02/2012,44.34,0.02096704
14/02/2012,43.42,-0.014178147
13/02/2012,44.04,0.017638758
10/02/2012,43.27,-0.011260604
09/02/2012,43.76,-0.000685323
08/02/2012,43.79,-0.001825234
07/02/2012,43.87,0.001368613
06/02/2012,43.81,-0.00999327
03/02/2012,44.25,0.023089379
02/02/2012,43.24,-0.01969379
01/02/2012,44.1,-0.002265007
31/01/2012,44.2,0.000452591
30/01/2012,44.18,-0.009237421
27/01/2012,44.59,0.000897465
26/01/2012,44.55,-0.02219847
25/01/2012,45.55,0.012148134
24/01/2012,45,0.015903572
23/01/2012,44.29,0.008844598
20/01/2012,43.9,-0.000227764
19/01/2012,43.91,0.020709438
18/01/2012,43.01,0.002560821
17/01/2012,42.9,0.010780512
13/01/2012,42.44,0.003067849
12/01/2012,42.31,0.002840239
11/01/2012,42.19,0.00332384
10/01/2012,42.05,0.03459883
09/01/2012,40.62,0.011887213
06/01/2012,40.14,-0.005465852
05/01/2012,40.36,0.04329242
04/01/2012,38.65,-0.003873472
03/01/2012,38.8,0.034879634
30/12/2011,37.47,0.000266916
29/12/2011,37.46,0.016960967
28/12/2011,36.83,-0.030483644
27/12/2011,37.97,-0.000263331
23/12/2011,37.98,0.011386327
22/12/2011,37.55,0.013405026
21/12/2011,37.05,-0.006456842
20/12/2011,37.29,0.049756037
19/12/2011,35.48,-0.020642295
16/12/2011,36.22,-0.004407721
15/12/2011,36.38,-0.024437817
14/12/2011,37.28,-0.008547061
13/12/2011,37.6,-0.02831862
12/12/2011,38.68,-0.036053664
09/12/2011,40.1,0.034503676
08/12/2011,38.74,-0.026240201
07/12/2011,39.77,-0.014726336
06/12/2011,40.36,-0.004449946
05/12/2011,40.54,0.004945608
02/12/2011,40.34,-0.000247862
01/12/2011,40.35,-0.005437483
30/11/2011,40.57,0.057056924
29/11/2011,38.32,-0.005205634
28/11/2011,38.52,0.032720597
25/11/2011,37.28,0.006188638
23/11/2011,37.05,-0.02189089
22/11/2011,37.87,-0.013637767
21/11/2011,38.39,-0.019858809
18/11/2011,39.16,-0.006363774
17/11/2011,39.41,-0.022083708
16/11/2011,40.29,-0.022820276
15/11/2011,41.22,-0.001938925
14/11/2011,41.3,-0.032399213
11/11/2011,42.66,0.019169916
10/11/2011,41.85,0.001195457
09/11/2011,41.8,-0.051065996
08/11/2011,43.99,0.011661273
07/11/2011,43.48,-0.001838236
04/11/2011,43.56,-0.006407345
03/11/2011,43.84,0.02470972
02/11/2011,42.77,0.013416701
01/11/2011,42.2,-0.024345772
31/10/2011,43.24,-0.021732526
28/10/2011,44.19,0.006812015
27/10/2011,43.89,0.055752142
26/10/2011,41.51,0.000722979
25/10/2011,41.48,-0.021465169
24/10/2011,42.38,0.038975344
21/10/2011,40.76,0.018571785
20/10/2011,40.01,-0.001997504
19/10/2011,40.09,-0.005968682
18/10/2011,40.33,0.042031503
17/10/2011,38.67,-0.029807327
14/10/2011,39.84,0.026708951
13/10/2011,38.79,-0.002574667
12/10/2011,38.89,0.022361826
11/10/2011,38.03,0.01723952
10/10/2011,37.38,0.032629322
07/10/2011,36.18,-0.009353576
06/10/2011,36.52,0.025514418
05/10/2011,35.6,0.033998418
04/10/2011,34.41,0.053115109
03/10/2011,32.63,-0.035820233
30/09/2011,33.82,-0.053818194
29/09/2011,35.69,0.017809658
28/09/2011,35.06,-0.032550573
27/09/2011,36.22,0.034834983
26/09/2011,34.98,0.026652794
23/09/2011,34.06,0.018969152
22/09/2011,33.42,-0.058686603
21/09/2011,35.44,-0.047391788
20/09/2011,37.16,-0.01310004
19/09/2011,37.65,-0.011881328
16/09/2011,38.1,-0.007322208
15/09/2011,38.38,0.033111222
14/09/2011,37.13,0.02924105
13/09/2011,36.06,0.013681632
12/09/2011,35.57,0.005355897
09/09/2011,35.38,-0.031713367
08/09/2011,36.52,-0.00818112
07/09/2011,36.82,0.037353907
06/09/2011,35.47,-0.005622731
02/09/2011,35.67,-0.035526247
01/09/2011,36.96,-0.017965358
31/08/2011,37.63,-0.012937474
30/08/2011,38.12,0.003152919
29/08/2011,38,0.059638266
26/08/2011,35.8,0.012366656
25/08/2011,35.36,-0.029811373
24/08/2011,36.43,0.015212574
23/08/2011,35.88,0.048246834
22/08/2011,34.19,0.004984617
19/08/2011,34.02,-0.024965012
18/08/2011,34.88,-0.066006766
17/08/2011,37.26,-0.011209085
16/08/2011,37.68,-0.01055976
15/08/2011,38.08,0.033104999
12/08/2011,36.84,0.004079973
11/08/2011,36.69,0.021766943
10/08/2011,35.9,-0.038524092
09/08/2011,37.31,0.043550631
08/08/2011,35.72,-0.092965991
05/08/2011,39.2,0.005371544
04/08/2011,38.99,-0.027821724
03/08/2011,40.09,-0.006464468
02/08/2011,40.35,-0.04364329
01/08/2011,42.15,-0.015537036
29/07/2011,42.81,-0.008605705
28/07/2011,43.18,-0.015397294
27/07/2011,43.85,-0.026332117
26/07/2011,45.02,-0.11288434
25/07/2011,50.4,0.003577821
22/07/2011,50.22,0.001394839
21/07/2011,50.15,0.007204354
20/07/2011,49.79,0.002614381
19/07/2011,49.66,0.025906599
18/07/2011,48.39,-0.018225138
15/07/2011,49.28,0.003659284
14/07/2011,49.1,-0.023350497
13/07/2011,50.26,-0.00555557
12/07/2011,50.54,0.001782355
11/07/2011,50.45,-0.035057144
08/07/2011,52.25,-0.021583572
07/07/2011,53.39,0.033133267
06/07/2011,51.65,-0.006176433
05/07/2011,51.97,-0.001538166
01/07/2011,52.05,0.018616012
30/06/2011,51.09,0.022566278
29/06/2011,49.95,0.004414132
28/06/2011,49.73,0.016422062
27/06/2011,48.92,0.009447595
24/06/2011,48.46,-0.012916633
23/06/2011,49.09,0.007771
22/06/2011,48.71,-0.004915021
21/06/2011,48.95,0.022310366
20/06/2011,47.87,0.004186734
17/06/2011,47.67,0.033055574
16/06/2011,46.12,0.008054904
15/06/2011,45.75,-0.024612641
14/06/2011,46.89,0.030092107
13/06/2011,45.5,-0.005916529
10/06/2011,45.77,-0.025241336
09/06/2011,46.94,0.000852515
08/06/2011,46.9,-0.023183335
07/06/2011,48,0.006059991
06/06/2011,47.71,0.007151903
03/06/2011,47.37,-0.005263724
02/06/2011,47.62,-0.000209974
01/06/2011,47.63,-0.048560191
31/05/2011,50,0.011060947
27/05/2011,49.45,-0.008858524
26/05/2011,49.89,-0.005995222
25/05/2011,50.19,0.012026603
24/05/2011,49.59,0.001614531
23/05/2011,49.51,-0.020788276
20/05/2011,50.55,-0.015896714
19/05/2011,51.36,0.006837967
18/05/2011,51.01,0.017003178
17/05/2011,50.15,-0.016414885
16/05/2011,50.98,-0.013443943
13/05/2011,51.67,-0.030308238
12/05/2011,53.26,-0.001500938
11/05/2011,53.34,-0.00560854
10/05/2011,53.64,0.012191842
09/05/2011,52.99,-0.000377358
06/05/2011,53.01,0.005865119
05/05/2011,52.7,-0.010945571
04/05/2011,53.28,0.005080451
03/05/2011,53.01,-0.001319634
02/05/2011,53.08,-0.000565025
29/04/2011,53.11,-0.011978433
28/04/2011,53.75,-0.010364705
27/04/2011,54.31,0.006465341
26/04/2011,53.96,0.026477934
25/04/2011,52.55,-0.013608224
21/04/2011,53.27,-0.006921737
20/04/2011,53.64,0.027404153
19/04/2011,52.19,0.036687041
18/04/2011,50.31,-0.022017795
15/04/2011,51.43,0.028198654
14/04/2011,50,-0.002596626
13/04/2011,50.13,-0.003584233
12/04/2011,50.31,-0.008116446
11/04/2011,50.72,-0.010980502
08/04/2011,51.28,-0.029020966
07/04/2011,52.79,-0.000757432
06/04/2011,52.83,0.000757432
05/04/2011,52.79,-0.005666808
04/04/2011,53.09,-0.006570943
01/04/2011,53.44,0.020416588
31/03/2011,52.36,0.009016848
30/03/2011,51.89,0.030922229
29/03/2011,50.31,0.028426468
28/03/2011,48.9,-0.019441682
25/03/2011,49.86,0.004623588
24/03/2011,49.63,0.010940142
23/03/2011,49.09,-0.003457045
22/03/2011,49.26,-0.026048357
21/03/2011,50.56,0.042422034
18/03/2011,48.46,0.005172247
17/03/2011,48.21,0.012313627
16/03/2011,47.62,-0.008781156
15/03/2011,48.04,-0.008085459
14/03/2011,48.43,-0.006995913
11/03/2011,48.77,0.023862529
10/03/2011,47.62,-0.020164907
09/03/2011,48.59,-0.001028489
08/03/2011,48.64,0.004326781
07/03/2011,48.43,-0.015774167
04/03/2011,49.2,-0.020917899
03/03/2011,50.24,0.027443207
02/03/2011,48.88,-0.002247881
01/03/2011,48.99,-0.023003436
28/02/2011,50.13,0.000199501
25/02/2011,50.12,0.004198747
24/02/2011,49.91,0.001403509
23/02/2011,49.84,-0.023203817
22/02/2011,51.01,-0.031644547
18/02/2011,52.65,0.004568826
17/02/2011,52.41,-0.010817071
16/02/2011,52.98,0.0083397
15/02/2011,52.54,-0.004178544
14/02/2011,52.76,0.004559278
11/02/2011,52.52,0.020194936
10/02/2011,51.47,0.012315667
09/02/2011,50.84,-0.012704168
08/02/2011,51.49,0.01015039
07/02/2011,50.97,0.007285648
04/02/2011,50.6,0.00197824
03/02/2011,50.5,-0.003163308
02/02/2011,50.66,-0.025145073
01/02/2011,51.95,-0.083781914
31/01/2011,56.49,0.03000854
28/01/2011,54.82,-0.031246931
27/01/2011,56.56,0.00425231
