Date,Close,BSX
18/01/2011,7.33,-0.026919526
14/01/2011,7.53,0.008000043
13/01/2011,7.47,0.00402415
12/01/2011,7.44,-0.00402415
11/01/2011,7.47,0.010767264
10/01/2011,7.39,0.014996873
07/01/2011,7.28,-0.017699577
06/01/2011,7.41,-0.016064603
05/01/2011,7.53,0.00666225
04/01/2011,7.48,-0.015915455
03/01/2011,7.6,0.00395518
31/12/2010,7.57,-0.019621297
30/12/2010,7.72,-0.00516797
29/12/2010,7.76,-0.00770222
28/12/2010,7.82,0.015464226
27/12/2010,7.7,0
23/12/2010,7.7,-0.001297859
22/12/2010,7.71,-0.017995344
21/12/2010,7.85,0.003828977
20/12/2010,7.82,0.021978907
17/12/2010,7.65,0.057850695
16/12/2010,7.22,0.035239728
15/12/2010,6.97,-0.009992945
14/12/2010,7.04,-0.00707717
13/12/2010,7.09,-0.002816903
10/12/2010,7.11,0.034338138
09/12/2010,6.87,0.029544246
08/12/2010,6.67,0.00752449
07/12/2010,6.62,-0.009022618
06/12/2010,6.68,-0.022206686
03/12/2010,6.83,0.023704814
02/12/2010,6.67,0.022745484
01/12/2010,6.52,0.015456258
30/11/2010,6.42,-0.012384059
29/11/2010,6.5,-0.012232568
26/11/2010,6.58,-0.022540398
24/11/2010,6.73,0.024061311
23/11/2010,6.57,-0.013605652
22/11/2010,6.66,-0.016381602
19/11/2010,6.77,0.031510484
18/11/2010,6.56,0
17/11/2010,6.56,0.006116227
16/11/2010,6.52,-0.025739498
15/11/2010,6.69,-0.007446051
12/11/2010,6.74,-0.016188727
11/11/2010,6.85,0.001460921
10/11/2010,6.84,0.022173857
09/11/2010,6.69,-0.014837067
08/11/2010,6.79,-0.018964828
05/11/2010,6.92,0.064153239
04/11/2010,6.49,0.004633213
03/11/2010,6.46,0.003100778
02/11/2010,6.44,0.018809332
01/11/2010,6.32,-0.01101506
29/10/2010,6.39,0.001566171
28/10/2010,6.38,0.011032421
27/10/2010,6.31,0.003174606
26/10/2010,6.29,-0.003174606
25/10/2010,6.31,0.001586043
22/10/2010,6.3,-0.006329135
21/10/2010,6.34,0.006329135
20/10/2010,6.3,0.053802706
19/10/2010,5.97,-0.037802365
18/10/2010,6.2,0.00809721
15/10/2010,6.15,-0.001624696
14/10/2010,6.16,-0.008084118
13/10/2010,6.21,0.012966146
12/10/2010,6.13,0
11/10/2010,6.13,0
08/10/2010,6.13,-0.004882028
07/10/2010,6.16,0.003252035
06/10/2010,6.14,-0.01615544
05/10/2010,6.24,0.025975486
04/10/2010,6.08,0.001646091
01/10/2010,6.07,-0.009836145
30/09/2010,6.13,0.003267977
29/09/2010,6.11,-0.011391498
28/09/2010,6.18,0.075602741
27/09/2010,5.73,-0.003484324
24/09/2010,5.75,0.039012039
23/09/2010,5.53,-0.016143848
22/09/2010,5.62,0.005352377
21/09/2010,5.59,0.008984786
20/09/2010,5.54,0.021898685
17/09/2010,5.42,-0.005519793
16/09/2010,5.45,0.011070224
15/09/2010,5.39,0.011194147
14/09/2010,5.33,0.01702974
13/09/2010,5.24,-0.01702974
10/09/2010,5.33,0.005644418
09/09/2010,5.3,0.028710106
08/09/2010,5.15,-0.011583141
07/09/2010,5.21,-0.026516705
03/09/2010,5.35,0.007504726
02/09/2010,5.31,0.034486176
01/09/2010,5.13,-0.011628038
31/08/2010,5.19,-0.039665256
30/08/2010,5.4,-0.016529302
27/08/2010,5.49,0.016529302
26/08/2010,5.4,-0.009216655
25/08/2010,5.45,-0.007312647
24/08/2010,5.49,-0.025181187
23/08/2010,5.63,-0.010600806
20/08/2010,5.69,-0.026020549
19/08/2010,5.84,-0.018660423
18/08/2010,5.95,0.025533302
17/08/2010,5.8,0.058579301
16/08/2010,5.47,-0.001826485
13/08/2010,5.48,-0.007272759
12/08/2010,5.52,-0.009017194
11/08/2010,5.57,-0.047335743
10/08/2010,5.84,-0.006825965
09/08/2010,5.88,0.013698844
06/08/2010,5.8,0.019147669
05/08/2010,5.69,-0.010489607
04/08/2010,5.75,0.035401927
03/08/2010,5.55,0.001803427
02/08/2010,5.54,-0.010772097
30/07/2010,5.6,0
29/07/2010,5.6,-0.01594365
28/07/2010,5.69,-0.036242103
27/07/2010,5.9,-0.008438869
26/07/2010,5.95,0
23/07/2010,5.95,0.003367007
22/07/2010,5.93,-0.006722714
21/07/2010,5.97,-0.049029427
20/07/2010,6.27,0.025849581
19/07/2010,6.11,0
16/07/2010,6.11,-0.075626575
15/07/2010,6.59,0.010678973
14/07/2010,6.52,0.003072199
13/07/2010,6.5,0.007722046
12/07/2010,6.45,-0.001549187
09/07/2010,6.46,0.01246122
08/07/2010,6.38,0.015798117
07/07/2010,6.28,0.04062297
06/07/2010,6.03,-0.018077731
02/07/2010,6.14,0.039872391
01/07/2010,5.9,0.017094433
30/06/2010,5.8,0.005185837
29/06/2010,5.77,-0.047386192
28/06/2010,6.05,-0.009868501
25/06/2010,6.11,0.024856292
24/06/2010,5.96,-0.013333531
23/06/2010,6.04,0.003316753
22/06/2010,6.02,-0.026231012
21/06/2010,6.18,-0.023981965
18/06/2010,6.33,0.035373463
17/06/2010,6.11,0.001638002
16/06/2010,6.1,-0.001638002
15/06/2010,6.11,0.048626511
14/06/2010,5.82,0.008628181
11/06/2010,5.77,0.035277027
10/06/2010,5.57,0.023615993
09/06/2010,5.44,-0.014598799
08/06/2010,5.52,-0.012601427
07/06/2010,5.59,-0.026479923
04/06/2010,5.74,-0.0492878
03/06/2010,6.03,-0.013179762
02/06/2010,6.11,0.023179846
01/06/2010,5.97,-0.013311345
28/05/2010,6.05,-0.02449102
27/05/2010,6.2,0.02614528
26/05/2010,6.04,-0.009884759
25/05/2010,6.1,-0.024292693
24/05/2010,6.25,0.001601281
21/05/2010,6.24,-0.015898586
20/05/2010,6.34,-0.055228758
19/05/2010,6.7,0.001493652
18/05/2010,6.69,-0.017778246
17/05/2010,6.81,-0.002932553
14/05/2010,6.83,-0.002923979
13/05/2010,6.85,0.005856532
12/05/2010,6.81,0.034357375
11/05/2010,6.58,-0.003034904
10/05/2010,6.6,0.033901552
07/05/2010,6.38,-0.032385251
06/05/2010,6.59,-0.025469542
05/05/2010,6.76,0.011904903
04/05/2010,6.68,-0.026589454
03/05/2010,6.86,-0.00291121
30/04/2010,6.88,-0.011560822
29/04/2010,6.96,-0.004301082
28/04/2010,6.99,-0.015614228
27/04/2010,7.1,0.005649733
26/04/2010,7.06,-0.0210239
23/04/2010,7.21,0
22/04/2010,7.21,-0.002770085
21/04/2010,7.23,-0.01373648
20/04/2010,7.33,-0.002724797
19/04/2010,7.35,0.001361471
16/04/2010,7.34,0.027626066
15/04/2010,7.14,-0.002797205
14/04/2010,7.16,0.036988569
13/04/2010,6.9,-0.005780363
12/04/2010,6.94,-0.00431345
09/04/2010,6.97,-0.001433692
08/04/2010,6.98,-0.02406344
07/04/2010,7.15,0.00139958
06/04/2010,7.14,-0.009756175
05/04/2010,7.21,-0.002770085
01/04/2010,7.23,0.001384083
31/03/2010,7.22,-0.004146516
30/03/2010,7.25,0.008310297
29/03/2010,7.19,0.025353471
26/03/2010,7.01,0.007158227
25/03/2010,6.96,-0.011428696
24/03/2010,7.04,0.002844952
23/03/2010,7.02,0.010021558
22/03/2010,6.95,-0.025569575
19/03/2010,7.13,0.008450755
18/03/2010,7.07,0.01711882
17/03/2010,6.95,-0.019943681
16/03/2010,7.09,0.041762728
15/03/2010,6.8,-0.134633726
12/03/2010,7.78,-0.010230268
11/03/2010,7.86,0.027080959
10/03/2010,7.65,-0.01169604
09/03/2010,7.74,-0.020461072
08/03/2010,7.9,0.001266625
05/03/2010,7.89,-0.003795071
04/03/2010,7.92,0.002528446
03/03/2010,7.9,0.010178205
02/03/2010,7.82,0.00641439
01/03/2010,7.77,0.003868477
26/02/2010,7.74,0.001292825
25/02/2010,7.73,-0.009014871
24/02/2010,7.8,0.00643089
23/02/2010,7.75,-0.015365219
22/02/2010,7.87,0.023137279
19/02/2010,7.69,-0.012920076
18/02/2010,7.79,0.005148017
17/02/2010,7.75,0.044862404
16/02/2010,7.41,0.002702704
12/02/2010,7.39,-0.010767264
11/02/2010,7.47,-0.10415497
10/02/2010,8.29,0.007263954
09/02/2010,8.23,0.009768087
08/02/2010,8.15,-0.007334996
05/02/2010,8.21,0.003660773
04/02/2010,8.18,-0.021766276
03/02/2010,8.36,-0.004773279
02/02/2010,8.4,-0.002378122
01/02/2010,8.42,-0.024634677
29/01/2010,8.63,-0.010374733
28/01/2010,8.72,-0.023797157
27/01/2010,8.93,-0.011135973
26/01/2010,9.03,0.002217296
25/01/2010,9.01,0.001110494
22/01/2010,9,-0.021978907
21/01/2010,9.2,-0.029980832
20/01/2010,9.48,-0.014659948
19/01/2010,9.62,0.019948168
15/01/2010,9.43,-0.00844778
14/01/2010,9.51,0.038589997
13/01/2010,9.15,0.001093494
12/01/2010,9.14,0.007688121
11/01/2010,9.07,0.007747687
08/01/2010,9,-0.009950331
07/01/2010,9.09,-0.00767127
06/01/2010,9.16,0.013187004
05/01/2010,9.04,0.003324103
04/01/2010,9.01,0.001110494
31/12/2009,9,-0.00554018
30/12/2009,9.05,0.025742888
29/12/2009,8.82,-0.001133145
28/12/2009,8.83,-0.002262444
24/12/2009,8.85,0.003395589
23/12/2009,8.82,0.002270149
22/12/2009,8.8,-0.003403293
21/12/2009,8.83,-0.007896262
18/12/2009,8.9,0.022728251
17/12/2009,8.7,-0.009153382
16/12/2009,8.78,-0.009070357
15/12/2009,8.86,-0.00786963
14/12/2009,8.93,0.029547604
11/12/2009,8.67,-0.005750447
10/12/2009,8.72,0.027908788
09/12/2009,8.48,0
08/12/2009,8.48,-0.002355714
07/12/2009,8.5,-0.002350177
04/12/2009,8.52,0.005885832
03/12/2009,8.47,-0.014068227
02/12/2009,8.59,0.017616427
01/12/2009,8.44,0.008328424
30/11/2009,8.37,-0.015412279
27/11/2009,8.5,-0.016336419
25/11/2009,8.64,0.009302393
24/11/2009,8.56,0.047856021
23/11/2009,8.16,0.008615438
20/11/2009,8.09,-0.014724192
19/11/2009,8.21,-0.021687597
18/11/2009,8.39,0.014406011
17/11/2009,8.27,-0.013213405
16/11/2009,8.38,0.014423327
13/11/2009,8.26,0.00851069
12/11/2009,8.19,-0.022934017
11/11/2009,8.38,0.013213405
10/11/2009,8.27,-0.0048251
09/11/2009,8.31,0.028067736
06/11/2009,8.08,0.003719781
05/11/2009,8.05,0
04/11/2009,8.05,0.007481332
03/11/2009,7.99,-0.027162164
02/11/2009,8.21,0.011022769
30/10/2009,8.12,-0.025533302
29/10/2009,8.33,0.025533302
28/10/2009,8.12,-0.03032373
27/10/2009,8.37,-0.011876624
26/10/2009,8.47,-0.032523192
23/10/2009,8.75,0.043205786
22/10/2009,8.38,0.020494991
21/10/2009,8.21,-0.042914809
20/10/2009,8.57,-0.17019071
19/10/2009,10.16,0.013875346
16/10/2009,10.02,-0.007952328
15/10/2009,10.1,0.003968259
14/10/2009,10.06,0.012000144
13/10/2009,9.94,-0.006018072
12/10/2009,10,-0.028587457
09/10/2009,10.29,0.003894844
08/10/2009,10.25,0.009804
07/10/2009,10.15,0.019901154
06/10/2009,9.95,-0.016941113
05/10/2009,10.12,0.010929071
02/10/2009,10.01,-0.023693112
01/10/2009,10.25,-0.032632454
30/09/2009,10.59,-0.008462674
29/09/2009,10.68,-0.012098798
28/09/2009,10.81,0.043485112
25/09/2009,10.35,-0.026693673
24/09/2009,10.63,-0.017716081
23/09/2009,10.82,-0.015589495
22/09/2009,10.99,-0.004539272
21/09/2009,11.04,0.006360767
18/09/2009,10.97,-0.003639676
17/09/2009,11.01,-0.001814883
16/09/2009,11.03,-0.011717124
15/09/2009,11.16,-0.016881787
14/09/2009,11.35,0.000881446
11/09/2009,11.34,-0.026111144
10/09/2009,11.64,0.015584731
09/09/2009,11.46,0.020273943
08/09/2009,11.23,-0.011509645
04/09/2009,11.36,0.005295688
03/09/2009,11.3,0.01515856
02/09/2009,11.13,-0.010723963
01/09/2009,11.25,-0.043485112
31/08/2009,11.75,0.026737255
28/08/2009,11.44,-0.004361106
27/08/2009,11.49,0.005235614
26/08/2009,11.43,-0.012174063
25/08/2009,11.57,0.00955283
24/08/2009,11.46,0.007884404
21/08/2009,11.37,0.004407235
20/08/2009,11.32,0.007092228
19/08/2009,11.24,0.006247231
18/08/2009,11.17,0.023551813
17/08/2009,10.91,-0.020862435
14/08/2009,11.14,0.009017194
13/08/2009,11.04,-0.014388737
12/08/2009,11.2,0.015294945
11/08/2009,11.03,-0.017079067
10/08/2009,11.22,-0.008873173
07/08/2009,11.32,0.01333946
06/08/2009,11.17,-0.000894855
05/08/2009,11.18,0.016231195
04/08/2009,11,-0.001816531
03/08/2009,11.02,0.025736715
31/07/2009,10.74,0.004666364
30/07/2009,10.69,-0.023117072
29/07/2009,10.94,0.022182056
28/07/2009,10.7,0.019821319
27/07/2009,10.49,-0.007597377
24/07/2009,10.57,0.013333531
23/07/2009,10.43,0.026227827
22/07/2009,10.16,-0.015625318
21/07/2009,10.32,0.001939865
20/07/2009,10.3,0.025566781
17/07/2009,10.04,-0.019724505
16/07/2009,10.24,0.005876608
15/07/2009,10.18,0.004923693
14/07/2009,10.13,0.020948397
13/07/2009,9.92,0.029669695
10/07/2009,9.63,-0.003110422
09/07/2009,9.66,-0.021506205
08/07/2009,9.87,-0.008072698
07/07/2009,9.95,0.015190165
06/07/2009,9.8,-0.006103783
02/07/2009,9.86,-0.025038864
01/07/2009,10.11,-0.002962965
30/06/2009,10.14,-0.027239038
29/06/2009,10.42,0.006740517
26/06/2009,10.35,0.034401427
25/06/2009,10,0.050241216
24/06/2009,9.51,0
23/06/2009,9.51,0.028801991
22/06/2009,9.24,-0.019293203
19/06/2009,9.42,0.003189795
18/06/2009,9.39,0.018270256
17/06/2009,9.22,0.023039966
16/06/2009,9.01,0.001110494
15/06/2009,9,-0.040288519
12/06/2009,9.37,0.002136753
11/06/2009,9.35,-0.00639661
10/06/2009,9.41,0.001063264
09/06/2009,9.4,-0.001063264
08/06/2009,9.41,-0.013720532
05/06/2009,9.54,0.014783796
04/06/2009,9.4,-0.032446593
03/06/2009,9.71,-0.03242432
02/06/2009,10.03,0.049039447
01/06/2009,9.55,0.015831465
29/05/2009,9.4,0.032435276
28/05/2009,9.1,0.013274531
27/05/2009,8.98,-0.003335189
26/05/2009,9.01,0.02358335
22/05/2009,8.8,0
21/05/2009,8.8,-0.007923075
20/05/2009,8.87,-0.006741599
19/05/2009,8.93,0.01126138
18/05/2009,8.83,0.00795911
15/05/2009,8.76,-0.006825965
14/05/2009,8.82,0.017153079
13/05/2009,8.67,-0.038466281
12/05/2009,9.01,-0.006637193
11/05/2009,9.07,-0.026116827
08/05/2009,9.31,0.05747438
07/05/2009,8.79,0.033548548
06/05/2009,8.5,-0.014018921
05/05/2009,8.62,-0.005783706
04/05/2009,8.67,0.041206536
01/05/2009,8.32,-0.010759219
30/04/2009,8.41,0.010759219
29/04/2009,8.32,0.032990163
28/04/2009,8.05,-0.022113923
27/04/2009,8.23,-0.019254506
24/04/2009,8.39,0.010785006
23/04/2009,8.3,-0.042459208
22/04/2009,8.66,0.024548281
21/04/2009,8.45,-0.028006498
20/04/2009,8.69,-0.037271395
17/04/2009,9.02,-0.003320424
16/04/2009,9.05,-0.003309435
15/04/2009,9.08,0.017778246
14/04/2009,8.92,-0.006703936
13/04/2009,8.98,-0.002224695
09/04/2009,9,0.038509855
08/04/2009,8.66,0.036453184
07/04/2009,8.35,-0.013087635
06/04/2009,8.46,0.008308653
03/04/2009,8.39,-0.013025643
02/04/2009,8.5,0.032280149
01/04/2009,8.23,0.034614086
31/03/2009,7.95,-0.001257071
30/03/2009,7.96,-0.029705154
27/03/2009,8.2,-0.044133578
26/03/2009,8.57,0.061354176
25/03/2009,8.06,-0.016000341
24/03/2009,8.19,0.017241806
23/03/2009,8.05,0.062800901
20/03/2009,7.56,-0.027398974
19/03/2009,7.77,-0.052643733
18/03/2009,8.19,0.070826053
17/03/2009,7.63,0.003939598
16/03/2009,7.6,0.02396919
13/03/2009,7.42,0.031487885
12/03/2009,7.19,0.05724023
11/03/2009,6.79,0.013343415
10/03/2009,6.7,0.087282784
09/03/2009,6.14,-0.030475494
06/03/2009,6.33,-0.020329082
05/03/2009,6.46,-0.087398299
04/03/2009,7.05,0.039050515
03/03/2009,6.78,0.020865138
02/03/2009,6.64,-0.055651255
27/02/2009,7.02,-0.058107631
26/02/2009,7.44,-0.078801243
25/02/2009,8.05,-0.030583423
24/02/2009,8.3,0.029341958
23/02/2009,8.06,-0.014778594
20/02/2009,8.18,-0.060480789
19/02/2009,8.69,0.026823766
18/02/2009,8.46,-0.010582109
17/02/2009,8.55,-0.01278344
13/02/2009,8.66,-0.016036999
12/02/2009,8.8,0
11/02/2009,8.8,0.024152985
10/02/2009,8.59,-0.066428469
09/02/2009,9.18,-0.024745749
06/02/2009,9.41,0.010683862
05/02/2009,9.31,0.02171638
04/02/2009,9.11,0.038035905
03/02/2009,8.77,-0.001139601
02/02/2009,8.78,-0.010198389
30/01/2009,8.87,0.012478891
29/01/2009,8.76,0.030129741
28/01/2009,8.5,0
27/01/2009,8.5,0.065637164
26/01/2009,7.96,0.029320137
23/01/2009,7.73,-0.026804413
22/01/2009,7.94,0.007585371
21/01/2009,7.88,0.046761766
20/01/2009,7.52,-0.045491924
16/01/2009,7.87,0.034909815
15/01/2009,7.6,0.026668247
14/01/2009,7.4,-0.004045859
13/01/2009,7.43,0.010825546
12/01/2009,7.35,-0.040005335
09/01/2009,7.65,-0.019418086
08/01/2009,7.8,0.0051414
07/01/2009,7.76,-0.029208426
06/01/2009,7.99,0.05531957
05/01/2009,7.56,
