Date,Close,DG
06/01/2014,59.61,-0.022722596
03/01/2014,60.98,-0.003601248
02/01/2014,61.2,0.014483466
31/12/2013,60.32,-0.006279974
30/12/2013,60.7,0.009767481
27/12/2013,60.11,-0.013549447
26/12/2013,60.93,-0.008823587
24/12/2013,61.47,-0.001950269
23/12/2013,61.59,0.024822512
20/12/2013,60.08,0.0086928
19/12/2013,59.56,-0.007860229
18/12/2013,60.03,0.016798648
17/12/2013,59.03,-0.007762442
16/12/2013,59.49,-0.016504501
13/12/2013,60.48,0.000330743
12/12/2013,60.46,-0.013960972
11/12/2013,61.31,0.009340502
10/12/2013,60.74,-0.005582021
09/12/2013,61.08,0.014512128
06/12/2013,60.2,0.006499481
05/12/2013,59.81,0.059235769
04/12/2013,56.37,-0.001949491
03/12/2013,56.48,0.003369694
02/12/2013,56.29,-0.011481182
29/11/2013,56.94,-0.007174762
27/11/2013,57.35,-0.024798929
26/11/2013,58.79,0.005115973
25/11/2013,58.49,0.00153991
22/11/2013,58.4,0.007907897
21/11/2013,57.94,-0.006708548
20/11/2013,58.33,-0.006323186
19/11/2013,58.7,-0.003061748
18/11/2013,58.88,-0.006433068
15/11/2013,59.26,-0.003873689
14/11/2013,59.49,0.004211242
13/11/2013,59.24,0.013083187
12/11/2013,58.47,0.007898393
11/11/2013,58.01,0.012663887
08/11/2013,57.28,0.001048035
07/11/2013,57.22,-0.013711922
06/11/2013,58.01,-0.001722357
05/11/2013,58.11,0.010031215
04/11/2013,57.53,-0.004163059
01/11/2013,57.77,-0.000173085
31/10/2013,57.78,-0.013579925
30/10/2013,58.57,-0.013060995
29/10/2013,59.34,0.002868958
28/10/2013,59.17,-0.005561656
25/10/2013,59.5,-0.004192878
24/10/2013,59.75,0.012970787
23/10/2013,58.98,-0.006590645
22/10/2013,59.37,0.007608457
21/10/2013,58.92,0.000509295
18/10/2013,58.89,0.001189364
17/10/2013,58.82,0.024960415
16/10/2013,57.37,0.010865862
15/10/2013,56.75,-0.00527242
14/10/2013,57.05,-0.013579596
11/10/2013,57.83,0.005027314
10/10/2013,57.54,0.014706147
09/10/2013,56.7,0.00619197
08/10/2013,56.35,-0.013922156
07/10/2013,57.14,-0.028127124
04/10/2013,58.77,0.017508171
03/10/2013,57.75,-0.002594035
02/10/2013,57.9,0.00207469
01/10/2013,57.78,0.023110272
30/09/2013,56.46,-0.002299868
27/09/2013,56.59,-0.002823365
26/09/2013,56.75,-0.004395611
25/09/2013,57,-0.019286498
24/09/2013,58.11,-0.001375753
23/09/2013,58.19,0.009323272
20/09/2013,57.65,-0.014465553
19/09/2013,58.49,0.009793051
18/09/2013,57.92,0.010238701
17/09/2013,57.33,0.005772779
16/09/2013,57,0.002986913
13/09/2013,56.83,-0.005440041
12/09/2013,57.14,-0.003842799
11/09/2013,57.36,0.000523149
10/09/2013,57.33,-0.002439026
09/09/2013,57.47,0.008913805
06/09/2013,56.96,-0.007346543
05/09/2013,57.38,0.017403973
04/09/2013,56.39,0.045532486
03/09/2013,53.88,-0.001668985
30/08/2013,53.97,-0.007384195
29/08/2013,54.37,-0.002021131
28/08/2013,54.48,-0.003115553
27/08/2013,54.65,-0.017054114
26/08/2013,55.59,0.009761466
23/08/2013,55.05,-0.007239851
22/08/2013,55.45,0.01911756
21/08/2013,54.4,0.019115364
20/08/2013,53.37,-0.013400536
19/08/2013,54.09,0.030407748
16/08/2013,52.47,-0.019440076
15/08/2013,53.5,-0.018519048
14/08/2013,54.5,-0.001833181
13/08/2013,54.6,0.004589269
12/08/2013,54.35,0.001841621
09/08/2013,54.25,-0.008809013
08/08/2013,54.73,0.011208202
07/08/2013,54.12,-0.013762948
06/08/2013,54.87,-0.006901589
05/08/2013,55.25,-0.009726301
02/08/2013,55.79,0.006654102
01/08/2013,55.42,0.013625427
31/07/2013,54.67,0.011220572
30/07/2013,54.06,-0.002217296
29/07/2013,54.18,0.007410186
26/07/2013,53.78,-0.00833261
25/07/2013,54.23,0
24/07/2013,54.23,0.007589116
23/07/2013,53.82,0.005216107
22/07/2013,53.54,0.004492707
19/07/2013,53.3,-0.002810306
18/07/2013,53.45,-0.003734832
17/07/2013,53.65,-0.004649009
16/07/2013,53.9,-0.001112553
15/07/2013,53.96,0.003527341
12/07/2013,53.77,-0.034366387
11/07/2013,55.65,0.015756914
10/07/2013,54.78,0.055935015
09/07/2013,51.8,-0.006158603
08/07/2013,52.12,0.002112744
05/07/2013,52.01,0.017455835
03/07/2013,51.11,-0.004879487
02/07/2013,51.36,-0.020619287
01/07/2013,52.43,0.03889271
28/06/2013,50.43,-0.02371033
27/06/2013,51.64,0.009143143
26/06/2013,51.17,0.012982086
25/06/2013,50.51,0.010148331
24/06/2013,50,-0.004191205
21/06/2013,50.21,0.006594089
20/06/2013,49.88,-0.028655256
19/06/2013,51.33,-0.018529772
18/06/2013,52.29,0.022433739
17/06/2013,51.13,-0.000977422
14/06/2013,51.18,-0.000390701
13/06/2013,51.2,0.002150749
12/06/2013,51.09,-0.011288559
11/06/2013,51.67,0.025878723
10/06/2013,50.35,-0.014590164
07/06/2013,51.09,-0.004491756
06/06/2013,51.32,0.022264736
05/06/2013,50.19,0.031369566
04/06/2013,48.64,-0.096169559
03/06/2013,53.55,0.014104606
31/05/2013,52.8,-0.016342995
30/05/2013,53.67,-0.004832723
29/05/2013,53.93,-0.010146752
28/05/2013,54.48,0.001101928
24/05/2013,54.42,-0.000551116
23/05/2013,54.45,0.010894762
22/05/2013,53.86,-0.011262004
21/05/2013,54.47,0.011633406
20/05/2013,53.84,-0.004447746
17/05/2013,54.08,0.015278851
16/05/2013,53.26,-0.001125915
15/05/2013,53.32,0.009989716
14/05/2013,52.79,0.003795791
13/05/2013,52.59,-0.003985203
10/05/2013,52.8,0.002275314
09/05/2013,52.68,-0.013949331
08/05/2013,53.42,-0.000374322
07/05/2013,53.44,-0.002616335
06/05/2013,53.58,0.020553189
03/05/2013,52.49,0.001906942
02/05/2013,52.39,0.006895258
01/05/2013,52.03,-0.001152516
30/04/2013,52.09,-0.001726288
29/04/2013,52.18,-0.012379931
26/04/2013,52.83,0.00227402
25/04/2013,52.71,0.011832199
24/04/2013,52.09,-0.00115119
23/04/2013,52.15,0.010021283
22/04/2013,51.63,-0.003673276
19/04/2013,51.82,0.010085423
18/04/2013,51.3,-0.011628038
17/04/2013,51.9,0.02793969
16/04/2013,50.47,0.011358098
15/04/2013,49.9,-0.008182862
12/04/2013,50.31,0.000596481
11/04/2013,50.28,0.000795862
10/04/2013,50.24,0.007793026
09/04/2013,49.85,-0.010178713
08/04/2013,50.36,-0.000793966
05/04/2013,50.4,-0.006526277
04/04/2013,50.73,0.012097322
03/04/2013,50.12,-0.008344972
02/04/2013,50.54,-0.001581653
01/04/2013,50.62,0.000790514
28/03/2013,50.58,-0.007288518
27/03/2013,50.95,-0.024620804
26/03/2013,52.22,0.022072532
25/03/2013,51.08,0.019971005
22/03/2013,50.07,0.005206259
21/03/2013,49.81,0.000401606
20/03/2013,49.79,0.041416333
19/03/2013,47.77,-0.007092228
18/03/2013,48.11,-0.001453941
15/03/2013,48.18,-0.012171373
14/03/2013,48.77,0.015289554
13/03/2013,48.03,0.005637347
12/03/2013,47.76,0.005879899
11/03/2013,47.48,-0.006507843
08/03/2013,47.79,0.006929162
07/03/2013,47.46,-0.01547177
06/03/2013,48.2,-0.01482729
05/03/2013,48.92,0.005534502
04/03/2013,48.65,0.022449498
01/03/2013,47.57,0.026196791
28/02/2013,46.34,-0.004736284
27/02/2013,46.56,0.035191043
26/02/2013,44.95,-0.01106206
25/02/2013,45.45,-0.012680537
22/02/2013,46.03,0.011361276
21/02/2013,45.51,0.038298265
20/02/2013,43.8,-0.003646312
19/02/2013,43.96,-0.009283436
15/02/2013,44.37,-0.014765369
14/02/2013,45.03,0.014314715
13/02/2013,44.39,-0.014536765
12/02/2013,45.04,-0.015640808
11/02/2013,45.75,-0.005449605
08/02/2013,46,0.013129291
07/02/2013,45.4,-0.014215658
06/02/2013,46.05,0.011136702
05/02/2013,45.54,0.000439271
04/02/2013,45.52,-0.016558113
01/02/2013,46.28,0.001297297
31/01/2013,46.22,-0.011829367
30/01/2013,46.77,-0.008304104
29/01/2013,47.16,0.003398474
28/01/2013,47,0.003410063
25/01/2013,46.84,0.01008484
24/01/2013,46.37,0.028657763
23/01/2013,45.06,0.001999334
22/01/2013,44.97,0.007141293
18/01/2013,44.65,-0.004469281
17/01/2013,44.85,0.00491731
16/01/2013,44.63,-0.000224039
15/01/2013,44.64,0.036965194
14/01/2013,43.02,-0.007410872
11/01/2013,43.34,-0.000922509
10/01/2013,43.38,0.009030975
09/01/2013,42.99,-0.008569827
08/01/2013,43.36,-0.008268306
07/01/2013,43.72,-0.019928196
04/01/2013,44.6,0.052237804
03/01/2013,42.33,-0.013841863
02/01/2013,42.92,-0.026895082
31/12/2012,44.09,0.032034079
28/12/2012,42.7,-0.009788006
27/12/2012,43.12,0.003950278
26/12/2012,42.95,-0.011804326
24/12/2012,43.46,-0.003904012
21/12/2012,43.63,-0.007762596
20/12/2012,43.97,0.015816949
19/12/2012,43.28,-0.021034155
18/12/2012,44.2,0.001584966
17/12/2012,44.13,0.006821309
14/12/2012,43.83,-0.025232246
13/12/2012,44.95,0.012536542
12/12/2012,44.39,0.033210426
11/12/2012,42.94,-0.081152765
10/12/2012,46.57,-0.004926646
07/12/2012,46.8,0.007937401
06/12/2012,46.43,-0.003654739
05/12/2012,46.6,-0.028349688
04/12/2012,47.94,-0.016960076
03/12/2012,48.76,-0.025112701
30/11/2012,50,0.002803927
29/11/2012,49.86,0.005631551
28/11/2012,49.58,0.001412857
27/11/2012,49.51,0.004047769
26/11/2012,49.31,-0.002025933
23/11/2012,49.41,0.028951822
21/11/2012,48,0.008578356
20/11/2012,47.59,-0.018322395
19/11/2012,48.47,-0.00473398
16/11/2012,48.7,0.0153117
15/11/2012,47.96,0.016397256
14/11/2012,47.18,0.012369533
13/11/2012,46.6,-0.002357733
12/11/2012,46.71,-0.005976539
09/11/2012,46.99,-0.023763078
08/11/2012,48.12,0.002913634
07/11/2012,47.98,-0.000416753
06/11/2012,48,0.00564088
05/11/2012,47.73,-0.000837696
02/11/2012,47.77,-0.015165971
01/11/2012,48.5,-0.002471171
31/10/2012,48.62,0.020572154
26/10/2012,47.63,0.006952519
25/10/2012,47.3,0.001692764
24/10/2012,47.22,0.002332239
23/10/2012,47.11,0.003402087
22/10/2012,46.95,-0.004674892
19/10/2012,47.17,-0.002540759
18/10/2012,47.29,-0.019889696
17/10/2012,48.24,-0.041617698
16/10/2012,50.29,0.019273835
15/10/2012,49.33,0.001623048
12/10/2012,49.25,-0.006476444
11/10/2012,49.57,-0.017795131
10/10/2012,50.46,0.004966733
09/10/2012,50.21,-0.016591335
08/10/2012,51.05,-0.012458795
05/10/2012,51.69,-0.007324628
04/10/2012,52.07,0.010036757
03/10/2012,51.55,0
02/10/2012,51.55,-0.001163242
01/10/2012,51.61,0.001357247
28/09/2012,51.54,-0.008885513
27/09/2012,52,-0.016403191
26/09/2012,52.86,0.003031454
25/09/2012,52.7,0.003611828
24/09/2012,52.51,-0.008155569
21/09/2012,52.94,0.009298862
20/09/2012,52.45,0.024511504
19/09/2012,51.18,0.018338284
18/09/2012,50.25,0.002789958
17/09/2012,50.11,-0.000997307
14/09/2012,50.16,-0.011496658
13/09/2012,50.74,0.020307288
12/09/2012,49.72,0.018062389
11/09/2012,48.83,-0.002862988
10/09/2012,48.97,-0.017810631
07/09/2012,49.85,-0.015723281
06/09/2012,50.64,-0.008259634
05/09/2012,51.06,0.007864767
04/09/2012,50.66,-0.008060596
31/08/2012,51.07,0.019775214
30/08/2012,50.07,0.031033826
29/08/2012,48.54,-0.005751865
28/08/2012,48.82,-0.000614314
27/08/2012,48.85,-0.016445402
24/08/2012,49.66,-0.00100634
23/08/2012,49.71,-0.016558982
22/08/2012,50.54,-0.004540527
21/08/2012,50.77,-0.000393856
20/08/2012,50.79,-0.010965452
17/08/2012,51.35,0.002534856
16/08/2012,51.22,-0.010487569
15/08/2012,51.76,-0.010569907
14/08/2012,52.31,-0.004387227
13/08/2012,52.54,0.014763953
10/08/2012,51.77,0.008145895
09/08/2012,51.35,-0.014500012
08/08/2012,52.1,-0.011829941
07/08/2012,52.72,0.022636685
06/08/2012,51.54,-0.006960585
03/08/2012,51.9,0.008319677
02/08/2012,51.47,0.007997702
01/08/2012,51.06,0.00097972
31/07/2012,51.01,0.001176932
30/07/2012,50.95,-0.000784775
27/07/2012,50.99,-0.005671278
26/07/2012,51.28,-0.000194989
25/07/2012,51.29,-0.022936343
24/07/2012,52.48,0.003053437
23/07/2012,52.32,-0.00038219
20/07/2012,52.34,0.000955749
19/07/2012,52.29,-0.027352455
18/07/2012,53.74,-0.024265897
17/07/2012,55.06,0.008206484
16/07/2012,54.61,0.001466007
13/07/2012,54.53,0.009766962
12/07/2012,54,-0.016893534
11/07/2012,54.92,-0.01230562
10/07/2012,55.6,0.013398716
09/07/2012,54.86,0.00493377
06/07/2012,54.59,0.005510668
05/07/2012,54.29,0.009810352
03/07/2012,53.76,-0.017882309
02/07/2012,54.73,0.006231692
29/06/2012,54.39,0.012208809
28/06/2012,53.73,-0.005382844
27/06/2012,54.02,-0.017069332
26/06/2012,54.95,0.032553272
25/06/2012,53.19,0.011154289
22/06/2012,52.6,0.004191281
21/06/2012,52.38,-0.004191281
20/06/2012,52.6,0.007633625
19/06/2012,52.2,0.010979596
18/06/2012,51.63,-0.010788007
15/06/2012,52.19,0.03192796
14/06/2012,50.55,0.007346405
13/06/2012,50.18,-0.00298478
12/06/2012,50.33,0.00298478
11/06/2012,50.18,-0.002189709
08/06/2012,50.29,0.026394199
07/06/2012,48.98,0.005733021
06/06/2012,48.7,0.040650893
05/06/2012,46.76,-0.036329455
04/06/2012,48.49,-0.002677378
01/06/2012,48.62,-0.005946906
31/05/2012,48.91,0.007181728
30/05/2012,48.56,0.010349916
29/05/2012,48.06,0.010037725
25/05/2012,47.58,-0.001470125
24/05/2012,47.65,0.015864955
23/05/2012,46.9,0.021552558
22/05/2012,45.9,-0.009756175
21/05/2012,46.35,0.015217685
18/05/2012,45.65,-0.007420375
17/05/2012,45.99,-0.034618842
16/05/2012,47.61,0.012895221
15/05/2012,47,0.00383714
14/05/2012,46.82,-0.007447635
11/05/2012,47.17,0.004674892
10/05/2012,46.95,0.002345667
09/05/2012,46.84,-0.005535462
08/05/2012,47.1,-0.023293467
07/05/2012,48.21,0.013574397
04/05/2012,47.56,-0.010874218
03/05/2012,48.08,-0.00228524
02/05/2012,48.19,0.008125891
01/05/2012,47.8,0.007138388
30/04/2012,47.46,-0.006719891
27/04/2012,47.78,0.007773965
26/04/2012,47.41,0.023691216
25/04/2012,46.3,0.013262506
24/04/2012,45.69,-0.017572857
23/04/2012,46.5,-0.009204817
20/04/2012,46.93,0.006198588
19/04/2012,46.64,-0.005132603
18/04/2012,46.88,0.007064142
17/04/2012,46.55,0.014279775
16/04/2012,45.89,-0.008894733
13/04/2012,46.3,-0.00710215
12/04/2012,46.63,0.016650833
11/04/2012,45.86,0.007880951
10/04/2012,45.5,-0.022599832
09/04/2012,46.54,-0.014505374
05/04/2012,47.22,0.008079993
04/04/2012,46.84,-0.003410063
03/04/2012,47,0.005119465
02/04/2012,46.76,0.012048339
30/03/2012,46.2,-0.001514005
29/03/2012,46.27,0.005852406
28/03/2012,46,0.005449605
27/03/2012,45.75,-0.03247248
26/03/2012,47.26,0.002754531
23/03/2012,47.13,0.021229488
22/03/2012,46.14,0.030588808
21/03/2012,44.75,-0.011111225
20/03/2012,45.25,0.011111225
19/03/2012,44.75,0.001341682
16/03/2012,44.69,-0.009797451
15/03/2012,45.13,0.014957305
14/03/2012,44.46,0.013587166
13/03/2012,43.86,0.005716261
12/03/2012,43.61,-0.013664526
09/03/2012,44.21,0.018952502
08/03/2012,43.38,0.01931865
07/03/2012,42.55,-0.00375323
06/03/2012,42.71,-0.01140741
05/03/2012,43.2,0.010003573
02/03/2012,42.77,-0.005595725
01/03/2012,43.01,0.022335477
29/02/2012,42.06,-0.005453481
28/02/2012,42.29,0.015489408
27/02/2012,41.64,-0.000720202
24/02/2012,41.67,-0.011215963
23/02/2012,42.14,0.018199736
22/02/2012,41.38,-0.017962404
21/02/2012,42.13,-0.005916477
17/02/2012,42.38,0.010436527
16/02/2012,41.94,-0.007837589
15/02/2012,42.27,-0.00519114
14/02/2012,42.49,0.017329811
13/02/2012,41.76,-0.026699755
10/02/2012,42.89,0.005142601
09/02/2012,42.67,0.009418483
08/02/2012,42.27,-0.003306569
07/02/2012,42.41,0.009238488
06/02/2012,42.02,0.00190567
03/02/2012,41.94,-0.008547061
02/02/2012,42.3,-0.000472701
01/02/2012,42.32,-0.00682918
31/01/2012,42.61,0.007301881
30/01/2012,42.3,0.004976903
27/01/2012,42.09,-0.007809766
26/01/2012,42.42,-0.006578971
25/01/2012,42.7,0.020824226
24/01/2012,41.82,0.012754354
23/01/2012,41.29,0.008024359
20/01/2012,40.96,-0.006327595
19/01/2012,41.22,-0.005081681
18/01/2012,41.43,0.001207584
17/01/2012,41.38,0.009225606
13/01/2012,41,0.015485132
12/01/2012,40.37,-0.000990344
11/01/2012,40.41,-0.002224695
10/01/2012,40.5,-0.008604847
09/01/2012,40.85,-0.000489476
06/01/2012,40.87,-0.011917933
05/01/2012,41.36,0
04/01/2012,41.36,0.006792845
03/01/2012,41.08,-0.001459499
30/12/2011,41.14,-0.00436576
29/12/2011,41.32,-0.003141237
28/12/2011,41.45,-0.000723502
27/12/2011,41.48,0.006287808
23/12/2011,41.22,0.006571765
22/12/2011,40.95,0.005632438
21/12/2011,40.72,-0.003432217
20/12/2011,40.86,0.009590631
19/12/2011,40.47,-0.013498794
16/12/2011,41.02,0.002685221
15/12/2011,40.91,-0.000733048
14/12/2011,40.94,-0.012380301
13/12/2011,41.45,0.003141237
12/12/2011,41.32,0.02152725
09/12/2011,40.44,0.011189971
08/12/2011,39.99,0.013088533
07/12/2011,39.47,-0.004045518
06/12/2011,39.63,-0.023688927
05/12/2011,40.58,0.015897006
02/12/2011,39.94,-0.003748599
01/12/2011,40.09,-0.011901951
30/11/2011,40.57,0.015900956
29/11/2011,39.93,0.031288321
28/11/2011,38.7,0.009867647
25/11/2011,38.32,-0.015793209
23/11/2011,38.93,-0.011746815
22/11/2011,39.39,0.004070217
21/11/2011,39.23,-0.012161285
18/11/2011,39.71,0.01650412
17/11/2011,39.06,-0.010441964
16/11/2011,39.47,-0.02056241
15/11/2011,40.29,0.01424846
14/11/2011,39.72,-0.003518476
11/11/2011,39.86,0.022837836
10/11/2011,38.96,0.006437514
09/11/2011,38.71,-0.018936083
08/11/2011,39.45,0.0063573
07/11/2011,39.2,-0.001529442
04/11/2011,39.26,0.008697932
03/11/2011,38.92,-0.006658155
02/11/2011,39.18,0.002299733
01/11/2011,39.09,-0.014476443
31/10/2011,39.66,0.017551004
28/10/2011,38.97,-0.02032074
27/10/2011,39.77,-0.002511302
26/10/2011,39.87,-0.012215034
25/10/2011,40.36,0.008709773
24/10/2011,40.01,0.000249969
21/10/2011,40,0.006269613
20/10/2011,39.75,-0.00426761
19/10/2011,39.92,-0.003001503
18/10/2011,40.04,0.018145659
17/10/2011,39.32,-0.000254291
14/10/2011,39.33,0.012794443
13/10/2011,38.83,-0.003085629
12/10/2011,38.95,-0.003076137
11/10/2011,39.07,0.015996213
10/10/2011,38.45,0.017049593
07/10/2011,37.8,-0.002114166
06/10/2011,37.88,0.004497957
05/10/2011,37.71,0.01307906
04/10/2011,37.22,0.010805075
03/10/2011,36.82,-0.025209165
30/09/2011,37.76,0.001059884
29/09/2011,37.72,-0.001589404
28/09/2011,37.78,0.012250486
27/09/2011,37.32,0.006451635
26/09/2011,37.08,0.014396555
23/09/2011,36.55,0.014884509
22/09/2011,36.01,-0.029281063
21/09/2011,37.08,-0.015255214
20/09/2011,37.65,-0.006618158
19/09/2011,37.9,-0.004475458
16/09/2011,38.07,0.018023281
15/09/2011,37.39,0.010215143
14/09/2011,37.01,0.026281283
13/09/2011,36.05,0.008636354
12/09/2011,35.74,0.026653123
09/09/2011,34.8,-0.005730675
08/09/2011,35,-0.059077207
07/09/2011,37.13,0.01848381
06/09/2011,36.45,0.010757241
02/09/2011,36.06,0.00249896
01/09/2011,35.97,-0.017362983
31/08/2011,36.6,0.02321829
30/08/2011,35.76,0.05666505
29/08/2011,33.79,0.037387532
26/08/2011,32.55,0.009879673
25/08/2011,32.23,-0.018749589
24/08/2011,32.84,0.013488862
23/08/2011,32.4,0.01429928
22/08/2011,31.94,-0.00437364
19/08/2011,32.08,-0.014544586
18/08/2011,32.55,-0.006736094
17/08/2011,32.77,-0.030651438
16/08/2011,33.79,0.048509055
15/08/2011,32.19,0.016601791
12/08/2011,31.66,0.001264223
11/08/2011,31.62,0.026924703
10/08/2011,30.78,-0.027557014
09/08/2011,31.64,0.038007795
08/08/2011,30.46,-0.011100343
05/08/2011,30.8,0.013072082
04/08/2011,30.4,-0.0211562
03/08/2011,31.05,0.017216602
02/08/2011,30.52,-0.02011096
01/08/2011,31.14,-0.010223731
29/07/2011,31.46,-0.001270648
28/07/2011,31.5,-0.007590169
27/07/2011,31.74,-0.023662374
26/07/2011,32.5,0.000615574
25/07/2011,32.48,-0.021925361
22/07/2011,33.2,-0.00630538
21/07/2011,33.41,0.005703152
20/07/2011,33.22,-0.017900239
19/07/2011,33.82,0.022728251
18/07/2011,33.06,-0.004526943
15/07/2011,33.21,-0.004506542
14/07/2011,33.36,0.000299805
13/07/2011,33.35,0.002401682
12/07/2011,33.27,-0.000300526
11/07/2011,33.28,-0.017277761
08/07/2011,33.86,-0.007942386
07/07/2011,34.13,0.000879379
06/07/2011,34.1,0.000293298
05/07/2011,34.09,0.002643562
01/07/2011,34,0.003240539
30/06/2011,33.89,0.013965462
29/06/2011,33.42,-0.001196172
28/06/2011,33.46,0.011119574
27/06/2011,33.09,-0.010521666
24/06/2011,33.44,-0.003880023
23/06/2011,33.57,-0.012139305
22/06/2011,33.98,-0.012284448
21/06/2011,34.4,0.003786228
20/06/2011,34.27,0.01115035
17/06/2011,33.89,0.021172701
16/06/2011,33.18,-0.005410293
15/06/2011,33.36,-0.002694209
14/06/2011,33.45,0.012938348
13/06/2011,33.02,0.013721819
10/06/2011,32.57,-0.003983459
09/06/2011,32.7,0.011998298
08/06/2011,32.31,-0.00370714
07/06/2011,32.43,0.005565877
06/06/2011,32.25,0.012794682
03/06/2011,31.84,-0.004074602
02/06/2011,31.97,0.005017257
01/06/2011,31.81,-0.097565358
31/05/2011,35.07,0.01175978
27/05/2011,34.66,0.022466299
26/05/2011,33.89,0.021775655
25/05/2011,33.16,0.012441368
24/05/2011,32.75,-0.004569696
23/05/2011,32.9,-0.021945868
20/05/2011,33.63,0.000594884
19/05/2011,33.61,-0.013300033
18/05/2011,34.06,0.013002547
17/05/2011,33.62,0.003874241
16/05/2011,33.49,0.002990433
13/05/2011,33.39,-0.009538075
12/05/2011,33.71,0.008640006
11/05/2011,33.42,0.009923401
10/05/2011,33.09,0.002420576
09/05/2011,33.01,0.001819285
06/05/2011,32.95,0.013443527
05/05/2011,32.51,-0.006438777
04/05/2011,32.72,-0.013960773
03/05/2011,33.18,0.003623192
02/05/2011,33.06,0.0143186
29/04/2011,32.59,-0.014016073
28/04/2011,33.05,0.005156996
27/04/2011,32.88,0.020898118
26/04/2011,32.2,0.007481332
25/04/2011,31.96,0.025029027
21/04/2011,31.17,0.005468889
20/04/2011,31,-0.011545991
19/04/2011,31.36,-0.00413684
18/04/2011,31.49,0
15/04/2011,31.49,0.001271052
14/04/2011,31.45,-0.008863622
13/04/2011,31.73,-0.0025181
12/04/2011,31.81,0.005674668
11/04/2011,31.63,-0.005988986
08/04/2011,31.82,-0.021452711
07/04/2011,32.51,0.004933713
06/04/2011,32.35,0.003716325
05/04/2011,32.23,0.019740575
04/04/2011,31.6,0.001583532
01/04/2011,31.55,0.006359322
31/03/2011,31.35,-0.006042314
30/03/2011,31.54,0.032874375
29/03/2011,30.52,-0.031287829
28/03/2011,31.49,-0.001903554
25/03/2011,31.55,0.010194418
24/03/2011,31.23,0.020052418
23/03/2011,30.61,-0.007485796
22/03/2011,30.84,0.015028052
21/03/2011,30.38,0.017599657
18/03/2011,29.85,0.003355708
17/03/2011,29.75,-0.001007895
16/03/2011,29.78,0.030687713
15/03/2011,28.88,0.007995871
14/03/2011,28.65,-0.005916147
11/03/2011,28.82,0.024944206
10/03/2011,28.11,0.003920875
09/03/2011,28,-0.001070855
08/03/2011,28.03,0.004648676
07/03/2011,27.9,-0.020224212
04/03/2011,28.47,0.017360932
03/03/2011,27.98,-0.010311202
02/03/2011,28.27,-0.000353669
01/03/2011,28.28,0.001061383
28/02/2011,28.25,0.008888947
25/02/2011,28,-0.01242252
24/02/2011,28.35,0.013494523
23/02/2011,27.97,-0.018069579
22/02/2011,28.48,-0.026677487
18/02/2011,29.25,-0.009188426
17/02/2011,29.52,-0.004056801
16/02/2011,29.64,0.095883894
15/02/2011,26.93,0.002975086
14/02/2011,26.85,-0.01442066
11/02/2011,27.24,-0.014939247
10/02/2011,27.65,-0.00935932
09/02/2011,27.91,-0.003219463
08/02/2011,28,0.003577821
07/02/2011,27.9,0.015532189
04/02/2011,27.47,0.000728332
03/02/2011,27.45,-0.006535971
02/02/2011,27.63,-0.043207854
01/02/2011,28.85,0.036714325
31/01/2011,27.81,-0.020993477
28/01/2011,28.4,-0.009462135
27/01/2011,28.67,-0.002786487
