Date,Close,DG
26/01/2011,28.75,0.001740644
25/01/2011,28.7,-0.010398707
24/01/2011,29,-0.014038923
21/01/2011,29.41,-0.002377315
20/01/2011,29.48,0.005101184
19/01/2011,29.33,-0.022586499
18/01/2011,30,0.018163971
14/01/2011,29.46,0.026136288
13/01/2011,28.7,-0.026136288
12/01/2011,29.46,-0.004403055
11/01/2011,29.59,-0.013760915
10/01/2011,30,0.005682783
07/01/2011,29.83,0.001006205
06/01/2011,29.8,-0.010016778
05/01/2011,30.1,-0.014512128
04/01/2011,30.54,-0.004247678
03/01/2011,30.67,0
31/12/2010,30.67,0.002938778
30/12/2010,30.58,-0.006843761
29/12/2010,30.79,0.005536572
28/12/2010,30.62,-0.000326531
27/12/2010,30.63,-0.005859392
23/12/2010,30.81,-0.009046911
22/12/2010,31.09,-0.006731873
21/12/2010,31.3,0.009953526
20/12/2010,30.99,0.010705698
17/12/2010,30.66,-0.001303781
16/12/2010,30.7,0.006208156
15/12/2010,30.51,0.000327815
14/12/2010,30.5,-0.016260521
13/12/2010,31,-0.002255519
10/12/2010,31.07,0.007754482
09/12/2010,30.83,-0.000324307
08/12/2010,30.84,-0.024344572
07/12/2010,31.6,0.019492549
06/12/2010,30.99,-0.075789129
03/12/2010,33.43,0.045907694
02/12/2010,31.93,-0.011830773
01/12/2010,32.31,-0.016270505
30/11/2010,32.84,0.001828711
29/11/2010,32.78,0.001221001
26/11/2010,32.74,-0.008212974
24/11/2010,33.01,-0.00814607
23/11/2010,33.28,0.039845909
22/11/2010,31.98,0.032414659
19/11/2010,30.96,0.02883555
18/11/2010,30.08,0.01237681
17/11/2010,29.71,0.018685782
16/11/2010,29.16,0.009648593
15/11/2010,28.88,-0.004835933
12/11/2010,29.02,-0.022488171
11/11/2010,29.68,0.02111076
10/11/2010,29.06,0.016655486
09/11/2010,28.58,0.007022501
08/11/2010,28.38,0.013480162
05/11/2010,28,-0.01242252
04/11/2010,28.35,-0.007029906
03/11/2010,28.55,-0.003147406
02/11/2010,28.64,0.024744988
01/11/2010,27.94,-0.008907951
29/10/2010,28.19,0.008907951
28/10/2010,27.94,0
27/10/2010,27.94,-0.013508915
26/10/2010,28.32,-0.009488738
25/10/2010,28.59,0.013735028
22/10/2010,28.2,0.010695289
21/10/2010,27.9,-0.007142888
20/10/2010,28.1,-0.000355809
19/10/2010,28.11,-0.042826388
18/10/2010,29.34,0.014072654
15/10/2010,28.93,-0.002416711
14/10/2010,29,-0.008241805
13/10/2010,29.24,0.014815086
12/10/2010,28.81,-0.018229224
11/10/2010,29.34,-0.022245609
08/10/2010,30,0.005682783
07/10/2010,29.83,0.002349389
06/10/2010,29.76,0.017627575
05/10/2010,29.24,0.010312914
04/10/2010,28.94,-0.007230192
01/10/2010,29.15,-0.003424661
30/09/2010,29.25,-0.009527122
29/09/2010,29.53,-0.007758514
28/09/2010,29.76,0.017285636
27/09/2010,29.25,0.035494331
24/09/2010,28.23,0.028019074
23/09/2010,27.45,-0.007982626
22/09/2010,27.67,-0.002166066
21/09/2010,27.73,-0.002521161
20/09/2010,27.8,0.013763347
17/09/2010,27.42,-0.009437457
16/09/2010,27.68,0.007615631
15/09/2010,27.47,0.002551487
14/09/2010,27.4,-0.000729661
13/09/2010,27.42,-0.001093494
10/09/2010,27.45,0.004381168
09/09/2010,27.33,-0.012725131
08/09/2010,27.68,-0.011494379
07/09/2010,28,-0.001070855
03/09/2010,28.03,-0.023621758
02/09/2010,28.7,0.023978582
01/09/2010,28.02,0.025665605
31/08/2010,27.31,-0.002559884
30/08/2010,27.38,-0.025600821
27/08/2010,28.09,-0.014490446
26/08/2010,28.5,0.001755927
25/08/2010,28.45,0.01522962
24/08/2010,28.02,-0.004628814
23/08/2010,28.15,-0.044806939
20/08/2010,29.44,0.015058464
19/08/2010,29,-0.01335865
18/08/2010,29.39,0.001021277
17/08/2010,29.36,0.009582551
16/08/2010,29.08,0.01106512
13/08/2010,28.76,-0.008310297
12/08/2010,29,0.019499225
11/08/2010,28.44,-0.031495941
10/08/2010,29.35,-0.01050679
09/08/2010,29.66,0.007445043
06/08/2010,29.44,-0.005082173
05/08/2010,29.59,-0.017088705
04/08/2010,30.1,0.025914289
03/08/2010,29.33,-0.006118306
02/08/2010,29.51,0.011245646
30/07/2010,29.18,0.015889799
29/07/2010,28.72,-0.026796519
28/07/2010,29.5,0.00475706
27/07/2010,29.36,-0.011177085
26/07/2010,29.69,0.010836544
23/07/2010,29.37,0.013367808
22/07/2010,28.98,0.00207254
21/07/2010,28.92,-0.020534602
20/07/2010,29.52,0.008504899
19/07/2010,29.27,0.006168628
16/07/2010,29.09,-0.024113921
15/07/2010,29.8,0.054123151
14/07/2010,28.23,0.018952829
13/07/2010,27.7,0.008337913
12/07/2010,27.47,-0.024097552
09/07/2010,28.14,0.018289913
08/07/2010,27.63,-0.011515061
07/07/2010,27.95,-0.001787311
06/07/2010,28,-0.000357079
02/07/2010,28.01,-0.004275033
01/07/2010,28.13,0.020834087
30/06/2010,27.55,-0.030034435
29/06/2010,28.39,-0.018150586
28/06/2010,28.91,-0.005863097
25/06/2010,29.08,-0.001717918
24/06/2010,29.13,0
23/06/2010,29.13,0.008273056
22/06/2010,28.89,-0.025291847
21/06/2010,29.63,-0.017397562
18/06/2010,30.15,0.008326443
17/06/2010,29.9,-0.013289232
16/06/2010,30.3,0.009950331
15/06/2010,30,-0.007306575
14/06/2010,30.22,0.008307076
11/06/2010,29.97,-0.000333611
10/06/2010,29.98,-0.000666889
09/06/2010,30,0.005682783
08/06/2010,29.83,0.020319019
07/06/2010,29.23,-0.027334248
04/06/2010,30.04,-0.021732828
03/06/2010,30.7,-0.021270541
02/06/2010,31.36,0.026495896
01/06/2010,30.54,0.010202491
28/05/2010,30.23,-0.013471536
27/05/2010,30.64,0.006548812
26/05/2010,30.44,-0.00556922
25/05/2010,30.61,0.019796094
24/05/2010,30.01,0.015446916
21/05/2010,29.55,0.017753966
20/05/2010,29.03,-0.022817268
19/05/2010,29.7,0.013900885
18/05/2010,29.29,-0.005447749
17/05/2010,29.45,0.006130809
14/05/2010,29.27,-0.005791193
13/05/2010,29.44,0.00272109
12/05/2010,29.36,0.048143235
11/05/2010,27.98,0.009335795
10/05/2010,27.72,0.019304916
07/05/2010,27.19,-0.026135789
06/05/2010,27.91,-0.021620548
05/05/2010,28.52,-0.004198747
04/05/2010,28.64,-0.013180905
03/05/2010,29.02,0.015628031
30/04/2010,28.57,-0.019411355
29/04/2010,29.13,0.004127973
28/04/2010,29.01,0.000689655
27/04/2010,28.99,-0.020147514
26/04/2010,29.58,0.006784287
23/04/2010,29.38,-0.005092525
22/04/2010,29.53,0.046439391
21/04/2010,28.19,-0.002126152
20/04/2010,28.25,-0.026547141
19/04/2010,29.01,0.01423388
16/04/2010,28.6,0.057569852
15/04/2010,27,-0.019076147
14/04/2010,27.52,0.017965653
13/04/2010,27.03,0.029662396
12/04/2010,26.24,-0.008727052
09/04/2010,26.47,-0.001510004
08/04/2010,26.51,-0.001507727
07/04/2010,26.55,-0.01717742
06/04/2010,27.01,0.045832676
05/04/2010,25.8,0.010912033
01/04/2010,25.52,0.010636303
31/03/2010,25.25,-0.021160664
30/03/2010,25.79,0.01720809
29/03/2010,25.35,0.014302985
26/03/2010,24.99,0.02266386
25/03/2010,24.43,-0.03301427
24/03/2010,25.25,0.002776127
23/03/2010,25.18,0.006774284
22/03/2010,25.01,-0.023316607
19/03/2010,25.6,0.014162314
18/03/2010,25.24,-0.022719348
17/03/2010,25.82,0.027485044
16/03/2010,25.12,0.003589236
15/03/2010,25.03,-0.003987246
12/03/2010,25.13,0.000796178
11/03/2010,25.11,0.001993224
10/03/2010,25.06,-0.002391392
09/03/2010,25.12,0.018076411
08/03/2010,24.67,0.006098819
05/03/2010,24.52,0.013136478
04/03/2010,24.2,0.008715556
03/03/2010,23.99,-0.002082033
02/03/2010,24.04,-0.002077707
01/03/2010,24.09,0.008336855
26/02/2010,23.89,0.003774381
25/02/2010,23.8,-0.015012792
24/02/2010,24.16,0.021758181
23/02/2010,23.64,0.017065261
22/02/2010,23.24,-0.014523963
19/02/2010,23.58,0.012804272
18/02/2010,23.28,0.022590014
17/02/2010,22.76,-0.011793105
16/02/2010,23.03,0.021062648
12/02/2010,22.55,0.021969052
11/02/2010,22.06,0.000453412
10/02/2010,22.05,-0.022865825
09/02/2010,22.56,0.007563996
08/02/2010,22.39,0.030841447
05/02/2010,21.71,-0.034408102
04/02/2010,22.47,-0.059183756
03/02/2010,23.84,0.008847751
02/02/2010,23.63,0.011063943
01/02/2010,23.37,-0.00512165
29/01/2010,23.49,-0.014790044
28/01/2010,23.84,0.012239022
27/01/2010,23.55,0.000849618
26/01/2010,23.53,0.007679219
25/01/2010,23.35,0.000428357
22/01/2010,23.34,-0.027051523
21/01/2010,23.98,-0.021861048
20/01/2010,24.51,-0.001630657
19/01/2010,24.55,0.007769411
15/01/2010,24.36,0.00658981
14/01/2010,24.2,-0.004123717
13/01/2010,24.3,0.014508026
12/01/2010,23.95,-0.002085506
11/01/2010,24,0.00543139
08/01/2010,23.87,0.005461051
07/01/2010,23.74,0.006762494
06/01/2010,23.58,0.013663748
05/01/2010,23.26,0.007768705
04/01/2010,23.08,0.028567093
31/12/2009,22.43,-0.007992938
30/12/2009,22.61,0
29/12/2009,22.61,-0.000442184
28/12/2009,22.62,0.020996974
24/12/2009,22.15,-0.011669791
23/12/2009,22.41,0.000446329
22/12/2009,22.4,-0.008888947
21/12/2009,22.6,0.001328315
18/12/2009,22.57,0.00577651
17/12/2009,22.44,-0.012840557
16/12/2009,22.73,0.001761339
15/12/2009,22.69,-0.004836237
14/12/2009,22.8,-0.023408091
11/12/2009,23.34,-0.015306421
10/12/2009,23.7,-0.012578782
09/12/2009,24,0.015536739
08/12/2009,23.63,0
07/12/2009,23.63,-0.009267126
04/12/2009,23.85,0.022901764
03/12/2009,23.31,-0.012364259
02/12/2009,23.6,0.012364259
01/12/2009,23.31,0.013388237
30/11/2009,23,-0.006500565
27/11/2009,23.15,-0.025166609
25/11/2009,23.74,0.010160968
24/11/2009,23.5,0.004264399
23/11/2009,23.4,0.008152802
20/11/2009,23.21,0.014757212
19/11/2009,22.87,0.014090942
18/11/2009,22.55,-0.02149677
17/11/2009,23.04,-0.002600782
16/11/2009,23.1,0.01614698
13/11/2009,22.73,
