Date,Close,MCO
20/12/2013,77.3,0.040929805
19/12/2013,74.2,-0.012322685
18/12/2013,75.12,0.020034284
17/12/2013,73.63,-0.003930876
16/12/2013,73.92,0.028681211
13/12/2013,71.83,0.001672008
12/12/2013,71.71,-0.007917258
11/12/2013,72.28,-0.011144093
10/12/2013,73.09,-0.00450482
09/12/2013,73.42,-0.006787049
06/12/2013,73.92,0.020915259
05/12/2013,72.39,-0.011400439
04/12/2013,73.22,-0.007754613
03/12/2013,73.79,-0.012658397
02/12/2013,74.73,0.001339047
29/11/2013,74.63,0.00537419
27/11/2013,74.23,-0.000134707
26/11/2013,74.24,-0.0033618
25/11/2013,74.49,-0.013202832
22/11/2013,75.48,0.015622188
21/11/2013,74.31,0.000673083
20/11/2013,74.26,-0.003763445
19/11/2013,74.54,0.004167513
18/11/2013,74.23,-0.010986177
15/11/2013,75.05,0.014900605
14/11/2013,73.94,0.008284151
13/11/2013,73.33,0.006841844
12/11/2013,72.83,-0.008476944
11/11/2013,73.45,0.005187017
08/11/2013,73.07,0.023400168
07/11/2013,71.38,-0.012529748
06/11/2013,72.28,0.002354735
05/11/2013,72.11,-0.004289773
04/11/2013,72.42,0.017130145
01/11/2013,71.19,0.007472717
31/10/2013,70.66,-0.008034436
30/10/2013,71.23,-0.010613142
29/10/2013,71.99,0.021482048
28/10/2013,70.46,-0.015491086
25/10/2013,71.56,-0.022659162
24/10/2013,73.2,0.017223988
23/10/2013,71.95,-0.015172705
22/10/2013,73.05,0.001232792
21/10/2013,72.96,-0.003420678
18/10/2013,73.21,0.017221615
17/10/2013,71.96,0.005015335
16/10/2013,71.6,0.014064929
15/10/2013,70.6,-0.01434422
14/10/2013,71.62,0.002236512
11/10/2013,71.46,0.000279916
10/10/2013,71.44,0.020934286
09/10/2013,69.96,0.00559021
08/10/2013,69.57,-0.015546202
07/10/2013,70.66,-0.003813833
04/10/2013,70.93,0.01291256
03/10/2013,70.02,-0.013898962
02/10/2013,71,-0.003374581
01/10/2013,71.24,0.012856008
30/09/2013,70.33,-0.000284333
27/09/2013,70.35,-0.005811086
26/09/2013,70.76,0.00737592
25/09/2013,70.24,-0.003836594
24/09/2013,70.51,-0.002549576
23/09/2013,70.69,0.001273976
20/09/2013,70.6,-0.012527435
19/09/2013,71.49,0.00252101
18/09/2013,71.31,0.013269534
17/09/2013,70.37,0.019080989
16/09/2013,69.04,0.024041029
13/09/2013,67.4,-0.001630717
12/09/2013,67.51,-0.003401112
11/09/2013,67.74,0.0080036
10/09/2013,67.2,0.018473154
09/09/2013,65.97,0.002884252
06/09/2013,65.78,0.033387954
05/09/2013,63.62,-0.007672472
04/09/2013,64.11,0.000624122
03/09/2013,64.07,0.007991894
30/08/2013,63.56,-0.007835803
29/08/2013,64.06,0.005321659
28/08/2013,63.72,0.004561549
27/08/2013,63.43,-0.020751193
26/08/2013,64.76,-0.006464545
23/08/2013,65.18,-0.00015341
22/08/2013,65.19,0.031318288
21/08/2013,63.18,-0.021762111
20/08/2013,64.57,0.009023085
19/08/2013,63.99,-0.007007737
16/08/2013,64.44,0.001397624
15/08/2013,64.35,-0.017713209
14/08/2013,65.5,-0.052056362
13/08/2013,69,0
12/08/2013,69,-0.008370665
09/08/2013,69.58,0.003743705
08/08/2013,69.32,-0.005179868
07/08/2013,69.68,-0.018203005
06/08/2013,70.96,0.024682043
05/08/2013,69.23,0.000144456
02/08/2013,69.22,0.004488533
01/08/2013,68.91,0.016681686
31/07/2013,67.77,0.018166074
30/07/2013,66.55,0.027883272
29/07/2013,64.72,0.005422587
26/07/2013,64.37,-0.002947338
25/07/2013,64.56,-0.001857011
24/07/2013,64.68,0.037330108
23/07/2013,62.31,0.006763311
22/07/2013,61.89,0.00210271
19/07/2013,61.76,0.00016193
18/07/2013,61.75,0.018139234
17/07/2013,60.64,0.005125249
16/07/2013,60.33,-0.007760297
15/07/2013,60.8,-0.003939598
12/07/2013,61.04,-0.004902772
11/07/2013,61.34,0.021587721
10/07/2013,60.03,-0.026790985
09/07/2013,61.66,0.006508321
08/07/2013,61.26,0.008524642
05/07/2013,60.74,0.011591453
03/07/2013,60.04,-0.00680557
02/07/2013,60.45,-0.013963266
01/07/2013,61.3,0.006054179
28/06/2013,60.93,0.001642576
27/06/2013,60.83,0.033601155
26/06/2013,58.82,0.006652477
25/06/2013,58.43,0.013612685
24/06/2013,57.64,-0.021284703
21/06/2013,58.88,0.00135962
20/06/2013,58.8,-0.03689593
19/06/2013,61.01,-0.025887225
18/06/2013,62.61,0.006730795
17/06/2013,62.19,-0.000160785
14/06/2013,62.2,-0.010555032
13/06/2013,62.86,0.029380644
12/06/2013,61.04,-0.03982543
11/06/2013,63.52,-0.023032453
10/06/2013,65,-0.011320298
07/06/2013,65.74,0.011935872
06/06/2013,64.96,0.02084381
05/06/2013,63.62,-0.025604626
04/06/2013,65.27,-0.008543149
03/06/2013,65.83,-0.009223623
31/05/2013,66.44,-0.017308698
30/05/2013,67.6,0.005785937
29/05/2013,67.21,-0.006229626
28/05/2013,67.63,0.005634653
24/05/2013,67.25,0.010162993
23/05/2013,66.57,-0.006140042
22/05/2013,66.98,-0.02418997
21/05/2013,68.62,0.009811897
20/05/2013,67.95,0.000588841
17/05/2013,67.91,0.016330529
16/05/2013,66.81,-0.008347045
15/05/2013,67.37,0.010294757
14/05/2013,66.68,0.023980509
13/05/2013,65.1,-0.004597709
10/05/2013,65.4,0.018986447
09/05/2013,64.17,0.005155859
08/05/2013,63.84,-0.004376375
07/05/2013,64.12,0.009716422
06/05/2013,63.5,0.011881328
03/05/2013,62.75,0.035689108
02/05/2013,60.55,-0.004120319
01/05/2013,60.8,-0.00082203
30/04/2013,60.85,0.019247317
29/04/2013,59.69,0.079651875
26/04/2013,55.12,0.001270764
25/04/2013,55.05,0.013717636
24/04/2013,54.3,-0.014080876
23/04/2013,55.07,0.004367614
22/04/2013,54.83,-0.000182365
19/04/2013,54.84,0.011185594
18/04/2013,54.23,-0.007531954
17/04/2013,54.64,0.000183033
16/04/2013,54.63,0.021649472
15/04/2013,53.46,-0.017430443
12/04/2013,54.4,0.000735565
11/04/2013,54.36,0.00350134
10/04/2013,54.17,0.023534893
09/04/2013,52.91,-0.00151086
08/04/2013,52.99,0.011196625
05/04/2013,52.4,-0.007604599
04/04/2013,52.8,0.010854148
03/04/2013,52.23,-0.012935314
02/04/2013,52.91,0.002649509
01/04/2013,52.77,-0.010368648
28/03/2013,53.32,0.015498326
27/03/2013,52.5,0.008032172
26/03/2013,52.08,-0.00249305
25/03/2013,52.21,0.017193508
22/03/2013,51.32,0
21/03/2013,51.32,-0.010660049
20/03/2013,51.87,0.023406569
19/03/2013,50.67,-0.014693182
18/03/2013,51.42,-0.00368825
15/03/2013,51.61,0.002133644
14/03/2013,51.5,-0.003875974
13/03/2013,51.7,0.012260541
12/03/2013,51.07,-0.004883299
11/03/2013,51.32,0.00723578
08/03/2013,50.95,0.014232302
07/03/2013,50.23,-0.001790155
06/03/2013,50.32,0.005180326
05/03/2013,50.06,0.013879334
04/03/2013,49.37,0.008952247
01/03/2013,48.93,0.017940475
28/02/2013,48.06,-0.007049583
27/02/2013,48.4,0.018770103
26/02/2013,47.5,0.016771437
25/02/2013,46.71,-0.032851975
22/02/2013,48.27,0.016712317
21/02/2013,47.47,0.002108816
20/02/2013,47.37,-0.025016939
19/02/2013,48.57,0.037122853
15/02/2013,46.8,0.002567396
14/02/2013,46.68,-0.002353697
13/02/2013,46.79,0.015073498
12/02/2013,46.09,0.013103485
11/02/2013,45.49,0.047724564
08/02/2013,43.37,-0.080166855
07/02/2013,46.99,-0.010584349
06/02/2013,47.49,0.05185867
05/02/2013,45.09,-0.092301566
04/02/2013,49.45,-0.112714601
01/02/2013,55.35,0.009621568
31/01/2013,54.82,-0.00182249
30/01/2013,54.92,-0.00127377
29/01/2013,54.99,0.009868501
28/01/2013,54.45,0.002022245
25/01/2013,54.34,0.007017573
24/01/2013,53.96,0.006134418
23/01/2013,53.63,0.005234635
22/01/2013,53.35,-0.00467509
18/01/2013,53.6,0.002802431
17/01/2013,53.45,0.008454724
16/01/2013,53,-0.008267616
15/01/2013,53.44,0.003749536
14/01/2013,53.24,-0.000751033
11/01/2013,53.28,0.003760817
10/01/2013,53.08,-0.003573111
09/01/2013,53.27,0.008672754
08/01/2013,52.81,0.005316132
07/01/2013,52.53,-0.004558412
04/01/2013,52.77,0.015083818
03/01/2013,51.98,0.004048198
02/01/2013,51.77,0.028408219
31/12/2012,50.32,0.017036187
28/12/2012,49.47,-0.007852653
27/12/2012,49.86,-0.005799436
26/12/2012,50.15,-0.000797289
24/12/2012,50.19,-0.001194743
21/12/2012,50.25,-0.019314751
20/12/2012,51.23,-0.006032907
19/12/2012,51.54,0.01465872
18/12/2012,50.79,0.022298356
17/12/2012,49.67,0.030664708
14/12/2012,48.17,-0.004969983
13/12/2012,48.41,-0.017202964
12/12/2012,49.25,0.001829083
11/12/2012,49.16,0.000814001
10/12/2012,49.12,-0.004874096
07/12/2012,49.36,-0.001214821
06/12/2012,49.42,-0.006454238
05/12/2012,49.74,0.015601573
04/12/2012,48.97,-0.000204186
03/12/2012,48.98,0.008200128
30/11/2012,48.58,0.00930624
29/11/2012,48.13,0.016127693
28/11/2012,47.36,0.011681135
27/11/2012,46.81,-0.011892262
26/11/2012,47.37,0.001056078
23/11/2012,47.32,0.024386235
21/11/2012,46.18,0.000866551
20/11/2012,46.14,-0.001515972
19/11/2012,46.21,0.026533735
16/11/2012,45,-0.023065273
15/11/2012,46.05,0.006754574
14/11/2012,45.74,-0.007622818
13/11/2012,46.09,-0.007134394
12/11/2012,46.42,0.011919092
09/11/2012,45.87,-0.002395211
08/11/2012,45.98,-0.006287284
07/11/2012,46.27,-0.01692958
06/11/2012,47.06,0.009822842
05/11/2012,46.6,-0.03001705
02/11/2012,48.02,-0.01856872
01/11/2012,48.92,0.01565751
31/10/2012,48.16,0.005622087
26/10/2012,47.89,0.046370875
25/10/2012,45.72,0.011660016
24/10/2012,45.19,0.006215336
23/10/2012,44.91,-0.012612182
22/10/2012,45.48,-0.003073548
19/10/2012,45.62,-0.020825048
18/10/2012,46.58,0.014270512
17/10/2012,45.92,0.009188426
16/10/2012,45.5,0.009495489
15/10/2012,45.07,0.015878674
12/10/2012,44.36,-0.000225403
11/10/2012,44.37,0.008373931
10/10/2012,44,0.000454649
09/10/2012,43.98,-0.009504484
08/10/2012,44.4,-0.01164366
05/10/2012,44.92,-0.007098521
04/10/2012,45.24,0.009996751
03/10/2012,44.79,0.008069983
02/10/2012,44.43,0.00360767
01/10/2012,44.27,0.002261421
28/09/2012,44.17,-0.007443364
27/09/2012,44.5,0.00970991
26/09/2012,44.07,-0.00791054
25/09/2012,44.42,-0.022702956
24/09/2012,45.44,-0.007891317
21/09/2012,45.8,0.008992275
20/09/2012,45.39,0.007740833
19/09/2012,45.04,0.006459539
18/09/2012,44.75,0.004928325
17/09/2012,44.53,0.016072785
14/09/2012,43.82,0.001598721
13/09/2012,43.75,0.004122773
12/09/2012,43.57,0.024864764
11/09/2012,42.5,0.01972263
10/09/2012,41.67,0.009645602
07/09/2012,41.27,0.000484731
06/09/2012,41.25,0.033525447
05/09/2012,39.89,0.004270827
04/09/2012,39.72,0.003025721
31/08/2012,39.6,0.013730193
30/08/2012,39.06,0.002820153
29/08/2012,38.95,0.009026496
28/08/2012,38.6,0.00207469
27/08/2012,38.52,-0.001815589
24/08/2012,38.59,0.008065609
23/08/2012,38.28,-0.006769096
22/08/2012,38.54,-0.000518807
21/08/2012,38.56,-0.004399024
20/08/2012,38.73,-0.024988552
17/08/2012,39.71,0.012416224
16/08/2012,39.22,0.00485624
15/08/2012,39.03,0.001025378
14/08/2012,38.99,-0.006646241
13/08/2012,39.25,-0.009130167
10/08/2012,39.61,0.000252493
09/08/2012,39.6,-0.005791279
08/08/2012,39.83,-0.025041596
07/08/2012,40.84,0.015049007
06/08/2012,40.23,-0.01038585
03/08/2012,40.65,0.020127403
02/08/2012,39.84,-0.012719962
01/08/2012,40.35,-0.004451046
31/07/2012,40.53,-0.006639641
30/07/2012,40.8,-0.002692451
27/07/2012,40.91,0.020247605
26/07/2012,40.09,0.106220063
25/07/2012,36.05,0.008076913
24/07/2012,35.76,-0.001117943
23/07/2012,35.8,-0.014145292
20/07/2012,36.31,-0.01855442
19/07/2012,36.99,0.006781526
18/07/2012,36.74,0.01039681
17/07/2012,36.36,0.003581764
16/07/2012,36.23,-0.012071477
13/07/2012,36.67,0.018440044
12/07/2012,36,-0.023608014
11/07/2012,36.86,0.000814222
10/07/2012,36.83,0.001086661
09/07/2012,36.79,0.009284611
06/07/2012,36.45,-0.006835297
05/07/2012,36.7,-0.013800787
03/07/2012,37.21,0.01734931
02/07/2012,36.57,0.000547046
29/06/2012,36.55,0.02774103
28/06/2012,35.55,0.002534856
27/06/2012,35.46,0.021089411
26/06/2012,34.72,0.018311804
25/06/2012,34.09,-0.027200751
22/06/2012,35.03,0.008025265
21/06/2012,34.75,-0.036727292
20/06/2012,36.05,-0.011583141
19/06/2012,36.47,0.011860572
18/06/2012,36.04,0.009198671
15/06/2012,35.71,0.017799594
14/06/2012,35.08,-0.006535042
13/06/2012,35.31,-0.021849609
12/06/2012,36.09,0.012827839
11/06/2012,35.63,-0.018629762
08/06/2012,36.3,-0.004123717
07/06/2012,36.45,-0.007924621
06/06/2012,36.74,0.018681862
05/06/2012,36.06,0.022435041
04/06/2012,35.26,-0.003114826
01/06/2012,35.37,-0.033910976
31/05/2012,36.59,-0.006809232
30/05/2012,36.84,-0.022810596
29/05/2012,37.69,0.008794194
25/05/2012,37.36,0.002948669
24/05/2012,37.25,0.018150302
23/05/2012,36.58,0.008235018
22/05/2012,36.28,-0.001652438
21/05/2012,36.34,0.021135381
18/05/2012,35.58,-0.005605396
17/05/2012,35.78,-0.040262867
16/05/2012,37.25,-0.016771323
15/05/2012,37.88,0
14/05/2012,37.88,-0.012591982
11/05/2012,38.36,0.000521512
10/05/2012,38.34,-0.00026079
09/05/2012,38.35,-0.010376228
08/05/2012,38.75,-0.000515996
07/05/2012,38.77,-0.006171272
04/05/2012,39.01,-0.011976191
03/05/2012,39.48,-0.016579129
02/05/2012,40.14,-0.011394723
01/05/2012,40.6,-0.008583744
30/04/2012,40.95,-0.015026943
27/04/2012,41.57,-0.00096177
26/04/2012,41.61,-0.008614554
25/04/2012,41.97,0.008374256
24/04/2012,41.62,0.004816965
23/04/2012,41.42,-0.004576667
20/04/2012,41.61,0.009416948
19/04/2012,41.22,-0.024680778
18/04/2012,42.25,-0.011296896
17/04/2012,42.73,0.026320429
16/04/2012,41.62,-0.001440576
13/04/2012,41.68,-0.029083502
12/04/2012,42.91,0.025013102
11/04/2012,41.85,0.02614528
10/04/2012,40.77,-0.02015365
09/04/2012,41.6,-0.01715962
05/04/2012,42.32,0.001418775
04/04/2012,42.26,-0.016661186
03/04/2012,42.97,0.014769932
02/04/2012,42.34,0.005684525
30/03/2012,42.1,0.013872502
29/03/2012,41.52,-0.011970457
28/03/2012,42.02,-0.007114092
27/03/2012,42.32,0
26/03/2012,42.32,0.016919265
23/03/2012,41.61,0.003370249
22/03/2012,41.47,-0.006729177
21/03/2012,41.75,0.004320698
20/03/2012,41.57,-0.007668382
19/03/2012,41.89,-0.016807118
16/03/2012,42.6,0.013470604
15/03/2012,42.03,0.01220841
14/03/2012,41.52,0.000481812
13/03/2012,41.5,0.035564754
12/03/2012,40.05,0.03067803
09/03/2012,38.84,0.008013485
08/03/2012,38.53,0.031104247
07/03/2012,37.35,0
06/03/2012,37.35,-0.031363751
05/03/2012,38.54,-0.010325337
02/03/2012,38.94,-0.00741976
01/03/2012,39.23,0.01593045
29/02/2012,38.61,-0.000776699
28/02/2012,38.64,-0.015153751
27/02/2012,39.23,0.008961781
24/02/2012,38.88,-0.006920443
23/02/2012,39.15,0.009753671
22/02/2012,38.77,0.003358742
21/02/2012,38.64,0.002850851
17/02/2012,38.53,0.002078463
16/02/2012,38.45,0.005476608
15/02/2012,38.24,-0.010923386
14/02/2012,38.66,-0.001292491
13/02/2012,38.71,0.00699938
10/02/2012,38.44,0.00182268
09/02/2012,38.37,0.001564946
08/02/2012,38.31,-0.017337735
07/02/2012,38.98,0.008760685
06/02/2012,38.64,0.003629768
03/02/2012,38.5,0.027384544
02/02/2012,37.46,-0.003730353
01/02/2012,37.6,0.009889163
31/01/2012,37.23,0.004846536
30/01/2012,37.05,-0.016330171
27/01/2012,37.66,-0.010565339
26/01/2012,38.06,-0.005241102
25/01/2012,38.26,0.036735565
24/01/2012,36.88,0.003531173
23/01/2012,36.75,0.007648221
20/01/2012,36.47,-0.002191181
19/01/2012,36.55,0.02774103
18/01/2012,35.55,0.006490781
17/01/2012,35.32,-0.017123225
13/01/2012,35.93,-0.021748965
12/01/2012,36.72,0.025932488
11/01/2012,35.78,-0.015254768
10/01/2012,36.33,0.013858315
09/01/2012,35.83,0
06/01/2012,35.83,0.003914994
05/01/2012,35.69,0.017524473
04/01/2012,35.07,-0.002563009
03/01/2012,35.16,0.043004883
30/12/2011,33.68,-0.012686407
29/12/2011,34.11,0.017448321
28/12/2011,33.52,-0.016274956
27/12/2011,34.07,-0.013700841
23/12/2011,34.54,0.008431508
22/12/2011,34.25,0.015002488
21/12/2011,33.74,0.000889548
20/12/2011,33.71,0.039944796
19/12/2011,32.39,-0.006462555
16/12/2011,32.6,0.007698267
15/12/2011,32.35,-0.016250549
14/12/2011,32.88,-0.018979332
13/12/2011,33.51,-0.027955329
12/12/2011,34.46,-0.027477401
09/12/2011,35.42,0.016797548
08/12/2011,34.83,-0.012837147
07/12/2011,35.28,0.001986098
06/12/2011,35.21,-0.00932869
05/12/2011,35.54,0.016740354
02/12/2011,34.95,0.00458848
01/12/2011,34.79,0.002302159
30/11/2011,34.71,0.082229867
29/11/2011,31.97,-0.00872008
28/11/2011,32.25,0.019412006
25/11/2011,31.63,-0.00157953
23/11/2011,31.68,-0.032912005
22/11/2011,32.74,-0.00030539
21/11/2011,32.75,-0.001525553
18/11/2011,32.8,0.007651147
17/11/2011,32.55,-0.014033177
16/11/2011,33.01,-0.049929141
15/11/2011,34.7,0.028352038
14/11/2011,33.73,-0.037817188
11/11/2011,35.03,0.024856771
10/11/2011,34.17,0.004399479
09/11/2011,34.02,-0.047361412
08/11/2011,35.67,0.012979866
07/11/2011,35.21,-0.00679312
04/11/2011,35.45,-0.003379333
03/11/2011,35.57,0.023323014
02/11/2011,34.75,0.020349539
01/11/2011,34.05,-0.041420934
31/10/2011,35.49,-0.011207739
28/10/2011,35.89,-0.02367952
27/10/2011,36.75,0.087530992
26/10/2011,33.67,0.048062778
25/10/2011,32.09,-0.020053117
24/10/2011,32.74,0.042426825
21/10/2011,31.38,0.014444161
20/10/2011,30.93,-0.03588256
19/10/2011,32.06,-0.009313945
18/10/2011,32.36,0.025349503
17/10/2011,31.55,-0.019771553
14/10/2011,32.18,0.019137839
13/10/2011,31.57,-0.0135286
12/10/2011,32,0.019246532
11/10/2011,31.39,-0.007616666
10/10/2011,31.63,0.025617795
07/10/2011,30.83,-0.02276834
06/10/2011,31.54,0.040108869
05/10/2011,30.3,-0.009198488
04/10/2011,30.58,0.055121479
03/10/2011,28.94,-0.050861273
30/09/2011,30.45,-0.016287005
29/09/2011,30.95,0.006808261
28/09/2011,30.74,-0.024105297
27/09/2011,31.49,0.012140724
26/09/2011,31.11,0.024074032
23/09/2011,30.37,-0.001973685
22/09/2011,30.43,-0.042778672
21/09/2011,31.76,-0.034352751
20/09/2011,32.87,0.00518531
19/09/2011,32.7,-0.005489492
16/09/2011,32.88,0.014706147
15/09/2011,32.4,0.023420274
14/09/2011,31.65,0.037995556
13/09/2011,30.47,0.03235233
12/09/2011,29.5,0.018129452
09/09/2011,28.97,-0.037599687
08/09/2011,30.08,-0.006296624
07/09/2011,30.27,0.04113864
06/09/2011,29.05,-0.009933289
02/09/2011,29.34,-0.031865852
01/09/2011,30.29,-0.017670617
31/08/2011,30.83,0.003248866
30/08/2011,30.73,-0.002599936
29/08/2011,30.81,0.034338138
26/08/2011,29.77,0.017279779
25/08/2011,29.26,-0.021302581
24/08/2011,29.89,0.048673075
23/08/2011,28.47,0.054496615
22/08/2011,26.96,-0.002962965
19/08/2011,27.04,-0.032384129
18/08/2011,27.93,-0.117424934
17/08/2011,31.41,0.003188778
16/08/2011,31.31,-0.043437543
15/08/2011,32.7,0.026023773
12/08/2011,31.86,0.014861934
11/08/2011,31.39,0.074034458
10/08/2011,29.15,-0.082914948
09/08/2011,31.67,0.060861467
08/08/2011,29.8,-0.098356177
05/08/2011,32.88,-0.020470311
04/08/2011,33.56,-0.059853098
03/08/2011,35.63,0.037459705
02/08/2011,34.32,-0.029570118
01/08/2011,35.35,-0.007328105
29/07/2011,35.61,0.010444696
28/07/2011,35.24,-0.005941452
27/07/2011,35.45,-0.054082068
26/07/2011,37.42,0.001069519
25/07/2011,37.38,0.005633818
22/07/2011,37.17,0.00026907
21/07/2011,37.16,0.018468749
20/07/2011,36.48,-0.005740073
19/07/2011,36.69,0.03240832
18/07/2011,35.52,-0.02584554
15/07/2011,36.45,0.003572905
14/07/2011,36.32,-0.009044875
13/07/2011,36.65,0.009871207
12/07/2011,36.29,-0.035461829
11/07/2011,37.6,-0.046761766
08/07/2011,39.4,-0.009598457
07/07/2011,39.78,0.008076773
06/07/2011,39.46,0.015064756
05/07/2011,38.87,-0.003595279
01/07/2011,39.01,0.017063496
30/06/2011,38.35,0.021880404
29/06/2011,37.52,0.00320342
28/06/2011,37.4,0.00643779
27/06/2011,37.16,0.002964562
24/06/2011,37.05,-0.01659567
23/06/2011,37.67,-0.003709596
22/06/2011,37.81,-0.000793126
21/06/2011,37.84,0.01464155
20/06/2011,37.29,0.02553099
17/06/2011,36.35,-0.051472095
16/06/2011,38.27,-0.049449421
15/06/2011,40.21,-0.0344651
14/06/2011,41.62,0.009899876
13/06/2011,41.21,0.000728244
10/06/2011,41.18,-0.01374675
09/06/2011,41.75,0.057172503
08/06/2011,39.43,0.003811464
07/06/2011,39.28,0.013842826
06/06/2011,38.74,-0.01765429
03/06/2011,39.43,-0.006572319
02/06/2011,39.69,0.007079676
01/06/2011,39.41,-0.012607328
31/05/2011,39.91,0.028464438
27/05/2011,38.79,-0.002574667
26/05/2011,38.89,0.02209891
25/05/2011,38.04,0.008182704
24/05/2011,37.73,-0.004495578
23/05/2011,37.9,-0.020630057
20/05/2011,38.69,-0.009261708
19/05/2011,39.05,0.007196125
18/05/2011,38.77,0.007768035
17/05/2011,38.47,0.00782885
16/05/2011,38.17,0.000786267
13/05/2011,38.14,0.005784923
12/05/2011,37.92,0.002640614
11/05/2011,37.82,-0.017560404
10/05/2011,38.49,0.004687509
09/05/2011,38.31,0.011815813
06/05/2011,37.86,-0.002901228
05/05/2011,37.97,-0.008653522
04/05/2011,38.3,-0.015801391
03/05/2011,38.91,-0.001797407
02/05/2011,38.98,-0.004096268
29/04/2011,39.14,0.010014206
28/04/2011,38.75,0.010897876
27/04/2011,38.33,0.065217071
26/04/2011,35.91,0.005025136
25/04/2011,35.73,-0.002794859
21/04/2011,35.83,0.012356237
20/04/2011,35.39,-0.000564972
19/04/2011,35.41,-0.00253843
18/04/2011,35.5,-0.010089772
15/04/2011,35.86,0.010935199
14/04/2011,35.47,-0.002815317
13/04/2011,35.57,0.010456503
12/04/2011,35.2,-0.008486614
11/04/2011,35.5,0.005649733
08/04/2011,35.3,-0.024347082
07/04/2011,36.17,0.02123578
06/04/2011,35.41,0.012789715
05/04/2011,34.96,0.010639928
04/04/2011,34.59,0.000578369
01/04/2011,34.57,0.019276298
31/03/2011,33.91,-0.015799041
30/03/2011,34.45,0.026472134
29/03/2011,33.55,0.005079945
28/03/2011,33.38,0.010540679
25/03/2011,33.03,0.012184129
24/03/2011,32.63,-0.003670851
23/03/2011,32.75,0.017247117
22/03/2011,32.19,-0.026970682
21/03/2011,33.07,0.024798454
18/03/2011,32.26,0.025747105
17/03/2011,31.44,0.000954654
16/03/2011,31.41,-0.008559253
15/03/2011,31.68,-0.008173576
14/03/2011,31.94,-0.013063949
11/03/2011,32.36,0.018715456
10/03/2011,31.76,-0.019642097
09/03/2011,32.39,0.003092148
08/03/2011,32.29,0.014662562
07/03/2011,31.82,0.002832417
04/03/2011,31.73,-0.007535357
03/03/2011,31.97,0.01767165
02/03/2011,31.41,0.001912046
01/03/2011,31.35,-0.017391743
28/02/2011,31.9,0.020906685
25/02/2011,31.24,0.048534115
24/02/2011,29.76,0.001008573
23/02/2011,29.73,-0.022614865
22/02/2011,30.41,-0.009165367
18/02/2011,30.69,0.006866138
17/02/2011,30.48,-0.000655953
16/02/2011,30.5,-0.003273325
15/02/2011,30.6,0.003273325
14/02/2011,30.5,0.001312336
11/02/2011,30.46,0.004936656
10/02/2011,30.31,0.003635767
09/02/2011,30.2,0.007645043
08/02/2011,29.97,-0.002000001
07/02/2011,30.03,0.006012042
04/02/2011,29.85,0.002347813
03/02/2011,29.78,0.003700593
02/02/2011,29.67,0.003714338
01/02/2011,29.56,0.006448351
31/01/2011,29.37,0.011643967
28/01/2011,29.03,-0.015382289
27/01/2011,29.48,0.008174432
26/01/2011,29.24,0.007897037
