Date,Close,HSY
23/07/2013,93.59,0.008369148
22/07/2013,92.81,0.001509597
19/07/2013,92.67,0.004542513
18/07/2013,92.25,0.008600565
17/07/2013,91.46,-0.005016915
16/07/2013,91.92,-0.002173441
15/07/2013,92.12,0.004678753
12/07/2013,91.69,-0.002614096
11/07/2013,91.93,0.013359813
10/07/2013,90.71,-0.001101807
09/07/2013,90.81,0.002535974
08/07/2013,90.58,0.00620157
05/07/2013,90.02,0.009487208
03/07/2013,89.17,-0.007151668
02/07/2013,89.81,-0.002113343
01/07/2013,90,0.008032172
28/06/2013,89.28,0.005390849
27/06/2013,88.8,0.009390803
26/06/2013,87.97,0.018008171
25/06/2013,86.4,0.000810514
24/06/2013,86.33,-0.003815254
21/06/2013,86.66,0.016052456
20/06/2013,85.28,-0.032305532
19/06/2013,88.08,-0.017221428
18/06/2013,89.61,-0.001226789
17/06/2013,89.72,0.006373365
14/06/2013,89.15,0.014234312
13/06/2013,87.89,0.002506267
12/06/2013,87.67,-0.002733798
11/06/2013,87.91,-0.001591271
10/06/2013,88.05,-0.016110302
07/06/2013,89.48,0.019181452
06/06/2013,87.78,-0.001252348
05/06/2013,87.89,-0.01142611
04/06/2013,88.9,0.005074722
03/06/2013,88.45,-0.007434141
31/05/2013,89.11,-0.01492565
30/05/2013,90.45,0.009665131
29/05/2013,89.58,-0.006010035
28/05/2013,90.12,0.009700695
24/05/2013,89.25,0.000224115
23/05/2013,89.23,0.000672646
22/05/2013,89.17,0.00810724
21/05/2013,88.45,-0.003949229
20/05/2013,88.8,-0.014533515
17/05/2013,90.1,0.001777383
16/05/2013,89.94,-0.004216138
15/05/2013,90.32,0.005439925
14/05/2013,89.83,0.013674277
13/05/2013,88.61,0.008044913
10/05/2013,87.9,0.001707942
09/05/2013,87.75,-0.013245227
08/05/2013,88.92,-0.00381637
07/05/2013,89.26,0.00674463
06/05/2013,88.66,-0.010099962
03/05/2013,89.56,0.003131293
02/05/2013,89.28,0.014440684
01/05/2013,88,-0.013095694
30/04/2013,89.16,0.011732987
29/04/2013,88.12,0.006261048
26/04/2013,87.57,-0.014961177
25/04/2013,88.89,-0.005049666
24/04/2013,89.34,-0.021153677
23/04/2013,91.25,0.010022662
22/04/2013,90.34,-0.000442674
19/04/2013,90.38,0.01011963
18/04/2013,89.47,0.005828959
17/04/2013,88.95,-0.002582385
16/04/2013,89.18,0.031553389
15/04/2013,86.41,-0.001272191
12/04/2013,86.52,-0.001039681
11/04/2013,86.61,-0.001615136
10/04/2013,86.75,0.012177593
09/04/2013,85.7,0.005264709
08/04/2013,85.25,-0.002226259
05/04/2013,85.44,-0.003971504
04/04/2013,85.78,-0.000815708
03/04/2013,85.85,-0.00673325
02/04/2013,86.43,-0.006918049
01/04/2013,87.03,-0.005728705
28/03/2013,87.53,0.007223559
27/03/2013,86.9,-0.000460193
26/03/2013,86.94,0.016818816
25/03/2013,85.49,-0.004900827
22/03/2013,85.91,0.007946752
21/03/2013,85.23,-0.008063146
20/03/2013,85.92,0.005485221
19/03/2013,85.45,0.014498987
18/03/2013,84.22,0.003806809
15/03/2013,83.9,-0.007125921
14/03/2013,84.5,0.001658179
13/03/2013,84.36,0.000830122
12/03/2013,84.29,0.000830811
11/03/2013,84.22,-0.001186662
08/03/2013,84.32,-0.002369108
07/03/2013,84.52,0.000473373
06/03/2013,84.48,-0.008486614
05/03/2013,85.2,0.007303602
04/03/2013,84.58,0.013450182
01/03/2013,83.45,0.001319024
28/02/2013,83.34,0.008918945
27/02/2013,82.6,0.011935351
26/02/2013,81.62,0.012451619
25/02/2013,80.61,-0.007661926
22/02/2013,81.23,0.011515016
21/02/2013,80.3,-0.006825965
20/02/2013,80.85,-0.010825546
19/02/2013,81.73,0.009836548
15/02/2013,80.93,0.000494376
14/02/2013,80.89,-0.005670627
13/02/2013,81.35,0.007155224
12/02/2013,80.77,0.00484022
11/02/2013,80.38,0.002117194
08/02/2013,80.21,-0.001494955
07/02/2013,80.33,-0.000248942
06/02/2013,80.35,0.004115489
05/02/2013,80.02,0.004132496
04/02/2013,79.69,-0.005630998
01/02/2013,80.14,0.008647212
31/01/2013,79.45,0.01483575
30/01/2013,78.28,0.006279254
29/01/2013,77.79,0.007483906
28/01/2013,77.21,-0.008254916
25/01/2013,77.85,-0.003078109
24/01/2013,78.09,-0.009050989
23/01/2013,78.8,0.000126912
22/01/2013,78.79,0.006493943
18/01/2013,78.28,0.003326938
17/01/2013,78.02,0.019151724
16/01/2013,76.54,0.00458326
15/01/2013,76.19,-0.004713902
14/01/2013,76.55,0.00563308
11/01/2013,76.12,0.002499179
10/01/2013,75.93,0.019549795
09/01/2013,74.46,0.010802157
08/01/2013,73.66,-0.010802157
07/01/2013,74.46,-0.001073826
04/01/2013,74.54,0.013914443
03/01/2013,73.51,-0.011093187
02/01/2013,74.33,0.028797623
31/12/2012,72.22,0.010859079
28/12/2012,71.44,-0.008641169
27/12/2012,72.06,-0.00124818
26/12/2012,72.15,-0.011849133
24/12/2012,73.01,-0.004918715
21/12/2012,73.37,-0.008144473
20/12/2012,73.97,0.004199695
19/12/2012,73.66,-0.005955621
18/12/2012,74.1,-0.007261024
17/12/2012,74.64,0.00834123
14/12/2012,74.02,0.003112106
13/12/2012,73.79,0.005299285
12/12/2012,73.4,0.00122691
11/12/2012,73.31,0.00698107
10/12/2012,72.8,0.00730685
07/12/2012,72.27,0.003187585
06/12/2012,72.04,-0.003879196
05/12/2012,72.32,-0.001105583
04/12/2012,72.4,-0.003997524
03/12/2012,72.69,-0.007947425
30/11/2012,73.27,0.009875269
29/11/2012,72.55,0.000413593
28/11/2012,72.52,0.003453281
27/11/2012,72.27,-0.005381921
26/11/2012,72.66,0.003584727
23/11/2012,72.4,0.006373861
21/11/2012,71.94,-0.005821222
20/11/2012,72.36,-0.003311261
19/11/2012,72.6,0.01191645
16/11/2012,71.74,0.002512213
15/11/2012,71.56,0
14/11/2012,71.56,-0.003487483
13/11/2012,71.81,0.009514553
12/11/2012,71.13,0.011026405
09/11/2012,70.35,0.006417134
08/11/2012,69.9,0.00444477
07/11/2012,69.59,0.001150252
06/11/2012,69.51,0.005771189
05/11/2012,69.11,-0.005483419
02/11/2012,69.49,-0.003304363
01/11/2012,69.72,0.012556995
31/10/2012,68.85,-0.006947488
26/10/2012,69.33,-0.007472373
25/10/2012,69.85,-0.003857974
24/10/2012,70.12,-0.000712809
23/10/2012,70.17,-0.005400809
22/10/2012,70.55,0.003123228
19/10/2012,70.33,-0.013697877
18/10/2012,71.3,0.005343846
17/10/2012,70.92,0.003531327
16/10/2012,70.67,0.005107118
15/10/2012,70.31,0.011155722
12/10/2012,69.53,-0.012292894
11/10/2012,70.39,-0.004535798
10/10/2012,70.71,-0.009010338
09/10/2012,71.35,-0.004614425
08/10/2012,71.68,0.002654189
05/10/2012,71.49,0.00252101
04/10/2012,71.31,-0.004337795
03/10/2012,71.62,0.003356647
02/10/2012,71.38,0
01/10/2012,71.38,0.006888338
28/09/2012,70.89,0.000705567
27/09/2012,70.84,0.002402658
26/09/2012,70.67,-0.003813295
25/09/2012,70.94,-0.011910741
24/09/2012,71.79,0.001533422
21/09/2012,71.68,-0.00362067
20/09/2012,71.94,0.009076373
19/09/2012,71.29,0.003794538
18/09/2012,71.02,0.009763077
17/09/2012,70.33,0.00341832
14/09/2012,70.09,-0.027302568
13/09/2012,72.03,0.015389224
12/09/2012,70.93,-0.002956291
11/09/2012,71.14,-0.010487406
10/09/2012,71.89,-0.005963543
07/09/2012,72.32,-0.011548107
06/09/2012,73.16,0.013070283
05/09/2012,72.21,-0.004283845
04/09/2012,72.52,0.009699397
31/08/2012,71.82,0.00362673
30/08/2012,71.56,-0.009872847
29/08/2012,72.27,-0.003039516
28/08/2012,72.49,-0.004542021
27/08/2012,72.82,0.002887989
24/08/2012,72.61,0
23/08/2012,72.61,0.001102384
22/08/2012,72.53,0.000827586
21/08/2012,72.47,0.001795457
20/08/2012,72.34,0.005822836
17/08/2012,71.92,-0.004577937
16/08/2012,72.25,-0.005108039
15/08/2012,72.62,-0.002612942
14/08/2012,72.81,0.00606146
13/08/2012,72.37,0.001936377
10/08/2012,72.23,0.006807
09/08/2012,71.74,-0.000418089
08/08/2012,71.77,0.002092197
07/08/2012,71.62,-0.00041879
06/08/2012,71.65,-0.007231293
03/08/2012,72.17,0.007510466
02/08/2012,71.63,0.003776492
01/08/2012,71.36,-0.005310984
31/07/2012,71.74,-0.005975975
30/07/2012,72.17,0
27/07/2012,72.17,0.010306498
26/07/2012,71.43,0.015519499
25/07/2012,70.33,-0.000852757
24/07/2012,70.39,-0.006090239
23/07/2012,70.82,-0.006193713
20/07/2012,71.26,-0.004759914
19/07/2012,71.6,-0.002510812
18/07/2012,71.78,0.002510812
17/07/2012,71.6,-0.002928668
16/07/2012,71.81,-0.010114392
13/07/2012,72.54,0.008027725
12/07/2012,71.96,-0.000277894
11/07/2012,71.98,-0.003605606
10/07/2012,72.24,-0.002764724
09/07/2012,72.44,0.002764724
06/07/2012,72.24,0.000138437
05/07/2012,72.23,-0.00483393
03/07/2012,72.58,0.006774063
02/07/2012,72.09,0.00083264
29/06/2012,72.03,0.031878581
28/06/2012,69.77,0.005605476
27/06/2012,69.38,-0.008896601
26/06/2012,70,0.022976229
25/06/2012,68.41,-0.01580774
22/06/2012,69.5,-0.000862937
21/06/2012,69.56,-0.015265294
20/06/2012,70.63,0.005394675
19/06/2012,70.25,0.007573088
18/06/2012,69.72,0.003304363
15/06/2012,69.49,0.008236446
14/06/2012,68.92,0.001016186
13/06/2012,68.85,0.018766128
12/06/2012,67.57,0.00415246
11/06/2012,67.29,-0.00415246
08/06/2012,67.57,0.013409021
07/06/2012,66.67,-0.001948004
06/06/2012,66.8,0.013109507
05/06/2012,65.93,-0.001212673
04/06/2012,66.01,0.001667804
01/06/2012,65.9,-0.014462439
31/05/2012,66.86,-0.01115502
30/05/2012,67.61,-0.002216149
29/05/2012,67.76,0.000590493
25/05/2012,67.72,-0.004126148
24/05/2012,68,0.011536883
23/05/2012,67.22,-0.010065212
22/05/2012,67.9,0.00368868
21/05/2012,67.65,0.00355398
18/05/2012,67.41,-0.013848188
17/05/2012,68.35,-0.001461989
16/05/2012,68.45,-0.000730194
15/05/2012,68.5,-0.007272759
14/05/2012,69,0.007856871
11/05/2012,68.46,-0.00306279
10/05/2012,68.67,0.01068746
09/05/2012,67.94,0.002948115
08/05/2012,67.74,0.010387391
07/05/2012,67.04,0.002239977
04/05/2012,66.89,-0.006556423
03/05/2012,67.33,0.004913283
02/05/2012,67,0.005087547
01/05/2012,66.66,-0.005236789
30/04/2012,67.01,0.003887565
27/04/2012,66.75,0.002700272
26/04/2012,66.57,-0.000450552
25/04/2012,66.6,0.009049836
24/04/2012,66,0.057853843
23/04/2012,62.29,-0.01371195
20/04/2012,63.15,0.003966685
19/04/2012,62.9,0.008782492
18/04/2012,62.35,-0.001602564
17/04/2012,62.45,0.012244393
16/04/2012,61.69,0
13/04/2012,61.69,0.000648614
12/04/2012,61.65,0.01306141
11/04/2012,60.85,0.013567382
10/04/2012,60.03,0.003671566
09/04/2012,59.81,-0.014111631
05/04/2012,60.66,-0.009679347
04/04/2012,61.25,-0.003585401
03/04/2012,61.47,-0.006647775
02/04/2012,61.88,0.008927906
30/03/2012,61.33,0.002448781
29/03/2012,61.18,0.004422974
28/03/2012,60.91,-0.006871755
27/03/2012,61.33,0.001468549
26/03/2012,61.24,0.011826682
23/03/2012,60.52,0.001984784
22/03/2012,60.4,0.00448022
21/03/2012,60.13,-0.000332557
20/03/2012,60.15,-0.002822281
19/03/2012,60.32,0.002988546
16/03/2012,60.14,-0.002656926
15/03/2012,60.3,-0.00033162
14/03/2012,60.32,-0.008583744
13/03/2012,60.84,0.004612858
12/03/2012,60.56,0.017826378
09/03/2012,59.49,-0.001175977
08/03/2012,59.56,-0.001509941
07/03/2012,59.65,-0.002511512
06/03/2012,59.8,-0.018720003
05/03/2012,60.93,-0.006543455
02/03/2012,61.33,0.003429975
01/03/2012,61.12,0.006895447
29/02/2012,60.7,0.018623751
28/02/2012,59.58,-0.012841
27/02/2012,60.35,-0.012514571
24/02/2012,61.11,0.006402386
23/02/2012,60.72,0.00793655
22/02/2012,60.24,-0.007277571
21/02/2012,60.68,-0.00296199
17/02/2012,60.86,0.006263413
16/02/2012,60.48,-0.000330633
15/02/2012,60.5,-0.001981507
14/02/2012,60.62,0.013117664
13/02/2012,59.83,0.004690912
10/02/2012,59.55,-0.004022127
09/02/2012,59.79,-0.008493681
08/02/2012,60.3,-0.002319034
07/02/2012,60.44,-0.009386648
06/02/2012,61.01,-0.002455596
03/02/2012,61.16,-0.006356472
02/02/2012,61.55,0.00407001
01/02/2012,61.3,0.003595363
31/01/2012,61.08,-0.010099451
30/01/2012,61.7,0.00748336
27/01/2012,61.24,-0.00472429
26/01/2012,61.53,-0.00113701
25/01/2012,61.6,0.003414915
24/01/2012,61.39,-0.006170854
23/01/2012,61.77,0.00373044
20/01/2012,61.54,-0.00178586
19/01/2012,61.65,-0.004692945
18/01/2012,61.94,0.008267859
17/01/2012,61.43,-0.000813603
13/01/2012,61.48,-0.002436846
12/01/2012,61.63,0.008800578
11/01/2012,61.09,0.001474322
10/01/2012,61,0.000655953
09/01/2012,60.96,0.004438972
06/01/2012,60.69,-0.002304148
05/01/2012,60.83,-0.00147844
04/01/2012,60.92,0.002136226
03/01/2012,60.79,-0.016154386
30/12/2011,61.78,-0.003554698
29/12/2011,62,0.00598562
28/12/2011,61.63,0.001623904
27/12/2011,61.53,0.008650997
23/12/2011,61,-0.000983123
22/12/2011,61.06,0.007232116
21/12/2011,60.62,0.01747278
20/12/2011,59.57,-0.000503482
19/12/2011,59.6,0.003361348
16/12/2011,59.4,0.001516301
15/12/2011,59.31,0.00795603
14/12/2011,58.84,0.001190375
13/12/2011,58.77,-0.004753022
12/12/2011,59.05,-0.004224763
09/12/2011,59.3,0.010339951
08/12/2011,58.69,0.008384
07/12/2011,58.2,-0.005995735
06/12/2011,58.55,0.001196275
05/12/2011,58.48,0.011004238
02/12/2011,57.84,0.000864828
01/12/2011,57.79,0.001905257
30/11/2011,57.68,0.025282245
29/11/2011,56.24,0.011085399
28/11/2011,55.62,0.004685537
25/11/2011,55.36,-0.000541761
23/11/2011,55.39,-0.017360615
22/11/2011,56.36,0.001598154
21/11/2011,56.27,-0.001952952
18/11/2011,56.38,0.002486238
17/11/2011,56.24,0.000889442
16/11/2011,56.19,-0.009916851
15/11/2011,56.75,0.011876414
14/11/2011,56.08,-0.016096571
11/11/2011,56.99,0.000526547
10/11/2011,56.96,0.007224065
09/11/2011,56.55,-0.014570608
08/11/2011,57.38,-0.003479475
07/11/2011,57.58,-0.000520879
04/11/2011,57.61,-0.014304423
03/11/2011,58.44,0.01361034
02/11/2011,57.65,0.006438724
01/11/2011,57.28,0.000873286
31/10/2011,57.23,-0.003836768
28/10/2011,57.45,-0.000174049
27/10/2011,57.46,-0.041253506
26/10/2011,59.88,-0.000834655
25/10/2011,59.93,-0.009466151
24/10/2011,60.5,0.003974831
21/10/2011,60.26,0.011516442
20/10/2011,59.57,-0.002012411
19/10/2011,59.69,-0.014304968
18/10/2011,60.55,0.013635063
17/10/2011,59.73,-0.0051766
14/10/2011,60.04,0.007019919
13/10/2011,59.62,0.004707473
12/10/2011,59.34,-0.001852008
11/10/2011,59.45,-0.007707813
10/10/2011,59.91,0.015475498
07/10/2011,58.99,0.000847961
06/10/2011,58.94,0.00510292
05/10/2011,58.64,0.010801648
04/10/2011,58.01,-0.005329678
03/10/2011,58.32,-0.015651902
30/09/2011,59.24,0.004907362
29/09/2011,58.95,0.003568701
28/09/2011,58.74,-0.020723511
27/09/2011,59.97,-0.000500125
26/09/2011,60,0.015452105
23/09/2011,59.08,0.023635284
22/09/2011,57.7,-0.008799988
21/09/2011,58.21,-0.018383496
20/09/2011,59.29,0.003717476
19/09/2011,59.07,-0.005907689
16/09/2011,59.42,0.006754501
15/09/2011,59.02,0.018986288
14/09/2011,57.91,0.008845778
13/09/2011,57.4,0.011388647
12/09/2011,56.75,0.003353635
09/09/2011,56.56,-0.02306988
08/09/2011,57.88,0.003288053
07/09/2011,57.69,0.014491742
06/09/2011,56.86,-0.006136602
02/09/2011,57.21,-0.015609058
01/09/2011,58.11,-0.009249809
31/08/2011,58.65,0.008561696
30/08/2011,58.15,0.003963131
29/08/2011,57.92,0.01093666
26/08/2011,57.29,0.016188986
25/08/2011,56.37,-0.015315853
24/08/2011,57.24,-0.005574927
23/08/2011,57.56,0.023021841
22/08/2011,56.25,0.020293414
19/08/2011,55.12,-0.006690198
18/08/2011,55.49,-0.02315743
17/08/2011,56.79,0.002821374
16/08/2011,56.63,-0.001764291
15/08/2011,56.73,0.015633646
12/08/2011,55.85,0.001074884
11/08/2011,55.79,0.018999938
10/08/2011,54.74,-0.027033544
09/08/2011,56.24,0.029777532
08/08/2011,54.59,-0.028175965
05/08/2011,56.15,0.02014819
04/08/2011,55.03,-0.036400093
03/08/2011,57.07,0.019105481
02/08/2011,55.99,-0.00871349
01/08/2011,56.48,0.000708466
29/07/2011,56.44,-0.007238093
28/07/2011,56.85,-0.010324705
27/07/2011,57.44,-0.018114875
26/07/2011,58.49,0.002910712
25/07/2011,58.32,-0.010405211
22/07/2011,58.93,0.024565351
21/07/2011,57.5,0.015775963
20/07/2011,56.6,-0.006340282
19/07/2011,56.96,0.010412165
18/07/2011,56.37,-0.007599224
15/07/2011,56.8,-0.003865758
14/07/2011,57.02,-0.006990591
13/07/2011,57.42,0.005238357
12/07/2011,57.12,0.001927627
11/07/2011,57.01,-0.013416004
08/07/2011,57.78,-0.005522969
07/07/2011,58.1,0.00621549
06/07/2011,57.74,0.0055575
05/07/2011,57.42,0.000174171
01/07/2011,57.41,0.009802284
30/06/2011,56.85,-0.002635048
29/06/2011,57,0.00845671
28/06/2011,56.52,0.005499881
27/06/2011,56.21,0.004814989
24/06/2011,55.94,0.003940539
23/06/2011,55.72,-0.004119286
22/06/2011,55.95,-0.004991988
21/06/2011,56.23,0.000177857
20/06/2011,56.22,0.010010809
17/06/2011,55.66,-0.003944778
16/06/2011,55.88,0.020977261
15/06/2011,54.72,-0.007283353
14/06/2011,55.12,0.007648917
13/06/2011,54.7,0.014362243
10/06/2011,53.92,-0.010699235
09/06/2011,54.5,-0.002016314
08/06/2011,54.61,0.008274388
07/06/2011,54.16,-0.000369208
06/06/2011,54.18,-0.006072334
03/06/2011,54.51,-0.007129177
02/06/2011,54.9,-0.006354992
01/06/2011,55.25,-0.008650261
31/05/2011,55.73,0.012821846
27/05/2011,55.02,0.008579043
26/05/2011,54.55,0.008468386
25/05/2011,54.09,-0.013952861
24/05/2011,54.85,-0.005273219
23/05/2011,55.14,-0.017973165
20/05/2011,56.14,0.018880359
19/05/2011,55.09,-0.007054384
18/05/2011,55.48,-0.028431197
17/05/2011,57.08,0.000350447
16/05/2011,57.06,-0.004895115
13/05/2011,57.34,-0.004003138
12/05/2011,57.57,0.023551176
11/05/2011,56.23,-0.007265027
10/05/2011,56.64,0.014045924
09/05/2011,55.85,-0.00375302
06/05/2011,56.06,-0.003738988
05/05/2011,56.27,-0.007789029
04/05/2011,56.71,-0.008428496
03/05/2011,57.19,-0.006969884
02/05/2011,57.59,-0.002081527
29/04/2011,57.71,0.002950111
28/04/2011,57.54,-0.001909889
27/04/2011,57.65,0.00661332
26/04/2011,57.27,0.011238046
25/04/2011,56.63,-0.002116776
21/04/2011,56.75,0.00300009
20/04/2011,56.58,0.001237952
19/04/2011,56.51,-0.000530739
18/04/2011,56.54,-0.013352271
15/04/2011,57.3,0.009644967
14/04/2011,56.75,0.004061099
13/04/2011,56.52,0.003900023
12/04/2011,56.3,0.003558723
11/04/2011,56.1,0.006976148
08/04/2011,55.71,0.00143704
07/04/2011,55.63,-0.000718778
06/04/2011,55.67,0.006306895
05/04/2011,55.32,0.011270797
04/04/2011,54.7,0.007339482
01/04/2011,54.3,-0.000920387
31/03/2011,54.35,-0.006236264
30/03/2011,54.69,-0.001826818
29/03/2011,54.79,0.010642302
28/03/2011,54.21,-0.002763196
25/03/2011,54.36,0
24/03/2011,54.36,0.005534048
23/03/2011,54.06,-0.002955303
22/03/2011,54.22,-0.006251169
21/03/2011,54.56,0.012727277
18/03/2011,53.87,0.015904536
17/03/2011,53.02,0.002265862
16/03/2011,52.9,-0.012025699
15/03/2011,53.54,0.008063804
14/03/2011,53.11,-0.01160627
11/03/2011,53.73,0.001862892
10/03/2011,53.63,-0.005207376
09/03/2011,53.91,0.004089225
08/03/2011,53.69,0.005603302
07/03/2011,53.39,0.008464266
04/03/2011,52.94,-0.001698594
03/03/2011,53.03,0.007001637
02/03/2011,52.66,0.008773659
01/03/2011,52.2,-0.002296212
28/02/2011,52.32,0.00709699
25/02/2011,51.95,-0.006332171
24/02/2011,52.28,0.035036671
23/02/2011,50.48,-0.018449984
22/02/2011,51.42,0.021425881
18/02/2011,50.33,0.004979594
17/02/2011,50.08,0.008623336
16/02/2011,49.65,-0.00120773
15/02/2011,49.71,-0.001206273
14/02/2011,49.77,-0.004810593
11/02/2011,50.01,0.006016865
10/02/2011,49.71,-0.014578391
09/02/2011,50.44,0.003773964
08/02/2011,50.25,0.008995563
07/02/2011,49.8,-0.013760313
04/02/2011,50.49,0
03/02/2011,50.49,0.037946026
02/02/2011,48.61,0.030707374
01/02/2011,47.14,0.009591889
31/01/2011,46.69,-0.007468295
28/01/2011,47.04,-0.016654754
27/01/2011,47.83,-0.014323026
26/01/2011,48.52,-0.02201475
