Date,Close,GLW
20/08/2013,14.47,-0.017129573
19/08/2013,14.72,-0.02084109
16/08/2013,15.03,0.008016075
15/08/2013,14.91,-0.013986242
14/08/2013,15.12,-0.005934736
13/08/2013,15.21,0.00659633
12/08/2013,15.11,0.001324504
09/08/2013,15.09,-0.002647255
08/08/2013,15.13,0.006631324
07/08/2013,15.03,-0.002657809
06/08/2013,15.07,-0.017757783
05/08/2013,15.34,-0.003903713
02/08/2013,15.4,-0.003241494
01/08/2013,15.45,0.016971687
31/07/2013,15.19,0
30/07/2013,15.19,-0.013080631
29/07/2013,15.39,0.009138445
26/07/2013,15.25,-0.001965281
25/07/2013,15.28,0.009204536
24/07/2013,15.14,0.007957602
23/07/2013,15.02,0.001999334
22/07/2013,14.99,-0.007973464
19/07/2013,15.11,0.0214055
18/07/2013,14.79,-0.002026343
17/07/2013,14.82,-0.013405026
16/07/2013,15.02,-0.004649626
15/07/2013,15.09,0.003984069
12/07/2013,15.03,-0.000665115
11/07/2013,15.04,0.016086138
10/07/2013,14.8,0.002029084
09/07/2013,14.77,0.015007103
08/07/2013,14.55,0.002063984
05/07/2013,14.52,0.016667052
03/07/2013,14.28,-0.009756175
02/07/2013,14.42,-0.002078283
01/07/2013,14.45,0.015342002
28/06/2013,14.23,-0.004907125
27/06/2013,14.3,-0.002095705
26/06/2013,14.33,0.0084093
25/06/2013,14.21,0.017749845
24/06/2013,13.96,-0.021262318
21/06/2013,14.26,-0.003500179
20/06/2013,14.31,-0.042414018
19/06/2013,14.93,-0.017264705
18/06/2013,15.19,0.00528054
17/06/2013,15.11,0.012654182
14/06/2013,14.92,-0.011329678
13/06/2013,15.09,0.020757357
12/06/2013,14.78,-0.014108397
11/06/2013,14.99,-0.01522704
10/06/2013,15.22,-0.010457612
07/06/2013,15.38,0.024351318
06/06/2013,15.01,0.001333334
05/06/2013,14.99,-0.037962674
04/06/2013,15.57,-0.008314727
03/06/2013,15.7,0.021243155
31/05/2013,15.37,-0.014212126
30/05/2013,15.59,0
29/05/2013,15.59,-0.010845401
28/05/2013,15.76,0.006365394
24/05/2013,15.66,-0.005730675
23/05/2013,15.75,-0.003169575
22/05/2013,15.8,-0.024383828
21/05/2013,16.19,-0.007384649
20/05/2013,16.31,0.010477754
17/05/2013,16.14,0.043691659
16/05/2013,15.45,-0.014777012
15/05/2013,15.68,0.009612378
14/05/2013,15.53,0.018850087
13/05/2013,15.24,0.009228806
10/05/2013,15.1,0.002652521
09/05/2013,15.06,0.012024193
08/05/2013,14.88,0.000672269
07/05/2013,14.87,-0.000672269
06/05/2013,14.88,0.000672269
03/05/2013,14.87,0.03420306
02/05/2013,14.37,0.002787458
01/05/2013,14.33,-0.011793408
30/04/2013,14.5,0.006226239
29/04/2013,14.41,0.012569998
26/04/2013,14.23,0
25/04/2013,14.23,0.027067179
24/04/2013,13.85,0.053385544
23/04/2013,13.13,0.023893237
22/04/2013,12.82,-0.001558847
19/04/2013,12.84,-0.016988826
18/04/2013,13.06,0.007686433
17/04/2013,12.96,-0.016832838
16/04/2013,13.18,0.003800841
15/04/2013,13.13,-0.012864347
12/04/2013,13.3,-0.005249356
11/04/2013,13.37,-0.002241316
10/04/2013,13.4,0.003738322
09/04/2013,13.35,0
08/04/2013,13.35,0.003000752
05/04/2013,13.31,-0.002251408
04/04/2013,13.34,0
03/04/2013,13.34,0.000749906
02/04/2013,13.33,0
01/04/2013,13.33,0
28/03/2013,13.33,0.013595376
27/03/2013,13.15,0.003046461
26/03/2013,13.11,0.007657005
25/03/2013,13.01,-0.003069841
22/03/2013,13.05,0.004608303
21/03/2013,12.99,-0.014520698
20/03/2013,13.18,0.02691435
19/03/2013,12.83,-0.001557633
18/03/2013,12.85,-0.005432687
15/03/2013,12.92,0.008550382
14/03/2013,12.81,0.013359727
13/03/2013,12.64,-0.002370606
12/03/2013,12.67,0.003162058
11/03/2013,12.63,-0.006314149
08/03/2013,12.71,0.003941668
07/03/2013,12.66,0.007930256
06/03/2013,12.56,0.003189795
05/03/2013,12.52,0.011245098
04/03/2013,12.38,-0.011245098
01/03/2013,12.52,-0.007162784
28/02/2013,12.61,0.001587302
27/02/2013,12.59,0.024116924
26/02/2013,12.29,-0.004870139
25/02/2013,12.35,-0.020834087
22/02/2013,12.61,0.007961825
21/02/2013,12.51,-0.009546612
20/02/2013,12.63,-0.021152375
19/02/2013,12.9,0.008563696
15/02/2013,12.79,-0.012432173
14/02/2013,12.95,0.013214339
13/02/2013,12.78,0.016568426
12/02/2013,12.57,0.010395935
11/02/2013,12.44,0.012945165
08/02/2013,12.28,-0.003252035
07/02/2013,12.32,0.011428696
06/02/2013,12.18,0.018227514
05/02/2013,11.96,0.014316034
04/02/2013,11.79,-0.010126669
01/02/2013,11.91,-0.007528266
31/01/2013,12,0
30/01/2013,12,-0.0189853
29/01/2013,12.23,0.00656278
28/01/2013,12.15,-0.007380107
25/01/2013,12.24,0.006557401
24/01/2013,12.16,-0.005740073
23/01/2013,12.23,-0.00651999
22/01/2013,12.31,0.017206488
18/01/2013,12.1,-0.01639381
17/01/2013,12.3,-0.017728103
16/01/2013,12.52,-0.007955491
15/01/2013,12.62,0.009554213
14/01/2013,12.5,0.004008021
11/01/2013,12.45,-0.015145766
10/01/2013,12.64,0.019169916
09/01/2013,12.4,-0.00643089
08/01/2013,12.48,-0.011947573
07/01/2013,12.63,-0.007886476
04/01/2013,12.73,-0.003137257
03/01/2013,12.77,-0.007023049
02/01/2013,12.86,0.018838862
31/12/2012,12.62,0.011957097
28/12/2012,12.47,-0.008782492
27/12/2012,12.58,-0.000794597
26/12/2012,12.59,-0.011843802
24/12/2012,12.74,0.011049836
21/12/2012,12.6,-0.014966802
20/12/2012,12.79,0.001564946
19/12/2012,12.77,-0.017081161
18/12/2012,12.99,0.026522616
17/12/2012,12.65,0.002374358
14/12/2012,12.62,-0.009463793
13/12/2012,12.74,0.000785238
12/12/2012,12.73,0.010264599
11/12/2012,12.6,-0.002378122
10/12/2012,12.63,0.007151401
07/12/2012,12.54,0.004796172
06/12/2012,12.48,0.008045096
05/12/2012,12.38,0.013008314
04/12/2012,12.22,0.005744784
03/12/2012,12.15,-0.00656278
30/11/2012,12.23,-0.008143367
29/11/2012,12.33,0.008961363
28/11/2012,12.22,0.007392231
27/11/2012,12.13,0.066463979
26/11/2012,11.35,0.005300366
23/11/2012,11.29,0.015172089
21/11/2012,11.12,-0.005381179
20/11/2012,11.18,0.01169604
19/11/2012,11.05,0.013667639
16/11/2012,10.9,0.001836548
15/11/2012,10.88,-0.005499556
14/11/2012,10.94,-0.01991016
13/11/2012,11.16,-0.009808371
12/11/2012,11.27,-0.00619197
09/11/2012,11.34,-0.005277057
08/11/2012,11.4,-0.009602867
07/11/2012,11.51,-0.033322177
06/11/2012,11.9,0.004210533
05/11/2012,11.85,0.012739026
02/11/2012,11.7,-0.003412973
01/11/2012,11.74,-0.000851426
31/10/2012,11.75,-0.005939771
26/10/2012,11.82,-0.022585653
25/10/2012,12.09,-0.004950505
24/10/2012,12.15,-0.098671528
23/10/2012,13.41,-0.008169373
22/10/2012,13.52,0
19/10/2012,13.52,-0.016141216
18/10/2012,13.74,-0.006528859
17/10/2012,13.83,0.019715863
16/10/2012,13.56,0.036039936
15/10/2012,13.08,0.007674635
12/10/2012,12.98,-0.003076926
11/10/2012,13.02,0.005390849
10/10/2012,12.95,-0.006925768
09/10/2012,13.04,-0.018990316
08/10/2012,13.29,-0.000752163
05/10/2012,13.3,-0.007490672
04/10/2012,13.4,0.001493652
03/10/2012,13.38,0.010518504
02/10/2012,13.24,0.011393971
01/10/2012,13.09,-0.004573179
28/09/2012,13.15,-0.011342277
27/09/2012,13.3,0.033642316
26/09/2012,12.86,-0.005428474
25/09/2012,12.93,-0.02444736
24/09/2012,13.25,0.002266718
21/09/2012,13.22,0.009118604
20/09/2012,13.1,0.01693651
19/09/2012,12.88,0.011714308
18/09/2012,12.73,-0.011714308
17/09/2012,12.88,-0.018462063
14/09/2012,13.12,0.020016065
13/09/2012,12.86,0.012519725
12/09/2012,12.7,-0.005496677
11/09/2012,12.77,0.014990419
10/09/2012,12.58,0.002387586
07/09/2012,12.55,0.020121403
06/09/2012,12.3,0.037271395
05/09/2012,11.85,-0.005050516
04/09/2012,11.91,-0.006694586
31/08/2012,11.99,0.031345218
30/08/2012,11.62,-0.011976191
29/08/2012,11.76,0.006825965
28/08/2012,11.68,0.00773532
27/08/2012,11.59,0.006058002
24/08/2012,11.52,-0.002600782
23/08/2012,11.55,-0.015464226
22/08/2012,11.73,-0.011021731
21/08/2012,11.86,-0.010901575
20/08/2012,11.99,0
17/08/2012,11.99,0.020219728
16/08/2012,11.75,0.013710583
15/08/2012,11.59,0.006058002
14/08/2012,11.52,0
13/08/2012,11.52,-0.004330886
10/08/2012,11.57,-0.001727116
09/08/2012,11.59,-0.001724138
08/08/2012,11.61,0.006914461
07/08/2012,11.53,0.021921088
06/08/2012,11.28,-0.005305052
03/08/2012,11.34,0.00974753
02/08/2012,11.23,-0.007098521
01/08/2012,11.31,-0.008802874
31/07/2012,11.41,-0.00087604
30/07/2012,11.42,-0.00958613
27/07/2012,11.53,0.026363566
26/07/2012,11.23,0.008046534
25/07/2012,11.14,-0.080180801
24/07/2012,12.07,-0.004133946
23/07/2012,12.12,-0.012300278
20/07/2012,12.27,-0.015366255
19/07/2012,12.46,0.005633818
18/07/2012,12.39,0.004043677
17/07/2012,12.34,0.007320081
16/07/2012,12.25,-0.005698021
13/07/2012,12.32,-0.000811359
12/07/2012,12.33,-0.007272759
11/07/2012,12.42,-0.009615459
10/07/2012,12.54,-0.010313459
09/07/2012,12.67,-0.009426621
06/07/2012,12.79,-0.016285742
05/07/2012,13,-0.006134989
03/07/2012,13.08,0.013082141
02/07/2012,12.91,-0.001547988
29/06/2012,12.93,0.026647345
28/06/2012,12.59,0
27/06/2012,12.59,0.012789943
26/06/2012,12.43,-0.001607717
25/06/2012,12.45,-0.032401096
22/06/2012,12.86,0.00624027
21/06/2012,12.78,-0.036870536
20/06/2012,13.26,0.000754432
19/06/2012,13.25,0.011385322
18/06/2012,13.1,0.006893938
15/06/2012,13.01,-0.000768344
14/06/2012,13.02,-0.002301497
13/06/2012,13.05,-0.009912395
12/06/2012,13.18,0.020698324
11/06/2012,12.91,-0.016897483
08/06/2012,13.13,0.017672377
07/06/2012,12.9,0.005441133
06/06/2012,12.83,0.028460419
05/06/2012,12.47,0.018616483
04/06/2012,12.24,-0.029780873
01/06/2012,12.61,-0.029689681
31/05/2012,12.99,0.010058112
30/05/2012,12.86,-0.018490511
29/05/2012,13.1,0.014610025
25/05/2012,12.91,0.007776089
24/05/2012,12.81,0.003127446
23/05/2012,12.77,-0.026276628
22/05/2012,13.11,-0.005325231
21/05/2012,13.18,0.033169257
18/05/2012,12.75,-0.00547518
17/05/2012,12.82,-0.007770047
16/05/2012,12.92,-0.018405428
15/05/2012,13.16,-0.011333707
14/05/2012,13.31,0
11/05/2012,13.31,-0.000751033
10/05/2012,13.32,-0.00449439
09/05/2012,13.38,0.001495887
08/05/2012,13.36,-0.017804625
07/05/2012,13.6,-0.005133858
04/05/2012,13.67,-0.023853679
03/05/2012,14,-0.018401085
02/05/2012,14.26,-0.004198747
01/05/2012,14.32,-0.002092781
30/04/2012,14.35,-0.006944472
27/04/2012,14.45,0.010434877
26/04/2012,14.3,0
25/04/2012,14.3,0.068743152
24/04/2012,13.35,0.010542266
23/04/2012,13.21,0.002273589
20/04/2012,13.18,-0.026208913
19/04/2012,13.53,-0.000738825
18/04/2012,13.54,-0.011747565
17/04/2012,13.7,0.009534359
16/04/2012,13.57,-0.000736648
13/04/2012,13.58,-0.010985098
12/04/2012,13.73,0.014673778
11/04/2012,13.53,0.010401282
10/04/2012,13.39,-0.006698946
09/04/2012,13.48,-0.004441162
05/04/2012,13.54,-0.011747565
04/04/2012,13.7,-0.012332401
03/04/2012,13.87,-0.002160606
02/04/2012,13.9,-0.012866511
30/03/2012,14.08,0.003557457
29/03/2012,14.03,0.000713013
28/03/2012,14.02,-0.013461061
27/03/2012,14.21,-0.013976468
26/03/2012,14.41,0.027437528
23/03/2012,14.02,0.011477888
22/03/2012,13.86,-0.005037794
21/03/2012,13.93,-0.008577608
20/03/2012,14.05,-0.016237561
19/03/2012,14.28,-0.003495285
16/03/2012,14.33,0.009113277
15/03/2012,14.2,0.010619569
14/03/2012,14.05,0.010733556
13/03/2012,13.9,0.032909734
12/03/2012,13.45,0.011967233
09/03/2012,13.29,-0.008988825
08/03/2012,13.41,0.034133006
07/03/2012,12.96,0.011641575
06/03/2012,12.81,-0.005449605
05/03/2012,12.88,-0.00850411
02/03/2012,12.99,0.001540832
01/03/2012,12.97,-0.005382558
29/02/2012,13.04,-0.022745484
28/02/2012,13.34,-0.01340303
27/02/2012,13.52,-0.016868753
24/02/2012,13.75,0.012440702
23/02/2012,13.58,0.00147384
22/02/2012,13.56,-0.01536803
21/02/2012,13.77,-0.005070637
17/02/2012,13.84,0.002169983
16/02/2012,13.81,0.021222897
15/02/2012,13.52,0.002962965
14/02/2012,13.48,-0.013996545
13/02/2012,13.67,0.005133858
10/02/2012,13.6,-0.013873899
09/02/2012,13.79,0.002904868
08/02/2012,13.75,0
07/02/2012,13.75,0.001455604
06/02/2012,13.73,0.010985098
03/02/2012,13.58,0.048274833
02/02/2012,12.94,0.003095978
01/02/2012,12.9,0.00232829
31/01/2012,12.87,0.020408872
30/01/2012,12.61,-0.000792707
27/01/2012,12.62,-0.003954137
26/01/2012,12.67,-0.029551139
25/01/2012,13.05,-0.113602321
24/01/2012,14.62,0.017247754
23/01/2012,14.37,-0.003473432
20/01/2012,14.42,-0.002078283
19/01/2012,14.45,0.011834458
18/01/2012,14.28,0.009145333
17/01/2012,14.15,0.010657294
13/01/2012,14,-0.014184635
12/01/2012,14.2,-0.008415197
11/01/2012,14.32,0.023314373
10/01/2012,13.99,0.018031502
09/01/2012,13.74,0.016141216
06/01/2012,13.52,0.017910927
05/01/2012,13.28,0.008317628
04/01/2012,13.17,0.009919959
03/01/2012,13.04,0.004611845
30/12/2011,12.98,-0.005378422
29/12/2011,13.05,0.009237941
28/12/2011,12.93,-0.020666637
27/12/2011,13.2,-0.013544225
23/12/2011,13.38,0.026506664
22/12/2011,13.03,0.037533726
21/12/2011,12.55,-0.002387586
20/12/2011,12.58,0.000795229
19/12/2011,12.57,-0.039771323
16/12/2011,13.08,-0.00685717
15/12/2011,13.17,0.002280503
14/12/2011,13.14,0
13/12/2011,13.14,-0.025546092
12/12/2011,13.48,-0.022736586
09/12/2011,13.79,0.019773621
08/12/2011,13.52,-0.034887259
07/12/2011,14,0.008608375
06/12/2011,13.88,0.018909654
05/12/2011,13.62,0.029808466
02/12/2011,13.22,-0.018734156
01/12/2011,13.47,0.014959142
30/11/2011,13.27,0.006046882
29/11/2011,13.19,-0.113815949
28/11/2011,14.78,0.057795407
25/11/2011,13.95,-0.007142888
23/11/2011,14.05,-0.028072019
22/11/2011,14.45,-0.005521063
21/11/2011,14.53,-0.031834724
18/11/2011,15,-0.002663117
17/11/2011,15.04,-0.025600348
16/11/2011,15.43,-0.006459971
15/11/2011,15.53,0.012309841
14/11/2011,15.34,0.009826479
11/11/2011,15.19,0.041672696
10/11/2011,14.57,0.024315196
09/11/2011,14.22,-0.046040422
08/11/2011,14.89,0.008769028
07/11/2011,14.76,0.015017347
04/11/2011,14.54,0.012456908
03/11/2011,14.36,0.028250466
02/11/2011,13.96,0.005026941
01/11/2011,13.89,-0.028390835
31/10/2011,14.29,-0.068946218
28/10/2011,15.31,-0.007159158
27/10/2011,15.42,0.087365171
26/10/2011,14.13,0.029445574
25/10/2011,13.72,-0.04070537
24/10/2011,14.29,0.039248705
21/10/2011,13.74,0.041610758
20/10/2011,13.18,-0.005297023
19/10/2011,13.25,-0.02607224
18/10/2011,13.6,0.040515669
17/10/2011,13.06,-0.04857137
14/10/2011,13.71,0.011001211
13/10/2011,13.56,0
12/10/2011,13.56,-0.01027155
11/10/2011,13.7,-0.002187387
10/10/2011,13.73,0.024328513
07/10/2011,13.4,-0.007434978
06/10/2011,13.5,0.068992871
05/10/2011,12.6,0.057158414
04/10/2011,11.9,0.001682086
03/10/2011,11.88,-0.039609138
30/09/2011,12.36,-0.023981965
29/09/2011,12.66,0.013519093
28/09/2011,12.49,-0.022953125
27/09/2011,12.78,0.03503543
26/09/2011,12.34,-0.000810045
23/09/2011,12.35,0.01797434
22/09/2011,12.13,-0.060770094
21/09/2011,12.89,-0.040294315
20/09/2011,13.42,0.00373274
19/09/2011,13.37,-0.041749014
16/09/2011,13.94,0.00143575
15/09/2011,13.92,0.014472033
14/09/2011,13.72,0.001458789
13/09/2011,13.7,0.013965681
12/09/2011,13.51,-0.00516797
09/09/2011,13.58,-0.055848441
08/09/2011,14.36,-0.011768914
07/09/2011,14.53,0.034305079
06/09/2011,14.04,-0.005681833
02/09/2011,14.12,-0.042972655
01/09/2011,14.74,-0.019483317
31/08/2011,15.03,0.012721966
30/08/2011,14.84,-0.016706035
29/08/2011,15.09,0.048889573
26/08/2011,14.37,0.024657818
25/08/2011,14.02,-0.030901335
24/08/2011,14.46,-0.008950146
23/08/2011,14.59,0.029915274
22/08/2011,14.16,-0.011236073
19/08/2011,14.32,-0.005571045
18/08/2011,14.4,-0.045477806
17/08/2011,15.07,-0.005954368
16/08/2011,15.16,-0.026043139
15/08/2011,15.56,0.077475312
12/08/2011,14.4,0.011173301
11/08/2011,14.24,0.075838076
10/08/2011,13.2,-0.082836006
09/08/2011,14.34,0.068544675
08/08/2011,13.39,-0.067149002
05/08/2011,14.32,-0.011801595
04/08/2011,14.49,-0.059609208
03/08/2011,15.38,0.016388436
02/08/2011,15.13,-0.032512617
01/08/2011,15.63,-0.017755698
29/07/2011,15.91,-0.00564088
28/07/2011,16,-0.00249688
27/07/2011,16.04,-0.075042697
26/07/2011,17.29,0.015739177
25/07/2011,17.02,-0.00702579
22/07/2011,17.14,0.008201569
21/07/2011,17,0.008269391
20/07/2011,16.86,0.000593296
19/07/2011,16.85,0.020990276
18/07/2011,16.5,-0.014440684
15/07/2011,16.74,0.010810916
14/07/2011,16.56,-0.020915014
13/07/2011,16.91,0.001183432
12/07/2011,16.89,-0.021090413
11/07/2011,17.25,-0.034751432
08/07/2011,17.86,-0.018308417
07/07/2011,18.19,-0.002744992
06/07/2011,18.24,-0.003830374
05/07/2011,18.31,-0.012483201
01/07/2011,18.54,0.021259999
30/06/2011,18.15,0.026802274
29/06/2011,17.67,0.006814336
28/06/2011,17.55,0.01030937
27/06/2011,17.37,-0.01030937
24/06/2011,17.55,-0.013582552
23/06/2011,17.79,0.003378382
22/06/2011,17.73,0.003955925
21/06/2011,17.66,-0.014615212
20/06/2011,17.92,0.00671895
17/06/2011,17.8,-0.008391658
16/06/2011,17.95,-0.001669914
15/06/2011,17.98,-0.030131011
14/06/2011,18.53,0.013583474
13/06/2011,18.28,-0.004911333
10/06/2011,18.37,-0.018339241
09/06/2011,18.71,0.002675945
08/06/2011,18.66,-0.012250486
07/06/2011,18.89,0.001589404
06/06/2011,18.86,-0.008973404
03/06/2011,19.03,-0.022858138
02/06/2011,19.47,-0.01275853
01/06/2011,19.72,-0.021570939
31/05/2011,20.15,0.013993232
27/05/2011,19.87,0.007070737
26/05/2011,19.73,0.007631683
25/05/2011,19.58,0.001533351
24/05/2011,19.55,0.003586988
23/05/2011,19.48,-0.023840845
20/05/2011,19.95,-0.013937508
19/05/2011,20.23,-0.003946724
18/05/2011,20.31,0.001478197
17/05/2011,20.28,-0.014198525
16/05/2011,20.57,-0.007748223
13/05/2011,20.73,-0.015318634
12/05/2011,21.05,0.013390922
11/05/2011,20.77,-0.008629008
10/05/2011,20.95,0.005744391
09/05/2011,20.83,0.025773369
06/05/2011,20.3,0.009403682
05/05/2011,20.11,-0.013827381
04/05/2011,20.39,-0.01073181
03/05/2011,20.61,-0.007251663
02/05/2011,20.76,-0.008633147
29/04/2011,20.94,-0.004764182
28/04/2011,21.04,-0.001899336
27/04/2011,21.08,0.023033648
26/04/2011,20.6,0.016149115
25/04/2011,20.27,-0.005902624
21/04/2011,20.39,-0.003915815
20/04/2011,20.47,0.038849507
19/04/2011,19.69,0.010209379
18/04/2011,19.49,-0.014264124
15/04/2011,19.77,0.007616183
14/04/2011,19.62,0.014373964
13/04/2011,19.34,0.008307421
12/04/2011,19.18,-0.021661497
11/04/2011,19.6,0.001020929
08/04/2011,19.58,-0.031173967
07/04/2011,20.2,-0.00936198
06/04/2011,20.39,-0.000490316
05/04/2011,20.4,-0.00878483
04/04/2011,20.58,-0.001456664
01/04/2011,20.61,-0.000969932
31/03/2011,20.63,-0.00820666
30/03/2011,20.8,-0.014793875
29/03/2011,21.11,-0.015977784
28/03/2011,21.45,-0.000466092
25/03/2011,21.46,0.005138998
24/03/2011,21.35,0.023697791
23/03/2011,20.85,0.002400962
22/03/2011,20.8,0.001443349
21/03/2011,20.77,0.000963391
18/03/2011,20.75,0.001929571
17/03/2011,20.71,0.008729444
16/03/2011,20.53,-0.026911763
15/03/2011,21.09,-0.015526071
14/03/2011,21.42,0.005148619
11/03/2011,21.31,-0.000469153
10/03/2011,21.32,-0.039094424
09/03/2011,22.17,-0.023184275
08/03/2011,22.69,0.004416968
07/03/2011,22.59,-0.014502561
04/03/2011,22.92,0.003058775
03/03/2011,22.85,0.02346798
02/03/2011,22.32,0.013077977
01/03/2011,22.03,-0.045694354
28/02/2011,23.06,0.020149609
25/02/2011,22.6,-0.007054703
24/02/2011,22.76,0.016836906
23/02/2011,22.38,-0.009782203
22/02/2011,22.6,-0.027494641
18/02/2011,23.23,0.011690975
17/02/2011,22.96,0.030064156
16/02/2011,22.28,0.019488494
15/02/2011,21.85,-0.017691548
14/02/2011,22.24,-0.005381179
11/02/2011,22.36,0.008984786
10/02/2011,22.16,-0.028471674
09/02/2011,22.8,0.00836825
08/02/2011,22.61,-0.003532013
07/02/2011,22.69,-0.02952885
04/02/2011,23.37,0.034831558
03/02/2011,22.57,-0.009700252
02/02/2011,22.79,0.004397544
01/02/2011,22.69,0.021381661
31/01/2011,22.21,0.018632668
28/01/2011,21.8,-0.016378892
27/01/2011,22.16,0.017296744
26/01/2011,21.78,0.026519349
25/01/2011,21.21,0.076904466
24/01/2011,19.64,0.01591001
