Date,Close,AIV
20/11/2013,25.5,-0.013245227
19/11/2013,25.84,-0.00231929
18/11/2013,25.9,-0.013041995
15/11/2013,26.24,-0.001903675
14/11/2013,26.29,-0.00531109
13/11/2013,26.43,0.001135718
12/11/2013,26.4,-0.003025721
11/11/2013,26.48,-0.000755002
08/11/2013,26.5,-0.00301432
07/11/2013,26.58,-0.03475396
06/11/2013,27.52,-0.00072648
05/11/2013,27.54,-0.010834342
04/11/2013,27.84,0.006848107
01/11/2013,27.65,-0.011864241
31/10/2013,27.98,-0.007477336
30/10/2013,28.19,-0.016186138
29/10/2013,28.65,-0.020384192
28/10/2013,29.24,-0.00443611
25/10/2013,29.37,0.016824431
24/10/2013,28.88,-0.018525401
23/10/2013,29.42,0.004428554
22/10/2013,29.29,0.00547759
21/10/2013,29.13,-0.007183202
18/10/2013,29.34,-0.002722942
17/10/2013,29.42,0.010936541
16/10/2013,29.1,0.015584731
15/10/2013,28.65,0
14/10/2013,28.65,-0.00174368
11/10/2013,28.7,0.016511881
10/10/2013,28.23,0.02329437
09/10/2013,27.58,0.007643349
08/10/2013,27.37,-0.017744445
07/10/2013,27.86,0.003595833
04/10/2013,27.76,0.004693997
03/10/2013,27.63,-0.01615544
02/10/2013,28.08,-0.006389798
01/10/2013,28.26,0.011388023
30/09/2013,27.94,-0.008907951
27/09/2013,28.19,-0.004247794
26/09/2013,28.31,0.003538574
25/09/2013,28.21,0.00355114
24/09/2013,28.11,-0.012022776
23/09/2013,28.45,-0.019492438
20/09/2013,29.01,-0.021484202
19/09/2013,29.64,-0.004376375
18/09/2013,29.77,0.044299088
17/09/2013,28.48,-0.009783446
16/09/2013,28.76,0.006978395
13/09/2013,28.56,0.003156236
12/09/2013,28.47,0.001054296
11/09/2013,28.44,0.008474627
10/09/2013,28.2,0
09/09/2013,28.2,0.017167804
06/09/2013,27.72,0.014169174
05/09/2013,27.33,-0.011640728
04/09/2013,27.65,0.014939247
03/09/2013,27.24,-0.010589838
30/08/2013,27.53,-0.005795018
29/08/2013,27.69,-0.002524798
28/08/2013,27.76,-0.011817505
27/08/2013,28.09,-0.001067426
26/08/2013,28.12,-0.010963859
23/08/2013,28.43,0.005643754
22/08/2013,28.27,0.003188665
21/08/2013,28.18,0.00284293
20/08/2013,28.1,0.023403408
19/08/2013,27.45,-0.006897831
16/08/2013,27.64,-0.021829459
15/08/2013,28.25,-0.017196423
14/08/2013,28.74,-0.000695652
13/08/2013,28.76,-0.008655065
12/08/2013,29.01,-0.006870518
09/08/2013,29.21,0.008250305
08/08/2013,28.97,-0.001035018
07/08/2013,29,-0.007899749
06/08/2013,29.23,0.001712036
05/08/2013,29.18,0.005842945
02/08/2013,29.01,-0.014034117
01/08/2013,29.42,0.001360544
31/07/2013,29.38,-0.027858825
30/07/2013,30.21,-0.005611502
29/07/2013,30.38,-0.012105497
26/07/2013,30.75,0.003910073
25/07/2013,30.63,0.006550957
24/07/2013,30.43,-0.0243479
23/07/2013,31.18,0.005467131
22/07/2013,31.01,0.007769544
19/07/2013,30.77,-0.022176708
18/07/2013,31.46,0.005737982
17/07/2013,31.28,0.004806931
16/07/2013,31.13,0.00128576
15/07/2013,31.09,0.006453717
12/07/2013,30.89,-0.010626408
11/07/2013,31.22,0.025629951
10/07/2013,30.43,0
09/07/2013,30.43,0.018574332
08/07/2013,29.87,-0.001003848
05/07/2013,29.9,-0.003005512
03/07/2013,29.99,-0.00929313
02/07/2013,30.27,0.010293964
01/07/2013,29.96,-0.002666668
28/06/2013,30.04,0.001999334
27/06/2013,29.98,0.018855778
26/06/2013,29.42,0.017141318
25/06/2013,28.92,0.029832007
24/06/2013,28.07,0.006433189
21/06/2013,27.89,0.011902755
20/06/2013,27.56,-0.020826606
19/06/2013,28.14,-0.025957262
18/06/2013,28.88,0.002426765
17/06/2013,28.81,-0.00415657
14/06/2013,28.93,-0.007918788
13/06/2013,29.16,0.03170445
12/06/2013,28.25,-0.022055856
11/06/2013,28.88,-0.021918686
10/06/2013,29.52,-0.009104767
07/06/2013,29.79,-0.007691059
06/06/2013,30.02,0.002000668
05/06/2013,29.96,-0.013262794
04/06/2013,30.36,-0.020538619
03/06/2013,30.99,0.023837863
31/05/2013,30.26,-0.002310613
30/05/2013,30.33,0.003633365
29/05/2013,30.22,-0.032554958
28/05/2013,31.22,-0.012414611
24/05/2013,31.61,-0.008191602
23/05/2013,31.87,-0.014639726
22/05/2013,32.34,-0.026245022
21/05/2013,33.2,0.003621006
20/05/2013,33.08,0
17/05/2013,33.08,0.004241145
16/05/2013,32.94,-0.001819837
15/05/2013,33,0.008215473
14/05/2013,32.73,0.016636243
13/05/2013,32.19,0.009363364
10/05/2013,31.89,0.013893498
09/05/2013,31.45,0.002865788
08/05/2013,31.36,0.00159566
07/05/2013,31.31,0.007051311
06/05/2013,31.09,0.020471877
03/05/2013,30.46,-0.015312239
02/05/2013,30.93,0
01/05/2013,30.93,-0.005802724
30/04/2013,31.11,0.002574832
29/04/2013,31.03,0.00938974
26/04/2013,30.74,-0.006161849
25/04/2013,30.93,-0.006445398
24/04/2013,31.13,0.003539827
23/04/2013,31.02,0.000967586
22/04/2013,30.99,-0.004186128
19/04/2013,31.12,0.009362457
18/04/2013,30.83,-0.006143916
17/04/2013,31.02,-0.012175735
16/04/2013,31.4,0.001912656
15/04/2013,31.34,-0.009526906
12/04/2013,31.64,-0.001579031
11/04/2013,31.69,0.004744592
10/04/2013,31.54,-0.003797473
09/04/2013,31.66,-0.001893342
08/04/2013,31.72,0.003790276
05/04/2013,31.6,0.00539427
04/04/2013,31.43,0.017654126
03/04/2013,30.88,0.005520391
02/04/2013,30.71,-0.003899907
01/04/2013,30.83,0.005529368
28/03/2013,30.66,0.00621628
27/03/2013,30.47,-0.002622093
26/03/2013,30.55,0.015836689
25/03/2013,30.07,0.003998672
22/03/2013,29.95,-0.005328018
21/03/2013,30.11,-0.008597937
20/03/2013,30.37,0.00296785
19/03/2013,30.28,-0.004612858
18/03/2013,30.42,-0.010464451
15/03/2013,30.74,-0.003572012
14/03/2013,30.85,0.025608753
13/03/2013,30.07,0
12/03/2013,30.07,-0.00497596
11/03/2013,30.22,-0.006267545
08/03/2013,30.41,0.006267545
07/03/2013,30.22,-0.007910391
06/03/2013,30.46,0.003288395
05/03/2013,30.36,0.013596628
04/03/2013,29.95,0.006364115
01/03/2013,29.76,0.004715401
28/02/2013,29.62,0.003381809
27/02/2013,29.52,0.000677736
26/02/2013,29.5,0.001696353
25/02/2013,29.45,-0.012820688
22/02/2013,29.83,0.008416141
21/02/2013,29.58,-0.004048589
20/02/2013,29.7,0.004048589
19/02/2013,29.58,0.015673234
15/02/2013,29.12,0.005164412
14/02/2013,28.97,0.002419217
13/02/2013,28.9,-0.008956312
12/02/2013,29.16,0.00826451
11/02/2013,28.92,0.012176181
08/02/2013,28.57,0.035628991
07/02/2013,27.57,0.000725689
06/02/2013,27.55,0.014625489
05/02/2013,27.15,-0.016438726
04/02/2013,27.6,0.007637789
01/02/2013,27.39,0.00402415
31/01/2013,27.28,-0.01166194
30/01/2013,27.6,-0.015459592
29/01/2013,28.03,0.00680153
28/01/2013,27.84,-0.005373468
25/01/2013,27.99,0.005373468
24/01/2013,27.84,-0.003227544
23/01/2013,27.93,0.013698844
22/01/2013,27.55,-0.001450853
18/01/2013,27.59,-0.003979025
17/01/2013,27.7,-0.002883924
16/01/2013,27.78,0.007950891
15/01/2013,27.56,0.005822433
14/01/2013,27.4,0.005489492
11/01/2013,27.25,-0.007312647
10/01/2013,27.45,-0.003273325
09/01/2013,27.54,0.004002188
08/01/2013,27.43,-0.003639014
07/01/2013,27.53,0.002910151
04/01/2013,27.45,-0.000364232
03/01/2013,27.46,0.003282877
02/01/2013,27.37,0.0113909
31/12/2012,27.06,0.011148387
28/12/2012,26.76,-0.008558192
27/12/2012,26.99,0.009679897
26/12/2012,26.73,-0.006339756
24/12/2012,26.9,0.006339756
21/12/2012,26.73,0.001497567
20/12/2012,26.69,0.020439773
19/12/2012,26.15,0.002680453
18/12/2012,26.08,0.011181917
17/12/2012,25.79,0.00895819
14/12/2012,25.56,0.002350177
13/12/2012,25.5,-0.005865119
12/12/2012,25.65,0.003514942
11/12/2012,25.56,0.002742411
10/12/2012,25.49,0.000392388
07/12/2012,25.48,0.000392542
06/12/2012,25.47,0.015031929
05/12/2012,25.09,-0.006752757
04/12/2012,25.26,0.009147011
03/12/2012,25.03,-0.001596807
30/11/2012,25.07,-0.007550205
29/11/2012,25.26,0.007949167
28/11/2012,25.06,-0.005174141
27/11/2012,25.19,0.013991833
26/11/2012,24.84,0.006056954
23/11/2012,24.69,0.007725186
21/11/2012,24.5,-0.010152371
20/11/2012,24.75,0.004860277
19/11/2012,24.63,0.004884015
16/11/2012,24.51,0.008604847
15/11/2012,24.3,-0.002466092
14/11/2012,24.36,-0.035883713
13/11/2012,25.25,-0.003558019
12/11/2012,25.34,-0.001577287
09/11/2012,25.38,-0.01252953
08/11/2012,25.7,-0.016210313
07/11/2012,26.12,-0.006106889
06/11/2012,26.28,0.013022015
05/11/2012,25.94,-0.008445348
02/11/2012,26.16,-0.029380644
01/11/2012,26.94,0.009323208
31/10/2012,26.69,0.012441254
26/10/2012,26.36,-0.009063506
25/10/2012,26.6,-0.002253099
24/10/2012,26.66,0.006019582
23/10/2012,26.5,-0.006769488
22/10/2012,26.68,-0.00672397
19/10/2012,26.86,0.012362023
18/10/2012,26.53,0.022104559
17/10/2012,25.95,-0.000385282
16/10/2012,25.96,0.009287992
15/10/2012,25.72,0.010553156
12/10/2012,25.45,0.000786164
11/10/2012,25.43,-0.014832434
10/10/2012,25.81,0.014832434
09/10/2012,25.43,0.003150849
08/10/2012,25.35,-0.005115101
05/10/2012,25.48,0.007880261
04/10/2012,25.28,-0.006309169
03/10/2012,25.44,-0.005097051
02/10/2012,25.57,0.003525959
01/10/2012,25.48,-0.019818018
28/09/2012,25.99,-0.003456888
27/09/2012,26.08,0.004997127
26/09/2012,25.95,0.001928641
25/09/2012,25.9,-0.017225306
24/09/2012,26.35,-0.011320876
21/09/2012,26.65,0.014361547
20/09/2012,26.27,-0.033317699
19/09/2012,27.16,-0.000736106
18/09/2012,27.18,-0.009520394
17/09/2012,27.44,0.000729129
14/09/2012,27.42,0.022497722
13/09/2012,26.81,0.007863736
12/09/2012,26.6,0.001128456
11/09/2012,26.57,-0.003381555
10/09/2012,26.66,-0.020420238
07/09/2012,27.21,0.009601255
06/09/2012,26.95,0.008196767
05/09/2012,26.73,0.001497567
04/09/2012,26.69,0.007899232
31/08/2012,26.48,-0.003016594
30/08/2012,26.56,-0.004507896
29/08/2012,26.68,-0.00672397
28/08/2012,26.86,0
27/08/2012,26.86,0
24/08/2012,26.86,0.005974626
23/08/2012,26.7,0.001874415
22/08/2012,26.65,0.011320876
21/08/2012,26.35,0.002660081
20/08/2012,26.28,-0.003797954
17/08/2012,26.38,0.00646513
16/08/2012,26.21,0.011898049
15/08/2012,25.9,-0.00500675
14/08/2012,26.03,0.001153181
13/08/2012,26,-0.001537279
10/08/2012,26.04,-0.002684565
09/08/2012,26.11,-0.001913144
08/08/2012,26.16,-0.012158204
07/08/2012,26.48,-0.010892126
06/08/2012,26.77,0.002618292
03/08/2012,26.7,-0.00671895
02/08/2012,26.88,-0.007412932
01/08/2012,27.08,-0.012841857
31/07/2012,27.43,-0.007626694
30/07/2012,27.64,0.016047026
27/07/2012,27.2,0.009233676
26/07/2012,26.95,-0.003333954
25/07/2012,27.04,0.002592114
24/07/2012,26.97,-0.009961344
23/07/2012,27.24,-0.005856532
20/07/2012,27.4,-0.007997135
19/07/2012,27.62,-0.012592359
18/07/2012,27.97,-0.010668664
17/07/2012,28.27,0.00781254
16/07/2012,28.05,0.000713267
13/07/2012,28.03,0.017999046
12/07/2012,27.53,0.012427061
11/07/2012,27.19,0.002209132
10/07/2012,27.13,-0.017900021
09/07/2012,27.62,0.009092625
06/07/2012,27.37,0
05/07/2012,27.37,-0.006555013
03/07/2012,27.55,0.007286007
02/07/2012,27.35,0.011769169
29/06/2012,27.03,0.013033139
28/06/2012,26.68,0.007902205
27/06/2012,26.47,-0.001132717
26/06/2012,26.5,0.000755002
25/06/2012,26.48,-0.003769322
22/06/2012,26.58,-0.002630097
21/06/2012,26.65,-0.041167151
20/06/2012,27.77,0.000720461
19/06/2012,27.75,0.002525709
18/06/2012,27.68,0.010532147
15/06/2012,27.39,0.002558949
14/06/2012,27.32,0.022581008
13/06/2012,26.71,-0.014495701
12/06/2012,27.1,0.014870162
11/06/2012,26.7,-0.017449858
08/06/2012,27.17,0.008501252
07/06/2012,26.94,-0.007027956
06/06/2012,27.13,0.021610379
05/06/2012,26.55,0.021317899
04/06/2012,25.99,-0.009191945
01/06/2012,26.23,-0.03152231
31/05/2012,27.07,0.010024216
30/05/2012,26.8,-0.020314641
29/05/2012,27.35,0.023678502
25/05/2012,26.71,-0.001496446
24/05/2012,26.75,0.007128149
23/05/2012,26.56,0.011740336
22/05/2012,26.25,0.003816799
21/05/2012,26.15,0.015414563
18/05/2012,25.75,-0.003489052
17/05/2012,25.84,-0.032739886
16/05/2012,26.7,-0.015976561
15/05/2012,27.13,-0.003311871
14/05/2012,27.22,-0.009142503
11/05/2012,27.47,-0.010861801
10/05/2012,27.77,0.001441442
09/05/2012,27.73,0.013798331
08/05/2012,27.35,-0.005833046
07/05/2012,27.51,0.012804272
04/05/2012,27.16,0.001842639
03/05/2012,27.11,0.000738007
02/05/2012,27.09,-0.011013327
01/05/2012,27.39,0.008800937
30/04/2012,27.15,-0.000736377
27/04/2012,27.17,-0.000367985
26/04/2012,27.18,0.001104362
25/04/2012,27.15,0.009622576
24/04/2012,26.89,0.028287762
23/04/2012,26.14,-0.002292703
20/04/2012,26.2,0.010744539
19/04/2012,25.92,-0.005002897
18/04/2012,26.05,-0.009551171
17/04/2012,26.3,-0.000380156
16/04/2012,26.31,0.0153201
13/04/2012,25.91,-0.009602532
12/04/2012,26.16,0.021639175
11/04/2012,25.6,0.012183291
10/04/2012,25.29,-0.025762549
09/04/2012,25.95,-0.014917087
05/04/2012,26.34,-0.013949331
04/04/2012,26.71,0.001873712
03/04/2012,26.66,-0.005983563
02/04/2012,26.82,0.015405152
30/03/2012,26.41,0.023368234
29/03/2012,25.8,0.004272681
28/03/2012,25.69,-0.009684368
27/03/2012,25.94,0.005024165
26/03/2012,25.81,0.008560364
23/03/2012,25.59,0.00942292
22/03/2012,25.35,-0.021078064
21/03/2012,25.89,-0.005392925
20/03/2012,26.03,-0.004216989
19/03/2012,26.14,0.006524683
16/03/2012,25.97,0.006567534
15/03/2012,25.8,-0.005026108
14/03/2012,25.93,-0.004233218
13/03/2012,26.04,0.02803922
12/03/2012,25.32,0.019541998
09/03/2012,24.83,0.020753542
08/03/2012,24.32,-0.009412797
07/03/2012,24.55,-0.002847267
06/03/2012,24.62,-0.020105221
05/03/2012,25.12,0.021324485
02/03/2012,24.59,0.001628002
01/03/2012,24.55,-0.011743403
29/02/2012,24.84,0.000805477
28/02/2012,24.82,-0.023886486
27/02/2012,25.42,-0.002357565
24/02/2012,25.48,0.023829563
23/02/2012,24.88,0.017025138
22/02/2012,24.46,-0.020635974
21/02/2012,24.97,-0.01431436
17/02/2012,25.33,0.015115642
16/02/2012,24.95,0.006836946
15/02/2012,24.78,0.004854378
14/02/2012,24.66,-0.019675399
13/02/2012,25.15,0.003185984
10/02/2012,25.07,-0.006758126
09/02/2012,25.24,-0.009463793
08/02/2012,25.48,0.022624501
07/02/2012,24.91,0.002411577
06/02/2012,24.85,-0.006817752
03/02/2012,25.02,0.011658424
02/02/2012,24.73,-0.004035518
01/02/2012,24.83,0.010933496
31/01/2012,24.56,0.012702486
30/01/2012,24.25,-0.015954521
27/01/2012,24.64,-0.00445435
26/01/2012,24.75,0.013832605
25/01/2012,24.41,0.024047593
24/01/2012,23.83,-0.002095997
23/01/2012,23.88,0.002935628
20/01/2012,23.81,0.002102166
19/01/2012,23.76,0.008028778
18/01/2012,23.57,0.018844241
17/01/2012,23.13,0.02318057
13/01/2012,22.6,0.008888947
12/01/2012,22.4,-0.023385138
11/01/2012,22.93,0.001745963
10/01/2012,22.89,0.009216655
09/01/2012,22.68,-0.011834458
06/01/2012,22.95,-0.006947488
05/01/2012,23.11,0.017460068
04/01/2012,22.71,-0.021777864
03/01/2012,23.21,0.013009724
30/12/2011,22.91,0.000436586
29/12/2011,22.9,0.014072352
28/12/2011,22.58,-0.015381538
27/12/2011,22.93,-0.00087184
23/12/2011,22.95,-0.001741402
22/12/2011,22.99,0.012253983
21/12/2011,22.71,0.008845701
20/12/2011,22.51,0.038492413
19/12/2011,21.66,-0.006442728
16/12/2011,21.8,0.006442728
15/12/2011,21.66,0.020523108
14/12/2011,21.22,0.013282928
13/12/2011,20.94,-0.022196897
12/12/2011,21.41,-0.023085051
09/12/2011,21.91,0.037670113
08/12/2011,21.1,-0.03447011
07/12/2011,21.84,0.008275909
06/12/2011,21.66,-0.011932221
05/12/2011,21.92,0.001369551
02/12/2011,21.89,0.006416154
01/12/2011,21.75,-0.00137836
30/11/2011,21.78,0.070863964
29/11/2011,20.29,-0.005406747
28/11/2011,20.4,-0.00781254
25/11/2011,20.56,0.003410478
23/11/2011,20.49,-0.021724243
22/11/2011,20.94,-0.007611835
21/11/2011,21.1,-0.019709695
18/11/2011,21.52,-0.017503902
17/11/2011,21.9,-0.026584129
16/11/2011,22.49,-0.00532152
15/11/2011,22.61,-0.002650178
14/11/2011,22.67,-0.036808659
11/11/2011,23.52,0.030213779
10/11/2011,22.82,0.031155168
09/11/2011,22.12,-0.062643644
08/11/2011,23.55,0.020159379
07/11/2011,23.08,0.012644598
04/11/2011,22.79,-0.017830435
03/11/2011,23.2,-0.012848142
02/11/2011,23.5,0.012848142
01/11/2011,23.2,-0.061435652
31/10/2011,24.67,-0.014487175
28/10/2011,25.03,-0.068326782
27/10/2011,26.8,0.043468528
26/10/2011,25.66,0.017296029
25/10/2011,25.22,-0.0102565
24/10/2011,25.48,0.0323059
21/10/2011,24.67,0.030455029
20/10/2011,23.93,0.016007081
19/10/2011,23.55,-0.004660038
18/10/2011,23.66,0.038781249
17/10/2011,22.76,-0.025592375
14/10/2011,23.35,0.027791628
13/10/2011,22.71,-0.002199253
12/10/2011,22.76,0.027618682
11/10/2011,22.14,-0.021006359
10/10/2011,22.61,0.045698972
07/10/2011,21.6,-0.037706034
06/10/2011,22.43,0.026198427
05/10/2011,21.85,-0.01408794
04/10/2011,22.16,0.067672186
03/10/2011,20.71,-0.065865501
30/09/2011,22.12,-0.033343831
29/09/2011,22.87,0.009666156
28/09/2011,22.65,-0.035136991
27/09/2011,23.46,-0.012285687
26/09/2011,23.75,0.009731407
23/09/2011,23.52,0.011976191
22/09/2011,23.24,-0.040064393
21/09/2011,24.19,-0.066371276
20/09/2011,25.85,-0.004631425
19/09/2011,25.97,-0.022840734
16/09/2011,26.57,-0.010855431
15/09/2011,26.86,0.01424846
14/09/2011,26.48,-0.008648296
13/09/2011,26.71,0.012052877
12/09/2011,26.39,0.012583579
09/09/2011,26.06,-0.032467933
08/09/2011,26.92,-0.001113793
07/09/2011,26.95,0.055697079
06/09/2011,25.49,-0.008982681
02/09/2011,25.72,-0.016197809
01/09/2011,26.14,-0.016316052
31/08/2011,26.57,0.022070911
30/08/2011,25.99,0.001540239
29/08/2011,25.95,0.036496105
26/08/2011,25.02,0.021410634
25/08/2011,24.49,-0.033724593
24/08/2011,25.33,0.024781444
23/08/2011,24.71,0.019203859
22/08/2011,24.24,0.005377469
19/08/2011,24.11,-0.035849053
18/08/2011,24.99,-0.04422556
17/08/2011,26.12,0.001916076
16/08/2011,26.07,0.007314758
15/08/2011,25.88,0.048693569
12/08/2011,24.65,-0.013298604
11/08/2011,24.98,0.068764143
10/08/2011,23.32,-0.01911292
09/08/2011,23.77,0.077836477
08/08/2011,21.99,-0.09535152
05/08/2011,24.19,-0.025710455
04/08/2011,24.82,-0.060956368
03/08/2011,26.38,-0.000379003
02/08/2011,26.39,-0.034267785
01/08/2011,27.31,0.000366233
29/07/2011,27.3,0.014017197
28/07/2011,26.92,0.004467617
27/07/2011,26.8,-0.03122384
26/07/2011,27.65,-0.002889132
25/07/2011,27.73,-0.008617648
22/07/2011,27.97,0
21/07/2011,27.97,0.011145181
20/07/2011,27.66,0.018978672
19/07/2011,27.14,0.018970255
18/07/2011,26.63,-0.007482265
15/07/2011,26.83,0.016914517
14/07/2011,26.38,-0.008305068
13/07/2011,26.6,-0.019360247
12/07/2011,27.12,0.010378151
11/07/2011,26.84,-0.012220111
08/07/2011,27.17,-0.009888379
07/07/2011,27.44,0.024719945
06/07/2011,26.77,0.012782129
05/07/2011,26.43,0.014098157
01/07/2011,26.06,0.02054734
30/06/2011,25.53,-0.007414668
29/06/2011,25.72,0.005458103
28/06/2011,25.58,0.015363706
27/06/2011,25.19,0.006771585
24/06/2011,25.02,-0.006374524
23/06/2011,25.18,-0.018883331
22/06/2011,25.66,-0.01661874
21/06/2011,26.09,0.00384025
20/06/2011,25.99,0.023750386
17/06/2011,25.38,0.011093616
16/06/2011,25.1,0.005593303
15/06/2011,24.96,-0.023754086
14/06/2011,25.56,0.012994867
13/06/2011,25.23,0.001189768
10/06/2011,25.2,-0.023530497
09/06/2011,25.8,-0.007722046
08/06/2011,26,0.006947153
07/06/2011,25.82,0.02232323
06/06/2011,25.25,-0.014156744
03/06/2011,25.61,0.01020417
02/06/2011,25.35,-0.015655897
01/06/2011,25.75,-0.037351903
31/05/2011,26.73,0.016597891
27/05/2011,26.29,0.00381098
26/05/2011,26.19,0.014228273
25/05/2011,25.82,0.006605814
24/05/2011,25.65,-0.003114055
23/05/2011,25.73,-0.015426453
20/05/2011,26.13,-0.015945668
19/05/2011,26.55,0.004530019
18/05/2011,26.43,0.01103302
17/05/2011,26.14,0.007680529
16/05/2011,25.94,-0.006532204
13/05/2011,26.11,-0.007250556
12/05/2011,26.3,0.005337413
11/05/2011,26.16,-0.019307812
10/05/2011,26.67,0.029682544
09/05/2011,25.89,0.00115942
06/05/2011,25.86,-0.014587591
05/05/2011,26.24,0
04/05/2011,26.24,-0.007971194
03/05/2011,26.45,-0.006030927
02/05/2011,26.61,-0.013067201
29/04/2011,26.96,-0.015093237
28/04/2011,27.37,0.018809332
27/04/2011,26.86,0.004103718
26/04/2011,26.75,0.016965534
25/04/2011,26.3,0.011857091
21/04/2011,25.99,0.004627852
20/04/2011,25.87,0.023861879
19/04/2011,25.26,0.018781771
18/04/2011,24.79,-0.012825827
15/04/2011,25.11,0.004790428
14/04/2011,24.99,0.005215659
13/04/2011,24.86,0.001610306
12/04/2011,24.82,0.000402982
11/04/2011,24.81,-0.008828308
08/04/2011,25.03,-0.007562225
07/04/2011,25.22,-0.013391299
06/04/2011,25.56,0.003920036
05/04/2011,25.46,-0.000392696
04/04/2011,25.47,0.002358492
01/04/2011,25.41,-0.002358492
31/03/2011,25.47,0.019025544
30/03/2011,24.99,0.013698844
29/03/2011,24.65,0.003657797
28/03/2011,24.56,-0.00162734
25/03/2011,24.6,0.005298565
24/03/2011,24.47,0.005737721
23/03/2011,24.33,-0.010222947
22/03/2011,24.58,-0.008103772
21/03/2011,24.78,0.008103772
18/03/2011,24.58,0.011456754
17/03/2011,24.3,0.021211026
16/03/2011,23.79,-0.011285386
15/03/2011,24.06,-0.00621506
14/03/2011,24.21,-0.01272334
11/03/2011,24.52,0.012310373
10/03/2011,24.22,-0.013533116
09/03/2011,24.55,0.012707693
08/03/2011,24.24,0.009533751
07/03/2011,24.01,-0.016112722
04/03/2011,24.4,-0.008975988
03/03/2011,24.62,0.020932429
02/03/2011,24.11,-0.008672365
01/03/2011,24.32,-0.053244515
28/02/2011,25.65,0.036122205
25/02/2011,24.74,0.039576476
24/02/2011,23.78,-0.013366949
23/02/2011,24.1,-0.005792321
22/02/2011,24.24,-0.014335695
18/02/2011,24.59,0.005300726
17/02/2011,24.46,-0.008143367
16/02/2011,24.66,0.004063394
15/02/2011,24.56,0.000407249
14/02/2011,24.55,0.009412797
11/02/2011,24.32,0.01366198
10/02/2011,23.99,0.000834028
09/02/2011,23.97,0.00292459
08/02/2011,23.9,-0.016597891
07/02/2011,24.3,-0.002055499
04/02/2011,24.35,-0.052791145
03/02/2011,25.67,0.005860536
02/02/2011,25.52,-0.008972169
01/02/2011,25.75,0.007405998
31/01/2011,25.56,0.0257593
28/01/2011,24.91,-0.031221663
27/01/2011,25.7,0.006245141
26/01/2011,25.54,0.007467121
25/01/2011,25.35,0.012703625
