Date,Close,TXT
01/10/2013,27.87,0.009372816
30/09/2013,27.61,-0.010448663
27/09/2013,27.9,-0.001432665
26/09/2013,27.94,0.001791152
25/09/2013,27.89,-0.013886639
24/09/2013,28.28,0.002478316
23/09/2013,28.21,-0.009174376
20/09/2013,28.47,-0.018444929
19/09/2013,29,-0.010632925
18/09/2013,29.31,-0.001363792
17/09/2013,29.35,0.010274063
16/09/2013,29.05,0.013167203
13/09/2013,28.67,0.008406354
12/09/2013,28.43,-0.032869245
11/09/2013,29.38,-0.004076093
10/09/2013,29.5,0.018474696
09/09/2013,28.96,0.027657986
06/09/2013,28.17,0.003912507
05/09/2013,28.06,0.018342539
04/09/2013,27.55,0.009848703
03/09/2013,27.28,0.012541662
30/08/2013,26.94,-0.017295739
29/08/2013,27.41,0.022132958
28/08/2013,26.81,0.005985802
27/08/2013,26.65,-0.035388875
26/08/2013,27.61,-0.005057814
23/08/2013,27.75,0.007233305
22/08/2013,27.55,0.010582109
21/08/2013,27.26,0.002203453
20/08/2013,27.2,-0.001836548
19/08/2013,27.25,-0.012762252
16/08/2013,27.6,-0.009376196
15/08/2013,27.86,-0.016023131
14/08/2013,28.31,-0.015770434
13/08/2013,28.76,0.037192174
12/08/2013,27.71,-0.010411151
09/08/2013,28,-0.007472015
08/08/2013,28.21,0.001418943
07/08/2013,28.17,-0.010242011
06/08/2013,28.46,-0.018106344
05/08/2013,28.98,0.008664064
02/08/2013,28.73,0.004535155
01/08/2013,28.6,0.043593898
31/07/2013,27.38,-0.010535974
30/07/2013,27.67,0.000723066
29/07/2013,27.65,0.00217234
26/07/2013,27.59,-0.008661187
25/07/2013,27.83,-0.003228702
24/07/2013,27.92,-0.034844278
23/07/2013,28.91,-0.001728011
22/07/2013,28.96,0.014608955
19/07/2013,28.54,0.00950544
18/07/2013,28.27,0.018925757
17/07/2013,27.74,0.000360555
16/07/2013,27.73,0.000360685
15/07/2013,27.72,0.002890175
12/07/2013,27.64,-0.003611416
11/07/2013,27.74,0.016721582
10/07/2013,27.28,0.014399363
09/07/2013,26.89,0.021805375
08/07/2013,26.31,0.002664131
05/07/2013,26.24,0.023131332
03/07/2013,25.64,0.000780336
02/07/2013,25.62,-0.021622464
01/07/2013,26.18,0.004977992
28/06/2013,26.05,-0.012588379
27/06/2013,26.38,0.023395123
26/06/2013,25.77,0.014855629
25/06/2013,25.39,0.004737474
24/06/2013,25.27,-0.024625047
21/06/2013,25.9,-0.00730913
20/06/2013,26.09,-0.030574187
19/06/2013,26.9,-0.010355122
18/06/2013,27.18,0.003316753
17/06/2013,27.09,0.022019923
14/06/2013,26.5,-0.003766483
13/06/2013,26.6,0.018209911
12/06/2013,26.12,-0.020087846
11/06/2013,26.65,-0.009708814
10/06/2013,26.91,-0.00037154
07/06/2013,26.92,0.016857489
06/06/2013,26.47,0.027965814
05/06/2013,25.74,-0.027587957
04/06/2013,26.46,-0.013886506
03/06/2013,26.83,-0.004833622
31/05/2013,26.96,-0.013264749
30/05/2013,27.32,0.014006864
29/05/2013,26.94,-0.03142385
28/05/2013,27.8,0.010486446
24/05/2013,27.51,0.013172529
23/05/2013,27.15,-0.004776787
22/05/2013,27.28,-0.029259808
21/05/2013,28.09,-0.003908337
20/05/2013,28.2,-0.00177148
17/05/2013,28.25,0.023277685
16/05/2013,27.6,-0.000362253
15/05/2013,27.61,0.010558991
14/05/2013,27.32,0.006241988
13/05/2013,27.15,0.00073692
10/05/2013,27.13,0.003322875
09/05/2013,27.04,0.011530721
08/05/2013,26.73,-0.006339756
07/05/2013,26.9,0.005218051
06/05/2013,26.76,0.039639336
03/05/2013,25.72,0.00584911
02/05/2013,25.57,0.027355521
01/05/2013,24.88,-0.034370359
30/04/2013,25.75,-0.015032081
29/04/2013,26.14,0.003065136
26/04/2013,26.06,-0.004594189
25/04/2013,26.18,0.016172859
24/04/2013,25.76,0.001554002
23/04/2013,25.72,-0.002330098
22/04/2013,25.78,-0.021869277
19/04/2013,26.35,0.022645374
18/04/2013,25.76,0.013680104
17/04/2013,25.41,-0.144149749
16/04/2013,29.35,0.03009046
15/04/2013,28.48,-0.045641821
12/04/2013,29.81,-0.004351471
11/04/2013,29.94,0.027083578
10/04/2013,29.14,0.015911785
09/04/2013,28.68,-0.010060796
08/04/2013,28.97,0.014253674
05/04/2013,28.56,-0.008020967
04/04/2013,28.79,0.009422509
03/04/2013,28.52,-0.008727582
02/04/2013,28.77,-0.014493007
01/04/2013,29.19,-0.021017723
28/03/2013,29.81,0.010453644
27/03/2013,29.5,-0.012129529
26/03/2013,29.86,0.005709503
25/03/2013,29.69,-0.035079705
22/03/2013,30.75,0.00130166
21/03/2013,30.71,-0.016150222
20/03/2013,31.21,0.016475902
19/03/2013,30.7,-0.007140569
18/03/2013,30.92,-0.004195585
15/03/2013,31.05,-0.003215437
14/03/2013,31.15,0.012599101
13/03/2013,30.76,0.003256271
12/03/2013,30.66,-0.001303781
11/03/2013,30.7,0.009820046
08/03/2013,30.4,0.024643272
07/03/2013,29.66,-0.005379973
06/03/2013,29.82,0.013164747
05/03/2013,29.43,0.02721022
04/03/2013,28.64,0.005953441
01/03/2013,28.47,-0.013259092
28/02/2013,28.85,0.001734606
27/02/2013,28.8,0.026030312
26/02/2013,28.06,0.003212567
25/02/2013,27.97,-0.040979294
22/02/2013,29.14,0.019404628
21/02/2013,28.58,-0.022146234
20/02/2013,29.22,-0.012245051
19/02/2013,29.58,0.006443977
15/02/2013,29.39,-0.003057587
14/02/2013,29.48,0.002717393
13/02/2013,29.4,0.008882874
12/02/2013,29.14,-0.014310295
11/02/2013,29.56,0.008493341
08/02/2013,29.31,0.013049636
07/02/2013,28.93,-0.003795071
06/02/2013,29.04,0.006910878
05/02/2013,28.84,0.008706306
04/02/2013,28.59,-0.010438508
01/02/2013,28.89,0.004509982
31/01/2013,28.76,0.001391789
30/01/2013,28.72,-0.003822767
29/01/2013,28.83,0.005216496
28/01/2013,28.68,-0.002437752
25/01/2013,28.75,0.012953096
24/01/2013,28.38,0.019210836
23/01/2013,27.84,0.027678387
22/01/2013,27.08,-0.005156549
18/01/2013,27.22,0.004787341
17/01/2013,27.09,0.029976017
16/01/2013,26.29,-0.004554088
15/01/2013,26.41,-0.001513432
14/01/2013,26.45,0.001513432
11/01/2013,26.41,-0.007544359
10/01/2013,26.61,0.009060085
09/01/2013,26.37,0.000379291
08/01/2013,26.36,-0.001516301
07/01/2013,26.4,0.006460216
04/01/2013,26.23,0.020801983
03/01/2013,25.69,0.00820798
02/01/2013,25.48,0.027453485
31/12/2012,24.79,0.027398974
28/12/2012,24.12,-0.007434978
27/12/2012,24.3,0.005364156
26/12/2012,24.17,-0.00988069
24/12/2012,24.41,-0.002863573
21/12/2012,24.48,-0.009351562
20/12/2012,24.71,0.003648899
19/12/2012,24.62,-0.002434078
18/12/2012,24.68,0.01346135
17/12/2012,24.35,0.003702946
14/12/2012,24.26,0.009109794
13/12/2012,24.04,0.001665279
12/12/2012,24,-0.009124908
11/12/2012,24.22,0.001239414
10/12/2012,24.19,0.016674
07/12/2012,23.79,0.005902209
06/12/2012,23.65,0.020504776
05/12/2012,23.17,0.006494935
04/12/2012,23.02,-0.002603038
03/12/2012,23.08,-0.017608357
30/11/2012,23.49,-0.017721983
29/11/2012,23.91,0.002931939
28/11/2012,23.84,0.005889794
27/11/2012,23.7,-0.004630612
26/11/2012,23.81,0.001260769
23/11/2012,23.78,0.008021998
21/11/2012,23.59,0.001272535
20/11/2012,23.56,-0.000424358
19/11/2012,23.57,0.019276673
16/11/2012,23.12,-0.000864678
15/11/2012,23.14,-0.002589557
14/11/2012,23.2,-0.033484798
13/11/2012,23.99,0.008371753
12/11/2012,23.79,-0.002938092
09/11/2012,23.86,-0.001256545
08/11/2012,23.89,-0.008751879
07/11/2012,24.1,-0.04423525
06/11/2012,25.19,0.000397062
05/11/2012,25.18,0.004378116
02/11/2012,25.07,-0.020529738
01/11/2012,25.59,0.014960909
31/10/2012,25.21,-0.013787888
26/10/2012,25.56,0.001958097
25/10/2012,25.51,0.020194707
24/10/2012,25,-0.01232375
23/10/2012,25.31,-0.01412342
22/10/2012,25.67,0.006252463
19/10/2012,25.51,-0.009364095
18/10/2012,25.75,0.031560805
17/10/2012,24.95,-0.058760336
16/10/2012,26.46,0.005305052
15/10/2012,26.32,0.032042888
12/10/2012,25.49,0.002749953
11/10/2012,25.42,0.007898935
10/10/2012,25.22,-0.001584786
09/10/2012,25.26,-0.014541423
08/10/2012,25.63,-0.005835457
05/10/2012,25.78,0.012097709
04/10/2012,25.47,0.000392696
03/10/2012,25.46,-0.012490404
02/10/2012,25.78,-0.026035161
01/10/2012,26.46,0.011020442
28/09/2012,26.17,-0.007992431
27/09/2012,26.38,0.016434538
26/09/2012,25.95,-0.001540239
25/09/2012,25.99,-0.030690039
24/09/2012,26.8,-0.011869576
21/09/2012,27.12,-0.01536803
20/09/2012,27.54,-0.014419861
19/09/2012,27.94,0.002867385
18/09/2012,27.86,-0.012838978
17/09/2012,28.22,-0.004948755
14/09/2012,28.36,0.006012397
13/09/2012,28.19,0.018618511
12/09/2012,27.67,0.021184138
11/09/2012,27.09,-0.000738007
10/09/2012,27.11,-0.017550725
07/09/2012,27.59,0.019396765
06/09/2012,27.06,0.027727516
05/09/2012,26.32,-0.00341362
04/09/2012,26.41,-0.011669622
31/08/2012,26.72,0.025010777
30/08/2012,26.06,-0.014854587
29/08/2012,26.45,-0.001511145
28/08/2012,26.49,0.001889288
27/08/2012,26.44,-0.003398153
24/08/2012,26.53,-0.001882885
23/08/2012,26.58,-0.013081854
22/08/2012,26.93,-0.006292821
21/08/2012,27.1,-0.006253469
20/08/2012,27.27,0.002937938
17/08/2012,27.19,0.007012393
16/08/2012,27,0.007434978
15/08/2012,26.8,0.000373204
14/08/2012,26.79,-0.005583487
13/08/2012,26.94,0.004091507
10/08/2012,26.83,0.000745712
09/08/2012,26.81,0.010498784
08/08/2012,26.53,-0.011244496
07/08/2012,26.83,0.027202282
06/08/2012,26.11,-0.013315776
03/08/2012,26.46,0.048790164
02/08/2012,25.2,-0.00790518
01/08/2012,25.4,-0.025268594
31/07/2012,26.05,-0.011829941
30/07/2012,26.36,-0.001516301
27/07/2012,26.4,0.031944221
26/07/2012,25.57,0.010220215
25/07/2012,25.31,0.003958833
24/07/2012,25.21,-0.026616053
23/07/2012,25.89,-0.016092301
20/07/2012,26.31,-0.007195638
19/07/2012,26.5,0.109141238
18/07/2012,23.76,0.033814478
17/07/2012,22.97,0
16/07/2012,22.97,-0.007805764
13/07/2012,23.15,0.016990171
12/07/2012,22.76,0.011933843
11/07/2012,22.49,-0.031081513
10/07/2012,23.2,-0.041373567
09/07/2012,24.18,-0.00206569
06/07/2012,24.23,-0.025668551
05/07/2012,24.86,-0.00960776
03/07/2012,25.1,0.023378735
02/07/2012,24.52,-0.014173147
29/06/2012,24.87,0.043136694
28/06/2012,23.82,-0.003352895
27/06/2012,23.9,0.018581616
26/06/2012,23.46,-0.009333967
25/06/2012,23.68,-0.036895377
22/06/2012,24.57,-0.00689518
21/06/2012,24.74,-0.045435427
20/06/2012,25.89,0.015570575
19/06/2012,25.49,0.029864851
18/06/2012,24.74,-0.00403389
15/06/2012,24.84,0.022390514
14/06/2012,24.29,0.014514043
13/06/2012,23.94,-0.023938411
12/06/2012,24.52,0.039090216
11/06/2012,23.58,-0.030488893
08/06/2012,24.31,0.015337088
07/06/2012,23.94,-0.009147673
06/06/2012,24.16,0.040115153
05/06/2012,23.21,0.022218296
04/06/2012,22.7,0.000440626
01/06/2012,22.69,-0.040592792
31/05/2012,23.63,0.007220248
30/05/2012,23.46,-0.030642481
29/05/2012,24.19,0.028088202
25/05/2012,23.52,-0.010993768
24/05/2012,23.78,0.002104821
23/05/2012,23.73,0.011869576
22/05/2012,23.45,-0.002129926
21/05/2012,23.5,0.0501741
18/05/2012,22.35,0.005833537
17/05/2012,22.22,-0.041433868
16/05/2012,23.16,-0.01542447
15/05/2012,23.52,-0.004665968
14/05/2012,23.63,-0.019279725
11/05/2012,24.09,-0.005794718
10/05/2012,24.23,0.00165221
09/05/2012,24.19,-0.020053874
08/05/2012,24.68,-0.01527975
07/05/2012,25.06,-0.017405503
04/05/2012,25.5,-0.022873647
03/05/2012,26.09,-0.016724069
02/05/2012,26.53,0.001886437
01/05/2012,26.48,-0.006024115
30/04/2012,26.64,-0.013793322
27/04/2012,27.01,0.00780528
26/04/2012,26.8,-0.001491425
25/04/2012,26.84,0.007479466
24/04/2012,26.64,0.017036187
23/04/2012,26.19,-0.021156815
20/04/2012,26.75,0.015066198
19/04/2012,26.35,-0.011320876
18/04/2012,26.65,-0.036836577
17/04/2012,27.65,0.02341856
16/04/2012,27.01,0.005941347
13/04/2012,26.85,-0.018450708
12/04/2012,27.35,0.015475622
11/04/2012,26.93,0.019876897
10/04/2012,26.4,-0.022843158
09/04/2012,27.01,-0.024141626
05/04/2012,27.67,-0.025335878
04/04/2012,28.38,-0.017810843
03/04/2012,28.89,0.001732202
02/04/2012,28.84,0.035648737
30/03/2012,27.83,-0.005017932
29/03/2012,27.97,0.022781676
28/03/2012,27.34,-0.015965506
27/03/2012,27.78,-0.000719683
26/03/2012,27.8,0.024027366
23/03/2012,27.14,0.026508926
22/03/2012,26.43,-0.019854557
21/03/2012,26.96,0.012691473
20/03/2012,26.62,-0.02851517
19/03/2012,27.39,-0.003280484
16/03/2012,27.48,-0.008334892
15/03/2012,27.71,0.007243784
14/03/2012,27.51,-0.006160556
13/03/2012,27.68,0.023023125
12/03/2012,27.05,0.001479837
09/03/2012,27.01,0.013418017
08/03/2012,26.65,0.019705071
07/03/2012,26.13,0.030699905
06/03/2012,25.34,-0.045137845
05/03/2012,26.51,-0.019055312
02/03/2012,27.02,-0.027018803
01/03/2012,27.76,0.009046561
29/02/2012,27.51,-0.011205612
28/02/2012,27.82,0.010842173
27/02/2012,27.52,-0.004712715
24/02/2012,27.65,-0.002528446
23/02/2012,27.72,-0.001802127
22/02/2012,27.77,0.002523888
21/02/2012,27.7,-0.008984786
17/02/2012,27.95,0.002866358
16/02/2012,27.87,0.015913537
15/02/2012,27.43,-0.019852664
14/02/2012,27.98,-0.002142093
13/02/2012,28.04,0.039277776
10/02/2012,26.96,-0.001112141
09/02/2012,26.99,-0.002959677
08/02/2012,27.07,0.026578394
07/02/2012,26.36,0.01644711
06/02/2012,25.93,-0.003849119
03/02/2012,26.03,0.020571267
02/02/2012,25.5,-0.006254907
01/02/2012,25.66,0.007039528
31/01/2012,25.48,0.001964251
30/01/2012,25.43,0.008688838
27/01/2012,25.21,0.018819374
26/01/2012,24.74,-0.000808081
25/01/2012,24.76,0.136073277
24/01/2012,21.61,-0.006457587
23/01/2012,21.75,0.011560822
20/01/2012,21.5,-0.006490519
19/01/2012,21.64,0.001850139
18/01/2012,21.6,-0.003235501
17/01/2012,21.67,0.022871475
13/01/2012,21.18,-0.006588259
12/01/2012,21.32,0
11/01/2012,21.32,0.055449247
10/01/2012,20.17,0.056079932
09/01/2012,19.07,-0.002618488
06/01/2012,19.12,0.000523149
05/01/2012,19.11,0.005246602
04/01/2012,19.01,0.019655347
03/01/2012,18.64,0.008079764
30/12/2011,18.49,0.008145579
29/12/2011,18.34,0.009863094
28/12/2011,18.16,-0.023940208
27/12/2011,18.6,-0.00909827
23/12/2011,18.77,0.006950041
22/12/2011,18.64,0.016770747
21/12/2011,18.33,-0.002724055
20/12/2011,18.38,0.066935298
19/12/2011,17.19,-0.035993603
16/12/2011,17.82,0.034249923
15/12/2011,17.22,0.012858155
14/12/2011,17,-0.020379162
13/12/2011,17.35,-0.038999008
12/12/2011,18.04,-0.009379379
09/12/2011,18.21,0.014938037
08/12/2011,17.94,-0.044694087
07/12/2011,18.76,-0.003724399
06/12/2011,18.83,-0.023616947
05/12/2011,19.28,0.012001188
02/12/2011,19.05,-0.017690368
01/12/2011,19.39,-0.002060794
30/11/2011,19.43,0.041508454
29/11/2011,18.64,0.00484002
28/11/2011,18.55,0.068030685
25/11/2011,17.33,-0.00460565
23/11/2011,17.41,-0.033882405
22/11/2011,18.01,-0.00443214
21/11/2011,18.09,-0.02349193
18/11/2011,18.52,0.02792407
17/11/2011,18.01,-0.021966836
16/11/2011,18.41,-0.017232521
15/11/2011,18.73,-0.00053376
14/11/2011,18.74,0.002671655
11/11/2011,18.69,0.017269722
10/11/2011,18.37,0.02145887
09/11/2011,17.98,-0.041933723
08/11/2011,18.75,0.014504686
07/11/2011,18.48,-0.007010004
04/11/2011,18.61,-0.016520493
03/11/2011,18.92,0.034411998
02/11/2011,18.28,-0.018428706
01/11/2011,18.62,-0.042067191
31/10/2011,19.42,-0.044317423
28/10/2011,20.3,0.009403682
27/10/2011,20.11,0.087237432
26/10/2011,18.43,-0.018280079
25/10/2011,18.77,-0.044289604
24/10/2011,19.62,0.028433035
21/10/2011,19.07,0.039031953
20/10/2011,18.34,-0.013539335
19/10/2011,18.59,-0.003758394
18/10/2011,18.66,0.036010438
17/10/2011,18,-0.029558802
14/10/2011,18.54,0.025677456
13/10/2011,18.07,-0.012647955
12/10/2011,18.3,-0.009788006
11/10/2011,18.48,-0.007547206
10/10/2011,18.62,0.015151805
07/10/2011,18.34,-0.007063327
06/10/2011,18.47,0.024110757
05/10/2011,18.03,0.028123338
04/10/2011,17.53,0.047308091
03/10/2011,16.72,-0.053563443
30/09/2011,17.64,-0.032899538
29/09/2011,18.23,0.001646995
28/09/2011,18.2,-0.026567027
27/09/2011,18.69,0.038172574
26/09/2011,17.99,0.060728852
23/09/2011,16.93,0.031196291
22/09/2011,16.41,-0.031196291
21/09/2011,16.93,-0.038811706
20/09/2011,17.6,0.001706
19/09/2011,17.57,-0.058580282
16/09/2011,18.63,0.065433536
15/09/2011,17.45,0.040344554
14/09/2011,16.76,0.06215473
13/09/2011,15.75,0.023122417
12/09/2011,15.39,0.008482922
09/09/2011,15.26,-0.022035888
08/09/2011,15.6,-0.003838776
07/09/2011,15.66,0.035752914
06/09/2011,15.11,-0.029346742
02/09/2011,15.56,-0.053187386
01/09/2011,16.41,-0.027645991
31/08/2011,16.87,0.009529554
30/08/2011,16.71,0.015681865
29/08/2011,16.45,0.050493742
26/08/2011,15.64,0.038453744
25/08/2011,15.05,-0.04673141
24/08/2011,15.77,0.036156295
23/08/2011,15.21,0.021935077
22/08/2011,14.88,-0.021935077
19/08/2011,15.21,-0.016949558
18/08/2011,15.47,-0.0788984
17/08/2011,16.74,-0.013056565
16/08/2011,16.96,-0.010557283
15/08/2011,17.14,0.005264709
12/08/2011,17.05,0.00588237
11/08/2011,16.95,0.042790499
10/08/2011,16.24,-0.071862314
09/08/2011,17.45,0.06327857
08/08/2011,16.38,-0.126562723
05/08/2011,18.59,-0.021815177
04/08/2011,19,-0.083760485
03/08/2011,20.66,-0.016799051
02/08/2011,21.01,-0.058241966
01/08/2011,22.27,-0.037889995
29/07/2011,23.13,0.005201572
28/07/2011,23.01,-0.020645895
27/07/2011,23.49,-0.049823505
26/07/2011,24.69,-0.003638573
25/07/2011,24.78,0.000807428
22/07/2011,24.76,0.003236249
21/07/2011,24.68,0.010181314
20/07/2011,24.43,0.099329709
19/07/2011,22.12,0.03122384
18/07/2011,21.44,-0.017110244
15/07/2011,21.81,-0.004574573
14/07/2011,21.91,-0.012247828
13/07/2011,22.18,0.004971762
12/07/2011,22.07,-0.005873069
11/07/2011,22.2,-0.048361072
08/07/2011,23.3,-0.006843483
07/07/2011,23.46,0.036020384
06/07/2011,22.63,-0.004409178
05/07/2011,22.73,-0.051865062
01/07/2011,23.94,0.013880349
30/06/2011,23.61,0.017087131
29/06/2011,23.21,0.022658921
28/06/2011,22.69,0.011079218
27/06/2011,22.44,0.003571432
24/06/2011,22.36,-0.023426486
23/06/2011,22.89,0.009216655
22/06/2011,22.68,-0.008779688
21/06/2011,22.88,0.031523143
20/06/2011,22.17,0.019586142
17/06/2011,21.74,0.007850421
16/06/2011,21.57,0.008847555
15/06/2011,21.38,-0.012087548
14/06/2011,21.64,0.020542272
13/06/2011,21.2,0.008526816
10/06/2011,21.02,-0.0188507
09/06/2011,21.42,0.009852296
08/06/2011,21.21,-0.016366977
07/06/2011,21.56,-0.014733232
06/06/2011,21.88,-0.001826485
03/06/2011,21.92,-0.023445619
02/06/2011,22.44,0.005361943
01/06/2011,22.32,-0.024780029
31/05/2011,22.88,0.01808208
27/05/2011,22.47,0.010288617
26/05/2011,22.24,-0.016942001
25/05/2011,22.62,0.010666768
24/05/2011,22.38,0.013042685
23/05/2011,22.09,-0.039499255
20/05/2011,22.98,-0.018966086
19/05/2011,23.42,-0.008503453
18/05/2011,23.62,0.007223316
17/05/2011,23.45,-0.035605855
16/05/2011,24.3,-0.012676514
13/05/2011,24.61,-0.008093933
12/05/2011,24.81,-0.001208459
11/05/2011,24.84,-0.005219847
10/05/2011,24.97,-0.0004004
09/05/2011,24.98,-0.00040024
06/05/2011,24.99,0.011267725
05/05/2011,24.71,-0.00926492
04/05/2011,24.94,-0.018276234
03/05/2011,25.4,-0.019879821
02/05/2011,25.91,-0.00730632
29/04/2011,26.1,0.010011635
28/04/2011,25.84,0
27/04/2011,25.84,0.002712654
26/04/2011,25.77,0.008573708
25/04/2011,25.55,-0.00117348
21/04/2011,25.58,0.002740264
20/04/2011,25.51,-0.010916288
19/04/2011,25.79,0.000387822
18/04/2011,25.78,-0.018447871
15/04/2011,26.26,-0.000380735
14/04/2011,26.27,-0.012483612
13/04/2011,26.6,-0.0104713
12/04/2011,26.88,-0.011098893
11/04/2011,27.18,0.000367985
08/04/2011,27.17,-0.024001152
07/04/2011,27.83,-0.006803965
06/04/2011,28.02,-0.003206844
05/04/2011,28.11,0.018309612
04/04/2011,27.6,0.007272759
01/04/2011,27.4,0.00036503
31/03/2011,27.39,0.008800937
30/03/2011,27.15,0.005910619
29/03/2011,26.99,0.002968462
28/03/2011,26.91,-0.003709203
25/03/2011,27.01,-0.011045768
24/03/2011,27.31,-0.005841565
23/03/2011,27.47,0.0408675
22/03/2011,26.37,-0.018783422
21/03/2011,26.87,0.05233197
18/03/2011,25.5,0.007874056
17/03/2011,25.3,0.009930568
16/03/2011,25.05,-0.022889713
15/03/2011,25.63,-0.026945433
14/03/2011,26.33,-0.012455341
11/03/2011,26.66,0.006397011
10/03/2011,26.49,-0.038509016
09/03/2011,27.53,0.007657284
08/03/2011,27.32,0.025205189
07/03/2011,26.64,-0.013052581
04/03/2011,26.99,-0.011786508
03/03/2011,27.31,0.038825332
02/03/2011,26.27,0.000761615
01/03/2011,26.25,-0.031498667
28/02/2011,27.09,-0.00221239
25/02/2011,27.15,0.024232313
24/02/2011,26.5,-0.002638027
23/02/2011,26.57,-0.025637666
22/02/2011,27.26,-0.044483661
18/02/2011,28.5,0.006335818
17/02/2011,28.32,0.012793351
16/02/2011,27.96,0.012596891
15/02/2011,27.61,0.008000043
14/02/2011,27.39,-0.007637789
11/02/2011,27.6,0.016807118
10/02/2011,27.14,-0.008438869
09/02/2011,27.37,-0.019537524
08/02/2011,27.91,0.006109633
07/02/2011,27.74,0.019658442
04/02/2011,27.2,-0.003303361
03/02/2011,27.29,0.019238477
02/02/2011,26.77,0.000747384
01/02/2011,26.75,0.017345835
31/01/2011,26.29,-0.001140468
28/01/2011,26.32,-0.024766744
