Date,Close,MSI
18/12/2012,54.87,0.010810916
17/12/2012,54.28,0.004246291
14/12/2012,54.05,-0.003693448
13/12/2012,54.25,-0.004964614
12/12/2012,54.52,-0.004209762
11/12/2012,54.75,0.001828154
10/12/2012,54.65,0.000915332
07/12/2012,54.6,-0.002560821
06/12/2012,54.74,-0.008005865
05/12/2012,55.18,0.017550725
04/12/2012,54.22,0.000184451
03/12/2012,54.21,-0.004417456
30/11/2012,54.45,0.000367377
29/11/2012,54.43,0
28/11/2012,54.43,0.007376025
27/11/2012,54.03,-0.010494435
26/11/2012,54.6,-0.002926118
23/11/2012,54.76,0.016386264
21/11/2012,53.87,0.000185649
20/11/2012,53.86,0.008577341
19/11/2012,53.4,0.009596461
16/11/2012,52.89,0.000945805
15/11/2012,52.84,0.000757289
14/11/2012,52.8,-0.00867439
13/11/2012,53.26,-0.002812414
12/11/2012,53.41,0.00563276
09/11/2012,53.11,0
08/11/2012,53.11,-0.010116235
07/11/2012,53.65,-0.004463463
06/11/2012,53.89,0.010445907
05/11/2012,53.33,0.008095686
02/11/2012,52.9,-0.007908156
01/11/2012,53.32,0.031240636
31/10/2012,51.68,0.001161665
26/10/2012,51.62,0.031886189
25/10/2012,50,-0.031110995
24/10/2012,51.58,0.035721608
23/10/2012,49.77,-0.012975529
22/10/2012,50.42,0.003775464
19/10/2012,50.23,-0.010496185
18/10/2012,50.76,-0.00687153
17/10/2012,51.11,0.002742948
16/10/2012,50.97,0.012238605
15/10/2012,50.35,0.005177232
12/10/2012,50.09,0.000199661
11/10/2012,50.08,0.002599222
10/10/2012,49.95,-0.004793299
09/10/2012,50.19,-0.012080551
08/10/2012,50.8,-0.010184185
05/10/2012,51.32,0.004687509
04/10/2012,51.08,0.003530108
03/10/2012,50.9,0.012056673
02/10/2012,50.29,-0.006540505
01/10/2012,50.62,0.00138381
28/09/2012,50.55,-0.003948672
27/09/2012,50.75,0.011494379
26/09/2012,50.17,-0.013069493
25/09/2012,50.83,-0.005493441
24/09/2012,51.11,-0.013216908
21/09/2012,51.79,0.038981313
20/09/2012,49.81,-0.010584223
19/09/2012,50.34,0.010584223
18/09/2012,49.81,-0.007201471
17/09/2012,50.17,-0.007347863
14/09/2012,50.54,0.008344972
13/09/2012,50.12,0.014672155
12/09/2012,49.39,0.004057624
11/09/2012,49.19,0.007140702
10/09/2012,48.84,-0.009374432
07/09/2012,49.3,0.003657797
06/09/2012,49.12,0.029334886
05/09/2012,47.7,0.001678557
04/09/2012,47.62,-0.000839631
31/08/2012,47.66,0.0021004
30/08/2012,47.56,-0.011913611
29/08/2012,48.13,0.011283028
28/08/2012,47.59,-0.002518364
27/08/2012,47.71,0.001678205
24/08/2012,47.63,0.00105031
23/08/2012,47.58,-0.003775964
22/08/2012,47.76,-0.003970332
21/08/2012,47.95,0
20/08/2012,47.95,0.002087683
17/08/2012,47.85,-0.006665303
16/08/2012,48.17,0.01400671
15/08/2012,47.5,-0.002733104
14/08/2012,47.63,0.005684824
13/08/2012,47.36,-0.015504187
10/08/2012,48.1,0.007722046
09/08/2012,47.73,-0.00605746
08/08/2012,48.02,-0.004985469
07/08/2012,48.26,0.020727215
06/08/2012,47.27,0.004452462
03/08/2012,47.06,-0.015811439
02/08/2012,47.81,-0.002715406
01/08/2012,47.94,-0.008309146
31/07/2012,48.34,0.012908778
30/07/2012,47.72,-0.000837872
27/07/2012,47.76,0.005879899
26/07/2012,47.48,-0.006926253
25/07/2012,47.81,0.054148565
24/07/2012,45.29,-0.013160971
23/07/2012,45.89,-0.013205084
20/07/2012,46.5,-0.021487903
19/07/2012,47.51,0.018052949
18/07/2012,46.66,0.021664625
17/07/2012,45.66,0.010789491
16/07/2012,45.17,-0.017120699
13/07/2012,45.95,0.016899338
12/07/2012,45.18,-0.006178307
11/07/2012,45.46,-0.010503379
10/07/2012,45.94,-0.016622077
09/07/2012,46.71,-0.005550826
06/07/2012,46.97,-0.022108491
05/07/2012,48.02,-0.006641784
03/07/2012,48.34,0.020692556
02/07/2012,47.35,-0.015923236
29/06/2012,48.11,0.024832926
28/06/2012,46.93,-0.00890969
27/06/2012,47.35,0.001902548
26/06/2012,47.26,0.011277915
25/06/2012,46.73,-0.024311524
22/06/2012,47.88,0.008178718
21/06/2012,47.49,-0.010473493
20/06/2012,47.99,-0.009333263
19/06/2012,48.44,-0.012106437
18/06/2012,49.03,0.006753326
15/06/2012,48.7,0.02811221
14/06/2012,47.35,-0.001055409
13/06/2012,47.4,-0.013203587
12/06/2012,48.03,0.012570876
11/06/2012,47.43,-0.024368591
08/06/2012,48.6,0.007642297
07/06/2012,48.23,-0.019709117
06/06/2012,49.19,0.024906093
05/06/2012,47.98,0.024046719
04/06/2012,46.84,-0.002558637
01/06/2012,46.96,-0.023570115
31/05/2012,48.08,0.005631468
30/05/2012,47.81,-0.021110055
29/05/2012,48.83,0.016727287
25/05/2012,48.02,0.006266994
24/05/2012,47.72,-0.010837955
23/05/2012,48.24,0.007490672
22/05/2012,47.88,-0.001043732
21/05/2012,47.93,0.020232513
18/05/2012,46.97,-0.018979903
17/05/2012,47.87,-0.018421301
16/05/2012,48.76,-0.00694873
15/05/2012,49.1,0.005104656
14/05/2012,48.85,-0.019862834
11/05/2012,49.83,0.005836788
10/05/2012,49.54,-0.003425696
09/05/2012,49.71,-0.024049654
08/05/2012,50.92,0.000785855
07/05/2012,50.88,0.005320734
04/05/2012,50.61,-0.003747169
03/05/2012,50.8,-0.010379022
02/05/2012,51.33,-0.00252943
01/05/2012,51.46,0.008391112
30/04/2012,51.03,0.005502077
27/04/2012,50.75,-0.005306095
26/04/2012,51.02,-0.005862827
25/04/2012,51.32,0.053223202
24/04/2012,48.66,0.001439589
23/04/2012,48.59,-0.008606611
20/04/2012,49.01,0.002042484
19/04/2012,48.91,-0.004080805
18/04/2012,49.11,-0.008515867
17/04/2012,49.53,0.027427016
16/04/2012,48.19,-0.004348283
13/04/2012,48.4,-0.012932542
12/04/2012,49.03,0.009014607
11/04/2012,48.59,0.003917935
10/04/2012,48.4,-0.013136478
09/04/2012,49.04,-0.019386714
05/04/2012,50,-0.003394233
04/04/2012,50.17,-0.012282246
03/04/2012,50.79,-0.000590493
02/04/2012,50.82,-0.000196754
30/03/2012,50.83,0.003547501
29/03/2012,50.65,0.003956484
28/03/2012,50.45,-0.015732871
27/03/2012,51.25,0.007245699
26/03/2012,50.88,0.0041359
23/03/2012,50.67,0.006931407
22/03/2012,50.32,0.001392065
21/03/2012,50.25,-0.001988072
20/03/2012,50.35,-0.001389303
19/03/2012,50.42,-0.002179298
16/03/2012,50.53,0.000197922
15/03/2012,50.52,0.000395961
14/03/2012,50.5,0.000198039
13/03/2012,50.49,0.006158756
12/03/2012,50.18,-0.011098013
09/03/2012,50.74,-0.019903096
08/03/2012,51.76,0.002708456
07/03/2012,51.62,0.002715812
06/03/2012,51.48,0.015859363
05/03/2012,50.67,-0.003349427
02/03/2012,50.84,0.016860461
01/03/2012,49.99,0.003808001
29/02/2012,49.8,-0.006205605
28/02/2012,50.11,-0.000797925
27/02/2012,50.15,0.014460987
24/02/2012,49.43,-0.002021019
23/02/2012,49.53,-0.005837963
22/02/2012,49.82,-0.001404072
21/02/2012,49.89,-0.014723704
17/02/2012,50.63,0.03007444
16/02/2012,49.13,0.018903378
15/02/2012,48.21,0.010635071
14/02/2012,47.7,-0.006269613
13/02/2012,48,0.012578782
10/02/2012,47.4,-0.010075652
09/02/2012,47.88,0.016212588
08/02/2012,47.11,-0.001696713
07/02/2012,47.19,0.010437841
06/02/2012,46.7,-0.009165576
03/02/2012,47.13,0.02862565
02/02/2012,45.8,-0.015168221
01/02/2012,46.5,0.001937359
31/01/2012,46.41,0.0097435
30/01/2012,45.96,0.003487362
27/01/2012,45.8,0.010315026
26/01/2012,45.33,0.008640798
25/01/2012,44.94,-0.062951816
24/01/2012,47.86,0.007971513
23/01/2012,47.48,-0.002314085
20/01/2012,47.59,-0.009411342
19/01/2012,48.04,0.012779057
18/01/2012,47.43,0.010384749
17/01/2012,46.94,0.009848078
13/01/2012,46.48,0.006691876
12/01/2012,46.17,0.001517287
11/01/2012,46.1,-0.004113005
10/01/2012,46.29,0.002379151
09/01/2012,46.18,-0.0079802
06/01/2012,46.55,-0.002574556
05/01/2012,46.67,0.006664541
04/01/2012,46.36,-0.005592615
03/01/2012,46.62,0.007103679
30/12/2011,46.29,-0.006245309
29/12/2011,46.58,-0.002144543
28/12/2011,46.68,-0.013405882
27/12/2011,47.31,0.00402415
23/12/2011,47.12,0.01539808
22/12/2011,46.4,0
21/12/2011,46.4,-0.001292268
20/12/2011,46.46,0.006478105
19/12/2011,46.16,0
16/12/2011,46.16,0.003254858
15/12/2011,46.01,0.006979309
14/12/2011,45.69,-0.007413902
13/12/2011,46.03,-0.01402245
12/12/2011,46.68,-0.007257236
09/12/2011,47.02,0.005117282
08/12/2011,46.78,0.000213789
07/12/2011,46.77,-0.00106849
06/12/2011,46.82,-0.000213561
05/12/2011,46.83,0.00064082
02/12/2011,46.8,0.00836825
01/12/2011,46.41,-0.005586607
30/11/2011,46.67,0.03089889
29/11/2011,45.25,0.001105583
28/11/2011,45.2,0.033748985
25/11/2011,43.7,0.001832341
23/11/2011,43.62,-0.021096393
22/11/2011,44.55,-0.005819175
21/11/2011,44.81,-0.016818276
18/11/2011,45.57,-0.010912374
17/11/2011,46.07,0.010473585
16/11/2011,45.59,-0.016532898
15/11/2011,46.35,0.00779731
14/11/2011,45.99,-0.005421243
11/11/2011,46.24,0.02651629
10/11/2011,45.03,0.01071678
09/11/2011,44.55,-0.027016701
08/11/2011,45.77,-0.00021846
07/11/2011,45.78,-0.003706534
04/11/2011,45.95,-0.013187955
03/11/2011,46.56,0.022150743
02/11/2011,45.54,0.012150818
01/11/2011,44.99,-0.041790629
31/10/2011,46.91,-0.010602305
28/10/2011,47.41,0.019165834
27/10/2011,46.51,0.015820029
26/10/2011,45.78,0.011202753
25/10/2011,45.27,-0.024654898
24/10/2011,46.4,0.008875478
21/10/2011,45.99,0.031587386
20/10/2011,44.56,-0.001121454
19/10/2011,44.61,-0.013802534
18/10/2011,45.23,0.015822057
17/10/2011,44.52,-0.011168309
14/10/2011,45.02,0.012067186
13/10/2011,44.48,-0.010733556
12/10/2011,44.96,0.010059323
11/10/2011,44.51,0.000224694
10/10/2011,44.5,0.019515028
07/10/2011,43.64,-0.014558947
06/10/2011,44.28,0.030729315
05/10/2011,42.94,0.017620566
04/10/2011,42.19,0.03792267
03/10/2011,40.62,-0.031025271
30/09/2011,41.9,-0.012805487
29/09/2011,42.44,0.013044179
28/09/2011,41.89,-0.017041833
27/09/2011,42.61,0.019192628
26/09/2011,41.8,0.002635048
23/09/2011,41.69,0.003604473
22/09/2011,41.54,-0.03709817
21/09/2011,43.11,-0.028132215
20/09/2011,44.34,-0.003377241
19/09/2011,44.49,-0.007166884
16/09/2011,44.81,0.021428586
15/09/2011,43.86,0.024698313
14/09/2011,42.79,0.0339902
13/09/2011,41.36,0.013142073
12/09/2011,40.82,0.011828625
09/09/2011,40.34,-0.027385574
08/09/2011,41.46,-0.005532185
07/09/2011,41.69,0.043133371
06/09/2011,39.93,-0.011701864
02/09/2011,40.4,-0.029029969
01/09/2011,41.59,-0.011950429
31/08/2011,42.09,0.005479466
30/08/2011,41.86,0.017349833
29/08/2011,41.14,0.017408801
26/08/2011,40.43,0.006451635
25/08/2011,40.17,-0.006204264
24/08/2011,40.42,0.010445258
23/08/2011,40,0.027885203
22/08/2011,38.9,0.004637988
19/08/2011,38.72,0.000258298
18/08/2011,38.71,-0.048408745
17/08/2011,40.63,0.002464269
16/08/2011,40.53,-0.001232894
15/08/2011,40.58,0.01439588
12/08/2011,40,0.004259057
11/08/2011,39.83,0.014159529
10/08/2011,39.27,-0.03010009
09/08/2011,40.47,0.025780429
08/08/2011,39.44,-0.065979546
05/08/2011,42.13,0.020866568
04/08/2011,41.26,-0.041771616
03/08/2011,43.02,0.003026425
02/08/2011,42.89,-0.024186368
01/08/2011,43.94,-0.021389986
29/07/2011,44.89,-0.032437646
28/07/2011,46.37,0.045216656
27/07/2011,44.32,-0.029348483
26/07/2011,45.64,0.006153866
25/07/2011,45.36,0.013092387
22/07/2011,44.77,0.010327887
21/07/2011,44.31,0.006793504
20/07/2011,44.01,-0.002042902
19/07/2011,44.1,0.008196767
18/07/2011,43.74,-0.005017114
15/07/2011,43.96,0.000910332
14/07/2011,43.92,-0.007033495
13/07/2011,44.23,0.016642354
12/07/2011,43.5,-0.014605463
11/07/2011,44.14,-0.021072288
08/07/2011,45.08,-0.01409715
07/07/2011,45.72,0.009449581
06/07/2011,45.29,-0.007698267
05/07/2011,45.64,-0.018667788
01/07/2011,46.5,0.009941729
30/06/2011,46.04,0.001521574
29/06/2011,45.97,0.001523893
28/06/2011,45.9,0.00305477
27/06/2011,45.76,0.007898242
24/06/2011,45.4,-0.00527242
23/06/2011,45.64,-0.009160369
22/06/2011,46.06,-0.010582109
21/06/2011,46.55,0.021277398
20/06/2011,45.57,0.001976936
17/06/2011,45.48,0.005291018
16/06/2011,45.24,0.003542962
15/06/2011,45.08,-0.015845402
14/06/2011,45.8,0.008111411
13/06/2011,45.43,0.002865647
10/06/2011,45.3,-0.005723106
09/06/2011,45.56,-0.001973468
08/06/2011,45.65,-0.02166932
07/06/2011,46.65,0.004296462
06/06/2011,46.45,-0.000430478
03/06/2011,46.47,-0.017703352
02/06/2011,47.3,0.00891915
01/06/2011,46.88,-0.020897858
31/05/2011,47.87,0.006076499
27/05/2011,47.58,0.01482136
26/05/2011,46.88,0.00835391
25/05/2011,46.49,0.003015944
24/05/2011,46.35,0.004324331
23/05/2011,46.15,-0.0135588
20/05/2011,46.78,-0.00681724
19/05/2011,47.1,0.000424719
18/05/2011,47.08,0.011965955
17/05/2011,46.52,0.004956373
16/05/2011,46.29,-0.007746972
13/05/2011,46.65,-0.012568064
12/05/2011,47.24,0.00296799
11/05/2011,47.1,-0.002332734
10/05/2011,47.21,0.013863931
09/05/2011,46.56,0.011665719
06/05/2011,46.02,0.015327648
05/05/2011,45.32,0.013327607
04/05/2011,44.72,-0.010454995
03/05/2011,45.19,-0.008812571
02/05/2011,45.59,-0.006340898
29/04/2011,45.88,-0.016857974
28/04/2011,46.66,0.071967102
27/04/2011,43.42,-0.001380898
26/04/2011,43.48,-0.01415872
25/04/2011,44.1,-0.002265007
21/04/2011,44.2,0.004535155
20/04/2011,44,0.002958919
19/04/2011,43.87,0.009619863
18/04/2011,43.45,-0.00825125
15/04/2011,43.81,-0.003190522
14/04/2011,43.95,-0.005219574
13/04/2011,44.18,0.007497479
12/04/2011,43.85,-0.0077238
11/04/2011,44.19,0.007495776
08/04/2011,43.86,-0.008626614
07/04/2011,44.24,-0.00067789
06/04/2011,44.27,0.002261421
05/04/2011,44.17,-0.002938851
04/04/2011,44.3,-0.002254792
01/04/2011,44.4,-0.006510294
31/03/2011,44.69,0.002913167
30/03/2011,44.56,0.009923401
29/03/2011,44.12,0.003405611
28/03/2011,43.97,0.000454959
25/03/2011,43.95,-0.011537284
24/03/2011,44.46,0.029675768
23/03/2011,43.16,0.011652427
22/03/2011,42.66,0.014640167
21/03/2011,42.04,0.009800485
18/03/2011,41.63,0.010625553
17/03/2011,41.19,0.013442705
16/03/2011,40.64,0.003203946
15/03/2011,40.51,-0.011779277
14/03/2011,40.99,-0.006080525
11/03/2011,41.24,0.02305719
10/03/2011,40.3,-0.023784375
09/03/2011,41.27,-0.00772391
08/03/2011,41.59,0.033495369
07/03/2011,40.22,0.001741944
04/03/2011,40.15,-0.002984334
03/03/2011,40.27,0.024636741
02/03/2011,39.29,0.028396332
01/03/2011,38.19,-0.011714308
28/02/2011,38.64,0.013024409
25/02/2011,38.14,0.016122987
24/02/2011,37.53,0.003737324
23/02/2011,37.39,-0.017234949
22/02/2011,38.04,-0.025179786
18/02/2011,39.01,0.002309766
17/02/2011,38.92,0.003861506
16/02/2011,38.77,-0.000773495
15/02/2011,38.8,-0.005910335
14/02/2011,39.03,-0.007911232
11/02/2011,39.34,-0.00101626
10/02/2011,39.38,-0.004307621
09/02/2011,39.55,-0.007807621
08/02/2011,39.86,-0.013703964
07/02/2011,40.41,0.02759834
04/02/2011,39.31,0.013316458
03/02/2011,38.79,0.004651171
02/02/2011,38.61,-0.010563025
01/02/2011,39.02,0.006427584
31/01/2011,38.77,0.021113778
28/01/2011,37.96,-0.016201034
27/01/2011,38.58,-0.016962627
