Date,Close,EXC
10/01/2014,27.17,0.005166063
09/01/2014,27.03,0.005936938
08/01/2014,26.87,-0.002230484
07/01/2014,26.93,0.005212223
06/01/2014,26.79,0.006365871
03/01/2014,26.62,-0.02045061
02/01/2014,27.17,-0.00806456
31/12/2013,27.39,-0.003280484
30/12/2013,27.48,0.012081421
27/12/2013,27.15,-0.001472212
26/12/2013,27.19,-0.003671076
24/12/2013,27.29,0.00551168
23/12/2013,27.14,-0.004411772
20/12/2013,27.26,0.001468429
19/12/2013,27.22,-0.025749383
18/12/2013,27.93,0.00718652
17/12/2013,27.73,-0.001801478
16/12/2013,27.78,0.002883924
13/12/2013,27.7,-0.007194276
12/12/2013,27.9,-0.0039349
11/12/2013,28.01,-0.006760389
10/12/2013,28.2,-0.009528923
09/12/2013,28.47,0.001054296
06/12/2013,28.44,0.022400937
05/12/2013,27.81,0.003963255
04/12/2013,27.7,0.010524503
03/12/2013,27.41,0.018781624
02/12/2013,26.9,-0.000371678
29/11/2013,26.91,-0.001114206
27/11/2013,26.94,-0.000371126
26/11/2013,26.95,-0.010336009
25/11/2013,27.23,-0.004397222
22/11/2013,27.35,-0.010909199
21/11/2013,27.65,0.001809955
20/11/2013,27.6,-0.004338402
19/11/2013,27.72,-0.011477888
18/11/2013,28.04,-0.002849005
15/11/2013,28.12,0.007854378
14/11/2013,27.9,-0.005718386
13/11/2013,28.06,-0.003912507
12/11/2013,28.17,-0.023852411
11/11/2013,28.85,0.017835759
08/11/2013,28.34,-0.007732903
07/11/2013,28.56,-0.015633461
06/11/2013,29.01,0.026547141
05/11/2013,28.25,-0.011963549
04/11/2013,28.59,-0.002794274
01/11/2013,28.67,0.004544668
31/10/2013,28.54,-0.000350324
30/10/2013,28.55,0.017668304
29/10/2013,28.05,-0.000712758
28/10/2013,28.07,0.003926473
25/10/2013,27.96,0.007899502
24/10/2013,27.74,-0.008257092
23/10/2013,27.97,-0.025416123
22/10/2013,28.69,0.003841457
21/10/2013,28.58,-0.005930595
18/10/2013,28.75,-0.010036423
17/10/2013,29.04,0.010036423
16/10/2013,28.75,-0.026430232
15/10/2013,29.52,-0.016795826
14/10/2013,30.02,-0.010603148
11/10/2013,30.34,0.006282051
10/10/2013,30.15,0.014701234
09/10/2013,29.71,0.013896173
08/10/2013,29.3,0.007536863
07/10/2013,29.08,-0.005144926
04/10/2013,29.23,0.002054795
03/10/2013,29.17,-0.018342906
02/10/2013,29.71,0.002358889
01/10/2013,29.64,0
30/09/2013,29.64,-0.003368141
27/09/2013,29.74,-0.01169995
26/09/2013,30.09,-0.0072848
25/09/2013,30.31,-0.006904515
24/09/2013,30.52,0.00328192
23/09/2013,30.42,0.009578934
20/09/2013,30.13,-0.023291196
19/09/2013,30.84,-0.005819609
18/09/2013,31.02,0.022165184
17/09/2013,30.34,0.003963017
16/09/2013,30.22,0.001655904
13/09/2013,30.17,0.004984227
12/09/2013,30.02,-0.003325577
11/09/2013,30.12,-0.020049973
10/09/2013,30.73,0.015743192
09/09/2013,30.25,-0.001981507
06/09/2013,30.31,0.00861503
05/09/2013,30.05,-0.00133023
04/09/2013,30.09,0
03/09/2013,30.09,-0.01320587
30/08/2013,30.49,0.002298474
29/08/2013,30.42,-0.009488048
28/08/2013,30.71,0.00489637
27/08/2013,30.56,-0.00457069
26/08/2013,30.7,-0.008433394
23/08/2013,30.96,0.00778214
22/08/2013,30.72,0.028394116
21/08/2013,29.86,-0.008669611
20/08/2013,30.12,0.008669611
19/08/2013,29.86,-0.009996751
16/08/2013,30.16,-0.01022605
15/08/2013,30.47,0.00098506
14/08/2013,30.44,0.000657246
13/08/2013,30.42,-0.020820531
12/08/2013,31.06,-0.006418507
09/08/2013,31.26,-0.002874942
08/08/2013,31.35,0.016401718
07/08/2013,30.84,0.019316364
06/08/2013,30.25,-0.012483736
05/08/2013,30.63,0.000326531
02/08/2013,30.62,-0.0058613
01/08/2013,30.8,0.006841532
31/07/2013,30.59,-0.028043739
30/07/2013,31.46,-0.007284276
29/07/2013,31.69,0.001263025
26/07/2013,31.65,0.004433193
25/07/2013,31.51,0.010528092
24/07/2013,31.18,-0.029079167
23/07/2013,32.1,-0.00652075
22/07/2013,32.31,0.008391658
19/07/2013,32.04,0.006575881
18/07/2013,31.83,0.01264639
17/07/2013,31.43,-0.00127186
16/07/2013,31.47,-0.002538878
15/07/2013,31.55,0.016296894
12/07/2013,31.04,0.001289491
11/07/2013,31,0.013968069
10/07/2013,30.57,-0.007820177
09/07/2013,30.81,0.011753318
08/07/2013,30.45,0.023593053
05/07/2013,29.74,-0.011367558
03/07/2013,30.08,-0.004643458
02/07/2013,30.22,-0.003303604
01/07/2013,30.32,-0.018301164
28/06/2013,30.88,-0.006777499
27/06/2013,31.09,-0.008328043
26/06/2013,31.35,0.008649742
25/06/2013,31.08,0.014911135
24/06/2013,30.62,0.010505678
21/06/2013,30.3,0.013289232
20/06/2013,29.9,-0.025752496
19/06/2013,30.68,-0.015203269
18/06/2013,31.15,0.013574869
17/06/2013,30.73,0.003259455
14/06/2013,30.63,-0.002608414
13/06/2013,30.71,0.010145726
12/06/2013,30.4,-0.025975486
11/06/2013,31.2,-0.006071276
10/06/2013,31.39,0.000956175
07/06/2013,31.36,-0.00445435
06/06/2013,31.5,0.002861232
05/06/2013,31.41,-0.005714301
04/06/2013,31.59,-0.000632911
03/06/2013,31.61,0.008578289
31/05/2013,31.34,-0.005092309
30/05/2013,31.5,-0.004750603
29/05/2013,31.65,-0.012246974
28/05/2013,32.04,-0.078312603
24/05/2013,34.65,-0.002018164
23/05/2013,34.72,0.003462208
22/05/2013,34.6,-0.011780053
21/05/2013,35.01,0.000571429
20/05/2013,34.99,-0.004562312
17/05/2013,35.15,0.010294629
16/05/2013,34.79,-0.011431962
15/05/2013,35.19,0.00541389
14/05/2013,35,0.002002003
13/05/2013,34.93,-0.02320421
10/05/2013,35.75,0.004204631
09/05/2013,35.6,-0.003085124
08/05/2013,35.71,0.005616415
07/05/2013,35.51,0.007348818
06/05/2013,35.25,-0.015761655
03/05/2013,35.81,-0.014691879
02/05/2013,36.34,-0.011219163
01/05/2013,36.75,-0.020469338
30/04/2013,37.51,-0.007172298
29/04/2013,37.78,0.011982569
26/04/2013,37.33,0.003757385
25/04/2013,37.19,0.000806994
24/04/2013,37.16,0.007834702
23/04/2013,36.87,0.00543923
22/04/2013,36.67,-0.000272665
19/04/2013,36.68,0.006015878
18/04/2013,36.46,0.010754274
17/04/2013,36.07,0.001942556
16/04/2013,36,0.00445435
15/04/2013,35.84,-0.010546864
12/04/2013,36.22,0.001104972
11/04/2013,36.18,0.001106195
10/04/2013,36.14,0.011969524
09/04/2013,35.71,0.007871843
08/04/2013,35.43,0.008218836
05/04/2013,35.14,0.012024193
04/04/2013,34.72,0.006356566
03/04/2013,34.5,-0.005492137
02/04/2013,34.69,0.009558364
01/04/2013,34.36,-0.003486349
28/03/2013,34.48,0.013136957
27/03/2013,34.03,0.007669654
26/03/2013,33.77,0.007728933
25/03/2013,33.51,-0.010095098
22/03/2013,33.85,0.004441162
21/03/2013,33.7,0.00029678
20/03/2013,33.69,0.006551542
19/03/2013,33.47,0.002093615
18/03/2013,33.4,0.000299446
15/03/2013,33.39,0.027631939
14/03/2013,32.48,0.008658063
13/03/2013,32.2,0.004045439
12/03/2013,32.07,-0.010546003
11/03/2013,32.41,0.008676844
08/03/2013,32.13,0.00969515
07/03/2013,31.82,0.000314317
06/03/2013,31.81,0.011699738
05/03/2013,31.44,0.003185731
04/03/2013,31.34,0.013815481
01/03/2013,30.91,-0.002584816
28/02/2013,30.99,0.00647461
27/02/2013,30.79,0.006189953
26/02/2013,30.6,0.008203491
25/02/2013,30.35,-0.004602243
22/02/2013,30.49,0.009556837
21/02/2013,30.2,-0.002975701
20/02/2013,30.29,-0.009855533
19/02/2013,30.59,-0.000980232
15/02/2013,30.62,-0.002934944
14/02/2013,30.71,-0.02825228
13/02/2013,31.59,-0.011331566
12/02/2013,31.95,0.016727548
11/02/2013,31.42,0.010880107
08/02/2013,31.08,-0.009287497
07/02/2013,31.37,0.012510187
06/02/2013,30.98,0.004205085
05/02/2013,30.85,0.003246756
04/02/2013,30.75,-0.009064484
01/02/2013,31.03,-0.013126489
31/01/2013,31.44,0.006061591
30/01/2013,31.25,-0.002556729
29/01/2013,31.33,0.004799241
28/01/2013,31.18,0.005467131
25/01/2013,31.01,0.020196126
24/01/2013,30.39,0.013249614
23/01/2013,29.99,-0.015222001
22/01/2013,30.45,0.002630715
18/01/2013,30.37,0.010259895
17/01/2013,30.06,0.01305895
16/01/2013,29.67,-0.002692698
15/01/2013,29.75,0.011154417
14/01/2013,29.42,0.004428554
11/01/2013,29.29,0.001024765
10/01/2013,29.26,0.000683761
09/01/2013,29.24,-0.012574507
08/01/2013,29.61,-0.00874249
07/01/2013,29.87,-0.013302491
04/01/2013,30.27,0.006961739
03/01/2013,30.06,0.008016075
02/01/2013,29.82,0.002686368
31/12/2012,29.74,0.023130283
28/12/2012,29.06,-0.012991636
27/12/2012,29.44,-0.000679117
26/12/2012,29.46,-0.006428714
24/12/2012,29.65,-0.007727235
21/12/2012,29.88,-0.002339964
20/12/2012,29.95,-0.005660078
19/12/2012,30.12,-0.016463987
18/12/2012,30.62,0.022792068
17/12/2012,29.93,0.009061985
14/12/2012,29.66,-0.000674082
13/12/2012,29.68,-0.007385062
12/12/2012,29.9,-0.003005512
11/12/2012,29.99,0.008707356
10/12/2012,29.73,0.005396303
07/12/2012,29.57,0.003387537
06/12/2012,29.47,-0.003049299
05/12/2012,29.56,0.018781498
04/12/2012,29.01,-0.010288157
03/12/2012,29.31,-0.030575202
30/11/2012,30.22,0.008640798
29/11/2012,29.96,0.003678319
28/11/2012,29.85,0.00301963
27/11/2012,29.76,0.014895333
26/11/2012,29.32,0.025912661
23/11/2012,28.57,-0.009752777
21/11/2012,28.85,-0.004495944
20/11/2012,28.98,-0.007220248
19/11/2012,29.19,-0.002053389
16/11/2012,29.25,-0.004094172
15/11/2012,29.37,0
14/11/2012,29.37,-0.019221634
13/11/2012,29.94,-0.02734481
12/11/2012,30.77,-0.010989122
09/11/2012,31.11,-0.018471863
08/11/2012,31.69,0.007920206
07/11/2012,31.44,-0.016091213
06/11/2012,31.95,-0.001876173
05/11/2012,32.01,-0.023465109
02/11/2012,32.77,-0.024417189
01/11/2012,33.58,-0.063458426
31/10/2012,35.78,0.008138111
26/10/2012,35.49,-0.004217636
25/10/2012,35.64,-0.006432689
24/10/2012,35.87,-0.010813914
23/10/2012,36.26,-0.015869006
22/10/2012,36.84,-0.004603935
19/10/2012,37.01,-0.012619311
18/10/2012,37.48,0.009920982
17/10/2012,37.11,0.016848225
16/10/2012,36.49,-0.001916496
15/10/2012,36.56,0.012384911
12/10/2012,36.11,-0.010468415
11/10/2012,36.49,0.005220509
10/10/2012,36.3,0.004417456
09/10/2012,36.14,0.005271201
08/10/2012,35.95,0.001113276
05/10/2012,35.91,-0.00416841
04/10/2012,36.06,0.011435071
03/10/2012,35.65,0.003371737
02/10/2012,35.53,0.00366559
01/10/2012,35.4,-0.005071862
28/09/2012,35.58,-0.001965465
27/09/2012,35.65,0.001403509
26/09/2012,35.6,-0.000280859
25/09/2012,35.61,-0.007274794
24/09/2012,35.87,0.013754603
21/09/2012,35.38,-0.001976564
20/09/2012,35.45,-0.001409444
19/09/2012,35.5,0.000845428
18/09/2012,35.47,-0.000845428
17/09/2012,35.5,-0.012318185
14/09/2012,35.94,0.010348295
13/09/2012,35.57,0.019875725
12/09/2012,34.87,-0.017624106
11/09/2012,35.49,-0.005899722
10/09/2012,35.7,-0.01252626
07/09/2012,36.15,-0.00138217
06/09/2012,36.2,0.011111225
05/09/2012,35.8,-0.008621942
04/09/2012,36.11,-0.00992017
31/08/2012,36.47,-0.003284974
30/08/2012,36.59,0.001093793
29/08/2012,36.55,-0.008174432
28/08/2012,36.85,-0.005412733
27/08/2012,37.05,0.005955621
24/08/2012,36.83,-0.000814222
23/08/2012,36.86,-0.005681065
22/08/2012,37.07,-0.01046568
21/08/2012,37.46,-0.005855753
20/08/2012,37.68,0.005055219
17/08/2012,37.49,0.000266773
16/08/2012,37.48,-0.007972405
15/08/2012,37.78,-0.006858376
14/08/2012,38.04,-0.006811659
13/08/2012,38.3,-0.016058361
10/08/2012,38.92,0.00877425
09/08/2012,38.58,0.009898492
08/08/2012,38.2,0.004986233
07/08/2012,38.01,-0.001314579
06/08/2012,38.06,-0.010714855
03/08/2012,38.47,0.013345743
02/08/2012,37.96,-0.007610587
01/08/2012,38.25,-0.022490285
31/07/2012,39.12,-0.00941363
30/07/2012,39.49,0.00304337
27/07/2012,39.37,0.009955411
26/07/2012,38.98,0.012390453
25/07/2012,38.5,-0.009564504
24/07/2012,38.87,-0.00947389
23/07/2012,39.24,0
20/07/2012,39.24,0.004085808
19/07/2012,39.08,0.006417683
18/07/2012,38.83,0.003095179
17/07/2012,38.71,0.006219248
16/07/2012,38.47,-0.00129887
13/07/2012,38.52,0.025504209
12/07/2012,37.55,-0.001064679
11/07/2012,37.59,0.011774286
10/07/2012,37.15,-0.000807211
09/07/2012,37.18,-0.004561929
06/07/2012,37.35,0.000535619
05/07/2012,37.33,-0.002140755
03/07/2012,37.41,-0.007456759
02/07/2012,37.69,0.001858983
29/06/2012,37.62,0.005865119
28/06/2012,37.4,0.002141328
27/06/2012,37.32,0.020027733
26/06/2012,36.58,0
25/06/2012,36.58,-0.008709908
22/06/2012,36.9,0.002170375
21/06/2012,36.82,-0.008114732
20/06/2012,37.12,-0.013379916
19/06/2012,37.62,0.005865119
18/06/2012,37.4,-0.000801817
15/06/2012,37.43,-0.009571995
14/06/2012,37.79,0.011176274
13/06/2012,37.37,-0.008791851
12/06/2012,37.7,0.004253063
11/06/2012,37.54,0.003468983
08/06/2012,37.41,-0.040083952
07/06/2012,38.94,0.03901529
06/06/2012,37.45,0.004817996
05/06/2012,37.27,0
04/06/2012,37.27,0.015411958
01/06/2012,36.7,-0.007600471
31/05/2012,36.98,0.006783366
30/05/2012,36.73,-0.006242387
29/05/2012,36.96,0.001624696
25/05/2012,36.9,0.001084599
24/05/2012,36.86,0.001357405
23/05/2012,36.81,-0.00703847
22/05/2012,37.07,-0.001347891
21/05/2012,37.12,-0.020531317
18/05/2012,37.89,-0.009194863
17/05/2012,38.24,-0.003654402
16/05/2012,38.38,-0.002861977
15/05/2012,38.49,-0.00853711
14/05/2012,38.82,-0.002058673
11/05/2012,38.9,-0.001027749
10/05/2012,38.94,0.016050047
09/05/2012,38.32,0.004184107
08/05/2012,38.16,-0.000785855
07/05/2012,38.19,-0.008863457
04/05/2012,38.53,-0.007498419
03/05/2012,38.82,-0.011779906
02/05/2012,39.28,-0.000509035
01/05/2012,39.3,0.007406495
30/04/2012,39.01,0.002309766
27/04/2012,38.92,0.008515082
26/04/2012,38.59,0.011205329
25/04/2012,38.16,0.005781882
24/04/2012,37.94,0.006611157
23/04/2012,37.69,-0.001590668
20/04/2012,37.75,0.003715503
19/04/2012,37.61,-0.001062982
18/04/2012,37.65,-0.011093616
17/04/2012,38.07,0.006852952
16/04/2012,37.81,0.008499387
13/04/2012,37.49,-0.010612994
12/04/2012,37.89,-0.007624593
11/04/2012,38.18,0.004462535
10/04/2012,38.01,-0.005771265
09/04/2012,38.23,-0.003655357
05/04/2012,38.37,-0.013461244
04/04/2012,38.89,-0.001028013
03/04/2012,38.93,-0.007166655
02/04/2012,39.21,0
30/03/2012,39.21,0.002297971
29/03/2012,39.12,0.006925768
28/03/2012,38.85,-0.006158603
27/03/2012,39.09,0.002817986
26/03/2012,38.98,0.003598051
23/03/2012,38.84,-0.00385456
22/03/2012,38.99,0.010571196
21/03/2012,38.58,-0.006459136
20/03/2012,38.83,-0.003598976
19/03/2012,38.97,0.002826675
16/03/2012,38.86,-0.002313328
15/03/2012,38.95,-0.003843695
14/03/2012,39.1,-0.012706651
13/03/2012,39.6,-0.005289019
12/03/2012,39.81,0.02286685
09/03/2012,38.91,0.011632547
08/03/2012,38.46,-0.000779727
07/03/2012,38.49,-0.005957795
06/03/2012,38.72,-0.006692432
05/03/2012,38.98,0.002568714
02/03/2012,38.88,-0.00231214
01/03/2012,38.97,-0.00256279
29/02/2012,39.07,0.001536886
28/02/2012,39.01,-0.003582399
27/02/2012,39.15,-0.003060446
24/02/2012,39.27,0.006386533
23/02/2012,39.02,-0.004092077
22/02/2012,39.18,0.006658155
21/02/2012,38.92,-0.008952611
17/02/2012,39.27,-0.005839803
16/02/2012,39.5,0.010433992
15/02/2012,39.09,0.001536099
14/02/2012,39.03,-0.005111179
13/02/2012,39.23,-0.015429672
10/02/2012,39.84,-0.005257241
09/02/2012,40.05,-0.003987047
08/02/2012,40.21,0.004486548
07/02/2012,40.03,0.004255858
06/02/2012,39.86,0.003518476
03/02/2012,39.72,0.00201613
02/02/2012,39.64,-0.002519528
01/02/2012,39.74,-0.001006036
31/01/2012,39.78,0.001509434
30/01/2012,39.72,0.004289145
27/01/2012,39.55,-0.011063729
26/01/2012,39.99,-0.0005
25/01/2012,40.01,0.019942602
24/01/2012,39.22,-0.015433576
23/01/2012,39.83,0.011870325
20/01/2012,39.36,-0.0035506
19/01/2012,39.5,-0.002023268
18/01/2012,39.58,0.000758246
17/01/2012,39.55,-0.004792543
13/01/2012,39.74,-0.011011122
12/01/2012,40.18,-0.007932615
11/01/2012,40.5,-0.015192647
10/01/2012,41.12,-0.00678626
09/01/2012,41.4,0.007516098
06/01/2012,41.09,-0.00388633
05/01/2012,41.25,-0.003388193
04/01/2012,41.39,-0.016295592
03/01/2012,42.07,-0.03043306
30/12/2011,43.37,-0.007808951
29/12/2011,43.71,0.005045882
28/12/2011,43.49,-0.004359305
27/12/2011,43.68,0.003669729
23/12/2011,43.52,0.003913899
22/12/2011,43.35,-0.000691802
21/12/2011,43.38,0.024502451
20/12/2011,42.33,0.006636668
19/12/2011,42.05,-0.018612859
16/12/2011,42.84,-0.009524988
15/12/2011,43.25,0.007193441
14/12/2011,42.94,-0.008579763
13/12/2011,43.31,0.005789063
12/12/2011,43.06,-0.012003838
09/12/2011,43.58,0.012933206
08/12/2011,43.02,-0.014309037
07/12/2011,43.64,-0.001831502
06/12/2011,43.72,-0.000228702
05/12/2011,43.73,0.00918913
02/12/2011,43.33,-0.016480117
01/12/2011,44.05,-0.005885033
30/11/2011,44.31,0.031406593
29/11/2011,42.94,0.005839092
28/11/2011,42.69,0.01796314
25/11/2011,41.93,0.000954426
23/11/2011,41.89,-0.01563272
22/11/2011,42.55,-0.016086138
21/11/2011,43.24,-0.010124339
18/11/2011,43.68,0.00643089
17/11/2011,43.4,-0.006659802
16/11/2011,43.69,-0.015444322
15/11/2011,44.37,-0.006290742
14/11/2011,44.65,-0.009140628
11/11/2011,45.06,0.014530266
10/11/2011,44.41,-0.012753277
09/11/2011,44.98,-0.007971699
08/11/2011,45.34,0.011312087
07/11/2011,44.83,0.018233482
04/11/2011,44.02,-0.012865543
03/11/2011,44.59,0.008106327
02/11/2011,44.23,0.014346142
01/11/2011,43.6,-0.017957068
31/10/2011,44.39,-0.004046768
28/10/2011,44.57,0.007883812
27/10/2011,44.22,0.034744091
26/10/2011,42.71,0.00940962
25/10/2011,42.31,-0.014314453
24/10/2011,42.92,-0.009045637
21/10/2011,43.31,0.013716361
20/10/2011,42.72,0.004222385
19/10/2011,42.54,-0.003285617
18/10/2011,42.68,-0.001170823
17/10/2011,42.73,-0.011633449
14/10/2011,43.23,0.010931613
13/10/2011,42.76,0.002575812
12/10/2011,42.65,0.012979533
11/10/2011,42.1,-0.012041227
10/10/2011,42.61,0.016087406
07/10/2011,41.93,0.016592902
06/10/2011,41.24,0.012443737
05/10/2011,40.73,-0.005386889
04/10/2011,40.95,-0.006086446
03/10/2011,41.2,-0.033650711
30/09/2011,42.61,-0.016063667
29/09/2011,43.3,0.012549549
28/09/2011,42.76,-0.003501813
27/09/2011,42.91,0.00889519
26/09/2011,42.53,0.00235405
23/09/2011,42.43,0.001887238
22/09/2011,42.35,-0.025412255
21/09/2011,43.44,-0.014398603
20/09/2011,44.07,0.017395724
19/09/2011,43.31,-0.002766891
16/09/2011,43.43,0.012045548
15/09/2011,42.91,0.017632995
14/09/2011,42.16,-0.00213245
13/09/2011,42.25,-0.00448696
12/09/2011,42.44,0.001414761
09/09/2011,42.38,-0.01312724
08/09/2011,42.94,0.00396687
07/09/2011,42.77,0.009396358
06/09/2011,42.37,-0.005648403
02/09/2011,42.61,-0.011201984
01/09/2011,43.09,-0.000695975
31/08/2011,43.12,0.006514681
30/08/2011,42.84,-0.002564403
29/08/2011,42.95,0.022128963
26/08/2011,42.01,-0.006879401
25/08/2011,42.3,-0.017575145
24/08/2011,43.05,0.019231362
23/08/2011,42.23,0.014309808
22/08/2011,41.63,-0.00287839
19/08/2011,41.75,-0.004063589
18/08/2011,41.92,-0.013976302
17/08/2011,42.51,0.008030275
16/08/2011,42.17,-0.001658572
15/08/2011,42.24,0.036648267
12/08/2011,40.72,-0.008802013
11/08/2011,41.08,0.018425776
10/08/2011,40.33,-0.025943697
09/08/2011,41.39,0.035660978
08/08/2011,39.94,-0.049814986
05/08/2011,41.98,0.001191753
04/08/2011,41.93,-0.037678495
03/08/2011,43.54,0.0002297
02/08/2011,43.53,-0.018211293
01/08/2011,44.33,0.00588237
29/07/2011,44.07,-0.01240291
28/07/2011,44.62,0.00067257
27/07/2011,44.59,0.008106327
26/07/2011,44.23,-0.000903955
25/07/2011,44.27,0.012959145
22/07/2011,43.7,-0.005249356
21/07/2011,43.93,0.006852471
20/07/2011,43.63,0.00620763
19/07/2011,43.36,0.005782368
18/07/2011,43.11,-0.006012969
15/07/2011,43.37,0.003464607
14/07/2011,43.22,0.00185271
13/07/2011,43.14,-0.004394595
12/07/2011,43.33,0.007180112
11/07/2011,43.02,-0.014079863
08/07/2011,43.63,-0.002518028
07/07/2011,43.74,0.018459223
06/07/2011,42.94,-0.000465658
05/07/2011,42.96,-0.009037253
01/07/2011,43.35,0.011834458
30/06/2011,42.84,0.00210305
29/06/2011,42.75,0.00445435
28/06/2011,42.56,0.007310491
27/06/2011,42.25,0.005458658
24/06/2011,42.02,0.016799051
23/06/2011,41.32,-0.004828595
22/06/2011,41.52,-0.007916558
21/06/2011,41.85,-0.003101517
20/06/2011,41.98,0.005733413
17/06/2011,41.74,0.005043844
16/06/2011,41.53,0.010651275
15/06/2011,41.09,-0.022142902
14/06/2011,42.01,0.005011346
13/06/2011,41.8,-0.001434377
10/06/2011,41.86,0.005509656
09/06/2011,41.63,-0.000960384
08/06/2011,41.67,0.005534847
07/06/2011,41.44,-0.00216946
06/06/2011,41.53,0.001445783
03/06/2011,41.47,-0.004331094
02/06/2011,41.65,-0.001679262
01/06/2011,41.72,-0.003111167
31/05/2011,41.85,0.003590668
27/05/2011,41.7,0.000239837
26/05/2011,41.69,-0.001917087
25/05/2011,41.77,-0.008344309
24/05/2011,42.12,0.001901141
23/05/2011,42.04,-0.005219466
20/05/2011,42.26,0.012381111
19/05/2011,41.74,0.002398658
18/05/2011,41.64,-0.008132071
17/05/2011,41.98,0.002862597
16/05/2011,41.86,0.002870815
13/05/2011,41.74,-0.006209717
12/05/2011,42,-0.002140564
11/05/2011,42.09,0.000475285
10/05/2011,42.07,0.021139389
09/05/2011,41.19,-0.001940335
06/05/2011,41.27,0.003884443
05/05/2011,41.11,-0.015208501
04/05/2011,41.74,-0.012381111
03/05/2011,42.26,0.011183936
02/05/2011,41.79,-0.009051991
29/04/2011,42.17,-0.000237107
28/04/2011,42.18,0.016493741
27/04/2011,41.49,0.007742599
26/04/2011,41.17,0.009763319
25/04/2011,40.77,0.002947681
21/04/2011,40.65,0.002709695
20/04/2011,40.54,0.006185842
19/04/2011,40.29,-0.00099231
18/04/2011,40.33,-0.007903227
15/04/2011,40.65,0.01113184
14/04/2011,40.2,0.007490672
13/04/2011,39.9,0.003263465
12/04/2011,39.77,-0.002511302
11/04/2011,39.87,-0.014195233
08/04/2011,40.44,-0.005425414
07/04/2011,40.66,-0.006862772
06/04/2011,40.94,0.004651741
05/04/2011,40.75,-0.007578572
04/04/2011,41.06,-0.002432499
01/04/2011,41.16,-0.001941748
31/03/2011,41.24,-0.005320448
30/03/2011,41.46,0.01678259
29/03/2011,40.77,0.014328308
28/03/2011,40.19,-0.009903522
25/03/2011,40.59,-0.010294209
24/03/2011,41.01,0.002441407
23/03/2011,40.91,-0.003903396
22/03/2011,41.07,0.016448143
21/03/2011,40.4,0.009200612
18/03/2011,40.03,-0.003740186
17/03/2011,40.18,0.005740687
16/03/2011,39.95,-0.034201882
15/03/2011,41.34,-0.036808144
14/03/2011,42.89,-0.006275442
11/03/2011,43.16,0.00464469
10/03/2011,42.96,-0.007190104
09/03/2011,43.27,0.030981121
08/03/2011,41.95,0.003103739
07/03/2011,41.82,0.016636912
04/03/2011,41.13,-0.006301524
03/03/2011,41.39,0.008492105
02/03/2011,41.04,-0.001460921
01/03/2011,41.1,-0.015930822
28/02/2011,41.76,0.011318604
25/02/2011,41.29,0.002182084
24/02/2011,41.2,-0.003392298
23/02/2011,41.34,-0.010347824
22/02/2011,41.77,0.004559096
18/02/2011,41.58,0.005063302
17/02/2011,41.37,0.004360472
16/02/2011,41.19,-0.000242748
15/02/2011,41.2,-0.006532018
14/02/2011,41.47,-0.014126896
11/02/2011,42.06,-0.028362384
10/02/2011,43.27,0.004400702
09/02/2011,43.08,0.001393728
08/02/2011,43.02,-0.005100869
07/02/2011,43.24,0.011396797
04/02/2011,42.75,-0.009081446
03/02/2011,43.14,0.014476087
02/02/2011,42.52,-0.002818226
01/02/2011,42.64,0.003053437
31/01/2011,42.51,0.01421488
