Date,Close,DTV
19/11/2013,65.47,0.006589557
18/11/2013,65.04,0.002463055
15/11/2013,64.88,0.008202476
14/11/2013,64.35,0.007487166
13/11/2013,63.87,-0.002345767
12/11/2013,64.02,-0.002340277
11/11/2013,64.17,0.004372957
08/11/2013,63.89,0.012442085
07/11/2013,63.1,-0.006319136
06/11/2013,63.5,-0.000472329
05/11/2013,63.53,-0.013135451
04/11/2013,64.37,0.010934192
01/11/2013,63.67,0.01870695
31/10/2013,62.49,-0.001279386
30/10/2013,62.57,-0.002713273
29/10/2013,62.74,-0.005563076
28/10/2013,63.09,0.004447982
25/10/2013,62.81,-0.002544126
24/10/2013,62.97,0.014073477
23/10/2013,62.09,-0.00273422
22/10/2013,62.26,0.008063259
21/10/2013,61.76,0.001782676
18/10/2013,61.65,-0.012092046
17/10/2013,62.4,0.016970104
16/10/2013,61.35,0.007854729
15/10/2013,60.87,-0.005079896
14/10/2013,61.18,0.008700703
11/10/2013,60.65,0.008278193
10/10/2013,60.15,0.037260873
09/10/2013,57.95,-0.001724138
08/10/2013,58.05,-0.013347221
07/10/2013,58.83,-0.00896867
04/10/2013,59.36,0.009818938
03/10/2013,58.78,-0.017036762
02/10/2013,59.79,-0.000167238
01/10/2013,59.8,0.000334504
30/09/2013,59.78,-0.003006516
27/09/2013,59.96,0.000333611
26/09/2013,59.94,0.001669728
25/09/2013,59.84,-0.013280408
24/09/2013,60.64,-0.026846158
23/09/2013,62.29,-0.017820678
20/09/2013,63.41,0.00236836
19/09/2013,63.26,0.005707054
18/09/2013,62.9,0.007980888
17/09/2013,62.4,0.007722046
16/09/2013,61.92,0.00242542
13/09/2013,61.77,0.006985651
12/09/2013,61.34,-0.002767605
11/09/2013,61.51,0.010952296
10/09/2013,60.84,0.019585688
09/09/2013,59.66,0.016733256
06/09/2013,58.67,-0.005100317
05/09/2013,58.97,0.010055475
04/09/2013,58.38,-0.003249255
03/09/2013,58.57,0.006680967
30/08/2013,58.18,-0.000343702
29/08/2013,58.2,-0.00240261
28/08/2013,58.34,0.006189841
27/08/2013,57.98,0.008487104
26/08/2013,57.49,-0.006760882
23/08/2013,57.88,-0.004825931
22/08/2013,58.16,0.010717475
21/08/2013,57.54,-0.018936699
20/08/2013,58.64,-0.007136819
19/08/2013,59.06,-0.008598215
16/08/2013,59.57,-0.00635879
15/08/2013,59.95,-0.024061807
14/08/2013,61.41,-0.00713941
13/08/2013,61.85,-0.00403389
12/08/2013,62.1,-0.00305491
09/08/2013,62.29,-0.014819808
08/08/2013,63.22,0.021100527
07/08/2013,61.9,0.012844661
06/08/2013,61.11,-0.010094517
05/08/2013,61.73,0.005197348
02/08/2013,61.41,-0.009561697
01/08/2013,62,-0.020434938
31/07/2013,63.28,0.010324927
30/07/2013,62.63,-0.007634839
29/07/2013,63.11,-0.009933073
26/07/2013,63.74,-0.006099964
25/07/2013,64.13,0.007041732
24/07/2013,63.68,-0.014343869
23/07/2013,64.6,-0.010624474
22/07/2013,65.29,0.001379416
19/07/2013,65.2,0.003226057
18/07/2013,64.99,0.006793295
17/07/2013,64.55,-0.007562348
16/07/2013,65.04,-0.003223581
15/07/2013,65.25,0.005224351
12/07/2013,64.91,0.007888062
11/07/2013,64.4,0.034276435
10/07/2013,62.23,-0.00288832
09/07/2013,62.41,-0.016684267
08/07/2013,63.46,-0.002832417
05/07/2013,63.64,0.008838441
03/07/2013,63.08,0.014852944
02/07/2013,62.15,-0.003693893
01/07/2013,62.38,0.011933701
28/06/2013,61.64,0.014873201
27/06/2013,60.73,-0.00574667
26/06/2013,61.08,0.011029826
25/06/2013,60.41,-0.005447805
24/06/2013,60.74,-0.016167577
21/06/2013,61.73,0.027259488
20/06/2013,60.07,-0.032913327
19/06/2013,62.08,-0.02387508
18/06/2013,63.58,0.027263546
17/06/2013,61.87,-0.002098976
14/06/2013,62,0.013641004
13/06/2013,61.16,0.016485701
12/06/2013,60.16,-0.020239276
11/06/2013,61.39,-0.01133799
10/06/2013,62.09,-0.001770054
07/06/2013,62.2,0.006289836
06/06/2013,61.81,0.014996206
05/06/2013,60.89,-0.011105781
04/06/2013,61.57,-0.001460684
03/06/2013,61.66,0.007651645
31/05/2013,61.19,-0.030736992
30/05/2013,63.1,-0.0050585
29/05/2013,63.42,-0.005973921
28/05/2013,63.8,0.000940881
24/05/2013,63.74,-0.002819992
23/05/2013,63.92,-0.000781922
22/05/2013,63.97,-0.015973046
21/05/2013,65,0.008652712
20/05/2013,64.44,-0.011878273
17/05/2013,65.21,0.007542559
16/05/2013,64.72,-0.006928968
15/05/2013,65.17,0.01173034
14/05/2013,64.41,0.006542079
13/05/2013,63.99,0.002973631
10/05/2013,63.8,0.012935975
09/05/2013,62.98,0.017297036
08/05/2013,61.9,-0.000807428
07/05/2013,61.95,0.066574491
06/05/2013,57.96,0.001208459
03/05/2013,57.89,0.002075048
02/05/2013,57.77,0.019577622
01/05/2013,56.65,0.001589966
30/04/2013,56.56,-0.010377369
29/04/2013,57.15,0.014452137
26/04/2013,56.33,0.001421212
25/04/2013,56.25,-0.000888494
24/04/2013,56.3,0.004271989
23/04/2013,56.06,0.001785396
22/04/2013,55.96,0.014036581
19/04/2013,55.18,0.022542877
18/04/2013,53.95,-0.003884937
17/04/2013,54.16,-0.02660022
16/04/2013,55.62,0.010300986
15/04/2013,55.05,-0.018002286
12/04/2013,56.05,0.006802747
11/04/2013,55.67,-0.005553082
10/04/2013,55.98,0.010053945
09/04/2013,55.42,-0.005219125
08/04/2013,55.71,0.00558007
05/04/2013,55.4,-0.003963255
04/04/2013,55.62,-0.008414695
03/04/2013,56.09,-0.00675198
02/04/2013,56.47,-0.004769906
01/04/2013,56.74,0.002647138
28/03/2013,56.59,-0.011420664
27/03/2013,57.24,0.006660848
26/03/2013,56.86,0.019894084
25/03/2013,55.74,0.006660091
22/03/2013,55.37,0.011260562
21/03/2013,54.75,-0.010537888
20/03/2013,55.33,0.009077767
19/03/2013,54.83,0.001460121
18/03/2013,54.75,-0.004373982
15/03/2013,54.99,0.044435231
14/03/2013,52.6,0.012241928
13/03/2013,51.96,0.013173379
12/03/2013,51.28,0.007437889
11/03/2013,50.9,0.016241197
08/03/2013,50.08,0.016915425
07/03/2013,49.24,0.004886003
06/03/2013,49,0.00122524
05/03/2013,48.94,0
04/03/2013,48.94,0.008000863
01/03/2013,48.55,0.007857774
28/02/2013,48.17,-0.005795918
27/02/2013,48.45,0.006003537
26/02/2013,48.16,-0.005177603
25/02/2013,48.41,-0.013948944
22/02/2013,49.09,0.027257521
21/02/2013,47.77,-0.007300064
20/02/2013,48.12,-0.023414502
19/02/2013,49.26,0.001422042
15/02/2013,49.19,-0.020523859
14/02/2013,50.21,-0.028663132
13/02/2013,51.67,-0.0107797
12/02/2013,52.23,-0.012557243
11/02/2013,52.89,-0.003209064
08/02/2013,53.06,0.008897361
07/02/2013,52.59,0.00228441
06/02/2013,52.47,0.001907669
05/02/2013,52.37,0.022985078
04/02/2013,51.18,-0.010882346
01/02/2013,51.74,0.011664207
31/01/2013,51.14,-0.020898593
30/01/2013,52.22,-0.017840671
29/01/2013,53.16,-0.004691761
28/01/2013,53.41,-0.004483475
25/01/2013,53.65,0.002986749
24/01/2013,53.49,0.00675298
23/01/2013,53.13,-0.005069006
22/01/2013,53.4,0.000749344
18/01/2013,53.36,0.00620361
17/01/2013,53.03,0.004536012
16/01/2013,52.79,0.000758006
15/01/2013,52.75,-0.011310205
14/01/2013,53.35,0.017967386
11/01/2013,52.4,-0.000763068
10/01/2013,52.44,0.011121879
09/01/2013,51.86,0.027366837
08/01/2013,50.46,-0.001979807
07/01/2013,50.56,-0.01140622
04/01/2013,51.14,-0.009342224
03/01/2013,51.62,-0.000968148
02/01/2013,51.67,0.029659446
31/12/2012,50.16,0.014862696
28/12/2012,49.42,-0.00585092
27/12/2012,49.71,0.002215286
26/12/2012,49.6,-0.010828259
24/12/2012,50.14,-0.002589385
21/12/2012,50.27,-0.020282274
20/12/2012,51.3,0.00195122
19/12/2012,51.2,-0.01242252
18/12/2012,51.84,0.025001302
17/12/2012,50.56,0.01474424
14/12/2012,49.82,-0.003006316
13/12/2012,49.97,-0.005985652
12/12/2012,50.27,-0.000397772
11/12/2012,50.29,0.010393857
10/12/2012,49.77,-0.008602634
07/12/2012,50.2,0.002992521
06/12/2012,50.05,0.009636694
05/12/2012,49.57,0.005258912
04/12/2012,49.31,0
03/12/2012,49.31,-0.007878033
30/11/2012,49.7,0.006864554
29/11/2012,49.36,0.004060095
28/11/2012,49.16,-0.000610066
27/11/2012,49.19,0.003870053
26/11/2012,49,-0.009950331
23/11/2012,49.49,0.003035518
21/11/2012,49.34,0.004876076
20/11/2012,49.1,0.000814996
19/11/2012,49.06,0.001427843
16/11/2012,48.99,-0.000612182
15/11/2012,49.02,0.016039826
14/11/2012,48.24,-0.006199648
13/11/2012,48.54,0.00765178
12/11/2012,48.17,-0.013608457
09/11/2012,48.83,-0.010187537
08/11/2012,49.33,-0.003238214
07/11/2012,49.49,-0.020400708
06/11/2012,50.51,-0.002965308
05/11/2012,50.66,0.006138025
02/11/2012,50.35,-0.017912102
01/11/2012,51.26,0.002343751
31/10/2012,51.14,-0.002538816
26/10/2012,51.27,-0.000974754
25/10/2012,51.32,0.008610621
24/10/2012,50.88,-0.004510254
23/10/2012,51.11,-0.004295204
22/10/2012,51.33,-0.00038956
19/10/2012,51.35,-0.013924031
18/10/2012,52.07,0.007518108
17/10/2012,51.68,0.016190737
16/10/2012,50.85,0.006510825
15/10/2012,50.52,0.013551423
12/10/2012,49.84,-0.005801757
11/10/2012,50.13,-0.011503499
10/10/2012,50.71,-0.006094583
09/10/2012,51.02,-0.034293478
08/10/2012,52.8,-0.006042314
05/10/2012,53.12,-0.002256488
04/10/2012,53.24,0.011713718
03/10/2012,52.62,0.009739407
02/10/2012,52.11,0.001344215
01/10/2012,52.04,-0.007657005
28/09/2012,52.44,0.008618266
27/09/2012,51.99,-0.000192326
26/09/2012,52,-0.019236856
25/09/2012,53.01,0.005865119
24/09/2012,52.7,0.007427898
21/09/2012,52.31,-0.00076438
20/09/2012,52.35,-0.024343121
19/09/2012,53.64,0.003735529
18/09/2012,53.44,-0.013752307
17/09/2012,54.18,0.000923276
14/09/2012,54.13,-0.001107829
13/09/2012,54.19,0.017310809
12/09/2012,53.26,0.007917101
11/09/2012,52.84,-0.010916728
10/09/2012,53.42,0.002436511
07/09/2012,53.29,0.000563116
06/09/2012,53.26,0.007538671
05/09/2012,52.86,0.010650538
04/09/2012,52.3,0.004023379
31/08/2012,52.09,-0.005169949
30/08/2012,52.36,-0.003622156
29/08/2012,52.55,0.00457754
28/08/2012,52.31,-0.004767817
27/08/2012,52.56,-0.001330925
24/08/2012,52.63,0.017441745
23/08/2012,51.72,-0.001352527
22/08/2012,51.79,0.005615273
21/08/2012,51.5,0.000388425
20/08/2012,51.48,-0.003103183
17/08/2012,51.64,0.002714758
16/08/2012,51.5,-0.000582355
15/08/2012,51.53,-0.007347287
14/08/2012,51.91,-0.003653499
13/08/2012,52.1,0
10/08/2012,52.1,0.031191612
09/08/2012,50.5,0.01295484
08/08/2012,49.85,0.005632684
07/08/2012,49.57,-0.004026581
06/08/2012,49.77,-0.007805503
03/08/2012,50.16,0.027487583
02/08/2012,48.8,-0.026290695
01/08/2012,50.1,0.008821228
31/07/2012,49.66,0.006667365
30/07/2012,49.33,-0.001418009
27/07/2012,49.4,0.010582109
26/07/2012,48.88,0.028007224
25/07/2012,47.53,0.0124909
24/07/2012,46.94,-0.006794081
23/07/2012,47.26,-0.022388214
20/07/2012,48.33,-0.012746883
19/07/2012,48.95,0.007175838
18/07/2012,48.6,-0.003696862
17/07/2012,48.78,0.01154652
16/07/2012,48.22,-0.002071681
13/07/2012,48.32,0.016063765
12/07/2012,47.55,-0.012539349
11/07/2012,48.15,-0.011152532
10/07/2012,48.69,-0.006142525
09/07/2012,48.99,-0.005090106
06/07/2012,49.24,0
05/07/2012,49.24,-0.021099949
03/07/2012,50.29,0.012002545
02/07/2012,49.69,0.017663641
29/06/2012,48.82,0.024887224
28/06/2012,47.62,0.00189175
27/06/2012,47.53,0.024061631
26/06/2012,46.4,-0.008797396
25/06/2012,46.81,-0.014211714
22/06/2012,47.48,0.016564405
21/06/2012,46.7,-0.012766131
20/06/2012,47.3,0.033318504
19/06/2012,45.75,0.009443356
18/06/2012,45.32,0.009756175
15/06/2012,44.88,0.020484678
14/06/2012,43.97,0.022540053
13/06/2012,42.99,-0.005567168
12/06/2012,43.23,-0.005076153
11/06/2012,43.45,-0.014848931
08/06/2012,44.1,0.004545462
07/06/2012,43.9,-0.006357878
06/06/2012,44.18,-0.001357159
05/06/2012,44.24,-0.006084526
04/06/2012,44.51,0.013344086
01/06/2012,43.92,-0.011995165
31/05/2012,44.45,-0.028608227
30/05/2012,45.74,-0.014326271
29/05/2012,46.4,0
25/05/2012,46.4,0.000646761
24/05/2012,46.37,0.004755737
23/05/2012,46.15,-0.005186958
22/05/2012,46.39,0
21/05/2012,46.39,0.022012439
18/05/2012,45.38,-0.014873415
17/05/2012,46.06,-0.017432918
16/05/2012,46.87,-0.002344167
15/05/2012,46.98,0.001064849
14/05/2012,46.93,-0.013545181
11/05/2012,47.57,-0.004195517
10/05/2012,47.77,0.002725083
09/05/2012,47.64,-0.008153071
08/05/2012,48.03,0.002710311
07/05/2012,47.9,-0.006658368
04/05/2012,48.22,-0.022150208
03/05/2012,49.3,-0.010693131
02/05/2012,49.83,0.007250787
01/05/2012,49.47,0.003848106
30/04/2012,49.28,0.005289941
27/04/2012,49.02,0.011077036
26/04/2012,48.48,0.009533751
25/04/2012,48.02,0.00878483
24/04/2012,47.6,0.006322466
23/04/2012,47.3,-0.017395388
20/04/2012,48.13,0.003746882
19/04/2012,47.95,-0.015930822
18/04/2012,48.72,-0.003483253
17/04/2012,48.89,0.002867679
16/04/2012,48.75,-0.007153837
13/04/2012,49.1,-0.002847267
12/04/2012,49.24,0.004886003
11/04/2012,49,0.012113894
10/04/2012,48.41,-0.01455988
09/04/2012,49.12,-0.014350928
05/04/2012,49.83,0.018839816
04/04/2012,48.9,-0.013204864
03/04/2012,49.55,-0.007840024
02/04/2012,49.94,0.012087174
30/03/2012,49.34,-0.003035518
29/03/2012,49.49,0.013425751
28/03/2012,48.83,0.012985857
27/03/2012,48.2,-0.009087217
26/03/2012,48.64,0.011787956
23/03/2012,48.07,0.000832466
22/03/2012,48.03,-0.005605745
21/03/2012,48.3,0.004773279
20/03/2012,48.07,0.008985537
19/03/2012,47.64,0.003574812
16/03/2012,47.47,0.002742328
15/03/2012,47.34,-0.009879219
14/03/2012,47.81,0.000209183
13/03/2012,47.8,0.020715177
12/03/2012,46.82,-0.007023547
09/03/2012,47.15,0.015603608
08/03/2012,46.42,0.007351384
07/03/2012,46.08,0.003696058
06/03/2012,45.91,-0.012339154
05/03/2012,46.48,-0.001504891
02/03/2012,46.55,0.004521485
01/03/2012,46.34,0.000431686
29/02/2012,46.32,0.005846071
28/02/2012,46.05,0.005662036
27/02/2012,45.79,0.003938736
24/02/2012,45.61,-0.000438404
23/02/2012,45.63,0.012792411
22/02/2012,45.05,-0.002217296
21/02/2012,45.15,0.003772333
17/02/2012,44.98,-0.008853533
16/02/2012,45.38,-0.020070482
15/02/2012,46.3,0.009766762
14/02/2012,45.85,0.003714633
13/02/2012,45.68,0.003728483
10/02/2012,45.51,-0.001098057
09/02/2012,45.56,0.014147009
08/02/2012,44.92,-0.006213957
07/02/2012,45.2,-0.005295688
06/02/2012,45.44,-0.005486681
03/02/2012,45.69,0.020564572
02/02/2012,44.76,-0.010666768
01/02/2012,45.24,0.005096964
31/01/2012,45.01,0.0022242
30/01/2012,44.91,0.012322325
27/01/2012,44.36,-0.004049499
26/01/2012,44.54,0.002247697
25/01/2012,44.44,0.015191314
24/01/2012,43.77,0.005038948
23/01/2012,43.55,0.012012156
20/01/2012,43.03,0.007230352
19/01/2012,42.72,0.01272102
18/01/2012,42.18,-0.030814763
17/01/2012,43.5,0.000919963
13/01/2012,43.46,0.008550023
12/01/2012,43.09,-0.013828291
11/01/2012,43.69,0.015221696
10/01/2012,43.03,-0.009022618
09/01/2012,43.42,-0.009854554
06/01/2012,43.85,-0.013140198
05/01/2012,44.43,0.009498036
04/01/2012,44.01,0.015802459
03/01/2012,43.32,0.013011336
30/12/2011,42.76,-0.001869159
29/12/2011,42.84,0.004444972
28/12/2011,42.65,-0.010031578
27/12/2011,43.08,-0.003475846
23/12/2011,43.23,0.010697776
22/12/2011,42.77,-0.005130608
21/12/2011,42.99,-0.002555467
20/12/2011,43.1,0.0335016
19/12/2011,41.68,-0.010026343
16/12/2011,42.1,-0.028335815
15/12/2011,43.31,-0.046247104
14/12/2011,45.36,-0.013793322
13/12/2011,45.99,-0.012532575
12/12/2011,46.57,0.011011663
09/12/2011,46.06,0.013772215
08/12/2011,45.43,-0.048549053
07/12/2011,47.69,0.01032784
06/12/2011,47.2,0.005310687
05/12/2011,46.95,0.002772744
02/12/2011,46.82,-0.022178541
01/12/2011,47.87,0.013671472
30/11/2011,47.22,0.033375904
29/11/2011,45.67,-0.000656671
28/11/2011,45.7,0.013659609
25/11/2011,45.08,0.006453789
23/11/2011,44.79,-0.034236392
22/11/2011,46.35,-0.003231021
21/11/2011,46.5,-0.002577321
18/11/2011,46.62,0.003653168
17/11/2011,46.45,-0.00086077
16/11/2011,46.49,-0.012611047
15/11/2011,47.08,0.031282887
14/11/2011,45.63,-0.004591677
11/11/2011,45.84,0.009204536
10/11/2011,45.42,0.01889155
09/11/2011,44.57,-0.047753269
08/11/2011,46.75,0.019875357
07/11/2011,45.83,-0.017948368
04/11/2011,46.66,-0.020575548
03/11/2011,47.63,0.059916286
02/11/2011,44.86,-0.002893714
01/11/2011,44.99,-0.010392576
31/10/2011,45.46,-0.001538631
28/10/2011,45.53,-0.038984155
27/10/2011,47.34,0.000422565
26/10/2011,47.32,0.006359996
25/10/2011,47.02,-0.016452596
24/10/2011,47.8,0.029295239
21/10/2011,46.42,0.009523882
20/10/2011,45.98,-0.005206086
19/10/2011,46.22,-0.009903203
18/10/2011,46.68,0.015326798
17/10/2011,45.97,-0.022796686
14/10/2011,47.03,0.016508039
13/10/2011,46.26,-0.007751977
12/10/2011,46.62,0.018400779
11/10/2011,45.77,0.016966365
10/10/2011,45,0.033212134
07/10/2011,43.53,0.014811657
06/10/2011,42.89,0.023830313
05/10/2011,41.88,0.007910865
04/10/2011,41.55,0.023129455
03/10/2011,40.6,-0.040309548
30/09/2011,42.27,-0.024767621
29/09/2011,43.33,-0.022816413
28/09/2011,44.33,0.00293686
27/09/2011,44.2,0.023115802
26/09/2011,43.19,0.027463292
23/09/2011,42.02,0.024085943
22/09/2011,41.02,-0.01428077
21/09/2011,41.61,-0.046945959
20/09/2011,43.61,0.004827041
19/09/2011,43.4,-0.006888661
16/09/2011,43.7,-0.002970412
15/09/2011,43.83,0.020281866
14/09/2011,42.95,0.010767894
13/09/2011,42.49,0.023334392
12/09/2011,41.51,0.001929106
09/09/2011,41.43,-0.017940919
08/09/2011,42.18,-0.011784251
07/09/2011,42.68,0.014633256
06/09/2011,42.06,-0.003796872
02/09/2011,42.22,-0.026873915
01/09/2011,43.37,-0.013739625
31/08/2011,43.97,0.004330491
30/08/2011,43.78,0.004808252
29/08/2011,43.57,0.024629498
26/08/2011,42.51,0.014692207
25/08/2011,41.89,-0.023358382
24/08/2011,42.88,0.006316549
23/08/2011,42.61,0.020150024
22/08/2011,41.76,-0.004062618
19/08/2011,41.93,-0.018431524
18/08/2011,42.71,-0.037002958
17/08/2011,44.32,0.008838584
16/08/2011,43.93,0.001594715
15/08/2011,43.86,0.011926747
12/08/2011,43.34,0.006249297
11/08/2011,43.07,0.034005638
10/08/2011,41.63,-0.042559614
09/08/2011,43.44,0.031095433
08/08/2011,42.11,-0.075006574
05/08/2011,45.39,-0.026952294
04/08/2011,46.63,-0.059122314
03/08/2011,49.47,0.008730134
02/08/2011,49.04,-0.028346455
01/08/2011,50.45,-0.004548609
29/07/2011,50.68,-0.011769457
28/07/2011,51.28,-0.003115267
27/07/2011,51.44,-0.01198082
26/07/2011,52.06,0.007713112
25/07/2011,51.66,-0.01326815
22/07/2011,52.35,0.00651593
21/07/2011,52.01,-0.008996137
20/07/2011,52.48,-0.006079046
19/07/2011,52.8,0.021440331
18/07/2011,51.68,-0.009053322
15/07/2011,52.15,0.000191773
14/07/2011,52.14,-0.013146803
13/07/2011,52.83,0.007791013
12/07/2011,52.42,-0.007412369
11/07/2011,52.81,-0.005099643
08/07/2011,53.08,0.005289019
07/07/2011,52.8,0.016807118
06/07/2011,51.92,-0.001731935
05/07/2011,52.01,0.004818358
01/07/2011,51.76,0.018327672
30/06/2011,50.82,0.013670347
29/06/2011,50.13,0.005200012
28/06/2011,49.87,0.013525996
27/06/2011,49.2,0.029914557
24/06/2011,47.75,-0.00480519
23/06/2011,47.98,0.006901627
22/06/2011,47.65,-0.003352193
21/06/2011,47.81,0.018577693
20/06/2011,46.93,0.005984203
17/06/2011,46.65,0.002360769
16/06/2011,46.54,-0.006852275
15/06/2011,46.86,-0.006381643
14/06/2011,47.16,0.011945535
13/06/2011,46.6,-0.002571797
10/06/2011,46.72,-0.022434803
09/06/2011,47.78,0.005456467
08/06/2011,47.52,-0.002102166
07/06/2011,47.62,0.000630186
06/06/2011,47.59,-0.027563656
03/06/2011,48.92,-0.01461065
02/06/2011,49.64,-0.00040282
01/06/2011,49.66,-0.012009752
31/05/2011,50.26,0.006587508
27/05/2011,49.93,0.004013652
26/05/2011,49.73,0.013972081
25/05/2011,49.04,-0.002850745
24/05/2011,49.18,-0.020129504
23/05/2011,50.18,0.002394255
20/05/2011,50.06,-0.002991924
19/05/2011,50.21,-0.000597312
18/05/2011,50.24,0.019090301
17/05/2011,49.29,0.000608828
16/05/2011,49.26,-0.00949598
13/05/2011,49.73,-0.016947869
12/05/2011,50.58,0.021179613
11/05/2011,49.52,-0.00443281
10/05/2011,49.74,0.014173147
09/05/2011,49.04,0.009630235
06/05/2011,48.57,0.005781556
05/05/2011,48.29,-0.004339298
04/05/2011,48.5,-0.005961576
03/05/2011,48.79,-0.000204939
02/05/2011,48.8,0.004312564
29/04/2011,48.59,0.00909661
28/04/2011,48.15,0.005414424
27/04/2011,47.89,0.013242443
26/04/2011,47.26,0.003815989
25/04/2011,47.08,0.001700681
21/04/2011,47,0.010265274
20/04/2011,46.52,0.009069378
19/04/2011,46.1,0.005437751
18/04/2011,45.85,-0.022429234
15/04/2011,46.89,0.006203892
14/04/2011,46.6,0.002148229
13/04/2011,46.5,0.0004302
12/04/2011,46.48,-0.001075153
11/04/2011,46.53,0.001075153
08/04/2011,46.48,-0.0004302
07/04/2011,46.5,-0.002148229
06/04/2011,46.6,-0.006843483
05/04/2011,46.92,-0.003828977
04/04/2011,47.1,0.001487305
01/04/2011,47.03,0.004902493
31/03/2011,46.8,0.009014871
30/03/2011,46.38,0.001078632
29/03/2011,46.33,0.003676077
28/03/2011,46.16,-0.01973466
25/03/2011,47.08,0.014333329
24/03/2011,46.41,0.01870433
23/03/2011,45.55,0.010371935
22/03/2011,45.08,0.007794272
21/03/2011,44.73,-0.001563722
18/03/2011,44.8,-0.003342621
17/03/2011,44.95,0.007144482
16/03/2011,44.63,-0.015783366
15/03/2011,45.34,-0.013799365
14/03/2011,45.97,0.001959718
11/03/2011,45.88,0.006121576
10/03/2011,45.6,-0.016529302
09/03/2011,46.36,-0.008591118
08/03/2011,46.76,0.019871064
07/03/2011,45.84,-0.00457069
04/03/2011,46.05,-0.004549894
03/03/2011,46.26,0.01898584
02/03/2011,45.39,0.00154338
01/03/2011,45.32,-0.014240574
28/02/2011,45.97,-0.001304348
25/02/2011,46.03,0.006757519
24/02/2011,45.72,0.015206905
23/02/2011,45.03,0.017925642
22/02/2011,44.23,-0.001581385
18/02/2011,44.3,0.000225759
17/02/2011,44.29,0.007933851
16/02/2011,43.94,0.001822324
15/02/2011,43.86,0.009852296
14/02/2011,43.43,-0.00138058
11/02/2011,43.49,-0.002067303
10/02/2011,43.58,0.003217654
09/02/2011,43.44,0.007625687
08/02/2011,43.11,0.010962209
07/02/2011,42.64,-0.00397894
04/02/2011,42.81,0.003041294
03/02/2011,42.68,0.001641459
02/02/2011,42.61,-0.009576156
01/02/2011,43.02,0.014752638
31/01/2011,42.39,0.005203418
28/01/2011,42.17,-0.011083712
27/01/2011,42.64,-0.000468933
