Date,Close,AVY
08/01/2014,49.46,-0.003229716
07/01/2014,49.62,0.003836451
06/01/2014,49.43,-0.002424733
03/01/2014,49.55,-0.001210166
02/01/2014,49.61,-0.011623377
31/12/2013,50.19,-0.000398406
30/12/2013,50.21,-0.005363008
27/12/2013,50.48,-0.003362012
26/12/2013,50.65,0.015118649
24/12/2013,49.89,0.004620802
23/12/2013,49.66,0.001612253
20/12/2013,49.58,0.005055111
19/12/2013,49.33,-0.006063074
18/12/2013,49.63,0.01053281
17/12/2013,49.11,0.001018641
16/12/2013,49.06,0.008186701
13/12/2013,48.66,0.012407107
12/12/2013,48.06,-0.001455453
11/12/2013,48.13,-0.018118676
10/12/2013,49.01,-0.006508056
09/12/2013,49.33,-0.006667365
06/12/2013,49.66,0.022605585
05/12/2013,48.55,-0.011061153
04/12/2013,49.09,0.001222992
03/12/2013,49.03,-0.006708024
02/12/2013,49.36,0.009362983
29/11/2013,48.9,-0.003674223
27/11/2013,49.08,0.007156763
26/11/2013,48.73,-0.004708781
25/11/2013,48.96,-0.008339314
22/11/2013,49.37,0.005076668
21/11/2013,49.12,0.020984107
20/11/2013,48.1,0.00124818
19/11/2013,48.04,-0.004983399
18/11/2013,48.28,0
15/11/2013,48.28,0.006441581
14/11/2013,47.97,0.002504698
13/11/2013,47.85,0.009237941
12/11/2013,47.41,0.002322881
11/11/2013,47.3,-0.005692015
08/11/2013,47.57,0.029872074
07/11/2013,46.17,-0.017604577
06/11/2013,46.99,0.000851607
05/11/2013,46.95,-0.012698583
04/11/2013,47.55,0.003792672
01/11/2013,47.37,0.005291578
31/10/2013,47.12,-0.002543452
30/10/2013,47.24,-0.001057865
29/10/2013,47.29,-0.011563253
28/10/2013,47.84,0.002092489
25/10/2013,47.74,0.080444269
24/10/2013,44.05,0.00614826
23/10/2013,43.78,-0.007055907
22/10/2013,44.09,0.002043365
21/10/2013,44,-0.014440684
18/10/2013,44.64,0.011943804
17/10/2013,44.11,0.018764853
16/10/2013,43.29,0.01068287
15/10/2013,42.83,-0.007443626
14/10/2013,43.15,0.001855718
11/10/2013,43.07,-0.006941259
10/10/2013,43.37,0.025453797
09/10/2013,42.28,0
08/10/2013,42.28,-0.009884759
07/10/2013,42.7,-0.008163311
04/10/2013,43.05,0.005356948
03/10/2013,42.82,-0.002099616
02/10/2013,42.91,-0.008585736
01/10/2013,43.28,-0.005529968
30/09/2013,43.52,-0.001148238
27/09/2013,43.57,-0.007317664
26/09/2013,43.89,0.009615459
25/09/2013,43.47,-0.006649113
24/09/2013,43.76,0.001600915
23/09/2013,43.69,-0.010247158
20/09/2013,44.14,-0.002940846
19/09/2013,44.27,-0.003832718
18/09/2013,44.44,0.005867767
17/09/2013,44.18,-0.001809137
16/09/2013,44.26,0.002714934
13/09/2013,44.14,0.004086271
12/09/2013,43.96,-0.018481482
11/09/2013,44.78,0.000670166
10/09/2013,44.75,0.021229343
09/09/2013,43.81,0.019127211
06/09/2013,42.98,-0.004179249
05/09/2013,43.16,0.003714025
04/09/2013,43,0.002561417
03/09/2013,42.89,0.003035612
30/08/2013,42.76,-0.019683396
29/08/2013,43.61,0.008058061
28/08/2013,43.26,0.001850995
27/08/2013,43.18,-0.028987537
26/08/2013,44.45,0.00496167
23/08/2013,44.23,-0.004061377
22/08/2013,44.41,0.01018454
21/08/2013,43.96,-0.008832579
20/08/2013,44.35,0.001128032
19/08/2013,44.3,0.00067743
16/08/2013,44.27,0.004754905
15/08/2013,44.06,-0.02709222
14/08/2013,45.27,-0.0192524
13/08/2013,46.15,0.013964879
12/08/2013,45.51,-0.007661195
09/08/2013,45.86,-0.00087184
08/08/2013,45.9,0.022918588
07/08/2013,44.86,0.0031257
06/08/2013,44.72,-0.015751851
05/08/2013,45.43,-0.006581858
02/08/2013,45.73,-0.008058412
01/08/2013,46.1,0.030168533
31/07/2013,44.73,0.008757213
30/07/2013,44.34,0.004067802
29/07/2013,44.16,0.000226475
26/07/2013,44.15,-0.001131862
25/07/2013,44.2,0.006127331
24/07/2013,43.93,-0.015584731
23/07/2013,44.62,0.00494272
22/07/2013,44.4,-0.008745431
19/07/2013,44.79,-0.00467759
18/07/2013,45,0.016807118
17/07/2013,44.25,0.00430303
16/07/2013,44.06,-0.015762542
15/07/2013,44.76,0.001341382
12/07/2013,44.7,-0.001117943
11/07/2013,44.75,0.007851975
10/07/2013,44.4,-0.01342302
09/07/2013,45,0.001556767
08/07/2013,44.93,0.010965758
05/07/2013,44.44,0.020459909
03/07/2013,43.54,0.00368155
02/07/2013,43.38,-0.003222097
01/07/2013,43.52,0.017617516
28/06/2013,42.76,0.000701837
27/06/2013,42.73,0.013429345
26/06/2013,42.16,0.001661721
25/06/2013,42.09,0.024288798
24/06/2013,41.08,-0.01426006
21/06/2013,41.67,-0.004788135
20/06/2013,41.87,-0.035889861
19/06/2013,43.4,-0.016227073
18/06/2013,44.11,0.015305838
17/06/2013,43.44,0.00925076
14/06/2013,43.04,-0.003710579
13/06/2013,43.2,0.011875794
12/06/2013,42.69,-0.006537497
11/06/2013,42.97,-0.013407506
10/06/2013,43.55,0.003680703
07/06/2013,43.39,0.013924569
06/06/2013,42.79,0.011517344
05/06/2013,42.3,-0.018735911
04/06/2013,43.1,-0.003705423
03/06/2013,43.26,-0.005532518
31/05/2013,43.5,-0.011655943
30/05/2013,44.01,0.00546823
29/05/2013,43.77,-0.013614914
28/05/2013,44.37,0.016131214
24/05/2013,43.66,-0.00045798
23/05/2013,43.68,0.005970167
22/05/2013,43.42,-0.019838753
21/05/2013,44.29,-0.003830991
20/05/2013,44.46,0.004056801
17/05/2013,44.28,0.002034589
16/05/2013,44.19,-0.003839643
15/05/2013,44.36,0.019347366
14/05/2013,43.51,0.014818516
13/05/2013,42.87,-0.013208395
10/05/2013,43.44,0.012275777
09/05/2013,42.91,-0.012966146
08/05/2013,43.47,0.010405921
07/05/2013,43.02,0.011220314
06/05/2013,42.54,0.003532324
03/05/2013,42.39,0.026049985
02/05/2013,41.3,0.014880138
01/05/2013,40.69,-0.01850552
30/04/2013,41.45,-0.006253027
29/04/2013,41.71,0.006253027
26/04/2013,41.45,-0.00240964
25/04/2013,41.55,-0.016706833
24/04/2013,42.25,0.022984014
23/04/2013,41.29,0.009734806
22/04/2013,40.89,0.001958385
19/04/2013,40.81,0.016802965
18/04/2013,40.13,-0.016067581
17/04/2013,40.78,-0.021349671
16/04/2013,41.66,0.009890323
15/04/2013,41.25,-0.037120607
12/04/2013,42.81,-0.014148444
11/04/2013,43.42,0.006933238
10/04/2013,43.12,0.001160228
09/04/2013,43.07,0.014264243
08/04/2013,42.46,0.022628094
05/04/2013,41.51,-0.007440332
04/04/2013,41.82,0.005995941
03/04/2013,41.57,-0.015041468
02/04/2013,42.2,-0.004492264
01/04/2013,42.39,-0.015914214
28/03/2013,43.07,0.006522269
27/03/2013,42.79,-0.002800469
26/03/2013,42.91,0.001399254
25/03/2013,42.85,-0.002331003
22/03/2013,42.95,0.004433562
21/03/2013,42.76,-0.007919911
20/03/2013,43.1,0.004651171
19/03/2013,42.9,-0.011587615
18/03/2013,43.4,0.002999887
15/03/2013,43.27,-0.007138775
14/03/2013,43.58,0.013165683
13/03/2013,43.01,0.00302713
12/03/2013,42.88,0.005847286
11/03/2013,42.63,0.011086327
08/03/2013,42.16,0.009054148
07/03/2013,41.78,0.001916627
06/03/2013,41.7,-0.002395211
05/03/2013,41.8,0.016158557
04/03/2013,41.13,0.006096836
01/03/2013,40.88,0.000734125
28/02/2013,40.85,0.003187449
27/02/2013,40.72,0.022350074
26/02/2013,39.82,0.025949052
25/02/2013,38.8,-0.020408872
22/02/2013,39.6,0.007350179
21/02/2013,39.31,-0.00835977
20/02/2013,39.64,-0.010789215
19/02/2013,40.07,0.008521355
15/02/2013,39.73,0.001007303
14/02/2013,39.69,0.002017655
13/02/2013,39.61,0.004554664
12/02/2013,39.43,0.005595132
11/02/2013,39.21,-0.001019628
08/02/2013,39.25,0.003828977
07/02/2013,39.1,-0.002299145
06/02/2013,39.19,0.011032825
05/02/2013,38.76,0.010112883
04/02/2013,38.37,-0.00882206
01/02/2013,38.71,0.005180017
31/01/2013,38.51,0.001819364
30/01/2013,38.44,0.061698299
29/01/2013,36.14,0.003603608
28/01/2013,36.01,0.000277739
25/01/2013,36,0.001668057
24/01/2013,35.94,-0.001390241
23/01/2013,35.99,0.005293229
22/01/2013,35.8,-0.003624708
18/01/2013,35.93,-0.001390627
17/01/2013,35.98,0.003619661
16/01/2013,35.85,-0.003063643
15/01/2013,35.96,0
14/01/2013,35.96,0.002784741
11/01/2013,35.86,-0.005284396
10/01/2013,36.05,-0.004152255
09/01/2013,36.2,0.006373861
08/01/2013,35.97,-0.01954639
07/01/2013,36.68,0.006564575
04/01/2013,36.44,0.0196764
03/01/2013,35.73,0.007021515
02/01/2013,35.48,0.015909426
31/12/2012,34.92,0.015003167
28/12/2012,34.4,-0.014143691
27/12/2012,34.89,0.003732955
26/12/2012,34.76,0
24/12/2012,34.76,-0.000287646
21/12/2012,34.77,-0.005735605
20/12/2012,34.97,0.006886684
19/12/2012,34.73,-0.000863434
18/12/2012,34.76,0.019463214
17/12/2012,34.09,0.002643562
14/12/2012,34,0.002355714
13/12/2012,33.92,-0.002943776
12/12/2012,34.02,-0.002055499
11/12/2012,34.09,0.006179216
10/12/2012,33.88,0.009788006
07/12/2012,33.55,0.002088618
06/12/2012,33.48,0.006893479
05/12/2012,33.25,-0.001202284
04/12/2012,33.29,0.005723769
03/12/2012,33.1,-0.010518504
30/11/2012,33.45,-0.005366739
29/11/2012,33.63,-0.002079312
28/11/2012,33.7,0.001484781
27/11/2012,33.65,-0.005925943
26/11/2012,33.85,0.001774099
23/11/2012,33.79,0.016711818
21/11/2012,33.23,0.00512899
20/11/2012,33.06,0.021092024
19/11/2012,32.37,0.011808714
16/11/2012,31.99,0.007215718
15/11/2012,31.76,-0.014690059
14/11/2012,32.23,-0.009879673
13/11/2012,32.55,-0.007651147
12/11/2012,32.8,-0.005472802
09/11/2012,32.98,0
08/11/2012,32.98,-0.010556575
07/11/2012,33.33,-0.021665783
06/11/2012,34.06,0.010329146
05/11/2012,33.71,0.015244653
02/11/2012,33.2,0.010293763
01/11/2012,32.86,0.014715164
31/10/2012,32.38,0.004022905
26/10/2012,32.25,-0.006490519
25/10/2012,32.46,0.006490519
24/10/2012,32.25,0.080688911
23/10/2012,29.75,-0.011031367
22/10/2012,30.08,-0.008606475
19/10/2012,30.34,-0.016345575
18/10/2012,30.84,-0.009038151
17/10/2012,31.12,0.023079198
16/10/2012,30.41,0.010911003
15/10/2012,30.08,0.017776755
12/10/2012,29.55,-0.016446083
11/10/2012,30.04,0.005340467
10/10/2012,29.88,-0.00066912
09/10/2012,29.9,-0.004005346
08/10/2012,30.02,-0.000998835
05/10/2012,30.05,-0.000665336
04/10/2012,30.07,-0.044870986
03/10/2012,31.45,-0.011381723
02/10/2012,31.81,-0.002511775
01/10/2012,31.89,0.002197458
28/09/2012,31.82,0.004725162
27/09/2012,31.67,0.013030536
26/09/2012,31.26,0.00192123
25/09/2012,31.2,-0.002560821
24/09/2012,31.28,0.003843695
21/09/2012,31.16,0.009998471
20/09/2012,30.85,-0.013842165
19/09/2012,31.28,0.003522822
18/09/2012,31.17,-0.008624874
17/09/2012,31.44,-0.012642393
14/09/2012,31.84,0.028350362
13/09/2012,30.95,0.010066654
12/09/2012,30.64,-0.001630524
11/09/2012,30.69,0.002610116
10/09/2012,30.61,-0.004888392
07/09/2012,30.76,-0.001624168
06/09/2012,30.81,0.03131952
05/09/2012,29.86,0.008745431
04/09/2012,29.6,-0.05360481
31/08/2012,31.23,0.007391967
30/08/2012,31,-0.011864818
29/08/2012,31.37,0.009609299
28/08/2012,31.07,0.001610566
27/08/2012,31.02,-0.015355388
24/08/2012,31.5,0.005411441
23/08/2012,31.33,-0.008897421
22/08/2012,31.61,-0.008818955
21/08/2012,31.89,-0.00219264
20/08/2012,31.96,-0.002500001
17/08/2012,32.04,0.006261761
16/08/2012,31.84,0.017424803
15/08/2012,31.29,-0.00541834
14/08/2012,31.46,-0.003173598
13/08/2012,31.56,-0.006631952
10/08/2012,31.77,0.006315146
09/08/2012,31.57,-0.001582529
08/08/2012,31.62,0.004437408
07/08/2012,31.48,0.007973252
06/08/2012,31.23,0.003528472
03/08/2012,31.12,0.0188134
02/08/2012,30.54,-0.005876608
01/08/2012,30.72,-0.002276054
31/07/2012,30.79,-0.017066909
30/07/2012,31.32,0.014472033
27/07/2012,30.87,0.018307147
26/07/2012,30.31,0.013284818
25/07/2012,29.91,-0.013284818
24/07/2012,30.31,0.070738278
23/07/2012,28.24,-0.017550468
20/07/2012,28.74,-0.019638874
19/07/2012,29.31,0.006503531
18/07/2012,29.12,0.018368217
17/07/2012,28.59,0.015864955
16/07/2012,28.14,0.004273511
13/07/2012,28.02,0.023471018
12/07/2012,27.37,-0.015588498
11/07/2012,27.8,0.010486446
10/07/2012,27.51,0.00291227
09/07/2012,27.43,0.002189782
06/07/2012,27.37,-0.001460387
05/07/2012,27.41,-0.013048391
03/07/2012,27.77,0.020004304
02/07/2012,27.22,-0.004398834
29/06/2012,27.34,0.022564301
28/06/2012,26.73,0.00374813
27/06/2012,26.63,0.009432253
26/06/2012,26.38,-0.0064236
25/06/2012,26.55,-0.035519827
22/06/2012,27.51,0.004006562
21/06/2012,27.4,-0.023802061
20/06/2012,28.06,-0.011691896
19/06/2012,28.39,0.022440835
18/06/2012,27.76,-0.001799533
15/06/2012,27.81,0.027339046
14/06/2012,27.06,0.00147929
13/06/2012,27.02,-0.024855081
12/06/2012,27.7,-0.004322773
11/06/2012,27.82,-0.017813082
08/06/2012,28.32,0.008154628
07/06/2012,28.09,-0.004262884
06/06/2012,28.21,0.030229002
05/06/2012,27.37,0.00036543
04/06/2012,27.36,-0.027398974
01/06/2012,28.12,-0.034600691
31/05/2012,29.11,-0.003086952
30/05/2012,29.2,-0.041260255
29/05/2012,30.43,0.032735054
25/05/2012,29.45,0.004083027
24/05/2012,29.33,-0.00272387
23/05/2012,29.41,0.014038923
22/05/2012,29,-0.003098643
21/05/2012,29.09,0.014194457
18/05/2012,28.68,-0.00798754
17/05/2012,28.91,-0.020541633
16/05/2012,29.51,-0.012794787
15/05/2012,29.89,-0.010317948
14/05/2012,30.2,-0.017397452
11/05/2012,30.73,0.0016284
10/05/2012,30.68,-0.003254152
09/05/2012,30.78,-0.007122076
08/05/2012,31,-0.009311353
07/05/2012,31.29,-0.005100425
04/05/2012,31.45,-0.025739023
03/05/2012,32.27,-0.00463751
02/05/2012,32.42,0.001852424
01/05/2012,32.36,0.011812385
30/04/2012,31.98,-0.012739026
27/04/2012,32.39,0.001235712
26/04/2012,32.35,0.025674547
25/04/2012,31.53,0.007960558
24/04/2012,31.28,0.013194077
23/04/2012,30.87,-0.006457885
20/04/2012,31.07,0.005810216
19/04/2012,30.89,-0.008060659
18/04/2012,31.14,-0.000962927
17/04/2012,31.17,0.025342487
16/04/2012,30.39,0.002306046
13/04/2012,30.32,-0.010498784
12/04/2012,30.64,0.031832927
11/04/2012,29.68,0.030098031
10/04/2012,28.8,-0.030098031
09/04/2012,29.68,-0.006046374
05/04/2012,29.86,0.003018617
04/04/2012,29.77,-0.004022801
03/04/2012,29.89,-0.00433985
02/04/2012,30.02,-0.003657527
30/03/2012,30.13,-0.0013267
29/03/2012,30.17,0.00099486
28/03/2012,30.14,-0.007272759
27/03/2012,30.36,0.018282045
26/03/2012,29.81,0.02376215
23/03/2012,29.11,0.014881742
22/03/2012,28.68,-0.020363085
21/03/2012,29.27,-0.004771652
20/03/2012,29.41,-0.016523728
19/03/2012,29.9,-0.000334392
16/03/2012,29.91,0.003348965
15/03/2012,29.81,0.014189427
14/03/2012,29.39,-0.007795328
13/03/2012,29.62,0.019087151
12/03/2012,29.06,-0.003092255
09/03/2012,29.15,0.013121735
08/03/2012,28.77,0.016118078
07/03/2012,28.31,-0.006688988
06/03/2012,28.5,-0.034147136
05/03/2012,29.49,-0.016145659
02/03/2012,29.97,0.002004009
01/03/2012,29.91,-0.019533811
29/02/2012,30.5,-0.011734163
28/02/2012,30.86,-0.005493632
27/02/2012,31.03,0.007439788
24/02/2012,30.8,-0.00162206
23/02/2012,30.85,0.016010798
22/02/2012,30.36,0.000988631
21/02/2012,30.33,0.00297177
17/02/2012,30.24,0.013315776
16/02/2012,29.84,0.022366232
15/02/2012,29.18,-0.005809003
14/02/2012,29.35,-0.01823143
13/02/2012,29.89,0.023355267
10/02/2012,29.2,-0.018660423
09/02/2012,29.75,-0.000672043
08/02/2012,29.77,0.011146881
07/02/2012,29.44,0.020590981
06/02/2012,28.84,0.009756175
03/02/2012,28.56,-0.008020967
02/02/2012,28.79,0.009071939
01/02/2012,28.53,0.049579119
31/01/2012,27.15,-0.055520076
30/01/2012,28.7,-0.002783579
27/01/2012,28.78,-0.015856933
26/01/2012,29.24,0.018640512
25/01/2012,28.7,0.003140816
24/01/2012,28.61,-0.011122812
23/01/2012,28.93,-0.009974287
20/01/2012,29.22,-0.004098366
19/01/2012,29.34,0.015110178
18/01/2012,28.9,0.016748472
17/01/2012,28.42,-0.013282264
13/01/2012,28.8,-0.032117554
12/01/2012,29.74,-0.002015452
11/01/2012,29.8,0.005046268
10/01/2012,29.65,0.006428714
09/01/2012,29.46,-0.004403055
06/01/2012,29.59,0.012240887
05/01/2012,29.23,-0.006818983
04/01/2012,29.43,0.004085808
03/01/2012,29.31,0.021728739
30/12/2011,28.68,-0.003133162
29/12/2011,28.77,0.013296207
28/12/2011,28.39,-0.008068804
27/12/2011,28.62,-0.000698568
23/12/2011,28.64,0.010177312
22/12/2011,28.35,0.014209831
21/12/2011,27.95,0.001432152
20/12/2011,27.91,0.04058316
19/12/2011,26.8,-0.024692613
16/12/2011,27.47,0.006940667
15/12/2011,27.28,0.00588237
14/12/2011,27.12,-0.01173034
13/12/2011,27.44,-0.022343272
12/12/2011,28.06,-0.017662063
09/12/2011,28.56,0.05247341
08/12/2011,27.1,-0.026221459
07/12/2011,27.82,0.003601012
06/12/2011,27.72,0.015267472
05/12/2011,27.3,0.012161565
02/12/2011,26.97,0.002598851
01/12/2011,26.9,0.025985269
30/11/2011,26.21,0.035731957
29/11/2011,25.29,0.015541257
28/11/2011,24.9,0.026451186
25/11/2011,24.25,0.007034997
23/11/2011,24.08,-0.032280637
22/11/2011,24.87,-0.013975073
21/11/2011,25.22,-0.032380438
18/11/2011,26.05,-0.000383803
17/11/2011,26.06,-0.013719727
16/11/2011,26.42,-0.022826061
15/11/2011,27.03,0.018294331
14/11/2011,26.54,0.01940331
11/11/2011,26.03,0.015486179
10/11/2011,25.63,0.007833961
09/11/2011,25.43,-0.042346589
08/11/2011,26.53,0.007187472
07/11/2011,26.34,-0.010198389
04/11/2011,26.61,-0.01158242
03/11/2011,26.92,0.029020314
02/11/2011,26.15,0.021256839
01/11/2011,25.6,-0.038318864
31/10/2011,26.6,-0.031090587
28/10/2011,27.44,-0.013034218
27/10/2011,27.8,0.090286847
26/10/2011,25.4,-0.03367843
25/10/2011,26.27,-0.036625917
24/10/2011,27.25,0.031689511
21/10/2011,26.4,0.032726694
20/10/2011,25.55,0.004314578
19/10/2011,25.44,-0.060624622
18/10/2011,27.03,0.036162132
17/10/2011,26.07,-0.054854265
14/10/2011,27.54,0.023885023
13/10/2011,26.89,-0.008148193
12/10/2011,27.11,0.014864636
11/10/2011,26.71,-0.013018596
10/10/2011,27.06,0.024692613
07/10/2011,26.4,-0.006795043
06/10/2011,26.58,0.006795043
05/10/2011,26.4,0.04058528
04/10/2011,25.35,0.055975682
03/10/2011,23.97,-0.045267667
30/09/2011,25.08,-0.054319015
29/09/2011,26.48,0.03028792
28/09/2011,25.69,-0.026504336
27/09/2011,26.38,0.006083669
26/09/2011,26.22,0.013825105
23/09/2011,25.86,0.031424424
22/09/2011,25.06,-0.033741922
21/09/2011,25.92,-0.051505463
20/09/2011,27.29,-0.003657649
19/09/2011,27.39,-0.014138354
16/09/2011,27.78,0.003245
15/09/2011,27.69,0.023384332
14/09/2011,27.05,0.025080858
13/09/2011,26.38,0.02300715
12/09/2011,25.78,-0.006572612
09/09/2011,25.95,-0.034466581
08/09/2011,26.86,-0.020634483
07/09/2011,27.42,0.041323579
06/09/2011,26.31,-0.029953568
02/09/2011,27.11,-0.045429585
01/09/2011,28.37,-0.025749509
31/08/2011,29.11,0.0017191
30/08/2011,29.06,0.008987271
29/08/2011,28.8,0.049102713
26/08/2011,27.42,0.018403169
25/08/2011,26.92,-0.015115495
24/08/2011,27.33,0.029708832
23/08/2011,26.53,0.047471772
22/08/2011,25.3,-0.029213372
19/08/2011,26.05,-0.008409835
18/08/2011,26.27,-0.043938564
17/08/2011,27.45,0.007312647
16/08/2011,27.25,-0.014933805
15/08/2011,27.66,0.008714652
12/08/2011,27.42,0.012477226
11/08/2011,27.08,0.039929975
10/08/2011,26.02,-0.036600954
09/08/2011,26.99,0.025897488
08/08/2011,26.3,-0.101856284
05/08/2011,29.12,0.00447428
04/08/2011,28.99,-0.03391305
03/08/2011,29.99,-0.00399335
02/08/2011,30.11,-0.043541641
01/08/2011,31.45,-0.003174606
29/07/2011,31.55,0.000317007
28/07/2011,31.54,-0.003481567
27/07/2011,31.65,-0.042678091
26/07/2011,33.03,-0.009341638
25/07/2011,33.34,-0.01044318
22/07/2011,33.69,0.007149271
21/07/2011,33.45,0.017795674
20/07/2011,32.86,0.006411257
19/07/2011,32.65,-0.146728762
18/07/2011,37.81,-0.015744224
15/07/2011,38.41,0.006006024
14/07/2011,38.18,-0.003921061
13/07/2011,38.33,0.000521921
12/07/2011,38.31,-0.004687509
11/07/2011,38.49,-0.016235378
08/07/2011,39.12,-0.011942716
07/07/2011,39.59,0.029217865
06/07/2011,38.45,-0.003116076
05/07/2011,38.57,-0.011599563
01/07/2011,39.02,0.010045159
30/06/2011,38.63,0.014077396
29/06/2011,38.09,0.003945816
28/06/2011,37.94,0.013266313
27/06/2011,37.44,0.006699744
24/06/2011,37.19,-0.015739954
23/06/2011,37.78,0.01951151
22/06/2011,37.05,-0.00886745
21/06/2011,37.38,0.015637957
20/06/2011,36.8,0.004084417
17/06/2011,36.65,0.008769582
16/06/2011,36.33,-0.003846159
15/06/2011,36.47,-0.02143036
14/06/2011,37.26,0.01514361
13/06/2011,36.7,0.008757582
10/06/2011,36.38,-0.016358053
09/06/2011,36.98,-0.007811488
08/06/2011,37.27,0.007270801
07/06/2011,37,-0.038180671
06/06/2011,38.44,-0.048244948
03/06/2011,40.34,-0.02545414
02/06/2011,41.38,0.000967118
01/06/2011,41.34,-0.023901711
31/05/2011,42.34,0.014751636
27/05/2011,41.72,0.001679262
26/05/2011,41.65,0.011348667
25/05/2011,41.18,0.009515748
24/05/2011,40.79,-0.004647189
23/05/2011,40.98,-0.013331915
20/05/2011,41.53,-0.023793652
19/05/2011,42.53,0.008263534
18/05/2011,42.18,0.009289099
17/05/2011,41.79,-0.00262875
16/05/2011,41.9,0.002389487
13/05/2011,41.8,-0.012835926
12/05/2011,42.34,0.000472478
11/05/2011,42.32,-0.011044643
10/05/2011,42.79,0.005624575
09/05/2011,42.55,0.0051838
06/05/2011,42.33,0.007350359
05/05/2011,42.02,0.007165065
04/05/2011,41.72,-0.010016778
03/05/2011,42.14,-0.001896634
02/05/2011,42.22,0.011434141
29/04/2011,41.74,-0.018044174
28/04/2011,42.5,-0.014018921
27/04/2011,43.1,-0.000231992
26/04/2011,43.11,0.034933928
25/04/2011,41.63,0.000961307
21/04/2011,41.59,-0.002641375
20/04/2011,41.7,0.014493007
19/04/2011,41.1,0.001948369
18/04/2011,41.02,-0.020032044
15/04/2011,41.85,0.017110913
14/04/2011,41.14,0.000486263
13/04/2011,41.12,-0.004367879
12/04/2011,41.3,-0.015377526
11/04/2011,41.94,-0.002619361
08/04/2011,42.05,-0.010879956
07/04/2011,42.51,-0.002349625
06/04/2011,42.61,0.003055591
05/04/2011,42.48,0.007561473
04/04/2011,42.16,0.001661721
01/04/2011,42.09,0.003093399
31/03/2011,41.96,-0.003805904
30/03/2011,42.12,0.026219181
29/03/2011,41.03,0.001707526
28/03/2011,40.96,-0.005842276
25/03/2011,41.2,0
24/03/2011,41.2,-0.002908388
23/03/2011,41.32,-0.00362363
22/03/2011,41.47,-0.006010356
21/03/2011,41.72,0.014972509
18/03/2011,41.1,0.022887673
17/03/2011,40.17,0.002492524
16/03/2011,40.07,-0.02270021
15/03/2011,40.99,-0.016933157
14/03/2011,41.69,0.002642009
11/03/2011,41.58,0.019427517
10/03/2011,40.78,-0.018705756
09/03/2011,41.55,0.001445087
08/03/2011,41.49,0.006771489
07/03/2011,41.21,-0.007012482
04/03/2011,41.5,-0.005047481
03/03/2011,41.71,0.028945229
02/03/2011,40.52,0.018431406
01/03/2011,39.78,-0.003513178
28/02/2011,39.92,0.014127379
25/02/2011,39.36,0.006116227
24/02/2011,39.12,-0.002807915
23/02/2011,39.23,-0.018687413
22/02/2011,39.97,-0.027878949
18/02/2011,41.1,0.000486736
17/02/2011,41.08,0.003169575
16/02/2011,40.95,0.010802953
15/02/2011,40.51,0.002471578
14/02/2011,40.41,0.003222211
11/02/2011,40.28,0.012993686
10/02/2011,39.76,-0.008514953
09/02/2011,40.1,0.017864357
08/02/2011,39.39,0.00483523
07/02/2011,39.2,0.010772097
04/02/2011,38.78,-0.009495773
03/02/2011,39.15,-0.048850978
02/02/2011,41.11,-0.016644939
01/02/2011,41.8,-0.006913843
31/01/2011,42.09,0.016770877
28/01/2011,41.39,-0.01772077
27/01/2011,42.13,-0.004735979
26/01/2011,42.33,0.007588369
