Date,Close,BRCM
27/08/2013,24.86,-0.006015659
26/08/2013,25.01,-0.009154293
23/08/2013,25.24,-0.00316456
22/08/2013,25.32,0.005941788
21/08/2013,25.17,-0.008702587
20/08/2013,25.39,0.003946335
19/08/2013,25.29,-0.024219934
16/08/2013,25.91,-0.005004823
15/08/2013,26.04,-0.019019212
14/08/2013,26.54,-0.000753296
13/08/2013,26.56,0.019004753
12/08/2013,26.06,0
09/08/2013,26.06,-0.009167367
08/08/2013,26.3,-0.017712918
07/08/2013,26.77,-0.001493095
06/08/2013,26.81,-0.008542299
05/08/2013,27.04,0.005562781
02/08/2013,26.89,-0.027147669
01/08/2013,27.63,0.002173914
31/07/2013,27.57,-0.00974561
30/07/2013,27.84,0.015930822
29/07/2013,27.4,0.003656311
26/07/2013,27.3,-0.005843698
25/07/2013,27.46,0.016523233
24/07/2013,27.01,-0.164202073
23/07/2013,31.83,-0.043645526
22/07/2013,33.25,-0.01314629
19/07/2013,33.69,0.001485222
18/07/2013,33.64,0.001189768
17/07/2013,33.6,-0.03652707
16/07/2013,34.85,0.01154414
15/07/2013,34.45,-0.010970087
12/07/2013,34.83,0
11/07/2013,34.83,0.022061853
10/07/2013,34.07,0.010919394
09/07/2013,33.7,0.009840545
08/07/2013,33.37,-0.011915542
05/07/2013,33.77,0.010717578
03/07/2013,33.41,0.001797484
02/07/2013,33.35,0.004809147
01/07/2013,33.19,-0.017916275
28/06/2013,33.79,0.005341259
27/06/2013,33.61,-0.007706025
26/06/2013,33.87,0.004438534
25/06/2013,33.72,0.024010757
24/06/2013,32.92,-0.009673594
21/06/2013,33.24,-0.00569973
20/06/2013,33.43,-0.021601668
19/06/2013,34.16,-0.013376181
18/06/2013,34.62,0.009869456
17/06/2013,34.28,0.014397193
14/06/2013,33.79,0.007426144
13/06/2013,33.54,0.007181359
12/06/2013,33.3,-0.02491232
11/06/2013,34.14,-0.021730538
10/06/2013,34.89,-0.014229039
07/06/2013,35.39,0.012224744
06/06/2013,34.96,-0.004850915
05/06/2013,35.13,-0.014132513
04/06/2013,35.63,-0.003641971
03/06/2013,35.76,-0.004185858
31/05/2013,35.91,-0.009699397
30/05/2013,36.26,0.006918528
29/05/2013,36.01,-0.001942018
28/05/2013,36.08,-0.014036284
24/05/2013,36.59,-0.004635318
23/05/2013,36.76,0.001633542
22/05/2013,36.7,-0.018893949
21/05/2013,37.4,0
20/05/2013,37.4,-0.004002674
17/05/2013,37.55,0.026445146
16/05/2013,36.57,-0.003003415
15/05/2013,36.68,0.003003415
14/05/2013,36.57,0.009892908
13/05/2013,36.21,-0.011259215
10/05/2013,36.62,0.003008344
09/05/2013,36.51,0.002742733
08/05/2013,36.41,0.003301241
07/05/2013,36.29,0.003312175
06/05/2013,36.17,0.003045828
03/05/2013,36.06,0.00779514
02/05/2013,35.78,0.00504344
01/05/2013,35.6,-0.011173301
30/04/2013,36,0.016242306
29/04/2013,35.42,0.02515856
26/04/2013,34.54,0.000289561
25/04/2013,34.53,-0.016087678
24/04/2013,35.09,0.062014872
23/04/2013,32.98,0.011589029
22/04/2013,32.6,0.022019807
19/04/2013,31.89,-0.004380483
18/04/2013,32.03,-0.015182321
17/04/2013,32.52,-0.043622497
16/04/2013,33.97,0.020821692
15/04/2013,33.27,-0.017873577
12/04/2013,33.87,-0.000295203
11/04/2013,33.88,-0.012903405
10/04/2013,34.32,0.017044198
09/04/2013,33.74,0.005349196
08/04/2013,33.56,0.014406011
05/04/2013,33.08,-0.00962703
04/04/2013,33.4,0.00480193
03/04/2013,33.24,-0.023488519
02/04/2013,34.03,-0.00556778
01/04/2013,34.22,-0.013352883
28/03/2013,34.68,0.001154068
27/03/2013,34.64,0.005209853
26/03/2013,34.46,0.007866027
25/03/2013,34.19,-0.006704587
22/03/2013,34.42,-0.001741655
21/03/2013,34.48,-0.020098294
20/03/2013,35.18,0.015757381
19/03/2013,34.63,-0.003459214
18/03/2013,34.75,0.002881846
15/03/2013,34.65,-0.015748357
14/03/2013,35.2,0.003985203
13/03/2013,35.06,0.008305933
12/03/2013,34.77,0.028294144
11/03/2013,33.8,0.008915364
08/03/2013,33.5,-0.005061794
07/03/2013,33.67,0.000891398
06/03/2013,33.64,0.010158438
05/03/2013,33.3,-0.00449439
04/03/2013,33.45,-0.01247788
01/03/2013,33.87,-0.006474419
28/02/2013,34.09,-0.00526625
27/02/2013,34.27,0.009676076
26/02/2013,33.94,0.003837643
25/02/2013,33.81,-0.021071895
22/02/2013,34.53,0.023737378
21/02/2013,33.72,-0.018219722
20/02/2013,34.34,-0.021890275
19/02/2013,35.1,0.018982451
15/02/2013,34.44,-0.003767574
14/02/2013,34.57,0.024895121
13/02/2013,33.72,-0.00296121
12/02/2013,33.82,0.012496443
11/02/2013,33.4,0.00480193
08/02/2013,33.24,0.020055367
07/02/2013,32.58,0.004306374
06/02/2013,32.44,-0.005226761
05/02/2013,32.61,0.004918547
04/02/2013,32.45,-0.019530679
01/02/2013,33.09,0.019530679
31/01/2013,32.45,-0.042829224
30/01/2013,33.87,0.004735138
29/01/2013,33.71,-0.010329146
28/01/2013,34.06,-0.005562889
25/01/2013,34.25,0.001168566
24/01/2013,34.21,-0.015373762
23/01/2013,34.74,0.003171402
22/01/2013,34.63,-0.005184343
18/01/2013,34.81,-0.009435381
17/01/2013,35.14,0.003992021
16/01/2013,35,0.023414858
15/01/2013,34.19,-0.012498346
14/01/2013,34.62,-0.005760385
11/01/2013,34.82,-0.00028715
10/01/2013,34.83,0.008940218
09/01/2013,34.52,0.014590279
08/01/2013,34.02,-0.011398633
07/01/2013,34.41,-0.00087146
04/01/2013,34.44,-0.005501679
03/01/2013,34.63,0.003471221
02/01/2013,34.51,0.038398102
31/12/2012,33.21,0.02222652
28/12/2012,32.48,-0.006750563
27/12/2012,32.7,-0.004881035
26/12/2012,32.86,-0.007579239
24/12/2012,33.11,-0.002111933
21/12/2012,33.18,-0.00870223
20/12/2012,33.47,0.009305185
19/12/2012,33.16,-0.009305185
18/12/2012,33.47,0.029409426
17/12/2012,32.5,0.013630942
14/12/2012,32.06,-0.037046943
13/12/2012,33.27,-0.031654765
12/12/2012,34.34,-0.002326935
11/12/2012,34.42,0.012571427
10/12/2012,33.99,-0.007036089
07/12/2012,34.23,0.025744875
06/12/2012,33.36,0.031052723
05/12/2012,32.34,-0.003395589
04/12/2012,32.45,0.008666102
03/12/2012,32.17,-0.006506607
30/11/2012,32.38,-0.001851281
29/11/2012,32.44,0.008668785
28/11/2012,32.16,0.002178989
27/11/2012,32.09,-0.002489886
26/11/2012,32.17,0.018510332
23/11/2012,31.58,0.012426478
21/11/2012,31.19,0.001604364
20/11/2012,31.14,-0.00352621
19/11/2012,31.25,0.025276783
16/11/2012,30.47,0.005924968
15/11/2012,30.29,-0.012467353
14/11/2012,30.67,0.007527445
13/11/2012,30.44,-0.015322223
12/11/2012,30.91,0.009753003
09/11/2012,30.61,-0.000326637
08/11/2012,30.62,-0.010719609
07/11/2012,30.95,-0.014116372
06/11/2012,31.39,-0.006034638
05/11/2012,31.58,0.004125026
02/11/2012,31.45,-0.018586139
01/11/2012,32.04,0.015728541
31/10/2012,31.54,-0.006951055
26/10/2012,31.76,0.004417805
25/10/2012,31.62,-0.020348174
24/10/2012,32.27,-0.033219571
23/10/2012,33.36,-0.001796946
22/10/2012,33.42,0.002696631
19/10/2012,33.33,-0.036528362
18/10/2012,34.57,-0.000578369
17/10/2012,34.59,0.009878058
16/10/2012,34.25,0.033549235
15/10/2012,33.12,0.006664672
12/10/2012,32.9,0.00091227
11/10/2012,32.87,-0.001519988
10/10/2012,32.92,-0.007866909
09/10/2012,33.18,-0.024707314
08/10/2012,34.01,-0.007907495
05/10/2012,34.28,0.001751825
04/10/2012,34.22,0.007038152
03/10/2012,33.98,-0.002351559
02/10/2012,34.06,-0.001466921
01/10/2012,34.11,-0.013395658
28/09/2012,34.57,-0.017491485
27/09/2012,35.18,0.031180355
26/09/2012,34.1,-0.01368887
25/09/2012,34.57,-0.030482349
24/09/2012,35.64,-0.016694879
21/09/2012,36.24,0.003593646
20/09/2012,36.11,-0.012658397
19/09/2012,36.57,-0.009525177
18/09/2012,36.92,0.022737591
17/09/2012,36.09,-0.003871686
14/09/2012,36.23,0.001657459
13/09/2012,36.17,0.002491351
12/09/2012,36.08,0.013673996
11/09/2012,35.59,0
10/09/2012,35.59,-0.014505136
07/09/2012,36.11,-0.000276893
06/09/2012,36.12,0.03350067
05/09/2012,34.93,-0.011669408
04/09/2012,35.34,-0.005361943
31/08/2012,35.53,0.015315104
30/08/2012,34.99,-0.018967306
29/08/2012,35.66,0.007600318
28/08/2012,35.39,-0.000847338
27/08/2012,35.42,0.00197824
24/08/2012,35.35,0.003968259
23/08/2012,35.21,0.001136687
22/08/2012,35.17,-0.006235848
21/08/2012,35.39,-0.009281462
20/08/2012,35.72,-0.003074775
17/08/2012,35.83,-0.005288808
16/08/2012,36.02,0.03704651
15/08/2012,34.71,0.00868061
14/08/2012,34.41,-0.02013877
13/08/2012,35.11,-0.006812402
10/08/2012,35.35,0.029278785
09/08/2012,34.33,0.012604593
08/08/2012,33.9,-0.009687438
07/08/2012,34.23,0.009687438
06/08/2012,33.9,-0.003239585
03/08/2012,34.01,0.016602812
02/08/2012,33.45,-0.011887213
01/08/2012,33.85,-0.00088587
31/07/2012,33.88,0.002659969
30/07/2012,33.79,0.002073768
27/07/2012,33.72,0.019162263
26/07/2012,33.08,0.003027553
25/07/2012,32.98,0.069361128
24/07/2012,30.77,-0.006801646
23/07/2012,30.98,-0.020447997
20/07/2012,31.62,-0.025910611
19/07/2012,32.45,0.057067781
18/07/2012,30.65,0.034858301
17/07/2012,29.6,-0.040064951
16/07/2012,30.81,-0.006792845
13/07/2012,31.02,0.005171311
12/07/2012,30.86,-0.010636684
11/07/2012,31.19,-0.010841943
10/07/2012,31.53,-0.003482669
09/07/2012,31.64,-0.028969476
06/07/2012,32.57,-0.033809438
05/07/2012,33.69,-0.004737942
03/07/2012,33.85,0.009200243
02/07/2012,33.54,-0.006537913
29/06/2012,33.76,0.038652154
28/06/2012,32.48,-0.012544145
27/06/2012,32.89,0.01779188
26/06/2012,32.31,0.00030955
25/06/2012,32.3,-0.06240777
22/06/2012,34.38,0.022948933
21/06/2012,33.6,-0.048506677
20/06/2012,35.27,0.008256275
19/06/2012,34.98,0.009190185
18/06/2012,34.66,0.011024191
15/06/2012,34.28,0.011442108
14/06/2012,33.89,0.002659183
13/06/2012,33.8,-0.00971596
12/06/2012,34.13,0.027626887
11/06/2012,33.2,-0.025573799
08/06/2012,34.06,0.005594008
07/06/2012,33.87,-0.010280602
06/06/2012,34.22,0.045435191
05/06/2012,32.7,0.02101437
04/06/2012,32.02,0.008782992
01/06/2012,31.74,-0.019036306
31/05/2012,32.35,0.004958176
30/05/2012,32.19,-0.021512815
29/05/2012,32.89,0.037483093
25/05/2012,31.68,0.016871322
24/05/2012,31.15,-0.03594334
23/05/2012,32.29,0.007460401
22/05/2012,32.05,-0.00715066
21/05/2012,32.28,0.030190972
18/05/2012,31.32,0.000638774
17/05/2012,31.3,-0.027727044
16/05/2012,32.18,-0.02939587
15/05/2012,33.14,0.002719446
14/05/2012,33.05,-0.022143334
11/05/2012,33.79,0.012507608
10/05/2012,33.37,-0.008058542
09/05/2012,33.64,-0.009173019
08/05/2012,33.95,-0.011713165
07/05/2012,34.35,-0.00811834
04/05/2012,34.63,-0.038520764
03/05/2012,35.99,-0.02469939
02/05/2012,36.89,0.004891314
01/05/2012,36.71,0.003000957
30/04/2012,36.6,0.003558236
27/04/2012,36.47,0
26/04/2012,36.47,-0.001096191
25/04/2012,36.51,0.058948405
24/04/2012,34.42,-0.010117155
23/04/2012,34.77,0
20/04/2012,34.77,-0.027235726
19/04/2012,35.73,-0.03113628
18/04/2012,36.86,-0.009987936
17/04/2012,37.23,0.018433702
16/04/2012,36.55,-0.004368011
13/04/2012,36.71,-0.018888851
12/04/2012,37.41,0.023530497
11/04/2012,36.54,0.01683495
10/04/2012,35.93,-0.024740129
09/04/2012,36.83,-0.015357974
05/04/2012,37.4,-0.003736327
04/04/2012,37.54,-0.01769023
03/04/2012,38.21,-0.017639887
02/04/2012,38.89,-0.010487371
30/03/2012,39.3,0.019009049
29/03/2012,38.56,0.007287903
28/03/2012,38.28,-0.017351206
27/03/2012,38.95,0.000513611
26/03/2012,38.93,0.011886445
23/03/2012,38.47,0.009926936
22/03/2012,38.09,-0.013818497
21/03/2012,38.62,0.005973268
20/03/2012,38.39,-0.010107641
19/03/2012,38.78,0.025331032
16/03/2012,37.81,0.001588142
15/03/2012,37.75,0.024129857
14/03/2012,36.85,-0.01454767
13/03/2012,37.39,0.039552408
12/03/2012,35.94,-0.012168292
09/03/2012,36.38,0.014675606
08/03/2012,35.85,0.019434494
07/03/2012,35.16,0.028853704
06/03/2012,34.16,-0.01798714
05/03/2012,34.78,-0.039463971
02/03/2012,36.18,-0.026457291
01/03/2012,37.15,0
29/02/2012,37.15,-0.005904472
28/02/2012,37.37,0.024378239
27/02/2012,36.47,-0.007648221
24/02/2012,36.75,-0.006779687
23/02/2012,37,-0.022184526
22/02/2012,37.83,-0.003693936
21/02/2012,37.97,0.008197851
17/02/2012,37.66,-0.012927235
16/02/2012,38.15,0.028178366
15/02/2012,37.09,0.006491773
14/02/2012,36.85,0.000814443
13/02/2012,36.82,-0.004876737
10/02/2012,37,-0.021655705
09/02/2012,37.81,0.003975095
08/02/2012,37.66,0.013096539
07/02/2012,37.17,0.000807428
06/02/2012,37.14,-0.014434894
03/02/2012,37.68,0.017941303
02/02/2012,37.01,-0.003237122
01/02/2012,37.13,0.07782325
31/01/2012,34.35,-0.002906979
30/01/2012,34.45,-0.017551882
27/01/2012,35.06,-0.006538758
26/01/2012,35.29,-0.014068887
25/01/2012,35.79,0.016054422
24/01/2012,35.22,0.021524723
23/01/2012,34.47,-0.015258681
20/01/2012,35,0.000285755
19/01/2012,34.99,0.048004534
18/01/2012,33.35,0.034470395
17/01/2012,32.22,0.012178136
13/01/2012,31.83,-0.025741846
12/01/2012,32.66,0.05023027
11/01/2012,31.06,-0.005458354
10/01/2012,31.23,0.011270446
09/01/2012,30.88,0.024255532
06/01/2012,30.14,0.023159283
05/01/2012,29.45,0.010925339
04/01/2012,29.13,-0.01126484
03/01/2012,29.46,0.003400207
30/12/2011,29.36,-0.00272109
29/12/2011,29.44,0.001019541
28/12/2011,29.41,-0.008464584
27/12/2011,29.66,-0.003701838
23/12/2011,29.77,0
22/12/2011,29.77,0.030005661
21/12/2011,28.89,-0.005522969
20/12/2011,29.05,0.046143068
19/12/2011,27.74,-0.034718329
16/12/2011,28.72,0.019691213
15/12/2011,28.16,-0.010245629
14/12/2011,28.45,0.009180855
13/12/2011,28.19,-0.037595796
12/12/2011,29.27,-0.034254524
09/12/2011,30.29,0.01731645
08/12/2011,29.77,-0.034662655
07/12/2011,30.82,0.023638658
06/12/2011,30.1,-0.010575115
05/12/2011,30.42,0.014236294
02/12/2011,29.99,-0.021442352
01/12/2011,30.64,0.009509827
30/11/2011,30.35,0.034185635
29/11/2011,29.33,-0.02823717
28/11/2011,30.17,0.019749596
25/11/2011,29.58,-0.028330507
23/11/2011,30.43,-0.038360868
22/11/2011,31.62,-0.016933613
21/11/2011,32.16,-0.018790018
18/11/2011,32.77,-0.004870634
17/11/2011,32.93,-0.06067821
16/11/2011,34.99,-0.027066778
15/11/2011,35.95,0.040590218
14/11/2011,34.52,-0.023193595
11/11/2011,35.33,0.034555698
10/11/2011,34.13,0.00234673
09/11/2011,34.05,-0.051234556
08/11/2011,35.84,0.000279057
07/11/2011,35.83,-0.005011146
04/11/2011,36.01,0.017367383
03/11/2011,35.39,0.033619026
02/11/2011,34.22,-0.008149056
01/11/2011,34.5,-0.045056495
31/10/2011,36.09,-0.015124721
28/10/2011,36.64,-0.010047607
27/10/2011,37.01,0.034637877
26/10/2011,35.75,-0.001397624
25/10/2011,35.8,-0.043455396
24/10/2011,37.39,0.004557038
21/10/2011,37.22,0.023101992
20/10/2011,36.37,-0.028461062
19/10/2011,37.42,-0.019582526
18/10/2011,38.16,0.021990554
17/10/2011,37.33,-0.015945063
14/10/2011,37.93,0.024284049
13/10/2011,37.02,0.02267547
12/10/2011,36.19,-0.009077218
11/10/2011,36.52,0.009353576
10/10/2011,36.18,0.025473736
07/10/2011,35.27,-0.002265648
06/10/2011,35.35,0.015106458
05/10/2011,34.82,0.044334282
04/10/2011,33.31,0.036378763
03/10/2011,32.12,-0.035778163
30/09/2011,33.29,-0.027553217
29/09/2011,34.22,0.00556778
28/09/2011,34.03,-0.029247778
27/09/2011,35.04,0.021928172
26/09/2011,34.28,-0.007266418
23/09/2011,34.53,0.011358794
22/09/2011,34.14,-0.031995812
21/09/2011,35.25,-0.015761655
20/09/2011,35.81,0.002796422
19/09/2011,35.71,0.001120762
16/09/2011,35.67,0.009860624
15/09/2011,35.32,0.01569443
14/09/2011,34.77,0.015944678
13/09/2011,34.22,0.034486176
12/09/2011,33.06,-0.011428696
09/09/2011,33.44,-0.025975486
08/09/2011,34.32,-0.009280809
07/09/2011,34.64,0.044871754
06/09/2011,33.12,-0.042848924
02/09/2011,34.57,-0.018627849
01/09/2011,35.22,-0.012135044
31/08/2011,35.65,0.011283618
30/08/2011,35.25,0.011125489
29/08/2011,34.86,0.027630084
26/08/2011,33.91,0.036640735
25/08/2011,32.69,-0.019988552
24/08/2011,33.35,0.002401682
23/08/2011,33.27,0.049917941
22/08/2011,31.65,0.011439591
19/08/2011,31.29,-0.030219486
18/08/2011,32.25,-0.065700636
17/08/2011,34.44,0.001452855
16/08/2011,34.39,-0.01271326
15/08/2011,34.83,0.02883555
12/08/2011,33.84,-0.000295465
11/08/2011,33.85,0.054017986
10/08/2011,32.07,-0.023421718
09/08/2011,32.83,0.025919378
08/08/2011,31.99,-0.057106313
05/08/2011,33.87,-0.014945333
04/08/2011,34.38,-0.048817865
03/08/2011,36.1,0.021277398
02/08/2011,35.34,-0.048871008
01/08/2011,37.11,0.001078458
29/07/2011,37.07,0.006223806
28/07/2011,36.84,-0.005414198
27/07/2011,37.04,-0.030837106
26/07/2011,38.2,0.090062194
25/07/2011,34.91,-0.015913948
22/07/2011,35.47,0.018208184
21/07/2011,34.83,-0.006581795
20/07/2011,35.06,0.010897728
19/07/2011,34.68,0.060318296
18/07/2011,32.65,-0.018811234
15/07/2011,33.27,0.01179152
14/07/2011,32.88,-0.012692827
13/07/2011,33.3,-0.00120048
12/07/2011,33.34,-0.017836382
11/07/2011,33.94,-0.01983729
08/07/2011,34.62,-0.011773287
07/07/2011,35.03,0.028374805
06/07/2011,34.05,-0.006440303
05/07/2011,34.27,-0.004076884
01/07/2011,34.41,0.022631385
30/06/2011,33.64,0.039720243
29/06/2011,32.33,0.009947238
28/06/2011,32.01,0.01510888
27/06/2011,31.53,-0.021647904
24/06/2011,32.22,-0.017536213
23/06/2011,32.79,0.01971114
22/06/2011,32.15,-0.001864513
21/06/2011,32.21,0.030257587
20/06/2011,31.25,-0.01145415
17/06/2011,31.61,-0.005048922
16/06/2011,31.77,-0.011578912
15/06/2011,32.14,-0.03124297
14/06/2011,33.16,0.0262771
13/06/2011,32.3,-0.024466052
10/06/2011,33.1,-0.024471529
09/06/2011,33.92,0.000589797
08/06/2011,33.9,-0.010855322
07/06/2011,34.27,0.007321749
06/06/2011,34.02,-0.01256041
03/06/2011,34.45,-0.015553309
02/06/2011,34.99,-0.003423684
01/06/2011,35.11,-0.024477238
31/05/2011,35.98,-0.014896827
27/05/2011,36.52,0.05256233
26/05/2011,34.65,0.041844643
25/05/2011,33.23,0.007551765
24/05/2011,32.98,0.000606612
23/05/2011,32.96,-0.016549197
20/05/2011,33.51,-0.00208675
19/05/2011,33.58,-0.0194639
18/05/2011,34.24,0.034465681
17/05/2011,33.08,-0.008428707
16/05/2011,33.36,-0.03215142
13/05/2011,34.45,0.008160931
12/05/2011,34.17,0.007933052
11/05/2011,33.9,0.000295029
10/05/2011,33.89,0.000885609
09/05/2011,33.86,-0.008235341
06/05/2011,34.14,0.008530718
05/05/2011,33.85,-0.029401041
04/05/2011,34.86,-0.001146789
03/05/2011,34.9,-0.009127274
02/05/2011,35.22,0.000852152
29/04/2011,35.19,0.020092524
28/04/2011,34.49,-0.027453826
27/04/2011,35.45,-0.130954026
26/04/2011,40.41,0.006205804
25/04/2011,40.16,-0.00595831
21/04/2011,40.4,0.021516967
20/04/2011,39.54,0.034739117
19/04/2011,38.19,0.016634047
18/04/2011,37.56,-0.017680893
15/04/2011,38.23,0.00209479
14/04/2011,38.15,0.000786679
13/04/2011,38.12,0.000524797
12/04/2011,38.1,-0.031264657
11/04/2011,39.31,-0.014897384
08/04/2011,39.9,-0.003502631
07/04/2011,40.04,0.002250282
06/04/2011,39.95,0.038269976
05/04/2011,38.45,0.009669486
04/04/2011,38.08,-0.00732604
01/04/2011,38.36,-0.026242823
31/03/2011,39.38,-0.024828862
30/03/2011,40.37,-0.003708745
29/03/2011,40.52,-0.001233198
28/03/2011,40.57,-0.009322933
25/03/2011,40.95,-0.003656311
24/03/2011,41.1,0.014459264
23/03/2011,40.51,0.012419434
22/03/2011,40.01,-0.012419434
21/03/2011,40.51,0.020953623
18/03/2011,39.67,0.007083258
17/03/2011,39.39,0.012774829
16/03/2011,38.89,-0.026140303
15/03/2011,39.92,-0.015904908
14/03/2011,40.56,0.010159919
11/03/2011,40.15,0.019364367
10/03/2011,39.38,-0.033952338
09/03/2011,40.74,-0.008554372
08/03/2011,41.09,0.008554372
07/03/2011,40.74,-0.031411135
04/03/2011,42.04,-0.004035614
03/03/2011,42.21,0.013115724
02/03/2011,41.66,0.029227604
01/03/2011,40.46,-0.018609744
28/02/2011,41.22,-0.021361667
25/02/2011,42.11,0.027689261
24/02/2011,40.96,0.020721018
23/02/2011,40.12,-0.011400371
22/02/2011,40.58,-0.036534848
18/02/2011,42.09,-0.00308386
17/02/2011,42.22,-0.00543287
16/02/2011,42.45,-0.007977518
15/02/2011,42.79,-0.003266452
14/02/2011,42.93,-0.016174105
11/02/2011,43.63,-0.002060676
10/02/2011,43.72,-0.002056439
09/02/2011,43.81,-0.015851781
08/02/2011,44.51,-0.020018462
07/02/2011,45.41,-0.008988332
04/02/2011,45.82,0.042806357
03/02/2011,43.9,0.002508839
02/02/2011,43.79,-0.057678438
01/02/2011,46.39,0.028423426
31/01/2011,45.09,0.01722445
28/01/2011,44.32,-0.041543756
