Date,Close,MRK
30/09/2010,36.81,-0.008386361
29/09/2010,37.12,-0.003496037
28/09/2010,37.25,0.003226677
27/09/2010,37.13,-0.00563987
24/09/2010,37.34,0.018378896
23/09/2010,36.66,-0.008150004
22/09/2010,36.96,0.006514681
21/09/2010,36.72,0.004914015
20/09/2010,36.54,0.005763705
17/09/2010,36.33,-0.002748765
16/09/2010,36.43,-0.002193585
15/09/2010,36.51,-0.00027386
14/09/2010,36.52,0.008248603
13/09/2010,36.22,-0.011801976
10/09/2010,36.65,0.015674733
09/09/2010,36.08,0.007511511
08/09/2010,35.81,0.009821883
07/09/2010,35.46,-0.003659399
03/09/2010,35.59,0.006766307
02/09/2010,35.35,-0.007608886
01/09/2010,35.62,0.012998205
31/08/2010,35.16,0.012305206
30/08/2010,34.73,-0.007744195
27/08/2010,35,0.014968616
26/08/2010,34.48,-0.001738627
25/08/2010,34.54,0.002899393
24/08/2010,34.44,-0.015271872
23/08/2010,34.97,0.015271872
20/08/2010,34.44,-0.00780915
19/08/2010,34.71,-0.018836173
18/08/2010,35.37,-0.00479482
17/08/2010,35.54,0.016168272
16/08/2010,34.97,-0.00085751
13/08/2010,35,-0.001142205
12/08/2010,35.04,0.004290011
11/08/2010,34.89,-0.024909298
10/08/2010,35.77,0.011528316
09/08/2010,35.36,0.010804768
06/08/2010,34.98,-0.002569595
05/08/2010,35.07,-0.003415887
04/08/2010,35.19,0.010570017
03/08/2010,34.82,-0.00715413
02/08/2010,35.07,0.017546833
30/07/2010,34.46,-0.017261648
29/07/2010,35.06,0.009169119
28/07/2010,34.74,-0.012585978
27/07/2010,35.18,-0.002555005
26/07/2010,35.27,0.011405884
23/07/2010,34.87,-0.008850879
22/07/2010,35.18,-0.000284212
21/07/2010,35.19,-0.013267661
20/07/2010,35.66,-0.003918281
19/07/2010,35.8,-0.003067915
16/07/2010,35.91,-0.016022442
15/07/2010,36.49,0.007979132
14/07/2010,36.2,-0.00688234
13/07/2010,36.45,0.00992564
12/07/2010,36.09,-0.005801923
09/07/2010,36.3,0.012195273
08/07/2010,35.86,0.012063549
07/07/2010,35.43,0.022261193
06/07/2010,34.65,0.012487457
02/07/2010,34.22,-0.006408411
01/07/2010,34.44,-0.015271872
30/06/2010,34.97,-0.013068368
29/06/2010,35.43,-0.014291962
28/06/2010,35.94,0.00027828
25/06/2010,35.93,0.008946104
24/06/2010,35.61,0.005349865
23/06/2010,35.42,0.008221166
22/06/2010,35.13,0.000284698
21/06/2010,35.12,-0.015539231
18/06/2010,35.67,-0.005312469
17/06/2010,35.86,-0.004174209
16/06/2010,36.01,-0.000277662
15/06/2010,36.02,0.028155013
14/06/2010,35.02,0.004579287
11/06/2010,34.86,0.006042314
10/06/2010,34.65,0.027503196
09/06/2010,33.71,-0.002962087
08/06/2010,33.81,0.014898965
07/06/2010,33.31,0.004211799
04/06/2010,33.17,-0.033207914
03/06/2010,34.29,-0.002039331
02/06/2010,34.36,0.024452537
01/06/2010,33.53,-0.004760497
28/05/2010,33.69,0.002079929
27/05/2010,33.62,0.036345612
26/05/2010,32.42,0.011166369
25/05/2010,32.06,0.006257843
24/05/2010,31.86,-0.005633818
21/05/2010,32.04,0.006890099
20/05/2010,31.82,-0.024830574
19/05/2010,32.62,0.008311576
18/05/2010,32.35,-0.013204552
17/05/2010,32.78,-0.003045997
14/05/2010,32.88,-0.012993082
13/05/2010,33.31,-0.009858183
12/05/2010,33.64,0.003871933
11/05/2010,33.51,-0.021842663
10/05/2010,34.25,0.022439678
07/05/2010,33.49,-0.023023449
06/05/2010,34.27,-0.037794364
05/05/2010,35.59,-0.006162484
04/05/2010,35.81,0.01519444
03/05/2010,35.27,0.006542478
30/04/2010,35.04,-0.005975263
29/04/2010,35.25,0.019768585
