Date,Close,MKC
05/02/2010,35.77,0.000279603
04/02/2010,35.76,-0.0202083
03/02/2010,36.49,-0.013879662
02/02/2010,37,0.01141627
01/02/2010,36.58,0.007683902
29/01/2010,36.3,-0.004123717
28/01/2010,36.45,-0.029465573
27/01/2010,37.54,0.01205964
26/01/2010,37.09,-0.00349886
25/01/2010,37.22,0.012163956
22/01/2010,36.77,-0.007316114
21/01/2010,37.04,-0.006726784
20/01/2010,37.29,-0.011995346
19/01/2010,37.74,0.003982482
15/01/2010,37.59,-0.001860466
14/01/2010,37.66,-0.001061571
13/01/2010,37.7,0.009059481
12/01/2010,37.36,0.009142306
11/01/2010,37.02,0.008136741
08/01/2010,36.72,0.002727027
07/01/2010,36.62,0.007675476
06/01/2010,36.34,0.003859944
05/01/2010,36.2,-0.002758622
04/01/2010,36.3,0.004694196
31/12/2009,36.13,-0.008269066
30/12/2009,36.43,0
29/12/2009,36.43,-0.000274461
28/12/2009,36.44,0.003023226
24/12/2009,36.33,0.010236637
23/12/2009,35.96,0.000556328
22/12/2009,35.94,-0.002223458
21/12/2009,36.02,0.002501739
18/12/2009,35.93,0.004183523
17/12/2009,35.78,-0.008626741
16/12/2009,36.09,0.000277123
15/12/2009,36.08,-0.00414881
14/12/2009,36.23,0.001104667
11/12/2009,36.19,0.000829302
10/12/2009,36.16,0.00166067
09/12/2009,36.1,-0.004146516
08/12/2009,36.25,-0.011792266
07/12/2009,36.68,0.004645452
04/12/2009,36.51,0.009079716
03/12/2009,36.18,-0.00853177
02/12/2009,36.49,0.007426798
01/12/2009,36.22,0.015021145
30/11/2009,35.68,-0.00279877
27/11/2009,35.78,-0.014979476
25/11/2009,36.32,-0.002749521
24/11/2009,36.42,-0.000823384
23/11/2009,36.45,0.013534249
20/11/2009,35.96,-0.000833912
19/11/2009,35.99,0.000833912
18/11/2009,35.96,-0.00609927
17/11/2009,36.18,-0.001932901
16/11/2009,36.25,0.00886678
13/11/2009,35.93,0.003624708
12/11/2009,35.8,0.003357586
11/11/2009,35.68,-0.000560381
10/11/2009,35.7,0.004491866
09/11/2009,35.54,0.013597943
06/11/2009,35.06,0.001141553
05/11/2009,35.02,0.006014625
04/11/2009,34.81,0.000287315
03/11/2009,34.8,-0.006872879
02/11/2009,35.04,0.000856531
30/10/2009,35.01,-0.000856531
29/10/2009,35.04,0.012925643
28/10/2009,34.59,-0.000289059
27/10/2009,34.6,0.011335683
26/10/2009,34.21,-0.004957001
23/10/2009,34.38,-0.006378682
22/10/2009,34.6,-0.010636869
21/10/2009,34.97,-0.001999715
20/10/2009,35.04,-0.000285347
19/10/2009,35.05,0.014657541
