Date,Close,CA
24/01/2011,25.57,0.010220215
21/01/2011,25.31,-0.005909019
20/01/2011,25.46,-0.001569859
19/01/2011,25.5,0.001569859
18/01/2011,25.46,0.008678555
14/01/2011,25.24,0.007157088
13/01/2011,25.06,-0.001196411
12/01/2011,25.09,0.01526134
11/01/2011,24.71,0.008126822
10/01/2011,24.51,-0.005289941
07/01/2011,24.64,-0.003241494
06/01/2011,24.72,0.001619434
05/01/2011,24.68,0
04/01/2011,24.68,-0.004043677
03/01/2011,24.78,0.013815742
31/12/2010,24.44,-0.003675724
30/12/2010,24.53,-0.003256006
29/12/2010,24.61,0.004071667
28/12/2010,24.51,-0.009744291
27/12/2010,24.75,0.003237558
23/12/2010,24.67,0.00081103
22/12/2010,24.65,-0.003240181
21/12/2010,24.73,-0.003229716
20/12/2010,24.81,-0.003219319
17/12/2010,24.89,0.00120603
16/12/2010,24.86,0.018267202
15/12/2010,24.41,-0.002454993
14/12/2010,24.47,0.011922032
13/12/2010,24.18,0.00165563
10/12/2010,24.14,0.006650066
09/12/2010,23.98,-0.000416927
08/12/2010,23.99,-0.00124974
07/12/2010,24.02,-0.004569063
06/12/2010,24.13,-0.0008285
03/12/2010,24.15,0.006647303
02/12/2010,23.99,0.012584059
01/12/2010,23.69,0.034352884
30/11/2010,22.89,-0.013021017
29/11/2010,23.19,-0.006447476
26/11/2010,23.34,-0.012771566
24/11/2010,23.64,0.023540569
23/11/2010,23.09,-0.018026239
22/11/2010,23.51,0.01499921
19/11/2010,23.16,-0.007313433
18/11/2010,23.33,0.01642215
17/11/2010,22.95,0.007434978
16/11/2010,22.78,-0.022999495
15/11/2010,23.31,0.006887673
12/11/2010,23.15,-0.0103138
11/11/2010,23.39,-0.00978523
10/11/2010,23.62,0.00042346
09/11/2010,23.61,0.001271456
08/11/2010,23.58,0.005102052
05/11/2010,23.46,-0.004253516
04/11/2010,23.56,0.012815212
03/11/2010,23.26,-0.003861837
02/11/2010,23.35,0.004291852
01/11/2010,23.25,0.002152853
29/10/2010,23.2,0.013452145
28/10/2010,22.89,-0.004359205
27/10/2010,22.99,0.002177227
26/10/2010,22.94,0.008316966
25/10/2010,22.75,-0.005260863
22/10/2010,22.87,0.049752586
21/10/2010,21.76,-0.001377727
20/10/2010,21.79,0.000459031
19/10/2010,21.78,-0.017296744
18/10/2010,22.16,-0.000451162
15/10/2010,22.17,0.00769757
14/10/2010,22,0.003642991
13/10/2010,21.92,0.00824558
12/10/2010,21.74,0.002763705
11/10/2010,21.68,-0.006436804
08/10/2010,21.82,0.019903457
07/10/2010,21.39,0.002808991
06/10/2010,21.33,-0.013041638
05/10/2010,21.61,0.02009883
04/10/2010,21.18,-0.003299555
01/10/2010,21.25,0.006136437
30/09/2010,21.12,-0.005665738
29/09/2010,21.24,0.002356824
28/09/2010,21.19,0.013301859
27/09/2010,20.91,-0.011412392
24/09/2010,21.15,0.022472856
23/09/2010,20.68,0.00145173
22/09/2010,20.65,0.001453841
21/09/2010,20.62,-0.004355197
20/09/2010,20.71,0.01312291
17/09/2010,20.44,0.010327114
16/09/2010,20.23,0.001979219
15/09/2010,20.19,0.011457161
14/09/2010,19.96,-0.010466081
13/09/2010,20.17,0.019525026
10/09/2010,19.78,0.021462244
09/09/2010,19.36,0.003103986
08/09/2010,19.3,0.013037994
07/09/2010,19.05,-0.002097536
03/09/2010,19.09,0.02224668
02/09/2010,18.67,0.005370582
01/09/2010,18.57,0.031731327
31/08/2010,17.99,-0.00055571
30/08/2010,18,-0.016529302
27/08/2010,18.3,0.009333035
26/08/2010,18.13,-0.001102536
25/08/2010,18.15,-0.002201432
24/08/2010,18.19,-0.012565038
23/08/2010,18.42,0.003807456
20/08/2010,18.35,-0.002177464
19/08/2010,18.39,-0.009740337
18/08/2010,18.57,-0.00483482
17/08/2010,18.66,0.015119078
16/08/2010,18.38,0.003269758
13/08/2010,18.32,0.000546001
12/08/2010,18.31,-0.012483201
11/08/2010,18.54,-0.040174536
10/08/2010,19.3,-0.028098911
09/08/2010,19.85,0.001512478
06/08/2010,19.82,0.001514769
05/08/2010,19.79,-0.009555014
04/08/2010,19.98,0.014620881
03/08/2010,19.69,-0.012616872
02/08/2010,19.94,0.0192411
30/07/2010,19.56,0.008729195
29/07/2010,19.39,-0.014337163
28/07/2010,19.67,-0.00810131
27/07/2010,19.83,0.006577307
26/07/2010,19.7,0.016377029
23/07/2010,19.38,0.014553271
22/07/2010,19.1,0.018494583
21/07/2010,18.75,-0.033047854
20/07/2010,19.38,0.00465478
19/07/2010,19.29,0.015147848
16/07/2010,19,-0.022379284
15/07/2010,19.43,0.005677435
14/07/2010,19.32,-0.00619197
13/07/2010,19.44,0.028700118
12/07/2010,18.89,0.006372831
09/07/2010,18.77,0.011251123
08/07/2010,18.56,-0.00590923
07/07/2010,18.67,0.032664853
06/07/2010,18.07,0.006106042
02/07/2010,17.96,-0.002224695
01/07/2010,18,-0.021978907
30/06/2010,18.4,-0.017241806
29/06/2010,18.72,-0.033616611
28/06/2010,19.36,-0.005151995
25/06/2010,19.46,0.011889517
24/06/2010,19.23,-0.018037078
23/06/2010,19.58,-0.006617484
22/06/2010,19.71,-0.017601661
21/06/2010,20.06,-0.002489421
18/06/2010,20.11,-0.003474811
17/06/2010,20.18,-0.006913608
16/06/2010,20.32,-0.003438962
15/06/2010,20.39,0.039515018
14/06/2010,19.6,-0.003056548
11/06/2010,19.66,-0.001016777
10/06/2010,19.68,0.035690367
09/06/2010,18.99,-0.004203895
08/06/2010,19.07,0.007368454
07/06/2010,18.93,-0.025040432
04/06/2010,19.41,-0.04630923
03/06/2010,20.33,0.02087551
02/06/2010,19.91,0.01416311
01/06/2010,19.63,-0.031095785
28/05/2010,20.25,-0.005908437
27/05/2010,20.37,0.034460339
26/05/2010,19.68,-0.008601116
25/05/2010,19.85,0.004544315
24/05/2010,19.76,-0.006557401
21/05/2010,19.89,0.010614201
20/05/2010,19.68,-0.039357508
19/05/2010,20.47,-0.003900541
18/05/2010,20.55,-0.006306109
17/05/2010,20.68,0.008254478
14/05/2010,20.51,-0.064660405
13/05/2010,21.88,-0.002282585
12/05/2010,21.93,0.021198951
11/05/2010,21.47,0.015489631
10/05/2010,21.14,0.031230018
07/05/2010,20.49,-0.028387761
06/05/2010,21.08,-0.041808225
05/05/2010,21.98,-0.008155913
04/05/2010,22.16,-0.033284635
03/05/2010,22.91,0.003936152
30/04/2010,22.82,-0.025953014
29/04/2010,23.42,0.006425381
28/04/2010,23.27,0.002151001
27/04/2010,23.22,-0.017926216
26/04/2010,23.64,0.004239091
23/04/2010,23.54,-0.007617472
22/04/2010,23.72,0.008467451
21/04/2010,23.52,0.007254139
20/04/2010,23.35,0.021208326
19/04/2010,22.86,0.000875274
16/04/2010,22.84,-0.00958613
15/04/2010,23.06,-0.007345032
14/04/2010,23.23,0.01299845
13/04/2010,22.93,-0.005653418
12/04/2010,23.06,0.005217403
09/04/2010,22.94,0.003493453
08/04/2010,22.86,0.010112199
07/04/2010,22.63,-0.033459563
06/04/2010,23.4,-0.019048195
05/04/2010,23.85,0.023760133
01/04/2010,23.29,-0.007698926
31/03/2010,23.47,0.001705757
30/03/2010,23.43,0.002136296
29/03/2010,23.38,-0.001282325
26/03/2010,23.41,-0.001707213
25/03/2010,23.45,-0.011448079
24/03/2010,23.72,-0.003367007
23/03/2010,23.8,0.008438869
22/03/2010,23.6,0.006376217
19/03/2010,23.45,-0.002555368
18/03/2010,23.51,0
17/03/2010,23.51,0.011550931
16/03/2010,23.24,0.010815593
15/03/2010,22.99,0.009176381
12/03/2010,22.78,0.005281702
11/03/2010,22.66,0.002651349
10/03/2010,22.6,-0.011876102
09/03/2010,22.87,0.002626972
08/03/2010,22.81,-0.001314348
05/03/2010,22.84,0.01455373
04/03/2010,22.51,-0.00840527
03/03/2010,22.7,0.001763669
02/03/2010,22.66,-0.007474205
01/03/2010,22.83,0.014560151
26/02/2010,22.5,0
25/02/2010,22.5,-0.002663117
24/02/2010,22.56,0.01969625
23/02/2010,22.12,-0.009448889
22/02/2010,22.33,-0.008028589
19/02/2010,22.51,0.001778569
18/02/2010,22.47,0.016151091
17/02/2010,22.11,0.004987542
16/02/2010,22,0.018812209
12/02/2010,21.59,-0.00646355
11/02/2010,21.73,0.005074982
10/02/2010,21.62,-0.00645461
09/02/2010,21.76,0.011090687
08/02/2010,21.52,-0.008790249
05/02/2010,21.71,0.006006024
04/02/2010,21.58,-0.020638201
03/02/2010,22.03,-0.004980766
02/02/2010,22.14,0.005434796
01/02/2010,22.02,-0.000907853
29/01/2010,22.04,-0.013967337
28/01/2010,22.35,-0.015538603
27/01/2010,22.7,0.00132246
26/01/2010,22.67,0.004864038
25/01/2010,22.56,-0.010582109
22/01/2010,22.8,-0.024692613
21/01/2010,23.37,-0.006823054
20/01/2010,23.53,-0.009306328
19/01/2010,23.75,0.019558447
15/01/2010,23.29,-0.007272759
14/01/2010,23.46,0.012870191
13/01/2010,23.16,0.017861507
12/01/2010,22.75,-0.013967927
11/01/2010,23.07,-0.001732352
08/01/2010,23.11,0.010439416
07/01/2010,22.87,0.004821399
06/01/2010,22.76,-0.006568887
05/01/2010,22.91,-0.003485842
04/01/2010,22.99,0.023323389
31/12/2009,22.46,-0.004885642
30/12/2009,22.57,-0.008822289
29/12/2009,22.77,-0.007874056
28/12/2009,22.95,-0.011265284
24/12/2009,23.21,0.017822684
23/12/2009,22.8,0.00881063
22/12/2009,22.6,-0.002209946
21/12/2009,22.65,0.006200197
18/12/2009,22.51,0.004452367
17/12/2009,22.41,-0.003563478
16/12/2009,22.49,-0.000888889
15/12/2009,22.51,-0.020229362
14/12/2009,22.97,0.006113556
11/12/2009,22.83,0.004829867
10/12/2009,22.72,-0.005267791
09/12/2009,22.84,0.041570231
08/12/2009,21.91,-0.01943564
07/12/2009,22.34,-0.013781058
04/12/2009,22.65,0.016021705
03/12/2009,22.29,-0.00581527
02/12/2009,22.42,-0.002672607
01/12/2009,22.48,0.017048417
30/11/2009,22.1,0.004535155
27/11/2009,22,-0.014888612
25/11/2009,22.33,0.013072082
24/11/2009,22.04,-0.022876082
23/11/2009,22.55,0.031076583
20/11/2009,21.86,-0.004564134
19/11/2009,21.96,-0.016260521
18/11/2009,22.32,-0.001790511
17/11/2009,22.36,0.005381179
16/11/2009,22.24,0.006314861
13/11/2009,22.1,0.015044733
12/11/2009,21.77,-0.007322687
11/11/2009,21.93,-0.003186891
10/11/2009,22,-0.012198028
09/11/2009,22.27,0.034257746
06/11/2009,21.52,0.000464792
05/11/2009,21.51,0.027812304
04/11/2009,20.92,0
03/11/2009,20.92,0.00287219
02/11/2009,20.86,-0.00287219
30/10/2009,20.92,-0.025485098
29/10/2009,21.46,0.037023688
28/10/2009,20.68,-0.023890291
27/10/2009,21.18,-0.004240289
26/10/2009,21.27,-0.015858541
23/10/2009,21.61,-0.101140611
22/10/2009,23.91,0.020279529
21/10/2009,23.43,0.000853971
20/10/2009,23.41,-0.018201561
19/10/2009,23.84,0.005467942
16/10/2009,23.71,-0.006306517
15/10/2009,23.86,0.03975732
14/10/2009,22.93,0.008320609
13/10/2009,22.74,0.000879894
12/10/2009,22.72,-0.003076249
09/10/2009,22.79,0.017707413
08/10/2009,22.39,0.013489413
07/10/2009,22.09,-0.00226091
06/10/2009,22.14,0.014558947
05/10/2009,21.82,0.019903457
02/10/2009,21.39,0.008450755
01/10/2009,21.21,-0.036115036
30/09/2009,21.99,-0.015790989
29/09/2009,22.34,0.001792115
28/09/2009,22.3,0.028657863
25/09/2009,21.67,-0.012838324
24/09/2009,21.95,-0.008167015
23/09/2009,22.13,-0.002707583
22/09/2009,22.19,-0.008525966
21/09/2009,22.38,-0.005791952
18/09/2009,22.51,-0.00708281
17/09/2009,22.67,0.011981506
16/09/2009,22.4,-0.001784122
15/09/2009,22.44,-0.011960275
14/09/2009,22.71,0.005298026
11/09/2009,22.59,0.015614861
10/09/2009,22.24,0.004506542
09/09/2009,22.14,0.017312505
08/09/2009,21.76,0.014348777
04/09/2009,21.45,0.027411924
03/09/2009,20.87,0.032630117
02/09/2009,20.2,-0.078975878
01/09/2009,21.86,-0.019479665
31/08/2009,22.29,-0.013811759
28/08/2009,22.6,0
27/08/2009,22.6,-0.011001211
26/08/2009,22.85,0.000875657
25/08/2009,22.83,-0.004370636
24/08/2009,22.93,-0.002613242
21/08/2009,22.99,0.015782879
20/08/2009,22.63,0.006650435
19/08/2009,22.48,-0.000889284
18/08/2009,22.5,0.033901552
17/08/2009,21.75,-0.036564669
14/08/2009,22.56,-0.005305052
13/08/2009,22.68,0.003976148
12/08/2009,22.59,0.029195876
11/08/2009,21.94,-0.001821494
10/08/2009,21.98,-0.000454856
07/08/2009,21.99,0.021140493
06/08/2009,21.53,-0.019319828
05/08/2009,21.95,0.006398559
04/08/2009,21.81,0.019912675
03/08/2009,21.38,0.011288925
31/07/2009,21.14,-0.00189036
30/07/2009,21.18,0.00615678
29/07/2009,21.05,0.008108797
28/07/2009,20.88,0.009141271
27/07/2009,20.69,0.002419551
24/07/2009,20.64,0.076496033
23/07/2009,19.12,0.019541155
22/07/2009,18.75,0.006420568
21/07/2009,18.63,0.0316275
20/07/2009,18.05,0.001108648
17/07/2009,18.03,-0.000554477
16/07/2009,18.04,0.010588006
15/07/2009,17.85,0.043510011
14/07/2009,17.09,0.015924843
13/07/2009,16.82,0.022851265
10/07/2009,16.44,-0.007272759
09/07/2009,16.56,0.001813237
08/07/2009,16.53,-0.00241692
07/07/2009,16.57,-0.020902523
06/07/2009,16.92,0.004145697
02/07/2009,16.85,-0.037278632
01/07/2009,17.49,0.003436429
30/06/2009,17.43,0
29/06/2009,17.43,0.012702249
26/06/2009,17.21,-0.02354401
25/06/2009,17.62,0.010841761
24/06/2009,17.43,0.024391453
23/06/2009,17.01,0.002354327
22/06/2009,16.97,-0.01462442
19/06/2009,17.22,0.011095004
18/06/2009,17.03,-0.001760047
17/06/2009,17.06,0.004111606
16/06/2009,16.99,-0.024994036
15/06/2009,17.42,-0.017639149
12/06/2009,17.73,-0.006185007
11/06/2009,17.84,-0.00279877
10/06/2009,17.89,0.002238389
09/06/2009,17.85,0.012968888
08/06/2009,17.62,0.006262474
05/06/2009,17.51,-0.01361337
04/06/2009,17.75,0.002256064
03/06/2009,17.71,-0.011787956
02/06/2009,17.92,-0.002229655
01/06/2009,17.96,0.028807414
29/05/2009,17.45,0.02143146
28/05/2009,17.08,0.01950993
27/05/2009,16.75,-0.04036816
26/05/2009,17.44,0.010374733
22/05/2009,17.26,-0.001736614
21/05/2009,17.29,-0.026820438
20/05/2009,17.76,-0.016196947
19/05/2009,18.05,0.009462915
18/05/2009,17.88,-0.008908745
15/05/2009,18.04,-0.012668856
14/05/2009,18.27,0.053398467
13/05/2009,17.32,-0.012622084
12/05/2009,17.54,0.005144338
11/05/2009,17.45,-0.00457405
08/05/2009,17.53,0.020750024
07/05/2009,17.17,-0.029835833
06/05/2009,17.69,0.015954754
05/05/2009,17.41,-0.006298332
04/05/2009,17.52,-0.003418807
01/05/2009,17.58,0.018949749
30/04/2009,17.25,-0.005780363
29/04/2009,17.35,-0.012600396
28/04/2009,17.57,-0.017489868
27/04/2009,17.88,-0.013885255
24/04/2009,18.13,0.046861523
23/04/2009,17.3,-0.013207197
22/04/2009,17.53,0.009169119
21/04/2009,17.37,0.025657384
20/04/2009,16.93,-0.058502919
17/04/2009,17.95,0.003348217
16/04/2009,17.89,0.035850212
15/04/2009,17.26,-0.024042372
14/04/2009,17.68,-0.01180784
13/04/2009,17.89,-0.010564457
09/04/2009,18.08,0.022372298
08/04/2009,17.68,0.022884294
07/04/2009,17.28,-0.020052233
06/04/2009,17.63,-0.030169886
03/04/2009,18.17,0.005518778
02/04/2009,18.07,0.015054647
01/04/2009,17.8,0.010731535
31/03/2009,17.61,0.021234657
30/03/2009,17.24,0.001741655
27/03/2009,17.21,-0.03819216
26/03/2009,17.88,0.044604306
25/03/2009,17.1,0.009400774
24/03/2009,16.94,-0.02851517
23/03/2009,17.43,0.08873403
20/03/2009,15.95,-0.039943866
19/03/2009,16.6,0.003621006
18/03/2009,16.54,0.000604778
17/03/2009,16.53,-0.026270167
16/03/2009,16.97,0.004133457
13/03/2009,16.9,-0.018176988
12/03/2009,17.21,0.033681175
11/03/2009,16.64,0.009055299
10/03/2009,16.49,0.054201992
09/03/2009,15.62,-0.024661383
06/03/2009,16.01,0.038846018
05/03/2009,15.4,-0.056183913
04/03/2009,16.29,-0.006729912
03/03/2009,16.4,-0.027069322
02/03/2009,16.85,-0.005917177
27/02/2009,16.95,0.036651744
26/02/2009,16.34,-0.041947432
25/02/2009,17.04,-0.004099567
24/02/2009,17.11,0.015906079
23/02/2009,16.84,-0.036155542
20/02/2009,17.46,0.01966518
19/02/2009,17.12,-0.026514522
18/02/2009,17.58,-0.014681235
17/02/2009,17.84,-0.044403019
13/02/2009,18.65,-0.001607287
12/02/2009,18.68,0.012389062
11/02/2009,18.45,0.02636067
10/02/2009,17.97,-0.041956576
09/02/2009,18.74,0.009651549
06/02/2009,18.56,0.014654265
05/02/2009,18.29,0.010995163
04/02/2009,18.09,-0.010995163
03/02/2009,18.29,0.015427303
02/02/2009,18.01,0.001111111
30/01/2009,17.99,0.025902349
29/01/2009,17.53,-0.020328199
28/01/2009,17.89,0.027197144
27/01/2009,17.41,0
26/01/2009,17.41,-0.001721665
23/01/2009,17.44,0.010374733
22/01/2009,17.26,-0.016092301
21/01/2009,17.54,0.018993377
20/01/2009,17.21,-0.044881148
16/01/2009,18,0.002781643
15/01/2009,17.95,-0.001669914
14/01/2009,17.98,-0.034976243
13/01/2009,18.62,0.018428706
12/01/2009,18.28,-0.007629465
09/01/2009,18.42,0.015317586
08/01/2009,18.14,0.002760145
07/01/2009,18.09,-0.039029344
06/01/2009,18.81,0.008542497
05/01/2009,18.65,
