Date,Close,CA
05/07/2013,28.26,0.007458745
03/07/2013,28.05,0.002498663
02/07/2013,27.98,-0.008895273
01/07/2013,28.23,-0.013720532
28/06/2013,28.62,-0.006269613
27/06/2013,28.8,0.045099068
26/06/2013,27.53,0.008755984
25/06/2013,27.29,0.001833853
24/06/2013,27.24,-0.010226532
21/06/2013,27.52,-0.003989126
20/06/2013,27.63,-0.020774386
19/06/2013,28.21,-0.015127817
18/06/2013,28.64,0.001747336
17/06/2013,28.59,0.011609629
14/06/2013,28.26,-0.009508788
13/06/2013,28.53,0.009862708
12/06/2013,28.25,-0.012662849
11/06/2013,28.61,-0.021439272
10/06/2013,29.23,0.003083778
07/06/2013,29.14,0.040264497
06/06/2013,27.99,0.025693471
05/06/2013,27.28,-0.012024193
04/06/2013,27.61,0.009827195
03/06/2013,27.34,0.000731797
31/05/2013,27.32,-0.008746411
30/05/2013,27.56,0.013516188
29/05/2013,27.19,-0.016776469
28/05/2013,27.65,0.009082715
24/05/2013,27.4,0.001826485
23/05/2013,27.35,-0.000730994
22/05/2013,27.37,-0.010178205
21/05/2013,27.65,-0.002167631
20/05/2013,27.71,0.000722022
17/05/2013,27.69,0.014184635
16/05/2013,27.3,-0.004021208
15/05/2013,27.41,0.009899256
14/05/2013,27.14,0.005912804
13/05/2013,26.98,-0.008856146
10/05/2013,27.22,0.015177045
09/05/2013,26.81,-0.011127711
08/05/2013,27.11,-0.024053638
07/05/2013,27.77,0.003607508
06/05/2013,27.67,-0.002166066
03/05/2013,27.73,0.018195553
02/05/2013,27.23,0.015917419
01/05/2013,26.8,-0.00632325
30/04/2013,26.97,0.012686737
29/04/2013,26.63,0.024711389
26/04/2013,25.98,-0.001922708
25/04/2013,26.03,0.032802629
24/04/2013,25.19,0.013991833
23/04/2013,24.84,0.014598799
22/04/2013,24.48,0.004914015
19/04/2013,24.36,-0.003687773
18/04/2013,24.45,0
17/04/2013,24.45,-0.015825041
16/04/2013,24.84,0.007272759
15/04/2013,24.66,-0.0108894
12/04/2013,24.93,0.00200763
11/04/2013,24.88,-0.00200763
10/04/2013,24.93,0.010483967
09/04/2013,24.67,0.01511158
08/04/2013,24.3,-0.012270093
05/04/2013,24.6,-0.007290433
04/04/2013,24.78,0.009732437
03/04/2013,24.54,-0.00852105
02/04/2013,24.75,-0.004032264
01/04/2013,24.85,-0.013192276
28/03/2013,25.18,0.006774284
27/03/2013,25.01,0.00120024
26/03/2013,24.98,-0.002798323
25/03/2013,25.05,-0.01072077
22/03/2013,25.32,0.009125237
21/03/2013,25.09,-0.002388536
20/03/2013,25.15,0.009187203
19/03/2013,24.92,-0.011966637
18/03/2013,25.22,-0.008685408
15/03/2013,25.44,-0.00313972
14/03/2013,25.52,0.008658063
13/03/2013,25.3,0.003167065
12/03/2013,25.22,0.004769484
11/03/2013,25.1,0.00079713
08/03/2013,25.08,0.004395611
07/03/2013,24.97,-0.005591069
06/03/2013,25.11,0.007996844
05/03/2013,24.91,0.018639113
04/03/2013,24.45,0.001227747
01/03/2013,24.42,-0.003678729
28/02/2013,24.51,-0.004884015
27/02/2013,24.63,0.017199441
26/02/2013,24.21,-0.000412967
25/02/2013,24.22,-0.013940365
22/02/2013,24.56,0.006126219
21/02/2013,24.41,-0.009784016
20/02/2013,24.65,-0.013298604
19/02/2013,24.98,-0.002798323
15/02/2013,25.05,-0.005573263
14/02/2013,25.19,0.007571265
13/02/2013,25,0.005213567
12/02/2013,24.87,0.000402172
11/02/2013,24.86,-0.006415419
08/02/2013,25.02,0.008428707
07/02/2013,24.81,-0.000805802
06/02/2013,24.83,-0.008821228
05/02/2013,25.05,0.013665808
04/02/2013,24.71,-0.012867085
01/02/2013,25.03,0.008425326
31/01/2013,24.82,-0.001610306
30/01/2013,24.86,-0.006815019
29/01/2013,25.03,-0.00199561
28/01/2013,25.08,0.001196888
25/01/2013,25.05,0.006006024
24/01/2013,24.9,-0.006804109
23/01/2013,25.07,0.020960058
22/01/2013,24.55,-0.000814332
18/01/2013,24.57,0.014347448
17/01/2013,24.22,0.005381921
16/01/2013,24.09,0.019703006
15/01/2013,23.62,0.002543452
14/01/2013,23.56,0.009381732
11/01/2013,23.34,0.009903203
10/01/2013,23.11,0.002165909
09/01/2013,23.06,0.010024054
08/01/2013,22.83,0.000438116
07/01/2013,22.82,-0.010028425
04/01/2013,23.05,0.017505918
03/01/2013,22.65,-0.003965636
02/01/2013,22.74,0.033992539
31/12/2012,21.98,0.0086818
28/12/2012,21.79,-0.006404413
27/12/2012,21.93,-0.008174432
26/12/2012,22.11,-0.010348799
24/12/2012,22.34,0.006737057
21/12/2012,22.19,-0.020076516
20/12/2012,22.64,0.008873173
19/12/2012,22.44,0.001784122
18/12/2012,22.4,0.017564063
17/12/2012,22.01,0.006838413
14/12/2012,21.86,-0.002284671
13/12/2012,21.91,0.002742232
12/12/2012,21.85,-0.010924096
11/12/2012,22.09,-0.000452591
10/12/2012,22.1,0.003172448
07/12/2012,22.03,-0.000907441
06/12/2012,22.05,0.003634715
05/12/2012,21.97,-0.014908792
04/12/2012,22.3,0.024053803
03/12/2012,21.77,-0.017755987
30/11/2012,22.16,0.001806685
29/11/2012,22.12,-0.005859832
28/11/2012,22.25,0.010845113
27/11/2012,22.01,-0.005437259
26/11/2012,22.13,0.001356546
23/11/2012,22.1,0.010004631
21/11/2012,21.88,-0.000913659
20/11/2012,21.9,-0.004101168
19/11/2012,21.99,0.008219224
16/11/2012,21.81,-0.007764369
15/11/2012,21.98,-0.000909504
14/11/2012,22,-0.009049836
13/11/2012,22.2,0.004967271
12/11/2012,22.09,-0.00541762
09/11/2012,22.21,0.006776624
08/11/2012,22.06,-0.014848417
07/11/2012,22.39,-0.026444908
06/11/2012,22.99,-0.002172497
05/11/2012,23.04,0.003042819
02/11/2012,22.97,-0.008237636
01/11/2012,23.16,0.028466998
31/10/2012,22.51,-0.009725983
26/10/2012,22.73,-0.091182166
25/10/2012,24.9,0.020694591
24/10/2012,24.39,-0.010197926
23/10/2012,24.64,0.005698021
22/10/2012,24.5,-0.00040808
19/10/2012,24.51,-0.016188132
18/10/2012,24.91,-0.006801386
17/10/2012,25.08,-0.011890747
16/10/2012,25.38,0.016286358
15/10/2012,24.97,0.004415018
12/10/2012,24.86,-0.002410608
11/10/2012,24.92,0.001204578
10/10/2012,24.89,-0.011980974
09/10/2012,25.19,-0.00396197
08/10/2012,25.29,-0.006306682
05/10/2012,25.45,-0.001962709
04/10/2012,25.5,0.006688988
03/10/2012,25.33,-0.003546802
02/10/2012,25.42,-0.001179477
01/10/2012,25.45,-0.012495282
28/09/2012,25.77,-0.00541797
27/09/2012,25.91,0.007748973
26/09/2012,25.71,-0.01352155
25/09/2012,26.06,-0.016743161
24/09/2012,26.5,-0.010137125
21/09/2012,26.77,-0.000746826
20/09/2012,26.79,-0.002609508
19/09/2012,26.86,-0.007418432
18/09/2012,27.06,0.00147929
17/09/2012,27.02,-0.010675603
14/09/2012,27.31,0.001099103
13/09/2012,27.28,0.00293686
12/09/2012,27.2,-0.001102333
11/09/2012,27.23,0.014053486
10/09/2012,26.85,0.000745157
07/09/2012,26.83,0.003360093
06/09/2012,26.74,0.023076492
05/09/2012,26.13,0
04/09/2012,26.13,0.003834361
31/08/2012,26.03,0.015486179
30/08/2012,25.63,-0.012022639
29/08/2012,25.94,0.001929385
28/08/2012,25.89,0.005422167
27/08/2012,25.75,-0.001939865
24/08/2012,25.8,0.000387672
23/08/2012,25.79,-0.005028052
22/08/2012,25.92,-0.000385728
21/08/2012,25.93,-0.007300705
20/08/2012,26.12,0.006915126
17/08/2012,25.94,0.006187181
16/08/2012,25.78,0.012883255
15/08/2012,25.45,0.002360347
14/08/2012,25.39,0.003946335
13/08/2012,25.29,-0.010619569
10/08/2012,25.56,-0.004683849
09/08/2012,25.68,0.006641947
08/08/2012,25.51,0.001176701
07/08/2012,25.48,0.015823115
06/08/2012,25.08,0.01163037
03/08/2012,24.79,0.026984466
02/08/2012,24.13,-0.008254277
01/08/2012,24.33,0.010743905
31/07/2012,24.07,-0.007450366
30/07/2012,24.25,-0.007395268
27/07/2012,24.43,-0.07413721
26/07/2012,26.31,0.0246261
25/07/2012,25.67,0.009393415
24/07/2012,25.43,-0.00900378
23/07/2012,25.66,-0.015084409
20/07/2012,26.05,-0.017504252
19/07/2012,26.51,0.002265862
18/07/2012,26.45,0.02101319
17/07/2012,25.9,0.009699397
16/07/2012,25.65,-0.008926898
13/07/2012,25.88,0.014792017
12/07/2012,25.5,-0.010532572
11/07/2012,25.77,-0.00541797
10/07/2012,25.91,-0.011130416
09/07/2012,26.2,-0.00646759
06/07/2012,26.37,-0.023609866
05/07/2012,27,-0.006644543
03/07/2012,27.18,0.007385558
02/07/2012,26.98,-0.004068805
29/06/2012,27.09,0.044149785
28/06/2012,25.92,-0.017591276
27/06/2012,26.38,0.009522068
26/06/2012,26.13,0.00768348
25/06/2012,25.93,-0.00768348
22/06/2012,26.13,0.004603
21/06/2012,26.01,-0.022054126
20/06/2012,26.59,0.001128881
19/06/2012,26.56,0.004150166
18/06/2012,26.45,0.005307063
15/06/2012,26.31,0.01879971
14/06/2012,25.82,0.015219806
13/06/2012,25.43,-0.000393159
12/06/2012,25.44,0.015848192
11/06/2012,25.04,-0.017026743
08/06/2012,25.47,-0.002352942
07/06/2012,25.53,-0.004299401
06/06/2012,25.64,0.028884303
05/06/2012,24.91,0.015780218
04/06/2012,24.52,0.005315899
01/06/2012,24.39,-0.019489046
31/05/2012,24.87,-0.006412848
30/05/2012,25.03,-0.014674069
29/05/2012,25.4,0.011084832
25/05/2012,25.12,-0.00159109
24/05/2012,25.16,-0.003174606
23/05/2012,25.24,0
22/05/2012,25.24,0.001982947
21/05/2012,25.19,0.008771986
18/05/2012,24.97,-0.026868467
17/05/2012,25.65,-0.003502631
16/05/2012,25.74,-0.016185324
15/05/2012,26.16,0.002679427
14/05/2012,26.09,-0.001149205
11/05/2012,26.12,-0.011041422
10/05/2012,26.41,0.002274451
09/05/2012,26.35,-0.001516876
08/05/2012,26.39,0.009518442
07/05/2012,26.14,-0.005721931
04/05/2012,26.29,-0.018093219
03/05/2012,26.77,-0.000746826
02/05/2012,26.79,0.008998936
01/05/2012,26.55,0.004908449
30/04/2012,26.42,-0.00453173
27/04/2012,26.54,-0.005261192
26/04/2012,26.68,0.00752449
25/04/2012,26.48,0.006440636
24/04/2012,26.31,-0.005307063
23/04/2012,26.45,-0.004150166
20/04/2012,26.56,0.001130156
19/04/2012,26.53,-0.01087171
18/04/2012,26.82,-0.00705929
17/04/2012,27.01,0.013793322
16/04/2012,26.64,-0.004120628
13/04/2012,26.75,0.00224551
12/04/2012,26.69,0.009032805
11/04/2012,26.45,-0.001133573
10/04/2012,26.48,-0.011638952
09/04/2012,26.79,-0.017391743
05/04/2012,27.26,0.003675124
04/04/2012,27.16,-0.013894191
03/04/2012,27.54,-0.008676844
02/04/2012,27.78,0.007950891
30/03/2012,27.56,-0.003983348
29/03/2012,27.67,-0.008636254
28/03/2012,27.91,0.001075462
27/03/2012,27.88,0
26/03/2012,27.88,0.019193057
23/03/2012,27.35,0.009182801
22/03/2012,27.1,0.005921557
21/03/2012,26.94,-0.008869238
20/03/2012,27.18,-0.010977059
19/03/2012,27.48,0.009139161
16/03/2012,27.23,-0.012408918
15/03/2012,27.57,0.00254222
14/03/2012,27.5,-0.007246409
13/03/2012,27.7,0.016378892
12/03/2012,27.25,0.009216655
09/03/2012,27,0.008928631
08/03/2012,26.76,0.002619272
07/03/2012,26.69,0.007899232
06/03/2012,26.48,-0.01424846
05/03/2012,26.86,-0.007048814
02/03/2012,27.05,-0.003690041
01/03/2012,27.15,0.004429686
29/02/2012,27.03,-0.009206473
28/02/2012,27.28,0.008836582
27/02/2012,27.04,0.004076344
24/02/2012,26.93,0.000371402
23/02/2012,26.92,-0.000371402
22/02/2012,26.93,-0.002966261
21/02/2012,27.01,0.001111317
17/02/2012,26.98,-0.009590631
16/02/2012,27.24,0.012560195
15/02/2012,26.9,-0.004821074
14/02/2012,27.03,0.009665503
13/02/2012,26.77,0.001869509
10/02/2012,26.72,-0.015227778
09/02/2012,27.13,0.018601727
08/02/2012,26.63,-0.001125915
07/02/2012,26.66,0.009043016
06/02/2012,26.42,-0.00453173
03/02/2012,26.54,0.00908409
02/02/2012,26.3,0.004955223
01/02/2012,26.17,0.015014719
31/01/2012,25.78,0.008961681
30/01/2012,25.55,0.005101051
27/01/2012,25.42,0.008295525
26/01/2012,25.21,0.007165636
25/01/2012,25.03,0.092437761
24/01/2012,22.82,0.016792264
23/01/2012,22.44,-0.009314771
20/01/2012,22.65,0.016470437
19/01/2012,22.28,0.010376813
18/01/2012,22.05,0.020156431
17/01/2012,21.61,0.004638227
13/01/2012,21.51,-0.014309037
12/01/2012,21.82,0.041165775
11/01/2012,20.94,0
10/01/2012,20.94,0.011527505
09/01/2012,20.7,0.006299997
06/01/2012,20.57,0.012720328
05/01/2012,20.31,0.007412932
04/01/2012,20.16,-0.006920443
03/01/2012,20.3,0.003948672
30/12/2011,20.22,0.00297177
29/12/2011,20.16,0.006469294
28/12/2011,20.03,-0.015849762
27/12/2011,20.35,-0.002453989
23/12/2011,20.4,0.007380107
22/12/2011,20.25,0.009427011
21/12/2011,20.06,-0.030922709
20/12/2011,20.69,0.039936291
19/12/2011,19.88,-0.012000144
16/12/2011,20.12,0.00199005
15/12/2011,20.08,-0.002486945
14/12/2011,20.13,-0.029370687
13/12/2011,20.73,-0.018164935
12/12/2011,21.11,-0.014111241
09/12/2011,21.41,0.0202885
08/12/2011,20.98,-0.026806214
07/12/2011,21.55,0.003253547
06/12/2011,21.48,-0.001395674
05/12/2011,21.51,0.022567954
02/12/2011,21.03,-0.008051192
01/12/2011,21.2,0
30/11/2011,21.2,0.039447154
29/11/2011,20.38,0.000981836
28/11/2011,20.36,0.027890254
25/11/2011,19.8,0
23/11/2011,19.8,-0.010550211
22/11/2011,20.01,-0.002994014
21/11/2011,20.07,-0.018267603
18/11/2011,20.44,-0.004393466
17/11/2011,20.53,-0.032113951
16/11/2011,21.2,-0.025612576
15/11/2011,21.75,0.014821948
14/11/2011,21.43,-0.020324025
11/11/2011,21.87,0.024532589
10/11/2011,21.34,0.002815581
09/11/2011,21.28,-0.047715473
08/11/2011,22.32,0.017171683
07/11/2011,21.94,0.011921278
04/11/2011,21.68,-0.005519793
03/11/2011,21.8,0.026023773
02/11/2011,21.24,0.012793351
01/11/2011,20.97,-0.032374397
31/10/2011,21.66,-0.025075396
28/10/2011,22.21,0.002705141
27/10/2011,22.15,0.005886365
26/10/2011,22.02,-0.007239851
25/10/2011,22.18,-0.012544967
24/10/2011,22.46,0.022058063
21/10/2011,21.97,0.029563354
20/10/2011,21.33,-0.005610113
19/10/2011,21.45,-0.016185324
18/10/2011,21.8,0.010606509
17/10/2011,21.57,-0.007850421
14/10/2011,21.74,0.012963144
13/10/2011,21.46,0.011717969
12/10/2011,21.21,-0.000942507
11/10/2011,21.23,-0.007975646
10/10/2011,21.4,0.032291505
07/10/2011,20.72,0
06/10/2011,20.72,0.020971264
05/10/2011,20.29,0.031542039
04/10/2011,19.66,0.03467359
03/10/2011,18.99,-0.021875872
30/09/2011,19.41,-0.031442752
29/09/2011,20.03,-0.002493145
28/09/2011,20.08,-0.023623146
27/09/2011,20.56,0.016180789
26/09/2011,20.23,0.013937508
23/09/2011,19.95,0.004018087
22/09/2011,19.87,-0.044779929
21/09/2011,20.78,-0.018594099
20/09/2011,21.17,-0.002359048
19/09/2011,21.22,-0.001412762
16/09/2011,21.25,-0.000470478
15/09/2011,21.26,0.01803561
14/09/2011,20.88,0.026694135
13/09/2011,20.33,0.020373375
12/09/2011,19.92,0.010598131
09/09/2011,19.71,-0.022078167
08/09/2011,20.15,-0.016244512
07/09/2011,20.48,0.033261939
06/09/2011,19.81,-0.017017428
02/09/2011,20.15,-0.02982377
01/09/2011,20.76,-0.011018076
31/08/2011,20.99,0.008612493
30/08/2011,20.81,0.007718321
29/08/2011,20.65,0.035991067
26/08/2011,19.92,0.019772507
25/08/2011,19.53,-0.011201746
24/08/2011,19.75,0.018396022
23/08/2011,19.39,0.032497619
22/08/2011,18.77,0.008023579
19/08/2011,18.62,-0.019676253
18/08/2011,18.99,-0.048313609
17/08/2011,19.93,-0.021346057
16/08/2011,20.36,-0.004899569
15/08/2011,20.46,0.018249582
12/08/2011,20.09,-0.000995025
11/08/2011,20.11,0.042667721
10/08/2011,19.27,-0.045150961
09/08/2011,20.16,0.042559614
08/08/2011,19.32,-0.056842054
05/08/2011,20.45,0.000489117
04/08/2011,20.44,-0.045897157
03/08/2011,21.4,0.005623258
02/08/2011,21.28,-0.026890818
01/08/2011,21.86,-0.019928196
29/07/2011,22.3,-0.000896459
28/07/2011,22.32,0.004490353
27/07/2011,22.22,-0.022692854
26/07/2011,22.73,0.003525786
25/07/2011,22.65,-0.005284028
22/07/2011,22.77,0.005725627
21/07/2011,22.64,0.012891932
20/07/2011,22.35,0.00358584
19/07/2011,22.27,0.020871901
18/07/2011,21.81,-0.007764369
15/07/2011,21.98,-0.005897046
14/07/2011,22.11,-0.014369354
13/07/2011,22.43,-0.003560306
12/07/2011,22.51,-0.021099684
11/07/2011,22.99,-0.008230499
08/07/2011,23.18,-0.01030052
07/07/2011,23.42,0.011163705
06/07/2011,23.16,0.011726519
05/07/2011,22.89,-0.012158204
01/07/2011,23.17,0.014344954
30/06/2011,22.84,0.009236925
29/06/2011,22.63,0.007095373
28/06/2011,22.47,0.015246932
27/06/2011,22.13,0.009991
24/06/2011,21.91,-0.016297328
23/06/2011,22.27,0.006306327
22/06/2011,22.13,0.001356546
21/06/2011,22.1,0.017804625
20/06/2011,21.71,0.005542739
17/06/2011,21.59,0.011178505
16/06/2011,21.35,-0.00093633
15/06/2011,21.37,-0.019004048
14/06/2011,21.78,0.014335506
13/06/2011,21.47,-0.001861331
10/06/2011,21.51,-0.021615006
09/06/2011,21.98,-0.007252978
08/06/2011,22.14,-0.013459153
07/06/2011,22.44,-0.001336006
06/06/2011,22.47,-0.004440505
03/06/2011,22.57,-0.015824506
02/06/2011,22.93,-0.006086975
01/06/2011,23.07,-0.01420295
31/05/2011,23.4,0.022035888
27/05/2011,22.89,0.003501098
26/05/2011,22.81,0.007480783
25/05/2011,22.64,-0.000441599
24/05/2011,22.65,-0.005723106
23/05/2011,22.78,-0.01740688
20/05/2011,23.18,0.006492124
19/05/2011,23.03,0.002608697
18/05/2011,22.97,0.006113556
17/05/2011,22.83,-0.003934431
16/05/2011,22.92,0.000872981
13/05/2011,22.9,-0.090136039
12/05/2011,25.06,0.027920082
11/05/2011,24.37,-0.012640331
10/05/2011,24.68,0.017989038
09/05/2011,24.24,-0.005348706
06/05/2011,24.37,0
05/05/2011,24.37,-0.00450359
04/05/2011,24.48,0.002453989
03/05/2011,24.42,0
02/05/2011,24.42,-0.006937388
29/04/2011,24.59,-0.00769702
28/04/2011,24.78,0.004448946
27/04/2011,24.67,0.011414718
26/04/2011,24.39,0.009474839
25/04/2011,24.16,0
21/04/2011,24.16,-0.002067398
20/04/2011,24.21,0.01918324
19/04/2011,23.75,0.006335818
18/04/2011,23.6,-0.024279133
15/04/2011,24.18,0.009140072
14/04/2011,23.96,-0.003749223
13/04/2011,24.05,0.009189705
12/04/2011,23.83,-0.013753082
11/04/2011,24.16,0.004563377
08/04/2011,24.05,-0.003735219
07/04/2011,24.14,-0.002895555
06/04/2011,24.21,0.014562354
05/04/2011,23.86,0.001677853
04/04/2011,23.82,-0.012930316
01/04/2011,24.13,-0.002069966
31/03/2011,24.18,0.013322429
30/03/2011,23.86,0
29/03/2011,23.86,0.010109606
28/03/2011,23.62,-0.00548872
25/03/2011,23.75,-0.004201687
24/03/2011,23.85,0.026770241
23/03/2011,23.22,0.005614353
22/03/2011,23.09,-0.004321528
21/03/2011,23.19,0.013895143
18/03/2011,22.87,0.00043735
17/03/2011,22.86,0.01898931
16/03/2011,22.43,-0.01898931
15/03/2011,22.86,-0.004800358
14/03/2011,22.97,-0.004777425
11/03/2011,23.08,-0.006478105
10/03/2011,23.23,-0.019186263
09/03/2011,23.68,-0.004634514
08/03/2011,23.79,0.00294675
07/03/2011,23.72,-0.010901575
04/03/2011,23.98,-0.030392483
03/03/2011,24.72,0.017959666
02/03/2011,24.28,0
01/03/2011,24.28,-0.02038391
28/02/2011,24.78,0.001615509
25/02/2011,24.74,0.014658243
24/02/2011,24.38,0
23/02/2011,24.38,-0.00694873
22/02/2011,24.55,-0.026528887
18/02/2011,25.21,-0.011437711
17/02/2011,25.5,0.018603347
16/02/2011,25.03,0.018142001
15/02/2011,24.58,-0.017742401
14/02/2011,25.02,0.00079968
11/02/2011,25,-0.00039992
10/02/2011,25.01,0.0008
09/02/2011,24.99,-0.009161586
08/02/2011,25.22,0.012368001
07/02/2011,24.91,0.015372471
04/02/2011,24.53,-0.006501445
03/02/2011,24.69,-0.001214329
02/02/2011,24.72,0.015080783
01/02/2011,24.35,0.022846269
31/01/2011,23.8,0.017804625
28/01/2011,23.38,-0.015701574
27/01/2011,23.75,0.013138566
26/01/2011,23.44,-0.078729165
25/01/2011,25.36,-0.00824666
