Date,Close,LEG
24/07/2013,31.53,-0.013545647
23/07/2013,31.96,0.005962673
22/07/2013,31.77,-0.005336695
19/07/2013,31.94,0.000313136
18/07/2013,31.93,-0.002502347
17/07/2013,32.01,0.006896579
16/07/2013,31.79,-0.01250407
15/07/2013,32.19,-0.002482161
12/07/2013,32.27,-0.002166848
11/07/2013,32.34,0.017782406
10/07/2013,31.77,0.002521275
09/07/2013,31.69,0.022659339
08/07/2013,30.98,-0.009317336
05/07/2013,31.27,0.008671967
03/07/2013,31,0.003554698
02/07/2013,30.89,-0.011906818
01/07/2013,31.26,0.005453101
28/06/2013,31.09,-0.003211307
27/06/2013,31.19,0.012582841
26/06/2013,30.8,0.010443959
25/06/2013,30.48,0.01287784
24/06/2013,30.09,-0.01615331
21/06/2013,30.58,-0.00879055
20/06/2013,30.85,-0.040030758
19/06/2013,32.11,-0.020651065
18/06/2013,32.78,0.007348472
17/06/2013,32.54,0.008022258
14/06/2013,32.28,-0.000309741
13/06/2013,32.29,0.022550282
12/06/2013,31.57,-0.009457826
11/06/2013,31.87,0
10/06/2013,31.87,0.000313824
07/06/2013,31.86,0.011046349
06/06/2013,31.51,0.018255111
05/06/2013,30.94,-0.014120902
04/06/2013,31.38,-0.010145934
03/06/2013,31.7,-0.009419222
31/05/2013,32,-0.01211383
30/05/2013,32.39,0.000926641
29/05/2013,32.36,-0.026830878
28/05/2013,33.24,0.007246409
24/05/2013,33,-0.010250316
23/05/2013,33.34,0.004810593
22/05/2013,33.18,-0.018513518
21/05/2013,33.8,-0.002068864
20/05/2013,33.87,-0.009403537
17/05/2013,34.19,0.013545555
16/05/2013,33.73,-0.011496074
15/05/2013,34.12,0.005584144
14/05/2013,33.93,0.009178451
13/05/2013,33.62,0.004172882
10/05/2013,33.48,0.009905529
09/05/2013,33.15,-0.003312757
08/05/2013,33.26,0.005728947
07/05/2013,33.07,0.014007537
06/05/2013,32.61,-0.007028295
03/05/2013,32.84,0.022791254
02/05/2013,32.1,0.016648728
01/05/2013,31.57,-0.021000615
30/04/2013,32.24,-0.002787674
29/04/2013,32.33,-0.007703011
26/04/2013,32.58,-0.032314453
25/04/2013,33.65,0.008056138
24/04/2013,33.38,-0.000598982
23/04/2013,33.4,0.017213168
22/04/2013,32.83,0.010718216
19/04/2013,32.48,0.017078509
18/04/2013,31.93,-0.017078509
17/04/2013,32.48,-0.022527589
16/04/2013,33.22,0.020374736
15/04/2013,32.55,-0.037387532
12/04/2013,33.79,0
11/04/2013,33.79,0.012507608
10/04/2013,33.37,0.014488633
09/04/2013,32.89,-0.009682375
08/04/2013,33.21,0.017618925
05/04/2013,32.63,0
04/04/2013,32.63,0.003684376
03/04/2013,32.51,-0.030892826
02/04/2013,33.53,0.001193674
01/04/2013,33.49,-0.008622025
28/03/2013,33.78,0.013411019
27/03/2013,33.33,0.004812039
26/03/2013,33.17,0.010912506
25/03/2013,32.81,-0.000913938
22/03/2013,32.84,0.006415174
21/03/2013,32.63,-0.013999011
20/03/2013,33.09,0.017683388
19/03/2013,32.51,0.00524288
18/03/2013,32.34,0.003717476
15/03/2013,32.22,-0.008037138
14/03/2013,32.48,0.004938282
13/03/2013,32.32,-0.006169051
12/03/2013,32.52,0.006478505
11/03/2013,32.31,0.013084299
08/03/2013,31.89,0.008818955
07/03/2013,31.61,0.004438815
06/03/2013,31.47,0.000317813
05/03/2013,31.46,0.018608172
04/03/2013,30.88,0.006823747
01/03/2013,30.67,0.002938778
28/02/2013,30.58,0.005245914
27/02/2013,30.42,0.025975486
26/02/2013,29.64,0.015298616
25/02/2013,29.19,-0.020010842
22/02/2013,29.78,0.004037691
21/02/2013,29.66,-0.008727816
20/02/2013,29.92,-0.024105509
19/02/2013,30.65,-0.001629992
15/02/2013,30.7,0.003262646
14/02/2013,30.6,0.011834458
13/02/2013,30.24,0.011307071
12/02/2013,29.9,0.010760023
11/02/2013,29.58,-0.005394484
08/02/2013,29.74,-0.000336191
07/02/2013,29.75,0.011154417
06/02/2013,29.42,-0.006099646
05/02/2013,29.6,0.019100171
04/02/2013,29.04,-0.018086144
01/02/2013,29.57,0.00440604
31/01/2013,29.44,-0.008792752
30/01/2013,29.7,-0.000336644
29/01/2013,29.71,0.006076994
28/01/2013,29.53,-0.001353638
25/01/2013,29.57,0.005085619
24/01/2013,29.42,0.00613708
23/01/2013,29.24,0.013427642
22/01/2013,28.85,0.010453057
18/01/2013,28.55,-0.001749782
17/01/2013,28.6,0.017637141
16/01/2013,28.1,-0.003197729
15/01/2013,28.19,0.004978673
14/01/2013,28.05,0.001784122
11/01/2013,28,0.004294924
10/01/2013,27.88,0.01154414
09/01/2013,27.56,0.002906979
08/01/2013,27.48,0.002915454
07/01/2013,27.4,-0.022375528
04/01/2013,28.02,0.004650339
03/01/2013,27.89,0.005032361
02/01/2013,27.75,0.019283843
31/12/2012,27.22,0.029073982
28/12/2012,26.44,-0.010908515
27/12/2012,26.73,0.001872309
26/12/2012,26.68,-0.001123806
24/12/2012,26.71,-0.004482637
21/12/2012,26.83,-0.024301638
20/12/2012,27.49,0.006569367
19/12/2012,27.31,-0.000732064
18/12/2012,27.33,0.023321435
17/12/2012,26.7,0.012815856
14/12/2012,26.36,-0.00793505
13/12/2012,26.57,0.001129731
12/12/2012,26.54,0.000753864
11/12/2012,26.52,-0.007138862
10/12/2012,26.71,-0.005600164
07/12/2012,26.86,-0.005198675
06/12/2012,27,-0.006276557
05/12/2012,27.17,-0.024719543
04/12/2012,27.85,0.015195661
03/12/2012,27.43,-0.015195661
30/11/2012,27.85,0.025087664
29/11/2012,27.16,-0.004775032
28/11/2012,27.29,0.004038926
27/11/2012,27.18,-0.00036785
26/11/2012,27.19,-0.008788046
23/11/2012,27.43,0.016541454
21/11/2012,26.98,-0.000370576
20/11/2012,26.99,0.00222552
19/11/2012,26.93,0.013834582
16/11/2012,26.56,0.015557134
15/11/2012,26.15,0.000765111
14/11/2012,26.13,-0.008004617
13/11/2012,26.34,-0.007187472
12/11/2012,26.53,-0.007136181
09/11/2012,26.72,-0.004480963
08/11/2012,26.84,-0.006313856
07/11/2012,27.01,-0.014700743
06/11/2012,27.41,0.006221429
05/11/2012,27.24,0.001837223
02/11/2012,27.19,-0.009152544
01/11/2012,27.44,0.033725635
31/10/2012,26.53,0.043526994
26/10/2012,25.4,0.004340113
25/10/2012,25.29,-0.005127205
24/10/2012,25.42,-0.00627453
23/10/2012,25.58,-0.008176024
22/10/2012,25.79,-0.002710553
19/10/2012,25.86,-0.010003931
18/10/2012,26.12,0.00807231
17/10/2012,25.91,0.016342776
16/10/2012,25.49,0.012633409
15/10/2012,25.17,0.018444789
12/10/2012,24.71,-0.004038778
11/10/2012,24.81,-0.00241546
10/10/2012,24.87,-0.005613487
09/10/2012,25.01,-0.004786607
08/10/2012,25.13,0.001592991
05/10/2012,25.09,0.010416761
04/10/2012,24.83,-0.002413517
03/10/2012,24.89,0.0178359
02/10/2012,24.45,-0.015019564
01/10/2012,24.82,-0.009224048
28/09/2012,25.05,0.011240584
27/09/2012,24.77,0.019156893
26/09/2012,24.3,-0.020770447
25/09/2012,24.81,-0.001610955
24/09/2012,24.85,-0.010010094
21/09/2012,25.1,0.00840173
20/09/2012,24.89,-0.011186693
19/09/2012,25.17,0.01682732
18/09/2012,24.75,-0.006845205
17/09/2012,24.92,-0.003205131
14/09/2012,25,0.009646377
13/09/2012,24.76,0.015056236
12/09/2012,24.39,-0.007759892
11/09/2012,24.58,0.011456754
10/09/2012,24.3,0.002884816
07/09/2012,24.23,0.004135655
06/09/2012,24.13,0.009577421
05/09/2012,23.9,-0.003758618
04/09/2012,23.99,0.010475688
31/08/2012,23.74,0.000421319
30/08/2012,23.73,0
29/08/2012,23.73,0.001265022
28/08/2012,23.7,-0.002528446
27/08/2012,23.76,-0.005456467
24/08/2012,23.89,0.013909603
23/08/2012,23.56,-0.000424358
22/08/2012,23.57,0
21/08/2012,23.57,-0.000848176
20/08/2012,23.59,-0.011799547
17/08/2012,23.87,0.010105349
16/08/2012,23.63,0.017933871
15/08/2012,23.21,-0.000430756
14/08/2012,23.22,0.000861698
13/08/2012,23.2,0.003454235
10/08/2012,23.12,-0.002591794
09/08/2012,23.18,-0.003875139
08/08/2012,23.27,0.011236073
07/08/2012,23.01,0.010485024
06/08/2012,22.77,-0.013522562
03/08/2012,23.08,0.004777425
02/08/2012,22.97,-0.009532135
01/08/2012,23.19,0.000431313
31/07/2012,23.18,0.009100821
30/07/2012,22.97,0.014912557
27/07/2012,22.63,0.006205694
26/07/2012,22.49,0.028869844
25/07/2012,21.85,0.01754431
24/07/2012,21.47,-0.001396323
23/07/2012,21.5,-0.00464038
20/07/2012,21.6,-0.016984572
19/07/2012,21.97,0.018374426
18/07/2012,21.57,0.007445358
17/07/2012,21.41,0.010800762
16/07/2012,21.18,-0.008462674
13/07/2012,21.36,0.020336478
12/07/2012,20.93,0.003829588
11/07/2012,20.85,-0.000479501
10/07/2012,20.86,-0.003827756
09/07/2012,20.94,-0.004764182
06/07/2012,21.04,-0.010401985
05/07/2012,21.26,-0.000470256
03/07/2012,21.27,0.010872241
02/07/2012,21.04,-0.004268444
29/06/2012,21.13,0.036630601
28/06/2012,20.37,0.012348885
27/06/2012,20.12,0.016032408
26/06/2012,19.8,0.015780424
25/06/2012,19.49,-0.019812688
22/06/2012,19.88,-0.002010051
21/06/2012,19.92,-0.02821271
20/06/2012,20.49,-0.01453514
19/06/2012,20.79,0.006272638
18/06/2012,20.66,0.005338523
15/06/2012,20.55,0.012240055
14/06/2012,20.3,0.005928871
13/06/2012,20.18,-0.034099748
12/06/2012,20.88,0.019342963
11/06/2012,20.48,-0.017425417
08/06/2012,20.84,0.023302025
07/06/2012,20.36,-0.000491039
06/06/2012,20.37,0.010858942
05/06/2012,20.15,0.018532962
04/06/2012,19.78,-0.02594956
01/06/2012,20.3,-0.023851216
31/05/2012,20.79,0.000481116
30/05/2012,20.78,-0.011007529
29/05/2012,21.01,0.013899097
25/05/2012,20.72,-0.002891568
24/05/2012,20.78,0.006760045
23/05/2012,20.64,0.01169604
22/05/2012,20.4,0.007380107
21/05/2012,20.25,0.017937701
18/05/2012,19.89,-0.00900907
17/05/2012,20.07,-0.016798814
16/05/2012,20.41,0.000980392
15/05/2012,20.39,-0.006842646
14/05/2012,20.53,-0.014507024
11/05/2012,20.83,0.000960615
10/05/2012,20.81,0.003851714
09/05/2012,20.73,-0.023362207
08/05/2012,21.22,-0.006107606
07/05/2012,21.35,-0.006535971
04/05/2012,21.49,-0.012945165
03/05/2012,21.77,-0.008689741
02/05/2012,21.96,-0.002728515
01/05/2012,22.02,0.011418256
30/04/2012,21.77,-0.010054929
27/04/2012,21.99,-0.073620619
26/04/2012,23.67,0.002961711
25/04/2012,23.6,0.010221554
24/04/2012,23.36,0.011625535
23/04/2012,23.09,0.000866551
20/04/2012,23.07,0.008269906
19/04/2012,22.88,-0.011299555
18/04/2012,23.14,0.007373705
17/04/2012,22.97,0.024235599
16/04/2012,22.42,0.00447028
13/04/2012,22.32,-0.005361943
12/04/2012,22.44,0.018893949
11/04/2012,22.02,0.012337374
10/04/2012,21.75,-0.045390852
09/04/2012,22.76,-0.018716542
05/04/2012,23.19,0.005621636
04/04/2012,23.06,-0.005621636
03/04/2012,23.19,0.000431313
02/04/2012,23.18,0.007360934
30/03/2012,23.01,0.003046792
29/03/2012,22.94,0.00087222
28/03/2012,22.92,0.000872981
27/03/2012,22.9,0.005253953
26/03/2012,22.78,0.016821999
23/03/2012,22.4,-0.009331327
22/03/2012,22.61,-0.010996372
21/03/2012,22.86,0.000437541
20/03/2012,22.85,-0.010015324
19/03/2012,23.08,-0.007768705
16/03/2012,23.26,0.0012906
15/03/2012,23.23,0.014744413
14/03/2012,22.89,-0.008266308
13/03/2012,23.08,0.011767405
12/03/2012,22.81,0.017245619
09/03/2012,22.42,0.007162072
08/03/2012,22.26,0.01129445
07/03/2012,22.01,-0.004985281
06/03/2012,22.12,-0.025001302
05/03/2012,22.68,0.031805592
02/03/2012,21.97,-0.018042889
01/03/2012,22.37,-0.011555684
29/02/2012,22.63,-0.001324796
28/02/2012,22.66,-0.001323043
27/02/2012,22.69,0.004416968
24/02/2012,22.59,0.013369183
23/02/2012,22.29,0.017651511
22/02/2012,21.9,0.004118057
21/02/2012,21.81,-0.006398559
17/02/2012,21.95,0.008234264
16/02/2012,21.77,0.012945165
15/02/2012,21.49,0.000931099
14/02/2012,21.47,-0.002790699
13/02/2012,21.53,0.007927297
10/02/2012,21.36,-0.019012861
09/02/2012,21.77,-0.008234264
08/02/2012,21.95,-0.002275314
07/02/2012,22,-0.061266127
06/02/2012,23.39,0.007294604
03/02/2012,23.22,0.03283289
02/02/2012,22.47,0.020229955
01/02/2012,22.02,0.025760394
31/01/2012,21.46,-0.026668247
30/01/2012,22.04,-0.02818348
27/01/2012,22.67,-0.012711107
26/01/2012,22.96,-0.015986515
25/01/2012,23.33,0.001286725
24/01/2012,23.3,0.015135424
23/01/2012,22.95,-0.009971901
20/01/2012,23.18,-0.017956874
19/01/2012,23.6,0.010649728
18/01/2012,23.35,0.025592375
17/01/2012,22.76,0.011933843
13/01/2012,22.49,-0.006647487
12/01/2012,22.64,0.009318905
11/01/2012,22.43,0.000892061
10/01/2012,22.41,-0.004452367
09/01/2012,22.51,-0.011044954
06/01/2012,22.76,-0.016125867
05/01/2012,23.13,-0.009038151
04/01/2012,23.34,0.008605905
03/01/2012,23.14,0.004330886
30/12/2011,23.04,-0.032873825
29/12/2011,23.81,0.015235166
28/12/2011,23.45,-0.012290894
27/12/2011,23.74,0.002952966
23/12/2011,23.67,0.013183266
22/12/2011,23.36,0.015530942
21/12/2011,23,0.015775963
20/12/2011,22.64,0.034602419
19/12/2011,21.87,0.004582959
16/12/2011,21.77,0.01480823
15/12/2011,21.45,0.002333723
14/12/2011,21.4,-0.027196883
13/12/2011,21.99,-0.045775599
12/12/2011,23.02,-0.003469214
09/12/2011,23.1,0.020998147
08/12/2011,22.62,-0.024886681
07/12/2011,23.19,0.014770034
06/12/2011,22.85,-0.000874891
05/12/2011,22.87,0.02031872
02/12/2011,22.41,-0.002228661
01/12/2011,22.46,0.003568246
30/11/2011,22.38,0.045711797
29/11/2011,21.38,0.011762074
28/11/2011,21.13,0.031245031
25/11/2011,20.48,-0.005356721
23/11/2011,20.59,-0.028251819
22/11/2011,21.18,0.004732617
21/11/2011,21.08,-0.036791111
18/11/2011,21.87,-0.002739728
17/11/2011,21.93,-0.016282585
16/11/2011,22.29,-0.016021705
15/11/2011,22.65,0.003981425
14/11/2011,22.56,-0.003981425
11/11/2011,22.65,0.024129857
10/11/2011,22.11,0.025654178
09/11/2011,21.55,-0.036450505
08/11/2011,22.35,0.017148435
07/11/2011,21.97,0.005476965
04/11/2011,21.85,0
03/11/2011,21.85,0.011507607
02/11/2011,21.6,0.028170877
01/11/2011,21,-0.041964199
31/10/2011,21.9,-0.022574322
28/10/2011,22.4,-0.050913758
27/10/2011,23.57,-0.014740212
26/10/2011,23.92,0.019844434
25/10/2011,23.45,-0.012712036
24/10/2011,23.75,0.030350695
21/10/2011,23.04,0.02951106
20/10/2011,22.37,0.012595758
19/10/2011,22.09,-0.000452591
18/10/2011,22.1,0.024274148
17/10/2011,21.57,-0.0211017
14/10/2011,22.03,0.017861707
13/10/2011,21.64,-0.003690041
12/10/2011,21.72,-0.007339482
11/10/2011,21.88,0.017520042
10/10/2011,21.5,0.040337616
07/10/2011,20.65,-0.024869766
06/10/2011,21.17,0.033136285
05/10/2011,20.48,0.03730848
04/10/2011,19.73,0.058441249
03/10/2011,18.61,-0.061477689
30/09/2011,19.79,-0.039142971
29/09/2011,20.58,0.019132298
28/09/2011,20.19,-0.036473773
27/09/2011,20.94,0.026126305
26/09/2011,20.4,0.035424008
23/09/2011,19.69,0.006624228
22/09/2011,19.56,-0.038118958
21/09/2011,20.32,-0.041451717
20/09/2011,21.18,-0.008462674
19/09/2011,21.36,-0.009319732
16/09/2011,21.56,0.006514681
15/09/2011,21.42,0.00796817
14/09/2011,21.25,0.027673522
13/09/2011,20.67,0.00048391
12/09/2011,20.66,-0.009633986
09/09/2011,20.86,-0.029754261
08/09/2011,21.49,-0.02663151
07/09/2011,22.07,0.04116188
06/09/2011,21.18,-0.01453037
02/09/2011,21.49,-0.028442284
01/09/2011,22.11,-0.003611742
31/08/2011,22.19,0.018190588
30/08/2011,21.79,0.006907695
29/08/2011,21.64,0.042961528
26/08/2011,20.73,0.019976304
25/08/2011,20.32,-0.016593841
24/08/2011,20.66,0.038485262
23/08/2011,19.88,0.041073535
22/08/2011,19.08,-0.013017627
19/08/2011,19.33,0.007268983
18/08/2011,19.19,-0.044338473
17/08/2011,20.06,-0.01287784
16/08/2011,20.32,-0.019493795
15/08/2011,20.72,0.030379602
12/08/2011,20.1,0.007992051
11/08/2011,19.94,0.061534012
10/08/2011,18.75,-0.019541155
09/08/2011,19.12,0.067611578
08/08/2011,17.87,-0.076981767
05/08/2011,19.3,0
04/08/2011,19.3,-0.064214634
03/08/2011,20.58,0.015671232
02/08/2011,20.26,-0.040150496
01/08/2011,21.09,-0.028513266
29/07/2011,21.7,-0.018265348
28/07/2011,22.1,-0.022372298
27/07/2011,22.6,-0.024476746
26/07/2011,23.16,-0.01542447
25/07/2011,23.52,0.000850702
22/07/2011,23.5,-0.007630389
21/07/2011,23.68,0.011894788
20/07/2011,23.4,-0.006389798
19/07/2011,23.55,0.027552324
18/07/2011,22.91,-0.014731636
15/07/2011,23.25,-0.001289491
14/07/2011,23.28,-0.013652089
13/07/2011,23.6,-0.001270379
12/07/2011,23.63,-0.008847751
11/07/2011,23.84,-0.016226693
08/07/2011,24.23,-0.023252118
07/07/2011,24.8,0.00444535
06/07/2011,24.69,-0.002831144
05/07/2011,24.76,-0.005638356
01/07/2011,24.9,0.021104679
30/06/2011,24.38,0.016542974
29/06/2011,23.98,0.023629791
28/06/2011,23.42,0.012459882
27/06/2011,23.13,0.01086731
24/06/2011,22.88,-0.016041966
23/06/2011,23.25,-0.000859845
22/06/2011,23.27,-0.018731923
21/06/2011,23.71,0.002956708
20/06/2011,23.64,0.007643349
17/06/2011,23.46,0.010713623
16/06/2011,23.21,0.000862069
15/06/2011,23.19,-0.019219041
14/06/2011,23.64,0.021377471
13/06/2011,23.14,-0.006031901
10/06/2011,23.28,-0.030042454
09/06/2011,23.99,0.007951496
08/06/2011,23.8,-0.00042008
07/06/2011,23.81,-0.005027241
06/06/2011,23.93,-0.014108118
03/06/2011,24.27,-0.025626784
02/06/2011,24.9,-0.009194548
01/06/2011,25.13,-0.027474256
31/05/2011,25.83,0.009334957
27/05/2011,25.59,0.001173021
26/05/2011,25.56,0.006279455
25/05/2011,25.4,-0.000787092
24/05/2011,25.42,-0.002357565
23/05/2011,25.48,-0.012092989
20/05/2011,25.79,-0.021481455
19/05/2011,26.35,0.005708864
18/05/2011,26.2,0.003824096
17/05/2011,26.1,0.001917546
16/05/2011,26.05,0.003075743
13/05/2011,25.97,-0.005759279
12/05/2011,26.12,0.006915126
11/05/2011,25.94,-0.016440821
10/05/2011,26.37,0.00837781
09/05/2011,26.15,0.001147886
06/05/2011,26.12,0.010390703
05/05/2011,25.85,-0.008090971
04/05/2011,26.06,-0.003447619
03/05/2011,26.15,-0.000764526
02/05/2011,26.17,-0.004574922
29/04/2011,26.29,0.068884199
28/04/2011,24.54,0.014778594
27/04/2011,24.18,0.002899153
26/04/2011,24.11,0.017995882
25/04/2011,23.68,0.002113719
21/04/2011,23.63,0.008926733
20/04/2011,23.42,0.019401341
19/04/2011,22.97,0.00392585
18/04/2011,22.88,-0.008269906
15/04/2011,23.07,0.008707064
14/04/2011,22.87,0.006580414
13/04/2011,22.72,-0.003514942
12/04/2011,22.8,-0.016960615
11/04/2011,23.19,-0.000431127
08/04/2011,23.2,-0.020056145
07/04/2011,23.67,0.002961711
06/04/2011,23.6,-0.002961711
05/04/2011,23.67,-0.022557347
04/04/2011,24.21,0.001653576
01/04/2011,24.17,-0.013560923
31/03/2011,24.5,-0.003666739
30/03/2011,24.59,0.025119707
29/03/2011,23.98,0.013434291
28/03/2011,23.66,-0.003796672
25/03/2011,23.75,0.002529512
24/03/2011,23.69,0.012744438
23/03/2011,23.39,0.004713958
22/03/2011,23.28,-0.006849342
21/03/2011,23.44,0.025492847
18/03/2011,22.85,0.012772691
17/03/2011,22.56,-0.002656044
16/03/2011,22.62,-0.014919101
15/03/2011,22.96,-0.002175333
14/03/2011,23.01,-0.009085072
11/03/2011,23.22,-0.008149305
10/03/2011,23.41,-0.021551648
09/03/2011,23.92,0.005029348
08/03/2011,23.8,0.021661497
07/03/2011,23.29,-0.01829449
04/03/2011,23.72,-0.005465643
03/03/2011,23.85,0.02461924
02/03/2011,23.27,0.022160368
01/03/2011,22.76,-0.013094906
28/02/2011,23.06,0.005653418
25/02/2011,22.93,0.021601016
24/02/2011,22.44,0.003124305
23/02/2011,22.37,-0.028208129
22/02/2011,23.01,-0.026164907
18/02/2011,23.62,0.00509339
17/02/2011,23.5,0.000425622
16/02/2011,23.49,0.020211395
15/02/2011,23.02,-0.012089957
14/02/2011,23.3,-0.014063731
11/02/2011,23.63,0.026153688
10/02/2011,23.02,0.006974745
09/02/2011,22.86,-0.00567068
08/02/2011,22.99,0.01093385
07/02/2011,22.74,0.007947062
04/02/2011,22.56,-0.003981425
03/02/2011,22.65,-0.009228806
02/02/2011,22.86,-0.004364913
01/02/2011,22.96,0.018905817
31/01/2011,22.53,-0.003986716
28/01/2011,22.62,-0.026610076
27/01/2011,23.23,0.010820274
26/01/2011,22.98,0.013140794
25/01/2011,22.68,0.005305052
