Date,Close,A
25/01/2011,42.69,-0.001872221
24/01/2011,42.77,0.01555168
21/01/2011,42.11,-0.004265409
20/01/2011,42.29,-0.003305008
19/01/2011,42.43,-0.04425705
18/01/2011,44.35,0.024884288
14/01/2011,43.26,0.006726223
13/01/2011,42.97,-0.003716613
12/01/2011,43.13,0.004415018
11/01/2011,42.94,0.01690975
10/01/2011,42.22,0.014313221
07/01/2011,41.62,0.003369438
06/01/2011,41.48,0.001930503
05/01/2011,41.4,-0.002171554
04/01/2011,41.49,-0.009355952
03/01/2011,41.88,0.01080313
31/12/2010,41.43,-0.003854498
30/12/2010,41.59,-0.002401538
29/12/2010,41.69,0.00432693
28/12/2010,41.51,-0.009828678
27/12/2010,41.92,0.020485112
23/12/2010,41.07,0.000243516
22/12/2010,41.06,0.005617306
21/12/2010,40.83,0.004910395
20/12/2010,40.63,0.002217569
17/12/2010,40.54,0.019930904
16/12/2010,39.74,0.032219611
15/12/2010,38.48,-0.010855625
14/12/2010,38.9,0.005154651
13/12/2010,38.7,0.004142937
10/12/2010,38.54,0.012795579
09/12/2010,38.05,0.010302561
08/12/2010,37.66,0.002126529
07/12/2010,37.58,0.012046726
06/12/2010,37.13,-0.009382189
03/12/2010,37.48,0.020485892
02/12/2010,36.72,0.016474837
01/12/2010,36.12,0.030927402
30/11/2010,35.02,-0.01782982
29/11/2010,35.65,-0.019445057
26/11/2010,36.35,0.000275141
24/11/2010,36.34,0.025360144
23/11/2010,35.43,-0.023707706
22/11/2010,36.28,-0.004949144
19/11/2010,36.46,0.006328264
18/11/2010,36.23,0.028557372
17/11/2010,35.21,0.004839867
16/11/2010,35.04,-0.032568853
15/11/2010,36.2,-0.00441015
12/11/2010,36.36,0.017478597
11/11/2010,35.73,0.013241495
10/11/2010,35.26,-0.00621998
09/11/2010,35.48,-0.019537323
08/11/2010,36.18,-0.005512693
05/11/2010,36.38,0.010778051
04/11/2010,35.99,0.024755132
03/11/2010,35.11,0.001425111
02/11/2010,35.06,0.008881307
01/11/2010,34.75,-0.001437815
29/10/2010,34.8,-0.003442344
28/10/2010,34.92,0.009495108
27/10/2010,34.59,-0.006052764
26/10/2010,34.8,-0.002869442
25/10/2010,34.9,0.004307257
22/10/2010,34.75,0
21/10/2010,34.75,0.002593288
20/10/2010,34.66,0.018637697
19/10/2010,34.02,-0.018637697
18/10/2010,34.66,0.005206838
15/10/2010,34.48,0.007276993
14/10/2010,34.23,-0.002334404
13/10/2010,34.31,0.018532667
12/10/2010,33.68,-0.002076228
11/10/2010,33.75,-0.001480385
08/10/2010,33.8,0.017910927
07/10/2010,33.2,0.01609265
06/10/2010,32.67,-0.011261723
05/10/2010,33.04,0.013713456
04/10/2010,32.59,-0.034382156
01/10/2010,33.73,0.010730356
30/09/2010,33.37,0.02395869
29/09/2010,32.58,0.007393749
28/09/2010,32.34,0.010568951
27/09/2010,32,-0.002808552
24/09/2010,32.09,0.048852491
23/09/2010,30.56,-0.00652318
22/09/2010,30.76,-0.012599101
21/09/2010,31.15,0.003859767
20/09/2010,31.03,0.015589793
17/09/2010,30.55,0.016834859
16/09/2010,30.04,0.021195074
15/09/2010,29.41,0.008193969
14/09/2010,29.17,0.001372213
13/09/2010,29.13,0.007581015
10/09/2010,28.91,-0.000691563
09/09/2010,28.93,0.003115807
08/09/2010,28.84,-0.005187631
07/09/2010,28.99,-0.029233897
03/09/2010,29.85,0.021673723
02/09/2010,29.21,0.032002731
01/09/2010,28.29,0.047783248
31/08/2010,26.97,-0.025984994
30/08/2010,27.68,-0.010064787
27/08/2010,27.96,0.016225342
26/08/2010,27.51,-0.006521762
25/08/2010,27.69,0.011989244
24/08/2010,27.36,-0.021692825
23/08/2010,27.96,-0.02123222
20/08/2010,28.56,0.000700525
19/08/2010,28.54,-0.031047682
18/08/2010,29.44,0.005449605
17/08/2010,29.28,0.075159386
16/08/2010,27.16,-0.006971226
13/08/2010,27.35,-0.00655979
12/08/2010,27.53,-0.024754627
11/08/2010,28.22,-0.043002465
10/08/2010,29.46,-0.012145898
09/08/2010,29.82,0.037237436
06/08/2010,28.73,0.00944228
05/08/2010,28.46,0.005991207
04/08/2010,28.29,0.01603455
03/08/2010,27.84,-0.034595755
02/08/2010,28.82,0.031368211
30/07/2010,27.93,-0.007845975
29/07/2010,28.15,-0.022133347
28/07/2010,28.78,-0.003122292
27/07/2010,28.87,-0.026321807
26/07/2010,29.64,0.011537284
23/07/2010,29.3,0.019993772
22/07/2010,28.72,0.040502872
21/07/2010,27.58,0.002177859
20/07/2010,27.52,-0.00072648
19/07/2010,27.54,0.018692133
16/07/2010,27.03,-0.049441785
15/07/2010,28.4,-0.010159485
14/07/2010,28.69,-0.002089137
13/07/2010,28.75,0.019315789
12/07/2010,28.2,-0.015831465
09/07/2010,28.65,-0.005569106
08/07/2010,28.81,0.008365333
07/07/2010,28.57,0.029121376
06/07/2010,27.75,-0.001440404
02/07/2010,27.79,-0.017478597
01/07/2010,28.28,-0.005290085
30/06/2010,28.43,-0.027066191
29/06/2010,29.21,-0.045835084
28/06/2010,30.58,-0.003590668
25/06/2010,30.69,-0.002278276
24/06/2010,30.76,-0.038582818
23/06/2010,31.97,-0.001562744
22/06/2010,32.02,-0.012723213
21/06/2010,32.43,-0.005535069
18/06/2010,32.61,0.004302404
17/06/2010,32.47,-0.004915524
16/06/2010,32.63,0.013265658
15/06/2010,32.2,0.023249555
14/06/2010,31.46,0.023477521
11/06/2010,30.73,0.009153382
10/06/2010,30.45,0.031017994
09/06/2010,29.52,-0.010781776
08/06/2010,29.84,-0.008675396
07/06/2010,30.1,-0.007941802
04/06/2010,30.34,-0.065691449
03/06/2010,32.4,0.005571045
02/06/2010,32.22,0.023234954
01/06/2010,31.48,-0.027570669
28/05/2010,32.36,-0.01197987
27/05/2010,32.75,0.039232927
26/05/2010,31.49,0.00797071
25/05/2010,31.24,-0.005108568
24/05/2010,31.4,0.001912656
21/05/2010,31.34,0.009618542
20/05/2010,31.04,-0.048728798
19/05/2010,32.59,0.016084479
18/05/2010,32.07,-0.06401219
17/05/2010,34.19,0.009698827
14/05/2010,33.86,-0.026808132
13/05/2010,34.78,-0.000862193
12/05/2010,34.81,0.02148747
11/05/2010,34.07,-0.003515972
10/05/2010,34.19,0.070268075
07/05/2010,31.87,-0.043291488
06/05/2010,33.28,-0.043510684
05/05/2010,34.76,-0.017113937
04/05/2010,35.36,-0.039101058
03/05/2010,36.77,0.01396709
30/04/2010,36.26,-0.026399683
29/04/2010,37.23,0.015974348
28/04/2010,36.64,0.011529087
27/04/2010,36.22,-0.016429723
26/04/2010,36.82,0.004900636
23/04/2010,36.64,0.005473467
22/04/2010,36.44,0.008543527
21/04/2010,36.13,-0.004418676
20/04/2010,36.29,0.031633148
19/04/2010,35.16,-0.003123671
16/04/2010,35.27,-0.010155235
15/04/2010,35.63,0.03484076
14/04/2010,34.41,0.014932205
13/04/2010,33.9,-0.009102985
12/04/2010,34.21,-0.000584454
09/04/2010,34.23,0.007036089
08/04/2010,33.99,-0.008787403
07/04/2010,34.29,-0.007843177
06/04/2010,34.56,-0.00749499
05/04/2010,34.82,0.007784384
01/04/2010,34.55,0.004641726
31/03/2010,34.39,-0.006665725
30/03/2010,34.62,0.006374985
29/03/2010,34.4,0.002619708
26/03/2010,34.31,-0.006970693
25/03/2010,34.55,0.018992536
24/03/2010,33.9,-0.006175582
23/03/2010,34.11,0.011499463
22/03/2010,33.72,0.00893661
19/03/2010,33.42,-0.001196172
18/03/2010,33.46,0.002393777
17/03/2010,33.38,-0.001197605
16/03/2010,33.42,0.003296871
15/03/2010,33.31,-0.003296871
12/03/2010,33.42,-0.004776128
11/03/2010,33.58,-0.002379537
10/03/2010,33.66,0.011654099
09/03/2010,33.27,0.008148529
08/03/2010,33,-0.004836769
05/03/2010,33.16,0.027516258
04/03/2010,32.26,-0.005564157
03/03/2010,32.44,0.002469137
02/03/2010,32.36,0.008378637
01/03/2010,32.09,0.019827557
26/02/2010,31.46,0.011830674
25/02/2010,31.09,-0.004492947
24/02/2010,31.23,0.012242421
23/02/2010,30.85,-0.009677495
22/02/2010,31.15,-0.00160385
19/02/2010,31.2,0.00707626
18/02/2010,30.98,0.011361914
17/02/2010,30.63,0.012483736
16/02/2010,30.25,0.008965692
12/02/2010,29.98,0.020897289
11/02/2010,29.36,0.00375363
10/02/2010,29.25,-0.005455179
09/02/2010,29.41,0.007166043
08/02/2010,29.2,0.001027925
05/02/2010,29.17,0.003434069
04/02/2010,29.07,-0.016038563
03/02/2010,29.54,0.001355014
02/02/2010,29.5,0.012621692
01/02/2010,29.13,0.038493206
29/01/2010,28.03,-0.023273265
28/01/2010,28.69,-0.016592154
27/01/2010,29.17,-0.004105377
26/01/2010,29.29,-0.005447749
25/01/2010,29.45,0.009553126
22/01/2010,29.17,-0.045241423
21/01/2010,30.52,-0.003597714
20/01/2010,30.63,-0.005534769
19/01/2010,30.8,0.012085726
15/01/2010,30.43,-0.023385281
14/01/2010,31.15,0.014877377
13/01/2010,30.69,0.007850874
12/01/2010,30.45,-0.012077836
11/01/2010,30.82,0.00064914
08/01/2010,30.8,-0.000324623
07/01/2010,30.81,-0.001297438
06/01/2010,30.85,-0.003559298
05/01/2010,30.96,-0.010922049
04/01/2010,31.3,0.007375374
31/12/2009,31.07,-0.000965096
30/12/2009,31.1,0.025070497
29/12/2009,30.33,-0.002305287
28/12/2009,30.4,0.002305287
24/12/2009,30.33,0.000989609
23/12/2009,30.3,0.003968259
22/12/2009,30.18,0.008986581
21/12/2009,29.91,0.017198198
18/12/2009,29.4,-0.00135962
17/12/2009,29.44,-0.011146881
16/12/2009,29.77,-0.004357305
15/12/2009,29.9,-0.002338401
14/12/2009,29.97,0.011072081
11/12/2009,29.64,-0.001685488
10/12/2009,29.69,0.014930715
09/12/2009,29.25,-0.011556893
08/12/2009,29.59,-0.009752894
07/12/2009,29.88,0.000669568
04/12/2009,29.86,0.005372746
03/12/2009,29.7,0.007095823
02/12/2009,29.49,0.001696929
01/12/2009,29.44,0.017820897
30/11/2009,28.92,0.002423404
27/11/2009,28.85,-0.023635284
25/11/2009,29.54,0.010207642
24/11/2009,29.24,-0.001367054
23/11/2009,29.28,0.012717133
20/11/2009,28.91,-0.007581015
19/11/2009,29.13,-0.01126484
18/11/2009,29.46,-0.005753951
17/11/2009,29.63,0.008813616
16/11/2009,29.37,0.026217438
13/11/2009,28.61,0.042119002
12/11/2009,27.43,-0.001093095
11/11/2009,27.46,0.016893534
10/11/2009,27,0.00148258
09/11/2009,26.96,0.02974057
06/11/2009,26.17,0.001529637
05/11/2009,26.13,0.042210252
04/11/2009,25.05,0.000798722
03/11/2009,25.03,-0.001596807
02/11/2009,25.07,0.013250545
30/10/2009,24.74,-0.039236259
29/10/2009,25.73,0.016063029
28/10/2009,25.32,-0.016063029
27/10/2009,25.73,0.000777605
26/10/2009,25.71,-0.018879389
23/10/2009,26.2,-0.025251012
22/10/2009,26.87,-0.000372093
21/10/2009,26.88,0.015370499
20/10/2009,26.47,-0.034530997
19/10/2009,27.4,0.006958461
16/10/2009,27.21,-0.014955595
15/10/2009,27.62,0.00108676
14/10/2009,27.59,0.010933054
13/10/2009,27.29,-0.006210066
12/10/2009,27.46,-0.0003641
09/10/2009,27.47,0.002551487
08/10/2009,27.4,0.011009286
07/10/2009,27.1,-0.004418269
06/10/2009,27.22,0.014804119
05/10/2009,26.82,0.019198783
02/10/2009,26.31,-0.01133799
01/10/2009,26.61,-0.044827491
30/09/2009,27.83,-0.002512113
29/09/2009,27.9,0.000358487
28/09/2009,27.89,0.011177329
25/09/2009,27.58,-0.009023703
24/09/2009,27.83,-0.015686596
23/09/2009,28.27,-0.009154994
22/09/2009,28.53,-0.009766384
21/09/2009,28.81,0.0153903
18/09/2009,28.37,-0.0042209
17/09/2009,28.49,-0.004901971
16/09/2009,28.63,0.01088685
15/09/2009,28.32,0.007798692
14/09/2009,28.1,0.001780944
11/09/2009,28.05,0.006796664
10/09/2009,27.86,0.025814922
09/09/2009,27.15,0.02763432
08/09/2009,26.41,0.021045353
04/09/2009,25.86,0.022288313
03/09/2009,25.29,0.00277173
02/09/2009,25.22,-0.02467327
01/09/2009,25.85,0.006598122
31/08/2009,25.68,-0.005824128
28/08/2009,25.83,0.011290757
27/08/2009,25.54,0.00235202
26/08/2009,25.48,0.005509656
25/08/2009,25.34,-0.006294277
24/08/2009,25.5,-0.001958864
21/08/2009,25.55,0.009042719
20/08/2009,25.32,0.002768442
19/08/2009,25.25,-0.006316642
18/08/2009,25.41,0.075592439
17/08/2009,23.56,-0.020168751
14/08/2009,24.04,-0.022620747
13/08/2009,24.59,0.008576732
12/08/2009,24.38,0.020303163
11/08/2009,23.89,0.00251467
10/08/2009,23.83,0.004205221
07/08/2009,23.73,0.019575093
06/08/2009,23.27,-0.011111225
05/08/2009,23.53,-0.026835992
04/08/2009,24.17,0.009143871
03/08/2009,23.95,0.030954348
31/07/2009,23.22,0.002587324
30/07/2009,23.16,0.023150193
29/07/2009,22.63,-0.028747624
28/07/2009,23.29,0.027422828
27/07/2009,22.66,0.017360774
24/07/2009,22.27,0.006758305
23/07/2009,22.12,0.028429242
22/07/2009,21.5,0.000930665
21/07/2009,21.48,-0.003717476
20/07/2009,21.56,0.028223887
17/07/2009,20.96,0.006221604
16/07/2009,20.83,0.013046815
15/07/2009,20.56,0.053445927
14/07/2009,19.49,0.005144044
13/07/2009,19.39,0.022425972
10/07/2009,18.96,0.004228336
09/07/2009,18.88,0.003714517
08/07/2009,18.81,-0.009523882
07/07/2009,18.99,-0.029062762
06/07/2009,19.55,-0.008658063
02/07/2009,19.72,-0.044628129
01/07/2009,20.62,0.015148103
30/06/2009,20.31,-0.005891033
29/06/2009,20.43,0.002450381
26/06/2009,20.38,0.020823757
25/06/2009,19.96,0.048765114
24/06/2009,19.01,0.024495367
23/06/2009,18.55,0.008119124
22/06/2009,18.4,-0.026282017
19/06/2009,18.89,0.00904021
18/06/2009,18.72,0.018329354
17/06/2009,18.38,-0.010284258
16/06/2009,18.57,-0.017085306
15/06/2009,18.89,-0.0245764
12/06/2009,19.36,-0.018424267
11/06/2009,19.72,0.013786279
10/06/2009,19.45,-0.013786279
09/06/2009,19.72,0.004065046
08/06/2009,19.64,-0.013151429
05/06/2009,19.9,-0.007010544
04/06/2009,20.04,0.036071983
03/06/2009,19.33,-0.011316993
02/06/2009,19.55,0.034872126
01/06/2009,18.88,0.035034572
29/05/2009,18.23,0.01380856
28/05/2009,17.98,0.005018132
27/05/2009,17.89,-0.008903787
26/05/2009,18.05,0.020146177
22/05/2009,17.69,0.000565451
21/05/2009,17.68,-0.052875752
20/05/2009,18.64,0.01459091
19/05/2009,18.37,0.02759557
18/05/2009,17.87,0.012387546
15/05/2009,17.65,-0.037803278
14/05/2009,18.33,0.015393377
13/05/2009,18.05,-0.05076684
12/05/2009,18.99,0.007930256
11/05/2009,18.84,-0.026193221
08/05/2009,19.34,0.029915639
07/05/2009,18.77,-0.024211709
06/05/2009,19.23,0.026345043
05/05/2009,18.73,-0.036176946
04/05/2009,19.42,0.03191482
01/05/2009,18.81,0.029675768
30/04/2009,18.26,0.012675838
29/04/2009,18.03,0.056473516
28/04/2009,17.04,0.007067167
27/04/2009,16.92,0.001182732
24/04/2009,16.9,0.030032287
23/04/2009,16.4,-0.02171376
22/04/2009,16.76,0.0095924
21/04/2009,16.6,0.010902591
20/04/2009,16.42,-0.035301302
17/04/2009,17.01,0.011232752
16/04/2009,16.82,0.027729323
15/04/2009,16.36,-0.009732437
14/04/2009,16.52,-0.009638629
13/04/2009,16.68,-0.019002947
09/04/2009,17,0.048202102
08/04/2009,16.2,0.037740328
07/04/2009,15.6,-0.024067026
06/04/2009,15.98,-0.029595255
03/04/2009,16.46,0.008541846
02/04/2009,16.32,0.019802627
01/04/2009,16,0.040171165
31/03/2009,15.37,-0.00130039
30/03/2009,15.39,-0.051910388
27/03/2009,16.21,-0.055786577
26/03/2009,17.14,0.071329321
25/03/2009,15.96,0.010708764
24/03/2009,15.79,-0.006313152
23/03/2009,15.89,0.096380608
20/03/2009,14.43,-0.021255514
19/03/2009,14.74,0.014349409
18/03/2009,14.53,0.007599346
17/03/2009,14.42,0.046850299
16/03/2009,13.76,-0.016576956
13/03/2009,13.99,0.012949821
12/03/2009,13.81,0.020483525
11/03/2009,13.53,0.007418432
10/03/2009,13.43,0.076573923
09/03/2009,12.44,-0.016740128
06/03/2009,12.65,0.00873368
05/03/2009,12.54,-0.059592097
04/03/2009,13.31,0.048489683
03/03/2009,12.68,0
02/03/2009,12.68,-0.089702285
27/02/2009,13.87,-0.024217708
26/02/2009,14.21,-0.031176754
25/02/2009,14.66,-0.016909432
24/02/2009,14.91,0.043172172
23/02/2009,14.28,-0.061118815
20/02/2009,15.18,-0.024724747
19/02/2009,15.56,-0.031005331
18/02/2009,16.05,-0.095026934
17/02/2009,17.65,-0.045412011
13/02/2009,18.47,-0.00862539
12/02/2009,18.63,0.014054285
11/02/2009,18.37,0.006006024
10/02/2009,18.26,-0.041829154
09/02/2009,19.04,-0.013563067
06/02/2009,19.3,-0.001035733
05/02/2009,19.32,0.044451763
04/02/2009,18.48,0.014718172
03/02/2009,18.21,0.009933857
02/02/2009,18.03,-0.002769318
30/01/2009,18.08,-0.02674102
29/01/2009,18.57,-0.020784121
28/01/2009,18.96,0.013807973
27/01/2009,18.7,-0.011167359
26/01/2009,18.91,0.014381073
23/01/2009,18.64,-0.013852113
22/01/2009,18.9,-0.018868484
21/01/2009,19.26,0.037560617
20/01/2009,18.55,-0.050457366
16/01/2009,19.51,0.020192247
15/01/2009,19.12,0.035670537
14/01/2009,18.45,-0.032527528
13/01/2009,19.06,0.028740669
12/01/2009,18.52,0
09/01/2009,18.52,0.009221655
08/01/2009,18.35,0.006560986
07/01/2009,18.23,0.005500564
06/01/2009,18.13,0.076784554
05/01/2009,16.79,
