Date,Close,A
14/08/2013,46.51,-0.008776681
13/08/2013,46.92,0.010067559
12/08/2013,46.45,0.00496386
09/08/2013,46.22,0.008037406
08/08/2013,45.85,-0.009334704
07/08/2013,46.28,0.004330886
06/08/2013,46.08,0.003042819
05/08/2013,45.94,-0.009532135
02/08/2013,46.38,0.007357748
01/08/2013,46.04,0.028866166
31/07/2013,44.73,-0.002679171
30/07/2013,44.85,-0.010866057
29/07/2013,45.34,-0.005718071
26/07/2013,45.6,-0.02297955
25/07/2013,46.66,-0.00214087
24/07/2013,46.76,0.006221194
23/07/2013,46.47,-0.00707626
22/07/2013,46.8,0.012903405
19/07/2013,46.2,0.006514681
18/07/2013,45.9,0.006338126
17/07/2013,45.61,-0.006555968
16/07/2013,45.91,-0.004346888
15/07/2013,46.11,0.007838054
12/07/2013,45.75,0.000655953
11/07/2013,45.72,0.00900808
10/07/2013,45.31,0.0157939
09/07/2013,44.6,0.005395697
08/07/2013,44.36,0.002934871
05/07/2013,44.23,0.024257482
03/07/2013,43.17,0.001854858
02/07/2013,43.09,-0.011536815
01/07/2013,43.59,0.01922468
28/06/2013,42.76,-0.007455766
27/06/2013,43.08,0.017326587
26/06/2013,42.34,-0.003301111
25/06/2013,42.48,0.004009912
24/06/2013,42.31,-0.015711426
21/06/2013,42.98,0.015475104
20/06/2013,42.32,-0.027960815
19/06/2013,43.52,-0.028987537
18/06/2013,44.8,0.009419222
17/06/2013,44.38,0.008599284
14/06/2013,44,-0.011074811
13/06/2013,44.49,0.012894648
12/06/2013,43.92,-0.010869672
11/06/2013,44.4,-0.007404948
10/06/2013,44.73,-0.009345862
07/06/2013,45.15,0.003105593
06/06/2013,45.01,0.010721568
05/06/2013,44.53,-0.019789417
04/06/2013,45.42,-0.001979545
03/06/2013,45.51,0.001319261
31/05/2013,45.45,-0.013114942
30/05/2013,46.05,0
29/05/2013,46.05,-0.008218039
28/05/2013,46.43,0.018257408
24/05/2013,45.59,-0.003284794
23/05/2013,45.74,-0.010872036
22/05/2013,46.24,-0.010969031
21/05/2013,46.75,0.008808737
20/05/2013,46.34,0.01697538
17/05/2013,45.56,0.012589896
16/05/2013,44.99,-0.015220322
15/05/2013,45.68,0.038152982
14/05/2013,43.97,0.021377667
13/05/2013,43.04,-0.013615071
10/05/2013,43.63,0.010830847
09/05/2013,43.16,0.005110348
08/05/2013,42.94,0.01265543
07/05/2013,42.4,0.009478744
06/05/2013,42,0.010772097
03/05/2013,41.55,0.001686138
02/05/2013,41.48,0.004106782
01/05/2013,41.31,-0.003141997
30/04/2013,41.44,-0.000482509
29/04/2013,41.46,0.003866607
26/04/2013,41.3,-0.03403875
25/04/2013,42.73,-0.002804395
24/04/2013,42.85,0.005616678
23/04/2013,42.61,0.017997171
22/04/2013,41.85,-0.003577821
19/04/2013,42,0.004055833
18/04/2013,41.83,-0.008569441
17/04/2013,42.19,-0.028045774
16/04/2013,43.39,0.008099084
15/04/2013,43.04,-0.038961529
12/04/2013,44.75,0.020088702
11/04/2013,43.86,0.037161731
10/04/2013,42.26,0.014539644
09/04/2013,41.65,-0.000240067
08/04/2013,41.66,0.002884617
05/04/2013,41.54,0.003134421
04/04/2013,41.41,0.021726718
03/04/2013,40.52,-0.003449129
02/04/2013,40.66,-0.006618482
01/04/2013,40.93,-0.025091787
28/03/2013,41.97,-0.002855105
27/03/2013,42.09,0.006435489
26/03/2013,41.82,0.016636912
25/03/2013,41.13,-0.002913331
22/03/2013,41.25,-0.009650256
21/03/2013,41.65,-0.024897552
20/03/2013,42.7,0.016529302
19/03/2013,42,-0.013010237
18/03/2013,42.55,-0.010752792
15/03/2013,43.01,-0.007181775
14/03/2013,43.32,0.007414306
13/03/2013,43,0.008876489
12/03/2013,42.62,-0.004448093
11/03/2013,42.81,-0.005125827
08/03/2013,43.03,-0.005099687
07/03/2013,43.25,0.000231241
06/03/2013,43.24,0.01350428
05/03/2013,42.66,0.014878064
04/03/2013,42.03,0.002382088
01/03/2013,41.93,0.010790178
28/02/2013,41.48,-0.006008911
27/02/2013,41.73,0.018380203
26/02/2013,40.97,-0.007780248
25/02/2013,41.29,-0.012276
22/02/2013,41.8,0.004075278
21/02/2013,41.63,-0.014546578
20/02/2013,42.24,-0.018065007
19/02/2013,43.01,0.017828293
15/02/2013,42.25,-0.053680974
14/02/2013,44.58,-0.003806117
13/02/2013,44.75,0.002909256
12/02/2013,44.62,0.00044833
11/02/2013,44.6,-0.01070483
08/02/2013,45.08,0.001554002
07/02/2013,45.01,-0.001775805
06/02/2013,45.09,0.001998003
05/02/2013,45,0.016581155
04/02/2013,44.26,-0.023004923
01/02/2013,45.29,0.011324646
31/01/2013,44.78,0.008522142
30/01/2013,44.4,-0.005390849
29/01/2013,44.64,-0.012024193
28/01/2013,45.18,-0.002431747
25/01/2013,45.29,0.014008011
24/01/2013,44.66,0.008093569
23/01/2013,44.3,-0.007645641
22/01/2013,44.64,0.011037391
18/01/2013,44.15,0.006362212
17/01/2013,43.87,0.018868484
16/01/2013,43.05,-0.004403762
15/01/2013,43.24,-0.006914063
14/01/2013,43.54,0.002529609
11/01/2013,43.43,-0.005510921
10/01/2013,43.67,0.007354664
09/01/2013,43.35,0.026649543
08/01/2013,42.21,-0.008022695
07/01/2013,42.55,-0.007259135
04/01/2013,42.86,0.019555341
03/01/2013,42.03,0.003575263
02/01/2013,41.88,0.022700806
31/12/2012,40.94,0.027487183
28/12/2012,39.83,-0.020132406
27/12/2012,40.64,-0.006132731
26/12/2012,40.89,-0.004392394
24/12/2012,41.07,0.000487092
21/12/2012,41.05,-0.007523394
20/12/2012,41.36,0.018792499
19/12/2012,40.59,-0.019517575
18/12/2012,41.39,0.015828895
17/12/2012,40.74,0.022088006
14/12/2012,39.85,0.001255493
13/12/2012,39.8,-0.017681945
12/12/2012,40.51,0.02019767
11/12/2012,39.7,0.029135718
10/12/2012,38.56,0.019641852
07/12/2012,37.81,-0.013398335
06/12/2012,38.32,-0.008833521
05/12/2012,38.66,0.0138041
04/12/2012,38.13,0.005522696
03/12/2012,37.92,-0.009710088
30/11/2012,38.29,-0.001304972
29/11/2012,38.34,0.009697363
28/11/2012,37.97,0.016731236
27/11/2012,37.34,-0.003475475
26/11/2012,37.47,0.015871214
23/11/2012,36.88,0.028604811
21/11/2012,35.84,-0.012202037
20/11/2012,36.28,-0.033340939
19/11/2012,37.51,0.04638038
16/11/2012,35.81,0.001676915
15/11/2012,35.75,-0.010850016
14/11/2012,36.14,-0.005243561
13/11/2012,36.33,-0.01339733
12/11/2012,36.82,-0.002441341
09/11/2012,36.91,0.000813118
08/11/2012,36.88,-0.018802595
07/11/2012,37.58,-0.018455573
06/11/2012,38.28,0.017657594
05/11/2012,37.61,0.01635206
02/11/2012,37,-0.002699057
01/11/2012,37.1,0.030375848
31/10/2012,35.99,0.001390241
26/10/2012,35.94,-0.004718954
25/10/2012,36.11,0.007226268
24/10/2012,35.85,0.00952922
23/10/2012,35.51,-0.013704592
22/10/2012,36,0.006968669
19/10/2012,35.75,-0.024590271
18/10/2012,36.64,-0.038023322
17/10/2012,38.06,0.003948932
16/10/2012,37.91,0.019443947
15/10/2012,37.18,-0.001075269
12/10/2012,37.22,-0.010955353
11/10/2012,37.63,0.005863556
10/10/2012,37.41,-0.019587709
09/10/2012,38.15,-0.013279716
08/10/2012,38.66,-0.00515997
05/10/2012,38.86,-0.008711303
04/10/2012,39.2,0.005628053
03/10/2012,38.98,0.002825949
02/10/2012,38.87,0.000257301
01/10/2012,38.86,0.010606748
28/09/2012,38.45,-0.003375312
27/09/2012,38.58,0.008067708
26/09/2012,38.27,-0.001305654
25/09/2012,38.32,-0.009609216
24/09/2012,38.69,-0.007980477
21/09/2012,39,-0.005880114
20/09/2012,39.23,-0.016433185
19/09/2012,39.88,0.008309251
18/09/2012,39.55,-0.002020713
17/09/2012,39.63,-0.002520163
14/09/2012,39.73,0.034570079
13/09/2012,38.38,0.02346226
12/09/2012,37.49,-0.009028208
11/09/2012,37.83,-0.011302525
10/09/2012,38.26,-0.004173193
07/09/2012,38.42,0.0247707
06/09/2012,37.48,0.019941378
05/09/2012,36.74,-0.008402272
04/09/2012,37.05,-0.002964562
31/08/2012,37.16,0.003234504
30/08/2012,37.04,-0.003234504
29/08/2012,37.16,0.005667267
28/08/2012,36.95,-0.013174004
27/08/2012,37.44,-0.010891328
24/08/2012,37.85,0.010090367
23/08/2012,37.47,0.000266916
22/08/2012,37.46,0.008848429
21/08/2012,37.13,0.012193621
20/08/2012,36.68,-0.014614604
17/08/2012,37.22,0.00188248
16/08/2012,37.15,-0.085844254
15/08/2012,40.48,-0.000247005
14/08/2012,40.49,0.002720417
13/08/2012,40.38,-0.003707828
10/08/2012,40.53,-0.006639641
09/08/2012,40.8,0.003437273
08/08/2012,40.66,0.010134804
07/08/2012,40.25,0.025668244
06/08/2012,39.23,0.003063571
03/08/2012,39.11,0.035392713
02/08/2012,37.75,-0.011326343
01/08/2012,38.18,-0.002876947
31/07/2012,38.29,0.002876947
30/07/2012,38.18,0.006305854
27/07/2012,37.94,0.035684537
26/07/2012,36.61,0.012921142
25/07/2012,36.14,0.014773788
24/07/2012,35.61,-0.029877741
23/07/2012,36.69,-0.023435416
20/07/2012,37.56,-0.023679086
19/07/2012,38.46,0.00260349
18/07/2012,38.36,0.026950112
17/07/2012,37.34,0.013752408
16/07/2012,36.83,-0.005685679
13/07/2012,37.04,0.014138354
12/07/2012,36.52,-0.018179852
11/07/2012,37.19,-0.008034323
10/07/2012,37.49,-0.003461593
09/07/2012,37.62,-0.00926055
06/07/2012,37.97,-0.036207731
05/07/2012,39.37,-0.004308713
03/07/2012,39.54,0.016061531
02/07/2012,38.91,-0.008445348
29/06/2012,39.24,0.039506177
28/06/2012,37.72,-0.01656407
27/06/2012,38.35,0.009431561
26/06/2012,37.99,0.008724444
25/06/2012,37.66,-0.035732058
22/06/2012,39.03,-0.002303264
21/06/2012,39.12,-0.038118958
20/06/2012,40.64,-0.012471124
19/06/2012,41.15,0.024601487
18/06/2012,40.15,0.003493018
15/06/2012,40.01,0.016633448
14/06/2012,39.35,0.008934329
13/06/2012,39,-0.011979244
12/06/2012,39.47,0.012492196
11/06/2012,38.98,-0.015780424
08/06/2012,39.6,-0.009049836
07/06/2012,39.96,0.004766095
06/06/2012,39.77,0.037924094
05/06/2012,38.29,0.011822021
04/06/2012,37.84,-0.009992195
01/06/2012,38.22,-0.061885869
31/05/2012,40.66,-0.016827613
30/05/2012,41.35,-0.019873754
29/05/2012,42.18,0.028130236
25/05/2012,41.01,-0.000243813
24/05/2012,41.02,0.006113236
23/05/2012,40.77,0.006891487
22/05/2012,40.49,0.012425607
21/05/2012,39.99,0.032014929
18/05/2012,38.73,-0.022971914
17/05/2012,39.63,-0.003274975
16/05/2012,39.76,-0.018687475
15/05/2012,40.51,0.040554607
14/05/2012,38.9,-0.014039797
11/05/2012,39.45,-0.00732419
10/05/2012,39.74,-0.004769684
09/05/2012,39.93,-0.008478854
08/05/2012,40.27,-0.014544815
07/05/2012,40.86,-0.00366435
04/05/2012,41.01,-0.02884122
03/05/2012,42.21,-0.019472756
02/05/2012,43.04,0.001627718
01/05/2012,42.97,0.018556023
30/04/2012,42.18,-0.00896867
27/04/2012,42.56,0.01348335
26/04/2012,41.99,0.019478793
25/04/2012,41.18,0.034085789
24/04/2012,39.8,-0.036268931
23/04/2012,41.27,-0.019911897
20/04/2012,42.1,0.004284701
19/04/2012,41.92,-0.009496748
18/04/2012,42.32,-0.007767486
17/04/2012,42.65,0.015595779
16/04/2012,41.99,-0.005936145
13/04/2012,42.24,-0.030082716
12/04/2012,43.53,0.024652411
11/04/2012,42.47,0.004010858
10/04/2012,42.3,-0.029122617
09/04/2012,43.55,-0.027628569
05/04/2012,44.77,0.023275257
04/04/2012,43.74,-0.024614543
03/04/2012,44.83,-0.000891862
02/04/2012,44.87,0.008055537
30/03/2012,44.51,0.001123974
29/03/2012,44.46,-0.00291971
28/03/2012,44.59,-0.023932009
27/03/2012,45.67,0.013668643
26/03/2012,45.05,0.016788307
23/03/2012,44.3,0.013407768
22/03/2012,43.71,-0.02284392
21/03/2012,44.72,-0.002456729
20/03/2012,44.83,-0.011753101
19/03/2012,45.36,-0.005715557
16/03/2012,45.62,-0.005247061
15/03/2012,45.86,0.019597677
14/03/2012,44.97,-0.003108351
13/03/2012,45.11,0.033588191
12/03/2012,43.62,-0.021096393
09/03/2012,44.55,0.006079046
08/03/2012,44.28,0.018692133
07/03/2012,43.46,0.027526814
06/03/2012,42.28,-0.011756543
05/03/2012,42.78,-0.02173496
02/03/2012,43.72,-0.010013739
01/03/2012,44.16,0.012303641
29/02/2012,43.62,-0.000229226
28/02/2012,43.63,0.006438284
27/02/2012,43.35,0.007641579
24/02/2012,43.02,-0.009024705
23/02/2012,43.41,0.016022635
22/02/2012,42.72,0.002578227
21/02/2012,42.61,-0.012361673
17/02/2012,43.14,-0.015867873
16/02/2012,43.83,0.004344353
15/02/2012,43.64,-0.003202931
14/02/2012,43.78,-0.001369551
13/02/2012,43.84,-0.006819758
10/02/2012,44.14,-0.021294092
09/02/2012,45.09,0.002664892
08/02/2012,44.97,0.008261742
07/02/2012,44.6,-0.001344387
06/02/2012,44.66,-0.013787187
03/02/2012,45.28,0.035059771
02/02/2012,43.72,-0.010692856
01/02/2012,44.19,0.039700575
31/01/2012,42.47,-0.016116196
30/01/2012,43.16,0.011183714
27/01/2012,42.68,0.000468713
26/01/2012,42.66,-0.032063639
25/01/2012,44.05,0.033471099
24/01/2012,42.6,0.038282187
23/01/2012,41,0
20/01/2012,41,-0.02051973
19/01/2012,41.85,0.013955953
18/01/2012,41.27,0.031506421
17/01/2012,39.99,0.023530497
13/01/2012,39.06,-0.011707947
12/01/2012,39.52,0.015298616
11/01/2012,38.92,-0.00461421
10/01/2012,39.1,0.018585976
09/01/2012,38.38,0.025865786
06/01/2012,37.4,0.010752792
05/01/2012,37,0.022135075
04/01/2012,36.19,-0.007981328
03/01/2012,36.48,0.043418106
30/12/2011,34.93,-0.003714821
29/12/2011,35.06,0.027470283
28/12/2011,34.11,-0.032874933
27/12/2011,35.25,-0.003115709
23/12/2011,35.36,0.014815086
22/12/2011,34.84,0.013873055
21/12/2011,34.36,-0.006382383
20/12/2011,34.58,0.039822398
19/12/2011,33.23,-0.006897613
16/12/2011,33.46,0.000298909
15/12/2011,33.45,0.01566769
14/12/2011,32.93,-0.00665862
13/12/2011,33.15,-0.017344932
12/12/2011,33.73,-0.046344812
09/12/2011,35.33,0.026094671
08/12/2011,34.42,-0.063048452
07/12/2011,36.66,-0.008690984
06/12/2011,36.98,-0.002160995
05/12/2011,37.06,0.008127923
02/12/2011,36.76,-0.028427766
01/12/2011,37.82,0.00849713
30/11/2011,37.5,0.068421606
29/11/2011,35.02,-0.003989746
28/11/2011,35.16,0.03856109
25/11/2011,33.83,0.006821916
23/11/2011,33.6,-0.057257615
22/11/2011,35.58,-0.005884843
21/11/2011,35.79,-0.028101023
18/11/2011,36.81,-0.010807995
17/11/2011,37.21,-0.036156465
16/11/2011,38.58,0.008590447
15/11/2011,38.25,0.018470182
14/11/2011,37.55,0.002399681
11/11/2011,37.46,0.016146745
10/11/2011,36.86,0.021665457
09/11/2011,36.07,-0.071669261
08/11/2011,38.75,0.026410216
07/11/2011,37.74,0.022238023
04/11/2011,36.91,-0.005942751
03/11/2011,37.13,0.026471733
02/11/2011,36.16,0.024353898
01/11/2011,35.29,-0.049208379
31/10/2011,37.07,-0.098077517
28/10/2011,40.89,0.02200608
27/10/2011,40,0.111210929
26/10/2011,35.79,-0.003904076
25/10/2011,35.93,-0.04383443
24/10/2011,37.54,0.062374287
21/10/2011,35.27,0.044645095
20/10/2011,33.73,0.022183164
19/10/2011,32.99,-0.01474376
18/10/2011,33.48,0.012321719
17/10/2011,33.07,-0.00813135
14/10/2011,33.34,0.026441291
13/10/2011,32.47,-0.039552325
12/10/2011,33.78,-0.004430667
11/10/2011,33.93,0.018441927
10/10/2011,33.31,0.06000563
07/10/2011,31.37,-0.066886734
06/10/2011,33.54,0.043259867
05/10/2011,32.12,0.035169156
04/10/2011,31.01,0.053315059
03/10/2011,29.4,-0.061024702
30/09/2011,31.25,-0.039835908
29/09/2011,32.52,0.027433142
28/09/2011,31.64,-0.058912739
27/09/2011,33.56,0.035485148
26/09/2011,32.39,0.022164166
23/09/2011,31.68,0.012387009
22/09/2011,31.29,-0.030219486
21/09/2011,32.25,-0.08325757
20/09/2011,35.05,0.002571063
19/09/2011,34.96,-0.039264719
16/09/2011,36.36,-0.01852914
15/09/2011,37.04,0.012496767
14/09/2011,36.58,0.050459134
13/09/2011,34.78,0.040187253
12/09/2011,33.41,0.001497679
09/09/2011,33.36,-0.02311214
08/09/2011,34.14,-0.04440082
07/09/2011,35.69,0.050865727
06/09/2011,33.92,-0.014051753
02/09/2011,34.4,-0.041008024
01/09/2011,35.84,-0.028333624
31/08/2011,36.87,0.006803673
30/08/2011,36.62,-0.002727027
29/08/2011,36.72,0.051694705
26/08/2011,34.87,0.054210621
25/08/2011,33.03,-0.001512631
24/08/2011,33.08,0.037577566
23/08/2011,31.86,0.043624621
22/08/2011,30.5,-0.018837842
19/08/2011,31.08,-0.03633317
18/08/2011,32.23,-0.105050198
17/08/2011,35.8,-0.022919683
16/08/2011,36.63,-0.023473356
15/08/2011,37.5,0.035005609
12/08/2011,36.21,0.048086187
11/08/2011,34.51,0.080211755
10/08/2011,31.85,-0.071480617
09/08/2011,34.21,0.049433458
08/08/2011,32.56,-0.116690438
05/08/2011,36.59,-0.008707538
04/08/2011,36.91,-0.06019423
03/08/2011,39.2,0.006654747
02/08/2011,38.94,-0.046414953
01/08/2011,40.79,-0.033034951
29/07/2011,42.16,-0.000474271
28/07/2011,42.18,-0.006616281
27/07/2011,42.46,-0.054538142
26/07/2011,44.84,-0.034198861
25/07/2011,46.4,-0.010504974
22/07/2011,46.89,-0.000639591
21/07/2011,46.92,0
20/07/2011,46.92,-0.000426167
19/07/2011,46.94,0.032037372
18/07/2011,45.46,-0.035015464
15/07/2011,47.08,-0.005296062
14/07/2011,47.33,-0.016969088
13/07/2011,48.14,0.00145515
12/07/2011,48.07,-0.020997066
11/07/2011,49.09,-0.02295711
08/07/2011,50.23,-0.041912381
07/07/2011,52.38,0.010748664
06/07/2011,51.82,0.003092387
05/07/2011,51.66,-0.006559931
01/07/2011,52,0.017263546
30/06/2011,51.11,0.010226244
29/06/2011,50.59,0.00217671
28/06/2011,50.48,0.03282284
27/06/2011,48.85,0.007396787
24/06/2011,48.49,-0.018187893
23/06/2011,49.38,0.008746115
22/06/2011,48.95,-0.017617141
21/06/2011,49.82,0.029330005
20/06/2011,48.38,0.019831565
17/06/2011,47.43,0.007831557
16/06/2011,47.06,-0.006565734
15/06/2011,47.37,-0.033218749
14/06/2011,48.97,0.029846775
13/06/2011,47.53,-0.01379044
10/06/2011,48.19,-0.010732817
09/06/2011,48.71,0.020114727
08/06/2011,47.74,0.000838223
07/06/2011,47.7,0.013508015
06/06/2011,47.06,-0.007831557
03/06/2011,47.43,-0.015689057
02/06/2011,48.18,0.003742986
01/06/2011,48,-0.038218609
31/05/2011,49.87,0.005428786
27/05/2011,49.6,0.004242859
26/05/2011,49.39,0.007519596
25/05/2011,49.02,0.006754708
24/05/2011,48.69,-0.008385365
23/05/2011,49.1,-0.032066876
20/05/2011,50.7,-0.009032066
19/05/2011,51.16,-0.011079907
18/05/2011,51.73,0.010884461
17/05/2011,51.17,-0.022225284
16/05/2011,52.32,-0.004957112
13/05/2011,52.58,0.043734499
12/05/2011,50.33,0.005978495
11/05/2011,50.03,-0.012711194
10/05/2011,50.67,0.015713899
09/05/2011,49.88,0.003011748
06/05/2011,49.73,0.011324691
05/05/2011,49.17,-0.006688988
04/05/2011,49.5,-0.021978907
03/05/2011,50.6,0.003167065
02/05/2011,50.44,0.010563128
29/04/2011,49.91,-0.008181229
28/04/2011,50.32,0.005779787
27/04/2011,50.03,0.012672401
26/04/2011,49.4,0.025006427
25/04/2011,48.18,-0.023791114
21/04/2011,49.34,0.014288873
20/04/2011,48.64,0.039845909
19/04/2011,46.74,0.003429065
18/04/2011,46.58,-0.019558447
15/04/2011,47.5,0.0184856
14/04/2011,46.63,0.000858185
13/04/2011,46.59,0.036057659
12/04/2011,44.94,-0.001111976
11/04/2011,44.99,0.00222519
08/04/2011,44.89,0.000445633
07/04/2011,44.87,-0.009316838
06/04/2011,45.29,-0.001103388
05/04/2011,45.34,0.011312087
04/04/2011,44.83,-0.006891213
01/04/2011,45.14,0.00800716
31/03/2011,44.78,-0.006898881
30/03/2011,45.09,0.011823897
29/03/2011,44.56,0.013556466
28/03/2011,43.96,-0.001818182
25/03/2011,44.04,0.002956227
24/03/2011,43.91,0.005480717
23/03/2011,43.67,0.011052381
22/03/2011,43.19,-0.017443637
21/03/2011,43.95,0.023248832
18/03/2011,42.94,0.01147688
17/03/2011,42.45,0.002830858
16/03/2011,42.33,-0.03459428
15/03/2011,43.82,-0.023010264
14/03/2011,44.84,-0.011089047
11/03/2011,45.34,0.010197384
10/03/2011,44.88,-0.025735501
09/03/2011,46.05,0.001738753
08/03/2011,45.97,0.002177701
07/03/2011,45.87,-0.019002947
04/03/2011,46.75,0.087808973
03/03/2011,42.82,0.032276176
02/03/2011,41.46,0.018992536
01/03/2011,40.68,-0.033835997
28/02/2011,42.08,-0.006631952
25/02/2011,42.36,0.028980594
24/02/2011,41.15,0.017157284
23/02/2011,40.45,-0.049202111
22/02/2011,42.49,-0.033101043
18/02/2011,43.92,0
17/02/2011,43.92,0.008000957
16/02/2011,43.57,0.021341566
15/02/2011,42.65,-0.048957626
14/02/2011,44.79,-0.005121935
11/02/2011,45.02,0.022917202
10/02/2011,44,0.013039187
09/02/2011,43.43,-0.016895379
08/02/2011,44.17,-0.006094139
07/02/2011,44.44,0.033172434
04/02/2011,42.99,0.047639396
03/02/2011,40.99,-0.005838012
02/02/2011,41.23,-0.01969324
01/02/2011,42.05,0.005245601
31/01/2011,41.83,0.020529643
28/01/2011,40.98,-0.03524277
27/01/2011,42.45,-0.002822867
26/01/2011,42.57,-0.002814921
