Date,Close,HST
22/05/2013,18.25,-0.014146047
21/05/2013,18.51,-0.001619434
20/05/2013,18.54,-0.01232929
17/05/2013,18.77,0.003736327
16/05/2013,18.7,0.001070091
15/05/2013,18.68,0.010764367
14/05/2013,18.48,0
13/05/2013,18.48,-0.004858309
10/05/2013,18.57,0.011917801
09/05/2013,18.35,-0.005434796
08/05/2013,18.45,-0.006483005
07/05/2013,18.57,0.007025157
06/05/2013,18.44,0.004892644
03/05/2013,18.35,-0.003264421
02/05/2013,18.41,0.009825407
01/05/2013,18.23,-0.002191782
30/04/2013,18.27,0.023256862
29/04/2013,17.85,0.006745388
26/04/2013,17.73,-0.00842465
25/04/2013,17.88,0.002239643
24/04/2013,17.84,-0.009484032
23/04/2013,18.01,0.019058873
22/04/2013,17.67,0.005675384
19/04/2013,17.57,0.023029227
18/04/2013,17.17,-0.008120694
17/04/2013,17.31,-0.020583917
16/04/2013,17.67,0.027540467
15/04/2013,17.19,-0.03879551
12/04/2013,17.87,-0.005580372
11/04/2013,17.97,0.009505243
10/04/2013,17.8,0.011867899
09/04/2013,17.59,-0.004537728
08/04/2013,17.67,0.012528638
05/04/2013,17.45,-0.00799091
04/04/2013,17.59,0.023584642
03/04/2013,17.18,-0.004066227
02/04/2013,17.25,-0.009806828
01/04/2013,17.42,-0.004010318
28/03/2013,17.49,0.011500989
27/03/2013,17.29,0.008130126
26/03/2013,17.15,0.009373238
25/03/2013,16.99,-0.000588408
22/03/2013,17,0.014218249
21/03/2013,16.76,-0.0159814
20/03/2013,17.03,0.001175088
19/03/2013,17.01,-0.019214565
18/03/2013,17.34,-0.022242149
15/03/2013,17.73,0.011915035
14/03/2013,17.52,0.011481182
13/03/2013,17.32,0.006371293
12/03/2013,17.21,-0.003480282
11/03/2013,17.27,0.019883696
08/03/2013,16.93,0.023305507
07/03/2013,16.54,0.002421309
06/03/2013,16.5,-0.006644543
05/03/2013,16.61,-0.000601866
04/03/2013,16.62,0.000601866
01/03/2013,16.61,-0.003605773
28/02/2013,16.67,-0.001798023
27/02/2013,16.7,0.006608615
26/02/2013,16.59,0.005439723
25/02/2013,16.5,-0.02336135
22/02/2013,16.89,0.027612799
21/02/2013,16.43,-0.035867563
20/02/2013,17.03,-0.014573269
19/02/2013,17.28,0.006386088
15/02/2013,17.17,0.001165501
14/02/2013,17.15,0
13/02/2013,17.15,-0.001747743
12/02/2013,17.18,0.016432295
11/02/2013,16.9,0.005339675
08/02/2013,16.81,0.016192258
07/02/2013,16.54,0.001209922
06/02/2013,16.52,-0.001814334
05/02/2013,16.55,0.008495197
04/02/2013,16.41,-0.016918833
01/02/2013,16.69,-0.005973733
31/01/2013,16.79,0.00059577
30/01/2013,16.78,-0.022393393
29/01/2013,17.16,-0.005231049
28/01/2013,17.25,0.003484324
25/01/2013,17.19,0.016422656
24/01/2013,16.91,0.001775674
23/01/2013,16.88,0.004750603
22/01/2013,16.8,0.005371544
18/01/2013,16.71,0.009621241
17/01/2013,16.55,-0.005423334
16/01/2013,16.64,-0.008378266
15/01/2013,16.78,0.008378266
14/01/2013,16.64,-0.001801261
11/01/2013,16.67,-0.013702925
10/01/2013,16.9,0.011306279
09/01/2013,16.71,-0.002390916
08/01/2013,16.75,-0.002385213
07/01/2013,16.79,0.006573074
04/01/2013,16.68,0.0199825
03/01/2013,16.35,0.012927235
02/01/2013,16.14,0.029552606
31/12/2012,15.67,0.018680092
28/12/2012,15.38,-0.012278022
27/12/2012,15.57,-0.004485749
26/12/2012,15.64,-0.010178205
24/12/2012,15.8,0
21/12/2012,15.8,-0.003790276
20/12/2012,15.86,0.019096697
19/12/2012,15.56,-0.007044538
18/12/2012,15.67,0.022588892
17/12/2012,15.32,0.003924138
14/12/2012,15.26,0.006574646
13/12/2012,15.16,-0.004606787
12/12/2012,15.23,-0.002622952
11/12/2012,15.27,0.008549871
10/12/2012,15.14,0.003307975
07/12/2012,15.09,0.007316295
06/12/2012,14.98,0.023641763
05/12/2012,14.63,0
04/12/2012,14.63,0.006858737
03/12/2012,14.53,-0.010951513
30/11/2012,14.69,0
29/11/2012,14.69,0.019938784
28/11/2012,14.4,-0.00623055
27/11/2012,14.49,-0.004819286
26/11/2012,14.56,-0.00820798
23/11/2012,14.68,0.01648389
21/11/2012,14.44,-0.002075407
20/11/2012,14.47,0.020950487
19/11/2012,14.17,0.027908788
16/11/2012,13.78,-0.006509969
15/11/2012,13.87,-0.009329095
14/11/2012,14,-0.026781023
13/11/2012,14.38,0.009081446
12/11/2012,14.25,0.000702001
09/11/2012,14.24,0.002108964
08/11/2012,14.21,-0.009804
07/11/2012,14.35,-0.022736081
06/11/2012,14.68,0.01648389
05/11/2012,14.44,-0.013755375
02/11/2012,14.64,0.003421146
01/11/2012,14.59,0.008950146
31/10/2012,14.46,-0.02256506
26/10/2012,14.79,-0.010760023
25/10/2012,14.95,-0.007994713
24/10/2012,15.07,-0.007931304
23/10/2012,15.19,-0.018265348
22/10/2012,15.47,-0.005157974
19/10/2012,15.55,-0.008325376
18/10/2012,15.68,-0.000637552
17/10/2012,15.69,-0.000637146
16/10/2012,15.7,-0.004448689
15/10/2012,15.77,0.005085834
12/10/2012,15.69,-0.010145934
11/10/2012,15.85,0.011421444
10/10/2012,15.67,0.008974419
09/10/2012,15.53,-0.005778507
08/10/2012,15.62,-0.006381643
05/10/2012,15.72,-0.001906578
04/10/2012,15.75,0.005092309
03/10/2012,15.67,0.003195912
02/10/2012,15.62,-0.00892294
01/10/2012,15.76,-0.018233765
28/09/2012,16.05,-0.004351888
27/09/2012,16.12,0.004975135
26/09/2012,16.04,-0.00621506
25/09/2012,16.14,-0.028102033
24/09/2012,16.6,-0.00240674
21/09/2012,16.64,0.003612286
20/09/2012,16.58,-0.02324993
19/09/2012,16.97,-0.011134015
18/09/2012,17.16,-0.002909516
17/09/2012,17.21,-0.002321533
14/09/2012,17.25,0.015187208
13/09/2012,16.99,0.024427786
12/09/2012,16.58,0.004836769
11/09/2012,16.5,0.001819837
10/09/2012,16.47,0.010375436
07/09/2012,16.3,0.028626721
06/09/2012,15.84,0.043878006
05/09/2012,15.16,-0.006574646
04/09/2012,15.26,-0.002617803
31/08/2012,15.3,0.01051258
30/08/2012,15.14,-0.007239255
29/08/2012,15.25,-0.003273325
28/08/2012,15.3,0.005242476
27/08/2012,15.22,-0.008505122
24/08/2012,15.35,0.007848307
23/08/2012,15.23,-0.008499561
22/08/2012,15.36,-0.00389864
21/08/2012,15.42,-0.005819609
20/08/2012,15.51,-0.003218542
17/08/2012,15.56,-0.004488626
16/08/2012,15.63,0.015474197
15/08/2012,15.39,0.013739176
14/08/2012,15.18,-0.005911347
13/08/2012,15.27,-0.000654665
10/08/2012,15.28,0.004591677
09/08/2012,15.21,0.004612858
08/08/2012,15.14,-0.003297069
07/08/2012,15.19,0
06/08/2012,15.19,0.009923998
03/08/2012,15.04,0.035186309
02/08/2012,14.52,-0.008230499
01/08/2012,14.64,-0.002728515
31/07/2012,14.68,0.004095569
30/07/2012,14.62,-0.009530365
27/07/2012,14.76,0.023998409
26/07/2012,14.41,0.024588524
25/07/2012,14.06,-0.009203605
24/07/2012,14.19,-0.030536724
23/07/2012,14.63,-0.027639103
20/07/2012,15.04,-0.010582109
19/07/2012,15.2,-0.01242252
18/07/2012,15.39,-0.007122076
17/07/2012,15.5,0.00777206
16/07/2012,15.38,0.009800797
13/07/2012,15.23,0.014550521
12/07/2012,15.01,-0.032123378
11/07/2012,15.5,0.001937359
10/07/2012,15.47,-0.023635722
09/07/2012,15.84,-0.010050336
06/07/2012,16,-0.009331327
05/07/2012,16.15,-0.001855862
03/07/2012,16.18,0.016828069
02/07/2012,15.91,0.00567288
29/06/2012,15.82,0.03866461
28/06/2012,15.22,0.005270104
27/06/2012,15.14,0.001983472
26/06/2012,15.11,0.008640798
25/06/2012,14.98,-0.02894939
22/06/2012,15.42,-0.002590675
21/06/2012,15.46,-0.024282343
20/06/2012,15.84,-0.003780723
19/06/2012,15.9,0.010113866
18/06/2012,15.74,0.010217203
15/06/2012,15.58,0.021408537
14/06/2012,15.25,0.018531305
13/06/2012,14.97,-0.028319311
12/06/2012,15.4,0.023654191
11/06/2012,15.04,-0.019750477
08/06/2012,15.34,0.007853444
07/06/2012,15.22,-0.010457612
06/06/2012,15.38,0.043181734
05/06/2012,14.73,0.028927637
04/06/2012,14.31,-0.008350779
01/06/2012,14.43,-0.055925653
31/05/2012,15.26,0.006574646
30/05/2012,15.16,-0.024113257
29/05/2012,15.53,0.024773105
25/05/2012,15.15,0.003968259
24/05/2012,15.09,-0.002647255
23/05/2012,15.13,0.004637305
22/05/2012,15.06,0.012024193
21/05/2012,14.88,0.053134264
18/05/2012,14.11,-0.02657499
17/05/2012,14.49,-0.054394072
16/05/2012,15.3,-0.01620781
15/05/2012,15.55,-0.007687418
14/05/2012,15.67,-0.028932836
11/05/2012,16.13,0.004349184
10/05/2012,16.06,0.005619746
09/05/2012,15.97,-0.006864302
08/05/2012,16.08,-0.007434978
07/05/2012,16.2,-0.004311679
04/05/2012,16.27,-0.01403746
03/05/2012,16.5,-0.020990276
02/05/2012,16.85,-0.012385885
01/05/2012,17.06,0.024927107
30/04/2012,16.64,-0.008974036
27/04/2012,16.79,0.008373255
26/04/2012,16.65,0.002405293
25/04/2012,16.61,-0.010182777
24/04/2012,16.78,0.02473731
23/04/2012,16.37,-0.02473731
20/04/2012,16.78,0.010785006
19/04/2012,16.6,0.019465335
18/04/2012,16.28,-0.012816776
17/04/2012,16.49,0.006693058
16/04/2012,16.38,0.004282662
13/04/2012,16.31,-0.005502918
12/04/2012,16.4,0.024067808
11/04/2012,16.01,0.027867541
10/04/2012,15.57,-0.020973123
09/04/2012,15.9,-0.018692133
05/04/2012,16.2,-0.003081667
04/04/2012,16.25,-0.026716829
03/04/2012,16.69,0.009028048
02/04/2012,16.54,0.007281586
30/03/2012,16.42,0.024662162
29/03/2012,16.02,-0.009319732
28/03/2012,16.17,-0.022624016
27/03/2012,16.54,-0.007829007
26/03/2012,16.67,0.028599455
23/03/2012,16.2,0.00619197
22/03/2012,16.1,-0.014184635
21/03/2012,16.33,-0.00732157
20/03/2012,16.45,-0.003034904
19/03/2012,16.5,0.031396854
16/03/2012,15.99,0.005644418
15/03/2012,15.9,0.001258653
14/03/2012,15.88,-0.019950786
13/03/2012,16.2,0.048697576
12/03/2012,15.43,-0.007746972
09/03/2012,15.55,0.013596843
08/03/2012,15.34,0.003919012
07/03/2012,15.28,0.014502561
06/03/2012,15.06,-0.030731415
05/03/2012,15.53,0.000644122
02/03/2012,15.52,-0.008980176
01/03/2012,15.66,-0.007633625
29/02/2012,15.78,-0.005687219
28/02/2012,15.87,-0.010031432
27/02/2012,16.03,0.003124026
24/02/2012,15.98,-0.009342952
23/02/2012,16.13,0.023205808
22/02/2012,15.76,-0.010729039
21/02/2012,15.93,-0.029077211
17/02/2012,16.4,0.003053437
16/02/2012,16.35,0.010451986
15/02/2012,16.18,-0.009227995
14/02/2012,16.33,-0.040797499
13/02/2012,17.01,0.019591009
10/02/2012,16.68,-0.013103225
09/02/2012,16.9,-0.012349466
08/02/2012,17.11,-0.000584283
07/02/2012,17.12,-0.007564773
06/02/2012,17.25,0.019906981
03/02/2012,16.91,0.037967802
02/02/2012,16.28,-0.015844329
01/02/2012,16.54,0.007281586
31/01/2012,16.42,0.005496197
30/01/2012,16.33,-0.011567861
27/01/2012,16.52,0.007900375
26/01/2012,16.39,-0.013935397
25/01/2012,16.62,0.009673594
24/01/2012,16.46,0.011610274
23/01/2012,16.27,0.00246154
20/01/2012,16.23,0.023061165
19/01/2012,15.86,0
18/01/2012,15.86,0.017170533
17/01/2012,15.59,0.001926164
13/01/2012,15.56,-0.005767398
12/01/2012,15.65,-0.003189795
11/01/2012,15.7,0.012820688
10/01/2012,15.5,0.024160496
09/01/2012,15.13,0.009296216
06/01/2012,14.99,0.004010701
05/01/2012,14.93,0.014845077
04/01/2012,14.71,-0.010818226
03/01/2012,14.87,0.006747664
30/12/2011,14.77,0.001355014
29/12/2011,14.75,0.018474696
28/12/2011,14.48,-0.013036205
27/12/2011,14.67,0.010277583
23/12/2011,14.52,-0.002063984
22/12/2011,14.55,0.017331456
21/12/2011,14.3,0.002801122
20/12/2011,14.26,0.045185169
19/12/2011,13.63,-0.018175709
16/12/2011,13.88,0.005780363
15/12/2011,13.8,0.006543099
14/12/2011,13.71,-0.012323462
13/12/2011,13.88,-0.015016371
12/12/2011,14.09,-0.015493268
09/12/2011,14.31,0.019048195
08/12/2011,14.04,-0.032238251
07/12/2011,14.5,0.004146516
06/12/2011,14.44,-0.010334229
05/12/2011,14.59,0.019377769
02/12/2011,14.31,0.00983154
01/12/2011,14.17,0.00141243
30/11/2011,14.15,0.069497794
29/11/2011,13.2,0
28/11/2011,13.2,0.029990714
25/11/2011,12.81,0.01415118
23/11/2011,12.63,-0.039586077
22/11/2011,13.14,-0.020339684
21/11/2011,13.41,-0.027942995
18/11/2011,13.79,0.018295424
17/11/2011,13.54,-0.031979469
16/11/2011,13.98,-0.017021688
15/11/2011,14.22,0.019887019
14/11/2011,13.94,-0.011412392
11/11/2011,14.1,0.053161406
10/11/2011,13.37,-0.001494769
09/11/2011,13.39,-0.080329907
08/11/2011,14.51,0.009695367
07/11/2011,14.37,-0.011760772
04/11/2011,14.54,-0.005486982
03/11/2011,14.62,0.022830462
02/11/2011,14.29,0.045088138
01/11/2011,13.66,-0.043687577
31/10/2011,14.27,-0.022176931
28/10/2011,14.59,-0.001369863
27/10/2011,14.61,0.062123006
26/10/2011,13.73,0.028066835
25/10/2011,13.35,-0.034600433
24/10/2011,13.82,0.027137712
21/10/2011,13.45,0.055803548
20/10/2011,12.72,0.008685408
19/10/2011,12.61,-0.022737161
18/10/2011,12.9,0.073154342
17/10/2011,11.99,-0.031201217
14/10/2011,12.37,0.043790557
13/10/2011,11.84,0
12/10/2011,11.84,0.041385216
11/10/2011,11.36,-0.011378679
10/10/2011,11.49,0.064712601
07/10/2011,10.77,-0.011080446
06/10/2011,10.89,0.031719077
05/10/2011,10.55,-0.008494624
04/10/2011,10.64,0.045178274
03/10/2011,10.17,-0.072983587
30/09/2011,10.94,-0.027942332
29/09/2011,11.25,0.02338236
28/09/2011,10.99,-0.041003962
27/09/2011,11.45,0.022969208
26/09/2011,11.19,0.058894662
23/09/2011,10.55,0.005703438
22/09/2011,10.49,-0.031897639
21/09/2011,10.83,-0.060896162
20/09/2011,11.51,-0.012089957
19/09/2011,11.65,-0.039550801
16/09/2011,12.12,0.02591035
15/09/2011,11.81,0.0309569
14/09/2011,11.45,0.037370897
13/09/2011,11.03,0.025713079
12/09/2011,10.75,0.00559703
09/09/2011,10.69,-0.027677043
08/09/2011,10.99,-0.03487166
07/09/2011,11.38,0.058813872
06/09/2011,10.73,-0.03119519
02/09/2011,11.07,-0.055350095
01/09/2011,11.7,-0.011049836
31/08/2011,11.83,0.020496021
30/08/2011,11.59,0.024455367
29/08/2011,11.31,0.062948274
26/08/2011,10.62,0
25/08/2011,10.62,-0.035156257
24/08/2011,11,0.008215473
23/08/2011,10.91,0.028825799
22/08/2011,10.6,-0.016838564
19/08/2011,10.78,-0.046224813
18/08/2011,11.29,-0.091356808
17/08/2011,12.37,0.003238869
16/08/2011,12.33,-0.016888218
15/08/2011,12.54,0.035718083
12/08/2011,12.1,-0.032523192
11/08/2011,12.5,0.040821995
10/08/2011,12,-0.036813973
09/08/2011,12.45,0.048549229
08/08/2011,11.86,-0.131738049
05/08/2011,13.53,-0.011756197
04/08/2011,13.69,-0.078636989
03/08/2011,14.81,-0.008069983
02/08/2011,14.93,-0.042615429
01/08/2011,15.58,-0.01718146
29/07/2011,15.85,-0.018750549
28/07/2011,16.15,0
27/07/2011,16.15,-0.043023903
26/07/2011,16.86,0.009535233
25/07/2011,16.7,-0.01603836
22/07/2011,16.97,0
21/07/2011,16.97,0.00176939
20/07/2011,16.94,0.025711431
19/07/2011,16.51,0.001212121
18/07/2011,16.49,-0.01862475
15/07/2011,16.8,0.009569451
14/07/2011,16.64,-0.03542283
13/07/2011,17.24,-0.002317498
12/07/2011,17.28,0.017513582
11/07/2011,16.98,-0.027303468
08/07/2011,17.45,-0.005714301
07/07/2011,17.55,0.011461444
06/07/2011,17.35,-0.005747142
05/07/2011,17.45,-0.010262348
01/07/2011,17.63,0.039334163
30/06/2011,16.95,0.023881732
29/06/2011,16.55,0.004238577
28/06/2011,16.48,0.01343942
27/06/2011,16.26,0.007407441
24/06/2011,16.14,0.000619771
23/06/2011,16.13,-0.017210013
22/06/2011,16.41,-0.003649639
21/06/2011,16.47,0.010375436
20/06/2011,16.3,0.012967147
17/06/2011,16.09,0.015028461
16/06/2011,15.85,0.00315956
15/06/2011,15.8,-0.020050797
14/06/2011,16.12,0.011856613
13/06/2011,15.93,0.008194184
10/06/2011,15.8,-0.034829391
09/06/2011,16.36,-0.005486146
08/06/2011,16.45,-0.011483958
07/06/2011,16.64,0.007237667
06/06/2011,16.52,-0.022149963
03/06/2011,16.89,-0.001774623
02/06/2011,16.92,-0.001181335
01/06/2011,16.94,-0.037084203
31/05/2011,17.58,-0.000568666
27/05/2011,17.59,0.00341686
26/05/2011,17.53,0.03778421
25/05/2011,16.88,0.004155542
24/05/2011,16.81,-0.005339675
23/05/2011,16.9,-0.005311314
20/05/2011,16.99,-0.010538739
19/05/2011,17.17,0.011716596
18/05/2011,16.97,0.008878425
17/05/2011,16.82,-0.008878425
16/05/2011,16.97,0
13/05/2011,16.97,-0.010551094
12/05/2011,17.15,0.008196767
11/05/2011,17.01,-0.027255964
10/05/2011,17.48,0.007464864
09/05/2011,17.35,-0.000576203
06/05/2011,17.36,0.006936444
05/05/2011,17.24,0.01460733
04/05/2011,16.99,-0.004111606
03/05/2011,17.06,-0.026606543
02/05/2011,17.52,-0.015293416
29/04/2011,17.79,-0.006722714
28/04/2011,17.91,-0.011105056
27/04/2011,18.11,0.015021145
26/04/2011,17.84,0.00168303
25/04/2011,17.81,-0.005599119
21/04/2011,17.91,0.015190165
20/04/2011,17.64,0.018884681
19/04/2011,17.31,0.024562638
18/04/2011,16.89,-0.007667392
15/04/2011,17.02,0.013605652
14/04/2011,16.79,0.001788376
13/04/2011,16.76,-0.001192606
12/04/2011,16.78,0.01682732
11/04/2011,16.5,-0.012048339
08/04/2011,16.7,-0.011904903
07/04/2011,16.9,-0.005899722
06/04/2011,17,0.005308181
05/04/2011,16.91,-0.011173301
04/04/2011,17.1,-0.018540508
01/04/2011,17.42,-0.010847951
31/03/2011,17.61,0.004553224
30/03/2011,17.53,0.001712818
29/03/2011,17.5,0.017291497
28/03/2011,17.2,-0.029220068
25/03/2011,17.71,0
24/03/2011,17.71,0.014216901
23/03/2011,17.46,-0.009689446
22/03/2011,17.63,-0.011841131
21/03/2011,17.84,0.020385757
18/03/2011,17.48,0.012086478
17/03/2011,17.27,0.022249161
16/03/2011,16.89,-0.011186458
15/03/2011,17.08,-0.015107783
14/03/2011,17.34,-0.010327114
11/03/2011,17.52,0
10/03/2011,17.52,-0.022016131
09/03/2011,17.91,0.011229764
08/03/2011,17.71,0.014216901
07/03/2011,17.46,-0.011955736
04/03/2011,17.67,-0.016278777
03/03/2011,17.96,0.017978012
02/03/2011,17.64,0.005115101
01/03/2011,17.55,-0.047296715
28/02/2011,18.4,0.001087548
25/02/2011,18.38,0.02423026
24/02/2011,17.94,-0.006112828
23/02/2011,18.05,-0.008825209
22/02/2011,18.21,-0.037191028
18/02/2011,18.9,-0.002642009
17/02/2011,18.95,0.001055966
16/02/2011,18.93,0.003174606
15/02/2011,18.87,-0.041012755
14/02/2011,19.66,-0.005579522
11/02/2011,19.77,0.016318567
10/02/2011,19.45,-0.002054443
09/02/2011,19.49,-0.006138127
08/02/2011,19.61,0.008706841
07/02/2011,19.44,0.020265697
04/02/2011,19.05,0.004735605
03/02/2011,18.96,0.001055409
02/02/2011,18.94,-0.003689069
01/02/2011,19.01,0.02665403
31/01/2011,18.51,0.034628357
28/01/2011,17.88,-0.035168459
27/01/2011,18.52,0.022386957
26/01/2011,18.11,-0.001103753
25/01/2011,18.13,0.00331492
24/01/2011,18.07,-0.00386634
21/01/2011,18.14,0.008859416
