Date,Close,MON
04/04/2014,114.28,-0.023864179
03/04/2014,117.04,0.022639868
02/04/2014,114.42,0.003765164
01/04/2014,113.99,0.001931859
31/03/2014,113.77,0.012826926
28/03/2014,112.32,0.013625166
27/03/2014,110.8,-0.008268967
26/03/2014,111.72,-0.012807005
25/03/2014,113.16,0.003718464
24/03/2014,112.74,-0.004778347
21/03/2014,113.28,-0.006335818
20/03/2014,114,0.009961734
19/03/2014,112.87,-0.01276482
18/03/2014,114.32,0.003592871
17/03/2014,113.91,0.006164162
14/03/2014,113.21,0.011192158
13/03/2014,111.95,-0.005878179
12/03/2014,112.61,0.006771834
11/03/2014,111.85,-0.015524818
10/03/2014,113.6,-0.00421645
07/03/2014,114.08,0.002984815
06/03/2014,113.74,0.007324101
05/03/2014,112.91,-0.002918419
04/03/2014,113.24,0.018808773
03/03/2014,111.13,0.01003852
28/02/2014,110.02,0.010415809
27/02/2014,108.88,-0.001193263
26/02/2014,109.01,0.002755835
25/02/2014,108.71,-0.002388829
24/02/2014,108.97,-0.031436063
21/02/2014,112.45,0.015684839
20/02/2014,110.7,0.013642776
19/02/2014,109.2,-0.007390207
18/02/2014,110.01,0.00473805
14/02/2014,109.49,-0.00355564
13/02/2014,109.88,0.004195173
12/02/2014,109.42,-0.016765992
11/02/2014,111.27,-0.000539084
10/02/2014,111.33,0.005223355
07/02/2014,110.75,0.022554944
06/02/2014,108.28,0.010490743
05/02/2014,107.15,0.004677277
04/02/2014,106.65,0.019122128
03/02/2014,104.63,-0.018184041
31/01/2014,106.55,-0.006548199
30/01/2014,107.25,0.002520657
29/01/2014,106.98,-0.009674494
28/01/2014,108.02,0.004081638
27/01/2014,107.58,-0.00334076
24/01/2014,107.94,-0.008211515
23/01/2014,108.83,-0.018029991
22/01/2014,110.81,-0.023985814
21/01/2014,113.5,0.00344204
17/01/2014,113.11,0.003808854
16/01/2014,112.68,-0.002835876
15/01/2014,113,0.003634917
14/01/2014,112.59,0.010625574
13/01/2014,111.4,-0.014791324
10/01/2014,113.06,0.010402405
09/01/2014,111.89,-0.029413885
08/01/2014,115.23,0.017420671
07/01/2014,113.24,-0.021318298
06/01/2014,115.68,-0.005775131
03/01/2014,116.35,0.000343849
02/01/2014,116.31,-0.002061325
31/12/2013,116.55,0.0064558
30/12/2013,115.8,0.00354687
27/12/2013,115.39,0.000693541
26/12/2013,115.31,0.003300906
24/12/2013,114.93,0.003224544
23/12/2013,114.56,0.007271485
20/12/2013,113.73,-0.000703173
19/12/2013,113.81,0.000263632
18/12/2013,113.78,0.012202822
17/12/2013,112.4,0.012894161
16/12/2013,110.96,0.002707339
13/12/2013,110.66,0.003621224
12/12/2013,110.26,-0.003711587
11/12/2013,110.67,-0.009711433
10/12/2013,111.75,0.000895255
09/12/2013,111.65,-0.000895255
06/12/2013,111.75,0.007004339
05/12/2013,110.97,-0.010131436
04/12/2013,112.1,0.004649508
03/12/2013,111.58,-0.01520908
02/12/2013,113.29,-0.000353014
29/11/2013,113.33,-0.004929154
27/11/2013,113.89,-0.000175593
26/11/2013,113.91,0.00431092
25/11/2013,113.42,-0.003871881
22/11/2013,113.86,0.017274647
21/11/2013,111.91,0.018124115
20/11/2013,109.9,-0.004901526
19/11/2013,110.44,-0.002803022
18/11/2013,110.75,-0.002795187
15/11/2013,111.06,0.005417131
14/11/2013,110.46,0.004264012
13/11/2013,109.99,0.013547118
12/11/2013,108.51,0.018697349
11/11/2013,106.5,-0.006737813
08/11/2013,107.22,0.030491899
07/11/2013,104,-0.00259279
06/11/2013,104.27,0.010121056
05/11/2013,103.22,-0.004060723
04/11/2013,103.64,-0.014464546
01/11/2013,105.15,0.002571063
31/10/2013,104.88,-0.010150445
30/10/2013,105.95,-0.006303827
29/10/2013,106.62,-0.014710255
28/10/2013,108.2,0.001850139
25/10/2013,108,0.006409385
24/10/2013,107.31,-0.002884662
23/10/2013,107.62,0.00130172
22/10/2013,107.48,0.013394103
21/10/2013,106.05,0.00292743
18/10/2013,105.74,0.00132488
17/10/2013,105.6,0.002465157
16/10/2013,105.34,0.004090374
15/10/2013,104.91,-0.017012035
14/10/2013,106.71,0.001218998
11/10/2013,106.58,0.013222709
10/10/2013,105.18,0.01561858
09/10/2013,103.55,0.00328884
08/10/2013,103.21,-0.014046796
