Date,Close,GIS
08/11/2013,50.54,0.002773927
07/11/2013,50.4,-0.014771317
06/11/2013,51.15,0.008836582
05/11/2013,50.7,0.004744967
04/11/2013,50.46,0.002778331
01/11/2013,50.32,-0.001985309
31/10/2013,50.42,-0.004353856
30/10/2013,50.64,-0.008259634
29/10/2013,51.06,0.007075501
28/10/2013,50.7,0.012703625
25/10/2013,50.06,0.003000903
24/10/2013,49.91,-0.002201542
23/10/2013,50.02,0.007424535
22/10/2013,49.65,0.013790525
21/10/2013,48.97,-0.004482485
18/10/2013,49.19,0.004482485
17/10/2013,48.97,0.004092496
16/10/2013,48.77,0.017791119
15/10/2013,47.91,-0.008935124
14/10/2013,48.34,-0.000206847
11/10/2013,48.35,-0.002066116
10/10/2013,48.45,0.016020316
09/10/2013,47.68,0.005678846
08/10/2013,47.41,-0.012159479
07/10/2013,47.99,0.000833855
04/10/2013,47.95,0.006695987
03/10/2013,47.63,-0.007946508
02/10/2013,48.01,0.000625065
01/10/2013,47.98,0.001251304
30/09/2013,47.92,-0.003333336
27/09/2013,48.08,-0.009109794
26/09/2013,48.52,0.002889579
25/09/2013,48.38,-0.009667873
24/09/2013,48.85,0.004308141
23/09/2013,48.64,-0.0004111
20/09/2013,48.66,-0.003487541
19/09/2013,48.83,-0.026673636
18/09/2013,50.15,0.007405217
17/09/2013,49.78,0.001004924
16/09/2013,49.73,0.009699005
13/09/2013,49.25,0.007541053
12/09/2013,48.88,0.001638002
11/09/2013,48.8,0.001845965
10/09/2013,48.71,-0.007159691
09/09/2013,49.06,-0.002646312
06/09/2013,49.19,0.001831316
05/09/2013,49.1,0
04/09/2013,49.1,-0.001831316
03/09/2013,49.19,-0.002639327
30/08/2013,49.32,0.002232823
29/08/2013,49.21,0.009596807
28/08/2013,48.74,-0.008173319
27/08/2013,49.14,-0.004872117
26/08/2013,49.38,-0.008871026
23/08/2013,49.82,0.010492429
22/08/2013,49.3,0.004676231
21/08/2013,49.07,-0.006702574
20/08/2013,49.4,-0.002022245
19/08/2013,49.5,0.002427186
16/08/2013,49.38,-0.023417462
15/08/2013,50.55,-0.02924185
14/08/2013,52.05,-0.007083403
13/08/2013,52.42,-0.001334477
12/08/2013,52.49,0.001334477
09/08/2013,52.42,-0.004757836
08/08/2013,52.67,0.004376375
07/08/2013,52.44,-0.003236557
06/08/2013,52.61,0.000760601
05/08/2013,52.57,0.004193678
02/08/2013,52.35,-0.007232616
01/08/2013,52.73,0.013940835
31/07/2013,52,0.002117625
30/07/2013,51.89,0.001156961
29/07/2013,51.83,0.006193169
26/07/2013,51.51,0.001554304
25/07/2013,51.43,0.007220248
24/07/2013,51.06,-0.007803395
23/07/2013,51.46,-0.001359355
22/07/2013,51.53,-0.002906697
19/07/2013,51.68,0.008160139
18/07/2013,51.26,0.002343751
17/07/2013,51.14,-0.000195523
16/07/2013,51.15,-0.001367588
15/07/2013,51.22,0.002541297
12/07/2013,51.09,0.001175088
11/07/2013,51.03,0.022192312
10/07/2013,49.91,0.007642837
09/07/2013,49.53,0.004654466
08/07/2013,49.3,0.005491725
05/07/2013,49.03,0.001632987
03/07/2013,48.95,-0.004484312
02/07/2013,49.17,0.007758308
01/07/2013,48.79,0.00534321
28/06/2013,48.53,0.003922788
27/06/2013,48.34,0.004977198
26/06/2013,48.1,-0.004770309
25/06/2013,48.33,0.000206932
24/06/2013,48.32,-0.006600684
21/06/2013,48.64,0.008879769
20/06/2013,48.21,-0.019920568
19/06/2013,49.18,-0.014734347
18/06/2013,49.91,0.002206399
17/06/2013,49.8,0.010293763
14/06/2013,49.29,0.005492843
13/06/2013,49.02,0.011489663
12/06/2013,48.46,0.00268623
11/06/2013,48.33,0.002693465
10/06/2013,48.2,0.002492731
07/06/2013,48.08,0.014244062
06/06/2013,47.4,0.004440223
05/06/2013,47.19,-0.014306998
04/06/2013,47.87,0.007759292
03/06/2013,47.5,0.008881429
31/05/2013,47.08,-0.016013827
30/05/2013,47.84,-0.007081888
29/05/2013,48.18,-0.019118683
28/05/2013,49.11,0.002650629
24/05/2013,48.98,0.002657673
23/05/2013,48.85,-0.003677977
22/05/2013,49.03,-0.006708024
21/05/2013,49.36,0.004670533
20/05/2013,49.13,-0.024727363
17/05/2013,50.36,-0.002181891
16/05/2013,50.47,-0.009073041
15/05/2013,50.93,0.005907855
14/05/2013,50.63,0.010722899
13/05/2013,50.09,0.003600004
10/05/2013,49.91,0.005625894
09/05/2013,49.63,-0.006226795
08/05/2013,49.94,-0.016286358
07/05/2013,50.76,0.023319442
06/05/2013,49.59,-0.02253111
03/05/2013,50.72,0.005337563
02/05/2013,50.45,0.000991572
01/05/2013,50.4,-0.000396747
30/04/2013,50.42,0.004173712
29/04/2013,50.21,0.010611772
26/04/2013,49.68,0.005854463
25/04/2013,49.39,0.001012863
24/04/2013,49.34,-0.026796244
23/04/2013,50.68,0.004548609
22/04/2013,50.45,0.002182757
19/04/2013,50.34,0.009580912
18/04/2013,49.86,0.006438654
17/04/2013,49.54,-0.006438654
16/04/2013,49.86,0.016175039
15/04/2013,49.06,-0.005893727
12/04/2013,49.35,0.002028398
11/04/2013,49.25,0.004477012
10/04/2013,49.03,0.006958685
09/04/2013,48.69,-0.00020536
08/04/2013,48.7,-0.000821018
05/04/2013,48.74,-0.00572833
04/04/2013,49.02,0.015418128
03/04/2013,48.27,-0.01112496
02/04/2013,48.81,0.002666942
01/04/2013,48.68,-0.012858632
28/03/2013,49.31,0.010601526
27/03/2013,48.79,0.003284749
26/03/2013,48.63,0.011374334
25/03/2013,48.08,-0.001454848
22/03/2013,48.15,0.006041056
21/03/2013,47.86,0.005237259
20/03/2013,47.61,0.025312422
19/03/2013,46.42,0.001940701
18/03/2013,46.33,0.001944475
15/03/2013,46.24,-0.003885176
14/03/2013,46.42,-0.001291712
13/03/2013,46.48,0.00452831
12/03/2013,46.27,0.012395505
11/03/2013,45.7,-0.013691402
08/03/2013,46.33,-0.002802028
07/03/2013,46.46,0.000645925
06/03/2013,46.43,-0.001291434
05/03/2013,46.49,0.00086077
04/03/2013,46.45,0.001292546
01/03/2013,46.39,0.003022455
28/02/2013,46.25,-0.000648438
27/02/2013,46.28,0.005851138
26/02/2013,46.01,0.012906227
25/02/2013,45.42,-0.005489091
22/02/2013,45.67,0.007472562
21/02/2013,45.33,-0.003083703
20/02/2013,45.47,0.000880088
19/02/2013,45.43,0.018663061
15/02/2013,44.59,0.006299233
14/02/2013,44.31,0.030475494
13/02/2013,42.98,0.000232693
12/02/2013,42.97,0.007006101
11/02/2013,42.67,0.001641844
08/02/2013,42.6,0.003056309
07/02/2013,42.47,0.002593424
06/02/2013,42.36,0.005444445
05/02/2013,42.13,0.009060625
04/02/2013,41.75,-0.009060625
01/02/2013,42.13,0.004520051
31/01/2013,41.94,-0.002381521
30/01/2013,42.04,0.001666469
29/01/2013,41.97,0.005495176
28/01/2013,41.74,-0.00023955
25/01/2013,41.75,0.001198322
24/01/2013,41.7,0.004566767
23/01/2013,41.51,0.000481928
22/01/2013,41.49,0.002896454
18/01/2013,41.37,0.005332053
17/01/2013,41.15,0.007561934
16/01/2013,40.84,0.000489836
15/01/2013,40.82,-0.002691133
14/01/2013,40.93,0.007602734
11/01/2013,40.62,-0.023839611
10/01/2013,41.6,0.008934021
09/01/2013,41.23,-0.000969697
08/01/2013,41.27,-0.007964324
07/01/2013,41.6,-0.004078211
04/01/2013,41.77,0.010347824
03/01/2013,41.34,0.00048391
02/01/2013,41.32,0.022021932
31/12/2012,40.42,0.008946382
28/12/2012,40.06,-0.012897004
27/12/2012,40.58,-0.002952758
26/12/2012,40.7,-0.007343974
24/12/2012,41,-0.002436055
21/12/2012,41.1,-0.011370632
20/12/2012,41.57,0.00724291
19/12/2012,41.27,-0.012042535
18/12/2012,41.77,0.000958084
17/12/2012,41.73,0.006732413
14/12/2012,41.45,-0.000964553
13/12/2012,41.49,0.005074313
12/12/2012,41.28,-0.002661185
11/12/2012,41.39,0.009467239
10/12/2012,41,0.001464486
07/12/2012,40.94,0.005142659
06/12/2012,40.73,-0.005386889
05/12/2012,40.95,0.0078451
04/12/2012,40.63,0.003698685
03/12/2012,40.48,-0.01252011
30/11/2012,40.99,0.004646053
29/11/2012,40.8,0.003683245
28/11/2012,40.65,0.00073828
27/11/2012,40.62,0.004193913
26/11/2012,40.45,-0.007879873
23/11/2012,40.77,0.007632685
21/11/2012,40.46,0.00098912
20/11/2012,40.42,-0.00098912
19/11/2012,40.46,0.016698207
16/11/2012,39.79,-0.002008537
15/11/2012,39.87,0.000250847
14/11/2012,39.86,0.01287734
13/11/2012,39.35,0.003819228
12/11/2012,39.2,-0.004327358
09/11/2012,39.37,0.001525166
08/11/2012,39.31,-0.0103759
07/11/2012,39.72,-0.002012073
06/11/2012,39.8,0.000754053
05/11/2012,39.77,-0.001005278
02/11/2012,39.81,-0.009251222
01/11/2012,40.18,0.002491903
31/10/2012,40.08,0.005755052
26/10/2012,39.85,-0.001504514
25/10/2012,39.91,0.008302979
24/10/2012,39.58,0.002529726
23/10/2012,39.48,-0.008575084
22/10/2012,39.82,-0.004260124
19/10/2012,39.99,-0.012672551
18/10/2012,40.5,0.010674049
17/10/2012,40.07,0.009276737
16/10/2012,39.7,0.010126669
15/10/2012,39.3,0.002802907
12/10/2012,39.19,-0.00787906
11/10/2012,39.5,-0.002023268
10/10/2012,39.58,0.001770136
09/10/2012,39.51,-0.007564333
08/10/2012,39.81,-0.006010537
05/10/2012,40.05,-0.00671895
04/10/2012,40.32,0.003727175
03/10/2012,40.17,0.001245485
02/10/2012,40.12,0.00374579
01/10/2012,39.97,0.003006767
28/09/2012,39.85,-0.001003261
27/09/2012,39.89,-0.001503006
26/09/2012,39.95,-0.003997008
25/09/2012,40.11,-0.002987306
24/09/2012,40.23,-0.001738483
21/09/2012,40.3,-0.003467925
20/09/2012,40.44,0.010440065
19/09/2012,40.02,0.01790039
18/09/2012,39.31,0.008943461
17/09/2012,38.96,0.001798331
14/09/2012,38.89,-0.014550352
13/09/2012,39.46,0.004062982
12/09/2012,39.3,0.000254485
11/09/2012,39.29,0
10/09/2012,39.29,0.001273399
07/09/2012,39.24,-0.002036661
06/09/2012,39.32,0.008428092
05/09/2012,38.99,-0.008682383
04/09/2012,39.33,0
31/08/2012,39.33,-0.000254227
30/08/2012,39.34,-0.005829442
29/08/2012,39.57,0.003290726
28/08/2012,39.44,0.000760939
27/08/2012,39.41,0.00943283
24/08/2012,39.04,0.018353882
23/08/2012,38.33,-0.003385861
22/08/2012,38.46,-0.004410437
21/08/2012,38.63,-0.004648769
20/08/2012,38.81,0.008019704
17/08/2012,38.5,0.000259774
16/08/2012,38.49,0.003643939
15/08/2012,38.35,-0.00182363
14/08/2012,38.42,-0.002080084
13/08/2012,38.5,-0.003370935
10/08/2012,38.63,0.002592018
09/08/2012,38.53,0.003379699
08/08/2012,38.4,0.001563722
07/08/2012,38.34,-0.00390473
06/08/2012,38.49,-0.00077912
03/08/2012,38.52,0.01306525
02/08/2012,38.02,-0.010726068
01/08/2012,38.43,-0.007001195
31/07/2012,38.7,-0.001033058
30/07/2012,38.74,0.005695071
27/07/2012,38.52,0.008603886
26/07/2012,38.19,0.006040727
25/07/2012,37.96,0.001318044
24/07/2012,37.91,-0.007882332
23/07/2012,38.21,-0.014807388
20/07/2012,38.78,-0.005144044
19/07/2012,38.98,-0.000769329
18/07/2012,39.01,0.004109947
17/07/2012,38.85,0.002061325
16/07/2012,38.77,-0.00694001
13/07/2012,39.04,0.005651184
12/07/2012,38.82,-0.007953858
11/07/2012,39.13,0.012342661
10/07/2012,38.65,0.004928035
09/07/2012,38.46,-0.007770047
06/07/2012,38.76,-0.007197975
05/07/2012,39.04,0.000512426
03/07/2012,39.02,0.001025641
02/07/2012,38.98,0.011352031
29/06/2012,38.54,0.01938756
28/06/2012,37.8,0.006635724
27/06/2012,37.55,-0.01585238
26/06/2012,38.15,-0.007312647
25/06/2012,38.43,-0.00026018
22/06/2012,38.44,0.002083334
21/06/2012,38.36,-0.009341012
20/06/2012,38.72,-0.002063984
19/06/2012,38.8,0.003873472
18/06/2012,38.65,0.004928035
15/06/2012,38.46,0.00966696
14/06/2012,38.09,0.001576459
13/06/2012,38.03,0.002369357
12/06/2012,37.94,0.000791035
11/06/2012,37.91,-0.007620586
08/06/2012,38.2,0.004723179
07/06/2012,38.02,0.002369981
06/06/2012,37.93,0.003433253
05/06/2012,37.8,-0.001057642
04/06/2012,37.84,-0.001584368
01/06/2012,37.9,-0.009976454
31/05/2012,38.28,-0.00625002
30/05/2012,38.52,-0.014177322
29/05/2012,39.07,-0.000255918
25/05/2012,39.08,0.002562133
24/05/2012,38.98,0.010055519
23/05/2012,38.59,0.000259168
22/05/2012,38.58,0.000777907
21/05/2012,38.55,-0.010322672
18/05/2012,38.95,-0.00614284
17/05/2012,39.19,-0.011417097
16/05/2012,39.64,0.001514769
15/05/2012,39.58,0.010668123
14/05/2012,39.16,-0.002805051
11/05/2012,39.27,0.000509424
10/05/2012,39.25,0.008700157
09/05/2012,38.91,0.002315709
08/05/2012,38.82,0.007498419
07/05/2012,38.53,0.005465206
04/05/2012,38.32,-0.003906764
03/05/2012,38.47,-0.005702452
02/05/2012,38.69,-0.006183993
01/05/2012,38.93,0.001028013
30/04/2012,38.89,-0.001028013
27/04/2012,38.93,0.000770911
26/04/2012,38.9,0.002574004
25/04/2012,38.8,0.004132237
24/04/2012,38.64,0.000776699
23/04/2012,38.61,-0.00851069
20/04/2012,38.94,-0.002052335
19/04/2012,39.02,-0.002303854
18/04/2012,39.11,-0.000255656
17/04/2012,39.12,0.009761187
16/04/2012,38.74,0.001033058
13/04/2012,38.7,-0.001549187
12/04/2012,38.76,0.004914015
11/04/2012,38.57,0.001556824
10/04/2012,38.51,-0.005180017
09/04/2012,38.71,-0.007463682
05/04/2012,39,-0.017537621
04/04/2012,39.69,0.001260557
03/04/2012,39.64,0.000504668
02/04/2012,39.62,0.004299994
30/03/2012,39.45,0.008400202
29/03/2012,39.12,-0.000766577
28/03/2012,39.15,0.001022234
27/03/2012,39.11,-0.003318446
26/03/2012,39.24,0.009988558
23/03/2012,38.85,0.006196767
22/03/2012,38.61,0.000777303
21/03/2012,38.58,-0.00465478
20/03/2012,38.76,0.001032525
19/03/2012,38.72,-0.002836881
16/03/2012,38.83,0.003611975
15/03/2012,38.69,0.004922927
14/03/2012,38.5,-0.002334934
13/03/2012,38.59,0.002075228
12/03/2012,38.51,-0.00181606
09/03/2012,38.58,0.002855291
08/03/2012,38.47,0.000259977
07/03/2012,38.46,0.00260349
06/03/2012,38.36,-0.006237026
05/03/2012,38.6,0.010678575
02/03/2012,38.19,0.000523834
01/03/2012,38.17,-0.003661092
29/02/2012,38.31,0.005759178
28/02/2012,38.09,0.001313543
27/02/2012,38.04,-0.00288752
24/02/2012,38.15,-0.012503419
23/02/2012,38.63,-0.000776297
22/02/2012,38.66,0.011184926
21/02/2012,38.23,-0.00287319
17/02/2012,38.34,-0.036870536
16/02/2012,39.78,0.004282662
15/02/2012,39.61,-0.004785301
14/02/2012,39.8,0.011625099
13/02/2012,39.34,0.006375133
10/02/2012,39.09,0.000255853
09/02/2012,39.08,0.001536492
08/02/2012,39.02,-0.009437642
07/02/2012,39.39,-0.007083258
06/02/2012,39.67,-0.004527171
03/02/2012,39.85,-0.002005516
02/02/2012,39.93,-0.002251408
01/02/2012,40.02,0.004758932
31/01/2012,39.83,-0.000752918
30/01/2012,39.86,-0.004255858
27/01/2012,40.03,-0.008953057
26/01/2012,40.39,-0.005678327
25/01/2012,40.62,0.012884222
24/01/2012,40.1,-0.013130376
23/01/2012,40.63,-0.00098401
20/01/2012,40.67,-0.00686109
19/01/2012,40.95,-0.002439026
18/01/2012,41.05,0.006844319
17/01/2012,40.77,0.003193714
13/01/2012,40.64,0
12/01/2012,40.64,0.005428091
11/01/2012,40.42,0.002229103
10/01/2012,40.33,0.008216155
09/01/2012,40,-0.001748471
06/01/2012,40.07,-0.016091448
05/01/2012,40.72,0.004430231
04/01/2012,40.54,0.005937672
03/01/2012,40.3,-0.00272581
30/12/2011,40.41,-0.006167529
29/12/2011,40.66,0.005425414
28/12/2011,40.44,-0.004194948
27/12/2011,40.61,0.000985464
23/12/2011,40.57,0.0064293
22/12/2011,40.31,0.003728102
21/12/2011,40.16,0.022410607
20/12/2011,39.27,-0.008115693
19/12/2011,39.59,-0.003278278
16/12/2011,39.72,-0.006024115
15/12/2011,39.96,0.005772384
14/12/2011,39.73,-0.001509055
13/12/2011,39.79,-0.007511302
12/12/2011,40.09,-0.008197785
09/12/2011,40.42,0.004463186
08/12/2011,40.24,-0.007920833
07/12/2011,40.56,0.002715716
06/12/2011,40.45,0.005950923
05/12/2011,40.21,0.006236767
02/12/2011,39.96,0.00150263
01/12/2011,39.9,-0.001252348
30/11/2011,39.95,0.022529747
29/11/2011,39.06,0.014440684
28/11/2011,38.5,0.007037694
25/11/2011,38.23,0.007087574
23/11/2011,37.96,-0.013345743
22/11/2011,38.47,0.002602813
21/11/2011,38.37,-0.004680196
18/11/2011,38.55,-0.001814177
17/11/2011,38.62,-0.00748101
16/11/2011,38.91,-0.017577831
15/11/2011,39.6,0.008113635
14/11/2011,39.28,-0.007103023
11/11/2011,39.56,0.010162689
10/11/2011,39.16,0.00872024
09/11/2011,38.82,-0.017365094
08/11/2011,39.5,0.0035506
07/11/2011,39.36,0.017685967
04/11/2011,38.67,-0.007471373
03/11/2011,38.96,0.009542303
02/11/2011,38.59,0.007282217
01/11/2011,38.31,-0.0057262
31/10/2011,38.53,-0.015452278
28/10/2011,39.13,-0.004080597
27/10/2011,39.29,0.007664831
26/10/2011,38.99,0.004369625
25/10/2011,38.82,-0.007186889
24/10/2011,39.1,-0.017493157
21/10/2011,39.79,0.010611519
20/10/2011,39.37,-0.002029942
19/10/2011,39.45,-0.00732419
18/10/2011,39.74,0.009608165
17/10/2011,39.36,-0.007593051
14/10/2011,39.66,0.008609828
13/10/2011,39.32,-0.011630978
12/10/2011,39.78,-0.003513178
11/10/2011,39.92,0.015398512
10/10/2011,39.31,0.014348184
07/10/2011,38.75,0.015080889
06/10/2011,38.17,0.006043902
05/10/2011,37.94,-0.002632273
04/10/2011,38.04,0.002105264
03/10/2011,37.96,-0.013865494
30/09/2011,38.49,-0.01085282
29/09/2011,38.91,0.006963278
28/09/2011,38.64,-0.020746038
27/09/2011,39.45,-0.000760167
26/09/2011,39.48,0.01557147
23/09/2011,38.87,-0.016077927
22/09/2011,39.5,0.027202088
21/09/2011,38.44,0.025024353
20/09/2011,37.49,-0.0013328
19/09/2011,37.54,-0.004253063
16/09/2011,37.7,-0.002649008
15/09/2011,37.8,0.016269195
14/09/2011,37.19,0.005933135
13/09/2011,36.97,-0.006201988
12/09/2011,37.2,-0.008565363
09/09/2011,37.52,-0.010076988
08/09/2011,37.9,0.009011458
07/09/2011,37.56,0.017999143
06/09/2011,36.89,-0.013997537
02/09/2011,37.41,-0.007987263
01/09/2011,37.71,-0.005289618
31/08/2011,37.91,0.006616406
30/08/2011,37.66,0.002925145
29/08/2011,37.55,0.023441731
26/08/2011,36.68,0.002456668
25/08/2011,36.59,-0.010872627
24/08/2011,36.99,0.00650938
23/08/2011,36.75,0.014802902
22/08/2011,36.21,0.01110814
19/08/2011,35.81,-0.013590557
18/08/2011,36.3,-0.011776119
17/08/2011,36.73,0.001634878
16/08/2011,36.67,0.001637555
15/08/2011,36.61,0.012091381
12/08/2011,36.17,0.010840968
11/08/2011,35.78,0.023470609
10/08/2011,34.95,-0.029878209
09/08/2011,36.01,0.01117018
08/08/2011,35.61,-0.024137668
05/08/2011,36.48,0.018816272
04/08/2011,35.8,-0.025101304
03/08/2011,36.71,0.005736937
02/08/2011,36.5,-0.016574214
01/08/2011,37.11,-0.006446437
29/07/2011,37.35,0.001607717
28/07/2011,37.29,-0.00614893
27/07/2011,37.52,-0.007434978
26/07/2011,37.8,0.002383791
25/07/2011,37.71,-0.002912752
22/07/2011,37.82,-0.000792917
21/07/2011,37.85,0.003175446
20/07/2011,37.73,-0.002118084
19/07/2011,37.81,0.010902913
18/07/2011,37.4,-0.009314771
15/07/2011,37.75,0.010384862
14/07/2011,37.36,0.012931215
13/07/2011,36.88,-0.004598953
12/07/2011,37.05,0.0051414
11/07/2011,36.86,0.001357405
08/07/2011,36.81,-0.005418599
07/07/2011,37.01,-0.00780518
06/07/2011,37.3,0.003760413
05/07/2011,37.16,-0.005099998
01/07/2011,37.35,0.00348666
30/06/2011,37.22,-0.004289551
29/06/2011,37.38,0.00455826
28/06/2011,37.21,-0.001074402
27/06/2011,37.25,0.010796326
24/06/2011,36.85,-0.009184289
23/06/2011,37.19,-0.019702448
22/06/2011,37.93,-0.010490524
21/06/2011,38.33,0
20/06/2011,38.33,0.009963376
17/06/2011,37.95,0.001846236
16/06/2011,37.88,0.003967734
15/06/2011,37.73,-0.014472033
14/06/2011,38.28,0.004975786
13/06/2011,38.09,0.014012126
10/06/2011,37.56,-0.013224208
09/06/2011,38.06,0.003421506
08/06/2011,37.93,0.002111376
07/06/2011,37.85,0.001057362
06/06/2011,37.81,-0.003432347
03/06/2011,37.94,-0.013352731
02/06/2011,38.45,-0.019828125
01/06/2011,39.22,-0.013926038
31/05/2011,39.77,0.012142826
27/05/2011,39.29,0.004080597
26/05/2011,39.13,-0.001276976
25/05/2011,39.18,-0.009652094
24/05/2011,39.56,-0.005042875
23/05/2011,39.76,0.001006543
20/05/2011,39.72,-0.005773833
19/05/2011,39.95,0.001503006
18/05/2011,39.89,0.000501505
17/05/2011,39.87,0.00654255
16/05/2011,39.61,-0.002773228
13/05/2011,39.72,0.005301035
12/05/2011,39.51,0.018133558
11/05/2011,38.8,-0.0051414
10/05/2011,39,0.007463682
09/05/2011,38.71,0.001033859
06/05/2011,38.67,0.006746263
05/05/2011,38.41,-0.010360103
04/05/2011,38.81,-0.012037538
03/05/2011,39.28,0.008950322
02/05/2011,38.93,0.009031154
29/04/2011,38.58,0.002075766
28/04/2011,38.5,-0.000778917
27/04/2011,38.53,0.001038691
26/04/2011,38.49,0.007301206
25/04/2011,38.21,0.007882332
21/04/2011,37.91,-0.002634353
20/04/2011,38.01,0.012175905
19/04/2011,37.55,0.009902396
18/04/2011,37.18,-0.004561929
15/04/2011,37.35,0.00806456
14/04/2011,37.05,0.012493373
13/04/2011,36.59,0
12/04/2011,36.59,0.002462718
11/04/2011,36.5,0.007976937
08/04/2011,36.21,0.006094202
07/04/2011,35.99,-0.013248883
06/04/2011,36.47,0.004121451
05/04/2011,36.32,-0.006038997
04/04/2011,36.54,0.004113539
01/04/2011,36.39,-0.004387175
31/03/2011,36.55,-0.005457039
30/03/2011,36.75,0.004089985
29/03/2011,36.6,0.000820008
28/03/2011,36.57,0.001915972
25/03/2011,36.5,-0.001368926
24/03/2011,36.55,0.008517705
23/03/2011,36.24,-0.018319036
22/03/2011,36.91,-0.005673391
21/03/2011,37.12,0.01274248
18/03/2011,36.65,0.014289883
17/03/2011,36.13,0.002216681
16/03/2011,36.05,-0.013774322
15/03/2011,36.55,-0.010072223
14/03/2011,36.92,-0.010507978
11/03/2011,37.31,0.007262977
10/03/2011,37.04,-0.0110083
09/03/2011,37.45,0.00454972
08/03/2011,37.28,0.013230921
07/03/2011,36.79,0.000815772
04/03/2011,36.76,-0.002445321
03/03/2011,36.85,0.000271407
02/03/2011,36.84,0.001358142
01/03/2011,36.79,-0.009468487
28/02/2011,37.14,0
25/02/2011,37.14,0.013554016
24/02/2011,36.64,-0.015168221
23/02/2011,37.2,0.011898464
22/02/2011,36.76,0.018117432
18/02/2011,36.1,-0.00027697
17/02/2011,36.11,0.00583254
16/02/2011,35.9,0.004187026
15/02/2011,35.75,-0.010019566
14/02/2011,36.11,0.005554027
11/02/2011,35.91,0.006986196
10/02/2011,35.66,-0.004476784
09/02/2011,35.82,0.001956127
08/02/2011,35.75,0.010686266
07/02/2011,35.37,-0.005076153
04/02/2011,35.55,0.016735605
03/02/2011,34.96,0.008618266
02/02/2011,34.66,0.001732602
01/02/2011,34.6,-0.005188827
31/01/2011,34.78,-0.004589796
28/01/2011,34.94,-0.01279699
27/01/2011,35.39,-0.007880705
26/01/2011,35.67,-0.008931123
25/01/2011,35.99,-0.010778051
