Date,Close,GCI
18/06/2013,24.96,0
17/06/2013,24.96,-0.001201201
14/06/2013,24.99,-0.062435471
13/06/2013,26.6,0.292707209
12/06/2013,19.85,-0.015992345
11/06/2013,20.17,-0.012808057
10/06/2013,20.43,-0.017467693
07/06/2013,20.79,0.022866479
06/06/2013,20.32,0.023401616
05/06/2013,19.85,-0.045786979
04/06/2013,20.78,-0.000962001
03/06/2013,20.8,-0.033099948
31/05/2013,21.5,-0.006952519
30/05/2013,21.65,0.004165708
29/05/2013,21.56,0
28/05/2013,21.56,0.018727139
24/05/2013,21.16,0.000945627
23/05/2013,21.14,-0.000472925
22/05/2013,21.15,-0.018271766
21/05/2013,21.54,-0.009702086
20/05/2013,21.75,0.008774011
17/05/2013,21.56,0.034445491
16/05/2013,20.83,-0.037224557
15/05/2013,21.62,-0.010582109
14/05/2013,21.85,0.005507127
13/05/2013,21.73,-0.010528822
10/05/2013,21.96,0.039002158
09/05/2013,21.12,0.020086759
08/05/2013,20.7,0.0106849
07/05/2013,20.48,0.003913899
06/05/2013,20.4,-0.005865119
03/05/2013,20.52,0.010779134
02/05/2013,20.3,0.017893122
01/05/2013,19.94,-0.010972679
30/04/2013,20.16,0.00796817
29/04/2013,20,-0.026641931
26/04/2013,20.54,0
25/04/2013,20.54,0.0166916
24/04/2013,20.2,0.010950831
23/04/2013,19.98,-0.051218216
22/04/2013,21.03,0.029925013
19/04/2013,20.41,0.015305162
18/04/2013,20.1,-0.02505658
17/04/2013,20.61,-0.03199127
16/04/2013,21.28,0.010392158
15/04/2013,21.06,-0.038654405
12/04/2013,21.89,-0.001369551
11/04/2013,21.92,0.010548137
10/04/2013,21.69,0.042860339
09/04/2013,20.78,-0.006714654
08/04/2013,20.92,0.020768677
05/04/2013,20.49,-0.008262501
04/04/2013,20.66,-0.004346783
03/04/2013,20.75,-0.024281126
02/04/2013,21.26,0.002354604
01/04/2013,21.21,-0.030643066
28/03/2013,21.87,0
27/03/2013,21.87,-0.002283627
26/03/2013,21.92,0.011932221
25/03/2013,21.66,0.000461787
22/03/2013,21.65,-0.005067968
21/03/2013,21.76,-0.014145798
20/03/2013,22.07,0.008189309
19/03/2013,21.89,0.008717651
18/03/2013,21.7,-0.002761161
15/03/2013,21.76,-0.006869732
14/03/2013,21.91,0.006869732
13/03/2013,21.76,0.009697605
12/03/2013,21.55,0
11/03/2013,21.55,-0.001854428
08/03/2013,21.59,0.02343125
07/03/2013,21.09,0.027886422
06/03/2013,20.51,-0.016441376
05/03/2013,20.85,0.018882188
04/03/2013,20.46,0.012294229
01/03/2013,20.21,0.006951369
28/02/2013,20.07,0.011022156
27/02/2013,19.85,0.032252604
26/02/2013,19.22,0.005216496
25/02/2013,19.12,-0.037972751
22/02/2013,19.86,0.007581537
21/02/2013,19.71,-0.022574322
20/02/2013,20.16,-0.019160498
19/02/2013,20.55,0.019160498
15/02/2013,20.16,0.006469294
14/02/2013,20.03,0.011549212
13/02/2013,19.8,-0.003529119
12/02/2013,19.87,0.01368149
11/02/2013,19.6,0.005115101
08/02/2013,19.5,0.01342302
07/02/2013,19.24,-0.003631651
06/02/2013,19.31,0.033169664
05/02/2013,18.68,0.009142306
04/02/2013,18.51,-0.069388975
01/02/2013,19.84,0.010641094
31/01/2013,19.63,0.003061227
30/01/2013,19.57,-0.012693747
29/01/2013,19.82,-0.014028286
28/01/2013,20.1,-0.002484473
25/01/2013,20.15,-0.007909087
24/01/2013,20.31,0.00049249
23/01/2013,20.3,0.01289061
22/01/2013,20.04,0.010030174
18/01/2013,19.84,0.00809721
17/01/2013,19.68,0.025213582
16/01/2013,19.19,-0.010883756
15/01/2013,19.4,0.014015283
14/01/2013,19.13,0.009981696
11/01/2013,18.94,-0.002636437
10/01/2013,18.99,0.011652674
09/01/2013,18.77,0.00320171
08/01/2013,18.71,-0.004266673
07/01/2013,18.79,-0.001595321
04/01/2013,18.82,0.018231068
03/01/2013,18.48,-0.000540979
02/01/2013,18.49,0.026302886
31/12/2012,18.01,0.022460237
28/12/2012,17.61,-0.016892294
27/12/2012,17.91,-0.013862157
26/12/2012,18.16,-0.011497526
24/12/2012,18.37,-0.00975089
21/12/2012,18.55,-0.022388995
20/12/2012,18.97,0.015405351
19/12/2012,18.68,0.001071237
18/12/2012,18.66,0.033236511
17/12/2012,18.05,0.025246783
14/12/2012,17.6,-0.005100606
13/12/2012,17.69,-0.021806847
12/12/2012,18.08,0.006102654
11/12/2012,17.97,0.006700193
10/12/2012,17.85,-0.002797205
07/12/2012,17.9,0.001117943
06/12/2012,17.88,-0.006133278
05/12/2012,17.99,0.019646997
04/12/2012,17.64,-0.022422464
03/12/2012,18.04,0.007790802
30/11/2012,17.9,-0.01497117
29/11/2012,18.17,0.021135381
28/11/2012,17.79,0.012443599
27/11/2012,17.57,-0.005109293
26/11/2012,17.66,-0.009580237
23/11/2012,17.83,0.013551873
21/11/2012,17.59,0.002846572
20/11/2012,17.54,0.009739407
19/11/2012,17.37,0.022708399
16/11/2012,16.98,0.008279172
15/11/2012,16.84,0.004761914
14/11/2012,16.76,-0.016568426
13/11/2012,17.04,0.01478005
12/11/2012,16.79,-0.018879617
09/11/2012,17.11,0.028454795
08/11/2012,16.63,-0.014921196
07/11/2012,16.88,-0.043472507
06/11/2012,17.63,0.034038475
05/11/2012,17.04,-0.006434652
02/11/2012,17.15,-0.006393512
01/11/2012,17.26,0.021078064
31/10/2012,16.9,0.008915364
26/10/2012,16.75,-0.005358751
25/10/2012,16.84,-0.053191729
24/10/2012,17.76,-0.00449439
23/10/2012,17.84,-0.016124898
22/10/2012,18.13,-0.00604896
19/10/2012,18.24,-0.020619287
18/10/2012,18.62,-0.004287252
17/10/2012,18.7,0.003750339
16/10/2012,18.63,0.042769676
15/10/2012,17.85,-0.002797205
12/10/2012,17.9,0.008978736
11/10/2012,17.74,0.001128032
10/10/2012,17.72,-0.009547952
09/10/2012,17.89,-0.014979476
08/10/2012,18.16,-0.013672622
05/10/2012,18.41,0.004354933
04/10/2012,18.33,0.012627124
03/10/2012,18.1,0.002766253
02/10/2012,18.05,0.004441984
01/10/2012,17.97,0.012318185
28/09/2012,17.75,-0.018420839
27/09/2012,18.08,0.009447139
26/09/2012,17.91,-0.013311345
25/09/2012,18.15,-0.013136478
24/09/2012,18.39,-0.019386714
21/09/2012,18.75,0.000533476
20/09/2012,18.74,0.024305814
19/09/2012,18.29,0.042440763
18/09/2012,17.53,-0.010780246
17/09/2012,17.72,0.007932053
14/09/2012,17.58,0.006849342
13/09/2012,17.46,0.019081238
12/09/2012,17.13,0.007617968
11/09/2012,17,0.042048236
10/09/2012,16.3,0.014833399
07/09/2012,16.06,0
06/09/2012,16.06,0.03162819
05/09/2012,15.56,-0.008320048
04/09/2012,15.69,0.027788541
31/08/2012,15.26,0.007894778
30/08/2012,15.14,-0.002638524
29/08/2012,15.18,0.009930568
28/08/2012,15.03,-0.002657809
27/08/2012,15.07,-0.022310637
24/08/2012,15.41,0.003249922
23/08/2012,15.36,0.002607563
22/08/2012,15.32,-0.01103549
21/08/2012,15.49,-0.005793386
20/08/2012,15.58,-0.006397974
17/08/2012,15.68,0.0102565
16/08/2012,15.52,0.027434771
15/08/2012,15.1,-0.01642073
14/08/2012,15.35,0.005880448
13/08/2012,15.26,0.011865663
10/08/2012,15.08,0
09/08/2012,15.08,0.007321164
08/08/2012,14.97,0.016161968
07/08/2012,14.73,0.009549868
06/08/2012,14.59,0.008950146
03/08/2012,14.46,0.032328887
02/08/2012,14,-0.011363759
01/08/2012,14.16,0.003537322
31/07/2012,14.11,-0.003537322
30/07/2012,14.16,-0.015417264
27/07/2012,14.38,0.016123728
26/07/2012,14.15,0.007804225
25/07/2012,14.04,-0.001423488
24/07/2012,14.06,-0.016925651
23/07/2012,14.3,-0.035043091
20/07/2012,14.81,-0.003370411
19/07/2012,14.86,0.005398124
18/07/2012,14.78,0.00883458
17/07/2012,14.65,-0.002726655
16/07/2012,14.69,0.026208397
13/07/2012,14.31,0.004903688
12/07/2012,14.24,-0.003505086
11/07/2012,14.29,-0.01734348
10/07/2012,14.54,-0.008219224
09/07/2012,14.66,-0.004763534
06/07/2012,14.73,-0.000678656
05/07/2012,14.74,-0.005412733
03/07/2012,14.82,-0.002022245
02/07/2012,14.85,0.008113635
29/06/2012,14.73,0.004763534
28/06/2012,14.66,0.017200286
27/06/2012,14.41,0.026012011
26/06/2012,14.04,0.061693569
25/06/2012,13.2,-0.022472856
22/06/2012,13.5,0.002224695
21/06/2012,13.47,0.031676857
20/06/2012,13.05,-0.003824096
19/06/2012,13.1,0.015384919
18/06/2012,12.9,-0.005411687
15/06/2012,12.97,0.009295187
14/06/2012,12.85,0.020440963
13/06/2012,12.59,-0.015760768
12/06/2012,12.79,0.014966802
11/06/2012,12.6,-0.009478744
08/06/2012,12.72,0.001573564
07/06/2012,12.7,-0.011741818
06/06/2012,12.85,0.023623146
05/06/2012,12.55,0.013638398
04/06/2012,12.38,0.00404695
01/06/2012,12.33,-0.057518807
31/05/2012,13.06,0.010777625
30/05/2012,12.92,-0.018405428
29/05/2012,13.16,0.013772215
25/05/2012,12.98,-0.009202519
24/05/2012,13.1,0.021605779
23/05/2012,12.82,-0.00389257
22/05/2012,12.87,0
21/05/2012,12.87,-0.006968669
18/05/2012,12.96,-0.009216655
17/05/2012,13.08,-0.020432039
16/05/2012,13.35,-0.001497006
15/05/2012,13.37,-0.001494769
14/05/2012,13.39,0.001494769
11/05/2012,13.37,0.003746726
10/05/2012,13.32,-0.022272636
09/05/2012,13.62,0.005152753
08/05/2012,13.55,0.002956395
07/05/2012,13.51,0.011913767
04/05/2012,13.35,-0.031701881
03/05/2012,13.78,-0.017266616
02/05/2012,14.02,0.007876876
01/05/2012,13.91,0.006491188
30/04/2012,13.82,-0.015081076
27/04/2012,14.03,0.023802061
26/04/2012,13.7,-0.00509648
25/04/2012,13.77,0.016844045
24/04/2012,13.54,0
23/04/2012,13.54,-0.015390557
20/04/2012,13.75,0.000727537
19/04/2012,13.74,-0.005081681
18/04/2012,13.81,-0.015091914
17/04/2012,14.02,0.009315725
16/04/2012,13.89,-0.079544162
13/04/2012,15.04,-0.001992694
12/04/2012,15.07,0.028948504
11/04/2012,14.64,0.023497971
10/04/2012,14.3,-0.031661282
09/04/2012,14.76,-0.004056801
05/04/2012,14.82,-0.010738358
04/04/2012,14.98,-0.017207572
03/04/2012,15.24,-0.010443959
02/04/2012,15.4,0.004555817
30/03/2012,15.33,0.012471445
29/03/2012,15.14,0.001321877
28/03/2012,15.12,-0.026755266
27/03/2012,15.53,-0.013431606
26/03/2012,15.74,0.014075728
23/03/2012,15.52,0.009711957
22/03/2012,15.37,-0.009711957
21/03/2012,15.52,0.004520511
20/03/2012,15.45,0.007145207
19/03/2012,15.34,0.00851069
16/03/2012,15.21,-0.004591677
15/03/2012,15.28,0.023172172
14/03/2012,14.93,0
13/03/2012,14.93,0.025781618
12/03/2012,14.55,0.014538158
09/03/2012,14.34,-0.002785517
08/03/2012,14.38,-0.002084058
07/03/2012,14.41,-0.013783816
06/03/2012,14.61,-0.029671765
05/03/2012,15.05,0.033786998
02/03/2012,14.55,-0.016360283
01/03/2012,14.79,-0.003374961
29/02/2012,14.84,-0.016043125
28/02/2012,15.08,-0.00924099
27/02/2012,15.22,0.000657246
24/02/2012,15.21,-0.013712262
23/02/2012,15.42,-0.012246366
22/02/2012,15.61,0.041195756
21/02/2012,14.98,0.002004678
17/02/2012,14.95,-0.007330923
16/02/2012,15.06,0.026919526
15/02/2012,14.66,-0.010179932
14/02/2012,14.81,-0.006058585
13/02/2012,14.9,0.019654987
10/02/2012,14.61,-0.028341978
09/02/2012,15.03,-0.007292044
08/02/2012,15.14,0.028133135
07/02/2012,14.72,-0.028133135
06/02/2012,15.14,0.015308119
03/02/2012,14.91,0.034803922
02/02/2012,14.4,0.0104713
01/02/2012,14.25,0.005629853
31/01/2012,14.17,0
30/01/2012,14.17,-0.071483299
27/01/2012,15.22,-0.008505122
26/01/2012,15.35,-0.010369503
25/01/2012,15.51,0.006468328
24/01/2012,15.41,0.00651044
23/01/2012,15.31,-0.005211738
20/01/2012,15.39,0.025001302
19/01/2012,15.01,-0.009283886
18/01/2012,15.15,0.023373351
17/01/2012,14.8,0.009504484
13/01/2012,14.66,-0.006120386
12/01/2012,14.75,0.001356852
11/01/2012,14.73,0.027530989
10/01/2012,14.33,0.034070009
09/01/2012,13.85,0.00943061
06/01/2012,13.72,-0.000728597
05/01/2012,13.73,0
04/01/2012,13.73,-0.005809748
03/01/2012,13.81,0.032379576
30/12/2011,13.37,-0.008935279
29/12/2011,13.49,0.009683502
28/12/2011,13.36,-0.013383099
27/12/2011,13.54,-0.00073828
23/12/2011,13.55,0.011878388
22/12/2011,13.39,0.009002311
21/12/2011,13.27,0.01060616
20/12/2011,13.13,0.035662694
19/12/2011,12.67,-0.019539504
16/12/2011,12.92,0.016387413
15/12/2011,12.71,-0.014838226
14/12/2011,12.9,-0.006952519
13/12/2011,12.99,-0.020572154
12/12/2011,13.26,-0.006015056
09/12/2011,13.34,0.048377955
08/12/2011,12.71,-0.065472389
07/12/2011,13.57,0.042143181
06/12/2011,13.01,-0.009181396
05/12/2011,13.13,0.097521305
02/12/2011,11.91,0.056121761
01/12/2011,11.26,0.036170308
30/11/2011,10.86,0.051972016
29/11/2011,10.31,-0.020163909
28/11/2011,10.52,0.00190295
25/11/2011,10.5,0.005730675
23/11/2011,10.44,-0.011428696
22/11/2011,10.56,-0.022472856
21/11/2011,10.8,-0.017439634
18/11/2011,10.99,0.001821494
17/11/2011,10.97,-0.022533626
16/11/2011,11.22,-0.014159529
15/11/2011,11.38,0.005286356
14/11/2011,11.32,-0.021844468
11/11/2011,11.57,0.024498163
10/11/2011,11.29,0.023298545
09/11/2011,11.03,-0.058114942
08/11/2011,11.69,0.026876347
07/11/2011,11.38,0.005286356
04/11/2011,11.32,-0.02787637
03/11/2011,11.64,0.026993367
02/11/2011,11.33,0.022312394
01/11/2011,11.08,-0.053592094
31/10/2011,11.69,-0.040240132
28/10/2011,12.17,-0.002462045
27/10/2011,12.2,0.037582711
26/10/2011,11.75,0.036399166
25/10/2011,11.33,-0.036399166
24/10/2011,11.75,0.051517284
21/10/2011,11.16,0.051481956
20/10/2011,10.6,0.024834132
19/10/2011,10.34,-0.036091287
18/10/2011,10.72,0.070526563
17/10/2011,9.99,-0.090841204
14/10/2011,10.94,0.014733232
13/10/2011,10.78,-0.017471709
12/10/2011,10.97,0.011921278
11/10/2011,10.84,0.01113184
10/10/2011,10.72,0.028384119
07/10/2011,10.42,-0.002874942
06/10/2011,10.45,-0.00095648
05/10/2011,10.46,0.064156185
04/10/2011,9.81,0.068556095
03/10/2011,9.16,-0.039598539
30/09/2011,9.53,-0.036067794
29/09/2011,9.88,0.048739558
28/09/2011,9.41,-0.03856653
27/09/2011,9.78,0.029047685
26/09/2011,9.5,0.04411689
23/09/2011,9.09,0.061243625
22/09/2011,8.55,-0.045722249
21/09/2011,8.95,-0.060690344
20/09/2011,9.51,-0.045228675
19/09/2011,9.95,-0.011988156
16/09/2011,10.07,-0.000992556
15/09/2011,10.08,0.009970172
14/09/2011,9.98,0.010070579
13/09/2011,9.88,0.037117663
12/09/2011,9.52,-0.033060862
09/09/2011,9.84,-0.003044142
08/09/2011,9.87,-0.066626006
07/09/2011,10.55,0.056545276
06/09/2011,9.97,-0.046063998
02/09/2011,10.44,-0.068481885
01/09/2011,11.18,-0.032558969
31/08/2011,11.55,-0.006042314
30/08/2011,11.62,0.005176888
29/08/2011,11.56,0.078242138
26/08/2011,10.69,0.043007105
25/08/2011,10.24,-0.03171818
24/08/2011,10.57,0.02103328
23/08/2011,10.35,0.035401927
22/08/2011,9.99,-0.005988042
19/08/2011,10.05,0.005988042
18/08/2011,9.99,-0.089011378
17/08/2011,10.92,-0.00820798
16/08/2011,11.01,0.024828862
15/08/2011,10.74,0.051587369
12/08/2011,10.2,0.015810606
11/08/2011,10.04,0.057392798
10/08/2011,9.48,-0.095501953
09/08/2011,10.43,0.036119104
08/08/2011,10.06,-0.070978969
05/08/2011,10.8,-0.047024939
04/08/2011,11.32,-0.057501896
03/08/2011,11.99,-0.00249896
02/08/2011,12.02,-0.044741093
01/08/2011,12.57,-0.015002255
29/07/2011,12.76,-0.017864553
28/07/2011,12.99,-0.009195467
27/07/2011,13.11,-0.037429519
26/07/2011,13.61,0.005156549
25/07/2011,13.54,-0.008823587
22/07/2011,13.66,-0.007293978
21/07/2011,13.76,0.030998792
20/07/2011,13.34,-0.012663111
19/07/2011,13.51,0.037711859
18/07/2011,13.01,-0.035488813
15/07/2011,13.48,0.01194044
14/07/2011,13.32,-0.018594809
13/07/2011,13.57,-0.003677827
12/07/2011,13.62,-0.002200221
11/07/2011,13.65,-0.038092999
08/07/2011,14.18,-0.029189008
07/07/2011,14.6,0.015183176
06/07/2011,14.38,-0.008999715
05/07/2011,14.51,-0.002065405
01/07/2011,14.54,0.015246311
30/06/2011,14.32,0.011236073
29/06/2011,14.16,0.025028121
28/06/2011,13.81,0.007267474
27/06/2011,13.71,0.013216051
24/06/2011,13.53,-0.00809721
23/06/2011,13.64,0.002201836
22/06/2011,13.61,-0.039616272
21/06/2011,14.16,0.028655256
20/06/2011,13.76,0.003640339
17/06/2011,13.71,0.009527371
16/06/2011,13.58,0.013343415
15/06/2011,13.4,-0.016284594
14/06/2011,13.62,0.023775265
13/06/2011,13.3,-0.006744124
10/06/2011,13.39,-0.03305479
09/06/2011,13.84,0.02339288
08/06/2011,13.52,-0.003691403
07/06/2011,13.57,-0.000736648
06/06/2011,13.58,-0.01534557
03/06/2011,13.79,-0.006505263
02/06/2011,13.88,0.002886005
01/06/2011,13.84,-0.029895465
31/05/2011,14.26,0.012703064
27/05/2011,14.08,0.009992945
26/05/2011,13.94,-0.00785999
25/05/2011,14.05,0.005710223
24/05/2011,13.97,-0.017033769
23/05/2011,14.21,-0.032540081
20/05/2011,14.68,0.002045688
19/05/2011,14.65,0.013054119
18/05/2011,14.46,0.00415801
17/05/2011,14.4,0
16/05/2011,14.4,-0.014478019
13/05/2011,14.61,-0.010214593
12/05/2011,14.76,0.003393285
11/05/2011,14.71,-0.005423742
10/05/2011,14.79,-0.012764701
09/05/2011,14.98,-0.011284554
06/05/2011,15.15,-0.005923018
05/05/2011,15.24,-0.025908185
04/05/2011,15.64,0.027878629
03/05/2011,15.21,-0.024034934
02/05/2011,15.58,0.033945818
29/04/2011,15.06,-0.014502561
28/04/2011,15.28,-0.008471866
27/04/2011,15.41,0.002599092
26/04/2011,15.37,0.014417026
25/04/2011,15.15,-0.005266635
21/04/2011,15.23,-0.004585661
20/04/2011,15.3,0.008533035
19/04/2011,15.17,-0.014398154
18/04/2011,15.39,0.039090767
15/04/2011,14.8,0.02254964
14/04/2011,14.47,-0.023900079
13/04/2011,14.82,0.012903405
12/04/2011,14.63,-0.022305758
11/04/2011,14.96,0.009402353
08/04/2011,14.82,-0.014735699
07/04/2011,15.04,-0.010582109
06/04/2011,15.2,-0.021478209
05/04/2011,15.53,0
04/04/2011,15.53,0.008406128
01/04/2011,15.4,0.011100343
31/03/2011,15.23,-0.022078819
30/03/2011,15.57,0.000642467
29/03/2011,15.56,0.026043139
28/03/2011,15.16,0.001320132
25/03/2011,15.14,0.013967636
24/03/2011,14.93,-0.029695353
23/03/2011,15.38,0.012430647
22/03/2011,15.19,-0.020847661
21/03/2011,15.51,0.017561427
18/03/2011,15.24,0.014540904
17/03/2011,15.02,0.010036886
16/03/2011,14.87,-0.01667261
15/03/2011,15.12,-0.018998279
14/03/2011,15.41,-0.011613034
11/03/2011,15.59,0.005789659
10/03/2011,15.5,-0.044788312
09/03/2011,16.21,-0.011652999
08/03/2011,16.4,0.021572485
07/03/2011,16.05,-0.011768485
04/03/2011,16.24,-0.026133362
03/03/2011,16.67,0.017549618
02/03/2011,16.38,0.016620881
01/03/2011,16.11,-0.024526061
28/02/2011,16.51,0.010350169
25/02/2011,16.34,0.011077036
24/02/2011,16.16,-0.004322328
23/02/2011,16.23,-0.01952472
22/02/2011,16.55,-0.025650079
18/02/2011,16.98,-0.005872007
17/02/2011,17.08,0.006461109
16/02/2011,16.97,0.00176939
15/02/2011,16.94,-0.01465013
14/02/2011,17.19,0.007591277
11/02/2011,17.06,-0.007009374
10/02/2011,17.18,0.00642338
09/02/2011,17.07,0.004109193
08/02/2011,17,-0.007034027
07/02/2011,17.12,0.027236734
04/02/2011,16.66,-0.005387622
03/02/2011,16.75,0.030920924
02/02/2011,16.24,0.066181907
01/02/2011,15.2,0.030730541
31/01/2011,14.74,-0.03007243
28/01/2011,15.19,0.010589113
27/01/2011,15.03,0.001998003
26/01/2011,15,0.010723963
25/01/2011,14.84,-0.001346802
