Date,Close,HBAN
31/01/2011,7.24,0.023760726
28/01/2011,7.07,-0.032013868
27/01/2011,7.3,0.032013868
26/01/2011,7.07,0.024339068
25/01/2011,6.9,-0.001448226
24/01/2011,6.91,-0.01579358
21/01/2011,7.02,0.024514566
20/01/2011,6.85,-0.021661497
19/01/2011,7,-0.026781023
18/01/2011,7.19,-0.008310297
14/01/2011,7.25,0.018093743
13/01/2011,7.12,-0.013947227
12/01/2011,7.22,0.013947227
11/01/2011,7.12,-0.011173301
10/01/2011,7.2,0.015395685
07/01/2011,7.09,-0.008427016
06/01/2011,7.15,-0.004187026
05/01/2011,7.18,-0.001391789
04/01/2011,7.19,0.011188928
03/01/2011,7.11,0.034338138
31/12/2010,6.87,-0.002906979
30/12/2010,6.89,-0.010108389
29/12/2010,6.96,0
28/12/2010,6.96,0
27/12/2010,6.96,0.011560822
23/12/2010,6.88,0.00437
22/12/2010,6.85,0.022141126
21/12/2010,6.7,0.025700583
20/12/2010,6.53,0.04703061
17/12/2010,6.23,-0.003205131
16/12/2010,6.25,-0.003194891
15/12/2010,6.27,-0.004773279
14/12/2010,6.3,-0.055569851
13/12/2010,6.66,-0.026668247
10/12/2010,6.84,0.017699577
09/12/2010,6.72,0.034825624
08/12/2010,6.49,0.01240326
07/12/2010,6.41,-0.007770047
06/12/2010,6.46,0.007770047
03/12/2010,6.41,0.025277807
02/12/2010,6.25,0.035834453
01/12/2010,6.03,0.032016214
30/11/2010,5.84,0.008598505
29/11/2010,5.79,0.042334364
26/11/2010,5.55,-0.012533736
24/11/2010,5.62,0.00893661
23/11/2010,5.57,-0.030064156
22/11/2010,5.74,0.003490405
19/11/2010,5.72,-0.006968669
18/11/2010,5.76,0.013986242
17/11/2010,5.68,-0.01745245
16/11/2010,5.78,-0.027305451
15/11/2010,5.94,0.006756782
12/11/2010,5.9,-0.043124427
11/11/2010,6.16,0.008150004
10/11/2010,6.11,0.043485112
09/11/2010,5.85,-0.01862882
08/11/2010,5.96,0.003361348
05/11/2010,5.94,0.0118545
04/11/2010,5.87,0.039970568
03/11/2010,5.64,0.014285957
02/11/2010,5.56,-0.007168489
01/11/2010,5.6,-0.010657294
29/10/2010,5.66,0
28/10/2010,5.66,-0.007042283
27/10/2010,5.7,0.014134511
26/10/2010,5.62,-0.005323881
25/10/2010,5.65,-0.007054703
22/10/2010,5.69,0.012378584
21/10/2010,5.62,0.003565066
20/10/2010,5.6,-0.022948933
19/10/2010,5.73,-0.00174368
18/10/2010,5.74,0.008748962
15/10/2010,5.69,-0.007005283
14/10/2010,5.73,-0.025841231
13/10/2010,5.88,-0.010152371
12/10/2010,5.94,0.020408872
11/10/2010,5.82,-0.006849342
08/10/2010,5.86,-0.006802747
07/10/2010,5.9,0.001696353
06/10/2010,5.89,-0.008453136
05/10/2010,5.94,0.041242959
04/10/2010,5.7,-0.001752849
01/10/2010,5.71,0.003508776
30/09/2010,5.69,0.008826183
29/09/2010,5.64,-0.01408474
28/09/2010,5.72,-0.003490405
27/09/2010,5.74,-0.017271587
24/09/2010,5.84,0.036621355
23/09/2010,5.63,-0.026294241
22/09/2010,5.78,-0.023932766
21/09/2010,5.92,-0.01342302
20/09/2010,6,0.033901552
17/09/2010,5.8,-0.01539808
16/09/2010,5.89,-0.030102607
15/09/2010,6.07,0
14/09/2010,6.07,-0.001646091
13/09/2010,6.08,0.038563035
10/09/2010,5.85,-0.001707942
09/09/2010,5.86,0.015477523
08/09/2010,5.77,0.05156698
07/09/2010,5.48,-0.042863704
03/09/2010,5.72,0.007017573
02/09/2010,5.68,0.037672616
01/09/2010,5.47,0.031571796
31/08/2010,5.3,0.011385322
30/08/2010,5.24,-0.037457563
27/08/2010,5.44,0.048974005
26/08/2010,5.18,-0.001928641
25/08/2010,5.19,-0.001924928
24/08/2010,5.2,-0.032169283
23/08/2010,5.37,-0.003717476
20/08/2010,5.39,0
19/08/2010,5.39,-0.020202707
18/08/2010,5.5,-0.001816531
17/08/2010,5.51,-0.007233305
16/08/2010,5.55,-0.019625964
13/08/2010,5.66,0.001768347
12/08/2010,5.65,-0.015803665
11/08/2010,5.74,-0.064102886
10/08/2010,6.12,-0.03373814
09/08/2010,6.33,0.012718772
06/08/2010,6.25,-0.004788517
05/08/2010,6.28,0
04/08/2010,6.28,0
03/08/2010,6.28,-0.00159109
02/08/2010,6.29,0.037251271
30/07/2010,6.06,0
29/07/2010,6.06,-0.021225287
28/07/2010,6.19,-0.027093291
27/07/2010,6.36,0.007892701
26/07/2010,6.31,0.040425876
23/07/2010,6.06,0.035268139
22/07/2010,5.85,0.031252544
21/07/2010,5.67,-0.026111144
20/07/2010,5.82,0.008628181
19/07/2010,5.77,0.00695655
16/07/2010,5.73,-0.067479219
15/07/2010,6.13,0.014790738
14/07/2010,6.04,-0.019672766
13/07/2010,6.16,0.038052565
12/07/2010,5.93,0.003378382
09/07/2010,5.91,0.041456714
08/07/2010,5.67,-0.015748357
07/07/2010,5.76,0.079464171
06/07/2010,5.32,-0.00375235
02/07/2010,5.34,-0.016713481
01/07/2010,5.43,-0.020055367
30/06/2010,5.54,-0.016114941
29/06/2010,5.63,-0.051914771
28/06/2010,5.93,-0.011735256
25/06/2010,6,0.044300259
24/06/2010,5.74,-0.018982451
23/06/2010,5.85,-0.01862882
22/06/2010,5.96,-0.014987791
21/06/2010,6.05,0
18/06/2010,6.05,0.003311261
17/06/2010,6.03,-0.018077731
16/06/2010,6.14,-0.024136329
15/06/2010,6.29,0.033956375
14/06/2010,6.08,-0.004922077
11/06/2010,6.11,0.033280942
10/06/2010,5.91,0.034426808
09/06/2010,5.71,-0.001749782
08/06/2010,5.72,0.026573751
07/06/2010,5.57,-0.045621946
04/06/2010,5.83,-0.046909773
03/06/2010,6.11,-0.009772065
02/06/2010,6.17,0.039674625
01/06/2010,5.93,-0.038052565
28/05/2010,6.16,-0.012903405
27/05/2010,6.24,0.037555434
26/05/2010,6.01,0.008354267
25/05/2010,5.96,-0.006688988
24/05/2010,6,-0.039220713
21/05/2010,6.24,0.064538521
20/05/2010,5.85,-0.050010421
19/05/2010,6.15,-0.001624696
18/05/2010,6.16,-0.053725399
17/05/2010,6.5,-0.004604766
14/05/2010,6.53,-0.034615947
13/05/2010,6.76,-0.001478197
12/05/2010,6.77,0.043780577
11/05/2010,6.48,-0.00154202
10/05/2010,6.49,0.076837782
07/05/2010,6.01,-0.035951584
06/05/2010,6.23,-0.050088717
05/05/2010,6.55,-0.01815481
04/05/2010,6.67,-0.030998792
03/05/2010,6.88,0.017595762
30/04/2010,6.76,-0.016141216
29/04/2010,6.87,0.020588963
28/04/2010,6.73,0.007457156
27/04/2010,6.68,-0.026589454
26/04/2010,6.86,-0.044198213
23/04/2010,7.17,0.03983457
22/04/2010,6.89,0.044517737
21/04/2010,6.59,0.122536348
20/04/2010,5.83,0.060088745
19/04/2010,5.49,-0.012669853
16/04/2010,5.56,-0.033601747
15/04/2010,5.75,-0.022356907
14/04/2010,5.88,0.032846514
13/04/2010,5.69,-0.058036763
12/04/2010,6.03,0.028597407
09/04/2010,5.86,-0.006802747
08/04/2010,5.9,0.001696353
07/04/2010,5.89,0.006814336
06/04/2010,5.85,0.056253846
05/04/2010,5.53,0.025642431
01/04/2010,5.39,0
31/03/2010,5.39,-0.003703708
30/03/2010,5.41,-0.007366516
29/03/2010,5.45,-0.003663008
26/03/2010,5.47,-0.005469476
25/03/2010,5.5,0.003642991
24/03/2010,5.48,0
23/03/2010,5.48,0.001826485
22/03/2010,5.47,0.027805313
19/03/2010,5.32,-0.033274789
18/03/2010,5.5,-0.046189382
17/03/2010,5.76,0.040749659
16/03/2010,5.53,0.021938723
15/03/2010,5.41,-0.011029524
12/03/2010,5.47,0.012879663
11/03/2010,5.4,0.028170877
10/03/2010,5.25,0.042808092
09/03/2010,5.03,0.014014243
08/03/2010,4.96,0
05/03/2010,4.96,0.030708657
04/03/2010,4.81,0
03/03/2010,4.81,-0.004149384
02/03/2010,4.83,0.00623055
01/03/2010,4.8,-0.002081166
26/02/2010,4.81,0.002081166
25/02/2010,4.8,-0.018576386
24/02/2010,4.89,0.016495219
23/02/2010,4.81,-0.024641904
22/02/2010,4.93,0.016360283
19/02/2010,4.85,0.027169905
18/02/2010,4.72,-0.008438869
17/02/2010,4.76,-0.01252626
16/02/2010,4.82,0.029475818
12/02/2010,4.68,-0.023232301
11/02/2010,4.79,0.016842503
10/02/2010,4.71,0.012820688
09/02/2010,4.65,0.015168221
08/02/2010,4.58,-0.01085787
05/02/2010,4.63,0.019629856
04/02/2010,4.54,-0.036760896
03/02/2010,4.71,-0.04565108
02/02/2010,4.93,0.006103783
01/02/2010,4.9,0.022704794
29/01/2010,4.79,-0.040905498
28/01/2010,4.99,0.02229069
27/01/2010,4.88,0.059088916
26/01/2010,4.6,-0.042559614
25/01/2010,4.8,0.023183335
22/01/2010,4.69,0.034710643
21/01/2010,4.53,0.054435207
20/01/2010,4.29,-0.00232829
19/01/2010,4.3,0.004662013
15/01/2010,4.28,-0.02992168
14/01/2010,4.41,0.022936785
13/01/2010,4.31,0.023475256
12/01/2010,4.21,-0.028104894
11/01/2010,4.33,0.025732414
08/01/2010,4.22,-0.016451605
07/01/2010,4.29,0.105619549
06/01/2010,3.86,0.026248226
05/01/2010,3.76,0.021506205
04/01/2010,3.68,0.008185585
31/12/2009,3.65,-0.008185585
30/12/2009,3.68,-0.002713706
29/12/2009,3.69,-0.002706362
28/12/2009,3.7,-0.005390849
24/12/2009,3.72,0.010810916
23/12/2009,3.68,-0.013495481
22/12/2009,3.73,-0.002677378
21/12/2009,3.74,0.005361943
18/12/2009,3.72,0.010810916
17/12/2009,3.68,0.016438726
16/12/2009,3.62,-0.029934208
15/12/2009,3.73,-0.042000924
14/12/2009,3.89,0.042000924
11/12/2009,3.73,0.002684565
10/12/2009,3.72,-0.002684565
09/12/2009,3.73,-0.015957785
08/12/2009,3.79,0.029453267
07/12/2009,3.68,-0.002713706
04/12/2009,3.69,0.002713706
03/12/2009,3.68,-0.050341755
02/12/2009,3.87,0.013004084
01/12/2009,3.82,0
30/11/2009,3.82,0.06209822
27/11/2009,3.59,-0.035571466
25/11/2009,3.72,-0.010695289
24/11/2009,3.76,-0.010582109
23/11/2009,3.8,0.005277057
20/11/2009,3.78,-0.013140794
19/11/2009,3.83,-0.023226851
18/11/2009,3.92,0.028462465
17/11/2009,3.81,0.00790518
16/11/2009,3.78,-0.005277057
13/11/2009,3.8,0.013245227
12/11/2009,3.75,-0.028911343
11/11/2009,3.86,0.015666117
10/11/2009,3.8,-0.036179657
09/11/2009,3.94,0.017926216
06/11/2009,3.87,0.026179506
05/11/2009,3.77,0.021448543
04/11/2009,3.69,-0.034623965
03/11/2009,3.82,0.05654265
02/11/2009,3.61,-0.053921417
30/10/2009,3.81,-0.06601381
29/10/2009,4.07,0.06601381
28/10/2009,3.81,-0.058615503
27/10/2009,4.04,-0.012300278
26/10/2009,4.09,-0.026539555
23/10/2009,4.2,-0.051055171
22/10/2009,4.42,0.025201792
21/10/2009,4.31,-0.013825105
20/10/2009,4.37,-0.00911168
19/10/2009,4.41,-0.037824309
16/10/2009,4.58,-0.040647307
15/10/2009,4.77,0.019048195
14/10/2009,4.68,0.03257617
13/10/2009,4.53,-0.010977059
12/10/2009,4.58,0.006571765
09/10/2009,4.55,-0.006571765
08/10/2009,4.58,0
07/10/2009,4.58,0.015401845
06/10/2009,4.51,-0.026259715
05/10/2009,4.63,0.039652772
02/10/2009,4.45,-0.004484312
01/10/2009,4.47,-0.052299499
30/09/2009,4.71,0.068083367
29/09/2009,4.4,0.046520016
28/09/2009,4.2,0.016807118
25/09/2009,4.13,-0.01203384
24/09/2009,4.18,-0.044451763
23/09/2009,4.37,-0.027089693
22/09/2009,4.49,0.017978012
21/09/2009,4.41,0.013698844
18/09/2009,4.35,-0.036121308
17/09/2009,4.51,-0.006629859
16/09/2009,4.54,0.042751167
15/09/2009,4.35,0.061630875
14/09/2009,4.09,0.009828089
11/09/2009,4.05,-0.009828089
10/09/2009,4.09,0.004901971
09/09/2009,4.07,-0.002453989
08/09/2009,4.08,-0.00732604
04/09/2009,4.11,0.009780029
03/09/2009,4.07,0.035003574
02/09/2009,3.93,-0.078279557
01/09/2009,4.25,-0.070403641
31/08/2009,4.56,0.015469922
28/08/2009,4.49,0.017978012
27/08/2009,4.41,0
26/08/2009,4.41,-0.004524895
25/08/2009,4.43,0.004524895
24/08/2009,4.41,-0.046520016
21/08/2009,4.62,0.021882711
20/08/2009,4.52,0.036039936
19/08/2009,4.36,0.004597709
18/08/2009,4.34,0.032789823
17/08/2009,4.2,-0.088795499
14/08/2009,4.59,-0.012987196
13/08/2009,4.65,0.039478811
12/08/2009,4.47,0.011248713
11/08/2009,4.42,-0.076206609
10/08/2009,4.77,0.019048195
07/08/2009,4.68,0.063968883
06/08/2009,4.39,-0.031392712
05/08/2009,4.53,0.02684725
04/08/2009,4.41,0.055958654
03/08/2009,4.17,0.019371066
31/07/2009,4.09,-0.012150818
30/07/2009,4.14,0.06228663
29/07/2009,3.89,-0.030382084
28/07/2009,4.01,0.022699588
27/07/2009,3.92,0.065899992
24/07/2009,3.67,-0.016216572
23/07/2009,3.73,-0.04968342
22/07/2009,3.92,0.055059777
21/07/2009,3.71,-0.044803277
20/07/2009,3.88,-0.012804272
17/07/2009,3.93,-0.047213737
16/07/2009,4.12,-0.014458083
15/07/2009,4.18,0.021766276
14/07/2009,4.09,-0.009732437
13/07/2009,4.13,0.0650229
10/07/2009,3.87,0.053062845
09/07/2009,3.67,0.07641623
08/07/2009,3.4,-0.097980408
07/07/2009,3.75,-0.041781534
06/07/2009,3.91,-0.022756987
02/07/2009,4,-0.036813973
01/07/2009,4.15,-0.007202912
30/06/2009,4.18,-0.035256295
29/06/2009,4.33,-0.006904515
26/06/2009,4.36,-0.011402632
25/06/2009,4.41,0.00911168
24/06/2009,4.37,0.049247935
23/06/2009,4.16,0.012092046
22/06/2009,4.11,-0.099503984
19/06/2009,4.54,0.04735947
18/06/2009,4.33,0.054580568
17/06/2009,4.1,-0.047628049
16/06/2009,4.3,-0.049896971
15/06/2009,4.52,0.08540366
12/06/2009,4.15,0.004830927
11/06/2009,4.13,0.024511031
10/06/2009,4.03,-0.024511031
09/06/2009,4.13,-0.002418381
08/06/2009,4.14,0.014598799
05/06/2009,4.08,0.007380107
04/06/2009,4.05,0.022472856
03/06/2009,3.96,-0.046864309
02/06/2009,4.15,0.026863642
01/06/2009,4.04,0.030153038
29/05/2009,3.92,-0.027674722
28/05/2009,4.03,0
27/05/2009,4.03,-0.053152607
26/05/2009,4.25,0.002355714
22/05/2009,4.24,-0.014051753
21/05/2009,4.3,-0.114158905
20/05/2009,4.82,0.044546071
19/05/2009,4.61,-0.079208053
18/05/2009,4.99,0.074879042
15/05/2009,4.63,-0.019251931
14/05/2009,4.72,0.06793411
13/05/2009,4.41,-0.160930367
12/05/2009,5.18,-0.097413967
11/05/2009,5.71,0.093560398
08/05/2009,5.2,0.290249468
07/05/2009,3.89,0.120034927
06/05/2009,3.45,0.139761942
05/05/2009,3,0.027028672
04/05/2009,2.92,0.082042423
01/05/2009,2.69,-0.036500402
30/04/2009,2.79,-0.052367986
29/04/2009,2.94,0.055958654
28/04/2009,2.78,-0.066111025
27/04/2009,2.97,-0.087011377
24/04/2009,3.24,-0.068581264
23/04/2009,3.47,0.035194248
22/04/2009,3.35,-0.029413885
21/04/2009,3.45,0.103751505
20/04/2009,3.11,-0.223786431
17/04/2009,3.89,0.161460968
16/04/2009,3.31,0.078533273
15/04/2009,3.06,0.16675704
14/04/2009,2.59,-0.099163749
13/04/2009,2.86,0.285353783
09/04/2009,2.15,0.228974472
08/04/2009,1.71,-0.023122417
07/04/2009,1.75,-0.103072185
06/04/2009,1.94,-0.035446749
03/04/2009,2.01,0.025190249
02/04/2009,1.96,0.031090587
01/04/2009,1.9,0.135036284
31/03/2009,1.66,0.142174489
30/03/2009,1.44,-0.15415068
27/03/2009,1.68,0.055059777
26/03/2009,1.59,-0.018692133
25/03/2009,1.62,-0.071458964
24/03/2009,1.74,-0.183278953
23/03/2009,2.09,0.171850257
20/03/2009,1.76,-0.022472856
19/03/2009,1.8,-0.115310847
18/03/2009,2.02,0.149212398
17/03/2009,1.74,-0.011428696
16/03/2009,1.76,0.120627988
13/03/2009,1.56,-0.074107972
12/03/2009,1.68,0.295650242
11/03/2009,1.25,-0.069526063
10/03/2009,1.34,0.215708573
09/03/2009,1.08,0.057158414
06/03/2009,1.02,-0.038466281
05/03/2009,1.06,-0.10724553
04/03/2009,1.18,-0.016807118
03/03/2009,1.2,-0.064538521
02/03/2009,1.28,-0.131576358
27/02/2009,1.46,-0.304660409
26/02/2009,1.98,0.176279242
25/02/2009,1.66,0.163227898
24/02/2009,1.41,0.195169699
23/02/2009,1.16,-0.159064695
20/02/2009,1.36,0.277925898
19/02/2009,1.03,-0.240468335
18/02/2009,1.31,0
17/02/2009,1.31,-0.254701392
13/02/2009,1.69,-0.068598316
12/02/2009,1.81,-0.037944932
11/02/2009,1.88,-0.041672696
10/02/2009,1.96,-0.286405748
09/02/2009,2.61,0.100688602
06/02/2009,2.36,0.276445999
05/02/2009,1.79,0.217572506
04/02/2009,1.44,-0.228683732
03/02/2009,1.81,-0.109770666
02/02/2009,2.02,-0.354692783
30/01/2009,2.88,-0.174769967
29/01/2009,3.43,-0.073066197
28/01/2009,3.69,0.164593454
27/01/2009,3.13,0.006410278
26/01/2009,3.11,-0.050167259
23/01/2009,3.27,0.021639175
22/01/2009,3.2,-0.365077047
21/01/2009,4.61,0.190598668
20/01/2009,3.81,-0.179693434
16/01/2009,4.56,0.061035891
15/01/2009,4.29,-0.143100844
14/01/2009,4.95,-0.177258255
13/01/2009,5.91,-0.016778917
12/01/2009,6.01,-0.099687215
09/01/2009,6.64,-0.055651255
08/01/2009,7.02,-0.018349139
07/01/2009,7.15,-0.074107972
06/01/2009,7.7,-0.011620531
05/01/2009,7.79,
