Date,Close,SBUX
04/04/2014,71.55,-0.021295052
03/04/2014,73.09,-0.007904102
02/04/2014,73.67,-0.004604559
01/04/2014,74.01,0.0085488
31/03/2014,73.38,-0.00435138
28/03/2014,73.7,0.004078864
27/03/2014,73.4,-0.00190554
26/03/2014,73.54,-0.014445071
25/03/2014,74.61,-0.015427889
24/03/2014,75.77,-0.012329642
21/03/2014,76.71,-0.003253728
20/03/2014,76.96,0.013737378
19/03/2014,75.91,0.017407921
18/03/2014,74.6,0.005645935
17/03/2014,74.18,-0.00121253
14/03/2014,74.27,-0.002151985
13/03/2014,74.43,-0.015993943
12/03/2014,75.63,0.007964996
11/03/2014,75.03,0.019786634
10/03/2014,73.56,0.006683514
07/03/2014,73.07,0.005214062
06/03/2014,72.69,0.019307496
05/03/2014,71.3,-0.005036384
04/03/2014,71.66,0.016745625
03/03/2014,70.47,-0.006929251
28/02/2014,70.96,-0.017185194
27/02/2014,72.19,0.005695646
26/02/2014,71.78,0.017284207
25/02/2014,70.55,-0.028092128
24/02/2014,72.56,0
21/02/2014,72.56,-0.013551641
20/02/2014,73.55,0.003132024
19/02/2014,73.32,-0.008826183
18/02/2014,73.97,-0.014228428
14/02/2014,75.03,0.004541819
13/02/2014,74.69,0.010498078
12/02/2014,73.91,-0.007950989
11/02/2014,74.5,-0.00401876
10/02/2014,74.8,0.010212397
07/02/2014,74.04,0.022951827
06/02/2014,72.36,0.026182805
05/02/2014,70.49,-0.002267253
04/02/2014,70.65,0.024066482
03/02/2014,68.97,-0.030696964
31/01/2014,71.12,-0.011046746
30/01/2014,71.91,0.004879078
29/01/2014,71.56,-0.032041242
28/01/2014,73.89,-0.004321411
27/01/2014,74.21,-0.010322499
24/01/2014,74.98,0.021433725
23/01/2014,73.39,-0.002857339
22/01/2014,73.6,-0.000679117
21/01/2014,73.65,-0.016829748
17/01/2014,74.9,-0.005193433
16/01/2014,75.29,-0.011882897
15/01/2014,76.19,0.009627506
14/01/2014,75.46,0.00451588
13/01/2014,75.12,-0.033382248
10/01/2014,77.67,0.000901655
09/01/2014,77.6,-0.005525941
08/01/2014,78.03,0.010564386
07/01/2014,77.21,0.013561298
06/01/2014,76.17,-0.010188176
03/01/2014,76.95,-0.00285492
02/01/2014,77.17,-0.015685588
31/12/2013,78.39,-0.002038997
30/12/2013,78.55,-0.000254582
27/12/2013,78.57,-0.003937763
26/12/2013,78.88,0.003937763
24/12/2013,78.57,0.003186949
23/12/2013,78.32,0.008462674
20/12/2013,77.66,0.006588745
19/12/2013,77.15,-0.006846245
18/12/2013,77.68,0.020680974
17/12/2013,76.09,-0.004850878
16/12/2013,76.46,0.001439697
13/12/2013,76.35,-0.001701237
12/12/2013,76.48,0.001046573
11/12/2013,76.4,-0.012745653
10/12/2013,77.38,-0.029917577
09/12/2013,79.73,-0.002630427
06/12/2013,79.94,0.002755858
05/12/2013,79.72,0.002763474
04/12/2013,79.5,-0.013121088
03/12/2013,80.55,-0.006434869
02/12/2013,81.07,-0.004799123
29/11/2013,81.46,-0.001962228
27/11/2013,81.62,0.001348618
26/11/2013,81.51,0.009863229
25/11/2013,80.71,-0.00789835
22/11/2013,81.35,-0.002210217
21/11/2013,81.53,0.022826943
20/11/2013,79.69,-0.002882027
19/11/2013,79.92,-0.007727821
18/11/2013,80.54,-0.008038131
15/11/2013,81.19,0.000616029
14/11/2013,81.14,-0.003936044
13/11/2013,81.46,0.010489391
12/11/2013,80.61,-0.004702979
11/11/2013,80.99,-0.002589557
08/11/2013,81.2,0.026581711
07/11/2013,79.07,-0.02571927
06/11/2013,81.13,-0.010544482
05/11/2013,81.99,0.019956316
04/11/2013,80.37,0
01/11/2013,80.37,-0.008425276
31/10/2013,81.05,0.002718064
30/10/2013,80.83,0.015082866
29/10/2013,79.62,0.011495105
28/10/2013,78.71,-0.015756297
25/10/2013,79.96,0.011445946
24/10/2013,79.05,-0.012570876
23/10/2013,80.05,-0.010562385
22/10/2013,80.9,0.017960074
21/10/2013,79.46,0.001889526
18/10/2013,79.31,0.007212939
17/10/2013,78.74,0.00892977
16/10/2013,78.04,0.017189438
15/10/2013,76.71,-0.017957979
14/10/2013,78.1,0.003591589
11/10/2013,77.82,0.009035817
10/10/2013,77.12,0.024413865
09/10/2013,75.26,-0.003581143
08/10/2013,75.53,-0.017455657
07/10/2013,76.86,-0.007001195
04/10/2013,77.4,0.006871097
03/10/2013,76.87,-0.004154232
02/10/2013,77.19,0.000388727
01/10/2013,77.16,0.002465452
30/09/2013,76.97,-0.004666243
27/09/2013,77.33,0.001941623
26/09/2013,77.18,0.010943309
25/09/2013,76.34,-0.002747075
24/09/2013,76.55,0.015667492
23/09/2013,75.36,-0.010034412
20/09/2013,76.12,-0.003016989
19/09/2013,76.35,-0.012753947
18/09/2013,77.33,0.016822461
17/09/2013,76.04,0.010576513
16/09/2013,75.24,-0.004376375
13/09/2013,75.57,-0.001322402
12/09/2013,75.67,0.00370714
11/09/2013,75.39,0.015640985
10/09/2013,74.22,0.024275023
09/09/2013,72.44,0.012082641
06/09/2013,71.57,-0.006684331
05/09/2013,72.05,-0.001248353
04/09/2013,72.14,0.007513602
