Date,Close,RSG
16/12/2013,33.88,-0.00176939
13/12/2013,33.94,0.006206611
12/12/2013,33.73,-0.005322307
11/12/2013,33.91,-0.018118555
10/12/2013,34.53,-0.000289561
09/12/2013,34.54,-0.010368756
06/12/2013,34.9,0.012397449
05/12/2013,34.47,-0.001159757
04/12/2013,34.51,-0.002893521
03/12/2013,34.61,-0.009489647
02/12/2013,34.94,0.000858984
29/11/2013,34.91,0.002581387
27/11/2013,34.82,-0.00344037
26/11/2013,34.94,0.002866153
25/11/2013,34.84,-0.005153175
22/11/2013,35.02,0.00831546
21/11/2013,34.73,-0.006028438
20/11/2013,34.94,-0.001715757
19/11/2013,35,-0.004276557
18/11/2013,35.15,0.001138628
15/11/2013,35.11,0.003423684
14/11/2013,34.99,0.010919649
13/11/2013,34.61,0.014552061
12/11/2013,34.11,0.000293212
11/11/2013,34.1,-0.00643089
08/11/2013,34.32,0.00643089
07/11/2013,34.1,-0.005264709
06/11/2013,34.28,0.004385331
05/11/2013,34.13,-0.000292954
04/11/2013,34.14,-0.005841138
01/11/2013,34.34,0.02566134
31/10/2013,33.47,0.003591743
30/10/2013,33.35,-0.014585762
29/10/2013,33.84,0.003849005
28/10/2013,33.71,-0.000889548
25/10/2013,33.74,0.004753425
24/10/2013,33.58,-0.003270406
23/10/2013,33.69,-0.00029678
22/10/2013,33.7,0.01344307
21/10/2013,33.25,0.003917438
18/10/2013,33.12,-0.000905387
17/10/2013,33.15,0
16/10/2013,33.15,0.004838231
15/10/2013,32.99,-0.00604414
14/10/2013,33.19,0.004227059
11/10/2013,33.05,0.012789456
10/10/2013,32.63,0.008000043
09/10/2013,32.37,-0.008306462
08/10/2013,32.64,-0.008845566
07/10/2013,32.93,-0.003032143
04/10/2013,33.03,0.006073508
03/10/2013,32.83,-0.013613884
02/10/2013,33.28,-0.00778214
01/10/2013,33.54,0.005381179
30/09/2013,33.36,-0.01162284
27/09/2013,33.75,-0.009730285
26/09/2013,34.08,0.003527341
25/09/2013,33.96,-0.005286356
24/09/2013,34.14,0.002052486
23/09/2013,34.07,-0.003223446
20/09/2013,34.18,0.003810645
19/09/2013,34.05,0.003530454
18/09/2013,33.93,0.017241806
17/09/2013,33.35,-0.003591743
16/09/2013,33.47,0.014141954
13/09/2013,33,-0.007547206
12/09/2013,33.25,0.001806141
11/09/2013,33.19,0.013956537
10/09/2013,32.73,0.007359739
09/09/2013,32.49,0.009898008
06/09/2013,32.17,-0.006506607
05/09/2013,32.38,-0.002467614
04/09/2013,32.46,0.009285118
03/09/2013,32.16,-0.01082429
30/08/2013,32.51,-0.013443527
29/08/2013,32.95,-0.008762709
28/08/2013,33.24,-0.001803427
27/08/2013,33.3,-0.016381602
26/08/2013,33.85,0.002070088
23/08/2013,33.78,0.00653403
22/08/2013,33.56,0.005977304
21/08/2013,33.36,-0.008655479
20/08/2013,33.65,0.008655479
19/08/2013,33.36,-0.003889309
16/08/2013,33.49,-0.007733531
15/08/2013,33.75,-0.031785735
14/08/2013,34.84,-0.001434103
13/08/2013,34.89,0.004308494
12/08/2013,34.74,-0.002587324
09/08/2013,34.83,-0.002866974
08/08/2013,34.93,0.014127379
07/08/2013,34.44,0.000290402
06/08/2013,34.43,-0.003479273
05/08/2013,34.55,0.000289477
02/08/2013,34.54,0.003770853
01/08/2013,34.41,0.014637264
31/07/2013,33.91,-0.007930722
30/07/2013,34.18,0.011179875
29/07/2013,33.8,-0.013809533
26/07/2013,34.27,-0.025069747
25/07/2013,35.14,0.000854093
24/07/2013,35.11,0.003137929
23/07/2013,35,-0.003707405
22/07/2013,35.13,-0.004827498
19/07/2013,35.3,-0.003958162
18/07/2013,35.44,0.008785659
17/07/2013,35.13,-0.000284616
16/07/2013,35.14,-0.004826127
15/07/2013,35.31,0.001417033
12/07/2013,35.26,-0.001983284
11/07/2013,35.33,0.017416572
10/07/2013,34.72,-0.001726619
09/07/2013,34.78,0.014772173
08/07/2013,34.27,0.00350775
05/07/2013,34.15,0.012968057
03/07/2013,33.71,-0.002370371
02/07/2013,33.79,-0.010304817
01/07/2013,34.14,0.005875458
28/06/2013,33.94,-0.000294594
27/06/2013,33.95,-0.002353635
26/06/2013,34.03,0.016294243
25/06/2013,33.48,0.022045284
24/06/2013,32.75,-0.021148824
21/06/2013,33.45,0.001795333
20/06/2013,33.39,-0.02104093
19/06/2013,34.1,-0.018882188
18/06/2013,34.75,0.016831506
17/06/2013,34.17,0.003224391
14/06/2013,34.06,0.002351559
13/06/2013,33.98,0.011543713
12/06/2013,33.59,-0.00386273
11/06/2013,33.72,0
10/06/2013,33.72,-0.005913678
07/06/2013,33.92,0.007694622
06/06/2013,33.66,-0.004742155
05/06/2013,33.82,-0.009710243
04/06/2013,34.15,-0.006421505
03/06/2013,34.37,0.007886707
31/05/2013,34.1,-0.016000341
30/05/2013,34.65,0.01717405
29/05/2013,34.06,-0.01717405
28/05/2013,34.65,0.000866176
24/05/2013,34.62,-0.00259628
23/05/2013,34.71,0.00462028
22/05/2013,34.55,-0.015508639
21/05/2013,35.09,0.003711639
20/05/2013,34.96,0.002004296
17/05/2013,34.89,0.010082182
16/05/2013,34.54,0.003770853
15/05/2013,34.41,0.014932205
14/05/2013,33.9,0.003250114
13/05/2013,33.79,-0.004723953
10/05/2013,33.95,-0.01780809
09/05/2013,34.56,-0.00778214
08/05/2013,34.83,-0.004297385
07/05/2013,34.98,0.00890171
06/05/2013,34.67,0.005495314
03/05/2013,34.48,0.010495723
02/05/2013,34.12,0.000586338
01/05/2013,34.1,0.000586682
30/04/2013,34.08,0.012103469
29/04/2013,33.67,-0.018829624
26/04/2013,34.31,0.03138209
25/04/2013,33.25,0.001203732
24/04/2013,33.21,0.012117688
23/04/2013,32.81,0.008570606
22/04/2013,32.53,-0.00460053
19/04/2013,32.68,0.012935197
18/04/2013,32.26,-0.005255848
17/04/2013,32.43,-0.019240172
16/04/2013,33.06,0.007895577
15/04/2013,32.8,-0.02171376
12/04/2013,33.52,-0.006541802
11/04/2013,33.74,0.0113265
10/04/2013,33.36,0.0199825
09/04/2013,32.7,0.006442728
08/04/2013,32.49,0.003391401
05/04/2013,32.38,-0.003699141
04/04/2013,32.5,0.004935235
03/04/2013,32.34,-0.008007434
02/04/2013,32.6,0.003687773
01/04/2013,32.48,-0.015883046
28/03/2013,33,0.01342302
27/03/2013,32.56,-0.000920952
26/03/2013,32.59,-0.001533037
25/03/2013,32.64,-0.000306326
22/03/2013,32.65,0.00522034
21/03/2013,32.48,-0.000615574
20/03/2013,32.5,0.012384059
19/03/2013,32.1,0.000935016
18/03/2013,32.07,0.003123051
15/03/2013,31.97,0.002191953
14/03/2013,31.9,0.000940881
13/03/2013,31.87,0.010408547
12/03/2013,31.54,-0.005690815
11/03/2013,31.72,0.013329299
08/03/2013,31.3,0.013833259
07/03/2013,30.87,-0.005491857
06/03/2013,31.04,-0.00770222
05/03/2013,31.28,0.002560821
04/03/2013,31.2,0.003531871
01/03/2013,31.09,-0.011194743
28/02/2013,31.44,0.00446287
27/02/2013,31.3,0.012861914
26/02/2013,30.9,-0.001616815
25/02/2013,30.95,-0.012522238
22/02/2013,31.34,0.011876243
21/02/2013,30.97,-0.007078537
20/02/2013,31.19,0.000641437
19/02/2013,31.17,-0.004481442
15/02/2013,31.31,0.000319438
14/02/2013,31.3,0.002559182
13/02/2013,31.22,0.000961384
12/02/2013,31.19,-0.002561641
11/02/2013,31.27,0.004808472
08/02/2013,31.12,-0.022872662
07/02/2013,31.84,0.009149772
06/02/2013,31.55,0.005084218
05/02/2013,31.39,0.000318624
04/02/2013,31.38,-0.013924276
01/02/2013,31.82,-0.002197458
31/01/2013,31.89,0.011035899
30/01/2013,31.54,-0.008838441
29/01/2013,31.82,0.001257862
28/01/2013,31.78,0.02130785
25/01/2013,31.11,0.010014621
24/01/2013,30.8,-0.002270149
23/01/2013,30.87,0
22/01/2013,30.87,0.00878483
18/01/2013,30.6,0.006886402
17/01/2013,30.39,0.004617422
16/01/2013,30.25,-0.001981507
15/01/2013,30.31,0.00231214
14/01/2013,30.24,0.001654808
11/01/2013,30.19,0
10/01/2013,30.19,0.006313362
09/01/2013,30,0.007360354
08/01/2013,29.78,0.002016807
07/01/2013,29.72,-0.004699572
04/01/2013,29.86,0.004363155
03/01/2013,29.73,0.006749941
02/01/2013,29.53,0.006795813
31/12/2012,29.33,0.010970285
28/12/2012,29.01,-0.017088591
27/12/2012,29.51,-0.001692907
26/12/2012,29.56,-0.006070845
24/12/2012,29.74,-0.001679826
21/12/2012,29.79,-0.004354386
20/12/2012,29.92,-0.001336006
19/12/2012,29.96,0.007370218
18/12/2012,29.74,0.015588252
17/12/2012,29.28,0.005136118
14/12/2012,29.13,0
13/12/2012,29.13,0.007581015
12/12/2012,28.91,0.001731003
11/12/2012,28.86,-0.005873225
10/12/2012,29.03,-0.002408396
07/12/2012,29.1,-0.000343584
06/12/2012,29.11,-0.000686813
05/12/2012,29.13,0.018711565
04/12/2012,28.59,0.00631581
03/12/2012,28.41,-0.002109705
30/11/2012,28.47,0.008111489
29/11/2012,28.24,-0.000354045
28/11/2012,28.25,0.006392067
27/11/2012,28.07,-0.001068186
26/11/2012,28.1,0.006068196
23/11/2012,27.93,0.010075652
21/11/2012,27.65,0.006167261
20/11/2012,27.48,0.005839433
19/11/2012,27.32,0.011411867
16/11/2012,27.01,0.014544355
15/11/2012,26.62,0.003009784
14/11/2012,26.54,-0.007133501
13/11/2012,26.73,-0.000747943
12/11/2012,26.75,0
09/11/2012,26.75,-0.003358839
08/11/2012,26.84,-0.002232975
07/11/2012,26.9,-0.005190965
06/11/2012,27.04,0.00705143
05/11/2012,26.85,0.01387609
02/11/2012,26.48,-0.066825368
01/11/2012,28.31,-0.001411931
31/10/2012,28.35,0.004596084
26/10/2012,28.22,-0.009522202
25/10/2012,28.49,0.014851758
24/10/2012,28.07,-0.007453451
23/10/2012,28.28,-0.002824861
22/10/2012,28.36,0.000705467
19/10/2012,28.34,-0.00983154
18/10/2012,28.62,0.006309169
17/10/2012,28.44,0.017737251
16/10/2012,27.94,-0.003216011
15/10/2012,28.03,0.008239344
12/10/2012,27.8,0.005048694
11/10/2012,27.66,0.00362188
10/10/2012,27.56,-0.002898553
09/10/2012,27.64,-0.009721049
08/10/2012,27.91,0.001793079
05/10/2012,27.86,0.00865182
04/10/2012,27.62,0.005081681
03/10/2012,27.48,0.002915454
02/10/2012,27.4,0.004022679
01/10/2012,27.29,-0.00802924
28/09/2012,27.51,0.006564575
27/09/2012,27.33,-0.001462523
26/09/2012,27.37,-0.01198489
25/09/2012,27.7,-0.01041489
24/09/2012,27.99,-0.000714286
21/09/2012,28.01,-0.007469357
20/09/2012,28.22,-0.010574649
19/09/2012,28.52,-0.004896827
18/09/2012,28.66,0.006300336
17/09/2012,28.48,-0.004554221
14/09/2012,28.61,-0.008007005
13/09/2012,28.84,0.0210239
12/09/2012,28.24,0.000708466
11/09/2012,28.22,0.000354421
10/09/2012,28.21,-0.006008147
07/09/2012,28.38,0.012766131
06/09/2012,28.02,0.018732536
05/09/2012,27.5,0.000363702
04/09/2012,27.49,-0.005803426
31/08/2012,27.65,0.000723589
30/08/2012,27.63,0.001086366
29/08/2012,27.6,-0.003977586
28/08/2012,27.71,0
27/08/2012,27.71,-0.004680477
24/08/2012,27.84,0
23/08/2012,27.84,-0.009295741
22/08/2012,28.1,0.000355935
21/08/2012,28.09,-0.005679816
20/08/2012,28.25,-0.019629092
17/08/2012,28.81,-0.003119046
16/08/2012,28.9,0.005899722
15/08/2012,28.73,0.002090593
14/08/2012,28.67,-0.001742464
13/08/2012,28.72,-0.004169568
10/08/2012,28.84,0.001735208
09/08/2012,28.79,0.000347403
08/08/2012,28.78,-0.002082611
07/08/2012,28.84,-0.003115807
06/08/2012,28.93,0.006937246
03/08/2012,28.73,0.015080068
02/08/2012,28.3,-0.011593314
01/08/2012,28.63,-0.010424
31/07/2012,28.93,0.012871982
30/07/2012,28.56,0.013749556
27/07/2012,28.17,0.034305585
26/07/2012,27.22,0.003680534
25/07/2012,27.12,0.000737735
24/07/2012,27.1,-0.000737735
23/07/2012,27.12,-0.003680534
20/07/2012,27.22,-0.010961016
19/07/2012,27.52,0.012063754
18/07/2012,27.19,0.007012393
17/07/2012,27,0.007808182
16/07/2012,26.79,-0.002981739
13/07/2012,26.87,0.011980675
12/07/2012,26.55,0.002640017
11/07/2012,26.48,0.003404581
10/07/2012,26.39,0.016043125
09/07/2012,25.97,0.004631425
06/07/2012,25.85,-0.006554872
05/07/2012,26.02,-0.003069841
03/07/2012,26.1,-0.001531394
02/07/2012,26.14,-0.01216745
29/06/2012,26.46,0.040097893
28/06/2012,25.42,-0.006665384
27/06/2012,25.59,0.003915432
26/06/2012,25.49,0.003930823
25/06/2012,25.39,-0.0074554
22/06/2012,25.58,-0.007012105
21/06/2012,25.76,-0.015026289
20/06/2012,26.15,-0.002291827
19/06/2012,26.21,0.013057021
18/06/2012,25.87,0.003484999
15/06/2012,25.78,-0.002711603
14/06/2012,25.85,0.0034877
13/06/2012,25.76,0.00427933
12/06/2012,25.65,-0.010857028
11/06/2012,25.93,-0.013788039
08/06/2012,26.29,0.008787067
07/06/2012,26.06,-0.003829955
06/06/2012,26.16,0.016185324
05/06/2012,25.74,-0.003490405
04/06/2012,25.83,-0.008481161
01/06/2012,26.05,-0.011829941
31/05/2012,26.36,0.003800841
30/05/2012,26.26,-0.019234989
29/05/2012,26.77,-0.001493095
25/05/2012,26.81,0.005610637
24/05/2012,26.66,-0.00933365
23/05/2012,26.91,0.010459565
22/05/2012,26.63,0.008295674
21/05/2012,26.41,0.016030878
18/05/2012,25.99,0.00346888
17/05/2012,25.9,-0.002699057
16/05/2012,25.97,0.011619031
15/05/2012,25.67,-0.002334631
14/05/2012,25.73,-0.037754722
11/05/2012,26.72,-0.011535012
10/05/2012,27.03,0.020180057
09/05/2012,26.49,-0.012380575
08/05/2012,26.82,-0.002978409
07/05/2012,26.9,0.000743771
04/05/2012,26.88,-0.010362787
03/05/2012,27.16,-0.006239697
02/05/2012,27.33,-0.006928013
01/05/2012,27.52,0.00546549
30/04/2012,27.37,0.013240355
27/04/2012,27.01,-0.142285999
26/04/2012,31.14,0.003216471
25/04/2012,31.04,0.008736506
24/04/2012,30.77,0
23/04/2012,30.77,-0.007769544
20/04/2012,31.01,0.006145903
19/04/2012,30.82,-0.005178005
18/04/2012,30.98,0.000645786
17/04/2012,30.96,0.007456673
16/04/2012,30.73,-0.001625752
13/04/2012,30.78,-0.003567379
12/04/2012,30.89,0.013033746
11/04/2012,30.49,0.012873589
10/04/2012,30.1,-0.018107491
09/04/2012,30.65,-0.003257332
05/04/2012,30.75,0.009804
04/04/2012,30.45,-0.00817666
03/04/2012,30.7,-0.005846071
02/04/2012,30.88,0.010416761
30/03/2012,30.56,0.008874339
29/03/2012,30.29,-0.006581136
28/03/2012,30.49,-0.003927992
27/03/2012,30.61,0.002944547
26/03/2012,30.52,0.009216655
23/03/2012,30.24,-0.003960401
22/03/2012,30.36,0.00197824
21/03/2012,30.3,-0.001319261
20/03/2012,30.34,-0.008206184
19/03/2012,30.59,0.002946475
16/03/2012,30.5,-0.001310616
15/03/2012,30.54,-0.002942621
14/03/2012,30.63,-0.002282734
13/03/2012,30.7,0.00457069
12/03/2012,30.56,0.000327279
09/03/2012,30.55,0.017500859
08/03/2012,30.02,0.016795826
07/03/2012,29.52,-0.002368467
06/03/2012,29.59,-0.008748373
05/03/2012,29.85,0.001005531
02/03/2012,29.82,-0.003682013
01/03/2012,29.93,0.003346723
29/02/2012,29.83,0.00706479
28/02/2012,29.62,-0.006058585
27/02/2012,29.8,-0.001341382
24/02/2012,29.84,0
23/02/2012,29.84,0.0023486
22/02/2012,29.77,0.001344538
21/02/2012,29.73,0.004382276
17/02/2012,29.6,-0.003035927
16/02/2012,29.69,-0.003698105
15/02/2012,29.8,-0.01200815
14/02/2012,30.16,-0.009569451
13/02/2012,30.45,0.009901071
10/02/2012,30.15,0.001992033
09/02/2012,30.09,0.004329732
08/02/2012,29.96,0.008042939
07/02/2012,29.72,-0.008710273
06/02/2012,29.98,-0.001999334
03/02/2012,30.04,0.013067701
02/02/2012,29.65,-0.012068534
01/02/2012,30.01,0.02462597
31/01/2012,29.28,0.007197975
30/01/2012,29.07,0.004136511
27/01/2012,28.95,0.009021574
26/01/2012,28.69,0.004541493
25/01/2012,28.56,0.007380107
24/01/2012,28.35,-0.001057642
23/01/2012,28.38,0.009915095
20/01/2012,28.1,0.004994659
19/01/2012,27.96,0.010787591
18/01/2012,27.66,0.005437751
17/01/2012,27.51,-0.007965285
13/01/2012,27.73,-0.015742722
12/01/2012,28.17,0.03137088
11/01/2012,27.3,-0.017429635
10/01/2012,27.78,0.001440922
09/01/2012,27.74,-0.003598421
06/01/2012,27.84,0.008658063
05/01/2012,27.6,0.007272759
04/01/2012,27.4,-0.005459522
03/01/2012,27.55,0
30/12/2011,27.55,-0.001813237
29/12/2011,27.6,-0.005420067
28/12/2011,27.75,-0.013245227
27/12/2011,28.12,0.008930225
23/12/2011,27.87,0.015549039
22/12/2011,27.44,0.018018506
21/12/2011,26.95,0.001857011
20/12/2011,26.9,0.018004988
19/12/2011,26.42,-0.00151286
16/12/2011,26.46,-0.011647699
15/12/2011,26.77,-0.003728565
14/12/2011,26.87,-0.002230484
13/12/2011,26.93,-0.011445574
12/12/2011,27.24,-0.005856532
09/12/2011,27.4,0.02251433
08/12/2011,26.79,-0.020687845
07/12/2011,27.35,0.007339482
06/12/2011,27.15,0.004429686
05/12/2011,27.03,0.00929202
02/12/2011,26.78,-0.021061189
01/12/2011,27.35,-0.003649639
30/11/2011,27.45,0.023591216
29/11/2011,26.81,0.007487867
28/11/2011,26.61,0.0301377
25/11/2011,25.82,-0.002321084
23/11/2011,25.88,-0.013814494
22/11/2011,26.24,0.003435774
21/11/2011,26.15,-0.023059045
18/11/2011,26.76,0.004869835
17/11/2011,26.63,-0.011944898
16/11/2011,26.95,-0.010336009
15/11/2011,27.23,-0.00110112
14/11/2011,27.26,-0.016733748
11/11/2011,27.72,0.020777128
10/11/2011,27.15,-0.001472212
09/11/2011,27.19,-0.027210095
08/11/2011,27.94,0.008988017
07/11/2011,27.69,-0.017541169
04/11/2011,28.18,-0.005661728
03/11/2011,28.34,0.019597991
02/11/2011,27.79,0.006860471
01/11/2011,27.6,-0.03068382
31/10/2011,28.46,-0.018106344
28/10/2011,28.98,-0.018462063
27/10/2011,29.52,0.008504899
26/10/2011,29.27,-0.005791193
25/10/2011,29.44,-0.001696929
24/10/2011,29.49,0.017445286
21/10/2011,28.98,0.020921265
20/10/2011,28.38,0.00070497
19/10/2011,28.36,-0.008427016
18/10/2011,28.6,0.000699545
17/10/2011,28.58,-0.014933426
14/10/2011,29.01,0.023013568
13/10/2011,28.35,-0.01366285
12/10/2011,28.74,0.01366285
11/10/2011,28.35,-0.017482963
10/10/2011,28.85,0.027052414
07/10/2011,28.08,-0.001067806
06/10/2011,28.11,0.014332026
05/10/2011,27.71,0.01307683
04/10/2011,27.35,0.014733232
03/10/2011,26.95,-0.040361777
30/09/2011,28.06,-0.001424502
29/09/2011,28.1,-0.000711491
28/09/2011,28.12,-0.021112677
27/09/2011,28.72,0.014378645
26/09/2011,28.31,0.018538855
23/09/2011,27.79,0.030692946
22/09/2011,26.95,-0.009601255
21/09/2011,27.21,-0.04350857
20/09/2011,28.42,0.009545768
19/09/2011,28.15,-0.024215958
16/09/2011,28.84,-0.006221935
15/09/2011,29.02,0.005875255
14/09/2011,28.85,0.01185509
13/09/2011,28.51,0.008453731
12/09/2011,28.27,0.001415929
09/09/2011,28.23,-0.027944536
08/09/2011,29.03,-0.009940099
07/09/2011,29.32,0.016159884
06/09/2011,28.85,-0.005185837
02/09/2011,29,-0.033901552
01/09/2011,30,-0.011928571
31/08/2011,30.36,-0.001645549
30/08/2011,30.41,-0.002955182
29/08/2011,30.5,0.027253265
26/08/2011,29.68,0.010840215
25/08/2011,29.36,-0.010503231
24/08/2011,29.67,0.025603037
23/08/2011,28.92,0.029475818
22/08/2011,28.08,0.020871574
19/08/2011,27.5,0.0025487
18/08/2011,27.43,-0.026620277
17/08/2011,28.17,0.009272534
16/08/2011,27.91,-0.005716343
15/08/2011,28.07,0.042203426
12/08/2011,26.91,0.021788991
11/08/2011,26.33,0.037535844
10/08/2011,25.36,-0.034111835
09/08/2011,26.24,0.058055516
08/08/2011,24.76,-0.080291217
05/08/2011,26.83,0.000372787
04/08/2011,26.82,-0.03624779
03/08/2011,27.81,-0.008592964
02/08/2011,28.05,-0.024996901
01/08/2011,28.76,-0.009344245
29/07/2011,29.03,0.009692011
28/07/2011,28.75,-0.026768929
27/07/2011,29.53,-0.009437212
26/07/2011,29.81,-0.010677445
25/07/2011,30.13,-0.00463577
22/07/2011,30.27,-0.013453853
21/07/2011,30.68,0.020082979
20/07/2011,30.07,0.003331116
19/07/2011,29.97,0.022268127
18/07/2011,29.31,-0.011533371
15/07/2011,29.65,-0.000674309
14/07/2011,29.67,-0.014056456
13/07/2011,30.09,-0.001328463
12/07/2011,30.13,-0.020368641
11/07/2011,30.75,-0.017088921
08/07/2011,31.28,-0.011759233
07/07/2011,31.65,0.010162044
06/07/2011,31.33,0.006725406
05/07/2011,31.12,0.000321388
01/07/2011,31.11,0.008392561
30/06/2011,30.85,0
29/06/2011,30.85,0.000324202
28/06/2011,30.84,0.006506204
27/06/2011,30.64,0.004907584
24/06/2011,30.49,-0.019809058
23/06/2011,31.1,-0.00064288
22/06/2011,31.12,0.002896221
21/06/2011,31.03,0.00614193
20/06/2011,30.84,0.012398201
17/06/2011,30.46,0.005596722
16/06/2011,30.29,0.012959145
15/06/2011,29.9,-0.014278841
14/06/2011,30.33,0.00761215
13/06/2011,30.1,0.00767054
10/06/2011,29.87,-0.010656111
09/06/2011,30.19,0.000662691
08/06/2011,30.17,0.00033151
07/06/2011,30.16,-0.008254959
06/06/2011,30.41,-0.006555251
03/06/2011,30.61,-0.016845231
02/06/2011,31.13,-0.001925546
01/06/2011,31.19,-0.010524734
31/05/2011,31.52,-0.000634317
27/05/2011,31.54,0.003493731
26/05/2011,31.43,0.000636537
25/05/2011,31.41,-0.007295829
24/05/2011,31.64,-0.008183867
23/05/2011,31.9,-0.007806441
20/05/2011,32.15,-0.024275274
19/05/2011,32.94,0.000911162
18/05/2011,32.91,0.018399783
17/05/2011,32.31,0.00030955
16/05/2011,32.3,-0.001855862
13/05/2011,32.36,-0.003701423
12/05/2011,32.48,0.010523155
11/05/2011,32.14,0.004053006
10/05/2011,32.01,0.003128914
09/05/2011,31.91,0.000626959
06/05/2011,31.89,0.009451866
05/05/2011,31.59,-0.006940091
04/05/2011,31.81,-0.003765301
03/05/2011,31.93,0.000939997
02/05/2011,31.9,0.008816178
29/04/2011,31.62,0.021093783
28/04/2011,30.96,0.010716128
27/04/2011,30.63,0.011822798
26/04/2011,30.27,0.018673434
25/04/2011,29.71,0.001684353
21/04/2011,29.66,-0.00772464
20/04/2011,29.89,0.016189224
19/04/2011,29.41,-0.005087344
18/04/2011,29.56,-0.007750671
15/04/2011,29.79,-0.002681866
14/04/2011,29.87,-0.005009194
13/04/2011,30.02,-0.001664171
12/04/2011,30.07,0.007343157
11/04/2011,29.85,-0.002008033
08/04/2011,29.91,-0.00699653
07/04/2011,30.12,-0.005628222
06/04/2011,30.29,0.011956303
05/04/2011,29.93,-0.006660031
04/04/2011,30.13,0.000996181
01/04/2011,30.1,0.001995345
31/03/2011,30.04,-0.003323366
30/03/2011,30.14,-0.001657551
29/03/2011,30.19,0.011325904
28/03/2011,29.85,-0.000669792
25/03/2011,29.87,0.010432536
24/03/2011,29.56,0.013624189
23/03/2011,29.16,0.005502077
22/03/2011,29,-0.019802627
21/03/2011,29.58,0.010535357
18/03/2011,29.27,0.010992897
17/03/2011,28.95,0.013563067
16/03/2011,28.56,-0.021476406
15/03/2011,29.18,-0.013952923
14/03/2011,29.59,-0.003373822
11/03/2011,29.69,0.003035927
10/03/2011,29.6,-0.010752792
09/03/2011,29.92,0
08/03/2011,29.92,0.010752792
07/03/2011,29.6,-0.006062666
04/03/2011,29.78,-0.001342282
03/03/2011,29.82,0.017250555
02/03/2011,29.31,0.010977812
01/03/2011,28.99,-0.021161199
28/02/2011,29.61,0.012232568
25/02/2011,29.25,0.006516916
24/02/2011,29.06,0.006906105
23/02/2011,28.86,-0.024641904
22/02/2011,29.58,-0.013765535
18/02/2011,29.99,0
17/02/2011,29.99,-0.001998668
16/02/2011,30.05,0.007012886
15/02/2011,29.84,-0.004680717
14/02/2011,29.98,-0.002332168
11/02/2011,30.05,-0.011908841
10/02/2011,30.41,-0.003938305
09/02/2011,30.53,0.001967214
08/02/2011,30.47,-0.002622093
07/02/2011,30.55,0.014839514
04/02/2011,30.1,-0.008271346
03/02/2011,30.35,-0.004930166
02/02/2011,30.5,0.001312336
01/02/2011,30.46,-0.012398201
31/01/2011,30.84,0.00487568
28/01/2011,30.69,-0.019361689
27/01/2011,31.29,0.009311353
26/01/2011,31,0.00939887
25/01/2011,30.71,0.006206128
24/01/2011,30.52,0.009216655
