Date,Close,LUV
04/11/2013,17.87,0.022638205
01/11/2013,17.47,0.014413625
31/10/2013,17.22,0.005240187
30/10/2013,17.13,-0.001749782
29/10/2013,17.16,0.003502631
28/10/2013,17.1,-0.004085211
25/10/2013,17.17,0.008774552
24/10/2013,17.02,0.036498218
23/10/2013,16.41,0.003051574
22/10/2013,16.36,0.01664137
21/10/2013,16.09,0.001243781
18/10/2013,16.07,0.003740653
17/10/2013,16.01,0.025942613
16/10/2013,15.6,0.025975486
15/10/2013,15.2,-0.007210782
14/10/2013,15.31,0.005239043
11/10/2013,15.23,0.007248796
10/10/2013,15.12,0.011307071
09/10/2013,14.95,0.00873368
08/10/2013,14.82,-0.003368141
07/10/2013,14.87,-0.001344086
04/10/2013,14.89,0.011482733
03/10/2013,14.72,0.003402521
02/10/2013,14.67,-0.004081638
01/10/2013,14.73,0.011608188
30/09/2013,14.56,-0.005479466
27/09/2013,14.64,-0.004089985
26/09/2013,14.7,0.007511131
25/09/2013,14.59,-0.007511131
24/09/2013,14.7,0.018538121
23/09/2013,14.43,0.001386963
20/09/2013,14.41,-0.008981062
19/09/2013,14.54,0.020146565
18/09/2013,14.25,0.002107482
17/09/2013,14.22,0.008474627
16/09/2013,14.1,0.014285957
13/09/2013,13.9,0.010850016
12/09/2013,13.75,-0.007246409
11/09/2013,13.85,-0.003603608
10/09/2013,13.9,0.046382992
09/09/2013,13.27,0.012893618
06/09/2013,13.1,0.00076365
05/09/2013,13.09,0.006130287
04/09/2013,13.01,0.014711841
03/09/2013,12.82,0.000780336
30/08/2013,12.81,0.0015625
29/08/2013,12.79,0.001564946
28/08/2013,12.77,-0.002346501
27/08/2013,12.8,-0.036060677
26/08/2013,13.27,0
23/08/2013,13.27,0.006046882
22/08/2013,13.19,0.010670833
21/08/2013,13.05,-0.007633625
20/08/2013,13.15,0.003046461
19/08/2013,13.11,-0.017391743
16/08/2013,13.34,0.001500375
15/08/2013,13.32,-0.01342302
14/08/2013,13.5,0.002224695
13/08/2013,13.47,-0.018389632
12/08/2013,13.72,-0.001456664
09/08/2013,13.74,-0.008695707
08/08/2013,13.86,0.006514681
07/08/2013,13.77,-0.005070637
06/08/2013,13.84,-0.017902376
05/08/2013,14.09,-0.007072165
02/08/2013,14.19,-0.000704473
01/08/2013,14.2,0.026401819
31/07/2013,13.83,0.000723327
30/07/2013,13.82,0.008720986
29/07/2013,13.7,-0.006547859
26/07/2013,13.79,-0.001449276
25/07/2013,13.81,0.003627135
24/07/2013,13.76,-0.009403324
23/07/2013,13.89,0.001440922
22/07/2013,13.87,0.004335267
19/07/2013,13.81,0.002174702
18/07/2013,13.78,0.009478744
17/07/2013,13.65,0.018484815
16/07/2013,13.4,-0.005952399
15/07/2013,13.48,0.001484781
12/07/2013,13.46,0.012710451
11/07/2013,13.29,0.01135086
10/07/2013,13.14,0.003048783
09/07/2013,13.1,0.014610025
08/07/2013,12.91,0.009338589
05/07/2013,12.79,0.00627453
03/07/2013,12.71,0
02/07/2013,12.71,-0.030986213
01/07/2013,13.11,0.016923481
28/06/2013,12.89,-0.01156974
27/06/2013,13.04,0.005382558
26/06/2013,12.97,-0.028877387
25/06/2013,13.35,0.003000752
24/06/2013,13.31,-0.012691473
21/06/2013,13.48,-0.003702337
20/06/2013,13.53,-0.011756197
19/06/2013,13.69,-0.012341354
18/06/2013,13.86,0.005788728
17/06/2013,13.78,-0.006509969
14/06/2013,13.87,-0.007899502
13/06/2013,13.98,0.007899502
12/06/2013,13.87,-0.005751274
11/06/2013,13.95,-0.002148229
10/06/2013,13.98,0.007178782
07/06/2013,13.88,0.02775927
06/06/2013,13.5,-0.00958356
05/06/2013,13.63,-0.021053409
04/06/2013,13.92,-0.005730675
03/06/2013,14,-0.012069724
31/05/2013,14.17,-0.007032378
30/05/2013,14.27,0.009859235
29/05/2013,14.13,-0.009859235
28/05/2013,14.27,-0.000700525
24/05/2013,14.28,-0.006282743
23/05/2013,14.37,0.023944806
22/05/2013,14.03,-0.019760699
21/05/2013,14.31,0.004201687
20/05/2013,14.25,-0.009081446
17/05/2013,14.38,0.016830692
16/05/2013,14.14,-0.014045175
15/05/2013,14.34,0.025425098
14/05/2013,13.98,0.002148229
13/05/2013,13.95,-0.01494158
10/05/2013,14.16,0.004955762
09/05/2013,14.09,-0.016889916
08/05/2013,14.33,0.00700283
07/05/2013,14.23,-0.001404495
06/05/2013,14.25,0.012712036
03/05/2013,14.07,0.022279039
02/05/2013,13.76,0.020558727
01/05/2013,13.48,-0.016188727
30/04/2013,13.7,0.011747565
29/04/2013,13.54,0.011140108
26/04/2013,13.39,-0.002237972
25/04/2013,13.42,0
24/04/2013,13.42,0.005979091
23/04/2013,13.34,0.012825525
22/04/2013,13.17,-0.012825525
19/04/2013,13.34,0.027357329
18/04/2013,12.98,-0.013012047
17/04/2013,13.15,-0.00227877
16/04/2013,13.18,0.039463535
15/04/2013,12.67,-0.037184764
12/04/2013,13.15,0.004573179
11/04/2013,13.09,0.003827023
10/04/2013,13.04,0.010794245
09/04/2013,12.9,-0.002322881
08/04/2013,12.93,0.009324077
05/04/2013,12.81,0.000780945
04/04/2013,12.8,0.020521636
03/04/2013,12.54,-0.011102414
02/04/2013,12.68,-0.042461029
01/04/2013,13.23,-0.018720127
28/03/2013,13.48,0.021748139
27/03/2013,13.19,0.018363179
26/03/2013,12.95,0.006974069
25/03/2013,12.86,-0.000777303
22/03/2013,12.87,0.008583744
21/03/2013,12.76,-0.002348338
20/03/2013,12.79,0.011797227
19/03/2013,12.64,0.006349228
18/03/2013,12.56,0.014434894
15/03/2013,12.38,-0.013638398
14/03/2013,12.55,0.008000043
13/03/2013,12.45,0.008874604
12/03/2013,12.34,0.000810701
11/03/2013,12.33,0.005693387
08/03/2013,12.26,0.013963266
07/03/2013,12.09,0.003314005
06/03/2013,12.05,-0.004966898
05/03/2013,12.11,0.005797118
04/03/2013,12.04,0.018441428
01/03/2013,11.82,0.01020417
28/02/2013,11.7,-0.01020417
27/02/2013,11.82,0.036179657
26/02/2013,11.4,0.007042283
25/02/2013,11.32,-0.024434025
22/02/2013,11.6,0.013015368
21/02/2013,11.45,0.001748252
20/02/2013,11.43,-0.023347364
19/02/2013,11.7,0.008583744
15/02/2013,11.6,0.011270167
14/02/2013,11.47,-0.012131865
13/02/2013,11.61,0.005181359
12/02/2013,11.55,-0.008620743
11/02/2013,11.65,0.000858738
08/02/2013,11.64,0.002580647
07/02/2013,11.61,0.012131865
06/02/2013,11.47,0.017590603
05/02/2013,11.27,0.00801786
04/02/2013,11.18,-0.004462301
01/02/2013,11.23,0.001782532
31/01/2013,11.21,-0.002672607
30/01/2013,11.24,-0.007975231
29/01/2013,11.33,-0.008787403
28/01/2013,11.43,-0.000874508
25/01/2013,11.44,-0.000873744
24/01/2013,11.45,0.007891317
23/01/2013,11.36,-0.010507978
22/01/2013,11.48,0.019349768
18/01/2013,11.26,-0.012356733
17/01/2013,11.4,0.010582109
16/01/2013,11.28,0.017889565
15/01/2013,11.08,0.005429878
14/01/2013,11.02,-0.002718624
11/01/2013,11.05,-0.001808319
10/01/2013,11.07,0.006343474
09/01/2013,11,-0.00272356
08/01/2013,11.03,0.010939033
07/01/2013,10.91,0.002753558
04/01/2013,10.88,0.014815086
03/01/2013,10.72,0.023597131
02/01/2013,10.47,0.022212405
31/12/2012,10.24,0.007843177
28/12/2012,10.16,-0.009794398
27/12/2012,10.26,-0.004861458
26/12/2012,10.31,-0.011571971
24/12/2012,10.43,-0.00287219
21/12/2012,10.46,-0.007619084
20/12/2012,10.54,-0.001895735
19/12/2012,10.56,0.005698021
18/12/2012,10.5,0.01342302
17/12/2012,10.36,0.01654539
14/12/2012,10.19,0.004918849
13/12/2012,10.14,0.011904903
12/12/2012,10.02,-0.009930568
11/12/2012,10.12,0.028057953
10/12/2012,9.84,0.003053437
07/12/2012,9.81,-0.007110238
06/12/2012,9.88,0.009151055
05/12/2012,9.79,0.016478231
04/12/2012,9.63,0.019927246
03/12/2012,9.44,-0.009488738
30/11/2012,9.53,0.003152919
29/11/2012,9.5,0.007395702
28/11/2012,9.43,0.014957544
27/11/2012,9.29,-0.011771136
26/11/2012,9.4,0.003196593
23/11/2012,9.37,0.015054048
21/11/2012,9.23,0.013086337
20/11/2012,9.11,0.001098298
19/11/2012,9.1,0.018858019
16/11/2012,8.93,0.010129518
15/11/2012,8.84,0.009090972
14/11/2012,8.76,-0.030356462
13/11/2012,9.03,-0.004419897
12/11/2012,9.07,0.001103144
09/11/2012,9.06,-0.013158085
08/11/2012,9.18,0.018692133
07/11/2012,9.01,-0.015418808
06/11/2012,9.15,0.012094705
05/11/2012,9.04,0.001106807
02/11/2012,9.03,-0.00221239
01/11/2012,9.05,0.025742888
31/10/2012,8.82,0.00911168
26/10/2012,8.74,-0.010244825
25/10/2012,8.83,0.009101314
24/10/2012,8.75,-0.004561011
23/10/2012,8.79,-0.004540303
22/10/2012,8.83,-0.005646542
19/10/2012,8.88,-0.011198325
18/10/2012,8.98,0.00334635
17/10/2012,8.95,0.007851975
16/10/2012,8.88,-0.001125493
15/10/2012,8.89,0.005640173
12/10/2012,8.84,0.014815086
11/10/2012,8.71,-0.006865016
10/10/2012,8.77,0.002283106
09/10/2012,8.75,-0.012493064
08/10/2012,8.86,-0.012338911
05/10/2012,8.97,-0.014388737
04/10/2012,9.1,-0.004385972
03/10/2012,9.14,0.017660503
02/10/2012,8.98,0.013453118
01/10/2012,8.86,0.010209958
28/09/2012,8.77,-0.012464751
27/09/2012,8.88,-0.00449439
26/09/2012,8.92,0.00900907
25/09/2012,8.84,-0.005640173
24/09/2012,8.89,0.005640173
21/09/2012,8.84,-0.011248713
20/09/2012,8.94,-0.013333531
19/09/2012,9.06,0.015573173
18/09/2012,8.92,-0.014468811
17/09/2012,9.05,-0.002207506
14/09/2012,9.07,-0.004400447
13/09/2012,9.11,-0.007654493
12/09/2012,9.18,0.025373672
11/09/2012,8.95,-0.022100347
10/09/2012,9.15,-0.004362057
07/09/2012,9.19,-0.002173914
06/09/2012,9.21,0.013114942
05/09/2012,9.09,0.026757449
04/09/2012,8.85,-0.01011813
31/08/2012,8.94,-0.002234638
30/08/2012,8.96,0.007843177
29/08/2012,8.89,-0.010072833
28/08/2012,8.98,-0.009972382
27/08/2012,9.07,-0.015317586
24/08/2012,9.21,-0.00972455
23/08/2012,9.3,-0.002148229
22/08/2012,9.32,-0.014909754
21/08/2012,9.46,0.002116403
20/08/2012,9.44,0.033390286
17/08/2012,9.13,0.00659343
16/08/2012,9.07,0.00552793
15/08/2012,9.02,0.001109262
14/08/2012,9.01,-0.012134732
13/08/2012,9.12,0.00549754
10/08/2012,9.07,0.00331309
09/08/2012,9.04,-0.006615239
08/08/2012,9.1,0.001099505
07/08/2012,9.09,-0.01852914
06/08/2012,9.26,0.014138354
03/08/2012,9.13,0.021030105
02/08/2012,8.94,-0.026491615
01/08/2012,9.18,-0.001088732
31/07/2012,9.19,0.004362057
30/07/2012,9.15,0.027702603
27/07/2012,8.9,0.025029748
26/07/2012,8.68,0.02449102
25/07/2012,8.47,-0.022184214
24/07/2012,8.66,-0.005757068
23/07/2012,8.71,-0.017074974
20/07/2012,8.86,-0.032207115
19/07/2012,9.15,-0.029081209
18/07/2012,9.42,0.003189795
17/07/2012,9.39,-0.003189795
16/07/2012,9.42,-0.002120892
13/07/2012,9.44,0.013866889
12/07/2012,9.31,-0.026498636
11/07/2012,9.56,-0.007295499
10/07/2012,9.63,0.04134134
09/07/2012,9.24,-0.003241494
06/07/2012,9.27,0.0130295
05/07/2012,9.15,-0.014107668
03/07/2012,9.28,-0.003227544
02/07/2012,9.31,0.009714054
29/06/2012,9.22,0.001085187
28/06/2012,9.21,0.007629465
27/06/2012,9.14,0.029985589
26/06/2012,8.87,0.012478891
25/06/2012,8.76,-0.050093945
22/06/2012,9.21,0
21/06/2012,9.21,-0.010799241
20/06/2012,9.31,0.008630043
19/06/2012,9.23,0.021906681
18/06/2012,9.03,0.011135973
15/06/2012,8.93,-0.029787089
14/06/2012,9.2,0.001087548
13/06/2012,9.19,0.022003088
12/06/2012,8.99,0.001112966
11/06/2012,8.98,-0.008869238
08/06/2012,9.06,0.022322355
07/06/2012,8.86,0.006795043
06/06/2012,8.8,0.016036999
05/06/2012,8.66,0.006952519
04/06/2012,8.6,-0.039891329
01/06/2012,8.95,-0.008898835
31/05/2012,9.03,0.017877571
30/05/2012,8.87,-0.007860793
29/05/2012,8.94,0.020339684
25/05/2012,8.76,0.002285715
24/05/2012,8.74,0.044451763
23/05/2012,8.36,0.010823918
22/05/2012,8.27,-0.008428707
21/05/2012,8.34,0.023045289
18/05/2012,8.15,-0.024243612
17/05/2012,8.35,0.016908615
16/05/2012,8.21,0.017199441
15/05/2012,8.07,-0.00123839
14/05/2012,8.08,0.003719781
11/05/2012,8.05,-0.00619197
10/05/2012,8.1,-0.012270093
09/05/2012,8.2,-0.008500355
08/05/2012,8.27,0.001209922
07/05/2012,8.26,0.019560526
04/05/2012,8.1,-0.014706147
03/05/2012,8.22,0.0061013
02/05/2012,8.17,-0.01337406
01/05/2012,8.28,0
30/04/2012,8.28,0.003629768
27/04/2012,8.25,0.019584469
26/04/2012,8.09,0.01369032
25/04/2012,7.98,-0.00500001
24/04/2012,8.02,0.017610518
23/04/2012,7.88,-0.003799878
20/04/2012,7.91,-0.039658233
19/04/2012,8.23,0.04218988
18/04/2012,7.89,-0.023795738
17/04/2012,8.08,0.011201113
16/04/2012,7.99,0.006277485
13/04/2012,7.94,-0.024876905
12/04/2012,8.14,0.023618251
11/04/2012,7.95,0.005044147
10/04/2012,7.91,-0.038442427
09/04/2012,8.22,-0.0108894
05/04/2012,8.31,-0.008388306
04/04/2012,8.38,0.02171376
03/04/2012,8.2,-0.007290433
02/04/2012,8.26,0.002424244
30/03/2012,8.24,-0.019231362
29/03/2012,8.4,0.004773279
28/03/2012,8.36,0.015672412
27/03/2012,8.23,-0.014475524
26/03/2012,8.35,0.014475524
23/03/2012,8.23,0.004872117
22/03/2012,8.19,-0.015748357
21/03/2012,8.32,-0.008378266
20/03/2012,8.39,-0.002380954
19/03/2012,8.41,0.011961865
16/03/2012,8.31,-0.016706833
15/03/2012,8.45,0.032474291
14/03/2012,8.18,-0.027729323
13/03/2012,8.41,0.015578506
12/03/2012,8.28,-0.023867481
09/03/2012,8.48,-0.002355714
08/03/2012,8.5,0.001177163
07/03/2012,8.49,-0.012873203
06/03/2012,8.6,-0.016147986
05/03/2012,8.74,-0.024860037
02/03/2012,8.96,0.00896867
01/03/2012,8.88,-0.011198325
29/02/2012,8.98,0.00334635
28/02/2012,8.95,0.014631662
27/02/2012,8.82,0.016000341
24/02/2012,8.68,-0.021653268
23/02/2012,8.87,-0.016769538
22/02/2012,9.02,-0.008830079
21/02/2012,9.1,-0.035621683
17/02/2012,9.43,-0.016824792
16/02/2012,9.59,0.006276171
15/02/2012,9.53,-0.006276171
14/02/2012,9.59,-0.01346473
13/02/2012,9.72,0.010341354
10/02/2012,9.62,-0.016495219
09/02/2012,9.78,0.015456258
08/02/2012,9.63,-0.001037883
07/02/2012,9.64,-0.011346176
06/02/2012,9.75,-0.029309829
03/02/2012,10.04,0.029309829
02/02/2012,9.75,0.001026167
01/02/2012,9.74,0.016563526
31/01/2012,9.58,0.021097829
30/01/2012,9.38,-0.025264502
27/01/2012,9.62,0.025264502
26/01/2012,9.38,-0.013764114
25/01/2012,9.51,0.037497698
24/01/2012,9.16,-0.013015368
23/01/2012,9.28,-0.012848142
20/01/2012,9.4,0.010695289
19/01/2012,9.3,0.030570066
18/01/2012,9.02,0.008908745
17/01/2012,8.94,0.011248713
13/01/2012,8.84,-0.014598799
12/01/2012,8.97,0.010084119
11/01/2012,8.88,0.019329766
10/01/2012,8.71,0.013873055
09/01/2012,8.59,0.008182395
06/01/2012,8.52,-0.011668744
05/01/2012,8.62,0.002322881
04/01/2012,8.6,0.022340729
03/01/2012,8.41,-0.017678716
30/12/2011,8.56,-0.004662013
29/12/2011,8.6,0.023530497
28/12/2011,8.4,-0.013010237
27/12/2011,8.51,-0.008191971
23/12/2011,8.58,0.021202208
22/12/2011,8.4,0.003577821
21/12/2011,8.37,-0.013056565
20/12/2011,8.48,0.021454935
19/12/2011,8.3,-0.048216276
16/12/2011,8.71,0.033861963
15/12/2011,8.42,0.030140919
14/12/2011,8.17,0.00122474
13/12/2011,8.16,-0.032552603
12/12/2011,8.43,-0.001185537
09/12/2011,8.44,0.0203478
08/12/2011,8.27,-0.036799404
07/12/2011,8.58,0.004672906
06/12/2011,8.54,0.008230499
05/12/2011,8.47,0.02268754
02/12/2011,8.28,-0.006020488
01/12/2011,8.33,-0.005984458
30/11/2011,8.38,0.055194879
29/11/2011,7.93,0.007594973
28/11/2011,7.87,0.048155042
25/11/2011,7.5,0.01342302
23/11/2011,7.4,-0.033225648
22/11/2011,7.65,-0.010403215
21/11/2011,7.73,-0.010296101
18/11/2011,7.81,0.003848626
17/11/2011,7.78,-0.034115753
16/11/2011,8.05,-0.018462063
15/11/2011,8.2,0.001220256
14/11/2011,8.19,-0.002439026
11/11/2011,8.21,0.012255055
10/11/2011,8.11,-0.007371041
09/11/2011,8.17,-0.0360616
08/11/2011,8.47,0.00592068
07/11/2011,8.42,-0.012979533
04/11/2011,8.53,-0.007009374
03/11/2011,8.59,0.012888286
02/11/2011,8.48,0.002361276
01/11/2011,8.46,-0.010582109
31/10/2011,8.55,-0.026545125
28/10/2011,8.78,-0.007941051
27/10/2011,8.85,0.025172954
26/10/2011,8.63,-0.010374733
25/10/2011,8.72,-0.038249882
24/10/2011,9.06,0.021194324
21/10/2011,8.87,-0.025599617
20/10/2011,9.1,0.043802623
19/10/2011,8.71,-0.012550079
18/10/2011,8.82,0.024097552
17/10/2011,8.61,0
14/10/2011,8.61,0
13/10/2011,8.61,0.033060862
12/10/2011,8.33,0.021845529
11/10/2011,8.15,0.022333434
10/10/2011,7.97,0.035763709
07/10/2011,7.69,-0.021865823
06/10/2011,7.86,0.037593539
05/10/2011,7.57,0.009290047
04/10/2011,7.5,0.020202707
03/10/2011,7.35,-0.08972877
30/09/2011,8.04,-0.070815422
29/09/2011,8.63,0.011655144
28/09/2011,8.53,0
27/09/2011,8.53,-0.020882429
26/09/2011,8.71,0.038623876
23/09/2011,8.38,0.042663387
22/09/2011,8.03,-0.033070987
21/09/2011,8.3,-0.022633486
20/09/2011,8.49,-0.02097979
19/09/2011,8.67,-0.034016885
16/09/2011,8.97,0.042123473
15/09/2011,8.6,0.01169604
14/09/2011,8.5,0.022606555
13/09/2011,8.31,0.043030609
12/09/2011,7.96,-0.012484557
09/09/2011,8.06,-0.008647367
08/09/2011,8.13,-0.026700615
07/09/2011,8.35,0.035347982
06/09/2011,8.06,-0.023299644
02/09/2011,8.25,-0.021583572
01/09/2011,8.43,-0.022288313
31/08/2011,8.62,0.009324077
30/08/2011,8.54,-0.016260521
29/08/2011,8.68,0.056887374
26/08/2011,8.2,0.009804
25/08/2011,8.12,-0.011022769
24/08/2011,8.21,0.024662162
23/08/2011,8.01,0.020177229
22/08/2011,7.85,-0.005082603
19/08/2011,7.89,-0.018832948
18/08/2011,8.04,-0.052101425
17/08/2011,8.47,-0.007058853
16/08/2011,8.53,0.003523198
15/08/2011,8.5,0.022606555
12/08/2011,8.31,0.00240964
11/08/2011,8.29,0.01458106
10/08/2011,8.17,-0.0325134
09/08/2011,8.44,0.043590436
08/08/2011,8.08,-0.047138636
05/08/2011,8.47,-0.042756368
04/08/2011,8.84,-0.087671039
03/08/2011,9.65,0.027312622
02/08/2011,9.39,-0.034540325
01/08/2011,9.72,-0.024391453
29/07/2011,9.96,0.017215615
28/07/2011,9.79,-0.015205564
27/07/2011,9.94,-0.017946643
26/07/2011,10.12,-0.011787956
25/07/2011,10.24,-0.017425417
22/07/2011,10.42,-0.004786989
21/07/2011,10.47,-0.001908398
20/07/2011,10.49,-0.008543004
19/07/2011,10.58,0.011406968
18/07/2011,10.46,-0.024552697
15/07/2011,10.72,-0.002794599
14/07/2011,10.75,-0.012020487
13/07/2011,10.88,-0.002753558
12/07/2011,10.91,-0.011845241
11/07/2011,11.04,-0.030332388
08/07/2011,11.38,-0.020009367
07/07/2011,11.61,0.013877066
06/07/2011,11.45,0.005253953
05/07/2011,11.39,-0.021711665
01/07/2011,11.64,0.019081238
30/06/2011,11.42,0.002630427
29/06/2011,11.39,-0.0035057
28/06/2011,11.43,0.0035057
27/06/2011,11.39,0.002637364
24/06/2011,11.36,-0.004391751
23/06/2011,11.41,0.03477836
22/06/2011,11.02,-0.012624153
21/06/2011,11.16,0.010810916
20/06/2011,11.04,0.009099244
17/06/2011,10.94,0.015661306
16/06/2011,10.77,0
15/06/2011,10.77,-0.02927931
14/06/2011,11.09,0.014532499
13/06/2011,10.93,0
10/06/2011,10.93,-0.010919126
09/06/2011,11.05,-0.002711253
08/06/2011,11.08,-0.023194617
07/06/2011,11.34,0.00974753
06/06/2011,11.23,-0.028962094
03/06/2011,11.56,-0.000864678
02/06/2011,11.57,-0.001727116
01/06/2011,11.59,-0.020496021
31/05/2011,11.83,0
27/05/2011,11.83,0.003386963
26/05/2011,11.79,-0.004231915
25/05/2011,11.84,-0.01091989
24/05/2011,11.97,-0.014102266
23/05/2011,12.14,-0.010651473
20/05/2011,12.27,-0.010539214
19/05/2011,12.4,0.010539214
18/05/2011,12.27,0.004083305
17/05/2011,12.22,0.006568168
16/05/2011,12.14,0.005782751
13/05/2011,12.07,-0.005782751
12/05/2011,12.14,0
11/05/2011,12.14,0.003300333
10/05/2011,12.1,0.008298803
09/05/2011,12,-0.009124908
06/05/2011,12.11,0.016653174
05/05/2011,11.91,0.022930941
04/05/2011,11.64,0.008628181
03/05/2011,11.54,-0.006047535
02/05/2011,11.61,-0.011986445
29/04/2011,11.75,-0.00509339
28/04/2011,11.81,0.003392709
27/04/2011,11.77,0.007675944
26/04/2011,11.68,0.014661755
25/04/2011,11.51,0.017528933
21/04/2011,11.31,-0.027900676
20/04/2011,11.63,0.005172425
19/04/2011,11.57,0.001730104
18/04/2011,11.55,-0.00690253
15/04/2011,11.63,0.002582868
14/04/2011,11.6,-0.012848142
13/04/2011,11.75,-0.007630389
12/04/2011,11.84,0.005080451
11/04/2011,11.78,0.008525201
08/04/2011,11.68,-0.010221554
07/04/2011,11.8,-0.029229638
06/04/2011,12.15,-0.004106782
05/04/2011,12.2,-0.021087562
04/04/2011,12.46,-0.016713481
01/04/2011,12.67,0.003162058
31/03/2011,12.63,-0.01415118
30/03/2011,12.81,0.023697791
29/03/2011,12.51,-0.005579927
28/03/2011,12.58,-0.007917698
25/03/2011,12.68,0.011102414
24/03/2011,12.54,0.009615459
23/03/2011,12.42,0.008084118
22/03/2011,12.32,0.003252035
21/03/2011,12.28,0.006535971
18/03/2011,12.2,0.029108084
17/03/2011,11.85,-0.014244062
16/03/2011,12.02,-0.029510338
15/03/2011,12.38,-0.001614205
14/03/2011,12.4,-0.025479085
11/03/2011,12.72,0.017446914
10/03/2011,12.5,0.015316704
09/03/2011,12.31,-0.028035477
08/03/2011,12.66,0.072893495
07/03/2011,11.77,-0.00254561
04/03/2011,11.8,0.001696353
03/03/2011,11.78,0.017987637
02/03/2011,11.57,-0.012027636
01/03/2011,11.71,-0.0101955
28/02/2011,11.83,0.003386963
25/02/2011,11.79,0.002547772
24/02/2011,11.76,0.005970167
23/02/2011,11.69,-0.016122538
22/02/2011,11.88,-0.056456709
18/02/2011,12.57,0.005584378
17/02/2011,12.5,0.009646377
16/02/2011,12.38,0.000808081
15/02/2011,12.37,0.014658243
14/02/2011,12.19,-0.016273752
11/02/2011,12.39,0.006477755
10/02/2011,12.31,0.003254681
09/02/2011,12.27,0.007361996
08/02/2011,12.18,0.013223333
07/02/2011,12.02,0.025275145
04/02/2011,11.72,0.003418807
03/02/2011,11.68,0.009462436
02/02/2011,11.57,-0.023912326
01/02/2011,11.85,0
31/01/2011,11.85,-0.006728369
28/01/2011,11.93,-0.045872088
27/01/2011,12.49,0.002404811
26/01/2011,12.46,-0.003205131
25/01/2011,12.5,-0.020586634
24/01/2011,12.76,0.015002255
