Date,Close,LMT
04/04/2014,159.61,-0.025607535
03/04/2014,163.75,-0.005784763
02/04/2014,164.7,0.006029067
01/04/2014,163.71,0.002875059
31/03/2014,163.24,0.016678378
28/03/2014,160.54,0.010393932
27/03/2014,158.88,-0.00477208
26/03/2014,159.64,-0.005808704
25/03/2014,160.57,0.014933142
24/03/2014,158.19,0.005006506
21/03/2014,157.4,-0.015945884
20/03/2014,159.93,-0.006046834
19/03/2014,160.9,-0.018961415
18/03/2014,163.98,-0.000548697
17/03/2014,164.07,0.010107593
14/03/2014,162.42,-0.002521139
13/03/2014,162.83,-0.006305693
12/03/2014,163.86,0.000366233
11/03/2014,163.8,-0.01020417
10/03/2014,165.48,-0.0065653
07/03/2014,166.57,-0.001619628
06/03/2014,166.84,0.000119883
05/03/2014,166.82,0.007098628
04/03/2014,165.64,0.012698005
03/03/2014,163.55,0.007672279
28/02/2014,162.3,0.005312918
27/02/2014,161.44,0.00378565
26/02/2014,160.83,-0.01713764
25/02/2014,163.61,-0.015345259
24/02/2014,166.14,0.010954205
21/02/2014,164.33,0.000365186
20/02/2014,164.27,0.009910763
19/02/2014,162.65,-0.000307361
18/02/2014,162.7,-0.001167112
14/02/2014,162.89,0.019152093
13/02/2014,159.8,0.005522102
12/02/2014,158.92,0.008594593
11/02/2014,157.56,0.022983614
10/02/2014,153.98,-0.007440751
07/02/2014,155.13,0.022094945
06/02/2014,151.74,0.00893661
05/02/2014,150.39,0.014804169
04/02/2014,148.18,0.002973779
03/02/2014,147.74,-0.021229661
31/01/2014,150.91,0.015021813
30/01/2014,148.66,0.00885111
29/01/2014,147.35,-0.006291669
28/01/2014,148.28,0.008533746
27/01/2014,147.02,-0.005020704
24/01/2014,147.76,-0.018307301
23/01/2014,150.49,-0.040117381
22/01/2014,156.65,0.016412275
21/01/2014,154.1,0.001818655
17/01/2014,153.82,0.002147669
16/01/2014,153.49,-6.51487E-05
15/01/2014,153.5,0.013643134
14/01/2014,151.42,0.003307538
13/01/2014,150.92,0.009788006
10/01/2014,149.45,0.004829307
09/01/2014,148.73,0.001547623
08/01/2014,148.5,-0.000740467
07/01/2014,148.61,0.015802831
06/01/2014,146.28,-0.005318073
03/01/2014,147.06,0.006754708
02/01/2014,146.07,-0.01757586
31/12/2013,148.66,0.011365296
30/12/2013,146.98,-0.007793743
27/12/2013,148.13,-0.004781637
26/12/2013,148.84,0.018306837
24/12/2013,146.14,0.007417616
23/12/2013,145.06,0.005876879
20/12/2013,144.21,0.008495873
19/12/2013,142.99,-0.005161842
18/12/2013,143.73,0.020241045
17/12/2013,140.85,0.005695993
16/12/2013,140.05,0.007309765
13/12/2013,139.03,0.00758099
12/12/2013,137.98,0.003775781
11/12/2013,137.46,-0.0133687
10/12/2013,139.31,0.002731457
09/12/2013,138.93,0.005340659
06/12/2013,138.19,0.01113346
05/12/2013,136.66,0.003151456
04/12/2013,136.23,-0.018473253
03/12/2013,138.77,-0.00667938
02/12/2013,139.7,-0.014003143
29/11/2013,141.67,-0.015896137
27/11/2013,143.94,0.006132423
26/11/2013,143.06,0.009128636
25/11/2013,141.76,0.006227023
22/11/2013,140.88,0.015811454
21/11/2013,138.67,0.010730183
20/11/2013,137.19,-0.012891256
19/11/2013,138.97,0.008091945
18/11/2013,137.85,0.002905923
15/11/2013,137.45,-0.006092715
14/11/2013,138.29,0.007475992
13/11/2013,137.26,0.000218587
12/11/2013,137.23,0.000583133
11/11/2013,137.15,-0.006975252
08/11/2013,138.11,0.013926075
07/11/2013,136.2,-0.004907177
06/11/2013,136.87,0.010281357
05/11/2013,135.47,-0.001991078
04/11/2013,135.74,0.008805414
01/11/2013,134.55,0.00903362
31/10/2013,133.34,-0.002845804
30/10/2013,133.72,0.000448799
29/10/2013,133.66,0.003222304
28/10/2013,133.23,-0.005762842
25/10/2013,134,0.010351904
24/10/2013,132.62,0.0048375
23/10/2013,131.98,0.014731404
22/10/2013,130.05,0.03720813
21/10/2013,125.3,-0.028326048
18/10/2013,128.9,-0.003562305
17/10/2013,129.36,0.0116633
16/10/2013,127.86,0.015447974
15/10/2013,125.9,-0.012628424
14/10/2013,127.5,0.010486161
11/10/2013,126.17,-0.004034018
10/10/2013,126.68,0.037397306
09/10/2013,122.03,-0.00351753
08/10/2013,122.46,-0.008942422
07/10/2013,123.56,0.008615838
04/10/2013,122.5,-0.002690256
03/10/2013,122.83,-0.018152247
02/10/2013,125.08,-0.019162832
01/10/2013,127.5,-0.00039208
30/09/2013,127.55,-0.013162696
27/09/2013,129.24,-0.004708797
26/09/2013,129.85,0.015444023
25/09/2013,127.86,-0.002187501
24/09/2013,128.14,0.004066318
23/09/2013,127.62,-0.002973165
20/09/2013,128,-0.018499696
19/09/2013,130.39,-0.003445243
18/09/2013,130.84,0.009213824
17/09/2013,129.64,0.009143806
16/09/2013,128.46,0.009463916
13/09/2013,127.25,0.005595192
12/09/2013,126.54,-0.000237051
11/09/2013,126.57,0.011921934
10/09/2013,125.07,0.008027658
09/09/2013,124.07,0.00274415
06/09/2013,123.73,-0.003308189
05/09/2013,124.14,-0.001046657
04/09/2013,124.27,0.005163384
03/09/2013,123.63,0.009835479
30/08/2013,122.42,0.000653702
29/08/2013,122.34,-0.007816356
28/08/2013,123.3,0.001298491
27/08/2013,123.14,-0.016510664
26/08/2013,125.19,-0.006449324
23/08/2013,126,0.01834179
22/08/2013,123.71,0.006325029
21/08/2013,122.93,0.004239022
20/08/2013,122.41,0.004092999
19/08/2013,121.91,-0.002375979
16/08/2013,122.2,0.000572996
15/08/2013,122.13,-0.012126293
14/08/2013,123.62,-0.003552975
13/08/2013,124.06,0.008580964
12/08/2013,123,-0.008258488
09/08/2013,124.02,-0.004986739
08/08/2013,124.64,0.000802633
07/08/2013,124.54,0.002250805
06/08/2013,124.26,0.000885633
05/08/2013,124.15,0.003065507
02/08/2013,123.77,0.013011487
01/08/2013,122.17,0.016922274
31/07/2013,120.12,0.000249781
30/07/2013,120.09,0.000833056
29/07/2013,119.99,-8.33368E-05
26/07/2013,120,0.004175371
25/07/2013,119.5,0.003184983
24/07/2013,119.12,0.01012496
23/07/2013,117.92,0.01943804
22/07/2013,115.65,0.000865052
19/07/2013,115.55,0.001385642
18/07/2013,115.39,0.011417739
17/07/2013,114.08,0.013058241
16/07/2013,112.6,-0.015597091
15/07/2013,114.37,0.016218954
12/07/2013,112.53,-0.00505253
11/07/2013,113.1,0.014068436
10/07/2013,111.52,0.017640333
09/07/2013,109.57,0.003657314
08/07/2013,109.17,0.004682559
05/07/2013,108.66,0.013527492
03/07/2013,107.2,0.007490672
02/07/2013,106.4,-0.015481052
