Date,Close,GWW
27/08/2013,247.69,-0.018242695
26/08/2013,252.25,-0.007031711
23/08/2013,254.03,0.010566196
22/08/2013,251.36,0.007427259
21/08/2013,249.5,-0.007228322
20/08/2013,251.31,-0.001272518
19/08/2013,251.63,-0.007048976
16/08/2013,253.41,0.005817766
15/08/2013,251.94,-0.007670751
14/08/2013,253.88,-0.012797858
13/08/2013,257.15,-0.003416285
12/08/2013,258.03,-0.006951714
09/08/2013,259.83,-0.004492836
08/08/2013,261,-0.000612839
07/08/2013,261.16,-0.009109857
06/08/2013,263.55,-0.009591494
05/08/2013,266.09,-0.006965799
02/08/2013,267.95,-0.005879305
01/08/2013,269.53,0.027800989
31/07/2013,262.14,0.007620324
30/07/2013,260.15,0.010976804
29/07/2013,257.31,0.002568295
26/07/2013,256.65,0.004647447
25/07/2013,255.46,0.001214234
24/07/2013,255.15,-0.010060918
23/07/2013,257.73,-0.014904094
22/07/2013,261.6,-0.00351065
19/07/2013,262.52,-0.00258693
18/07/2013,263.2,0.002091852
17/07/2013,262.65,-0.000114214
16/07/2013,262.68,-0.008038263
15/07/2013,264.8,-0.001697953
12/07/2013,265.25,0.003247492
11/07/2013,264.39,0.010417553
10/07/2013,261.65,-0.000382117
09/07/2013,261.75,0.022368667
08/07/2013,255.96,-0.000546811
05/07/2013,256.1,0.003677194
03/07/2013,255.16,0.005107865
02/07/2013,253.86,-0.002596484
01/07/2013,254.52,0.0092363
28/06/2013,252.18,-0.009825471
27/06/2013,254.67,0.002988716
26/06/2013,253.91,-0.006046822
25/06/2013,255.45,0.017812829
24/06/2013,250.94,-0.001154987
21/06/2013,251.23,0.006829782
20/06/2013,249.52,-0.00869883
19/06/2013,251.7,-0.016431601
18/06/2013,255.87,0.005918917
17/06/2013,254.36,-7.86256E-05
14/06/2013,254.38,0.002479682
13/06/2013,253.75,0.006682376
12/06/2013,252.06,-0.011596391
11/06/2013,255,-0.004226351
10/06/2013,256.08,-0.017535141
07/06/2013,260.61,0.028766361
06/06/2013,253.22,0.006219443
05/06/2013,251.65,-0.019985716
04/06/2013,256.73,-0.006909429
03/06/2013,258.51,0.004147695
31/05/2013,257.44,0.017002016
30/05/2013,253.1,-0.007439661
29/05/2013,254.99,-0.018841728
28/05/2013,259.84,0.007959549
24/05/2013,257.78,-0.002982591
23/05/2013,258.55,-0.005284793
22/05/2013,259.92,-0.028147365
21/05/2013,267.34,0.01526517
20/05/2013,263.29,-0.00022786
17/05/2013,263.35,0.018743003
16/05/2013,258.46,-0.01283991
15/05/2013,261.8,-0.000572792
14/05/2013,261.95,0.017211599
13/05/2013,257.48,0.00361847
10/05/2013,256.55,0.019522799
09/05/2013,251.59,-0.003808471
08/05/2013,252.55,-0.002412451
07/05/2013,253.16,0.018458137
06/05/2013,248.53,-0.000603367
03/05/2013,248.68,0.025412672
02/05/2013,242.44,0.006372347
01/05/2013,240.9,-0.022858373
30/04/2013,246.47,0.003617522
29/04/2013,245.58,0.001385437
26/04/2013,245.24,-0.001222544
25/04/2013,245.54,-0.003090438
24/04/2013,246.3,0.001788037
23/04/2013,245.86,0.008701213
22/04/2013,243.73,0.002793872
19/04/2013,243.05,0.01013138
18/04/2013,240.6,0.010193087
17/04/2013,238.16,-0.015499019
16/04/2013,241.88,0.069235052
15/04/2013,225.7,-0.010138945
12/04/2013,228,-0.003808528
11/04/2013,228.87,0.00675145
10/04/2013,227.33,0.004850525
09/04/2013,226.23,0.007142095
08/04/2013,224.62,0.01168766
05/04/2013,222.01,-0.01182121
04/04/2013,224.65,0.034738452
03/04/2013,216.98,-0.007895744
02/04/2013,218.7,-0.005062609
01/04/2013,219.81,-0.023247973
28/03/2013,224.98,0.013289083
27/03/2013,222.01,0.004921781
26/03/2013,220.92,0.009094279
25/03/2013,218.92,-0.025970801
22/03/2013,224.68,0.006922606
21/03/2013,223.13,-0.013930219
20/03/2013,226.26,0.011557739
19/03/2013,223.66,0.001700452
18/03/2013,223.28,-0.007940444
15/03/2013,225.06,-0.000177715
14/03/2013,225.1,-4.44237E-05
13/03/2013,225.11,-0.00306048
12/03/2013,225.8,-0.020904852
11/03/2013,230.57,-0.001863207
08/03/2013,231,0.003338901
07/03/2013,230.23,-0.001735886
06/03/2013,230.63,-0.004973951
05/03/2013,231.78,0.010452226
04/03/2013,229.37,0.008493921
01/03/2013,227.43,0.00427417
28/02/2013,226.46,-0.005109243
27/02/2013,227.62,0.020102294
26/02/2013,223.09,0.007242986
25/02/2013,221.48,-0.015145694
22/02/2013,224.86,0.004948629
21/02/2013,223.75,-0.01287762
20/02/2013,226.65,-0.010882551
19/02/2013,229.13,-0.001526352
15/02/2013,229.48,0.013998517
14/02/2013,226.29,0.002965194
13/02/2013,225.62,0.011276891
12/02/2013,223.09,0.024870808
11/02/2013,217.61,0.004144416
08/02/2013,216.71,0.003930005
07/02/2013,215.86,-0.009268505
06/02/2013,217.87,-0.003802373
05/02/2013,218.7,0.007158621
04/02/2013,217.14,-0.011356473
01/02/2013,219.62,0.008229747
31/01/2013,217.82,-0.003345788
30/01/2013,218.55,-0.000274499
29/01/2013,218.61,0.009006172
28/01/2013,216.65,-0.002028866
25/01/2013,217.09,0.012888449
24/01/2013,214.31,0.021316535
23/01/2013,209.79,-0.003236095
22/01/2013,210.47,0.001140956
18/01/2013,210.23,-0.0005231
17/01/2013,210.34,0.010274145
16/01/2013,208.19,0.000576563
15/01/2013,208.07,0.005204079
14/01/2013,206.99,0.011467013
11/01/2013,204.63,0.004309718
10/01/2013,203.75,-0.006408867
09/01/2013,205.06,0.006850682
08/01/2013,203.66,-0.016846399
07/01/2013,207.12,-0.006256939
04/01/2013,208.42,0.006498374
03/01/2013,207.07,-0.003182259
02/01/2013,207.73,0.026141454
31/12/2012,202.37,0.020821083
28/12/2012,198.2,-0.01163737
27/12/2012,200.52,0.008212365
26/12/2012,198.88,-0.002811811
24/12/2012,199.44,-0.002803927
21/12/2012,200,0.015418253
20/12/2012,196.94,-0.00511536
19/12/2012,197.95,0.014194739
18/12/2012,195.16,0.018096766
17/12/2012,191.66,0.007331411
14/12/2012,190.26,-0.001208142
13/12/2012,190.49,-0.008364312
12/12/2012,192.09,-0.008914286
11/12/2012,193.81,0.003929075
10/12/2012,193.05,0.010204701
07/12/2012,191.09,0.002462604
06/12/2012,190.62,-0.008306607
05/12/2012,192.21,0.000676572
04/12/2012,192.08,-0.00171656
03/12/2012,192.41,-0.008332735
30/11/2012,194.02,0.000103087
29/11/2012,194,0.012500487
28/11/2012,191.59,0.004970839
27/11/2012,190.64,0.001154674
26/11/2012,190.42,-0.005707868
23/11/2012,191.51,0.005865427
21/11/2012,190.39,-0.006022064
20/11/2012,191.54,0.001776663
19/11/2012,191.2,0.017782702
16/11/2012,187.83,0.004000966
15/11/2012,187.08,-0.00899301
14/11/2012,188.77,-0.021124039
13/11/2012,192.8,-0.003210608
12/11/2012,193.42,-0.006133566
09/11/2012,194.61,-0.003283233
08/11/2012,195.25,-0.016205999
07/11/2012,198.44,-0.023113203
06/11/2012,203.08,0.002909487
05/11/2012,202.49,0.007087132
02/11/2012,201.06,0.002689379
01/11/2012,200.52,-0.004428639
31/10/2012,201.41,0.019705318
26/10/2012,197.48,-0.01082834
25/10/2012,199.63,0.001303258
24/10/2012,199.37,-0.024035449
23/10/2012,204.22,-0.005371894
22/10/2012,205.32,-0.002335086
19/10/2012,205.8,-0.018296129
18/10/2012,209.6,0.001575668
17/10/2012,209.27,-0.001480244
16/10/2012,209.58,-0.029524521
15/10/2012,215.86,0.005714434
12/10/2012,214.63,-0.009690582
11/10/2012,216.72,0.033548385
10/10/2012,209.57,-0.006752927
09/10/2012,210.99,-0.012387997
08/10/2012,213.62,-0.008715769
05/10/2012,215.49,0.008060614
04/10/2012,213.76,0.007701738
03/10/2012,212.12,-0.003012618
02/10/2012,212.76,0.007785445
01/10/2012,211.11,0.013063979
28/09/2012,208.37,0.002546793
27/09/2012,207.84,0.002891011
26/09/2012,207.24,0.002802611
25/09/2012,206.66,0.015310651
24/09/2012,203.52,0.002410529
21/09/2012,203.03,-0.006039941
20/09/2012,204.26,0.00249994
19/09/2012,203.75,-0.005384252
18/09/2012,204.85,-0.006229034
17/09/2012,206.13,0.000582326
14/09/2012,206.01,0.000436967
13/09/2012,205.92,-0.004167682
12/09/2012,206.78,0.015154389
11/09/2012,203.67,0.00334432
10/09/2012,202.99,-0.003687954
07/09/2012,203.74,0.000441837
06/09/2012,203.65,0.001031713
05/09/2012,203.44,-0.028158588
04/09/2012,209.25,0.015847734
31/08/2012,205.96,0.008239327
30/08/2012,204.27,-0.000685133
29/08/2012,204.41,-0.007651296
28/08/2012,205.98,-0.001746217
27/08/2012,206.34,0.006564096
24/08/2012,204.99,0.004204152
23/08/2012,204.13,-0.004545573
22/08/2012,205.06,0.007047108
21/08/2012,203.62,-0.010649312
20/08/2012,205.8,-0.007165713
17/08/2012,207.28,0.005709048
16/08/2012,206.1,0.018164959
15/08/2012,202.39,0.005897091
14/08/2012,201.2,-0.000397535
13/08/2012,201.28,0.002686435
10/08/2012,200.74,-0.018606336
09/08/2012,204.51,-0.009538249
08/08/2012,206.47,-0.00844009
07/08/2012,208.22,0.008052699
06/08/2012,206.55,0.0061189
03/08/2012,205.29,0.019776323
02/08/2012,201.27,-0.008607949
01/08/2012,203.01,-0.008925128
31/07/2012,204.83,-0.013191908
30/07/2012,207.55,-0.001011293
27/07/2012,207.76,0.026829569
26/07/2012,202.26,0.015144257
25/07/2012,199.22,0.002361988
24/07/2012,198.75,-0.027248019
23/07/2012,204.24,-0.00273812
20/07/2012,204.8,-0.004482128
19/07/2012,205.72,-0.023302119
18/07/2012,210.57,0.108229867
17/07/2012,188.97,0.004667701
16/07/2012,188.09,-0.008839544
13/07/2012,189.76,0.023082663
12/07/2012,185.43,0.035179921
11/07/2012,179.02,-0.030422898
10/07/2012,184.55,-0.018681095
09/07/2012,188.03,0.001383715
06/07/2012,187.77,-0.02160025
05/07/2012,191.87,-0.007839106
03/07/2012,193.38,0.017106916
02/07/2012,190.1,-0.005978934
29/06/2012,191.24,0.047053021
28/06/2012,182.45,-0.011769329
27/06/2012,184.61,0.006303341
26/06/2012,183.45,-0.001579564
25/06/2012,183.74,-0.016570343
22/06/2012,186.81,0.014287113
21/06/2012,184.16,-0.028056236
20/06/2012,189.4,0.002008351
19/06/2012,189.02,0.041258552
18/06/2012,181.38,0.004752703
15/06/2012,180.52,0.01912703
14/06/2012,177.1,-0.000677354
13/06/2012,177.22,-0.024304429
12/06/2012,181.58,0.0038625
11/06/2012,180.88,-0.049084975
08/06/2012,189.98,0.022570957
07/06/2012,185.74,0.018255424
06/06/2012,182.38,0.024589811
05/06/2012,177.95,-0.052276233
04/06/2012,187.5,-0.003992021
01/06/2012,188.25,-0.028281539
31/05/2012,193.65,-0.010326053
30/05/2012,195.66,-0.003469391
29/05/2012,196.34,0.012505288
25/05/2012,193.9,-0.004836147
24/05/2012,194.84,-0.003125883
23/05/2012,195.45,0.009665388
22/05/2012,193.57,0.023945101
21/05/2012,188.99,0.014711635
18/05/2012,186.23,-0.011584893
17/05/2012,188.4,-0.017729375
16/05/2012,191.77,0
15/05/2012,191.77,0.002715265
14/05/2012,191.25,-0.017210523
11/05/2012,194.57,-0.039453942
10/05/2012,202.4,0.003167065
09/05/2012,201.76,-0.007456272
08/05/2012,203.27,-0.007010348
07/05/2012,204.7,0.014516186
04/05/2012,201.75,-0.019195013
03/05/2012,205.66,-0.016253463
02/05/2012,209.03,0.005757345
01/05/2012,207.83,4.81174E-05
30/04/2012,207.82,-0.023821405
27/04/2012,212.83,0.015960935
26/04/2012,209.46,0.00488156
25/04/2012,208.44,0.021482218
24/04/2012,204.01,-0.034825916
23/04/2012,211.24,-0.04017797
20/04/2012,219.9,0.030660819
19/04/2012,213.26,-0.016232537
18/04/2012,216.75,0.00518064
17/04/2012,215.63,0.00018552
16/04/2012,215.59,0.011241577
13/04/2012,213.18,-0.003839136
12/04/2012,214,0.011231057
11/04/2012,211.61,0.019035472
10/04/2012,207.62,-0.029331513
09/04/2012,213.8,-0.016099821
05/04/2012,217.27,-0.00073614
04/04/2012,217.43,-0.009384153
03/04/2012,219.48,0.005894869
02/04/2012,218.19,0.015612326
30/03/2012,214.81,-0.012674793
29/03/2012,217.55,0.005901082
28/03/2012,216.27,-0.014186589
27/03/2012,219.36,0.006219153
26/03/2012,218,0.015160209
23/03/2012,214.72,0.005182931
22/03/2012,213.61,-0.005136358
21/03/2012,214.71,0.011806181
20/03/2012,212.19,-0.002306589
19/03/2012,212.68,-0.006607799
16/03/2012,214.09,-0.011101677
15/03/2012,216.48,0.001710627
14/03/2012,216.11,-0.001572037
13/03/2012,216.45,0.014050664
12/03/2012,213.43,0.00780813
09/03/2012,211.77,0.020080326
08/03/2012,207.56,0.006961931
07/03/2012,206.12,0.002817861
06/03/2012,205.54,-0.016502184
05/03/2012,208.96,0.004124113
02/03/2012,208.1,0.001346413
01/03/2012,207.82,0.000433161
29/02/2012,207.73,-0.006286462
28/02/2012,209.04,-0.005438685
27/02/2012,210.18,0.013845527
24/02/2012,207.29,-0.00327506
23/02/2012,207.97,0.007868545
22/02/2012,206.34,-0.002323556
21/02/2012,206.82,-0.009911075
17/02/2012,208.88,0
16/02/2012,208.88,0.005039487
15/02/2012,207.83,-0.006092169
14/02/2012,209.1,0.00306543
13/02/2012,208.46,0.04063013
10/02/2012,200.16,-0.006870826
09/02/2012,201.54,-0.001041434
08/02/2012,201.75,-0.00049554
07/02/2012,201.85,-0.004744733
06/02/2012,202.81,-0.001231922
03/02/2012,203.06,0.033806459
02/02/2012,196.31,0.01508959
01/02/2012,193.37,0.013694208
31/01/2012,190.74,-0.016018649
30/01/2012,193.82,0.003307497
27/01/2012,193.18,0.003006897
26/01/2012,192.6,-0.013255474
25/01/2012,195.17,-0.04184417
24/01/2012,203.51,0.004234791
23/01/2012,202.65,0.009918256
20/01/2012,200.65,-0.007200528
19/01/2012,202.1,0
18/01/2012,202.1,0.008197785
17/01/2012,200.45,0.018885114
13/01/2012,196.7,0.01340928
12/01/2012,194.08,0.005580256
11/01/2012,193,0.00905643
10/01/2012,191.26,0.000679934
09/01/2012,191.13,0.004141878
06/01/2012,190.34,0.000735797
05/01/2012,190.2,0.012325916
04/01/2012,187.87,0.012210295
03/01/2012,185.59,-0.008584204
30/12/2011,187.19,-0.012950661
29/12/2011,189.63,0.004015857
28/12/2011,188.87,-0.018049706
27/12/2011,192.31,0.015564313
23/12/2011,189.34,0.015327602
22/12/2011,186.46,-0.005402094
21/12/2011,187.47,0.004062222
20/12/2011,186.71,0.027144601
19/12/2011,181.71,0.015082071
16/12/2011,178.99,0.003189617
15/12/2011,178.42,0.001851281
14/12/2011,178.09,-0.014106336
13/12/2011,180.62,-0.017670437
12/12/2011,183.84,-0.014472658
09/12/2011,186.52,0.017523434
08/12/2011,183.28,-0.011230891
07/12/2011,185.35,-0.004682841
06/12/2011,186.22,-0.005836228
05/12/2011,187.31,0.005943633
02/12/2011,186.2,-0.000536913
01/12/2011,186.3,-0.003215437
30/11/2011,186.9,0.057309497
29/11/2011,176.49,0.004315491
28/11/2011,175.73,0.03132842
25/11/2011,170.31,0.005180444
23/11/2011,169.43,-0.027132545
22/11/2011,174.09,0.000747019
21/11/2011,173.96,-0.013588562
18/11/2011,176.34,0.004831888
17/11/2011,175.49,-0.007663308
16/11/2011,176.84,-0.013815012
15/11/2011,179.3,0.010033435
14/11/2011,177.51,-0.010591004
11/11/2011,179.4,0.017601039
10/11/2011,176.27,0.020634652
09/11/2011,172.67,-0.048936317
08/11/2011,181.33,0.015001948
07/11/2011,178.63,0.001680861
04/11/2011,178.33,-0.004420206
03/11/2011,179.12,0.025844739
02/11/2011,174.55,0.028591639
01/11/2011,169.63,-0.009855186
31/10/2011,171.31,-0.015637988
28/10/2011,174.01,-0.000976478
27/10/2011,174.18,0.025644667
26/10/2011,169.77,0.008993611
25/10/2011,168.25,-0.01533501
24/10/2011,170.85,0.018967156
21/10/2011,167.64,0.015146341
20/10/2011,165.12,0.009309185
19/10/2011,163.59,-0.016430089
18/10/2011,166.3,0.069787793
17/10/2011,155.09,-0.018019657
14/10/2011,157.91,0.010823995
13/10/2011,156.21,-0.01657023
12/10/2011,158.82,0.028678319
11/10/2011,154.33,0.001102143
10/10/2011,154.16,0.027422399
07/10/2011,149.99,-0.01482391
06/10/2011,152.23,0.004872919
05/10/2011,151.49,0.013624642
04/10/2011,149.44,0.03805437
03/10/2011,143.86,-0.038723311
30/09/2011,149.54,-0.024637156
29/09/2011,153.27,-0.008122466
28/09/2011,154.52,-0.03472527
27/09/2011,159.98,0.011631328
26/09/2011,158.13,0.024713166
23/09/2011,154.27,-0.001425055
22/09/2011,154.49,-0.016434857
21/09/2011,157.05,-0.021542783
20/09/2011,160.47,0.000685721
19/09/2011,160.36,0.002935209
16/09/2011,159.89,-0.010823694
15/09/2011,161.63,0.011824883
14/09/2011,159.73,0.015520816
13/09/2011,157.27,0.035927357
12/09/2011,151.72,0.01661499
09/09/2011,149.22,-0.021414946
08/09/2011,152.45,-0.003862652
07/09/2011,153.04,0.026820136
06/09/2011,148.99,0.003967859
02/09/2011,148.4,-0.01710357
01/09/2011,150.96,-0.020586841
31/08/2011,154.1,0.024236844
30/08/2011,150.41,0.012174063
29/08/2011,148.59,0.037996616
26/08/2011,143.05,0.035795617
25/08/2011,138.02,-0.021219434
24/08/2011,140.98,0.020277985
23/08/2011,138.15,0.040399837
22/08/2011,132.68,0.017793793
19/08/2011,130.34,-0.00466915
18/08/2011,130.95,-0.045749126
17/08/2011,137.08,-0.00131224
16/08/2011,137.26,-0.009498676
15/08/2011,138.57,0.019897891
12/08/2011,135.84,0.019475826
11/08/2011,133.22,0.054847355
10/08/2011,126.11,-0.049956266
09/08/2011,132.57,0.020653861
08/08/2011,129.86,-0.064413379
05/08/2011,138.5,0.013593783
04/08/2011,136.63,-0.044028442
03/08/2011,142.78,0.009500089
02/08/2011,141.43,-0.040666428
01/08/2011,147.3,-0.00723783
29/07/2011,148.37,-0.00316275
28/07/2011,148.84,0.000537634
27/07/2011,148.76,-0.008234356
26/07/2011,149.99,-0.031823701
25/07/2011,154.84,-0.003931811
22/07/2011,155.45,-0.004621021
21/07/2011,156.17,0.003271016
20/07/2011,155.66,-0.003719145
19/07/2011,156.24,-0.000447928
18/07/2011,156.31,-0.008345858
15/07/2011,157.62,0.006556148
14/07/2011,156.59,-0.013699713
13/07/2011,158.75,0.002838671
12/07/2011,158.3,-0.001514961
11/07/2011,158.54,-0.013843436
08/07/2011,160.75,-0.000186608
07/07/2011,160.78,0.007178334
06/07/2011,159.63,0.009061795
05/07/2011,158.19,-0.000126422
01/07/2011,158.21,0.029245976
30/06/2011,153.65,0.013497781
29/06/2011,151.59,0.000527879
28/06/2011,151.51,0.022628873
27/06/2011,148.12,0.005076325
24/06/2011,147.37,-0.012073124
23/06/2011,149.16,0.000402334
22/06/2011,149.1,0.004032264
21/06/2011,148.5,0.016704401
20/06/2011,146.04,0.010324271
17/06/2011,144.54,0.001869742
16/06/2011,144.27,0.007863372
15/06/2011,143.14,-0.017657904
14/06/2011,145.69,0.019966001
13/06/2011,142.81,0.006392491
10/06/2011,141.9,-0.010654804
09/06/2011,143.42,0.005383311
08/06/2011,142.65,-0.006707214
07/06/2011,143.61,-0.002920319
06/06/2011,144.03,0.00319889
03/06/2011,143.57,-0.008461696
02/06/2011,144.79,-6.90632E-05
01/06/2011,144.8,-0.042389826
31/05/2011,151.07,0.011049101
27/05/2011,149.41,0.000267756
26/05/2011,149.37,0.005841491
25/05/2011,148.5,0.007842117
24/05/2011,147.34,-0.010464937
23/05/2011,148.89,-0.012945597
20/05/2011,150.83,-0.004102163
19/05/2011,151.45,-0.001912992
18/05/2011,151.74,0.017618379
17/05/2011,149.09,-0.008083146
16/05/2011,150.3,-0.00464654
13/05/2011,151,-0.005152267
12/05/2011,151.78,0.011463532
11/05/2011,150.05,-0.005582523
10/05/2011,150.89,0.017516158
09/05/2011,148.27,0.002430955
06/05/2011,147.91,0.007600987
05/05/2011,146.79,-0.010301684
04/05/2011,148.31,-0.007188717
03/05/2011,149.38,-0.002807676
02/05/2011,149.8,-0.011944402
29/04/2011,151.6,0.005025801
28/04/2011,150.84,0.004318513
27/04/2011,150.19,0.007820634
26/04/2011,149.02,0.000536985
25/04/2011,148.94,-0.004755694
21/04/2011,149.65,-0.001469017
20/04/2011,149.87,0.026709725
19/04/2011,145.92,0.004120319
18/04/2011,145.32,0.017073078
15/04/2011,142.86,0.004349358
14/04/2011,142.24,0.004156545
13/04/2011,141.65,-0.002186102
12/04/2011,141.96,-0.010929071
11/04/2011,143.52,0.002441663
08/04/2011,143.17,-0.004529782
07/04/2011,143.82,-0.002638707
06/04/2011,144.2,0.018760175
05/04/2011,141.52,0.004035832
04/04/2011,140.95,0.000496753
01/04/2011,140.88,0.022976312
31/03/2011,137.68,0.002909516
30/03/2011,137.28,-0.005013634
29/03/2011,137.97,0.011224608
28/03/2011,136.43,0.003818761
25/03/2011,135.91,0.001325284
24/03/2011,135.73,0.005096587
23/03/2011,135.04,-0.004801841
22/03/2011,135.69,-0.006171499
21/03/2011,136.53,0.007351353
18/03/2011,135.53,0.007257141
17/03/2011,134.55,0.0106849
16/03/2011,133.12,-0.009495043
15/03/2011,134.39,-0.008446997
14/03/2011,135.53,-0.006985066
11/03/2011,136.48,0.015283254
10/03/2011,134.41,-0.019669867
09/03/2011,137.08,0.002775953
08/03/2011,136.7,0.006826466
07/03/2011,135.77,-0.004849385
04/03/2011,136.43,-0.006939146
03/03/2011,137.38,0.019329599
02/03/2011,134.75,0.020467784
01/03/2011,132.02,-0.008973404
28/02/2011,133.21,0.011248373
25/02/2011,131.72,0.01260569
24/02/2011,130.07,-0.003530318
23/02/2011,130.53,-0.018821228
22/02/2011,133.01,-0.019727442
18/02/2011,135.66,0.012311956
17/02/2011,134,-0.001640445
16/02/2011,134.22,0.001640445
15/02/2011,134,-0.003575689
14/02/2011,134.48,-0.009252129
11/02/2011,135.73,-0.001030928
10/02/2011,135.87,0.004351842
09/02/2011,135.28,-0.001182033
08/02/2011,135.44,0.005775655
07/02/2011,134.66,0.009026207
04/02/2011,133.45,0.008201393
03/02/2011,132.36,0.00477111
02/02/2011,131.73,-0.004468858
01/02/2011,132.32,0.006444543
31/01/2011,131.47,0.009630157
28/01/2011,130.21,-0.028616639
27/01/2011,133.99,0.01360054
