Date,Close,ETR
20/11/2013,62.83,-0.007136657
19/11/2013,63.28,-0.004257674
18/11/2013,63.55,-0.001886496
15/11/2013,63.67,0.003776558
14/11/2013,63.43,0.010141111
13/11/2013,62.79,-0.003497619
12/11/2013,63.01,-0.003327263
11/11/2013,63.22,-0.018803437
08/11/2013,64.42,0.000310511
07/11/2013,64.4,-0.007733991
06/11/2013,64.9,0.013808303
05/11/2013,64.01,-0.014886304
04/11/2013,64.97,-0.002613175
01/11/2013,65.14,0.006468527
31/10/2013,64.72,-0.011368996
30/10/2013,65.46,-0.009124151
29/10/2013,66.06,-0.030560625
28/10/2013,68.11,-0.002346386
25/10/2013,68.27,0.002493218
24/10/2013,68.1,-0.000440432
23/10/2013,68.13,0.008845701
22/10/2013,67.53,0.020798236
21/10/2013,66.14,-0.003170053
18/10/2013,66.35,-0.003610655
17/10/2013,66.59,0.023859501
16/10/2013,65.02,0.020981421
15/10/2013,63.67,-0.018517607
14/10/2013,64.86,-0.006760935
11/10/2013,65.3,0.002913889
10/10/2013,65.11,0.013919185
09/10/2013,64.21,0.010331964
08/10/2013,63.55,0.001574803
07/10/2013,63.45,-0.000472701
04/10/2013,63.48,-0.000472478
03/10/2013,63.51,-0.00815435
02/10/2013,64.03,0.005481182
01/10/2013,63.68,0.007724481
30/09/2013,63.19,-0.002055174
27/09/2013,63.32,-0.004726651
26/09/2013,63.62,-0.000157171
25/09/2013,63.63,-0.005485477
24/09/2013,63.98,-0.007164024
23/09/2013,64.44,0.012649501
20/09/2013,63.63,-0.021609858
19/09/2013,65.02,-0.009947285
18/09/2013,65.67,0.02888901
17/09/2013,63.8,0.00047033
16/09/2013,63.77,0.010720582
13/09/2013,63.09,0.012761379
12/09/2013,62.29,-0.009268203
11/09/2013,62.87,-0.006342181
10/09/2013,63.27,0.00380048
09/09/2013,63.03,0.001746725
06/09/2013,62.92,0.01408474
05/09/2013,62.04,-0.00177148
04/09/2013,62.15,-0.006255534
03/09/2013,62.54,-0.01097252
30/08/2013,63.23,0.003326736
29/08/2013,63.02,0.01133021
28/08/2013,62.31,-0.00400417
27/08/2013,62.56,-0.008119124
26/08/2013,63.07,-0.013699923
23/08/2013,63.94,0.009428103
22/08/2013,63.34,0.006176281
21/08/2013,62.95,-0.016386061
20/08/2013,63.99,0.007057192
19/08/2013,63.54,-0.016389971
16/08/2013,64.59,-0.017952151
15/08/2013,65.76,-0.007121782
14/08/2013,66.23,0.007882412
13/08/2013,65.71,-0.006522587
12/08/2013,66.14,-0.01142526
09/08/2013,66.9,-0.033223694
08/08/2013,69.16,0.005655057
07/08/2013,68.77,0.028166722
06/08/2013,66.86,-0.009971063
05/08/2013,67.53,-0.009725983
02/08/2013,68.19,0.004409178
01/08/2013,67.89,0.00576115
31/07/2013,67.5,-0.030636969
30/07/2013,69.6,-0.013273584
29/07/2013,70.53,0.005687489
26/07/2013,70.13,0.000570532
25/07/2013,70.09,-0.004697183
24/07/2013,70.42,-0.026761667
23/07/2013,72.33,-0.000276472
22/07/2013,72.35,0.006100116
19/07/2013,71.91,0.001948776
18/07/2013,71.77,0.015870005
17/07/2013,70.64,-0.005364971
16/07/2013,71.02,-0.008133546
15/07/2013,71.6,0.009965694
12/07/2013,70.89,-0.00590719
11/07/2013,71.31,0.022836252
10/07/2013,69.7,0.008066883
09/07/2013,69.14,0.00275183
08/07/2013,68.95,0.012991935
05/07/2013,68.06,-0.017910927
03/07/2013,69.29,-0.000865551
02/07/2013,69.35,0.000144207
01/07/2013,69.34,-0.004891392
28/06/2013,69.68,-0.00529594
27/06/2013,70.05,-0.003277991
26/06/2013,70.28,0.016064603
25/06/2013,69.16,0.015298616
24/06/2013,68.11,-0.0002936
21/06/2013,68.13,0.026172498
20/06/2013,66.37,-0.027932287
19/06/2013,68.25,-0.013389809
18/06/2013,69.17,0.007983205
17/06/2013,68.62,0.002188344
14/06/2013,68.47,-0.005970167
13/06/2013,68.88,0.017131981
12/06/2013,67.71,-0.013932909
11/06/2013,68.66,-0.013166652
10/06/2013,69.57,0.020035513
07/06/2013,68.19,0.002643173
06/06/2013,68.01,0.009158114
05/06/2013,67.39,-0.012534264
04/06/2013,68.24,-0.021312876
03/06/2013,69.71,0.011977919
31/05/2013,68.88,-0.003188871
30/05/2013,69.1,0.007407979
29/05/2013,68.59,-0.013180001
28/05/2013,69.5,0.008090191
24/05/2013,68.94,0.000290149
23/05/2013,68.92,-0.002174071
22/05/2013,69.07,-0.017651316
21/05/2013,70.3,-0.004258346
20/05/2013,70.6,-0.007619622
17/05/2013,71.14,0.020879957
16/05/2013,69.67,0.000861574
15/05/2013,69.61,0.022224751
14/05/2013,68.08,0.011671847
13/05/2013,67.29,-0.002967802
10/05/2013,67.49,0.007286819
09/05/2013,67,-0.01555011
08/05/2013,68.05,-0.010524874
07/05/2013,68.77,-0.005221187
06/05/2013,69.13,-0.028098547
03/05/2013,71.1,-0.006588655
02/05/2013,71.57,0.002518188
01/05/2013,71.39,0.002243726
30/04/2013,71.23,0.005207979
29/04/2013,70.86,0.025006661
26/04/2013,69.11,0.007115401
25/04/2013,68.62,-0.021624023
24/04/2013,70.12,0.008881307
23/04/2013,69.5,-0.002730083
22/04/2013,69.69,-0.000286944
19/04/2013,69.71,-0.008285762
18/04/2013,70.29,0.015628679
17/04/2013,69.2,-0.004757451
16/04/2013,69.53,0.012737182
15/04/2013,68.65,-0.015179186
12/04/2013,69.7,0.009369438
11/04/2013,69.05,0.011506936
10/04/2013,68.26,0.008976589
09/04/2013,67.65,-0.003099405
08/04/2013,67.86,0.008583744
05/04/2013,67.28,0.011360361
04/04/2013,66.52,0.023115384
03/04/2013,65,0.015035546
02/04/2013,64.03,0.010045603
01/04/2013,63.39,0.002369108
28/03/2013,63.24,0.004755121
27/03/2013,62.94,0.003979946
26/03/2013,62.69,0.016404356
25/03/2013,61.67,-0.011447122
22/03/2013,62.38,-0.008619367
21/03/2013,62.92,-0.016550145
20/03/2013,63.97,-0.000781311
19/03/2013,64.02,-0.006849342
18/03/2013,64.46,-0.011874609
15/03/2013,65.23,0.024677282
14/03/2013,63.64,-0.000628338
13/03/2013,63.68,0.003303188
12/03/2013,63.47,-0.000787464
11/03/2013,63.52,0.001417881
08/03/2013,63.43,-0.001417881
07/03/2013,63.52,-0.002044508
06/03/2013,63.65,0.00110037
05/03/2013,63.58,0.009958195
04/03/2013,62.95,0.013272762
01/03/2013,62.12,-0.002251167
28/02/2013,62.26,0.003862251
27/02/2013,62.02,0.007769544
26/02/2013,61.54,-0.000649773
25/02/2013,61.58,-0.007603369
22/02/2013,62.05,0.008578186
21/02/2013,61.52,-0.000487527
20/02/2013,61.55,-0.003729835
19/02/2013,61.78,0.005355851
15/02/2013,61.45,-0.005679528
14/02/2013,61.8,-0.029653057
13/02/2013,63.66,-0.004232313
12/02/2013,63.93,-0.010735226
11/02/2013,64.62,0.002323961
08/02/2013,64.47,-0.007571697
07/02/2013,64.96,0.001232286
06/02/2013,64.88,-0.00154012
05/02/2013,64.98,0.013635166
04/02/2013,64.1,-0.011478333
01/02/2013,64.84,0.003708286
31/01/2013,64.6,0.000154811
30/01/2013,64.59,-0.007096605
29/01/2013,65.05,0.009266476
28/01/2013,64.45,-0.002169871
25/01/2013,64.59,0.011679647
24/01/2013,63.84,-0.001095891
23/01/2013,63.91,-0.007171842
22/01/2013,64.37,0.007797918
18/01/2013,63.87,0.009438484
17/01/2013,63.27,0.003166062
16/01/2013,63.07,-0.004429686
15/01/2013,63.35,0.00221239
14/01/2013,63.21,0.002217296
11/01/2013,63.07,-0.004745343
10/01/2013,63.37,0.010150761
09/01/2013,62.73,-0.001752011
08/01/2013,62.84,-0.007925228
07/01/2013,63.34,-0.017062322
04/01/2013,64.43,-0.000155195
03/01/2013,64.44,-0.004799142
02/01/2013,64.75,0.015564517
31/12/2012,63.75,0.018523446
28/12/2012,62.58,-0.013806456
27/12/2012,63.45,0.000788333
26/12/2012,63.4,-0.015183825
24/12/2012,64.37,-0.002327567
21/12/2012,64.52,0.001706353
20/12/2012,64.41,0.002331547
19/12/2012,64.26,-0.017279048
18/12/2012,65.38,0.015879467
17/12/2012,64.35,0.014873073
14/12/2012,63.4,-0.0026778
13/12/2012,63.57,-0.002984374
12/12/2012,63.76,-0.005006268
11/12/2012,64.08,0.002812941
10/12/2012,63.9,-0.000625782
07/12/2012,63.94,0.003289734
06/12/2012,63.73,-0.0001569
05/12/2012,63.74,0.012312705
04/12/2012,62.96,-0.006806516
03/12/2012,63.39,-0.002363509
30/11/2012,63.54,0.000314812
29/11/2012,63.52,0.00126024
28/11/2012,63.44,0.019257379
27/11/2012,62.23,-0.004329358
26/11/2012,62.5,0.007387218
23/11/2012,62.04,-0.003861009
21/11/2012,62.28,-0.00352621
20/11/2012,62.5,-0.00079968
19/11/2012,62.55,-0.004943794
16/11/2012,62.86,-0.002224695
15/11/2012,63,-0.00554018
14/11/2012,63.35,-0.014729191
13/11/2012,64.29,0.001400887
12/11/2012,64.2,-0.010844413
09/11/2012,64.9,-0.001539646
08/11/2012,65,-0.003992021
07/11/2012,65.26,-0.024819676
06/11/2012,66.9,-0.014837067
05/11/2012,67.9,-0.047878043
02/11/2012,71.23,-0.015601375
01/11/2012,72.35,-0.003173949
31/10/2012,72.58,0.006635357
26/10/2012,72.1,0.023576731
25/10/2012,70.42,0.006839582
24/10/2012,69.94,-0.005276305
23/10/2012,70.31,-0.011595153
22/10/2012,71.13,-0.001404889
19/10/2012,71.23,-0.00741314
18/10/2012,71.76,0.008115338
17/10/2012,71.18,0.010308642
16/10/2012,70.45,0.006265149
15/10/2012,70.01,0.000857388
12/10/2012,69.95,-0.009674282
11/10/2012,70.63,0.004825442
10/10/2012,70.29,-0.005674579
09/10/2012,70.69,0.00099073
08/10/2012,70.62,0.001984409
05/10/2012,70.48,-0.003258024
04/10/2012,70.71,0.01323957
03/10/2012,69.78,0.005460568
02/10/2012,69.4,0.002452573
01/10/2012,69.23,-0.001010612
28/09/2012,69.3,0.002166848
27/09/2012,69.15,-0.003320583
26/09/2012,69.38,0.003175981
25/09/2012,69.16,-0.001733603
24/09/2012,69.28,0.012052713
21/09/2012,68.45,-0.005245531
20/09/2012,68.81,0.003493962
19/09/2012,68.57,0.005557195
18/09/2012,68.19,-0.002050982
17/09/2012,68.33,-0.000438949
14/09/2012,68.36,-0.006125147
13/09/2012,68.78,0.014498314
12/09/2012,67.79,0.000442641
11/09/2012,67.76,-0.005885832
10/09/2012,68.16,-0.000733299
07/09/2012,68.21,-0.015131963
06/09/2012,69.25,0.013666976
05/09/2012,68.31,-0.004527869
04/09/2012,68.62,0.007900553
31/08/2012,68.08,0.000881705
30/08/2012,68.02,-0.004839784
29/08/2012,68.35,-0.003213558
28/08/2012,68.57,0.000729448
27/08/2012,68.52,-0.003060112
24/08/2012,68.73,0.005544222
23/08/2012,68.35,-0.004379569
22/08/2012,68.65,-0.005664915
21/08/2012,69.04,-0.006208958
20/08/2012,69.47,-0.000143937
17/08/2012,69.48,-0.002156568
16/08/2012,69.63,-0.003440864
15/08/2012,69.87,-0.017591601
14/08/2012,71.11,-0.002808596
13/08/2012,71.31,-0.006151285
10/08/2012,71.75,0.006572071
09/08/2012,71.28,-0.011576948
08/08/2012,72.11,0.010875735
07/08/2012,71.33,-0.012261544
06/08/2012,72.21,-0.006900386
03/08/2012,72.71,0.012176711
02/08/2012,71.83,-0.010249397
01/08/2012,72.57,-0.001377031
31/07/2012,72.67,-0.005352377
30/07/2012,73.06,0.00645385
27/07/2012,72.59,0.015269592
26/07/2012,71.49,0.009557346
25/07/2012,70.81,-0.002538788
24/07/2012,70.99,-0.000140855
23/07/2012,71,-0.004356693
20/07/2012,71.31,-0.002241211
19/07/2012,71.47,-0.00069935
18/07/2012,71.52,0.015073893
17/07/2012,70.45,0.007694538
16/07/2012,69.91,0.004444133
13/07/2012,69.6,0.00201352
12/07/2012,69.46,0.004183805
11/07/2012,69.17,0.016912489
10/07/2012,68.01,0.000441209
09/07/2012,67.98,0.001472104
06/07/2012,67.88,-0.000883522
05/07/2012,67.94,-0.008646643
03/07/2012,68.53,-0.000729341
02/07/2012,68.58,0.010112199
29/06/2012,67.89,0.004576667
28/06/2012,67.58,0.003557668
27/06/2012,67.34,0.009399547
26/06/2012,66.71,0.003754604
25/06/2012,66.46,-0.00360469
22/06/2012,66.7,0.002251408
21/06/2012,66.55,-0.001501502
20/06/2012,66.65,-0.004789711
19/06/2012,66.97,0.003290461
18/06/2012,66.75,0.003000752
15/06/2012,66.55,0.006784798
14/06/2012,66.1,-0.000907304
13/06/2012,66.16,-0.001208459
12/06/2012,66.24,0.00272109
11/06/2012,66.06,-0.003324773
08/06/2012,66.28,0.003324773
07/06/2012,66.06,0.013103951
06/06/2012,65.2,0.004149702
05/06/2012,64.93,0.00602458
04/06/2012,64.54,0.002948253
01/06/2012,64.35,-0.002793298
31/05/2012,64.53,0.001395674
30/05/2012,64.44,-0.006342352
29/05/2012,64.85,0.00525666
25/05/2012,64.51,0.002483317
24/05/2012,64.35,0.010780512
23/05/2012,63.66,-0.00797939
22/05/2012,64.17,0.009708814
21/05/2012,63.55,0.007423236
18/05/2012,63.08,-0.000317007
17/05/2012,63.1,-0.007420891
16/05/2012,63.57,-0.001414761
15/05/2012,63.66,-0.009380932
14/05/2012,64.26,-0.007132919
11/05/2012,64.72,0.001546312
10/05/2012,64.62,0.004653336
09/05/2012,64.32,0.002490661
08/05/2012,64.16,-0.012391732
07/05/2012,64.96,-0.002306451
04/05/2012,65.11,-0.000767636
03/05/2012,65.16,-0.01235431
02/05/2012,65.97,-0.004989804
01/05/2012,66.3,0.011224143
30/04/2012,65.56,0.003973718
27/04/2012,65.3,-0.013537358
26/04/2012,66.19,0.006517643
25/04/2012,65.76,-0.002733487
24/04/2012,65.94,0.005321992
23/04/2012,65.59,-0.000914355
20/04/2012,65.65,0.004274163
19/04/2012,65.37,-0.013673868
18/04/2012,66.27,-0.002712479
17/04/2012,66.45,0.005281038
16/04/2012,66.1,0.009118604
13/04/2012,65.5,-0.010025908
12/04/2012,66.16,0.011400899
11/04/2012,65.41,0.006903456
10/04/2012,64.96,-0.01694309
09/04/2012,66.07,-0.00468102
05/04/2012,66.38,-0.010788238
04/04/2012,67.1,0.002387348
03/04/2012,66.94,-0.008182743
02/04/2012,67.49,0.004306191
30/03/2012,67.2,0.00402595
29/03/2012,66.93,0.003142539
28/03/2012,66.72,-0.013694766
27/03/2012,67.64,0.00162758
26/03/2012,67.53,0.010419862
23/03/2012,66.83,0.001497455
22/03/2012,66.73,-0.002394852
21/03/2012,66.89,-0.005218829
20/03/2012,67.24,-0.001337594
19/03/2012,67.33,-0.007988208
16/03/2012,67.87,-0.00117803
15/03/2012,67.95,0.002209946
14/03/2012,67.8,-0.01027155
13/03/2012,68.5,0.002192182
12/03/2012,68.35,0.007047452
09/03/2012,67.87,0.008285297
08/03/2012,67.31,0.007156732
07/03/2012,66.83,0.001047983
06/03/2012,66.76,-0.005377963
05/03/2012,67.12,-0.000148976
02/03/2012,67.13,-0.002231978
01/03/2012,67.28,0.009708089
29/02/2012,66.63,-0.004193506
28/02/2012,66.91,-0.002537504
27/02/2012,67.08,-0.000894055
24/02/2012,67.14,-0.000148931
23/02/2012,67.15,-0.005050516
22/02/2012,67.49,0.000148181
21/02/2012,67.48,-0.004435909
17/02/2012,67.78,-0.007496177
16/02/2012,68.29,0.013563528
15/02/2012,67.37,-0.005477032
14/02/2012,67.74,0.005180208
13/02/2012,67.39,-0.006065556
10/02/2012,67.8,-0.006175582
09/02/2012,68.22,0.002348108
08/02/2012,68.06,-0.004690715
07/02/2012,68.38,-0.005541796
06/02/2012,68.76,-0.004063866
03/02/2012,69.04,-0.004624286
02/02/2012,69.36,-0.000432432
01/02/2012,69.39,0.000144123
31/01/2012,69.38,-0.015020667
30/01/2012,70.43,-0.002694082
27/01/2012,70.62,-0.009582937
26/01/2012,71.3,0.005766948
25/01/2012,70.89,0.020378333
24/01/2012,69.46,-0.017694526
23/01/2012,70.7,0.010950831
20/01/2012,69.93,-0.0103849
19/01/2012,70.66,-0.008174816
18/01/2012,71.24,0.004784025
17/01/2012,70.9,-0.00295754
13/01/2012,71.11,-0.004489975
12/01/2012,71.43,-0.002377125
11/01/2012,71.6,-0.005571045
10/01/2012,72,0.00571072
09/01/2012,71.59,0.00125795
06/01/2012,71.5,-0.005578815
05/01/2012,71.9,0
04/01/2012,71.9,-0.008586121
03/01/2012,72.52,-0.007281752
30/12/2011,73.05,-0.008180005
29/12/2011,73.65,0.00694873
28/12/2011,73.14,-0.006133734
27/12/2011,73.59,0.006133734
23/12/2011,73.14,0.00356116
22/12/2011,72.88,0.001647899
21/12/2011,72.76,0.010778051
20/12/2011,71.98,0.013849281
19/12/2011,70.99,-0.009114555
16/12/2011,71.64,0.000837872
15/12/2011,71.58,0.013785561
14/12/2011,70.6,-0.005790568
13/12/2011,71.01,0.002679266
12/12/2011,70.82,-0.006334035
09/12/2011,71.27,0.009303704
08/12/2011,70.61,-0.021298269
07/12/2011,72.13,0.002637608
06/12/2011,71.94,-0.00623573
05/12/2011,72.39,0.038729053
02/12/2011,69.64,-0.012699036
01/12/2011,70.53,0.002413231
30/11/2011,70.36,0.034852779
29/11/2011,67.95,0.011396556
28/11/2011,67.18,0.009572314
25/11/2011,66.54,0.003613373
23/11/2011,66.3,-0.015861473
22/11/2011,67.36,-0.013858397
21/11/2011,68.3,-0.006857837
18/11/2011,68.77,0.005833471
17/11/2011,68.37,-0.014520365
16/11/2011,69.37,-0.008326204
15/11/2011,69.95,0.013674197
14/11/2011,69,-0.013674197
11/11/2011,69.95,0.013384383
10/11/2011,69.02,0.014741564
09/11/2011,68.01,-0.012856276
08/11/2011,68.89,-0.007663981
07/11/2011,69.42,-0.000576037
04/11/2011,69.46,-0.001438642
03/11/2011,69.56,0.011131304
02/11/2011,68.79,0.012875086
01/11/2011,67.91,-0.018383943
31/10/2011,69.17,0.002315821
28/10/2011,69.01,-0.009661911
27/10/2011,69.68,0.011112027
26/10/2011,68.91,0.009330874
25/10/2011,68.27,-0.00831454
24/10/2011,68.84,0.00524324
21/10/2011,68.48,0.014117882
20/10/2011,67.52,0.007880496
19/10/2011,66.99,0.002840274
18/10/2011,66.8,0.010534334
17/10/2011,66.1,-0.00888627
14/10/2011,66.69,0.006921484
13/10/2011,66.23,0.003781867
12/10/2011,65.98,0.003948373
11/10/2011,65.72,-0.014951574
10/10/2011,66.71,0.020138465
07/10/2011,65.38,0.010609771
06/10/2011,64.69,0.004182486
05/10/2011,64.42,0.000621118
04/10/2011,64.38,-0.002791998
03/10/2011,64.56,-0.026444032
30/09/2011,66.29,-0.010952026
29/09/2011,67.02,0.01533634
28/09/2011,66,-0.012198028
27/09/2011,66.81,0.004199796
26/09/2011,66.53,0.019120461
23/09/2011,65.27,0.016062121
22/09/2011,64.23,-0.014682282
21/09/2011,65.18,-0.01944759
20/09/2011,66.46,0.01806775
19/09/2011,65.27,-0.005043183
16/09/2011,65.6,0.015670931
15/09/2011,64.58,0.015763104
14/09/2011,63.57,0.000472032
13/09/2011,63.54,0.010123465
12/09/2011,62.9,0.009584738
09/09/2011,62.3,-0.023635012
08/09/2011,63.79,-0.002817785
07/09/2011,63.97,0.01512078
06/09/2011,63.01,-0.009634442
02/09/2011,63.62,-0.02053588
01/09/2011,64.94,-0.004149065
31/08/2011,65.21,0.009553231
30/08/2011,64.59,-0.000619099
29/08/2011,64.63,0.03463277
26/08/2011,62.43,-0.006864102
25/08/2011,62.86,-0.017035112
24/08/2011,63.94,0.025021099
23/08/2011,62.36,0.011775279
22/08/2011,61.63,-0.004048261
19/08/2011,61.88,-0.00964948
18/08/2011,62.48,-0.01745245
17/08/2011,63.58,0.006627766
16/08/2011,63.16,-0.006627766
15/08/2011,63.58,0.032449103
12/08/2011,61.55,-0.010344362
11/08/2011,62.19,0.032355764
10/08/2011,60.21,-0.016472123
09/08/2011,61.21,0.027158483
08/08/2011,59.57,-0.053439722
05/08/2011,62.84,0.004625576
04/08/2011,62.55,-0.039497377
03/08/2011,65.07,-0.002762433
02/08/2011,65.25,-0.017621601
01/08/2011,66.41,-0.005855433
29/07/2011,66.8,-0.007011291
28/07/2011,67.27,-0.01285004
27/07/2011,68.14,-0.005415308
26/07/2011,68.51,-0.003933285
25/07/2011,68.78,0.006856836
22/07/2011,68.31,-0.009905398
21/07/2011,68.99,0.022871544
20/07/2011,67.43,0.009536654
19/07/2011,66.79,-0.006417454
18/07/2011,67.22,-0.001783591
15/07/2011,67.34,-0.002076844
14/07/2011,67.48,0.002076844
13/07/2011,67.34,0
12/07/2011,67.34,0.000742777
11/07/2011,67.29,-0.009613326
08/07/2011,67.94,-0.00102979
07/07/2011,68.01,0.008268171
06/07/2011,67.45,0.00178068
05/07/2011,67.33,-0.015474482
01/07/2011,68.38,0.001463486
30/06/2011,68.28,-0.000146445
29/06/2011,68.29,-0.012659318
28/06/2011,69.16,-0.001156069
27/06/2011,69.24,0.015574145
24/06/2011,68.17,-0.000733192
23/06/2011,68.22,-0.008320609
22/06/2011,68.79,-0.008684379
21/06/2011,69.39,-0.000144103
20/06/2011,69.4,0.000720721
17/06/2011,69.35,0.01072785
16/06/2011,68.61,0.004235747
15/06/2011,68.32,-0.015251948
14/06/2011,69.37,0.007669526
13/06/2011,68.84,0.015665352
10/06/2011,67.77,-0.001621821
09/06/2011,67.88,0.007987027
08/06/2011,67.34,0.003123376
07/06/2011,67.13,0.010331753
06/06/2011,66.44,-0.002555432
03/06/2011,66.61,-0.009562302
02/06/2011,67.25,-0.001931219
01/06/2011,67.38,-0.01136292
31/05/2011,68.15,0.005591539
27/05/2011,67.77,0.008148797
26/05/2011,67.22,0.007765869
25/05/2011,66.7,-0.007914624
24/05/2011,67.23,-0.004008021
23/05/2011,67.5,-0.022558449
20/05/2011,69.04,-0.002170297
19/05/2011,69.19,0.005071372
18/05/2011,68.84,-0.002176595
17/05/2011,68.99,0.001450537
16/05/2011,68.89,-0.001450537
13/05/2011,68.99,-0.011385869
12/05/2011,69.78,0.012110875
11/05/2011,68.94,-0.00231817
10/05/2011,69.1,0.001158413
09/05/2011,69.02,-0.004481395
06/05/2011,69.33,0.009128514
05/05/2011,68.7,-0.008695707
04/05/2011,69.3,-0.003169575
03/05/2011,69.52,0.004613618
02/05/2011,69.2,-0.007486358
29/04/2011,69.72,-0.003722266
28/04/2011,69.98,0.004870372
27/04/2011,69.64,0.006916454
26/04/2011,69.16,0.007401529
25/04/2011,68.65,0.008631463
21/04/2011,68.06,0.005303489
20/04/2011,67.7,0.008455142
19/04/2011,67.13,0.017430945
18/04/2011,65.97,-0.008302561
15/04/2011,66.52,0.011490904
14/04/2011,65.76,0.003503698
13/04/2011,65.53,0.002597602
12/04/2011,65.36,-0.001223242
11/04/2011,65.44,-0.013056205
08/04/2011,66.3,-0.005265149
07/04/2011,66.65,-0.008515776
06/04/2011,67.22,0.007166349
05/04/2011,66.74,-0.00894994
04/04/2011,67.34,-0.00444511
01/04/2011,67.64,0.006377478
31/03/2011,67.21,-0.011685659
30/03/2011,68,0.009901803
29/03/2011,67.33,0.010901325
28/03/2011,66.6,-0.000150139
25/03/2011,66.61,-0.005837903
24/03/2011,67,0.000895924
23/03/2011,66.94,0.000597729
22/03/2011,66.9,0.01825226
21/03/2011,65.69,0.000761441
18/03/2011,65.64,0.002593244
17/03/2011,65.47,-0.017863024
16/03/2011,66.65,-0.027232703
15/03/2011,68.49,-0.023092381
14/03/2011,70.09,-0.050086974
11/03/2011,73.69,0.000814553
10/03/2011,73.63,-0.007442021
09/03/2011,74.18,0.011933963
08/03/2011,73.3,0.004923424
07/03/2011,72.94,0.009504858
04/03/2011,72.25,-0.004557075
03/03/2011,72.58,0.019899077
02/03/2011,71.15,0.003802018
01/03/2011,70.88,-0.004504512
28/02/2011,71.2,0.003799343
25/02/2011,70.93,0.001693242
24/02/2011,70.81,-0.003946446
23/02/2011,71.09,-0.005191173
22/02/2011,71.46,-0.003492355
18/02/2011,71.71,-0.001393534
17/02/2011,71.81,0.006286254
16/02/2011,71.36,-0.006564728
15/02/2011,71.83,0.006564728
14/02/2011,71.36,-0.010455243
11/02/2011,72.11,-0.00525589
10/02/2011,72.49,-0.001791745
09/02/2011,72.62,-0.001101019
08/02/2011,72.7,-0.016506752
07/02/2011,73.91,0.008969889
04/02/2011,73.25,0.000546224
03/02/2011,73.21,-0.001637778
02/02/2011,73.33,-0.007201607
01/02/2011,73.86,0.023146962
31/01/2011,72.17,0.001386578
