Date,Close,CAH
19/12/2013,66.77,0
18/12/2013,66.77,0.021037477
17/12/2013,65.38,-0.003664126
16/12/2013,65.62,-0.000913938
13/12/2013,65.68,-0.007432723
12/12/2013,66.17,-0.000906344
11/12/2013,66.23,0.000151
10/12/2013,66.22,0.029889573
09/12/2013,64.27,0.005304225
06/12/2013,63.93,0.015765737
05/12/2013,62.93,-0.004281304
04/12/2013,63.2,-0.023920471
03/12/2013,64.73,0.001700812
02/12/2013,64.62,0.00030955
29/11/2013,64.6,0.002014411
27/11/2013,64.47,-0.006647624
26/11/2013,64.9,-0.003230524
25/11/2013,65.11,0.001383232
22/11/2013,65.02,-0.005062525
21/11/2013,65.35,0.008760526
20/11/2013,64.78,-0.002466853
19/11/2013,64.94,0.003238994
18/11/2013,64.73,-0.001697924
15/11/2013,64.84,0.005102446
14/11/2013,64.51,0.009031516
13/11/2013,63.93,0.014654008
12/11/2013,63,0.000635122
11/11/2013,62.96,0.010538178
08/11/2013,62.3,0.024042744
07/11/2013,60.82,-0.007045167
06/11/2013,61.25,0.01132924
05/11/2013,60.56,-0.020268755
04/11/2013,61.8,0.025400792
01/11/2013,60.25,0.026744509
31/10/2013,58.66,0.052137048
30/10/2013,55.68,-0.008405665
29/10/2013,56.15,0.010743165
28/10/2013,55.55,0.010859835
25/10/2013,54.95,-0.001273075
24/10/2013,55.02,0.003824096
23/10/2013,54.81,-0.002004922
22/10/2013,54.92,-0.011945843
21/10/2013,55.58,-0.006098674
18/10/2013,55.92,-0.011910193
17/10/2013,56.59,0.018728809
16/10/2013,55.54,0.017435967
15/10/2013,54.58,-0.005481468
14/10/2013,54.88,0.003833871
11/10/2013,54.67,-0.000548597
10/10/2013,54.7,0.032515637
09/10/2013,52.95,-0.004710324
08/10/2013,53.2,-0.012329691
07/10/2013,53.86,0.000185684
04/10/2013,53.85,0.00652075
03/10/2013,53.5,0.005435305
02/10/2013,53.21,0.002446139
01/10/2013,53.08,0.017676028
30/09/2013,52.15,-0.002489707
27/09/2013,52.28,-0.000764818
26/09/2013,52.32,-0.001527884
25/09/2013,52.4,0
24/09/2013,52.4,-0.016091213
23/09/2013,53.25,-0.003561725
20/09/2013,53.44,-0.000187108
19/09/2013,53.45,0.002435142
18/09/2013,53.32,-0.004677715
17/09/2013,53.57,0.005991405
16/09/2013,53.25,0.004328604
13/09/2013,53.02,0.003211489
12/09/2013,52.85,0.012375217
11/09/2013,52.2,0.020711086
10/09/2013,51.13,0.006475055
09/09/2013,50.8,0.008103612
06/09/2013,50.39,0.004375504
05/09/2013,50.17,-0.001394284
04/09/2013,50.24,0.000398168
03/09/2013,50.22,-0.00119403
30/08/2013,50.28,0
29/08/2013,50.28,0.005184458
28/08/2013,50.02,-0.0001999
27/08/2013,50.03,-0.018614399
26/08/2013,50.97,-0.005283253
23/08/2013,51.24,0.012568901
22/08/2013,50.6,0.006344193
21/08/2013,50.28,-0.015589857
20/08/2013,51.07,-0.001174168
19/08/2013,51.13,-0.003709131
16/08/2013,51.32,-0.003307074
15/08/2013,51.49,-0.014269428
14/08/2013,52.23,0.000766137
13/08/2013,52.19,0.011369233
12/08/2013,51.6,0.000581564
09/08/2013,51.57,0.000970026
08/08/2013,51.52,0.007403112
07/08/2013,51.14,-0.00584911
06/08/2013,51.44,-0.001942125
05/08/2013,51.54,0.008378032
02/08/2013,51.11,0.000391389
01/08/2013,51.09,0.019767396
31/07/2013,50.09,-0.00318916
30/07/2013,50.25,-0.006545694
29/07/2013,50.58,-0.009445171
26/07/2013,51.06,0.027600283
25/07/2013,49.67,-0.003817949
24/07/2013,49.86,-0.006397463
23/07/2013,50.18,-0.006752757
22/07/2013,50.52,0
19/07/2013,50.52,0.007151401
18/07/2013,50.16,0.012235636
17/07/2013,49.55,0.006682216
16/07/2013,49.22,-0.010509393
15/07/2013,49.74,0.002617012
12/07/2013,49.61,0.001412002
11/07/2013,49.54,0.01525505
10/07/2013,48.79,0.016116051
09/07/2013,48.01,0.009837861
08/07/2013,47.54,-0.000841043
05/07/2013,47.58,0.005902209
03/07/2013,47.3,0.005937252
02/07/2013,47.02,-0.012049612
01/07/2013,47.59,0.008228763
28/06/2013,47.2,-0.010956705
27/06/2013,47.72,-0.004391016
26/06/2013,47.93,0.027283071
25/06/2013,46.64,0.001287278
24/06/2013,46.58,-0.013858019
21/06/2013,47.23,0.003393428
20/06/2013,47.07,-0.027243931
19/06/2013,48.37,-0.008030518
18/06/2013,48.76,0.010514477
17/06/2013,48.25,0.00874277
14/06/2013,47.83,-0.001462447
13/06/2013,47.9,0.015569429
12/06/2013,47.16,0.003611263
11/06/2013,46.99,0.003197274
10/06/2013,46.84,-0.001280137
07/06/2013,46.9,0.016554178
06/06/2013,46.13,0.002387413
05/06/2013,46.02,-0.010161151
04/06/2013,46.49,-0.015792048
03/06/2013,47.23,0.005733108
31/05/2013,46.96,-0.015006094
30/05/2013,47.67,0.012241605
29/05/2013,47.09,-0.004026709
28/05/2013,47.28,0.002329276
24/05/2013,47.17,0
23/05/2013,47.17,-0.008864558
22/05/2013,47.59,-0.007744675
21/05/2013,47.96,-0.001250261
20/05/2013,48.02,0.004801178
17/05/2013,47.79,0.016668811
16/05/2013,47,0.00490563
15/05/2013,46.77,0.010964315
14/05/2013,46.26,0.002164035
13/05/2013,46.16,-0.004323396
10/05/2013,46.36,0.007143661
09/05/2013,46.03,-0.007359341
08/05/2013,46.37,-0.001723767
07/05/2013,46.45,0.010605012
06/05/2013,45.96,-0.009312466
03/05/2013,46.39,0.004970297
02/05/2013,46.16,0.049288555
01/05/2013,43.94,-0.006352108
30/04/2013,44.22,0.004987542
29/04/2013,44,0.000454649
26/04/2013,43.98,-0.00544219
25/04/2013,44.22,-0.003837043
24/04/2013,44.39,0.013380401
23/04/2013,43.8,0.009635312
22/04/2013,43.38,0.007171806
19/04/2013,43.07,0.008627779
18/04/2013,42.7,0.002579436
17/04/2013,42.59,-0.012367443
16/04/2013,43.12,0.00255428
15/04/2013,43.01,-0.006026907
12/04/2013,43.27,-0.005301384
11/04/2013,43.5,0.01272429
10/04/2013,42.95,0.001631132
09/04/2013,42.88,0.002568595
08/04/2013,42.77,0.007510009
05/04/2013,42.45,-0.001882797
04/04/2013,42.53,0.003533156
03/04/2013,42.38,0.007817166
02/04/2013,42.05,0.004767589
01/04/2013,41.85,0.005510976
28/03/2013,41.62,-0.002160087
27/03/2013,41.71,-0.011205267
26/03/2013,42.18,0.003086789
25/03/2013,42.05,-0.000950796
22/03/2013,42.09,0.002855105
21/03/2013,41.97,-0.004042331
20/03/2013,42.14,-0.004971013
19/03/2013,42.35,-0.085495076
18/03/2013,46.13,-0.009707767
15/03/2013,46.58,-0.0108894
14/03/2013,47.09,0.005323126
13/03/2013,46.84,0.000213516
12/03/2013,46.83,0.001068262
11/03/2013,46.78,0.010745859
08/03/2013,46.28,0.008462674
07/03/2013,45.89,-0.004999467
06/03/2013,46.12,-0.003463207
05/03/2013,46.28,0.000648438
04/03/2013,46.25,-0.005605879
01/03/2013,46.51,0.006471118
28/02/2013,46.21,-0.001081432
27/02/2013,46.26,0.012398201
26/02/2013,45.69,0.010339989
25/02/2013,45.22,-0.007490672
22/02/2013,45.56,0.00175747
21/02/2013,45.48,-0.01288931
20/02/2013,46.07,-0.008429748
19/02/2013,46.46,-0.005152437
15/02/2013,46.7,0.015102768
14/02/2013,46,0.012248622
13/02/2013,45.44,-0.002198286
12/02/2013,45.54,0.007051594
11/02/2013,45.22,0.000884956
08/02/2013,45.18,0.008669611
07/02/2013,44.79,0.013260111
06/02/2013,44.2,-0.010801185
05/02/2013,44.68,0.023093623
04/02/2013,43.66,-0.005026284
01/02/2013,43.88,0.001596534
31/01/2013,43.81,-0.019663872
30/01/2013,44.68,-0.006691972
29/01/2013,44.98,0.007587628
28/01/2013,44.64,-0.005807477
25/01/2013,44.9,0.003793377
24/01/2013,44.73,-0.007350518
23/01/2013,45.06,0.010933948
22/01/2013,44.57,-0.001569331
18/01/2013,44.64,0.010810916
17/01/2013,44.16,0.009785037
16/01/2013,43.73,0.005503339
15/01/2013,43.49,0.00692204
14/01/2013,43.19,0.003014495
11/01/2013,43.06,0.001626961
10/01/2013,42.99,0.008174751
09/01/2013,42.64,0.004937121
08/01/2013,42.43,0
07/01/2013,42.43,-0.000471254
04/01/2013,42.45,0.015669836
03/01/2013,41.79,0.002395785
02/01/2013,41.69,0.01230859
31/12/2012,41.18,0.011233329
28/12/2012,40.72,-0.015353049
27/12/2012,41.35,-0.007469014
26/12/2012,41.66,-0.002636943
24/12/2012,41.77,-0.006205271
21/12/2012,42.03,-0.006639816
20/12/2012,42.31,0.00711578
19/12/2012,42.01,-0.015119589
18/12/2012,42.65,0.007767486
17/12/2012,42.32,0
14/12/2012,42.32,0.009735326
13/12/2012,41.91,0.000716076
12/12/2012,41.88,-0.002861232
11/12/2012,42,0.016807118
10/12/2012,41.3,0.009732437
07/12/2012,40.9,0.011310669
06/12/2012,40.44,0.001237165
05/12/2012,40.39,-0.000247555
04/12/2012,40.4,-0.002472189
03/12/2012,40.5,0.001235331
30/11/2012,40.45,0.003715175
29/11/2012,40.3,0.010476524
28/11/2012,39.88,0.008562127
27/11/2012,39.54,-0.00403837
26/11/2012,39.7,-0.007278235
23/11/2012,39.99,0.009043016
21/11/2012,39.63,0.008107468
20/11/2012,39.31,-0.008107468
19/11/2012,39.63,0.006582302
16/11/2012,39.37,0.000254033
15/11/2012,39.36,0.001780039
14/11/2012,39.29,-0.013148103
13/11/2012,39.81,-0.002258187
12/11/2012,39.9,-0.00250313
09/11/2012,40,-0.001498876
08/11/2012,40.06,-0.016095432
07/11/2012,40.71,0.005171788
06/11/2012,40.5,0.000493949
05/11/2012,40.48,-0.015200097
02/11/2012,41.1,-0.004854378
01/11/2012,41.3,0.004124718
31/10/2012,41.13,0.017165699
26/10/2012,40.43,-0.011313451
25/10/2012,40.89,0.005148963
24/10/2012,40.68,-0.00147384
23/10/2012,40.74,-0.020168342
22/10/2012,41.57,0.007485246
19/10/2012,41.26,-0.011566394
18/10/2012,41.74,0.00263884
17/10/2012,41.63,-0.010038325
16/10/2012,42.05,0.010518863
15/10/2012,41.61,0.017454989
12/10/2012,40.89,-0.000488998
11/10/2012,40.91,0.002692451
10/10/2012,40.8,-0.00635233
09/10/2012,41.06,0.00512759
08/10/2012,40.85,0.008111142
05/10/2012,40.52,-0.003203157
04/10/2012,40.65,0.020127403
03/10/2012,39.84,0.005032723
02/10/2012,39.64,0.003538038
01/10/2012,39.5,0.013508553
28/09/2012,38.97,-0.016794288
27/09/2012,39.63,0.011419995
26/09/2012,39.18,0.003323536
25/09/2012,39.05,0.003848626
24/09/2012,38.9,0.00748294
21/09/2012,38.61,0.00155521
20/09/2012,38.55,0.007028533
19/09/2012,38.28,-0.00832471
18/09/2012,38.6,0.009631729
17/09/2012,38.23,-0.003655357
14/09/2012,38.37,0.015231387
13/09/2012,37.79,0.001059042
12/09/2012,37.75,-0.009491239
11/09/2012,38.11,-0.003666845
10/09/2012,38.25,-0.001567398
07/09/2012,38.31,-0.022710653
06/09/2012,39.19,0.005372918
05/09/2012,38.98,-0.018050573
04/09/2012,39.69,0.003533573
31/08/2012,39.55,-0.000505561
30/08/2012,39.57,-0.011557918
29/08/2012,40.03,0.011052612
28/08/2012,39.59,-0.005039063
27/08/2012,39.79,0.001760785
24/08/2012,39.72,0.004289145
23/08/2012,39.55,-0.001768347
22/08/2012,39.62,-0.006039274
21/08/2012,39.86,-0.005005015
20/08/2012,40.06,0.009027143
17/08/2012,39.7,-0.004272974
16/08/2012,39.87,0.001506024
15/08/2012,39.81,0.001005278
14/08/2012,39.77,-0.00526647
13/08/2012,39.98,-0.007227446
10/08/2012,40.27,0.001739779
09/08/2012,40.2,0.011257155
08/08/2012,39.75,0.002266718
07/08/2012,39.66,0.013709278
06/08/2012,39.12,-0.00306279
03/08/2012,39.24,-0.0411889
02/08/2012,40.89,-0.039324175
01/08/2012,42.53,-0.013081242
31/07/2012,43.09,-0.005092604
30/07/2012,43.31,0.02265129
27/07/2012,42.34,0.006397368
26/07/2012,42.07,-0.001425178
25/07/2012,42.13,-0.000711828
24/07/2012,42.16,-0.007561473
23/07/2012,42.48,-0.01448962
20/07/2012,43.1,-0.009237941
19/07/2012,43.5,0.010166446
18/07/2012,43.06,0.007459242
17/07/2012,42.74,0.010584598
16/07/2012,42.29,-0.005188691
13/07/2012,42.51,0.011831657
12/07/2012,42.01,-0.007824581
11/07/2012,42.34,-0.007998161
10/07/2012,42.68,0.002345767
09/07/2012,42.58,0.019206281
06/07/2012,41.77,-0.018971401
05/07/2012,42.57,-0.007488919
03/07/2012,42.89,0.011490336
02/07/2012,42.4,0.009478744
29/06/2012,42,0.025073638
28/06/2012,40.96,0.015500372
27/06/2012,40.33,-0.008395111
26/06/2012,40.67,0
25/06/2012,40.67,-0.024530678
22/06/2012,41.68,0.003364579
21/06/2012,41.54,-0.015526408
20/06/2012,42.19,-0.009905741
19/06/2012,42.61,0.000939188
18/06/2012,42.57,0.002351836
15/06/2012,42.47,0.01542325
14/06/2012,41.82,0.006717876
13/06/2012,41.54,-0.006000258
12/06/2012,41.79,0.007445693
11/06/2012,41.48,-0.010074444
08/06/2012,41.9,0.004305197
07/06/2012,41.72,0.005769247
06/06/2012,41.48,0.010664182
05/06/2012,41.04,0.01225806
04/06/2012,40.54,0.0002467
01/06/2012,40.53,-0.020755232
31/05/2012,41.38,0.005330761
30/05/2012,41.16,-0.013034218
29/05/2012,41.7,0.000719683
25/05/2012,41.67,0.004811171
24/05/2012,41.47,0.011398208
23/05/2012,41,-0.006079046
22/05/2012,41.25,-0.002421309
21/05/2012,41.35,0.009476441
18/05/2012,40.96,-0.013338381
17/05/2012,41.51,-0.014588325
16/05/2012,42.12,-0.002608182
15/05/2012,42.23,-0.012472217
14/05/2012,42.76,0.006334332
11/05/2012,42.49,0.005901115
10/05/2012,42.24,0.00023677
09/05/2012,42.23,-0.018534255
08/05/2012,43.02,0.003726134
07/05/2012,42.86,0.00374007
04/05/2012,42.7,-0.014646316
03/05/2012,43.33,0.021225287
02/05/2012,42.42,-0.000706964
01/05/2012,42.45,0.004249298
30/04/2012,42.27,-0.00094585
27/04/2012,42.31,0.009499003
26/04/2012,41.91,0.007183939
25/04/2012,41.61,0.008931864
24/04/2012,41.24,-0.003872222
23/04/2012,41.4,-0.00361664
20/04/2012,41.55,0.009187686
19/04/2012,41.17,0
18/04/2012,41.17,-0.012791293
17/04/2012,41.7,0.027225794
16/04/2012,40.58,0.001232894
13/04/2012,40.53,-0.018820059
12/04/2012,41.3,0.000968992
11/04/2012,41.26,0.006565373
10/04/2012,40.99,-0.015492927
09/04/2012,41.63,-0.003357317
05/04/2012,41.77,-0.014498174
04/04/2012,42.38,0.00378251
03/04/2012,42.22,-0.012709044
02/04/2012,42.76,-0.008151903
30/03/2012,43.11,0.000231992
29/03/2012,43.1,0.004185079
28/03/2012,42.92,-0.009045637
27/03/2012,43.31,0.000692921
26/03/2012,43.28,0.025744459
23/03/2012,42.18,0.015530117
22/03/2012,41.53,0.00289366
21/03/2012,41.41,0.01435024
20/03/2012,40.82,-0.009993989
19/03/2012,41.23,-0.008693607
16/03/2012,41.59,-0.002641375
15/03/2012,41.7,0.003122376
14/03/2012,41.57,-0.006235032
13/03/2012,41.83,0.00047824
12/03/2012,41.81,-0.009758497
09/03/2012,42.22,0.011194591
08/03/2012,41.75,0.016908615
07/03/2012,41.05,-0.008490045
06/03/2012,41.4,-0.000241517
05/03/2012,41.41,0.008975197
02/03/2012,41.04,-0.013312553
01/03/2012,41.59,0.000962232
29/02/2012,41.55,-0.013150219
28/02/2012,42.1,0.006433955
27/02/2012,41.83,-0.005245601
24/02/2012,42.05,0.012202568
23/02/2012,41.54,0.011135433
22/02/2012,41.08,-0.005341115
21/02/2012,41.3,-0.005312739
17/02/2012,41.52,-0.006721101
16/02/2012,41.8,0.007202912
15/02/2012,41.5,-0.013403743
14/02/2012,42.06,-0.007343394
13/02/2012,42.37,0.011632179
10/02/2012,41.88,-0.00595169
09/02/2012,42.13,-0.008979266
08/02/2012,42.51,0.002355159
07/02/2012,42.41,0.014487844
06/02/2012,41.8,-0.005963047
03/02/2012,42.05,-0.004034656
02/02/2012,42.22,-0.02016481
01/02/2012,43.08,0.001161305
31/01/2012,43.03,0.010043294
30/01/2012,42.6,0.006121988
27/01/2012,42.34,0.005209578
26/01/2012,42.12,0.000950119
25/01/2012,42.08,0.005480771
24/01/2012,41.85,-0.003577821
23/01/2012,42,-0.015123162
20/01/2012,42.64,-0.001640305
19/01/2012,42.71,0.009882433
18/01/2012,42.29,0.0128512
17/01/2012,41.75,0.012048339
13/01/2012,41.25,-0.014679604
12/01/2012,41.86,0.006711435
11/01/2012,41.58,0.004338402
10/01/2012,41.4,0.003872222
09/01/2012,41.24,-0.007729507
06/01/2012,41.56,0.016008103
05/01/2012,40.9,-0.007308193
04/01/2012,41.2,-0.006773127
03/01/2012,41.48,0.021197042
30/12/2011,40.61,-0.000738462
29/12/2011,40.64,0.014374473
28/12/2011,40.06,-0.020017967
27/12/2011,40.87,-0.002199683
23/12/2011,40.96,0.001710446
22/12/2011,40.89,0.006132731
21/12/2011,40.64,-0.004664302
20/12/2011,40.83,0.012073573
19/12/2011,40.34,-0.014764048
16/12/2011,40.94,-0.002195926
15/12/2011,41.03,0.011028172
14/12/2011,40.58,-0.009564757
13/12/2011,40.97,-0.004140793
12/12/2011,41.14,-0.018066251
09/12/2011,41.89,0.014426795
08/12/2011,41.29,-0.012515205
07/12/2011,41.81,0.018832039
06/12/2011,41.03,0.000487567
05/12/2011,41.01,-0.010430659
02/12/2011,41.44,-0.022193967
01/12/2011,42.37,-0.002121892
30/11/2011,42.46,0.037432393
29/11/2011,40.9,-0.017931181
28/11/2011,41.64,0.032957945
25/11/2011,40.29,-0.013803522
23/11/2011,40.85,0.007864381
22/11/2011,40.53,-0.002956395
21/11/2011,40.65,-0.02980955
18/11/2011,41.88,-0.008559253
17/11/2011,42.24,-0.015504187
16/11/2011,42.9,-0.032789823
15/11/2011,44.33,-0.00045106
14/11/2011,44.35,-0.012547778
11/11/2011,44.91,0.038819992
10/11/2011,43.2,0.007434978
09/11/2011,42.88,-0.028960884
08/11/2011,44.14,-0.000453001
07/11/2011,44.16,0.009327789
04/11/2011,43.75,-0.011363759
03/11/2011,44.25,0.009765037
02/11/2011,43.82,0.015639693
01/11/2011,43.14,-0.025856606
31/10/2011,44.27,-0.027185275
28/10/2011,45.49,0.011941761
27/10/2011,44.95,0.018637567
26/10/2011,44.12,0.025015648
25/10/2011,43.03,-0.023427806
24/10/2011,44.05,0.001135718
21/10/2011,44,0.036569685
20/10/2011,42.42,0.003778937
19/10/2011,42.26,0.006171394
18/10/2011,42,0.016322974
17/10/2011,41.32,-0.018463539
14/10/2011,42.09,0.013634944
13/10/2011,41.52,0.000240877
12/10/2011,41.51,0.006525703
11/10/2011,41.24,-0.001695942
10/10/2011,41.31,0.025746181
07/10/2011,40.26,0.006979091
06/10/2011,39.98,-0.011687314
05/10/2011,40.45,0.008690309
04/10/2011,40.1,0.005501389
03/10/2011,39.88,-0.048933441
30/09/2011,41.88,-0.02732153
29/09/2011,43.04,-0.001625073
28/09/2011,43.11,-0.021797353
27/09/2011,44.06,0.016245638
26/09/2011,43.35,0.038326073
23/09/2011,41.72,-0.000479272
22/09/2011,41.74,-0.021567372
21/09/2011,42.65,-0.03116236
20/09/2011,44,0.017654935
19/09/2011,43.23,0.002547772
16/09/2011,43.12,0.041189254
15/09/2011,41.38,-0.00482161
14/09/2011,41.58,0.019672766
13/09/2011,40.77,0.020818596
12/09/2011,39.93,-0.006241438
09/09/2011,40.18,-0.037371549
08/09/2011,41.71,-0.021582718
07/09/2011,42.62,0.033400051
06/09/2011,41.22,-0.004598822
02/09/2011,41.41,-0.018423777
01/09/2011,42.18,-0.007557901
31/08/2011,42.5,0.007083855
30/08/2011,42.2,0.003323051
29/08/2011,42.06,0.024549969
26/08/2011,41.04,0.019934215
25/08/2011,40.23,-0.018471157
24/08/2011,40.98,-0.002193785
23/08/2011,41.07,0.030406495
22/08/2011,39.84,-0.003507896
19/08/2011,39.98,-0.008964203
18/08/2011,40.34,-0.037464853
17/08/2011,41.88,0.009597003
16/08/2011,41.48,-0.002888784
15/08/2011,41.6,0.01770387
12/08/2011,40.87,0.009588273
11/08/2011,40.48,0.050929308
10/08/2011,38.47,-0.033485557
09/08/2011,39.78,0.046041306
08/08/2011,37.99,-0.054801217
05/08/2011,40.13,-0.004227285
04/08/2011,40.3,-0.045831757
03/08/2011,42.19,0.001185818
02/08/2011,42.14,-0.015073295
01/08/2011,42.78,-0.022649454
29/07/2011,43.76,0.007799994
28/07/2011,43.42,-0.006199079
27/07/2011,43.69,-0.021287036
26/07/2011,44.63,-0.016885538
25/07/2011,45.39,-0.014218767
22/07/2011,46.04,0.001086602
21/07/2011,45.99,0.010272192
20/07/2011,45.52,-0.006350618
19/07/2011,45.81,0.002185316
18/07/2011,45.71,-0.01239281
15/07/2011,46.28,0.002163098
14/07/2011,46.18,-0.004537115
13/07/2011,46.39,0.003454981
12/07/2011,46.23,0.011311846
11/07/2011,45.71,-0.016059373
08/07/2011,46.45,-0.008147558
07/07/2011,46.83,0.002137666
06/07/2011,46.73,0.007518025
05/07/2011,46.38,0.001294499
01/07/2011,46.32,0.019621297
30/06/2011,45.42,0.009067849
29/06/2011,45.01,-0.000222148
28/06/2011,45.02,0.024281769
27/06/2011,43.94,-0.001364567
24/06/2011,44,-0.007020751
23/06/2011,44.31,-0.004503498
22/06/2011,44.51,-0.012502954
21/06/2011,45.07,0.013626928
20/06/2011,44.46,0.013131273
17/06/2011,43.88,0.009617661
16/06/2011,43.46,-0.002527865
15/06/2011,43.57,-0.00754548
14/06/2011,43.9,0.005481969
13/06/2011,43.66,0.009203931
10/06/2011,43.26,-0.026911544
09/06/2011,44.44,0.01040498
08/06/2011,43.98,-0.001590367
07/06/2011,44.05,-0.001587842
06/06/2011,44.12,0.001587842
03/06/2011,44.05,-0.008139317
02/06/2011,44.41,-0.002249214
01/06/2011,44.51,-0.020238654
31/05/2011,45.42,0.00154236
27/05/2011,45.35,-0.000220483
26/05/2011,45.36,0.007079676
25/05/2011,45.04,0.007130155
24/05/2011,44.72,0.006505912
23/05/2011,44.43,-0.010968213
20/05/2011,44.92,-0.00731954
19/05/2011,45.25,-0.00638839
18/05/2011,45.54,0.016829449
17/05/2011,44.78,-0.003566656
16/05/2011,44.94,0.010963305
13/05/2011,44.45,-0.009627299
12/05/2011,44.88,0.000222841
11/05/2011,44.87,-0.010861239
10/05/2011,45.36,0.001323627
09/05/2011,45.3,0.016021705
06/05/2011,44.58,-0.00134499
05/05/2011,44.64,0.001793722
04/05/2011,44.56,0.001122713
03/05/2011,44.51,0.004277841
02/05/2011,44.32,0.014316799
29/04/2011,43.69,0.004588216
28/04/2011,43.49,-0.014155488
27/04/2011,44.11,0.019920521
26/04/2011,43.24,0.008127294
25/04/2011,42.89,-0.001630752
21/04/2011,42.96,0.008415197
20/04/2011,42.6,0.014660939
19/04/2011,41.98,0.017299807
18/04/2011,41.26,0.007053416
15/04/2011,40.97,0.007841256
14/04/2011,40.65,-0.010522549
13/04/2011,41.08,-0.002674123
12/04/2011,41.19,-0.018997806
11/04/2011,41.98,-0.004752861
08/04/2011,42.18,-0.001421464
07/04/2011,42.24,0.000473597
06/04/2011,42.22,0.008563325
05/04/2011,41.86,-0.004766453
04/04/2011,42.06,-0.00355999
01/04/2011,42.21,0.025919378
31/03/2011,41.13,-0.010159739
30/03/2011,41.55,-0.000962232
29/03/2011,41.59,0.002407319
28/03/2011,41.49,0.00410579
25/03/2011,41.32,0.014627272
24/03/2011,40.72,0.015093692
23/03/2011,40.11,-0.018770618
22/03/2011,40.87,-0.000733765
21/03/2011,40.9,0.01106342
18/03/2011,40.45,0.004459869
17/03/2011,40.27,0.024891291
16/03/2011,39.28,-0.020660851
15/03/2011,40.1,-0.004726965
14/03/2011,40.29,-0.008403411
11/03/2011,40.63,-0.013203126
10/03/2011,41.17,-0.02920265
09/03/2011,42.39,0.004255326
08/03/2011,42.21,0.005702082
07/03/2011,41.97,-0.013254632
04/03/2011,42.53,-0.007262536
03/03/2011,42.84,0.040491361
02/03/2011,41.14,-0.005575096
01/03/2011,41.37,-0.006505263
28/02/2011,41.64,0.009167736
25/02/2011,41.26,0.018838478
24/02/2011,40.49,0.000494071
23/02/2011,40.47,-0.014229877
22/02/2011,41.05,-0.026206572
18/02/2011,42.14,0.006666691
17/02/2011,41.86,0.002870815
16/02/2011,41.74,-0.002392918
15/02/2011,41.84,-0.003102258
14/02/2011,41.97,0.009576324
11/02/2011,41.57,0.008455178
10/02/2011,41.22,-0.004598822
09/02/2011,41.41,-0.005058423
08/02/2011,41.62,-0.002879081
07/02/2011,41.74,-0.002870815
04/02/2011,41.86,-0.010692748
03/02/2011,42.31,0.014762173
02/02/2011,41.69,-0.006217141
01/02/2011,41.95,0.010544071
31/01/2011,41.51,0.010656434
28/01/2011,41.07,-0.021677149
27/01/2011,41.97,0.003580383
26/01/2011,41.82,0.012270093
25/01/2011,41.31,-0.003865673
