Date,Close,GME
28/10/2013,54.41,-0.008601023
25/10/2013,54.88,0.001458789
24/10/2013,54.8,0.006040103
23/10/2013,54.47,-0.005309909
22/10/2013,54.76,0.002010786
21/10/2013,54.65,0.014189863
18/10/2013,53.88,0.022713318
17/10/2013,52.67,0.019362246
16/10/2013,51.66,0.006993035
15/10/2013,51.3,-0.009313222
14/10/2013,51.78,0.004257796
11/10/2013,51.56,-0.006379915
10/10/2013,51.89,0.036703168
09/10/2013,50.02,0.014093247
08/10/2013,49.32,-0.005257848
07/10/2013,49.58,-0.022338384
04/10/2013,50.7,0.017509401
03/10/2013,49.82,-0.009986103
02/10/2013,50.32,-0.017532213
01/10/2013,51.21,0.030936435
30/09/2013,49.65,0
27/09/2013,49.65,-0.015587846
26/09/2013,50.43,-0.007310118
25/09/2013,50.8,-0.00490919
24/09/2013,51.05,0.024589778
23/09/2013,49.81,0.00765824
20/09/2013,49.43,-0.047604525
19/09/2013,51.84,0.00891306
18/09/2013,51.38,-0.023847284
17/09/2013,52.62,0.009547523
16/09/2013,52.12,-0.006311583
13/09/2013,52.45,0.058898277
12/09/2013,49.45,-0.002221999
11/09/2013,49.56,-0.015615933
10/09/2013,50.34,0.004778982
09/09/2013,50.1,0.009828582
06/09/2013,49.61,-0.031547106
05/09/2013,51.2,0.030942572
04/09/2013,49.64,-0.006625865
03/09/2013,49.97,-0.004791385
30/08/2013,50.21,-0.008922435
29/08/2013,50.66,0.015115642
28/08/2013,49.9,0.01067805
27/08/2013,49.37,-0.059181887
26/08/2013,52.38,0.014615645
23/08/2013,51.62,-0.005602256
22/08/2013,51.91,0.086258609
21/08/2013,47.62,-0.012935711
20/08/2013,48.24,0.011257155
19/08/2013,47.7,0.002518893
16/08/2013,47.58,-0.002309227
15/08/2013,47.69,-0.020751938
14/08/2013,48.69,-0.011232631
13/08/2013,49.24,-0.004862246
12/08/2013,49.48,0.010360682
09/08/2013,48.97,0.009850275
08/08/2013,48.49,0.01265971
07/08/2013,47.88,-0.022918315
06/08/2013,48.99,-0.026190055
05/08/2013,50.29,-0.001986493
02/08/2013,50.39,0.008169817
01/08/2013,49.98,0.018578887
31/07/2013,49.06,0.044813166
30/07/2013,46.91,0.032939056
29/07/2013,45.39,-0.008992275
26/07/2013,45.8,0.030819422
25/07/2013,44.41,0.026698677
24/07/2013,43.24,0.019146044
23/07/2013,42.42,-0.014045175
22/07/2013,43.02,-0.010175851
19/07/2013,43.46,-0.003904012
18/07/2013,43.63,0.003443925
17/07/2013,43.48,-0.00824558
16/07/2013,43.84,0.00824558
15/07/2013,43.48,0.007155253
12/07/2013,43.17,0.013291556
11/07/2013,42.6,0.004234304
10/07/2013,42.42,-0.006344752
09/07/2013,42.69,0.00140647
08/07/2013,42.63,-0.0084093
05/07/2013,42.99,0.014290978
03/07/2013,42.38,0.004967485
02/07/2013,42.17,-0.000948092
01/07/2013,42.21,0.004273511
28/06/2013,42.03,0.027987351
27/06/2013,40.87,0.012061685
26/06/2013,40.38,0.007956283
25/06/2013,40.06,0.004002006
24/06/2013,39.9,-0.021815441
21/06/2013,40.78,-0.003915815
20/06/2013,40.94,0.060670422
19/06/2013,38.53,0.001818418
18/06/2013,38.46,-0.001039501
17/06/2013,38.5,-0.013159782
14/06/2013,39.01,0.03867741
13/06/2013,37.53,0.025365634
12/06/2013,36.59,-0.030415479
11/06/2013,37.72,0.075128151
10/06/2013,34.99,-0.049075919
07/06/2013,36.75,0.059706676
06/06/2013,34.62,-0.00690849
05/06/2013,34.86,-0.017910927
04/06/2013,35.49,0.031194402
03/06/2013,34.4,0.036712234
31/05/2013,33.16,-0.010201109
30/05/2013,33.5,0.051450416
29/05/2013,31.82,0.003147626
28/05/2013,31.72,-0.012220111
24/05/2013,32.11,-0.11462917
23/05/2013,36.01,-0.006642704
22/05/2013,36.25,-0.014514838
21/05/2013,36.78,-0.052434568
20/05/2013,38.76,-0.025472595
17/05/2013,39.76,0.043960297
16/05/2013,38.05,-0.024404119
15/05/2013,38.99,0.009017194
14/05/2013,38.64,0.00962171
13/05/2013,38.27,-0.002870191
10/05/2013,38.38,0.034189099
09/05/2013,37.09,-0.001347164
08/05/2013,37.14,-0.004030638
07/05/2013,37.29,0.002685286
06/05/2013,37.19,0.001076137
03/05/2013,37.15,0.022870586
02/05/2013,36.31,0.044201425
01/05/2013,34.74,-0.004595068
30/04/2013,34.9,0.009500575
29/04/2013,34.57,-0.001445296
26/04/2013,34.62,0.011036998
25/04/2013,34.24,0.000292099
24/04/2013,34.23,0.030853827
23/04/2013,33.19,0.020393341
22/04/2013,32.52,-0.006436804
19/04/2013,32.73,0.001528819
18/04/2013,32.68,-0.002750193
17/04/2013,32.77,0.014446232
16/04/2013,32.3,0.028896483
15/04/2013,31.38,-0.02018996
12/04/2013,32.02,0.010675141
11/04/2013,31.68,0.057492694
10/04/2013,29.91,0.001003512
09/04/2013,29.88,-0.012637348
08/04/2013,30.26,0.00996355
05/04/2013,29.96,0.002339182
04/04/2013,29.89,-0.011972208
03/04/2013,30.25,0.000330633
02/04/2013,30.24,0.016000341
01/04/2013,29.76,0.062032703
28/03/2013,27.97,0.055876349
27/03/2013,26.45,0.003408449
26/03/2013,26.36,0.037886247
25/03/2013,25.38,-0.010971897
22/03/2013,25.66,0.016503322
21/03/2013,25.24,-0.008285705
20/03/2013,25.45,0.008285705
19/03/2013,25.24,-0.018838862
18/03/2013,25.72,0.010553156
15/03/2013,25.45,0.001572946
14/03/2013,25.41,-0.009400774
13/03/2013,25.65,0.006649741
12/03/2013,25.48,0.008671714
11/03/2013,25.26,0.023634186
08/03/2013,24.67,0.005283491
07/03/2013,24.54,0.005311555
06/03/2013,24.41,0.004516534
05/03/2013,24.3,0.031775249
04/03/2013,23.54,-0.021433895
01/03/2013,24.05,-0.041137953
28/02/2013,25.06,-0.007157088
27/02/2013,25.24,0.017989692
26/02/2013,24.79,0.007287482
25/02/2013,24.61,-0.008496915
22/02/2013,24.82,0.003632698
21/02/2013,24.73,-0.023972382
20/02/2013,25.33,-0.006688988
19/02/2013,25.5,0.005111079
15/02/2013,25.37,-0.014867253
14/02/2013,25.75,-0.010815092
13/02/2013,26.03,0.006939118
12/02/2013,25.85,-0.01344881
11/02/2013,26.2,0.005357839
08/02/2013,26.06,0.025258774
07/02/2013,25.41,0.008298803
06/02/2013,25.2,-0.061930958
05/02/2013,26.81,0.059948797
04/02/2013,25.25,0.022427852
01/02/2013,24.69,0.062246025
31/01/2013,23.2,-0.018787914
30/01/2013,23.64,-0.015946624
29/01/2013,24.02,0.010041925
28/01/2013,23.78,0.002947991
25/01/2013,23.71,0.01017389
24/01/2013,23.47,0.013728229
23/01/2013,23.15,-0.007316581
22/01/2013,23.32,0.001716739
18/01/2013,23.28,-0.008980176
17/01/2013,23.49,0.018041726
16/01/2013,23.07,-0.003893581
15/01/2013,23.16,0.006497749
14/01/2013,23.01,-0.010376228
11/01/2013,23.25,0.019983289
10/01/2013,22.79,0.007929557
09/01/2013,22.61,-0.025328865
08/01/2013,23.19,-0.065104338
07/01/2013,24.75,-0.002018164
04/01/2013,24.8,0.01790121
03/01/2013,24.36,-0.051990916
02/01/2013,25.66,0.022463999
31/12/2012,25.09,0.022572502
28/12/2012,24.53,-0.005691072
27/12/2012,24.67,-0.008878186
26/12/2012,24.89,-0.02734468
24/12/2012,25.58,0.000391007
21/12/2012,25.57,-0.02166429
20/12/2012,26.13,-0.052918456
19/12/2012,27.55,-0.006151639
18/12/2012,27.72,0.007241161
17/12/2012,27.52,0.000363438
14/12/2012,27.51,-0.003628451
13/12/2012,27.61,-0.00793655
12/12/2012,27.83,0.004321217
11/12/2012,27.71,0.009791556
10/12/2012,27.44,0.005115101
07/12/2012,27.3,0.024472857
06/12/2012,26.64,0.02547182
05/12/2012,25.97,0.003471556
04/12/2012,25.88,0.001933863
03/12/2012,25.83,-0.016129382
30/11/2012,26.25,0.001524972
29/11/2012,26.21,-0.008736998
28/11/2012,26.44,-0.009036206
27/11/2012,26.68,-0.005233657
26/11/2012,26.82,-0.009278226
23/11/2012,27.07,-0.000369344
21/11/2012,27.08,0.022783432
20/11/2012,26.47,0.020997145
19/11/2012,25.92,0.014377555
16/11/2012,25.55,0.041964199
15/11/2012,24.5,0.042524123
14/11/2012,23.48,0.009413848
13/11/2012,23.26,0.007335524
12/11/2012,23.09,0.043369628
09/11/2012,22.11,-0.018373808
08/11/2012,22.52,-0.038332219
07/11/2012,23.4,-0.021978907
06/11/2012,23.92,0.008396355
05/11/2012,23.72,-0.003787086
02/11/2012,23.81,0.008858948
01/11/2012,23.6,0.033171251
31/10/2012,22.83,-0.007418755
26/10/2012,23,-0.030824358
25/10/2012,23.72,0.018723951
24/10/2012,23.28,0.007762005
23/10/2012,23.1,-0.004319661
22/10/2012,23.2,0.003454235
19/10/2012,23.12,-0.013745921
18/10/2012,23.44,0.021561853
17/10/2012,22.94,-0.000435825
16/10/2012,22.95,0.007434978
15/10/2012,22.78,0.000439078
12/10/2012,22.77,-0.003944778
11/10/2012,22.86,-0.004364913
10/10/2012,22.96,-0.043883505
09/10/2012,23.99,0.031331945
08/10/2012,23.25,0.00733869
05/10/2012,23.08,0.031245666
04/10/2012,22.37,0.049013703
03/10/2012,21.3,-0.00140746
02/10/2012,21.33,0.004228336
01/10/2012,21.24,0.011363759
28/09/2012,21,0.003816799
27/09/2012,20.92,-0.00951482
26/09/2012,21.12,0.011428696
25/09/2012,20.88,-0.058142391
24/09/2012,22.13,-0.007652524
21/09/2012,22.3,-0.01953881
20/09/2012,22.74,-0.003949972
19/09/2012,22.83,0.017676112
18/09/2012,22.43,0.006261201
17/09/2012,22.29,-0.037856633
14/09/2012,23.15,0.033827078
13/09/2012,22.38,0.013948483
12/09/2012,22.07,0.013686345
11/09/2012,21.77,0.008302631
10/09/2012,21.59,-0.003236997
07/09/2012,21.66,0.028091735
06/09/2012,21.06,0.024514566
05/09/2012,20.55,0.006835964
04/09/2012,20.41,0.067384311
31/08/2012,19.08,-0.004184107
30/08/2012,19.16,0.029125702
29/08/2012,18.61,0.025579626
28/08/2012,18.14,-0.000551116
27/08/2012,18.15,-0.01476647
24/08/2012,18.42,-0.025724891
23/08/2012,18.9,0.005837109
22/08/2012,18.79,-0.0365767
21/08/2012,19.49,0
20/08/2012,19.49,0.048354138
17/08/2012,18.57,0.032287346
16/08/2012,17.98,0.053109825
15/08/2012,17.05,-0.01339956
14/08/2012,17.28,-0.034692134
13/08/2012,17.89,0.008419921
10/08/2012,17.74,0.052658969
09/08/2012,16.83,0.005959493
08/08/2012,16.73,-0.004770432
07/08/2012,16.81,0.04876042
06/08/2012,16.01,0.006894418
03/08/2012,15.9,0.009478744
02/08/2012,15.75,-0.020113814
01/08/2012,16.07,0.003116238
31/07/2012,16.02,0
30/07/2012,16.02,-0.007462721
27/07/2012,16.14,0.010588701
26/07/2012,15.97,0.012602561
25/07/2012,15.77,0.002539684
24/07/2012,15.73,-0.025730946
23/07/2012,16.14,-0.009864445
20/07/2012,16.3,-0.030213779
19/07/2012,16.8,-0.005934736
18/07/2012,16.9,0.009512557
17/07/2012,16.74,0.010207234
16/07/2012,16.57,-0.015569177
13/07/2012,16.83,-0.015915455
12/07/2012,17.1,-0.006412147
11/07/2012,17.21,-0.01956334
10/07/2012,17.55,0.001710864
09/07/2012,17.52,-0.034224939
06/07/2012,18.13,-0.007692346
05/07/2012,18.27,-0.005458529
03/07/2012,18.37,0.02145887
02/07/2012,17.98,-0.020914356
29/06/2012,18.36,0.030414288
28/06/2012,17.81,-0.000561325
27/06/2012,17.82,0.019264052
26/06/2012,17.48,0.016729551
25/06/2012,17.19,-0.028671689
22/06/2012,17.69,0.00737592
21/06/2012,17.56,-0.032495856
20/06/2012,18.14,-0.012599455
19/06/2012,18.37,0.008199007
18/06/2012,18.22,0.02163746
15/06/2012,17.83,0.005060455
14/06/2012,17.74,-0.020642295
13/06/2012,18.11,-0.025083103
12/06/2012,18.57,0.015739809
11/06/2012,18.28,-0.040209115
08/06/2012,19.03,0.012159811
07/06/2012,18.8,-0.02883555
06/06/2012,19.35,-0.009771227
05/06/2012,19.54,0.017553368
04/06/2012,19.2,0
01/06/2012,19.2,0.00104221
31/05/2012,19.18,-0.024718045
30/05/2012,19.66,-0.002540006
29/05/2012,19.71,0.00968654
25/05/2012,19.52,0.018093024
24/05/2012,19.17,0.004705891
23/05/2012,19.08,0.002098637
22/05/2012,19.04,0.003156236
21/05/2012,18.98,-0.004730626
18/05/2012,19.07,0.02926519
17/05/2012,18.52,-0.118022988
16/05/2012,20.84,0.010612738
15/05/2012,20.62,-0.012530284
14/05/2012,20.88,0.026694135
11/05/2012,20.33,-0.0357526
10/05/2012,21.07,0.007622714
09/05/2012,20.91,-0.009519348
08/05/2012,21.11,0.000947867
07/05/2012,21.09,-0.034486176
04/05/2012,21.83,-0.029340854
03/05/2012,22.48,-0.012817855
02/05/2012,22.77,-0.003944778
01/05/2012,22.86,0.004384049
30/04/2012,22.76,0.00352113
27/04/2012,22.68,0.00441892
26/04/2012,22.58,0
25/04/2012,22.58,0.013375144
24/04/2012,22.28,-0.00403136
23/04/2012,22.37,-0.000446927
20/04/2012,22.38,0.004029555
19/04/2012,22.29,0
18/04/2012,22.29,0.006300651
17/04/2012,22.15,0.020525236
16/04/2012,21.7,0.021896985
13/04/2012,21.23,-0.01542447
12/04/2012,21.56,0.013542117
11/04/2012,21.27,-0.007027436
10/04/2012,21.42,-0.019875857
09/04/2012,21.85,0.005507127
05/04/2012,21.73,-0.010073345
04/04/2012,21.95,-0.004091845
03/04/2012,22.04,-0.018876965
02/04/2012,22.46,0.027992798
30/03/2012,21.84,-0.03376418
29/03/2012,22.59,-0.039067468
28/03/2012,23.49,-0.011428696
27/03/2012,23.76,-0.001682086
26/03/2012,23.8,0.00759177
23/03/2012,23.62,0.019667158
22/03/2012,23.16,-0.063161278
21/03/2012,24.67,0.02711752
20/03/2012,24.01,0.002502086
19/03/2012,23.95,0.016417965
16/03/2012,23.56,-0.010555302
15/03/2012,23.81,0.013105239
14/03/2012,23.5,-0.012264903
13/03/2012,23.79,0.000841043
12/03/2012,23.77,-0.005454178
09/03/2012,23.9,-0.012887312
08/03/2012,24.21,0.012887312
07/03/2012,23.9,0.004613135
06/03/2012,23.79,-0.015433049
05/03/2012,24.16,0.012075933
02/03/2012,23.87,0.001257598
01/03/2012,23.84,0.045481884
29/02/2012,22.78,-0.023857128
28/02/2012,23.33,0.01424587
27/02/2012,23,0.011808578
24/02/2012,22.73,-0.024338446
23/02/2012,23.29,0.013835067
22/02/2012,22.97,-0.014264344
21/02/2012,23.3,0.005163523
17/02/2012,23.18,0.006058002
16/02/2012,23.04,0.0100328
15/02/2012,22.81,-0.007425236
14/02/2012,22.98,0.001742161
13/02/2012,22.94,0.002618945
10/02/2012,22.88,-0.051118454
09/02/2012,24.08,-0.016883251
08/02/2012,24.49,0.031524801
07/02/2012,23.73,0.013576789
06/02/2012,23.41,-0.009776911
03/02/2012,23.64,0.015775215
02/02/2012,23.27,-0.001717476
01/02/2012,23.31,-0.002142705
31/01/2012,23.36,-0.016136231
30/01/2012,23.74,-0.024137668
27/01/2012,24.32,-0.015504187
26/01/2012,24.7,-0.012072581
25/01/2012,25,0.010050336
24/01/2012,24.75,-0.000403959
23/01/2012,24.76,0.008517594
20/01/2012,24.55,-0.011743403
19/01/2012,24.84,0.03356844
18/01/2012,24.02,0.03344227
17/01/2012,23.23,-0.011981316
13/01/2012,23.51,-0.028099983
12/01/2012,24.18,-0.008237279
11/01/2012,24.38,0.006171589
10/01/2012,24.23,0.009954458
09/01/2012,23.99,-0.036025181
06/01/2012,24.87,-0.015559859
05/01/2012,25.26,0.045766237
04/01/2012,24.13,0.014190555
03/01/2012,23.79,-0.014190555
30/12/2011,24.13,-0.00907597
29/12/2011,24.35,0.011565598
28/12/2011,24.07,0.006251323
27/12/2011,23.92,0
23/12/2011,23.92,0.005449605
22/12/2011,23.79,0.010564222
21/12/2011,23.54,0.002978092
20/12/2011,23.47,0.034680545
19/12/2011,22.67,-0.029126162
16/12/2011,23.34,-0.015306421
15/12/2011,23.7,0.008900249
14/12/2011,23.49,-0.024391453
13/12/2011,24.07,-0.026241768
12/12/2011,24.71,0.020855387
09/12/2011,24.2,0.026377916
08/12/2011,23.57,-0.005078301
07/12/2011,23.69,0.014884391
06/12/2011,23.34,-0.014462183
05/12/2011,23.68,0.019616834
02/12/2011,23.22,-0.006011182
01/12/2011,23.36,0.010327114
30/11/2011,23.12,0.016132898
29/11/2011,22.75,0.017291497
28/11/2011,22.36,0.038755705
25/11/2011,21.51,-0.027512052
23/11/2011,22.11,-0.014369354
22/11/2011,22.43,-0.012846245
21/11/2011,22.72,0.011509645
18/11/2011,22.46,0.023880387
17/11/2011,21.93,-0.026548241
16/11/2011,22.52,-0.045146556
15/11/2011,23.56,-0.04482078
14/11/2011,24.64,-0.02128167
11/11/2011,25.17,0.022906366
10/11/2011,24.6,-0.012924251
09/11/2011,24.92,-0.028482938
08/11/2011,25.64,0.007437889
07/11/2011,25.45,-0.009386068
04/11/2011,25.69,-0.005434796
03/11/2011,25.83,0.028668761
02/11/2011,25.1,0.0023933
01/11/2011,25.04,-0.020945243
31/10/2011,25.57,-0.024339621
28/10/2011,26.2,0.011130416
27/10/2011,25.91,0.034154448
26/10/2011,25.04,-0.022117805
25/10/2011,25.6,0.000781555
24/10/2011,25.58,0.02133625
21/10/2011,25.04,-0.000798403
20/10/2011,25.06,0.007610692
19/10/2011,24.87,-0.004413247
18/10/2011,24.98,0.030071343
17/10/2011,24.24,-0.037251271
14/10/2011,25.16,-0.002381899
13/10/2011,25.22,-0.016906241
12/10/2011,25.65,0.028872878
11/10/2011,24.92,0.01373759
10/10/2011,24.58,0.010222947
07/10/2011,24.33,0.011159446
06/10/2011,24.06,0.00792827
05/10/2011,23.87,0.003357116
04/10/2011,23.79,0.035076308
03/10/2011,22.97,-0.005643601
30/09/2011,23.1,-0.037804459
29/09/2011,23.99,0.019785954
28/09/2011,23.52,-0.015190165
27/09/2011,23.88,0.011370937
26/09/2011,23.61,0.047710696
23/09/2011,22.51,-0.004432631
22/09/2011,22.61,-0.036051678
21/09/2011,23.44,-0.022776185
20/09/2011,23.98,-0.010371385
19/09/2011,24.23,-0.026874582
16/09/2011,24.89,0.010094978
15/09/2011,24.64,0.030074357
14/09/2011,23.91,0.031438443
13/09/2011,23.17,-0.002155638
12/09/2011,23.22,0.0038835
09/09/2011,23.13,0.00955698
08/09/2011,22.91,-0.01344048
07/09/2011,23.22,0.01781494
06/09/2011,22.81,0.02936154
02/09/2011,22.15,-0.039394339
01/09/2011,23.04,-0.037901066
31/08/2011,23.93,0.024107744
30/08/2011,23.36,0.01119254
29/08/2011,23.1,0.01394966
26/08/2011,22.78,0.012367649
25/08/2011,22.5,-0.037081675
24/08/2011,23.35,0.033532425
23/08/2011,22.58,0.043908388
22/08/2011,21.61,0.00185271
19/08/2011,21.57,0.006511651
18/08/2011,21.43,0.046320049
17/08/2011,20.46,-0.044451763
16/08/2011,21.39,0.020784877
15/08/2011,20.95,0.011039229
12/08/2011,20.72,-0.034158919
11/08/2011,21.44,0.042884132
10/08/2011,20.54,-0.03914581
09/08/2011,21.36,0.038172574
08/08/2011,20.56,-0.073586713
05/08/2011,22.13,0.011361177
04/08/2011,21.88,-0.04337814
03/08/2011,22.85,-0.002622379
02/08/2011,22.91,-0.008691928
01/08/2011,23.11,-0.020133471
29/07/2011,23.58,0.000848536
28/07/2011,23.56,0.002549938
27/07/2011,23.5,-0.011003073
26/07/2011,23.76,0.005486403
25/07/2011,23.63,0.006794081
22/07/2011,23.47,0.006411648
21/07/2011,23.32,0.001716739
20/07/2011,23.28,-0.018302277
19/07/2011,23.71,0.012306542
18/07/2011,23.42,-0.007232535
15/07/2011,23.59,-0.010122398
14/07/2011,23.83,-0.016646244
13/07/2011,24.23,-0.023655263
12/07/2011,24.81,-0.044924812
11/07/2011,25.95,-0.034094211
08/07/2011,26.85,-0.013686176
07/07/2011,27.22,-0.003300938
06/07/2011,27.31,-0.003290078
05/07/2011,27.4,0.017302107
01/07/2011,26.93,0.009701569
30/06/2011,26.67,0.02582749
29/06/2011,25.99,-0.013756426
28/06/2011,26.35,0.021481455
27/06/2011,25.79,-0.012714485
24/06/2011,26.12,-0.005345564
23/06/2011,26.26,-0.01060616
22/06/2011,26.54,-0.035896546
21/06/2011,27.51,0.026147687
20/06/2011,26.8,0.013523873
17/06/2011,26.44,0.009118604
16/06/2011,26.2,0.003058106
15/06/2011,26.12,-0.011798424
14/06/2011,26.43,0.00683374
13/06/2011,26.25,-0.00038088
10/06/2011,26.26,-0.009097864
09/06/2011,26.5,0.008717129
08/06/2011,26.27,0.003431843
07/06/2011,26.18,-0.014786999
06/06/2011,26.57,-0.00600377
03/06/2011,26.73,-0.019633896
02/06/2011,27.26,-0.007674074
01/06/2011,27.47,-0.018395469
31/05/2011,27.98,-0.008186556
27/05/2011,28.21,0.016440685
26/05/2011,27.75,0
25/05/2011,27.75,0.004695692
24/05/2011,27.62,-0.001447178
23/05/2011,27.66,-0.00792226
20/05/2011,27.88,0.020290551
19/05/2011,27.32,0.023704814
18/05/2011,26.68,0.012445946
17/05/2011,26.35,-0.004921456
16/05/2011,26.48,-0.009022618
13/05/2011,26.72,0.030011749
12/05/2011,25.93,0.005026108
11/05/2011,25.8,0.000775494
10/05/2011,25.78,0.011705167
09/05/2011,25.48,0.000785238
06/05/2011,25.46,-0.015975403
05/05/2011,25.87,0.007371517
04/05/2011,25.68,-0.006984895
03/05/2011,25.86,0.003098376
02/05/2011,25.78,0.003886519
29/04/2011,25.68,-0.020046932
28/04/2011,26.2,-0.000763068
27/04/2011,26.22,-0.00266616
26/04/2011,26.29,-0.007578665
25/04/2011,26.49,-0.001885726
21/04/2011,26.54,0.007184754
20/04/2011,26.35,-0.00793805
19/04/2011,26.56,0.015939616
18/04/2011,26.14,-0.009897302
15/04/2011,26.4,0.038221213
14/04/2011,25.41,0.001969668
13/04/2011,25.36,0.063487549
12/04/2011,23.8,0.00210305
11/04/2011,23.75,-0.00252313
08/04/2011,23.81,-0.009197389
07/04/2011,24.03,0.005424591
06/04/2011,23.9,0.013479564
05/04/2011,23.58,0.043777304
04/04/2011,22.57,-0.015388301
01/04/2011,22.92,0.017606089
31/03/2011,22.52,-0.004872656
30/03/2011,22.63,0.013793322
29/03/2011,22.32,0.015805251
28/03/2011,21.97,0.011444391
25/03/2011,21.72,-0.000460299
24/03/2011,21.73,0.028946932
23/03/2011,21.11,0.004272496
22/03/2011,21.02,-0.008055007
21/03/2011,21.19,0.010913513
18/03/2011,20.96,-0.000953744
17/03/2011,20.98,0.021195398
16/03/2011,20.54,0.000486973
15/03/2011,20.53,0.035195702
14/03/2011,19.82,0.002525892
11/03/2011,19.77,0.009657
10/03/2011,19.58,-0.009151055
09/03/2011,19.76,-0.003031837
08/03/2011,19.82,0.005565408
07/03/2011,19.71,-0.017103033
04/03/2011,20.05,-0.003982086
03/03/2011,20.13,0.021592604
02/03/2011,19.7,-0.001014713
01/03/2011,19.72,-0.011595794
28/02/2011,19.95,0.005025136
25/02/2011,19.85,0.017276852
24/02/2011,19.51,-0.008675737
23/02/2011,19.68,0
22/02/2011,19.68,-0.013626252
18/02/2011,19.95,-0.00798806
17/02/2011,20.11,-0.007924757
16/02/2011,20.27,0.011411684
15/02/2011,20.04,0.00851922
14/02/2011,19.87,-0.020424122
11/02/2011,20.28,-0.004428052
10/02/2011,20.37,0.033444594
09/02/2011,19.7,-0.016113138
08/02/2011,20.02,-0.005976113
07/02/2011,20.14,0.004478734
04/02/2011,20.05,0.027814688
03/02/2011,19.5,-0.016277063
02/02/2011,19.82,-0.036169412
01/02/2011,20.55,-0.024989287
31/01/2011,21.07,0.004280625
28/01/2011,20.98,-0.004280625
27/01/2011,21.07,0.00142484
26/01/2011,21.04,-0.000950119
