Date,Close,KR
28/10/2013,43.16,-0.006006024
25/10/2013,43.42,0.009487518
24/10/2013,43.01,0.002094729
23/10/2013,42.92,0.004904833
22/10/2013,42.71,0.010828731
21/10/2013,42.25,-0.003072199
18/10/2013,42.38,0.004019393
17/10/2013,42.21,0.00808758
16/10/2013,41.87,0.020753641
15/10/2013,41.01,-0.014764882
14/10/2013,41.62,-0.002160087
11/10/2013,41.71,0.024758546
10/10/2013,40.69,0.013359922
09/10/2013,40.15,0.010012599
08/10/2013,39.75,-0.003766483
07/10/2013,39.9,-0.016406035
04/10/2013,40.56,0.011655433
03/10/2013,40.09,-0.012148408
02/10/2013,40.58,-0.001723502
01/10/2013,40.65,0.007655303
30/09/2013,40.34,-0.008638829
27/09/2013,40.69,-0.006613619
26/09/2013,40.96,0.007105261
25/09/2013,40.67,-0.004416101
24/09/2013,40.85,0.009098796
23/09/2013,40.48,-0.006893183
20/09/2013,40.76,-0.005626926
19/09/2013,40.99,0.010545775
18/09/2013,40.56,0.000246579
17/09/2013,40.55,0.021688498
16/09/2013,39.68,0.016516701
13/09/2013,39.03,0.010560304
12/09/2013,38.62,0.024906255
11/09/2013,37.67,0.003456991
10/09/2013,37.54,-0.003987776
09/09/2013,37.69,0.007724103
06/09/2013,37.4,0.001337793
05/09/2013,37.35,0.000267773
04/09/2013,37.34,0.014023962
03/09/2013,36.82,0.005992935
30/08/2013,36.6,-0.004905979
29/08/2013,36.78,0.010385445
28/08/2013,36.4,0
27/08/2013,36.4,-0.012558178
26/08/2013,36.86,-0.018013661
23/08/2013,37.53,0.008294362
22/08/2013,37.22,-0.006694362
21/08/2013,37.47,-0.008239249
20/08/2013,37.78,-0.004226102
19/08/2013,37.94,-0.008137596
16/08/2013,38.25,0.006294277
15/08/2013,38.01,-0.021086295
14/08/2013,38.82,-0.008209384
13/08/2013,39.14,0.004609483
12/08/2013,38.96,0.002055499
09/08/2013,38.88,-0.018349139
08/08/2013,39.6,0.015523915
07/08/2013,38.99,-0.007664831
06/08/2013,39.29,0.003314216
05/08/2013,39.16,-0.000510595
02/08/2013,39.18,-0.011924536
01/08/2013,39.65,0.009630079
31/07/2013,39.27,-0.00836825
30/07/2013,39.6,-0.006293287
29/07/2013,39.85,0.005031457
26/07/2013,39.65,-0.000756334
25/07/2013,39.68,0.013957846
24/07/2013,39.13,0.005124275
23/07/2013,38.93,-0.003077715
22/07/2013,39.05,0.006164931
19/07/2013,38.81,0.008279478
18/07/2013,38.49,0.001299883
17/07/2013,38.44,0.00809721
16/07/2013,38.13,0.009751033
15/07/2013,37.76,0.003448737
12/07/2013,37.63,-0.004242913
11/07/2013,37.79,0.011979379
10/07/2013,37.34,0.005101367
09/07/2013,37.15,0.026180934
08/07/2013,36.19,0.003321343
05/07/2013,36.07,0.013115857
03/07/2013,35.6,-0.008948606
02/07/2013,35.92,0.035419484
01/07/2013,34.67,0.003756687
28/06/2013,34.54,-0.004909757
27/06/2013,34.71,0.006648384
26/06/2013,34.48,-0.000869691
25/06/2013,34.51,0.015182773
24/06/2013,33.99,0.006493529
21/06/2013,33.77,0.023671517
20/06/2013,32.98,-0.063154149
19/06/2013,35.13,-0.011040452
18/06/2013,35.52,0.009618179
17/06/2013,35.18,0.01114775
14/06/2013,34.79,-0.00773089
13/06/2013,35.06,0.021915525
12/06/2013,34.3,-0.008130126
11/06/2013,34.58,-0.004328387
10/06/2013,34.73,0.004906923
07/06/2013,34.56,0.042559614
06/06/2013,33.12,0.00272109
05/06/2013,33.03,-0.027472615
04/06/2013,33.95,0.003245319
03/06/2013,33.84,0.005036302
31/05/2013,33.67,-0.021158591
30/05/2013,34.39,-0.000871966
29/05/2013,34.42,-0.003480282
28/05/2013,34.54,0.00901562
24/05/2013,34.23,0.001169249
23/05/2013,34.19,0.002049481
22/05/2013,34.12,-0.020595362
21/05/2013,34.83,0.003163195
20/05/2013,34.72,-0.019960743
17/05/2013,35.42,0.009930568
16/05/2013,35.07,-0.004268039
15/05/2013,35.22,0.011996716
14/05/2013,34.8,0.024728533
13/05/2013,33.95,-0.015780573
10/05/2013,34.49,0.001160429
09/05/2013,34.45,-0.008094869
08/05/2013,34.73,-0.00745844
07/05/2013,34.99,0.014102982
06/05/2013,34.5,-0.006068506
03/05/2013,34.71,0.00259628
02/05/2013,34.62,0.012205906
01/05/2013,34.2,-0.005249356
30/04/2013,34.38,-0.002033998
29/04/2013,34.45,0.004946904
26/04/2013,34.28,-0.001457514
25/04/2013,34.33,-0.007545015
24/04/2013,34.59,-0.002310137
23/04/2013,34.67,0.013356761
22/04/2013,34.21,0.01472347
19/04/2013,33.71,-0.00148214
18/04/2013,33.76,0.009822969
17/04/2013,33.43,0.003896303
16/04/2013,33.3,0.017570885
15/04/2013,32.72,-0.01184884
12/04/2013,33.11,-0.001810501
11/04/2013,33.17,0.015800997
10/04/2013,32.65,0.018235709
09/04/2013,32.06,0.005630293
08/04/2013,31.88,-0.005006268
05/04/2013,32.04,-0.008391658
04/04/2013,32.31,0.008391658
03/04/2013,32.04,-0.023138469
02/04/2013,32.79,0.007653489
01/04/2013,32.54,-0.01827091
28/03/2013,33.14,0.00120773
27/03/2013,33.1,0.009409692
26/03/2013,32.79,0.004585061
25/03/2013,32.64,0.007380107
22/03/2013,32.4,0.01242252
21/03/2013,32,0.004070774
20/03/2013,31.87,0.004087413
19/03/2013,31.74,0.002523661
18/03/2013,31.66,0.001264223
15/03/2013,31.62,0.003802286
14/03/2013,31.5,0.00605001
13/03/2013,31.31,0.016098223
12/03/2013,30.81,-0.004533687
11/03/2013,30.95,-0.007083095
08/03/2013,31.17,0.029959909
07/03/2013,30.25,0.029862981
06/03/2013,29.36,-0.007803263
05/03/2013,29.59,0.00406367
04/03/2013,29.47,-0.002033899
01/03/2013,29.53,0.010895579
28/02/2013,29.21,0.003772942
27/02/2013,29.1,0.01314443
26/02/2013,28.72,0.012966714
25/02/2013,28.35,-0.015401074
22/02/2013,28.79,0.001042572
21/02/2013,28.76,0.038636739
20/02/2013,27.67,-0.019327731
19/02/2013,28.21,0.011408323
15/02/2013,27.89,-0.012471211
14/02/2013,28.24,-0.00776018
13/02/2013,28.46,-0.002807019
12/02/2013,28.54,0.005269642
11/02/2013,28.39,0.006714993
08/02/2013,28.2,0.006403437
07/02/2013,28.02,0.005726573
06/02/2013,27.86,-0.001076233
05/02/2013,27.89,0.007919408
04/02/2013,27.67,-0.007919408
01/02/2013,27.89,0.006835788
31/01/2013,27.7,-0.002163722
30/01/2013,27.76,0.001802777
29/01/2013,27.71,-0.003242662
28/01/2013,27.8,-0.001437815
25/01/2013,27.84,0.0028777
24/01/2013,27.76,0.003608809
23/01/2013,27.66,0.008350021
22/01/2013,27.43,0.012841857
18/01/2013,27.08,0.014506485
17/01/2013,26.69,0.015100325
16/01/2013,26.29,0.006870256
15/01/2013,26.11,0.009621009
14/01/2013,25.86,0.006206381
11/01/2013,25.7,0.005853675
10/01/2013,25.55,0
09/01/2013,25.55,0.010623747
08/01/2013,25.28,-0.021135816
07/01/2013,25.82,-0.024484773
04/01/2013,26.46,0.002649008
03/01/2013,26.39,0.00075815
02/01/2013,26.37,0.013361527
31/12/2012,26.02,0.013152994
28/12/2012,25.68,-0.010844413
27/12/2012,25.96,-0.005378422
26/12/2012,26.1,-0.009153382
24/12/2012,26.34,0.001519757
21/12/2012,26.3,-0.012469461
20/12/2012,26.63,0.004893667
19/12/2012,26.5,-0.00938974
18/12/2012,26.75,0.006751714
17/12/2012,26.57,0.010594121
14/12/2012,26.29,-0.002279636
13/12/2012,26.35,-0.00906693
12/12/2012,26.59,-0.000376011
11/12/2012,26.6,-0.001877935
10/12/2012,26.65,-0.005985802
07/12/2012,26.81,-0.003351334
06/12/2012,26.9,0.007088259
05/12/2012,26.71,-0.005972396
04/12/2012,26.87,0.003355082
03/12/2012,26.78,0.020370376
30/11/2012,26.24,-0.000381025
29/11/2012,26.25,0.04639304
28/11/2012,25.06,0.008012863
27/11/2012,24.86,0.010107222
26/11/2012,24.61,-0.01492264
23/11/2012,24.98,0.013298604
21/11/2012,24.65,0.004472461
20/11/2012,24.54,-0.003660773
19/11/2012,24.63,0.004476101
16/11/2012,24.52,0.005725987
15/11/2012,24.38,-0.003684753
14/11/2012,24.47,-0.012185366
13/11/2012,24.77,-0.005636086
12/11/2012,24.91,0.008466086
09/11/2012,24.7,0.006498804
08/11/2012,24.54,-0.004066699
07/11/2012,24.64,-0.018895035
06/11/2012,25.11,0.007194276
05/11/2012,24.93,0
02/11/2012,24.93,-0.002803927
01/11/2012,25,-0.008761506
31/10/2012,25.22,0.001587302
26/10/2012,25.18,-0.007123101
25/10/2012,25.36,0.013897385
24/10/2012,25.01,-0.004388597
23/10/2012,25.12,-0.009114388
22/10/2012,25.35,0.008716378
19/10/2012,25.13,-0.002781643
18/10/2012,25.2,0.00756825
17/10/2012,25.01,0.02346386
16/10/2012,24.43,0.041794633
15/10/2012,23.43,0.005134799
12/10/2012,23.31,-0.000428908
11/10/2012,23.32,0.000858001
10/10/2012,23.3,-0.010247741
09/10/2012,23.54,-0.011824462
08/10/2012,23.82,0.002101283
05/10/2012,23.77,0.003371263
04/10/2012,23.69,-0.004212306
03/10/2012,23.79,0.004212306
02/10/2012,23.69,-0.003791873
01/10/2012,23.78,0.010143789
28/09/2012,23.54,-0.001697793
27/09/2012,23.58,0.002547772
26/09/2012,23.52,0.002128113
25/09/2012,23.47,-0.0089078
24/09/2012,23.68,0
21/09/2012,23.68,-0.009247649
20/09/2012,23.9,-0.003758618
19/09/2012,23.99,0.015119986
18/09/2012,23.63,-0.007588569
17/09/2012,23.81,0.00042008
14/09/2012,23.8,-0.003355708
13/09/2012,23.88,-0.001673641
12/09/2012,23.92,0.021978907
11/09/2012,23.4,0.015070253
10/09/2012,23.05,0.013980132
07/09/2012,22.73,-0.01614698
06/09/2012,23.1,0.023654191
05/09/2012,22.56,0.009799633
04/09/2012,22.34,0.002689379
31/08/2012,22.28,0.003597126
30/08/2012,22.2,0.002254792
29/08/2012,22.15,-0.002254792
28/08/2012,22.2,0.009049836
27/08/2012,22,0.008673873
24/08/2012,21.81,0.005517255
23/08/2012,21.69,-0.012371292
22/08/2012,21.96,-0.002274279
21/08/2012,22.01,-0.005437259
20/08/2012,22.13,0.004528993
17/08/2012,22.03,-0.004528993
16/08/2012,22.13,0.001809137
15/08/2012,22.09,-0.011701304
14/08/2012,22.35,-0.00401876
13/08/2012,22.44,-0.002670229
10/08/2012,22.5,-0.000444346
09/08/2012,22.51,-0.008845701
08/08/2012,22.71,0.010179331
07/08/2012,22.48,0.000890076
06/08/2012,22.46,0.01164366
03/08/2012,22.2,0.014519311
02/08/2012,21.88,-0.014519311
01/08/2012,22.2,0.001352265
31/07/2012,22.17,0.010884461
30/07/2012,21.93,0.002739728
27/07/2012,21.87,0.015668523
26/07/2012,21.53,0.013090416
25/07/2012,21.25,0.006610034
24/07/2012,21.11,-0.007550767
23/07/2012,21.27,-0.009358983
20/07/2012,21.47,-0.005573633
19/07/2012,21.59,-0.017902704
18/07/2012,21.98,0.000910332
17/07/2012,21.96,0.001823155
16/07/2012,21.92,-0.009082715
13/07/2012,22.12,0.00725956
12/07/2012,21.96,-0.03797642
11/07/2012,22.81,0.010134478
10/07/2012,22.58,0.005773945
09/07/2012,22.45,-0.015469922
06/07/2012,22.8,0.007926065
05/07/2012,22.62,-0.012739026
03/07/2012,22.91,0.00437446
02/07/2012,22.81,-0.016522115
29/06/2012,23.19,0.011711259
28/06/2012,22.92,0.005688049
27/06/2012,22.79,0.011030335
26/06/2012,22.54,-0.00663279
25/06/2012,22.69,-0.008775835
22/06/2012,22.89,-0.006531702
21/06/2012,23.04,0.000434122
20/06/2012,23.03,0.013992358
19/06/2012,22.71,-0.00439368
18/06/2012,22.81,0
15/06/2012,22.81,0.010134478
14/06/2012,22.58,0.05882708
13/06/2012,21.29,-0.009815456
12/06/2012,21.5,0.007001195
11/06/2012,21.35,-0.010251721
08/06/2012,21.57,-0.007850421
07/06/2012,21.74,-0.009613258
06/06/2012,21.95,0.004108657
05/06/2012,21.86,-0.002284671
04/06/2012,21.91,0.0123997
01/06/2012,21.64,-0.016953442
31/05/2012,22.01,-0.015329426
30/05/2012,22.35,-0.008908745
29/05/2012,22.55,0.006227778
25/05/2012,22.41,0.011669791
24/05/2012,22.15,-0.000451365
23/05/2012,22.16,-0.007194276
22/05/2012,22.32,0.01035812
21/05/2012,22.09,0.012756437
18/05/2012,21.81,-0.005486982
17/05/2012,21.93,-0.013137222
16/05/2012,22.22,0.002703922
15/05/2012,22.16,-0.016114941
14/05/2012,22.52,-0.019785213
11/05/2012,22.97,-0.004777425
10/05/2012,23.08,0.012205906
09/05/2012,22.8,-0.004812961
08/05/2012,22.91,-0.004355408
07/05/2012,23.01,-0.00476914
04/05/2012,23.12,-0.005607088
03/05/2012,23.25,-0.003863495
02/05/2012,23.34,-0.003421731
01/05/2012,23.42,0.006425381
30/04/2012,23.27,-0.003432007
27/04/2012,23.35,0.0025729
26/04/2012,23.29,0.004302933
25/04/2012,23.19,-0.005161302
24/04/2012,23.31,0.002577321
23/04/2012,23.25,0
20/04/2012,23.25,0.001721912
19/04/2012,23.21,-0.011991578
18/04/2012,23.49,-0.008478219
17/04/2012,23.69,0.005078301
16/04/2012,23.57,0.002548854
13/04/2012,23.51,-0.004667948
12/04/2012,23.62,0.006796968
11/04/2012,23.46,0.008131866
10/04/2012,23.27,-0.009835444
09/04/2012,23.5,-0.014364421
05/04/2012,23.84,0.01266374
04/04/2012,23.54,-0.008038969
03/04/2012,23.73,-0.027433142
02/04/2012,24.39,0.006581677
30/03/2012,24.23,0.000412797
29/03/2012,24.22,0.001239414
28/03/2012,24.19,-0.004125418
27/03/2012,24.29,0.003298972
26/03/2012,24.21,-0.009455363
23/03/2012,24.44,0.018167304
22/03/2012,24,-0.011599136
21/03/2012,24.28,0.007441126
20/03/2012,24.1,-0.001244039
19/03/2012,24.13,-0.009896988
16/03/2012,24.37,-0.001640017
15/03/2012,24.41,0.002871797
14/03/2012,24.34,0.004942349
13/03/2012,24.22,-0.006584386
12/03/2012,24.38,0.002464067
09/03/2012,24.32,-0.00082203
08/03/2012,24.34,0.011154836
07/03/2012,24.07,0.000831255
06/03/2012,24.05,-0.006217637
05/03/2012,24.2,0.004971013
02/03/2012,24.08,-0.014839514
01/03/2012,24.44,0.02695581
29/02/2012,23.79,0.000420433
28/02/2012,23.78,-0.004196397
27/02/2012,23.88,0.014340187
24/02/2012,23.54,0.024076829
23/02/2012,22.98,-0.02831592
22/02/2012,23.64,-0.007585371
21/02/2012,23.82,-0.004189365
17/02/2012,23.92,0.001673641
16/02/2012,23.88,0.005458758
15/02/2012,23.75,-0.00503991
14/02/2012,23.87,0.013921339
13/02/2012,23.54,-0.003815989
10/02/2012,23.63,0.002118196
09/02/2012,23.58,-0.002541297
08/02/2012,23.64,-0.002534856
07/02/2012,23.7,-0.015075662
06/02/2012,24.06,0.005835781
03/02/2012,23.92,-0.002088119
02/02/2012,23.97,0.005857757
01/02/2012,23.83,0.002941797
31/01/2012,23.76,-0.013793322
30/01/2012,24.09,-0.008679534
27/01/2012,24.3,-0.011049836
26/01/2012,24.57,-0.003250714
25/01/2012,24.65,0.012655813
24/01/2012,24.34,0.008665208
23/01/2012,24.13,0.009159098
20/01/2012,23.91,-0.006253929
19/01/2012,24.06,-0.002490661
18/01/2012,24.12,-0.007846416
17/01/2012,24.31,0.007431909
13/01/2012,24.13,0.00623573
12/01/2012,23.98,-0.004576667
11/01/2012,24.09,-0.00950224
10/01/2012,24.32,0.002470154
09/01/2012,24.26,0.002889579
06/01/2012,24.19,-0.004125418
05/01/2012,24.29,0.000823723
04/01/2012,24.27,-0.010248091
03/01/2012,24.52,0.012310373
30/12/2011,24.22,-0.009451478
29/12/2011,24.45,0.004920059
28/12/2011,24.33,-0.005737721
27/12/2011,24.47,-0.00040858
23/12/2011,24.48,0.013158085
22/12/2011,24.16,-0.013158085
21/12/2011,24.48,0.020636308
20/12/2011,23.98,0.020219728
19/12/2011,23.5,-0.008896479
16/12/2011,23.71,-0.00420876
15/12/2011,23.81,0.01097984
14/12/2011,23.55,-0.01097984
13/12/2011,23.81,-0.004609269
12/12/2011,23.92,-0.000835771
09/12/2011,23.94,0.017699577
08/12/2011,23.52,-0.007201895
07/12/2011,23.69,-0.001265556
06/12/2011,23.72,0.001687764
05/12/2011,23.68,0.013605652
02/12/2011,23.36,-0.000427991
01/12/2011,23.37,0.008163311
30/11/2011,23.18,0.036463517
29/11/2011,22.35,-0.014657158
28/11/2011,22.68,0.023194617
25/11/2011,22.16,0.015461881
23/11/2011,21.82,-0.002288854
22/11/2011,21.87,-0.01091416
21/11/2011,22.11,-0.009901071
18/11/2011,22.33,0.009901071
17/11/2011,22.11,-0.01659603
16/11/2011,22.48,-0.027639399
15/11/2011,23.11,-0.001297297
14/11/2011,23.14,-0.012454531
11/11/2011,23.43,0.022007361
10/11/2011,22.92,0.007444746
09/11/2011,22.75,-0.021739987
08/11/2011,23.25,0.00733869
07/11/2011,23.08,0.011767405
04/11/2011,22.81,0.007480783
03/11/2011,22.64,0
02/11/2011,22.64,0.006647487
01/11/2011,22.49,-0.030219072
31/10/2011,23.18,-0.011580657
28/10/2011,23.45,-0.001704304
27/10/2011,23.49,0.020211395
26/10/2011,23.02,0.004353511
25/10/2011,22.92,-0.014725255
24/10/2011,23.26,0.007335524
21/10/2011,23.09,0.01615403
20/10/2011,22.72,0.000880669
19/10/2011,22.7,-0.001760564
18/10/2011,22.74,0.01685184
17/10/2011,22.36,-0.011118638
14/10/2011,22.61,0.003544532
13/10/2011,22.53,-0.00751717
12/10/2011,22.7,-0.003078956
11/10/2011,22.77,-0.005256254
10/10/2011,22.89,0.01585238
07/10/2011,22.53,-0.011035204
06/10/2011,22.78,0.028497031
05/10/2011,22.14,0.005889032
04/10/2011,22.01,0.012343014
03/10/2011,21.74,-0.010068735
30/09/2011,21.96,-0.011770168
29/09/2011,22.22,0.012225645
28/09/2011,21.95,0.000455685
27/09/2011,21.94,-0.004547529
26/09/2011,22.04,0.011866867
23/09/2011,21.78,0.002298323
22/09/2011,21.73,-0.001379628
21/09/2011,21.76,-0.029433866
20/09/2011,22.41,0.001339585
19/09/2011,22.38,-0.000446728
16/09/2011,22.39,-0.009777856
15/09/2011,22.61,0.022814678
14/09/2011,22.1,0.00544466
13/09/2011,21.98,0.007305969
12/09/2011,21.82,-0.009124151
09/09/2011,22.02,-0.058645853
08/09/2011,23.35,-0.006403437
07/09/2011,23.5,0.031995812
06/09/2011,22.76,-0.013961832
02/09/2011,23.08,-0.009916011
01/09/2011,23.31,-0.010667906
31/08/2011,23.56,0.021450844
30/08/2011,23.06,-0.012497469
29/08/2011,23.35,0.029113505
26/08/2011,22.68,0.00796817
25/08/2011,22.5,0
24/08/2011,22.5,-0.015435808
23/08/2011,22.85,0.005705523
22/08/2011,22.72,0.000440238
19/08/2011,22.71,-0.009640741
18/08/2011,22.93,-0.019434859
17/08/2011,23.38,0.012914514
16/08/2011,23.08,0.009140434
15/08/2011,22.87,0.00614037
12/08/2011,22.73,0.005293352
11/08/2011,22.61,0.030536724
10/08/2011,21.93,-0.028322864
09/08/2011,22.56,0.011143418
08/08/2011,22.31,-0.054090812
05/08/2011,23.55,-0.007192754
04/08/2011,23.72,-0.022922446
03/08/2011,24.27,0.01077061
02/08/2011,24.01,-0.027927893
01/08/2011,24.69,-0.007263954
29/07/2011,24.87,0.001207001
28/07/2011,24.84,-0.005620248
27/07/2011,24.98,0.002003607
26/07/2011,24.93,0.004422118
25/07/2011,24.82,-0.019549795
22/07/2011,25.31,0.006341678
21/07/2011,25.15,-0.023965005
20/07/2011,25.76,-0.002713706
19/07/2011,25.83,0.01639381
18/07/2011,25.41,-0.002751033
15/07/2011,25.48,0.005115101
14/07/2011,25.35,0.003556613
13/07/2011,25.26,0.005159765
12/07/2011,25.13,0.005986847
11/07/2011,24.98,-0.013519093
08/07/2011,25.32,-0.005513996
07/07/2011,25.46,0.013046242
06/07/2011,25.13,0.003587805
05/07/2011,25.04,-0.00159617
01/07/2011,25.08,0.011227063
30/06/2011,24.8,0.008503797
29/06/2011,24.59,0.007346972
28/06/2011,24.41,0.005339918
27/06/2011,24.28,-0.009020151
24/06/2011,24.5,-0.009748249
23/06/2011,24.74,0.009748249
22/06/2011,24.5,-0.004886003
21/06/2011,24.62,0.023840011
20/06/2011,24.04,0.001665279
17/06/2011,24,0.000416753
16/06/2011,23.99,0.04431914
15/06/2011,22.95,-0.01169604
14/06/2011,23.22,-0.008149305
13/06/2011,23.41,0.005568659
10/06/2011,23.28,-0.022090958
09/06/2011,23.8,0.00759177
08/06/2011,23.62,0.01364045
07/06/2011,23.3,0.006026708
06/06/2011,23.16,-0.017548064
03/06/2011,23.57,-0.008028778
02/06/2011,23.76,-0.005874964
01/06/2011,23.9,-0.037771321
31/05/2011,24.82,0.004037147
27/05/2011,24.72,0.015491545
26/05/2011,24.34,0.005355317
25/05/2011,24.21,-0.010682107
24/05/2011,24.47,-0.004485227
23/05/2011,24.58,-0.015742
20/05/2011,24.97,-0.020218726
19/05/2011,25.48,0.004720701
18/05/2011,25.36,0.001973555
17/05/2011,25.31,0.01312407
16/05/2011,24.98,-0.001999601
13/05/2011,25.03,-0.000399441
12/05/2011,25.04,0.01894836
11/05/2011,24.57,-0.001220256
10/05/2011,24.6,0.0126817
09/05/2011,24.29,0.002473208
06/05/2011,24.23,-0.002884816
05/05/2011,24.3,0.005777977
04/05/2011,24.16,0.002901556
03/05/2011,24.09,0
02/05/2011,24.09,-0.009090972
29/04/2011,24.31,0.009506168
28/04/2011,24.08,-0.020958236
27/04/2011,24.59,0.012275113
26/04/2011,24.29,0.000823723
25/04/2011,24.27,-0.009840178
21/04/2011,24.51,0.011077036
20/04/2011,24.24,-0.01555496
19/04/2011,24.62,0.001626017
18/04/2011,24.58,0.001628665
15/04/2011,24.54,-0.006498804
14/04/2011,24.7,0.02045061
13/04/2011,24.2,0.003725941
12/04/2011,24.11,-0.004964843
11/04/2011,24.23,0.009537704
08/04/2011,24,-0.004572862
07/04/2011,24.11,0.005823644
06/04/2011,23.97,0.007537724
05/04/2011,23.79,-0.003775964
04/04/2011,23.88,0.005458758
01/04/2011,23.75,-0.009220518
31/03/2011,23.97,-0.013261695
30/03/2011,24.29,0.004125418
29/03/2011,24.19,0.021308515
28/03/2011,23.68,-0.000844238
25/03/2011,23.7,-0.007147392
24/03/2011,23.87,0.015622019
23/03/2011,23.5,-0.006362694
22/03/2011,23.65,0.000422922
21/03/2011,23.64,-0.009263224
18/03/2011,23.86,0.005463346
17/03/2011,23.73,0.008888947
16/03/2011,23.52,-0.020202707
15/03/2011,24,0.005850414
14/03/2011,23.86,-0.002093365
11/03/2011,23.91,-0.001253919
10/03/2011,23.94,0.00881063
09/03/2011,23.73,0.00084317
08/03/2011,23.71,0.002956708
07/03/2011,23.64,0.001693481
04/03/2011,23.6,0.024883309
03/03/2011,23.02,0.0219596
02/03/2011,22.52,-0.009281835
01/03/2011,22.73,-0.007451273
28/02/2011,22.9,0.001748252
25/02/2011,22.86,-0.004800358
24/02/2011,22.97,-0.006076408
23/02/2011,23.11,-0.003886854
22/02/2011,23.2,0.004319661
18/02/2011,23.1,0.000432994
17/02/2011,23.09,-0.005614353
16/02/2011,23.22,0.02662169
15/02/2011,22.61,0.007992938
14/02/2011,22.43,-0.007107982
11/02/2011,22.59,0.003103527
10/02/2011,22.52,-0.00531445
09/02/2011,22.64,0.016028838
08/02/2011,22.28,-0.002241651
07/02/2011,22.33,0
04/02/2011,22.33,0.016708449
03/02/2011,21.96,0.014679163
02/02/2011,21.64,-0.002307871
01/02/2011,21.69,0.013460403
31/01/2011,21.4,0.005153443
28/01/2011,21.29,-0.010280464
27/01/2011,21.51,-0.004638227
26/01/2011,21.61,-0.001849284
25/01/2011,21.65,-0.002306806
